municipality,group,variable,month,Endodoncias,TOTAL
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,endodoncias,2007-04-01,6,6
VILLAZON,consultas odontologicas,endodoncias,2007-04-01,100,100
VINTO,consultas odontologicas,endodoncias,2007-04-01,35,35
WARNES,consultas odontologicas,endodoncias,2007-04-01,7,7
YACUIBA,consultas odontologicas,endodoncias,2007-04-01,85,85
YAMPARAEZ,consultas odontologicas,endodoncias,2007-04-01,2,2
YANACACHI,consultas odontologicas,endodoncias,2007-04-01,1,1
YAPACANI,consultas odontologicas,endodoncias,2007-04-01,4,4
ACHACACHI,consultas odontologicas,endodoncias,2007-05-01,10,10
ACHOCALLA,consultas odontologicas,endodoncias,2007-05-01,3,3
AIQUILE,consultas odontologicas,endodoncias,2007-05-01,44,44
ARAMPAMPA,consultas odontologicas,endodoncias,2007-05-01,4,4
ARBIETO,consultas odontologicas,endodoncias,2007-05-01,5,5
ARQUE,consultas odontologicas,endodoncias,2007-05-01,1,1
ASCENCION DE GUARAYOS,consultas odontologicas,endodoncias,2007-05-01,6,6
ATOCHA,consultas odontologicas,endodoncias,2007-05-01,44,44
AYATA,consultas odontologicas,endodoncias,2007-05-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,endodoncias,2007-05-01,7,7
AZURDUY,consultas odontologicas,endodoncias,2007-05-01,5,5
BATALLAS,consultas odontologicas,endodoncias,2007-05-01,4,4
BAURES,consultas odontologicas,endodoncias,2007-05-01,6,6
BERMEJO,consultas odontologicas,endodoncias,2007-05-01,36,36
BETANZOS,consultas odontologicas,endodoncias,2007-05-01,6,6
BOLIVAR,consultas odontologicas,endodoncias,2007-05-01,10,10
BOYUIBE,consultas odontologicas,endodoncias,2007-05-01,7,7
BUENA VISTA,consultas odontologicas,endodoncias,2007-05-01,1,1
CABEZAS,consultas odontologicas,endodoncias,2007-05-01,3,3
"CAIZA ""D""",consultas odontologicas,endodoncias,2007-05-01,3,3
CAJUATA,consultas odontologicas,endodoncias,2007-05-01,7,7
CALAMARCA,consultas odontologicas,endodoncias,2007-05-01,2,2
CAMARGO,consultas odontologicas,endodoncias,2007-05-01,32,32
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,endodoncias,2007-05-01,9,9
CAMIRI,consultas odontologicas,endodoncias,2007-05-01,69,69
CAPINOTA,consultas odontologicas,endodoncias,2007-05-01,40,40
CARACOLLO,consultas odontologicas,endodoncias,2007-05-01,16,16
CARANAVI,consultas odontologicas,endodoncias,2007-05-01,11,11
CARAPARI,consultas odontologicas,endodoncias,2007-05-01,23,23
CHALLAPATA,consultas odontologicas,endodoncias,2007-05-01,42,42
CHAQUI,consultas odontologicas,endodoncias,2007-05-01,6,6
CHARAGUA,consultas odontologicas,endodoncias,2007-05-01,1,1
CHAYANTA,consultas odontologicas,endodoncias,2007-05-01,16,16
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,endodoncias,2007-05-01,16,16
CLIZA,consultas odontologicas,endodoncias,2007-05-01,25,25
COBIJA,consultas odontologicas,endodoncias,2007-05-01,28,28
COCHABAMBA,consultas odontologicas,endodoncias,2007-05-01,1401,1401
COLCAPIRHUA,consultas odontologicas,endodoncias,2007-05-01,47,47
COLOMI,consultas odontologicas,endodoncias,2007-05-01,6,6
COLPA BELGICA,consultas odontologicas,endodoncias,2007-05-01,15,15
COLQUECHACA,consultas odontologicas,endodoncias,2007-05-01,2,2
COLQUENCHA,consultas odontologicas,endodoncias,2007-05-01,6,6
COLQUIRI,consultas odontologicas,endodoncias,2007-05-01,3,3
COMANCHE,consultas odontologicas,endodoncias,2007-05-01,3,3
COMARAPA,consultas odontologicas,endodoncias,2007-05-01,74,74
CONCEPCION,consultas odontologicas,endodoncias,2007-05-01,1,1
COPACABANA,consultas odontologicas,endodoncias,2007-05-01,19,19
CORIPATA,consultas odontologicas,endodoncias,2007-05-01,5,5
COROICO,consultas odontologicas,endodoncias,2007-05-01,50,50
COTAGAITA,consultas odontologicas,endodoncias,2007-05-01,58,58
COTOCA,consultas odontologicas,endodoncias,2007-05-01,11,11
CUATRO CAÑADAS,consultas odontologicas,endodoncias,2007-05-01,3,3
CUCHUMUELA (V. G. VILLARROEL),consultas odontologicas,endodoncias,2007-05-01,2,2
CUEVO,consultas odontologicas,endodoncias,2007-05-01,4,4
CULPINA,consultas odontologicas,endodoncias,2007-05-01,3,3
CURAHUARA DE CARANGAS,consultas odontologicas,endodoncias,2007-05-01,7,7
DESAGUADERO,consultas odontologicas,endodoncias,2007-05-01,1,1
EL ALTO,consultas odontologicas,endodoncias,2007-05-01,1159,1159
EL PUENTE(TJA),consultas odontologicas,endodoncias,2007-05-01,16,16
EL TORNO,consultas odontologicas,endodoncias,2007-05-01,37,37
ENTRE RIOS,consultas odontologicas,endodoncias,2007-05-01,11,11
ENTRE RIOS,consultas odontologicas,endodoncias,2007-05-01,6,6
EUCALIPTUS,consultas odontologicas,endodoncias,2007-05-01,1,1
FERNANDEZ ALONSO,consultas odontologicas,endodoncias,2007-05-01,19,19
GENERAL SAAVEDRA,consultas odontologicas,endodoncias,2007-05-01,16,16
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,endodoncias,2007-05-01,1,1
GUANAY,consultas odontologicas,endodoncias,2007-05-01,13,13
GUAQUI,consultas odontologicas,endodoncias,2007-05-01,4,4
GUAYARAMERIN,consultas odontologicas,endodoncias,2007-05-01,20,20
GUTIERREZ,consultas odontologicas,endodoncias,2007-05-01,9,9
HUACARETA,consultas odontologicas,endodoncias,2007-05-01,50,50
HUACAYA (VILLA DE HUACAYA),consultas odontologicas,endodoncias,2007-05-01,3,3
HUACHACALLA,consultas odontologicas,endodoncias,2007-05-01,1,1
HUANUNI,consultas odontologicas,endodoncias,2007-05-01,26,26
HUARACAJE,consultas odontologicas,endodoncias,2007-05-01,4,4
HUAYLLAMARCA,consultas odontologicas,endodoncias,2007-05-01,10,10
ICHOCA,consultas odontologicas,endodoncias,2007-05-01,4,4
ICLA,consultas odontologicas,endodoncias,2007-05-01,19,19
INCAHUASI,consultas odontologicas,endodoncias,2007-05-01,2,2
INQUISIVI,consultas odontologicas,endodoncias,2007-05-01,4,4
IRUPANA (VILLA DE LANZA),consultas odontologicas,endodoncias,2007-05-01,10,10
IXIAMAS,consultas odontologicas,endodoncias,2007-05-01,4,4
LA ASUNTA,consultas odontologicas,endodoncias,2007-05-01,8,8
LA GUARDIA,consultas odontologicas,endodoncias,2007-05-01,40,40
LA PAZ,consultas odontologicas,endodoncias,2007-05-01,2360,2360
LAGUNILLAS,consultas odontologicas,endodoncias,2007-05-01,10,10
LAJA,consultas odontologicas,endodoncias,2007-05-01,8,8
LAS CARRERAS,consultas odontologicas,endodoncias,2007-05-01,1,1
LLALLAGUA,consultas odontologicas,endodoncias,2007-05-01,36,36
LURIBAY,consultas odontologicas,endodoncias,2007-05-01,10,10
MACHARETI,consultas odontologicas,endodoncias,2007-05-01,1,1
MAGDALENA,consultas odontologicas,endodoncias,2007-05-01,7,7
MAIRANA,consultas odontologicas,endodoncias,2007-05-01,2,2
MAPIRI,consultas odontologicas,endodoncias,2007-05-01,20,20
MINEROS,consultas odontologicas,endodoncias,2007-05-01,2,2
MIZQUE,consultas odontologicas,endodoncias,2007-05-01,5,5
MOJOCOYA,consultas odontologicas,endodoncias,2007-05-01,4,4
MONTEAGUDO,consultas odontologicas,endodoncias,2007-05-01,36,36
MONTERO,consultas odontologicas,endodoncias,2007-05-01,51,51
MORO MORO,consultas odontologicas,endodoncias,2007-05-01,2,2
MOROCHATA,consultas odontologicas,endodoncias,2007-05-01,2,2
OKINAWA,consultas odontologicas,endodoncias,2007-05-01,5,5
OMEREQUE,consultas odontologicas,endodoncias,2007-05-01,2,2
ORURO,consultas odontologicas,endodoncias,2007-05-01,947,947
PADCAYA,consultas odontologicas,endodoncias,2007-05-01,10,10
PADILLA,consultas odontologicas,endodoncias,2007-05-01,3,3
PAILON,consultas odontologicas,endodoncias,2007-05-01,9,9
PALCA,consultas odontologicas,endodoncias,2007-05-01,2,2
PAMPA AULLAGAS,consultas odontologicas,endodoncias,2007-05-01,2,2
PASORAPA,consultas odontologicas,endodoncias,2007-05-01,6,6
PAZÑA,consultas odontologicas,endodoncias,2007-05-01,21,21
POJO (CBBA),consultas odontologicas,endodoncias,2007-05-01,1,1
POOPO,consultas odontologicas,endodoncias,2007-05-01,8,8
PORCO,consultas odontologicas,endodoncias,2007-05-01,22,22
PORTACHUELO,consultas odontologicas,endodoncias,2007-05-01,8,8
PORVENIR,consultas odontologicas,endodoncias,2007-05-01,1,1
POSTRER VALLE,consultas odontologicas,endodoncias,2007-05-01,1,1
POTOSI,consultas odontologicas,endodoncias,2007-05-01,193,193
PRESTO,consultas odontologicas,endodoncias,2007-05-01,5,5
PUCARANI,consultas odontologicas,endodoncias,2007-05-01,8,8
PUERTO ACOSTA,consultas odontologicas,endodoncias,2007-05-01,189,189
PUERTO GONZALO MORENO,consultas odontologicas,endodoncias,2007-05-01,1,1
PUERTO QUIJARRO,consultas odontologicas,endodoncias,2007-05-01,3,3
PUERTO RICO,consultas odontologicas,endodoncias,2007-05-01,5,5
PUERTO SUAREZ,consultas odontologicas,endodoncias,2007-05-01,23,23
PUERTO VILLARROEL,consultas odontologicas,endodoncias,2007-05-01,106,106
PUNA,consultas odontologicas,endodoncias,2007-05-01,6,6
PUNATA,consultas odontologicas,endodoncias,2007-05-01,58,58
QUILLACOLLO,consultas odontologicas,endodoncias,2007-05-01,79,79
QUIME,consultas odontologicas,endodoncias,2007-05-01,11,11
QUIRUSILLAS,consultas odontologicas,endodoncias,2007-05-01,7,7
REYES,consultas odontologicas,endodoncias,2007-05-01,11,11
RIBERALTA,consultas odontologicas,endodoncias,2007-05-01,26,26
ROBORE,consultas odontologicas,endodoncias,2007-05-01,34,34
RURRENABAQUE,consultas odontologicas,endodoncias,2007-05-01,2,2
SACABA,consultas odontologicas,endodoncias,2007-05-01,159,159
SACACA,consultas odontologicas,endodoncias,2007-05-01,3,3
SAIPINA,consultas odontologicas,endodoncias,2007-05-01,58,58
SALINAS DE GARCI MENDOZA,consultas odontologicas,endodoncias,2007-05-01,1,1
SAMAIPATA,consultas odontologicas,endodoncias,2007-05-01,4,4
SAN BENITO,consultas odontologicas,endodoncias,2007-05-01,4,4
SAN BORJA,consultas odontologicas,endodoncias,2007-05-01,14,14
SAN CARLOS,consultas odontologicas,endodoncias,2007-05-01,26,26
SAN IGNACIO,consultas odontologicas,endodoncias,2007-05-01,13,13
SAN IGNACIO DE VELASCO,consultas odontologicas,endodoncias,2007-05-01,70,70
SAN JUAN DE YAPACANI,consultas odontologicas,endodoncias,2007-05-01,2,2
SAN JULIAN,consultas odontologicas,endodoncias,2007-05-01,15,15
SAN LORENZO(TJA),consultas odontologicas,endodoncias,2007-05-01,186,186
SAN LUCAS,consultas odontologicas,endodoncias,2007-05-01,19,19
SAN MATIAS,consultas odontologicas,endodoncias,2007-05-01,20,20
SAN MIGUEL DE VELASCO,consultas odontologicas,endodoncias,2007-05-01,10,10
SAN PEDRO,consultas odontologicas,endodoncias,2007-05-01,4,4
SAN PEDRO DE BUENA VISTA,consultas odontologicas,endodoncias,2007-05-01,1,1
SAN PEDRO DE TIQUINA,consultas odontologicas,endodoncias,2007-05-01,2,2
SAN RAFAEL,consultas odontologicas,endodoncias,2007-05-01,13,13
SAN RAMON,consultas odontologicas,endodoncias,2007-05-01,6,6
SAN RAMON,consultas odontologicas,endodoncias,2007-05-01,1,1
SANTA ANA,consultas odontologicas,endodoncias,2007-05-01,9,9
SANTA CRUZ DE LA SIERRA,consultas odontologicas,endodoncias,2007-05-01,734,734
SANTA ROSA,consultas odontologicas,endodoncias,2007-05-01,2,2
SANTA ROSA DEL SARA,consultas odontologicas,endodoncias,2007-05-01,16,16
SANTIAGO DE HUARI,consultas odontologicas,endodoncias,2007-05-01,2,2
SANTUARIO DE QUILLACAS,consultas odontologicas,endodoncias,2007-05-01,4,4
SAPAHAQUI,consultas odontologicas,endodoncias,2007-05-01,1,1
SENA,consultas odontologicas,endodoncias,2007-05-01,1,1
SICA SICA (VILLA AROMA),consultas odontologicas,endodoncias,2007-05-01,9,9
SICAYA,consultas odontologicas,endodoncias,2007-05-01,1,1
SIPE SIPE,consultas odontologicas,endodoncias,2007-05-01,53,53
SOPACHUY,consultas odontologicas,endodoncias,2007-05-01,14,14
SORACACHI,consultas odontologicas,endodoncias,2007-05-01,4,4
SUCRE,consultas odontologicas,endodoncias,2007-05-01,741,741
TACACOMA,consultas odontologicas,endodoncias,2007-05-01,15,15
TARABUCO,consultas odontologicas,endodoncias,2007-05-01,1,1
TARACO,consultas odontologicas,endodoncias,2007-05-01,1,1
TARATA,consultas odontologicas,endodoncias,2007-05-01,16,16
TARIJA,consultas odontologicas,endodoncias,2007-05-01,513,513
TARVITA,consultas odontologicas,endodoncias,2007-05-01,2,2
TIAWANACU,consultas odontologicas,endodoncias,2007-05-01,2,2
TINGUIPAYA,consultas odontologicas,endodoncias,2007-05-01,3,3
TIPUANI,consultas odontologicas,endodoncias,2007-05-01,4,4
TIQUIPAYA,consultas odontologicas,endodoncias,2007-05-01,32,32
TIRAQUE (CBBA),consultas odontologicas,endodoncias,2007-05-01,61,61
TOCO,consultas odontologicas,endodoncias,2007-05-01,4,4
TOLATA,consultas odontologicas,endodoncias,2007-05-01,21,21
TOLEDO,consultas odontologicas,endodoncias,2007-05-01,3,3
TOMINA,consultas odontologicas,endodoncias,2007-05-01,3,3
TOTORA(CBBA),consultas odontologicas,endodoncias,2007-05-01,2,2
TRIGAL,consultas odontologicas,endodoncias,2007-05-01,1,1
TRINIDAD,consultas odontologicas,endodoncias,2007-05-01,66,66
TUPIZA,consultas odontologicas,endodoncias,2007-05-01,13,13
TURCO,consultas odontologicas,endodoncias,2007-05-01,2,2
UNCIA,consultas odontologicas,endodoncias,2007-05-01,91,91
URIONDO (A. CONCEPCION),consultas odontologicas,endodoncias,2007-05-01,24,24
URUBICHA,consultas odontologicas,endodoncias,2007-05-01,10,10
UYUNI,consultas odontologicas,endodoncias,2007-05-01,30,30
VACAS,consultas odontologicas,endodoncias,2007-05-01,1,1
VALLEGRANDE,consultas odontologicas,endodoncias,2007-05-01,116,116
VIACHA,consultas odontologicas,endodoncias,2007-05-01,44,44
VILLA MONTES,consultas odontologicas,endodoncias,2007-05-01,40,40
VILLA SERRANO,consultas odontologicas,endodoncias,2007-05-01,4,4
VILLA TUNARI,consultas odontologicas,endodoncias,2007-05-01,57,57
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,endodoncias,2007-05-01,6,6
VILLAZON,consultas odontologicas,endodoncias,2007-05-01,59,59
VINTO,consultas odontologicas,endodoncias,2007-05-01,32,32
WARNES,consultas odontologicas,endodoncias,2007-05-01,12,12
YACUIBA,consultas odontologicas,endodoncias,2007-05-01,108,108
YAMPARAEZ,consultas odontologicas,endodoncias,2007-05-01,10,10
YAPACANI,consultas odontologicas,endodoncias,2007-05-01,11,11
YUNCHARA,consultas odontologicas,endodoncias,2007-05-01,19,19
ACACIO,consultas odontologicas,endodoncias,2007-06-01,7,7
ACHACACHI,consultas odontologicas,endodoncias,2007-06-01,11,11
AIQUILE,consultas odontologicas,endodoncias,2007-06-01,50,50
ANDAMARCA,consultas odontologicas,endodoncias,2007-06-01,1,1
ANTEQUERA,consultas odontologicas,endodoncias,2007-06-01,1,1
ANZALDO,consultas odontologicas,endodoncias,2007-06-01,8,8
ARAMPAMPA,consultas odontologicas,endodoncias,2007-06-01,2,2
ARBIETO,consultas odontologicas,endodoncias,2007-06-01,3,3
ASCENCION DE GUARAYOS,consultas odontologicas,endodoncias,2007-06-01,4,4
ATOCHA,consultas odontologicas,endodoncias,2007-06-01,42,42
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,endodoncias,2007-06-01,6,6
AZURDUY,consultas odontologicas,endodoncias,2007-06-01,8,8
BATALLAS,consultas odontologicas,endodoncias,2007-06-01,1,1
BAURES,consultas odontologicas,endodoncias,2007-06-01,7,7
BERMEJO,consultas odontologicas,endodoncias,2007-06-01,50,50
BETANZOS,consultas odontologicas,endodoncias,2007-06-01,18,18
BOLIVAR,consultas odontologicas,endodoncias,2007-06-01,9,9
BOYUIBE,consultas odontologicas,endodoncias,2007-06-01,4,4
BUENA VISTA,consultas odontologicas,endodoncias,2007-06-01,3,3
CABEZAS,consultas odontologicas,endodoncias,2007-06-01,1,1
CAJUATA,consultas odontologicas,endodoncias,2007-06-01,2,2
CALAMARCA,consultas odontologicas,endodoncias,2007-06-01,5,5
CAMARGO,consultas odontologicas,endodoncias,2007-06-01,20,20
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,endodoncias,2007-06-01,14,14
CAMIRI,consultas odontologicas,endodoncias,2007-06-01,58,58
CAPINOTA,consultas odontologicas,endodoncias,2007-06-01,13,13
CARACOLLO,consultas odontologicas,endodoncias,2007-06-01,4,4
CARANAVI,consultas odontologicas,endodoncias,2007-06-01,4,4
CARAPARI,consultas odontologicas,endodoncias,2007-06-01,15,15
CARIPUYO,consultas odontologicas,endodoncias,2007-06-01,5,5
CARMEN RIVERO TORREZ,consultas odontologicas,endodoncias,2007-06-01,9,9
CHALLAPATA,consultas odontologicas,endodoncias,2007-06-01,40,40
CHAQUI,consultas odontologicas,endodoncias,2007-06-01,5,5
CHARAGUA,consultas odontologicas,endodoncias,2007-06-01,4,4
CHAYANTA,consultas odontologicas,endodoncias,2007-06-01,13,13
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,endodoncias,2007-06-01,27,27
CLIZA,consultas odontologicas,endodoncias,2007-06-01,25,25
COBIJA,consultas odontologicas,endodoncias,2007-06-01,37,37
COCHABAMBA,consultas odontologicas,endodoncias,2007-06-01,1745,1745
COLCAPIRHUA,consultas odontologicas,endodoncias,2007-06-01,34,34
COLOMI,consultas odontologicas,endodoncias,2007-06-01,11,11
COLPA BELGICA,consultas odontologicas,endodoncias,2007-06-01,11,11
COLQUECHACA,consultas odontologicas,endodoncias,2007-06-01,3,3
COLQUIRI,consultas odontologicas,endodoncias,2007-06-01,1,1
COMARAPA,consultas odontologicas,endodoncias,2007-06-01,66,66
COPACABANA,consultas odontologicas,endodoncias,2007-06-01,13,13
CORIPATA,consultas odontologicas,endodoncias,2007-06-01,7,7
COROICO,consultas odontologicas,endodoncias,2007-06-01,41,41
CORQUE,consultas odontologicas,endodoncias,2007-06-01,1,1
COTAGAITA,consultas odontologicas,endodoncias,2007-06-01,49,49
COTOCA,consultas odontologicas,endodoncias,2007-06-01,15,15
CUCHUMUELA (V. G. VILLARROEL),consultas odontologicas,endodoncias,2007-06-01,4,4
CUEVO,consultas odontologicas,endodoncias,2007-06-01,1,1
CULPINA,consultas odontologicas,endodoncias,2007-06-01,16,16
EL ALTO,consultas odontologicas,endodoncias,2007-06-01,1111,1111
EL PUENTE(STC),consultas odontologicas,endodoncias,2007-06-01,4,4
EL PUENTE(TJA),consultas odontologicas,endodoncias,2007-06-01,21,21
EL TORNO,consultas odontologicas,endodoncias,2007-06-01,47,47
ENTRE RIOS,consultas odontologicas,endodoncias,2007-06-01,11,11
ENTRE RIOS,consultas odontologicas,endodoncias,2007-06-01,9,9
EUCALIPTUS,consultas odontologicas,endodoncias,2007-06-01,12,12
EXALTACION,consultas odontologicas,endodoncias,2007-06-01,2,2
FERNANDEZ ALONSO,consultas odontologicas,endodoncias,2007-06-01,18,18
GENERAL SAAVEDRA,consultas odontologicas,endodoncias,2007-06-01,15,15
GUANAY,consultas odontologicas,endodoncias,2007-06-01,15,15
GUAQUI,consultas odontologicas,endodoncias,2007-06-01,1,1
GUAYARAMERIN,consultas odontologicas,endodoncias,2007-06-01,48,48
GUTIERREZ,consultas odontologicas,endodoncias,2007-06-01,16,16
HUACARETA,consultas odontologicas,endodoncias,2007-06-01,54,54
HUACHACALLA,consultas odontologicas,endodoncias,2007-06-01,1,1
HUANUNI,consultas odontologicas,endodoncias,2007-06-01,25,25
HUARACAJE,consultas odontologicas,endodoncias,2007-06-01,5,5
HUAYLLAMARCA,consultas odontologicas,endodoncias,2007-06-01,10,10
ICLA,consultas odontologicas,endodoncias,2007-06-01,37,37
INCAHUASI,consultas odontologicas,endodoncias,2007-06-01,1,1
INQUISIVI,consultas odontologicas,endodoncias,2007-06-01,2,2
IRUPANA (VILLA DE LANZA),consultas odontologicas,endodoncias,2007-06-01,6,6
IXIAMAS,consultas odontologicas,endodoncias,2007-06-01,6,6
JESUS DE MACHACA,consultas odontologicas,endodoncias,2007-06-01,2,2
LA ASUNTA,consultas odontologicas,endodoncias,2007-06-01,6,6
LA GUARDIA,consultas odontologicas,endodoncias,2007-06-01,33,33
LA PAZ,consultas odontologicas,endodoncias,2007-06-01,2252,2252
LAGUNILLAS,consultas odontologicas,endodoncias,2007-06-01,19,19
LAJA,consultas odontologicas,endodoncias,2007-06-01,1,1
LAS CARRERAS,consultas odontologicas,endodoncias,2007-06-01,1,1
LLALLAGUA,consultas odontologicas,endodoncias,2007-06-01,62,62
MACHACAMARCA,consultas odontologicas,endodoncias,2007-06-01,1,1
MACHARETI,consultas odontologicas,endodoncias,2007-06-01,2,2
MAGDALENA,consultas odontologicas,endodoncias,2007-06-01,13,13
MAIRANA,consultas odontologicas,endodoncias,2007-06-01,1,1
MAPIRI,consultas odontologicas,endodoncias,2007-06-01,28,28
MECAPACA,consultas odontologicas,endodoncias,2007-06-01,1,1
MINEROS,consultas odontologicas,endodoncias,2007-06-01,1,1
MIZQUE,consultas odontologicas,endodoncias,2007-06-01,2,2
MOJOCOYA,consultas odontologicas,endodoncias,2007-06-01,5,5
MONTEAGUDO,consultas odontologicas,endodoncias,2007-06-01,20,20
MONTERO,consultas odontologicas,endodoncias,2007-06-01,55,55
MORO MORO,consultas odontologicas,endodoncias,2007-06-01,1,1
MOROCHATA,consultas odontologicas,endodoncias,2007-06-01,9,9
OKINAWA,consultas odontologicas,endodoncias,2007-06-01,3,3
OMEREQUE,consultas odontologicas,endodoncias,2007-06-01,8,8
ORURO,consultas odontologicas,endodoncias,2007-06-01,651,651
PADCAYA,consultas odontologicas,endodoncias,2007-06-01,9,9
PADILLA,consultas odontologicas,endodoncias,2007-06-01,1,1
PAILON,consultas odontologicas,endodoncias,2007-06-01,7,7
PALCA,consultas odontologicas,endodoncias,2007-06-01,5,5
PALOS BLANCOS,consultas odontologicas,endodoncias,2007-06-01,6,6
PAMPA GRANDE,consultas odontologicas,endodoncias,2007-06-01,6,6
PASORAPA,consultas odontologicas,endodoncias,2007-06-01,3,3
PAZÑA,consultas odontologicas,endodoncias,2007-06-01,23,23
POCOATA,consultas odontologicas,endodoncias,2007-06-01,2,2
POJO (CBBA),consultas odontologicas,endodoncias,2007-06-01,2,2
POOPO,consultas odontologicas,endodoncias,2007-06-01,7,7
PORCO,consultas odontologicas,endodoncias,2007-06-01,40,40
POROMA,consultas odontologicas,endodoncias,2007-06-01,1,1
PORTACHUELO,consultas odontologicas,endodoncias,2007-06-01,23,23
PORVENIR,consultas odontologicas,endodoncias,2007-06-01,1,1
POTOSI,consultas odontologicas,endodoncias,2007-06-01,186,186
PRESTO,consultas odontologicas,endodoncias,2007-06-01,2,2
PUCARA,consultas odontologicas,endodoncias,2007-06-01,1,1
PUCARANI,consultas odontologicas,endodoncias,2007-06-01,6,6
PUERTO ACOSTA,consultas odontologicas,endodoncias,2007-06-01,128,128
PUERTO CARABUCO,consultas odontologicas,endodoncias,2007-06-01,1,1
PUERTO QUIJARRO,consultas odontologicas,endodoncias,2007-06-01,7,7
PUERTO RICO,consultas odontologicas,endodoncias,2007-06-01,6,6
PUERTO SILES,consultas odontologicas,endodoncias,2007-06-01,2,2
PUERTO SUAREZ,consultas odontologicas,endodoncias,2007-06-01,17,17
PUERTO VILLARROEL,consultas odontologicas,endodoncias,2007-06-01,157,157
PUNA,consultas odontologicas,endodoncias,2007-06-01,2,2
PUNATA,consultas odontologicas,endodoncias,2007-06-01,65,65
QUILLACOLLO,consultas odontologicas,endodoncias,2007-06-01,95,95
QUIME,consultas odontologicas,endodoncias,2007-06-01,11,11
QUIRUSILLAS,consultas odontologicas,endodoncias,2007-06-01,6,6
REYES,consultas odontologicas,endodoncias,2007-06-01,17,17
RIBERALTA,consultas odontologicas,endodoncias,2007-06-01,20,20
ROBORE,consultas odontologicas,endodoncias,2007-06-01,15,15
RURRENABAQUE,consultas odontologicas,endodoncias,2007-06-01,1,1
SABAYA,consultas odontologicas,endodoncias,2007-06-01,1,1
SACABA,consultas odontologicas,endodoncias,2007-06-01,152,152
SALINAS DE GARCI MENDOZA,consultas odontologicas,endodoncias,2007-06-01,4,4
SAMAIPATA,consultas odontologicas,endodoncias,2007-06-01,97,97
SAN BENITO,consultas odontologicas,endodoncias,2007-06-01,8,8
SAN BORJA,consultas odontologicas,endodoncias,2007-06-01,11,11
SAN BUENA VENTURA,consultas odontologicas,endodoncias,2007-06-01,1,1
SAN CARLOS,consultas odontologicas,endodoncias,2007-06-01,41,41
SAN IGNACIO,consultas odontologicas,endodoncias,2007-06-01,24,24
SAN IGNACIO DE VELASCO,consultas odontologicas,endodoncias,2007-06-01,68,68
SAN JAVIER(STC),consultas odontologicas,endodoncias,2007-06-01,6,6
SAN JOAQUIN,consultas odontologicas,endodoncias,2007-06-01,1,1
SAN JOSE DE CHIQUITOS,consultas odontologicas,endodoncias,2007-06-01,1,1
SAN JULIAN,consultas odontologicas,endodoncias,2007-06-01,29,29
SAN LORENZO(TJA),consultas odontologicas,endodoncias,2007-06-01,169,169
SAN LUCAS,consultas odontologicas,endodoncias,2007-06-01,16,16
SAN MATIAS,consultas odontologicas,endodoncias,2007-06-01,6,6
SAN MIGUEL DE VELASCO,consultas odontologicas,endodoncias,2007-06-01,13,13
SAN PEDRO,consultas odontologicas,endodoncias,2007-06-01,7,7
SAN PEDRO DE TIQUINA,consultas odontologicas,endodoncias,2007-06-01,2,2
SAN RAFAEL,consultas odontologicas,endodoncias,2007-06-01,12,12
SAN RAMON,consultas odontologicas,endodoncias,2007-06-01,1,1
SAN RAMON,consultas odontologicas,endodoncias,2007-06-01,9,9
SANTA ANA,consultas odontologicas,endodoncias,2007-06-01,3,3
SANTA CRUZ DE LA SIERRA,consultas odontologicas,endodoncias,2007-06-01,713,713
SANTA ROSA DEL SARA,consultas odontologicas,endodoncias,2007-06-01,35,35
SANTIAGO DE HUARI,consultas odontologicas,endodoncias,2007-06-01,13,13
SENA,consultas odontologicas,endodoncias,2007-06-01,2,2
SICA SICA (VILLA AROMA),consultas odontologicas,endodoncias,2007-06-01,6,6
SIPE SIPE,consultas odontologicas,endodoncias,2007-06-01,44,44
SOPACHUY,consultas odontologicas,endodoncias,2007-06-01,11,11
SORACACHI,consultas odontologicas,endodoncias,2007-06-01,1,1
SORATA,consultas odontologicas,endodoncias,2007-06-01,6,6
SUCRE,consultas odontologicas,endodoncias,2007-06-01,863,863
TACACOMA,consultas odontologicas,endodoncias,2007-06-01,5,5
TAPACARI,consultas odontologicas,endodoncias,2007-06-01,4,4
TARABUCO,consultas odontologicas,endodoncias,2007-06-01,2,2
TARACO,consultas odontologicas,endodoncias,2007-06-01,1,1
TARATA,consultas odontologicas,endodoncias,2007-06-01,17,17
TARIJA,consultas odontologicas,endodoncias,2007-06-01,824,824
TIAWANACU,consultas odontologicas,endodoncias,2007-06-01,3,3
TINGUIPAYA,consultas odontologicas,endodoncias,2007-06-01,2,2
TIPUANI,consultas odontologicas,endodoncias,2007-06-01,5,5
TIQUIPAYA,consultas odontologicas,endodoncias,2007-06-01,39,39
TIRAQUE (CBBA),consultas odontologicas,endodoncias,2007-06-01,78,78
