municipality,group,variable,month,Primeras consultas,TOTAL
POOPO,consultas odontologicas,primeras consultas,2007-07-01,17,17
PORCO,consultas odontologicas,primeras consultas,2007-07-01,30,30
POROMA,consultas odontologicas,primeras consultas,2007-07-01,680,680
PORONGO,consultas odontologicas,primeras consultas,2007-07-01,27,27
PORTACHUELO,consultas odontologicas,primeras consultas,2007-07-01,260,260
PORVENIR,consultas odontologicas,primeras consultas,2007-07-01,86,86
POSTRER VALLE,consultas odontologicas,primeras consultas,2007-07-01,270,270
POTOSI,consultas odontologicas,primeras consultas,2007-07-01,643,643
PRESTO,consultas odontologicas,primeras consultas,2007-07-01,20,20
PUCARA,consultas odontologicas,primeras consultas,2007-07-01,25,25
PUCARANI,consultas odontologicas,primeras consultas,2007-07-01,167,167
PUERTO ACOSTA,consultas odontologicas,primeras consultas,2007-07-01,122,122
PUERTO CARABUCO,consultas odontologicas,primeras consultas,2007-07-01,237,237
PUERTO GONZALO MORENO,consultas odontologicas,primeras consultas,2007-07-01,13,13
PUERTO PEREZ,consultas odontologicas,primeras consultas,2007-07-01,16,16
PUERTO QUIJARRO,consultas odontologicas,primeras consultas,2007-07-01,274,274
PUERTO RICO,consultas odontologicas,primeras consultas,2007-07-01,303,303
PUERTO SUAREZ,consultas odontologicas,primeras consultas,2007-07-01,372,372
PUERTO VILLARROEL,consultas odontologicas,primeras consultas,2007-07-01,178,178
PUNA,consultas odontologicas,primeras consultas,2007-07-01,186,186
PUNATA,consultas odontologicas,primeras consultas,2007-07-01,133,133
QUIABAYA,consultas odontologicas,primeras consultas,2007-07-01,17,17
QUILLACOLLO,consultas odontologicas,primeras consultas,2007-07-01,887,887
QUIME,consultas odontologicas,primeras consultas,2007-07-01,311,311
QUIRUSILLAS,consultas odontologicas,primeras consultas,2007-07-01,39,39
REYES,consultas odontologicas,primeras consultas,2007-07-01,30,30
RIBERALTA,consultas odontologicas,primeras consultas,2007-07-01,467,467
ROBORE,consultas odontologicas,primeras consultas,2007-07-01,15,15
RURRENABAQUE,consultas odontologicas,primeras consultas,2007-07-01,20,20
SABAYA,consultas odontologicas,primeras consultas,2007-07-01,27,27
SACABA,consultas odontologicas,primeras consultas,2007-07-01,549,549
SACACA,consultas odontologicas,primeras consultas,2007-07-01,61,61
SAIPINA,consultas odontologicas,primeras consultas,2007-07-01,231,231
SALINAS DE GARCI MENDOZA,consultas odontologicas,primeras consultas,2007-07-01,223,223
SAMAIPATA,consultas odontologicas,primeras consultas,2007-07-01,44,44
SAN ANDRES,consultas odontologicas,primeras consultas,2007-07-01,144,144
SAN ANDRES DE MACHACA,consultas odontologicas,primeras consultas,2007-07-01,54,54
SAN ANTONIO DE LOMERIO,consultas odontologicas,primeras consultas,2007-07-01,78,78
SAN BENITO,consultas odontologicas,primeras consultas,2007-07-01,68,68
SAN BORJA,consultas odontologicas,primeras consultas,2007-07-01,247,247
SAN BUENA VENTURA,consultas odontologicas,primeras consultas,2007-07-01,52,52
SAN CARLOS,consultas odontologicas,primeras consultas,2007-07-01,308,308
SAN IGNACIO,consultas odontologicas,primeras consultas,2007-07-01,98,98
SAN IGNACIO DE VELASCO,consultas odontologicas,primeras consultas,2007-07-01,552,552
SAN JAVIER(STC),consultas odontologicas,primeras consultas,2007-07-01,48,48
SAN JOAQUIN,consultas odontologicas,primeras consultas,2007-07-01,209,209
SAN JOSE DE CHIQUITOS,consultas odontologicas,primeras consultas,2007-07-01,66,66
SAN JUAN DE YAPACANI,consultas odontologicas,primeras consultas,2007-07-01,225,225
SAN LORENZO(PND),consultas odontologicas,primeras consultas,2007-07-01,224,224
SAN LORENZO(TJA),consultas odontologicas,primeras consultas,2007-07-01,368,368
SAN LUCAS,consultas odontologicas,primeras consultas,2007-07-01,120,120
SAN MATIAS,consultas odontologicas,primeras consultas,2007-07-01,146,146
SAN MIGUEL DE VELASCO,consultas odontologicas,primeras consultas,2007-07-01,312,312
SAN PEDRO,consultas odontologicas,primeras consultas,2007-07-01,28,28
SAN PEDRO DE BUENA VISTA,consultas odontologicas,primeras consultas,2007-07-01,373,373
SAN PEDRO DE CURAHUARA,consultas odontologicas,primeras consultas,2007-07-01,69,69
SAN PEDRO DE TIQUINA,consultas odontologicas,primeras consultas,2007-07-01,192,192
SAN RAFAEL,consultas odontologicas,primeras consultas,2007-07-01,78,78
SANTA ANA,consultas odontologicas,primeras consultas,2007-07-01,50,50
SANTA CRUZ DE LA SIERRA,consultas odontologicas,primeras consultas,2007-07-01,9869,9869
SANTA ROSA,consultas odontologicas,primeras consultas,2007-07-01,287,287
SANTA ROSA DEL SARA,consultas odontologicas,primeras consultas,2007-07-01,1129,1129
SANTIAGO DE CALLAPA,consultas odontologicas,primeras consultas,2007-07-01,66,66
SANTIAGO DE HUARI,consultas odontologicas,primeras consultas,2007-07-01,54,54
SANTIAGO DE MACHACA,consultas odontologicas,primeras consultas,2007-07-01,34,34
SANTUARIO DE QUILLACAS,consultas odontologicas,primeras consultas,2007-07-01,50,50
SENA,consultas odontologicas,primeras consultas,2007-07-01,3,3
SICA SICA (VILLA AROMA),consultas odontologicas,primeras consultas,2007-07-01,200,200
SICAYA,consultas odontologicas,primeras consultas,2007-07-01,115,115
SIPE SIPE,consultas odontologicas,primeras consultas,2007-07-01,148,148
SOPACHUY,consultas odontologicas,primeras consultas,2007-07-01,38,38
SORACACHI,consultas odontologicas,primeras consultas,2007-07-01,98,98
SORATA,consultas odontologicas,primeras consultas,2007-07-01,36,36
SUCRE,consultas odontologicas,primeras consultas,2007-07-01,2442,2442
TACACOMA,consultas odontologicas,primeras consultas,2007-07-01,175,175
TACOPAYA,consultas odontologicas,primeras consultas,2007-07-01,94,94
TAPACARI,consultas odontologicas,primeras consultas,2007-07-01,233,233
TARABUCO,consultas odontologicas,primeras consultas,2007-07-01,850,850
TARACO,consultas odontologicas,primeras consultas,2007-07-01,45,45
TARATA,consultas odontologicas,primeras consultas,2007-07-01,82,82
TARIJA,consultas odontologicas,primeras consultas,2007-07-01,936,936
TARVITA,consultas odontologicas,primeras consultas,2007-07-01,204,204
TEOPONTE,consultas odontologicas,primeras consultas,2007-07-01,73,73
TIAWANACU,consultas odontologicas,primeras consultas,2007-07-01,56,56
TIPUANI,consultas odontologicas,primeras consultas,2007-07-01,156,156
TIQUIPAYA,consultas odontologicas,primeras consultas,2007-07-01,126,126
TIRAQUE (CBBA),consultas odontologicas,primeras consultas,2007-07-01,159,159
TITO YUPANQUI (PARQUIPUJIO),consultas odontologicas,primeras consultas,2007-07-01,11,11
TOCO,consultas odontologicas,primeras consultas,2007-07-01,44,44
TOLATA,consultas odontologicas,primeras consultas,2007-07-01,39,39
TOLEDO,consultas odontologicas,primeras consultas,2007-07-01,190,190
TOMAVE,consultas odontologicas,primeras consultas,2007-07-01,38,38
TOMINA,consultas odontologicas,primeras consultas,2007-07-01,127,127
TORO TORO,consultas odontologicas,primeras consultas,2007-07-01,81,81
TOTORA(CBBA),consultas odontologicas,primeras consultas,2007-07-01,124,124
TOTORA(ORR),consultas odontologicas,primeras consultas,2007-07-01,59,59
TRIGAL,consultas odontologicas,primeras consultas,2007-07-01,70,70
TRINIDAD,consultas odontologicas,primeras consultas,2007-07-01,346,346
TUPIZA,consultas odontologicas,primeras consultas,2007-07-01,409,409
TURCO,consultas odontologicas,primeras consultas,2007-07-01,14,14
UMALA,consultas odontologicas,primeras consultas,2007-07-01,197,197
UNCIA,consultas odontologicas,primeras consultas,2007-07-01,236,236
URIONDO (A. CONCEPCION),consultas odontologicas,primeras consultas,2007-07-01,350,350
URUBICHA,consultas odontologicas,primeras consultas,2007-07-01,79,79
UYUNI,consultas odontologicas,primeras consultas,2007-07-01,373,373
VACAS,consultas odontologicas,primeras consultas,2007-07-01,122,122
VALLEGRANDE,consultas odontologicas,primeras consultas,2007-07-01,205,205
VILLA MONTES,consultas odontologicas,primeras consultas,2007-07-01,564,564
VILLA RIVERO,consultas odontologicas,primeras consultas,2007-07-01,324,324
VILLA SERRANO,consultas odontologicas,primeras consultas,2007-07-01,109,109
VILLA TUNARI,consultas odontologicas,primeras consultas,2007-07-01,511,511
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,primeras consultas,2007-07-01,22,22
VILLAZON,consultas odontologicas,primeras consultas,2007-07-01,322,322
VINTO,consultas odontologicas,primeras consultas,2007-07-01,103,103
VITICHI,consultas odontologicas,primeras consultas,2007-07-01,16,16
WALDO BALLIVIAN,consultas odontologicas,primeras consultas,2007-07-01,21,21
WARNES,consultas odontologicas,primeras consultas,2007-07-01,80,80
YACO,consultas odontologicas,primeras consultas,2007-07-01,74,74
YACUIBA,consultas odontologicas,primeras consultas,2007-07-01,427,427
YAMPARAEZ,consultas odontologicas,primeras consultas,2007-07-01,231,231
YANACACHI,consultas odontologicas,primeras consultas,2007-07-01,100,100
YAPACANI,consultas odontologicas,primeras consultas,2007-07-01,147,147
YOCALLA,consultas odontologicas,primeras consultas,2007-07-01,44,44
YOTALA,consultas odontologicas,primeras consultas,2007-07-01,187,187
YUNCHARA,consultas odontologicas,primeras consultas,2007-07-01,6,6
ZUDAÑEZ,consultas odontologicas,primeras consultas,2007-07-01,32,32
ACACIO,consultas odontologicas,primeras consultas,2007-08-01,206,206
ACHACACHI,consultas odontologicas,primeras consultas,2007-08-01,605,605
ACHOCALLA,consultas odontologicas,primeras consultas,2007-08-01,252,252
AIQUILE,consultas odontologicas,primeras consultas,2007-08-01,258,258
ALCALA,consultas odontologicas,primeras consultas,2007-08-01,1,1
ANCORAIMES,consultas odontologicas,primeras consultas,2007-08-01,41,41
ANDAMARCA,consultas odontologicas,primeras consultas,2007-08-01,47,47
ANTEQUERA,consultas odontologicas,primeras consultas,2007-08-01,30,30
ANZALDO,consultas odontologicas,primeras consultas,2007-08-01,74,74
APOLO,consultas odontologicas,primeras consultas,2007-08-01,121,121
ARAMPAMPA,consultas odontologicas,primeras consultas,2007-08-01,190,190
ARANI,consultas odontologicas,primeras consultas,2007-08-01,100,100
ARBIETO,consultas odontologicas,primeras consultas,2007-08-01,26,26
ARQUE,consultas odontologicas,primeras consultas,2007-08-01,164,164
ASCENCION DE GUARAYOS,consultas odontologicas,primeras consultas,2007-08-01,174,174
ATOCHA,consultas odontologicas,primeras consultas,2007-08-01,873,873
AYATA,consultas odontologicas,primeras consultas,2007-08-01,139,139
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,primeras consultas,2007-08-01,482,482
AZURDUY,consultas odontologicas,primeras consultas,2007-08-01,68,68
BATALLAS,consultas odontologicas,primeras consultas,2007-08-01,25,25
BELEN DE ANDAMARCA,consultas odontologicas,primeras consultas,2007-08-01,23,23
BELEN DE URMIRI,consultas odontologicas,primeras consultas,2007-08-01,24,24
BERMEJO,consultas odontologicas,primeras consultas,2007-08-01,808,808
BETANZOS,consultas odontologicas,primeras consultas,2007-08-01,94,94
BOLIVAR,consultas odontologicas,primeras consultas,2007-08-01,39,39
BOLPEBRA,consultas odontologicas,primeras consultas,2007-08-01,52,52
BUENA VISTA,consultas odontologicas,primeras consultas,2007-08-01,236,236
CABEZAS,consultas odontologicas,primeras consultas,2007-08-01,265,265
CAIROMA,consultas odontologicas,primeras consultas,2007-08-01,141,141
"CAIZA ""D""",consultas odontologicas,primeras consultas,2007-08-01,97,97
CAJUATA,consultas odontologicas,primeras consultas,2007-08-01,34,34
CALAMARCA,consultas odontologicas,primeras consultas,2007-08-01,219,219
CAMARGO,consultas odontologicas,primeras consultas,2007-08-01,360,360
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,primeras consultas,2007-08-01,36,36
CAMIRI,consultas odontologicas,primeras consultas,2007-08-01,312,312
CAPINOTA,consultas odontologicas,primeras consultas,2007-08-01,221,221
CAQUIAVIRI,consultas odontologicas,primeras consultas,2007-08-01,61,61
CARACOLLO,consultas odontologicas,primeras consultas,2007-08-01,146,146
CARANAVI,consultas odontologicas,primeras consultas,2007-08-01,1854,1854
CARAPARI,consultas odontologicas,primeras consultas,2007-08-01,304,304
CARIPUYO,consultas odontologicas,primeras consultas,2007-08-01,122,122
CHALLAPATA,consultas odontologicas,primeras consultas,2007-08-01,160,160
CHAQUI,consultas odontologicas,primeras consultas,2007-08-01,28,28
CHARAGUA,consultas odontologicas,primeras consultas,2007-08-01,670,670
CHAYANTA,consultas odontologicas,primeras consultas,2007-08-01,474,474
CHIMORE,consultas odontologicas,primeras consultas,2007-08-01,84,84
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,primeras consultas,2007-08-01,148,148
CHUMA,consultas odontologicas,primeras consultas,2007-08-01,339,339
CLIZA,consultas odontologicas,primeras consultas,2007-08-01,58,58
COBIJA,consultas odontologicas,primeras consultas,2007-08-01,369,369
COCHABAMBA,consultas odontologicas,primeras consultas,2007-08-01,5582,5582
COLCAPIRHUA,consultas odontologicas,primeras consultas,2007-08-01,191,191
"COLCHA ""K""",consultas odontologicas,primeras consultas,2007-08-01,6,6
COLLANA,consultas odontologicas,primeras consultas,2007-08-01,51,51
COLOMI,consultas odontologicas,primeras consultas,2007-08-01,83,83
COLPA BELGICA,consultas odontologicas,primeras consultas,2007-08-01,277,277
COLQUECHACA,consultas odontologicas,primeras consultas,2007-08-01,18,18
COLQUENCHA,consultas odontologicas,primeras consultas,2007-08-01,63,63
COLQUIRI,consultas odontologicas,primeras consultas,2007-08-01,80,80
COMARAPA,consultas odontologicas,primeras consultas,2007-08-01,20,20
COMBAYA,consultas odontologicas,primeras consultas,2007-08-01,122,122
CONCEPCION,consultas odontologicas,primeras consultas,2007-08-01,79,79
COPACABANA,consultas odontologicas,primeras consultas,2007-08-01,78,78
CORIPATA,consultas odontologicas,primeras consultas,2007-08-01,349,349
CORO CORO,consultas odontologicas,primeras consultas,2007-08-01,28,28
COROICO,consultas odontologicas,primeras consultas,2007-08-01,20,20
CORQUE,consultas odontologicas,primeras consultas,2007-08-01,15,15
COTAGAITA,consultas odontologicas,primeras consultas,2007-08-01,376,376
COTOCA,consultas odontologicas,primeras consultas,2007-08-01,45,45
CUATRO CAÑADAS,consultas odontologicas,primeras consultas,2007-08-01,549,549
CUCHUMUELA (V. G. VILLARROEL),consultas odontologicas,primeras consultas,2007-08-01,38,38
CUEVO,consultas odontologicas,primeras consultas,2007-08-01,116,116
CULPINA,consultas odontologicas,primeras consultas,2007-08-01,71,71
CURAHUARA DE CARANGAS,consultas odontologicas,primeras consultas,2007-08-01,22,22
DESAGUADERO,consultas odontologicas,primeras consultas,2007-08-01,2,2
EL ALTO,consultas odontologicas,primeras consultas,2007-08-01,4754,4754
EL CHORO,consultas odontologicas,primeras consultas,2007-08-01,1,1
EL PUENTE(TJA),consultas odontologicas,primeras consultas,2007-08-01,160,160
EL TORNO,consultas odontologicas,primeras consultas,2007-08-01,301,301
EL VILLAR,consultas odontologicas,primeras consultas,2007-08-01,243,243
ENTRE RIOS,consultas odontologicas,primeras consultas,2007-08-01,55,55
ENTRE RIOS,consultas odontologicas,primeras consultas,2007-08-01,144,144
EUCALIPTUS,consultas odontologicas,primeras consultas,2007-08-01,6,6
FERNANDEZ ALONSO,consultas odontologicas,primeras consultas,2007-08-01,224,224
FILADELFIA,consultas odontologicas,primeras consultas,2007-08-01,395,395
GENERAL SAAVEDRA,consultas odontologicas,primeras consultas,2007-08-01,105,105
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,primeras consultas,2007-08-01,135,135
GUANAY,consultas odontologicas,primeras consultas,2007-08-01,72,72
GUAQUI,consultas odontologicas,primeras consultas,2007-08-01,361,361
GUAYARAMERIN,consultas odontologicas,primeras consultas,2007-08-01,146,146
GUTIERREZ,consultas odontologicas,primeras consultas,2007-08-01,280,280
HUACARETA,consultas odontologicas,primeras consultas,2007-08-01,10,10
HUACAYA (VILLA DE HUACAYA),consultas odontologicas,primeras consultas,2007-08-01,115,115
HUACHACALLA,consultas odontologicas,primeras consultas,2007-08-01,22,22
HUANUNI,consultas odontologicas,primeras consultas,2007-08-01,76,76
HUARACAJE,consultas odontologicas,primeras consultas,2007-08-01,4,4
HUAYLLAMARCA,consultas odontologicas,primeras consultas,2007-08-01,38,38
ICLA,consultas odontologicas,primeras consultas,2007-08-01,228,228
INCAHUASI,consultas odontologicas,primeras consultas,2007-08-01,721,721
INQUISIVI,consultas odontologicas,primeras consultas,2007-08-01,45,45
IRUPANA (VILLA DE LANZA),consultas odontologicas,primeras consultas,2007-08-01,56,56
IXIAMAS,consultas odontologicas,primeras consultas,2007-08-01,30,30
JESUS DE MACHACA,consultas odontologicas,primeras consultas,2007-08-01,72,72
LA ASUNTA,consultas odontologicas,primeras consultas,2007-08-01,182,182
LA GUARDIA,consultas odontologicas,primeras consultas,2007-08-01,147,147
LA PAZ,consultas odontologicas,primeras consultas,2007-08-01,9126,9126
LAGUNILLAS,consultas odontologicas,primeras consultas,2007-08-01,77,77
LAJA,consultas odontologicas,primeras consultas,2007-08-01,28,28
LAS CARRERAS,consultas odontologicas,primeras consultas,2007-08-01,34,34
LICOMA PAMPA,consultas odontologicas,primeras consultas,2007-08-01,211,211
LLALLAGUA,consultas odontologicas,primeras consultas,2007-08-01,242,242
LLICA,consultas odontologicas,primeras consultas,2007-08-01,27,27
LORETO,consultas odontologicas,primeras consultas,2007-08-01,29,29
LURIBAY,consultas odontologicas,primeras consultas,2007-08-01,235,235
MACHACAMARCA,consultas odontologicas,primeras consultas,2007-08-01,46,46
MACHARETI,consultas odontologicas,primeras consultas,2007-08-01,139,139
MAIRANA,consultas odontologicas,primeras consultas,2007-08-01,125,125
MALLA,consultas odontologicas,primeras consultas,2007-08-01,30,30
MAPIRI,consultas odontologicas,primeras consultas,2007-08-01,116,116
MECAPACA,consultas odontologicas,primeras consultas,2007-08-01,25,25
MINEROS,consultas odontologicas,primeras consultas,2007-08-01,36,36
MIZQUE,consultas odontologicas,primeras consultas,2007-08-01,362,362
MOCOMOCO,consultas odontologicas,primeras consultas,2007-08-01,186,186
MOJOCOYA,consultas odontologicas,primeras consultas,2007-08-01,45,45
MONTEAGUDO,consultas odontologicas,primeras consultas,2007-08-01,181,181
MONTERO,consultas odontologicas,primeras consultas,2007-08-01,870,870
MORO MORO,consultas odontologicas,primeras consultas,2007-08-01,29,29
MOROCHATA,consultas odontologicas,primeras consultas,2007-08-01,230,230
OCURI,consultas odontologicas,primeras consultas,2007-08-01,53,53
OKINAWA,consultas odontologicas,primeras consultas,2007-08-01,22,22
OMEREQUE,consultas odontologicas,primeras consultas,2007-08-01,58,58
ORURO,consultas odontologicas,primeras consultas,2007-08-01,1883,1883
PADCAYA,consultas odontologicas,primeras consultas,2007-08-01,99,99
PADILLA,consultas odontologicas,primeras consultas,2007-08-01,130,130
PAILON,consultas odontologicas,primeras consultas,2007-08-01,90,90
PALCA,consultas odontologicas,primeras consultas,2007-08-01,16,16
PALOS BLANCOS,consultas odontologicas,primeras consultas,2007-08-01,559,559
PAMPA AULLAGAS,consultas odontologicas,primeras consultas,2007-08-01,30,30
PAMPA GRANDE,consultas odontologicas,primeras consultas,2007-08-01,34,34
PAPEL PAMPA,consultas odontologicas,primeras consultas,2007-08-01,24,24
PASORAPA,consultas odontologicas,primeras consultas,2007-08-01,70,70
PATACAMAYA,consultas odontologicas,primeras consultas,2007-08-01,179,179
PAZÑA,consultas odontologicas,primeras consultas,2007-08-01,7,7
PELECHUCO,consultas odontologicas,primeras consultas,2007-08-01,46,46
POCONA,consultas odontologicas,primeras consultas,2007-08-01,123,123
POJO (CBBA),consultas odontologicas,primeras consultas,2007-08-01,16,16
POOPO,consultas odontologicas,primeras consultas,2007-08-01,48,48
PORCO,consultas odontologicas,primeras consultas,2007-08-01,29,29
POROMA,consultas odontologicas,primeras consultas,2007-08-01,284,284
PORTACHUELO,consultas odontologicas,primeras consultas,2007-08-01,65,65
PORVENIR,consultas odontologicas,primeras consultas,2007-08-01,42,42
POSTRER VALLE,consultas odontologicas,primeras consultas,2007-08-01,220,220
POTOSI,consultas odontologicas,primeras consultas,2007-08-01,1354,1354
PRESTO,consultas odontologicas,primeras consultas,2007-08-01,19,19
PUCARA,consultas odontologicas,primeras consultas,2007-08-01,15,15
PUCARANI,consultas odontologicas,primeras consultas,2007-08-01,206,206
PUERTO ACOSTA,consultas odontologicas,primeras consultas,2007-08-01,54,54
PUERTO CARABUCO,consultas odontologicas,primeras consultas,2007-08-01,117,117
PUERTO GONZALO MORENO,consultas odontologicas,primeras consultas,2007-08-01,8,8
PUERTO PEREZ,consultas odontologicas,primeras consultas,2007-08-01,53,53
PUERTO QUIJARRO,consultas odontologicas,primeras consultas,2007-08-01,353,353
PUERTO RICO,consultas odontologicas,primeras consultas,2007-08-01,185,185
PUERTO SUAREZ,consultas odontologicas,primeras consultas,2007-08-01,325,325
PUERTO VILLARROEL,consultas odontologicas,primeras consultas,2007-08-01,389,389
PUNA,consultas odontologicas,primeras consultas,2007-08-01,396,396
PUNATA,consultas odontologicas,primeras consultas,2007-08-01,102,102
QUIABAYA,consultas odontologicas,primeras consultas,2007-08-01,32,32
QUILLACOLLO,consultas odontologicas,primeras consultas,2007-08-01,563,563
QUIME,consultas odontologicas,primeras consultas,2007-08-01,298,298
QUIRUSILLAS,consultas odontologicas,primeras consultas,2007-08-01,167,167
RAVELO,consultas odontologicas,primeras consultas,2007-08-01,32,32
RIBERALTA,consultas odontologicas,primeras consultas,2007-08-01,419,419
ROBORE,consultas odontologicas,primeras consultas,2007-08-01,127,127
RURRENABAQUE,consultas odontologicas,primeras consultas,2007-08-01,14,14
SABAYA,consultas odontologicas,primeras consultas,2007-08-01,28,28
SACABA,consultas odontologicas,primeras consultas,2007-08-01,792,792
SACACA,consultas odontologicas,primeras consultas,2007-08-01,369,369
SAIPINA,consultas odontologicas,primeras consultas,2007-08-01,266,266
SALINAS DE GARCI MENDOZA,consultas odontologicas,primeras consultas,2007-08-01,218,218
SAMAIPATA,consultas odontologicas,primeras consultas,2007-08-01,38,38
SAN AGUSTIN,consultas odontologicas,primeras consultas,2007-08-01,40,40
SAN ANDRES,consultas odontologicas,primeras consultas,2007-08-01,25,25
SAN ANDRES DE MACHACA,consultas odontologicas,primeras consultas,2007-08-01,41,41
SAN ANTONIO DE LOMERIO,consultas odontologicas,primeras consultas,2007-08-01,59,59
SAN BENITO,consultas odontologicas,primeras consultas,2007-08-01,128,128
SAN BORJA,consultas odontologicas,primeras consultas,2007-08-01,433,433
SAN BUENA VENTURA,consultas odontologicas,primeras consultas,2007-08-01,34,34
SAN CARLOS,consultas odontologicas,primeras consultas,2007-08-01,316,316
SAN IGNACIO,consultas odontologicas,primeras consultas,2007-08-01,236,236
SAN IGNACIO DE VELASCO,consultas odontologicas,primeras consultas,2007-08-01,425,425
SAN JAVIER(BNI),consultas odontologicas,primeras consultas,2007-08-01,34,34
SAN JAVIER(STC),consultas odontologicas,primeras consultas,2007-08-01,51,51
SAN JOAQUIN,consultas odontologicas,primeras consultas,2007-08-01,222,222
SAN JOSE DE CHIQUITOS,consultas odontologicas,primeras consultas,2007-08-01,38,38
SAN JUAN DE YAPACANI,consultas odontologicas,primeras consultas,2007-08-01,137,137
SAN LORENZO(TJA),consultas odontologicas,primeras consultas,2007-08-01,316,316
SAN LUCAS,consultas odontologicas,primeras consultas,2007-08-01,199,199
SAN MATIAS,consultas odontologicas,primeras consultas,2007-08-01,61,61
SAN MIGUEL DE VELASCO,consultas odontologicas,primeras consultas,2007-08-01,340,340
SAN PEDRO,consultas odontologicas,primeras consultas,2007-08-01,19,19
SAN PEDRO DE BUENA VISTA,consultas odontologicas,primeras consultas,2007-08-01,61,61
SAN PEDRO DE CURAHUARA,consultas odontologicas,primeras consultas,2007-08-01,105,105
SAN PEDRO DE TIQUINA,consultas odontologicas,primeras consultas,2007-08-01,46,46
SAN RAFAEL,consultas odontologicas,primeras consultas,2007-08-01,86,86
SAN RAMON,consultas odontologicas,primeras consultas,2007-08-01,221,221
SANTA ANA,consultas odontologicas,primeras consultas,2007-08-01,28,28
SANTA CRUZ DE LA SIERRA,consultas odontologicas,primeras consultas,2007-08-01,9413,9413
SANTA ROSA,consultas odontologicas,primeras consultas,2007-08-01,367,367
SANTA ROSA DEL SARA,consultas odontologicas,primeras consultas,2007-08-01,1146,1146
SANTIAGO DE CALLAPA,consultas odontologicas,primeras consultas,2007-08-01,505,505
SANTIAGO DE HUARI,consultas odontologicas,primeras consultas,2007-08-01,99,99
SANTIAGO DE MACHACA,consultas odontologicas,primeras consultas,2007-08-01,208,208
SANTUARIO DE QUILLACAS,consultas odontologicas,primeras consultas,2007-08-01,94,94
SAPAHAQUI,consultas odontologicas,primeras consultas,2007-08-01,19,19
SICA SICA (VILLA AROMA),consultas odontologicas,primeras consultas,2007-08-01,132,132
SICAYA,consultas odontologicas,primeras consultas,2007-08-01,71,71
SIPE SIPE,consultas odontologicas,primeras consultas,2007-08-01,159,159
SOPACHUY,consultas odontologicas,primeras consultas,2007-08-01,63,63
SORACACHI,consultas odontologicas,primeras consultas,2007-08-01,380,380
SORATA,consultas odontologicas,primeras consultas,2007-08-01,73,73
SUCRE,consultas odontologicas,primeras consultas,2007-08-01,1931,1931
TACACOMA,consultas odontologicas,primeras consultas,2007-08-01,121,121
TACOPAYA,consultas odontologicas,primeras consultas,2007-08-01,416,416
TAHUA,consultas odontologicas,primeras consultas,2007-08-01,61,61
TAPACARI,consultas odontologicas,primeras consultas,2007-08-01,128,128
TARABUCO,consultas odontologicas,primeras consultas,2007-08-01,851,851
TARACO,consultas odontologicas,primeras consultas,2007-08-01,26,26
TARATA,consultas odontologicas,primeras consultas,2007-08-01,66,66
TARIJA,consultas odontologicas,primeras consultas,2007-08-01,1254,1254
TARVITA,consultas odontologicas,primeras consultas,2007-08-01,102,102
TEOPONTE,consultas odontologicas,primeras consultas,2007-08-01,97,97
TIAWANACU,consultas odontologicas,primeras consultas,2007-08-01,178,178
TIPUANI,consultas odontologicas,primeras consultas,2007-08-01,121,121
TIQUIPAYA,consultas odontologicas,primeras consultas,2007-08-01,114,114
TIRAQUE (CBBA),consultas odontologicas,primeras consultas,2007-08-01,120,120
TITO YUPANQUI (PARQUIPUJIO),consultas odontologicas,primeras consultas,2007-08-01,22,22
TOCO,consultas odontologicas,primeras consultas,2007-08-01,32,32
TOLATA,consultas odontologicas,primeras consultas,2007-08-01,19,19
TOLEDO,consultas odontologicas,primeras consultas,2007-08-01,188,188
TOMAVE,consultas odontologicas,primeras consultas,2007-08-01,62,62
TOMINA,consultas odontologicas,primeras consultas,2007-08-01,346,346
TORO TORO,consultas odontologicas,primeras consultas,2007-08-01,125,125
TOTORA(CBBA),consultas odontologicas,primeras consultas,2007-08-01,61,61
TOTORA(ORR),consultas odontologicas,primeras consultas,2007-08-01,24,24
TRIGAL,consultas odontologicas,primeras consultas,2007-08-01,139,139
TRINIDAD,consultas odontologicas,primeras consultas,2007-08-01,864,864
TUPIZA,consultas odontologicas,primeras consultas,2007-08-01,549,549
TURCO,consultas odontologicas,primeras consultas,2007-08-01,21,21
UMALA,consultas odontologicas,primeras consultas,2007-08-01,74,74
UNCIA,consultas odontologicas,primeras consultas,2007-08-01,281,281
URIONDO (A. CONCEPCION),consultas odontologicas,primeras consultas,2007-08-01,91,91
URUBICHA,consultas odontologicas,primeras consultas,2007-08-01,121,121
UYUNI,consultas odontologicas,primeras consultas,2007-08-01,300,300
VACAS,consultas odontologicas,primeras consultas,2007-08-01,2792,2792
VALLEGRANDE,consultas odontologicas,primeras consultas,2007-08-01,275,275
VIACHA,consultas odontologicas,primeras consultas,2007-08-01,368,368
VILLA MONTES,consultas odontologicas,primeras consultas,2007-08-01,126,126
VILLA NUEVA (LOMA ALTA),consultas odontologicas,primeras consultas,2007-08-01,222,222
