municipality,group,variable,month,Acciones preventivas,TOTAL
CHAYANTA,consultas odontologicas,acciones preventivas,2007-07-01,61,61
CHIMORE,consultas odontologicas,acciones preventivas,2007-07-01,154,154
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,acciones preventivas,2007-07-01,203,203
CHUMA,consultas odontologicas,acciones preventivas,2007-07-01,195,195
CLIZA,consultas odontologicas,acciones preventivas,2007-07-01,126,126
COBIJA,consultas odontologicas,acciones preventivas,2007-07-01,444,444
COCHABAMBA,consultas odontologicas,acciones preventivas,2007-07-01,48945,48945
COLCAPIRHUA,consultas odontologicas,acciones preventivas,2007-07-01,179,179
"COLCHA ""K""",consultas odontologicas,acciones preventivas,2007-07-01,3,3
COLLANA,consultas odontologicas,acciones preventivas,2007-07-01,118,118
COLOMI,consultas odontologicas,acciones preventivas,2007-07-01,44,44
COLPA BELGICA,consultas odontologicas,acciones preventivas,2007-07-01,248,248
COLQUECHACA,consultas odontologicas,acciones preventivas,2007-07-01,58,58
COLQUIRI,consultas odontologicas,acciones preventivas,2007-07-01,209,209
COMARAPA,consultas odontologicas,acciones preventivas,2007-07-01,70,70
COPACABANA,consultas odontologicas,acciones preventivas,2007-07-01,6,6
CORIPATA,consultas odontologicas,acciones preventivas,2007-07-01,8,8
CORO CORO,consultas odontologicas,acciones preventivas,2007-07-01,2,2
COROICO,consultas odontologicas,acciones preventivas,2007-07-01,30,30
CORQUE,consultas odontologicas,acciones preventivas,2007-07-01,124,124
COTAGAITA,consultas odontologicas,acciones preventivas,2007-07-01,214,214
COTOCA,consultas odontologicas,acciones preventivas,2007-07-01,382,382
CUCHUMUELA (V. G. VILLARROEL),consultas odontologicas,acciones preventivas,2007-07-01,9,9
CUEVO,consultas odontologicas,acciones preventivas,2007-07-01,2,2
CULPINA,consultas odontologicas,acciones preventivas,2007-07-01,269,269
CURAHUARA DE CARANGAS,consultas odontologicas,acciones preventivas,2007-07-01,25,25
CURVA,consultas odontologicas,acciones preventivas,2007-07-01,16,16
DESAGUADERO,consultas odontologicas,acciones preventivas,2007-07-01,3,3
EL ALTO,consultas odontologicas,acciones preventivas,2007-07-01,3308,3308
EL PUENTE(STC),consultas odontologicas,acciones preventivas,2007-07-01,8,8
EL PUENTE(TJA),consultas odontologicas,acciones preventivas,2007-07-01,48,48
EL TORNO,consultas odontologicas,acciones preventivas,2007-07-01,73,73
EL VILLAR,consultas odontologicas,acciones preventivas,2007-07-01,73,73
ENTRE RIOS,consultas odontologicas,acciones preventivas,2007-07-01,25,25
ENTRE RIOS,consultas odontologicas,acciones preventivas,2007-07-01,179,179
EUCALIPTUS,consultas odontologicas,acciones preventivas,2007-07-01,20,20
EXALTACION,consultas odontologicas,acciones preventivas,2007-07-01,3,3
FERNANDEZ ALONSO,consultas odontologicas,acciones preventivas,2007-07-01,3,3
FILADELFIA,consultas odontologicas,acciones preventivas,2007-07-01,51,51
GENERAL SAAVEDRA,consultas odontologicas,acciones preventivas,2007-07-01,536,536
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,acciones preventivas,2007-07-01,46,46
GUANAY,consultas odontologicas,acciones preventivas,2007-07-01,17,17
GUAQUI,consultas odontologicas,acciones preventivas,2007-07-01,37,37
GUAYARAMERIN,consultas odontologicas,acciones preventivas,2007-07-01,350,350
GUTIERREZ,consultas odontologicas,acciones preventivas,2007-07-01,45,45
HUACARETA,consultas odontologicas,acciones preventivas,2007-07-01,246,246
HUACAYA (VILLA DE HUACAYA),consultas odontologicas,acciones preventivas,2007-07-01,44,44
HUANUNI,consultas odontologicas,acciones preventivas,2007-07-01,248,248
HUARACAJE,consultas odontologicas,acciones preventivas,2007-07-01,70,70
HUAYLLAMARCA,consultas odontologicas,acciones preventivas,2007-07-01,39,39
INCAHUASI,consultas odontologicas,acciones preventivas,2007-07-01,72,72
INQUISIVI,consultas odontologicas,acciones preventivas,2007-07-01,120,120
IRUPANA (VILLA DE LANZA),consultas odontologicas,acciones preventivas,2007-07-01,124,124
IXIAMAS,consultas odontologicas,acciones preventivas,2007-07-01,32,32
JESUS DE MACHACA,consultas odontologicas,acciones preventivas,2007-07-01,12,12
LA ASUNTA,consultas odontologicas,acciones preventivas,2007-07-01,189,189
LA GUARDIA,consultas odontologicas,acciones preventivas,2007-07-01,270,270
LA PAZ,consultas odontologicas,acciones preventivas,2007-07-01,4347,4347
LAGUNILLAS,consultas odontologicas,acciones preventivas,2007-07-01,37,37
LAJA,consultas odontologicas,acciones preventivas,2007-07-01,28,28
LAS CARRERAS,consultas odontologicas,acciones preventivas,2007-07-01,9,9
LLALLAGUA,consultas odontologicas,acciones preventivas,2007-07-01,281,281
LLICA,consultas odontologicas,acciones preventivas,2007-07-01,3,3
LORETO,consultas odontologicas,acciones preventivas,2007-07-01,142,142
LURIBAY,consultas odontologicas,acciones preventivas,2007-07-01,9,9
MACHACAMARCA,consultas odontologicas,acciones preventivas,2007-07-01,22,22
MACHARETI,consultas odontologicas,acciones preventivas,2007-07-01,271,271
MAGDALENA,consultas odontologicas,acciones preventivas,2007-07-01,42,42
MAIRANA,consultas odontologicas,acciones preventivas,2007-07-01,35,35
MALLA,consultas odontologicas,acciones preventivas,2007-07-01,22,22
MAPIRI,consultas odontologicas,acciones preventivas,2007-07-01,20,20
MECAPACA,consultas odontologicas,acciones preventivas,2007-07-01,4,4
MINEROS,consultas odontologicas,acciones preventivas,2007-07-01,26,26
MIZQUE,consultas odontologicas,acciones preventivas,2007-07-01,337,337
MOJOCOYA,consultas odontologicas,acciones preventivas,2007-07-01,11,11
MONTEAGUDO,consultas odontologicas,acciones preventivas,2007-07-01,213,213
MONTERO,consultas odontologicas,acciones preventivas,2007-07-01,380,380
MORO MORO,consultas odontologicas,acciones preventivas,2007-07-01,2,2
MOROCHATA,consultas odontologicas,acciones preventivas,2007-07-01,327,327
NUEVO MANOA (NUEVA ESPERANZA),consultas odontologicas,acciones preventivas,2007-07-01,7,7
OCURI,consultas odontologicas,acciones preventivas,2007-07-01,13,13
OKINAWA,consultas odontologicas,acciones preventivas,2007-07-01,11,11
OMEREQUE,consultas odontologicas,acciones preventivas,2007-07-01,39,39
ORURO,consultas odontologicas,acciones preventivas,2007-07-01,4554,4554
PADCAYA,consultas odontologicas,acciones preventivas,2007-07-01,587,587
PADILLA,consultas odontologicas,acciones preventivas,2007-07-01,199,199
PAILON,consultas odontologicas,acciones preventivas,2007-07-01,31,31
PALCA,consultas odontologicas,acciones preventivas,2007-07-01,19,19
PALOS BLANCOS,consultas odontologicas,acciones preventivas,2007-07-01,233,233
PAMPA AULLAGAS,consultas odontologicas,acciones preventivas,2007-07-01,95,95
PAMPA GRANDE,consultas odontologicas,acciones preventivas,2007-07-01,450,450
PAPEL PAMPA,consultas odontologicas,acciones preventivas,2007-07-01,45,45
PASORAPA,consultas odontologicas,acciones preventivas,2007-07-01,3,3
PATACAMAYA,consultas odontologicas,acciones preventivas,2007-07-01,70,70
PAZÑA,consultas odontologicas,acciones preventivas,2007-07-01,257,257
PELECHUCO,consultas odontologicas,acciones preventivas,2007-07-01,16,16
POCOATA,consultas odontologicas,acciones preventivas,2007-07-01,189,189
POCONA,consultas odontologicas,acciones preventivas,2007-07-01,3,3
POJO (CBBA),consultas odontologicas,acciones preventivas,2007-07-01,104,104
POOPO,consultas odontologicas,acciones preventivas,2007-07-01,11,11
PORCO,consultas odontologicas,acciones preventivas,2007-07-01,55,55
POROMA,consultas odontologicas,acciones preventivas,2007-07-01,62,62
PORONGO,consultas odontologicas,acciones preventivas,2007-07-01,641,641
PORTACHUELO,consultas odontologicas,acciones preventivas,2007-07-01,238,238
PORVENIR,consultas odontologicas,acciones preventivas,2007-07-01,91,91
POSTRER VALLE,consultas odontologicas,acciones preventivas,2007-07-01,138,138
POTOSI,consultas odontologicas,acciones preventivas,2007-07-01,253,253
PRESTO,consultas odontologicas,acciones preventivas,2007-07-01,269,269
PUCARA,consultas odontologicas,acciones preventivas,2007-07-01,271,271
PUCARANI,consultas odontologicas,acciones preventivas,2007-07-01,35,35
PUERTO ACOSTA,consultas odontologicas,acciones preventivas,2007-07-01,18,18
PUERTO CARABUCO,consultas odontologicas,acciones preventivas,2007-07-01,104,104
PUERTO GONZALO MORENO,consultas odontologicas,acciones preventivas,2007-07-01,158,158
PUERTO PEREZ,consultas odontologicas,acciones preventivas,2007-07-01,8,8
PUERTO QUIJARRO,consultas odontologicas,acciones preventivas,2007-07-01,98,98
PUERTO RICO,consultas odontologicas,acciones preventivas,2007-07-01,362,362
PUERTO SUAREZ,consultas odontologicas,acciones preventivas,2007-07-01,14,14
PUERTO VILLARROEL,consultas odontologicas,acciones preventivas,2007-07-01,168,168
PUNA,consultas odontologicas,acciones preventivas,2007-07-01,176,176
PUNATA,consultas odontologicas,acciones preventivas,2007-07-01,692,692
QUIABAYA,consultas odontologicas,acciones preventivas,2007-07-01,13,13
QUILLACOLLO,consultas odontologicas,acciones preventivas,2007-07-01,644,644
QUIME,consultas odontologicas,acciones preventivas,2007-07-01,246,246
QUIRUSILLAS,consultas odontologicas,acciones preventivas,2007-07-01,76,76
REYES,consultas odontologicas,acciones preventivas,2007-07-01,467,467
RIBERALTA,consultas odontologicas,acciones preventivas,2007-07-01,427,427
ROBORE,consultas odontologicas,acciones preventivas,2007-07-01,288,288
RURRENABAQUE,consultas odontologicas,acciones preventivas,2007-07-01,5,5
SABAYA,consultas odontologicas,acciones preventivas,2007-07-01,95,95
SACABA,consultas odontologicas,acciones preventivas,2007-07-01,636,636
SACACA,consultas odontologicas,acciones preventivas,2007-07-01,137,137
SAIPINA,consultas odontologicas,acciones preventivas,2007-07-01,9,9
SALINAS DE GARCI MENDOZA,consultas odontologicas,acciones preventivas,2007-07-01,122,122
SAMAIPATA,consultas odontologicas,acciones preventivas,2007-07-01,12,12
SAN ANDRES,consultas odontologicas,acciones preventivas,2007-07-01,73,73
SAN ANDRES DE MACHACA,consultas odontologicas,acciones preventivas,2007-07-01,58,58
SAN BENITO,consultas odontologicas,acciones preventivas,2007-07-01,121,121
SAN BORJA,consultas odontologicas,acciones preventivas,2007-07-01,36,36
SAN BUENA VENTURA,consultas odontologicas,acciones preventivas,2007-07-01,20,20
SAN CARLOS,consultas odontologicas,acciones preventivas,2007-07-01,45,45
SAN IGNACIO,consultas odontologicas,acciones preventivas,2007-07-01,221,221
SAN IGNACIO DE VELASCO,consultas odontologicas,acciones preventivas,2007-07-01,653,653
SAN JOAQUIN,consultas odontologicas,acciones preventivas,2007-07-01,164,164
SAN JUAN DE YAPACANI,consultas odontologicas,acciones preventivas,2007-07-01,25,25
SAN LORENZO(PND),consultas odontologicas,acciones preventivas,2007-07-01,125,125
SAN LORENZO(TJA),consultas odontologicas,acciones preventivas,2007-07-01,1857,1857
SAN LUCAS,consultas odontologicas,acciones preventivas,2007-07-01,163,163
SAN MIGUEL DE VELASCO,consultas odontologicas,acciones preventivas,2007-07-01,312,312
SAN PEDRO DE BUENA VISTA,consultas odontologicas,acciones preventivas,2007-07-01,70,70
SAN PEDRO DE CURAHUARA,consultas odontologicas,acciones preventivas,2007-07-01,19,19
SAN PEDRO DE TIQUINA,consultas odontologicas,acciones preventivas,2007-07-01,184,184
SAN PEDRO(PND),consultas odontologicas,acciones preventivas,2007-07-01,79,79
SAN RAFAEL,consultas odontologicas,acciones preventivas,2007-07-01,78,78
SAN RAMON,consultas odontologicas,acciones preventivas,2007-07-01,67,67
SANTA ANA,consultas odontologicas,acciones preventivas,2007-07-01,39,39
SANTA CRUZ DE LA SIERRA,consultas odontologicas,acciones preventivas,2007-07-01,7858,7858
SANTA ROSA,consultas odontologicas,acciones preventivas,2007-07-01,579,579
SANTA ROSA DEL SARA,consultas odontologicas,acciones preventivas,2007-07-01,666,666
SANTIAGO DE CALLAPA,consultas odontologicas,acciones preventivas,2007-07-01,43,43
SANTIAGO DE HUARI,consultas odontologicas,acciones preventivas,2007-07-01,37,37
SANTIAGO DE MACHACA,consultas odontologicas,acciones preventivas,2007-07-01,15,15
SANTUARIO DE QUILLACAS,consultas odontologicas,acciones preventivas,2007-07-01,11,11
SAPAHAQUI,consultas odontologicas,acciones preventivas,2007-07-01,130,130
SENA,consultas odontologicas,acciones preventivas,2007-07-01,106,106
SICA SICA (VILLA AROMA),consultas odontologicas,acciones preventivas,2007-07-01,79,79
SICAYA,consultas odontologicas,acciones preventivas,2007-07-01,41,41
SIPE SIPE,consultas odontologicas,acciones preventivas,2007-07-01,231,231
SOPACHUY,consultas odontologicas,acciones preventivas,2007-07-01,172,172
SORACACHI,consultas odontologicas,acciones preventivas,2007-07-01,17,17
SORATA,consultas odontologicas,acciones preventivas,2007-07-01,53,53
SUCRE,consultas odontologicas,acciones preventivas,2007-07-01,1304,1304
TACACOMA,consultas odontologicas,acciones preventivas,2007-07-01,168,168
TACOPAYA,consultas odontologicas,acciones preventivas,2007-07-01,2,2
TAPACARI,consultas odontologicas,acciones preventivas,2007-07-01,32,32
TARABUCO,consultas odontologicas,acciones preventivas,2007-07-01,1137,1137
TARACO,consultas odontologicas,acciones preventivas,2007-07-01,3,3
TARATA,consultas odontologicas,acciones preventivas,2007-07-01,184,184
TARIJA,consultas odontologicas,acciones preventivas,2007-07-01,610,610
TARVITA,consultas odontologicas,acciones preventivas,2007-07-01,623,623
TEOPONTE,consultas odontologicas,acciones preventivas,2007-07-01,7,7
TIAWANACU,consultas odontologicas,acciones preventivas,2007-07-01,45,45
TINGUIPAYA,consultas odontologicas,acciones preventivas,2007-07-01,165,165
TIPUANI,consultas odontologicas,acciones preventivas,2007-07-01,49,49
TIQUIPAYA,consultas odontologicas,acciones preventivas,2007-07-01,488,488
TIRAQUE (CBBA),consultas odontologicas,acciones preventivas,2007-07-01,626,626
TITO YUPANQUI (PARQUIPUJIO),consultas odontologicas,acciones preventivas,2007-07-01,20,20
TOCO,consultas odontologicas,acciones preventivas,2007-07-01,3,3
TOLATA,consultas odontologicas,acciones preventivas,2007-07-01,17,17
TOLEDO,consultas odontologicas,acciones preventivas,2007-07-01,151,151
TOMAVE,consultas odontologicas,acciones preventivas,2007-07-01,23,23
TOMINA,consultas odontologicas,acciones preventivas,2007-07-01,688,688
TORO TORO,consultas odontologicas,acciones preventivas,2007-07-01,23,23
TOTORA(CBBA),consultas odontologicas,acciones preventivas,2007-07-01,114,114
TOTORA(ORR),consultas odontologicas,acciones preventivas,2007-07-01,6,6
TRIGAL,consultas odontologicas,acciones preventivas,2007-07-01,26,26
TRINIDAD,consultas odontologicas,acciones preventivas,2007-07-01,323,323
TUPIZA,consultas odontologicas,acciones preventivas,2007-07-01,88,88
TURCO,consultas odontologicas,acciones preventivas,2007-07-01,167,167
UMALA,consultas odontologicas,acciones preventivas,2007-07-01,81,81
UNCIA,consultas odontologicas,acciones preventivas,2007-07-01,50,50
URIONDO (A. CONCEPCION),consultas odontologicas,acciones preventivas,2007-07-01,612,612
URUBICHA,consultas odontologicas,acciones preventivas,2007-07-01,4,4
UYUNI,consultas odontologicas,acciones preventivas,2007-07-01,48,48
VACAS,consultas odontologicas,acciones preventivas,2007-07-01,86,86
VALLEGRANDE,consultas odontologicas,acciones preventivas,2007-07-01,647,647
VIACHA,consultas odontologicas,acciones preventivas,2007-07-01,394,394
VILLA MONTES,consultas odontologicas,acciones preventivas,2007-07-01,80,80
VILLA NUEVA (LOMA ALTA),consultas odontologicas,acciones preventivas,2007-07-01,58,58
VILLA RIVERO,consultas odontologicas,acciones preventivas,2007-07-01,412,412
VILLA SERRANO,consultas odontologicas,acciones preventivas,2007-07-01,459,459
VILLA TUNARI,consultas odontologicas,acciones preventivas,2007-07-01,519,519
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,acciones preventivas,2007-07-01,161,161
VILLAZON,consultas odontologicas,acciones preventivas,2007-07-01,245,245
VINTO,consultas odontologicas,acciones preventivas,2007-07-01,26,26
VITICHI,consultas odontologicas,acciones preventivas,2007-07-01,2,2
WARNES,consultas odontologicas,acciones preventivas,2007-07-01,907,907
YACO,consultas odontologicas,acciones preventivas,2007-07-01,14,14
YACUIBA,consultas odontologicas,acciones preventivas,2007-07-01,477,477
YAMPARAEZ,consultas odontologicas,acciones preventivas,2007-07-01,295,295
YANACACHI,consultas odontologicas,acciones preventivas,2007-07-01,13,13
YAPACANI,consultas odontologicas,acciones preventivas,2007-07-01,12,12
YOCALLA,consultas odontologicas,acciones preventivas,2007-07-01,4,4
YOTALA,consultas odontologicas,acciones preventivas,2007-07-01,125,125
YUNCHARA,consultas odontologicas,acciones preventivas,2007-07-01,18,18
ZUDAÑEZ,consultas odontologicas,acciones preventivas,2007-07-01,55,55
ACACIO,consultas odontologicas,acciones preventivas,2007-08-01,31,31
ACHACACHI,consultas odontologicas,acciones preventivas,2007-08-01,1477,1477
ACHOCALLA,consultas odontologicas,acciones preventivas,2007-08-01,337,337
AIQUILE,consultas odontologicas,acciones preventivas,2007-08-01,612,612
ALCALA,consultas odontologicas,acciones preventivas,2007-08-01,324,324
ANCORAIMES,consultas odontologicas,acciones preventivas,2007-08-01,156,156
ANDAMARCA,consultas odontologicas,acciones preventivas,2007-08-01,110,110
ANTEQUERA,consultas odontologicas,acciones preventivas,2007-08-01,7,7
ANZALDO,consultas odontologicas,acciones preventivas,2007-08-01,1047,1047
APOLO,consultas odontologicas,acciones preventivas,2007-08-01,61,61
ARAMPAMPA,consultas odontologicas,acciones preventivas,2007-08-01,65,65
ARANI,consultas odontologicas,acciones preventivas,2007-08-01,100,100
ARBIETO,consultas odontologicas,acciones preventivas,2007-08-01,14,14
ARQUE,consultas odontologicas,acciones preventivas,2007-08-01,130,130
ASCENCION DE GUARAYOS,consultas odontologicas,acciones preventivas,2007-08-01,29,29
ATOCHA,consultas odontologicas,acciones preventivas,2007-08-01,541,541
AYATA,consultas odontologicas,acciones preventivas,2007-08-01,85,85
AYO AYO,consultas odontologicas,acciones preventivas,2007-08-01,84,84
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,acciones preventivas,2007-08-01,315,315
AZURDUY,consultas odontologicas,acciones preventivas,2007-08-01,2247,2247
BATALLAS,consultas odontologicas,acciones preventivas,2007-08-01,1,1
BELEN DE ANDAMARCA,consultas odontologicas,acciones preventivas,2007-08-01,32,32
BELEN DE URMIRI,consultas odontologicas,acciones preventivas,2007-08-01,7,7
BELLA FLOR,consultas odontologicas,acciones preventivas,2007-08-01,14,14
BERMEJO,consultas odontologicas,acciones preventivas,2007-08-01,542,542
BOLPEBRA,consultas odontologicas,acciones preventivas,2007-08-01,21,21
BOYUIBE,consultas odontologicas,acciones preventivas,2007-08-01,93,93
BUENA VISTA,consultas odontologicas,acciones preventivas,2007-08-01,109,109
CABEZAS,consultas odontologicas,acciones preventivas,2007-08-01,1293,1293
CAIROMA,consultas odontologicas,acciones preventivas,2007-08-01,126,126
"CAIZA ""D""",consultas odontologicas,acciones preventivas,2007-08-01,105,105
CAJUATA,consultas odontologicas,acciones preventivas,2007-08-01,7,7
CALAMARCA,consultas odontologicas,acciones preventivas,2007-08-01,105,105
CAMARGO,consultas odontologicas,acciones preventivas,2007-08-01,562,562
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,acciones preventivas,2007-08-01,33,33
CAMIRI,consultas odontologicas,acciones preventivas,2007-08-01,337,337
CAPINOTA,consultas odontologicas,acciones preventivas,2007-08-01,380,380
CAQUIAVIRI,consultas odontologicas,acciones preventivas,2007-08-01,177,177
CARACOLLO,consultas odontologicas,acciones preventivas,2007-08-01,34,34
CARANAVI,consultas odontologicas,acciones preventivas,2007-08-01,1457,1457
CARAPARI,consultas odontologicas,acciones preventivas,2007-08-01,709,709
CARIPUYO,consultas odontologicas,acciones preventivas,2007-08-01,61,61
CHALLAPATA,consultas odontologicas,acciones preventivas,2007-08-01,1603,1603
CHAQUI,consultas odontologicas,acciones preventivas,2007-08-01,20,20
CHARAGUA,consultas odontologicas,acciones preventivas,2007-08-01,300,300
CHAYANTA,consultas odontologicas,acciones preventivas,2007-08-01,267,267
CHIMORE,consultas odontologicas,acciones preventivas,2007-08-01,41,41
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,acciones preventivas,2007-08-01,126,126
CHUMA,consultas odontologicas,acciones preventivas,2007-08-01,189,189
CLIZA,consultas odontologicas,acciones preventivas,2007-08-01,478,478
COBIJA,consultas odontologicas,acciones preventivas,2007-08-01,433,433
COCHABAMBA,consultas odontologicas,acciones preventivas,2007-08-01,42037,42037
COLCAPIRHUA,consultas odontologicas,acciones preventivas,2007-08-01,303,303
COLLANA,consultas odontologicas,acciones preventivas,2007-08-01,7,7
COLOMI,consultas odontologicas,acciones preventivas,2007-08-01,150,150
COLPA BELGICA,consultas odontologicas,acciones preventivas,2007-08-01,304,304
COLQUECHACA,consultas odontologicas,acciones preventivas,2007-08-01,16,16
COLQUENCHA,consultas odontologicas,acciones preventivas,2007-08-01,1,1
COLQUIRI,consultas odontologicas,acciones preventivas,2007-08-01,211,211
COMARAPA,consultas odontologicas,acciones preventivas,2007-08-01,235,235
COMBAYA,consultas odontologicas,acciones preventivas,2007-08-01,91,91
CONCEPCION,consultas odontologicas,acciones preventivas,2007-08-01,1,1
COPACABANA,consultas odontologicas,acciones preventivas,2007-08-01,157,157
CORIPATA,consultas odontologicas,acciones preventivas,2007-08-01,741,741
COROICO,consultas odontologicas,acciones preventivas,2007-08-01,43,43
CORQUE,consultas odontologicas,acciones preventivas,2007-08-01,36,36
COTAGAITA,consultas odontologicas,acciones preventivas,2007-08-01,457,457
COTOCA,consultas odontologicas,acciones preventivas,2007-08-01,180,180
CUCHUMUELA (V. G. VILLARROEL),consultas odontologicas,acciones preventivas,2007-08-01,2,2
CUEVO,consultas odontologicas,acciones preventivas,2007-08-01,62,62
CULPINA,consultas odontologicas,acciones preventivas,2007-08-01,11,11
CURAHUARA DE CARANGAS,consultas odontologicas,acciones preventivas,2007-08-01,59,59
EL ALTO,consultas odontologicas,acciones preventivas,2007-08-01,2272,2272
EL CHORO,consultas odontologicas,acciones preventivas,2007-08-01,27,27
EL PUENTE(TJA),consultas odontologicas,acciones preventivas,2007-08-01,371,371
EL TORNO,consultas odontologicas,acciones preventivas,2007-08-01,340,340
EL VILLAR,consultas odontologicas,acciones preventivas,2007-08-01,237,237
ENTRE RIOS,consultas odontologicas,acciones preventivas,2007-08-01,165,165
ENTRE RIOS,consultas odontologicas,acciones preventivas,2007-08-01,162,162
EUCALIPTUS,consultas odontologicas,acciones preventivas,2007-08-01,16,16
FERNANDEZ ALONSO,consultas odontologicas,acciones preventivas,2007-08-01,8,8
FILADELFIA,consultas odontologicas,acciones preventivas,2007-08-01,30,30
GENERAL SAAVEDRA,consultas odontologicas,acciones preventivas,2007-08-01,229,229
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,acciones preventivas,2007-08-01,165,165
GUANAY,consultas odontologicas,acciones preventivas,2007-08-01,15,15
GUAQUI,consultas odontologicas,acciones preventivas,2007-08-01,283,283
GUAYARAMERIN,consultas odontologicas,acciones preventivas,2007-08-01,908,908
GUTIERREZ,consultas odontologicas,acciones preventivas,2007-08-01,244,244
HUACARETA,consultas odontologicas,acciones preventivas,2007-08-01,686,686
HUACAYA (VILLA DE HUACAYA),consultas odontologicas,acciones preventivas,2007-08-01,108,108
HUACHACALLA,consultas odontologicas,acciones preventivas,2007-08-01,2,2
HUANUNI,consultas odontologicas,acciones preventivas,2007-08-01,270,270
HUARACAJE,consultas odontologicas,acciones preventivas,2007-08-01,50,50
HUAYLLAMARCA,consultas odontologicas,acciones preventivas,2007-08-01,17,17
ICLA,consultas odontologicas,acciones preventivas,2007-08-01,1428,1428
INCAHUASI,consultas odontologicas,acciones preventivas,2007-08-01,962,962
INGAVI (HUMAITA),consultas odontologicas,acciones preventivas,2007-08-01,206,206
INQUISIVI,consultas odontologicas,acciones preventivas,2007-08-01,10,10
IRUPANA (VILLA DE LANZA),consultas odontologicas,acciones preventivas,2007-08-01,1705,1705
IXIAMAS,consultas odontologicas,acciones preventivas,2007-08-01,31,31
JESUS DE MACHACA,consultas odontologicas,acciones preventivas,2007-08-01,6,6
LA ASUNTA,consultas odontologicas,acciones preventivas,2007-08-01,127,127
LA GUARDIA,consultas odontologicas,acciones preventivas,2007-08-01,1776,1776
LA PAZ,consultas odontologicas,acciones preventivas,2007-08-01,7184,7184
LAGUNILLAS,consultas odontologicas,acciones preventivas,2007-08-01,5,5
LAJA,consultas odontologicas,acciones preventivas,2007-08-01,4,4
LAS CARRERAS,consultas odontologicas,acciones preventivas,2007-08-01,2,2
LICOMA PAMPA,consultas odontologicas,acciones preventivas,2007-08-01,196,196
LLALLAGUA,consultas odontologicas,acciones preventivas,2007-08-01,669,669
LLICA,consultas odontologicas,acciones preventivas,2007-08-01,8,8
LORETO,consultas odontologicas,acciones preventivas,2007-08-01,2,2
LURIBAY,consultas odontologicas,acciones preventivas,2007-08-01,166,166
MACHACAMARCA,consultas odontologicas,acciones preventivas,2007-08-01,38,38
MACHARETI,consultas odontologicas,acciones preventivas,2007-08-01,248,248
MAGDALENA,consultas odontologicas,acciones preventivas,2007-08-01,978,978
MAIRANA,consultas odontologicas,acciones preventivas,2007-08-01,42,42
MALLA,consultas odontologicas,acciones preventivas,2007-08-01,2,2
MAPIRI,consultas odontologicas,acciones preventivas,2007-08-01,594,594
MECAPACA,consultas odontologicas,acciones preventivas,2007-08-01,7,7
MINEROS,consultas odontologicas,acciones preventivas,2007-08-01,42,42
MIZQUE,consultas odontologicas,acciones preventivas,2007-08-01,895,895
MOCOMOCO,consultas odontologicas,acciones preventivas,2007-08-01,472,472
MOJOCOYA,consultas odontologicas,acciones preventivas,2007-08-01,183,183
MONTEAGUDO,consultas odontologicas,acciones preventivas,2007-08-01,800,800
MONTERO,consultas odontologicas,acciones preventivas,2007-08-01,614,614
MORO MORO,consultas odontologicas,acciones preventivas,2007-08-01,12,12
MOROCHATA,consultas odontologicas,acciones preventivas,2007-08-01,182,182
NACEBE (SANTA ROSA DEL ABUNA),consultas odontologicas,acciones preventivas,2007-08-01,23,23
OCURI,consultas odontologicas,acciones preventivas,2007-08-01,1,1
OKINAWA,consultas odontologicas,acciones preventivas,2007-08-01,18,18
OMEREQUE,consultas odontologicas,acciones preventivas,2007-08-01,96,96
ORURO,consultas odontologicas,acciones preventivas,2007-08-01,4351,4351
PADCAYA,consultas odontologicas,acciones preventivas,2007-08-01,332,332
PADILLA,consultas odontologicas,acciones preventivas,2007-08-01,343,343
PAILON,consultas odontologicas,acciones preventivas,2007-08-01,150,150
PALCA,consultas odontologicas,acciones preventivas,2007-08-01,730,730
PALOS BLANCOS,consultas odontologicas,acciones preventivas,2007-08-01,662,662
PAMPA AULLAGAS,consultas odontologicas,acciones preventivas,2007-08-01,249,249
PAMPA GRANDE,consultas odontologicas,acciones preventivas,2007-08-01,451,451
PAPEL PAMPA,consultas odontologicas,acciones preventivas,2007-08-01,27,27
PASORAPA,consultas odontologicas,acciones preventivas,2007-08-01,103,103
PATACAMAYA,consultas odontologicas,acciones preventivas,2007-08-01,218,218
PAZÑA,consultas odontologicas,acciones preventivas,2007-08-01,506,506
PELECHUCO,consultas odontologicas,acciones preventivas,2007-08-01,12,12
POCOATA,consultas odontologicas,acciones preventivas,2007-08-01,3,3
POCONA,consultas odontologicas,acciones preventivas,2007-08-01,10,10
POJO (CBBA),consultas odontologicas,acciones preventivas,2007-08-01,238,238
POOPO,consultas odontologicas,acciones preventivas,2007-08-01,62,62
PORCO,consultas odontologicas,acciones preventivas,2007-08-01,42,42
POROMA,consultas odontologicas,acciones preventivas,2007-08-01,260,260
PORONGO,consultas odontologicas,acciones preventivas,2007-08-01,990,990
PORTACHUELO,consultas odontologicas,acciones preventivas,2007-08-01,110,110
