,group,variable,month,PENTAVALENTE 4TA. DOSIS DENTRO,PENTAVALENTE 4TA. DOSIS DENTRO,PENTAVALENTE 4TA. DOSIS FUERA,PENTAVALENTE 4TA. DOSIS FUERA,TOTALES
ARANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,1,0,0,1,2
ARBIETO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,0,0,0,1,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,1,2,0,0,3
AZURDUY,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,2,0,0,0,2
BATALLAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,1,0,1,0,2
BELLA FLOR,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,0,0,1,0,1
BERMEJO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,2,0,1,0,3
BETANZOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,2,2,1,2,7
BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,1,0,1,3,5
CABEZAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,2,0,4,2,8
CAIROMA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,2,3,2,2,9
"CAIZA ""D""",vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,1,0,0,0,1
CAJUATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,6,2,0,1,9
CALAMARCA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,0,1,0,0,1
CAMARGO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,0,0,0,1,1
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,0,1,0,0,1
CAMIRI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,2,4,1,0,7
CAPINOTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,1,0,2,2,5
CARACOLLO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,4,3,0,1,8
CARANAVI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,2,0,1,0,3
CARMEN RIVERO TORREZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,0,1,3,2,6
CHACARILLA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,0,0,0,1,1
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,2,1,0,0,3
CHAQUI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,2,0,0,2,4
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,5,1,10,13,29
CHAYANTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,2,2,2,0,6
CHIMORE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,2,1,1,1,5
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,0,2,0,0,2
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,1,0,0,0,1
CKOCHAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,1,0,1,1,3
COBIJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,6,2,3,3,14
COCAPATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,1,1,0,3,5
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,79,82,21,19,201
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,2,6,4,5,17
"COLCHA ""K""",vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,0,0,0,1,1
COLLANA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,0,0,3,0,3
COLOMI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,3,5,0,1,9
COLPA BELGICA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,1,0,0,0,1
COLQUECHACA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,1,0,1,0,2
COLQUENCHA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,0,1,0,0,1
COLQUIRI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,0,0,2,1,3
COMARAPA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,1,3,1,0,5
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,1,1,1,0,3
COPACABANA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,2,0,4,4,10
CORIPATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,1,2,0,1,4
COROICO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,2,1,0,0,3
COTOCA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,14,11,14,18,57
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,3,4,2,0,9
CULPINA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,0,2,4,1,7
EL ALTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,84,89,39,62,274
EL PUENTE(STC),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,1,1,0,0,2
EL TORNO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,4,4,0,0,8
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,3,3,0,3,9
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,0,1,2,0,3
FILADELFIA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,0,1,1,0,2
GAIOC JATUN AYLLU YURA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,0,1,0,0,1
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,15,2,9,3,29
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,0,1,1,0,2
GUANAY,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,1,0,1,1,3
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,3,3,1,2,9
GUTIERREZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,2,3,0,0,5
HUACARETA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,2,0,0,1,3
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,1,0,0,0,1
HUANUNI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,0,0,1,0,1
ICLA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,1,0,0,0,1
INCAHUASI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,0,0,0,1,1
INGAVI (HUMAITA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,0,1,0,1,2
INQUISIVI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,1,1,0,1,3
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,1,1,0,1,3
IXIAMAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,2,0,0,0,2
JESUS DE MACHACA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,0,1,0,0,1
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,6,4,0,0,10
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,15,17,1,5,38
LA PAZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,93,63,16,16,188
LAJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,1,0,0,0,1
LLALLAGUA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,4,1,5,4,14
LLICA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,1,0,1,1,3
LORETO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,1,0,0,0,1
MACHARETI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,1,0,1,0,2
MAIRANA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,1,1,0,0,2
MALLA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,0,0,1,0,1
MAPIRI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,1,1,0,0,2
MECAPACA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,0,0,1,0,1
MINEROS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,4,2,9,4,19
MIZQUE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,0,0,0,1,1
MOJOCOYA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,1,0,0,0,1
MONTEAGUDO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,2,2,0,0,4
MONTERO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,15,14,30,36,95
MOROCHATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,0,0,3,1,4
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,0,1,0,0,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,0,0,1,2,3
OKINAWA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,0,3,1,0,4
ORURO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,22,27,5,3,57
PADCAYA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,0,0,0,1,1
PAILON,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,6,3,4,6,19
PALCA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,4,1,0,1,6
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,2,2,0,0,4
PAMPA GRANDE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,0,2,0,0,2
PAPEL PAMPA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,0,2,0,1,3
PATACAMAYA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,2,0,0,1,3
PAZÑA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,0,1,0,0,1
PELECHUCO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,2,0,0,0,2
POCOATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,0,1,5,3,9
POCONA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,0,0,0,1,1
POJO (CBBA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,2,0,1,1,4
PORCO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,1,1,0,1,3
PORONGO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,3,1,2,0,6
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,1,4,0,0,5
POTOSI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,12,12,3,4,31
PRESTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,0,0,0,2,2
PUCARANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,1,0,2,3,6
PUERTO ACOSTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,0,0,2,3,5
PUERTO GONZALO MORENO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,0,0,2,0,2
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,2,3,2,0,7
PUERTO RICO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,0,4,0,0,4
PUERTO SILES,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,2,0,0,0,2
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,1,3,3,0,7
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,8,8,2,3,21
PUNA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,0,0,1,0,1
PUNATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,2,0,0,1,3
QUIABAYA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,1,0,0,0,1
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,10,8,14,14,46
QUIME,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,0,2,0,1,3
RAQAYPAMPA(ETA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,2,0,0,0,2
RAVELO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,0,0,1,0,1
REYES,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,1,0,0,0,1
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,6,11,0,5,22
ROBORE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,2,0,1,0,3
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,0,1,2,1,4
SACABA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,17,14,4,7,42
SACABAMBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,2,0,0,1,3
SACACA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,0,0,0,1,1
SAMAIPATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,2,1,0,0,3
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,1,0,1,2,4
SAN BENITO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,0,0,0,5,5
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,10,10,6,8,34
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,0,1,5,1,7
SAN CARLOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,4,2,0,0,6
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,5,2,2,0,9
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,8,9,11,9,37
SAN JAVIER(STC),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,2,0,1,1,4
SAN JOAQUIN,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,2,0,2,0,4
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,7,4,6,5,22
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,1,0,2,2,5
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,2,1,1,2,6
SAN LORENZO(PND),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,0,0,1,3,4
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,1,1,0,2,4
SAN LUCAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,3,3,2,3,11
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,2,1,5,2,10
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,0,0,0,1,1
SAN PEDRO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,1,4,1,0,6
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,1,0,1,7,9
SAN PEDRO DE MACHA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,0,1,0,0,1
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,0,1,0,0,1
SAN RAFAEL,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,1,0,0,0,1
SAN RAMON BENI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,0,1,0,0,1
SAN RAMON SCZ,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,1,4,0,0,5
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,1,0,0,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,197,188,130,130,645
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,2,2,1,3,8
SANTIAGO DE CALLAPA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,1,0,0,0,1
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,0,0,0,1,1
SANTIAGO DE MACHACA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,1,0,0,0,1
SANTIVAÑES,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,0,1,1,0,2
SAPAHAQUI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,0,0,2,1,3
SENA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,2,1,7,6,16
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,4,2,1,1,8
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,0,2,1,1,4
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,10,7,6,5,28
SORACACHI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,2,0,2,1,5
SORATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,2,0,0,0,2
SUCRE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,38,30,8,4,80
TACOBAMBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,0,0,0,1,1
TAPACARI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,0,0,2,0,2
TARABUCO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,1,0,0,0,1
TARATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,1,0,0,0,1
TARIJA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,14,20,6,6,46
TARVITA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,0,0,1,1,2
TEOPONTE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,2,3,1,3,9
TIAHUANACU,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,1,0,0,0,1
TINGUIPAYA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,0,0,2,2,4
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,3,4,10,6,23
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,0,3,3,3,9
TOLATA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,0,0,2,0,2
TOMAVE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,0,1,0,1,2
TOMINA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,0,0,0,1,1
TOTORA(CBBA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,0,1,1,2,4
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,18,9,2,7,36
TUPIZA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,1,0,0,0,1
UNCIA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,2,0,3,2,7
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,1,1,0,0,2
UYUNI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,4,3,0,1,8
VACAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,0,0,0,1,1
VALLEGRANDE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,2,1,0,1,4
VIACHA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,11,11,4,6,32
VILLA CHARCAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,0,0,2,0,2
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,5,2,6,2,15
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,0,0,0,1,1
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,10,9,16,15,50
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,1,1,0,0,2
VILLAZON,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,4,2,0,0,6
VINTO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,6,4,4,10,24
WARNES,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,24,23,6,1,54
YACO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,0,1,0,0,1
YACUIBA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,6,4,3,1,14
YAPACANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,3,1,8,6,18
YOTALA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-07-01,1,0,1,1,3
ACHACACHI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-08-01,1,3,0,1,5
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-08-01,1,4,0,0,5
AIQUILE,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-08-01,1,1,2,3,7
ALTO BENI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-08-01,0,1,0,0,1
ANCORAIMES,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-08-01,0,0,1,0,1
ANZALDO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-08-01,0,0,0,2,2
APOLO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-08-01,1,0,1,0,2
ARAMPAMPA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-08-01,0,0,1,0,1
ARANI,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-08-01,0,3,1,1,5
ARBIETO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-08-01,2,2,1,0,5
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-08-01,9,7,0,0,16
ATOCHA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-08-01,1,3,0,2,6
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-08-01,0,1,0,1,2
AZURDUY,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-08-01,1,0,0,0,1
BATALLAS,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-08-01,0,1,1,1,3
BAURES,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-08-01,0,1,0,0,1
BELEN DE ANDAMARCA,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-08-01,0,0,0,1,1
BELLA FLOR,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-08-01,0,0,0,1,1
BERMEJO,vacunaciones en ninos de 2 a 3 anos,pentavalente 4ta. dosis,2022-08-01,1,2,0,0,3
