,group,variable,month,3. Nº DE MUJERES CON PRUEBA RAPIDA VIH EN EL PARTO O PUERTPERIO CANTIDAD,3. Nº DE MUJERES CON PRUEBA RAPIDA VIH EN EL PARTO O PUERTPERIO CANTIDAD,TOTALES
VILLA TUNARI,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-10-01,0,56,56
"CAIZA ""D""",vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-11-01,0,1,1
CARACOLLO,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-11-01,0,1,1
CARMEN RIVERO TORREZ,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-11-01,0,3,3
CHALLAPATA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-11-01,0,15,15
CHIMORE,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-11-01,0,2,2
CHUMA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-11-01,0,3,3
COBIJA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-11-01,0,4,4
COCAPATA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-11-01,0,20,20
COCHABAMBA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-11-01,0,2,2
"COLCHA ""K""",vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-11-01,0,1,1
COLOMI,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-11-01,0,4,4
COLQUECHACA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-11-01,0,9,9
COLQUIRI,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-11-01,0,1,1
COROICO,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-11-01,0,16,16
CUATRO CAÑADAS,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-11-01,0,19,19
CURAHUARA DE CARANGAS,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-11-01,0,2,2
EL ALTO,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-11-01,0,296,296
EL PUENTE(STC),vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-11-01,0,2,2
ESCARA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-11-01,0,1,1
GUTIERREZ,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-11-01,0,1,1
LA GUARDIA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-11-01,0,1,1
LA PAZ,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-11-01,0,39,39
LLICA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-11-01,0,1,1
MAIRANA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-11-01,0,1,1
MONTERO,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-11-01,0,8,8
NACEBE (SANTA ROSA DEL ABUNA),vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-11-01,0,1,1
OCURI,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-11-01,0,3,3
OMEREQUE,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-11-01,0,1,1
ORURO,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-11-01,0,16,16
POCOATA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-11-01,0,11,11
PORTACHUELO,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-11-01,0,1,1
POTOSI,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-11-01,0,101,101
PRESTO,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-11-01,0,4,4
PUERTO VILLARROEL,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-11-01,0,4,4
QUILLACOLLO,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-11-01,0,1,1
ROBORE,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-11-01,0,8,8
SACACA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-11-01,0,2,2
SAMAIPATA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-11-01,0,2,2
SAN BORJA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-11-01,0,5,5
SAN JUAN DE YAPACANI,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-11-01,0,1,1
SAN LORENZO(PND),vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-11-01,0,1,1
SAN PEDRO DE BUENA VISTA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-11-01,0,4,4
SANTA CRUZ DE LA SIERRA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-11-01,0,47,47
SANTIAGO DE HUARI,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-11-01,0,1,1
SENA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-11-01,0,1,1
SIPE SIPE,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-11-01,0,3,3
SUCRE,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-11-01,0,156,156
TARIJA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-11-01,0,27,27
UNCIA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-11-01,0,3,3
UYUNI,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-11-01,0,35,35
VIACHA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-11-01,0,2,2
VILA VILA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-11-01,0,1,1
VILLA MONTES,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-11-01,0,2,2
VILLA TUNARI,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-11-01,0,46,46
VINTO,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-11-01,0,1,1
ACACIO,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-12-01,0,1,1
AIQUILE,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-12-01,0,8,8
ATOCHA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-12-01,0,1,1
CARACOLLO,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-12-01,0,4,4
CARIPUYO,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-12-01,0,2,2
CHALLAPATA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-12-01,0,17,17
CHIMORE,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-12-01,0,2,2
COBIJA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-12-01,0,2,2
COCAPATA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-12-01,0,22,22
COLOMI,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-12-01,0,4,4
COLQUECHACA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-12-01,0,10,10
COROICO,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-12-01,0,7,7
COTOCA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-12-01,0,2,2
CUATRO CAÑADAS,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-12-01,0,13,13
CURAHUARA DE CARANGAS,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-12-01,0,4,4
CURVA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-12-01,0,1,1
EL ALTO,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-12-01,0,300,300
FERNANDEZ ALONSO,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-12-01,0,1,1
HUANUNI,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-12-01,0,10,10
LA GUARDIA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-12-01,0,1,1
LA PAZ,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-12-01,0,24,24
LLICA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-12-01,0,1,1
MAIRANA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-12-01,0,1,1
MIZQUE,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-12-01,0,11,11
NACEBE (SANTA ROSA DEL ABUNA),vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-12-01,0,2,2
OCURI,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-12-01,0,4,4
ORURO,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-12-01,0,14,14
PAILON,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-12-01,0,20,20
POCOATA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-12-01,0,5,5
POROMA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-12-01,0,1,1
POTOSI,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-12-01,0,7,7
PRESTO,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-12-01,0,8,8
PUERTO VILLARROEL,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-12-01,0,10,10
QUILLACOLLO,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-12-01,0,234,234
ROBORE,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-12-01,0,7,7
SACACA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-12-01,0,2,2
SAN BORJA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-12-01,0,4,4
SAN IGNACIO,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-12-01,0,7,7
SAN JUAN DE YAPACANI,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-12-01,0,1,1
SAN LORENZO(PND),vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-12-01,0,5,5
SAN PEDRO DE BUENA VISTA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-12-01,0,5,5
SANTA CRUZ DE LA SIERRA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-12-01,0,11,11
SANTIAGO DE HUARI,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-12-01,0,1,1
SENA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-12-01,0,6,6
SIPE SIPE,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-12-01,0,3,3
SUCRE,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-12-01,0,43,43
TARIJA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-12-01,0,29,29
TOTORA(CBBA),vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-12-01,0,5,5
UNCIA,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-12-01,0,3,3
UYUNI,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-12-01,0,45,45
VILLA TUNARI,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-12-01,0,1,1
VINTO,vih - sifilis,no de mujeres con prueba rapida vih en el parto o puertperio,2024-12-01,0,6,6
