,group,variable,month,L 18.3 DPT 1RA DOSIS,L 18.3 DPT 1RA DOSIS,TOTALES,TOTALES,TOTALES
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,8,0,8,0,8
SUCRE,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,31,3,31,3,34
TACACOMA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,0,1,0,1,1
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,0,7,0,7,7
TARIJA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,1,0,1,0,1
TARVITA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,1,0,1,0,1
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,2,4,2,4,6
TOMINA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,1,6,1,6,7
TUPIZA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,8,0,8,0,8
VACAS,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,0,8,0,8,8
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,1,0,1,0,1
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,2,0,2,0,2
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,6,1,6,1,7
VINTO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,0,20,0,20,20
WARNES,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,0,1,0,1,1
YACUIBA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,29,0,29,0,29
YAPACANI,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,0,2,0,2,2
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-04-01,2,2,2,2,4
AIQUILE,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-05-01,0,1,0,1,1
ATOCHA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-05-01,3,0,3,0,3
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-05-01,0,1,0,1,1
CAJUATA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-05-01,0,3,0,3,3
CARAPARI,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-05-01,1,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-05-01,0,1,0,1,1
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-05-01,3,9,3,9,12
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-05-01,1,0,1,0,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-05-01,2,0,2,0,2
COLOMI,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-05-01,3,0,3,0,3
COTOCA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-05-01,2,0,2,0,2
EL ALTO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-05-01,4,1,4,1,5
EXALTACION,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-05-01,0,1,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-05-01,3,3,3,3,6
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-05-01,1,0,1,0,1
LA PAZ,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-05-01,20,0,20,0,20
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-05-01,0,1,0,1,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-05-01,20,1,20,1,21
ORURO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-05-01,10,0,10,0,10
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-05-01,1,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-05-01,32,2,32,2,34
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-05-01,1,0,1,0,1
PUNA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-05-01,1,0,1,0,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-05-01,1,1,1,1,2
RAVELO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-05-01,0,1,0,1,1
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-05-01,6,2,6,2,8
SACABA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-05-01,1,1,1,1,2
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-05-01,1,0,1,0,1
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-05-01,0,5,0,5,5
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-05-01,0,1,0,1,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-05-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-05-01,61,1,61,1,62
SUCRE,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-05-01,2,0,2,0,2
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-05-01,10,0,10,0,10
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-05-01,16,0,16,0,16
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-05-01,2,0,2,0,2
TURCO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-05-01,1,0,1,0,1
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-05-01,0,3,0,3,3
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-06-01,0,2,0,2,2
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-06-01,3,0,3,0,3
ANZALDO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-06-01,0,4,0,4,4
ARQUE,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-06-01,1,0,1,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-06-01,1,3,1,3,4
ATOCHA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-06-01,1,0,1,0,1
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-06-01,1,1,1,1,2
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-06-01,0,2,0,2,2
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-06-01,1,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-06-01,1,0,1,0,1
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-06-01,0,1,0,1,1
COBIJA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-06-01,1,0,1,0,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-06-01,16,0,16,0,16
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-06-01,1,0,1,0,1
COROICO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-06-01,1,0,1,0,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-06-01,6,0,6,0,6
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-06-01,1,0,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-06-01,1,0,1,0,1
ICHOCA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-06-01,3,2,3,2,5
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-06-01,1,0,1,0,1
LA PAZ,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-06-01,5,0,5,0,5
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-06-01,0,22,0,22,22
MONTERO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-06-01,6,0,6,0,6
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-06-01,1,0,1,0,1
ORURO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-06-01,29,0,29,0,29
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-06-01,1,1,1,1,2
POROMA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-06-01,2,0,2,0,2
PORVENIR,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-06-01,1,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-06-01,8,0,8,0,8
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-06-01,1,0,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-06-01,1,0,1,0,1
PUNATA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-06-01,1,0,1,0,1
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-06-01,4,3,4,3,7
ROBORE,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-06-01,1,1,1,1,2
SACABA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-06-01,5,6,5,6,11
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-06-01,0,1,0,1,1
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-06-01,0,2,0,2,2
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-06-01,1,0,1,0,1
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-06-01,0,1,0,1,1
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-06-01,0,1,0,1,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-06-01,3,5,3,5,8
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-06-01,35,4,35,4,39
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-06-01,1,0,1,0,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-06-01,4,0,4,0,4
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-06-01,4,6,4,6,10
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-06-01,7,0,7,0,7
TURCO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-06-01,1,2,1,2,3
UNCIA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-06-01,4,0,4,0,4
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-07-01,6,0,6,0,6
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-07-01,2,1,2,1,3
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-07-01,10,0,10,0,10
COBIJA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-07-01,17,1,17,1,18
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-07-01,31,0,31,0,31
COMARAPA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-07-01,3,0,3,0,3
COTOCA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-07-01,1,1,1,1,2
EL ALTO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-07-01,4,2,4,2,6
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-07-01,2,0,2,0,2
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-07-01,0,30,0,30,30
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-07-01,13,2,13,2,15
HUANUNI,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-07-01,2,0,2,0,2
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-07-01,1,0,1,0,1
LA PAZ,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-07-01,14,0,14,0,14
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-07-01,0,12,0,12,12
LURIBAY,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-07-01,0,1,0,1,1
MACHARETI,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-07-01,2,0,2,0,2
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-07-01,3,0,3,0,3
MONTERO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-07-01,0,1,0,1,1
ORURO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-07-01,3,0,3,0,3
POTOSI,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-07-01,2,0,2,0,2
PUCARANI,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-07-01,1,0,1,0,1
PUNATA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-07-01,7,0,7,0,7
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-07-01,2,0,2,0,2
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-07-01,1,2,1,2,3
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-07-01,1,0,1,0,1
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-07-01,1,0,1,0,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-07-01,1,0,1,0,1
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-07-01,1,3,1,3,4
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-07-01,1,7,1,7,8
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-07-01,1,3,1,3,4
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-07-01,1,0,1,0,1
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-07-01,0,1,0,1,1
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-07-01,0,4,0,4,4
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-07-01,4,0,4,0,4
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-07-01,129,101,129,101,230
TIAWANACU,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-07-01,1,8,1,8,9
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-07-01,3,0,3,0,3
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-07-01,10,0,10,0,10
WARNES,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-07-01,0,1,0,1,1
AIQUILE,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-08-01,1,2,1,2,3
ANZALDO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-08-01,5,2,5,2,7
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-08-01,0,1,0,1,1
BERMEJO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-08-01,4,2,4,2,6
BETANZOS,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-08-01,0,5,0,5,5
COBIJA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-08-01,4,0,4,0,4
COCAPATA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-08-01,4,1,4,1,5
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-08-01,43,0,43,0,43
COMARAPA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-08-01,15,0,15,0,15
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-08-01,1,0,1,0,1
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-08-01,6,0,6,0,6
EL ALTO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-08-01,3,1,3,1,4
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-08-01,4,4,4,4,8
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-08-01,3,3,3,3,6
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-08-01,1,0,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-08-01,0,1,0,1,1
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-08-01,1,0,1,0,1
LA PAZ,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-08-01,33,0,33,0,33
LURIBAY,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-08-01,7,3,7,3,10
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-08-01,1,0,1,0,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-08-01,4,1,4,1,5
ORURO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-08-01,9,0,9,0,9
POCOATA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-08-01,0,1,0,1,1
PORVENIR,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-08-01,5,5,5,5,10
POTOSI,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-08-01,7,0,7,0,7
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-08-01,1,0,1,0,1
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-08-01,0,2,0,2,2
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-08-01,1,0,1,0,1
PUNATA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-08-01,1,0,1,0,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-08-01,3,0,3,0,3
REYES,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-08-01,7,0,7,0,7
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-08-01,1,4,1,4,5
SACABA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-08-01,0,1,0,1,1
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-08-01,1,0,1,0,1
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-08-01,4,3,4,3,7
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-08-01,1,0,1,0,1
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-08-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-08-01,10,0,10,0,10
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-08-01,1,0,1,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-08-01,0,22,0,22,22
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-08-01,1,1,1,1,2
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-08-01,1,13,1,13,14
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-08-01,3,2,3,2,5
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-08-01,2,0,2,0,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-08-01,236,38,236,38,274
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-08-01,1,0,1,0,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-08-01,7,0,7,0,7
TARIJA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-08-01,3,0,3,0,3
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-08-01,1,0,1,0,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-08-01,15,0,15,0,15
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-08-01,1,3,1,3,4
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-08-01,10,3,10,3,13
VILLAZON,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-08-01,1,0,1,0,1
VINTO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-08-01,1,0,1,0,1
WARNES,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-08-01,5,0,5,0,5
YAPACANI,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-08-01,0,4,0,4,4
AIQUILE,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,1,5,1,5,6
ARANI,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,11,1,11,1,12
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,1,0,1,0,1
BAURES,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,1,0,1,0,1
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,0,2,0,2,2
BERMEJO,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,21,28,21,28,49
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,0,1,0,1,1
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,1,0,1,0,1
CAJUATA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,3,0,3,0,3
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,3,0,3,0,3
CAMIRI,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,0,1,0,1,1
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,25,1,25,1,26
CARAPARI,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,10,2,10,2,12
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,8,0,8,0,8
COBIJA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,12,0,12,0,12
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,106,19,106,19,125
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,l 18.3       dpt 1ra dosis,2012-09-01,4,0,4,0,4
