,group,variable,month,L 18.5 DPT 3RA DOSIS,L 18.5 DPT 3RA DOSIS,TOTALES,TOTALES,TOTALES
EL ALTO,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-10-01,17,7,17,7,24
EL TORNO,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-10-01,1,0,1,0,1
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-10-01,2,0,2,0,2
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-10-01,1,0,1,0,1
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-10-01,0,1,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-10-01,2,0,2,0,2
HUANUNI,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-10-01,1,0,1,0,1
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-10-01,2,0,2,0,2
LA PAZ,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-10-01,20,0,20,0,20
LORETO,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-10-01,0,1,0,1,1
MIZQUE,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-10-01,1,1,1,1,2
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-10-01,1,0,1,0,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-10-01,2,1,2,1,3
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-10-01,0,1,0,1,1
OKINAWA,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-10-01,1,0,1,0,1
ORURO,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-10-01,19,1,19,1,20
POTOSI,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-10-01,7,3,7,3,10
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-10-01,0,2,0,2,2
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-10-01,1,0,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-10-01,1,0,1,0,1
PUNATA,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-10-01,2,1,2,1,3
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-10-01,6,6,6,6,12
RAVELO,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-10-01,7,0,7,0,7
REYES,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-10-01,1,0,1,0,1
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-10-01,1,0,1,0,1
ROBORE,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-10-01,1,0,1,0,1
SACABA,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-10-01,1,0,1,0,1
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-10-01,0,1,0,1,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-10-01,3,1,3,1,4
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-10-01,2,0,2,0,2
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-10-01,0,1,0,1,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-10-01,3,0,3,0,3
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-10-01,1,0,1,0,1
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-10-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-10-01,18,27,18,27,45
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-10-01,0,1,0,1,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-10-01,3,4,3,4,7
SUCRE,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-10-01,4,0,4,0,4
TACACOMA,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-10-01,0,1,0,1,1
TAPACARI,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-10-01,1,0,1,0,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-10-01,5,3,5,3,8
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-10-01,3,1,3,1,4
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-10-01,1,0,1,0,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-10-01,1,0,1,0,1
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-10-01,1,0,1,0,1
WARNES,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-10-01,3,0,3,0,3
YACUIBA,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-10-01,2,0,2,0,2
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-11-01,5,0,5,0,5
BAURES,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-11-01,1,1,1,1,2
BERMEJO,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-11-01,25,32,25,32,57
CABEZAS,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-11-01,0,4,0,4,4
CAIROMA,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-11-01,0,2,0,2,2
CAJUATA,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-11-01,0,16,0,16,16
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-11-01,3,0,3,0,3
CHIMORE,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-11-01,3,0,3,0,3
COBIJA,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-11-01,1,0,1,0,1
COCAPATA,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-11-01,0,1,0,1,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-11-01,21,0,21,0,21
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-11-01,1,0,1,0,1
COLOMI,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-11-01,0,4,0,4,4
COMARAPA,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-11-01,2,0,2,0,2
CORO CORO,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-11-01,0,2,0,2,2
COTOCA,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-11-01,5,0,5,0,5
EL ALTO,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-11-01,22,8,22,8,30
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-11-01,3,0,3,0,3
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-11-01,0,1,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-11-01,8,2,8,2,10
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-11-01,1,0,1,0,1
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-11-01,2,0,2,0,2
LA PAZ,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-11-01,28,12,28,12,40
MINEROS,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-11-01,28,8,28,8,36
MONTERO,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-11-01,6,1,6,1,7
ORURO,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-11-01,21,4,21,4,25
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-11-01,1,0,1,0,1
POCONA,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-11-01,1,0,1,0,1
POROMA,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-11-01,2,2,2,2,4
POTOSI,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-11-01,11,1,11,1,12
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-11-01,0,3,0,3,3
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-11-01,1,0,1,0,1
PUNA,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-11-01,0,1,0,1,1
PUNATA,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-11-01,0,1,0,1,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-11-01,8,8,8,8,16
QUIME,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-11-01,1,0,1,0,1
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-11-01,5,0,5,0,5
SACABA,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-11-01,3,0,3,0,3
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-11-01,4,3,4,3,7
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-11-01,0,2,0,2,2
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-11-01,2,0,2,0,2
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-11-01,1,0,1,0,1
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-11-01,1,0,1,0,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-11-01,4,0,4,0,4
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-11-01,18,7,18,7,25
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-11-01,3,0,3,0,3
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-11-01,1,0,1,0,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-11-01,1,1,1,1,2
SUCRE,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-11-01,2,3,2,3,5
TACACOMA,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-11-01,2,1,2,1,3
TAPACARI,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-11-01,3,1,3,1,4
TARIJA,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-11-01,6,2,6,2,8
TARVITA,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-11-01,3,1,3,1,4
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-11-01,2,2,2,2,4
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-11-01,2,2,2,2,4
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-11-01,2,0,2,0,2
VILLAZON,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-11-01,1,0,1,0,1
WARNES,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-11-01,1,0,1,0,1
YACUIBA,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-11-01,3,0,3,0,3
YOTALA,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-11-01,0,1,0,1,1
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-12-01,1,0,1,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-12-01,10,0,10,0,10
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-12-01,1,2,1,2,3
BAURES,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-12-01,0,1,0,1,1
CABEZAS,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-12-01,1,1,1,1,2
CAIROMA,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-12-01,0,1,0,1,1
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-12-01,1,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-12-01,1,0,1,0,1
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-12-01,1,0,1,0,1
CHIMORE,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-12-01,1,1,1,1,2
COCAPATA,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-12-01,0,2,0,2,2
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-12-01,23,0,23,0,23
COLOMI,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-12-01,0,2,0,2,2
COTOCA,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-12-01,3,0,3,0,3
EL ALTO,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-12-01,15,1,15,1,16
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-12-01,2,3,2,3,5
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-12-01,6,4,6,4,10
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-12-01,2,0,2,0,2
LA PAZ,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-12-01,5,0,5,0,5
MIZQUE,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-12-01,0,3,0,3,3
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-12-01,1,0,1,0,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-12-01,3,1,3,1,4
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-12-01,0,3,0,3,3
ORURO,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-12-01,4,3,4,3,7
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-12-01,1,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-12-01,11,0,11,0,11
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-12-01,2,0,2,0,2
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-12-01,2,2,2,2,4
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-12-01,5,1,5,1,6
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-12-01,0,1,0,1,1
ROBORE,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-12-01,0,1,0,1,1
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-12-01,1,1,1,1,2
SACABA,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-12-01,4,0,4,0,4
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-12-01,1,0,1,0,1
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-12-01,0,1,0,1,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-12-01,1,13,1,13,14
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-12-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-12-01,14,2,14,2,16
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-12-01,0,1,0,1,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-12-01,2,0,2,0,2
SUCRE,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-12-01,3,1,3,1,4
TARIJA,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-12-01,4,2,4,2,6
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-12-01,0,1,0,1,1
TOLEDO,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-12-01,1,0,1,0,1
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-12-01,1,0,1,0,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-12-01,3,1,3,1,4
TURCO,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-12-01,1,0,1,0,1
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-12-01,2,0,2,0,2
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-12-01,1,0,1,0,1
VILLAZON,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-12-01,1,0,1,0,1
WARNES,vacunaciones en ninos de 12 a 23 meses,l 18.5       dpt 3ra dosis,2012-12-01,2,0,2,0,2
