municipality,group,variable,month,Pacientes contrareferidos al establecimiento,TOTAL
MACHACAMARCA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-09-01,2,2
MAGDALENA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-09-01,1,1
MAIRANA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-09-01,3,3
MIZQUE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-09-01,3,3
MONTERO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-09-01,36,36
OCURI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-09-01,1,1
OMEREQUE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-09-01,1,1
ORURO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-09-01,58,58
PAMPA GRANDE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-09-01,1,1
POOPO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-09-01,1,1
POROMA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-09-01,2,2
PORTACHUELO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-09-01,14,14
PORVENIR,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-09-01,1,1
PRESTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-09-01,2,2
PUNA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-09-01,1,1
QUILLACOLLO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-09-01,1,1
RAVELO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-09-01,1,1
RIBERALTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-09-01,6,6
ROBORE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-09-01,2,2
RURRENABAQUE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-09-01,4,4
SAN ANDRES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-09-01,1,1
SAN CARLOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-09-01,2,2
SAN LORENZO(TJA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-09-01,1,1
SAN LUCAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-09-01,10,10
SAN MIGUEL DE VELASCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-09-01,7,7
SAN PEDRO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-09-01,2,2
SAN RAMON SCZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-09-01,1,1
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-09-01,271,271
SUCRE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-09-01,180,180
TARABUCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-09-01,3,3
TARIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-09-01,23,23
TARVITA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-09-01,9,9
TIRAQUE (CBBA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-09-01,1,1
TOLEDO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-09-01,1,1
TOMINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-09-01,5,5
TRINIDAD,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-09-01,28,28
TUPIZA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-09-01,1,1
URUBICHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-09-01,1,1
VALLEGRANDE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-09-01,2,2
VILLA CHARCAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-09-01,1,1
VILLAZON,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-09-01,5,5
WARNES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-09-01,1,1
YAMPARAEZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-09-01,1,1
ZUDAÑEZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-09-01,2,2
AIQUILE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-10-01,2,2
APOLO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-10-01,1,1
ASCENCION DE GUARAYOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-10-01,17,17
ATOCHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-10-01,4,4
AYATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-10-01,2,2
BERMEJO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-10-01,24,24
BUENA VISTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-10-01,3,3
CALAMARCA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-10-01,1,1
CAMARGO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-10-01,4,4
CAMIRI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-10-01,31,31
CHALLAPATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-10-01,6,6
CHARAGUA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-10-01,1,1
CHIMORE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-10-01,1,1
CLIZA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-10-01,2,2
COBIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-10-01,20,20
COCHABAMBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-10-01,75,75
COLQUECHACA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-10-01,5,5
COLQUIRI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-10-01,2,2
COMARAPA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-10-01,1,1
COTAGAITA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-10-01,3,3
COTOCA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-10-01,13,13
CUEVO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-10-01,1,1
CULPINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-10-01,2,2
EL ALTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-10-01,41,41
EL PUENTE(STC),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-10-01,2,2
GUANAY,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-10-01,1,1
GUAYARAMERIN,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-10-01,2,2
GUTIERREZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-10-01,4,4
HUACARETA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-10-01,1,1
HUANUNI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-10-01,3,3
ICLA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-10-01,2,2
IXIAMAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-10-01,1,1
LA GUARDIA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-10-01,4,4
LA PAZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-10-01,445,445
LAGUNILLAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-10-01,2,2
MACHACAMARCA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-10-01,3,3
MAIRANA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-10-01,1,1
MONTEAGUDO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-10-01,50,50
MONTERO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-10-01,26,26
NACEBE (SANTA ROSA DEL ABUNA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-10-01,2,2
ORURO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-10-01,65,65
PAILON,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-10-01,1,1
PAMPA GRANDE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-10-01,1,1
POROMA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-10-01,1,1
PORTACHUELO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-10-01,15,15
PORVENIR,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-10-01,1,1
POTOSI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-10-01,1,1
PRESTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-10-01,2,2
PUERTO VILLARROEL,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-10-01,1,1
RAVELO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-10-01,1,1
RIBERALTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-10-01,11,11
ROBORE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-10-01,1,1
RURRENABAQUE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-10-01,5,5
SACABA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-10-01,2,2
SACABAMBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-10-01,1,1
SALINAS DE GARCI MENDOZA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-10-01,1,1
SAN ANDRES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-10-01,1,1
SAN BORJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-10-01,1,1
SAN CARLOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-10-01,1,1
SAN IGNACIO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-10-01,2,2
SAN LUCAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-10-01,1,1
SAN MIGUEL DE VELASCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-10-01,17,17
SAN PEDRO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-10-01,4,4
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-10-01,384,384
SANTIAGO DE HUARI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-10-01,1,1
SOPACHUY,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-10-01,1,1
SUCRE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-10-01,190,190
TARABUCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-10-01,4,4
TARIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-10-01,31,31
TARVITA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-10-01,7,7
TIRAQUE (CBBA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-10-01,1,1
TOMINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-10-01,5,5
TRINIDAD,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-10-01,22,22
TUPIZA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-10-01,6,6
URUBICHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-10-01,1,1
UYUNI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-10-01,1,1
VALLEGRANDE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-10-01,36,36
VILLA SERRANO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-10-01,5,5
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-10-01,2,2
VILLAZON,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-10-01,2,2
YACUIBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-10-01,5,5
YAMPARAEZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-10-01,1,1
ZUDAÑEZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-10-01,4,4
ALCALA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-11-01,1,1
ANCORAIMES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-11-01,1,1
ANZALDO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-11-01,1,1
ASCENCION DE GUARAYOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-11-01,16,16
ATOCHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-11-01,4,4
BERMEJO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-11-01,26,26
BUENA VISTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-11-01,2,2
CAMARGO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-11-01,5,5
CAMIRI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-11-01,11,11
CHALLAPATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-11-01,4,4
CHULUMANI (V. DE LA LIBERTAD),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-11-01,1,1
CLIZA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-11-01,2,2
COBIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-11-01,18,18
COCHABAMBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-11-01,381,381
COLQUECHACA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-11-01,3,3
COMARAPA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-11-01,5,5
COTOCA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-11-01,25,25
EL ALTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-11-01,10,10
GUAYARAMERIN,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-11-01,6,6
GUTIERREZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-11-01,1,1
HUACARETA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-11-01,1,1
HUANUNI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-11-01,4,4
IXIAMAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-11-01,1,1
LA GUARDIA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-11-01,3,3
LA PAZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-11-01,168,168
LAS CARRERAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-11-01,1,1
MACHACAMARCA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-11-01,2,2
MAIRANA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-11-01,3,3
MONTEAGUDO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-11-01,1,1
MONTERO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-11-01,22,22
MOROCHATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-11-01,1,1
OMEREQUE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-11-01,2,2
ORURO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-11-01,1,1
PALOS BLANCOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-11-01,1,1
PAMPA GRANDE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-11-01,2,2
POCONA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-11-01,1,1
PORTACHUELO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-11-01,17,17
PRESTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-11-01,1,1
RIBERALTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-11-01,4,4
RURRENABAQUE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-11-01,2,2
SACABA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-11-01,1,1
SAIPINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-11-01,1,1
SAN BORJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-11-01,1,1
SAN BUENA VENTURA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-11-01,1,1
SAN LUCAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-11-01,3,3
SAN MIGUEL DE VELASCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-11-01,7,7
SAN PEDRO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-11-01,1,1
SAN RAFAEL,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-11-01,1,1
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-11-01,232,232
SOPACHUY,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-11-01,1,1
SUCRE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-11-01,171,171
TARABUCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-11-01,5,5
TARIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-11-01,16,16
TARVITA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-11-01,1,1
TINGUIPAYA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-11-01,1,1
TOMAVE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-11-01,1,1
TOMINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-11-01,4,4
TRINIDAD,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-11-01,21,21
TUPIZA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-11-01,13,13
UYUNI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-11-01,1,1
VALLEGRANDE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-11-01,21,21
VILA VILA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-11-01,1,1
VILLA CHARCAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-11-01,1,1
VILLA SERRANO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-11-01,1,1
VILLA TUNARI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-11-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-11-01,1,1
VILLAZON,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-11-01,7,7
ALCALA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-12-01,1,1
ANZALDO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-12-01,1,1
ASCENCION DE GUARAYOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-12-01,18,18
BERMEJO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-12-01,2,2
CAMIRI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-12-01,28,28
CHARAGUA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-12-01,1,1
CLIZA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-12-01,10,10
COBIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-12-01,2,2
COCHABAMBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-12-01,191,191
COTOCA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-12-01,14,14
CUEVO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-12-01,3,3
EL ALTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-12-01,5,5
FERNANDEZ ALONSO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-12-01,1,1
FILADELFIA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-12-01,1,1
GUTIERREZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-12-01,1,1
HUANUNI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-12-01,4,4
LA GUARDIA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-12-01,4,4
LA PAZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-12-01,152,152
LAGUNILLAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-12-01,1,1
MAIRANA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-12-01,3,3
MONTEAGUDO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-12-01,1,1
MONTERO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-12-01,18,18
PAILON,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-12-01,1,1
POJO (CBBA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-12-01,1,1
PORTACHUELO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-12-01,5,5
PRESTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-12-01,2,2
PUNA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-12-01,1,1
QUILLACOLLO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-12-01,52,52
RAVELO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-12-01,1,1
RIBERALTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-12-01,2,2
ROBORE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-12-01,2,2
SAN CARLOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-12-01,4,4
SAN IGNACIO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-12-01,1,1
SAN LUCAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-12-01,4,4
SAN MIGUEL DE VELASCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-12-01,2,2
SAN PEDRO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-12-01,1,1
SAN RAFAEL,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-12-01,3,3
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-12-01,184,184
SUCRE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-12-01,100,100
TARABUCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-12-01,1,1
TARIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-12-01,7,7
TARVITA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-12-01,1,1
TINGUIPAYA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-12-01,1,1
TOMINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-12-01,8,8
TRINIDAD,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-12-01,9,9
TUPIZA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-12-01,6,6
URUBICHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-12-01,3,3
VILLA CHARCAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-12-01,3,3
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-12-01,3,3
VILLAZON,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2017-12-01,3,3
