,group,variable,month,SRP 2DA. DOSIS DENTRO,SRP 2DA. DOSIS DENTRO,SRP 2DA. DOSIS FUERA,SRP 2DA. DOSIS FUERA,TOTALES,TOTALES,TOTALES
SACACA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,2,3,3,1,5,4,9
SAIPINA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,3,2,2,3,5,5,10
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,3,3,3,2,6,5,11
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,7,8,2,0,9,8,17
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,4,7,0,0,4,7,11
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,0,1,0,0,0,1,1
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,1,1,7,5,8,6,14
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,6,3,2,3,8,6,14
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,30,34,0,3,30,37,67
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,0,3,0,0,0,3,3
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,27,26,0,0,27,26,53
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,3,3,0,1,3,4,7
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,32,29,7,9,39,38,77
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,1,2,0,0,1,2,3
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,11,5,2,0,13,5,18
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,1,1,0,0,1,1,2
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,9,13,18,18,27,31,58
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,2,3,0,0,2,3,5
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,30,29,4,8,34,37,71
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,19,15,0,0,19,15,34
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,0,1,2,1,2,2,4
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,3,7,5,6,8,13,21
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,7,6,1,3,8,9,17
SAN PABLO DE LIPEZ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,0,0,1,1,1,1,2
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,5,1,0,0,5,1,6
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,5,4,8,5,13,9,22
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,2,8,2,1,4,9,13
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,1,3,0,0,1,3,4
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,0,0,1,0,1,0,1
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,2,2,6,2,8,4,12
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,7,5,0,0,7,5,12
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,14,8,0,0,14,8,22
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,619,624,34,23,653,647,1300
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,6,6,0,0,6,6,12
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,17,14,2,0,19,14,33
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,0,1,0,0,0,1,1
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,3,1,0,2,3,3,6
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,0,1,1,0,1,1,2
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,0,0,1,0,1,0,1
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,1,4,0,1,1,5,6
SENA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,1,4,3,2,4,6,10
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,5,0,3,3,8,3,11
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,5,6,2,4,7,10,17
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,8,10,3,4,11,14,25
SORACACHI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,0,2,0,0,0,2,2
SORATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,3,3,2,0,5,3,8
SUCRE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,174,162,8,3,182,165,347
TACACHI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,1,0,0,0,1,0,1
TACACOMA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,3,1,0,0,3,1,4
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,1,1,8,6,9,7,16
TAPACARI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,7,10,2,8,9,18,27
TARABUCO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,5,0,1,2,6,2,8
TARACO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,3,1,1,0,4,1,5
TARATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,5,9,2,2,7,11,18
TARIJA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,115,108,15,12,130,120,250
TARVITA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,2,1,1,3,3,4,7
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,1,2,0,0,1,2,3
TIAHUANACU,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,7,4,0,0,7,4,11
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,0,3,5,4,5,7,12
TIPUANI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,2,1,0,1,2,2,4
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,7,9,5,12,12,21,33
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,6,7,5,5,11,12,23
TOCO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,2,4,1,0,3,4,7
TOLATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,0,0,1,1,1,1,2
TOLEDO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,0,1,0,0,0,1,1
TOMAVE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,5,0,2,4,7,4,11
TOMINA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,6,3,0,2,6,5,11
TORO TORO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,2,2,4,3,6,5,11
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,5,5,0,1,5,6,11
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,1,1,1,0,2,1,3
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,60,30,5,5,65,35,100
TUPIZA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,40,31,0,1,40,32,72
TURCO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,0,1,1,0,1,1,2
UMALA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,5,0,1,4,6,4,10
UNCIA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,8,11,2,3,10,14,24
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,8,7,1,2,9,9,18
URUBICHA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,3,5,0,0,3,5,8
UYUNI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,4,12,0,2,4,14,18
VACAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,3,1,3,3,6,4,10
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,13,13,2,2,15,15,30
VIACHA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,33,33,3,7,36,40,76
VILA VILA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,1,0,3,3,4,3,7
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,2,0,0,0,2,0,2
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,36,27,3,4,39,31,70
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,0,0,1,0,1,0,1
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,2,3,0,0,2,3,5
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,18,15,2,2,20,17,37
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,1,3,0,0,1,3,4
VILLAZON,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,26,44,2,1,28,45,73
VINTO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,25,13,5,3,30,16,46
VITICHI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,5,4,1,0,6,4,10
WARNES,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,70,58,8,6,78,64,142
YACUIBA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,53,43,8,12,61,55,116
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,0,0,1,0,1,0,1
YANACACHI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,0,3,0,0,0,3,3
YAPACANI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,9,4,0,1,9,5,14
YOCALLA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,0,0,0,1,0,1,1
YOTALA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,1,0,3,1,4,1,5
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,0,1,3,2,3,3,6
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-07-01,1,0,3,0,4,0,4
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,11,9,0,1,11,10,21
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,17,9,1,0,18,9,27
AIQUILE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,9,6,5,9,14,15,29
ALALAY,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,0,0,0,1,0,1,1
ALCALA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,0,0,1,1,1,1,2
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,4,6,0,0,4,6,10
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,1,1,2,1,3,2,5
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,2,0,0,0,2,0,2
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,2,2,0,1,2,3,5
ANZALDO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,0,0,1,7,1,7,8
APOLO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,3,1,1,2,4,3,7
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,0,1,4,1,4,2,6
ARANI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,1,0,0,0,1,0,1
ARBIETO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,6,2,3,5,9,7,16
ARQUE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,6,5,1,0,7,5,12
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,41,26,0,1,41,27,68
ATOCHA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,2,1,2,1,4,2,6
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,2,1,0,0,2,1,3
AYATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,4,2,1,2,5,4,9
AYO AYO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,0,1,0,0,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,9,2,4,4,13,6,19
AZURDUY,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,5,6,4,3,9,9,18
BATALLAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,7,8,3,0,10,8,18
BAURES,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,1,1,0,1,1,2,3
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,0,1,0,0,0,1,1
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,0,0,2,0,2,0,2
BERMEJO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,14,17,7,5,21,22,43
BETANZOS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,14,12,0,3,14,15,29
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,0,0,1,1,1,1,2
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,3,4,0,0,3,4,7
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,18,5,4,2,22,7,29
CABEZAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,25,13,22,24,47,37,84
CAIROMA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,1,3,0,0,1,3,4
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,2,5,0,0,2,5,7
CAJUATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,1,4,0,0,1,4,5
CALACOTO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,1,0,3,4,4,4,8
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,4,2,1,0,5,2,7
CAMARGO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,7,3,0,0,7,3,10
CAMIRI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,21,18,0,0,21,18,39
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,4,6,0,0,4,6,10
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,3,3,0,0,3,3,6
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,3,2,4,4,7,6,13
CARANAVI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,38,23,1,3,39,26,65
CARAPARI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,4,13,0,0,4,13,17
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,3,1,0,0,3,1,4
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,4,1,0,1,4,2,6
CATACORA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,4,1,0,0,4,1,5
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,7,11,3,4,10,15,25
CHAQUI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,6,2,0,1,6,3,9
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,5,3,10,7,15,10,25
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,3,1,0,0,3,1,4
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,7,3,4,2,11,5,16
CHIMORE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,9,6,1,2,10,8,18
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,2,2,0,0,2,2,4
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,1,3,0,0,1,3,4
CHUMA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,1,5,5,1,6,6,12
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,2,0,4,4,6,4,10
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,2,3,3,0,5,3,8
CLIZA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,7,10,3,3,10,13,23
COBIJA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,40,35,6,8,46,43,89
COCAPATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,2,3,9,8,11,11,22
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,260,280,14,11,274,291,565
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,2,2,1,1,3,3,6
COLLANA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,1,2,0,0,1,2,3
COLOMI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,12,15,2,1,14,16,30
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,2,2,0,0,2,2,4
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,8,3,9,4,17,7,24
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,11,6,0,0,11,6,17
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,4,0,4,4,8,4,12
COMARAPA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,10,11,0,0,10,11,21
COMBAYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,1,0,0,0,1,0,1
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,8,9,7,8,15,17,32
COPACABANA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,3,2,0,1,3,3,6
CORIPATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,0,2,0,0,0,2,2
CORO CORO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,8,3,1,4,9,7,16
COROICO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,1,2,0,0,1,2,3
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,8,5,6,6,14,11,25
COTOCA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,43,46,4,5,47,51,98
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,35,21,6,6,41,27,68
CUEVO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,1,0,6,3,7,3,10
CULPINA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,6,3,4,2,10,5,15
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,0,3,0,0,0,3,3
CURVA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,0,0,0,2,0,2,2
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,1,1,0,0,1,1,2
EL ALTO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,294,293,159,142,453,435,888
EL CHORO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,1,0,0,1,1,1,2
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,4,5,1,1,5,6,11
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,2,10,2,1,4,11,15
EL TORNO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,37,43,1,1,38,44,82
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,11,12,7,4,18,16,34
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,3,3,0,2,3,5,8
ESCOMA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,0,0,1,1,1,1,2
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,1,2,0,0,1,2,3
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,0,1,1,0,1,1,2
EXALTACION,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,0,1,0,0,0,1,1
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,6,6,4,3,10,9,19
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,3,5,2,3,5,8,13
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,11,7,0,0,11,7,18
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,2,1,1,0,3,1,4
GUANAY,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,0,3,1,5,1,8,9
GUAQUI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,1,1,0,2,1,3,4
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,17,11,4,5,21,16,37
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,2,5,0,2,2,7,9
HUACARETA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,3,4,4,3,7,7,14
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,5,0,1,0,6,0,6
HUANUNI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,5,0,5,6,10,6,16
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,2,1,0,0,2,1,3
HUARINA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,0,1,0,0,0,1,1
HUATAJATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,1,0,3,0,4,0,4
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,2,0,0,0,2,0,2
ICHOCA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,0,0,1,1,1,1,2
ICLA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,1,0,0,0,1,0,1
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,0,1,0,0,0,1,1
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,1,1,0,0,1,1,2
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,3,2,1,4,4,6,10
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,1,3,0,0,1,3,4
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,5,4,1,0,6,4,10
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,4,5,5,1,9,6,15
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,9,16,4,4,13,20,33
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,72,61,48,33,120,94,214
LA PAZ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,229,235,7,14,236,249,485
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,6,1,3,1,9,2,11
LAJA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,7,8,1,0,8,8,16
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,27,29,27,19,54,48,102
LORETO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,0,0,7,7,7,7,14
LURIBAY,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2019-08-01,1,1,1,1,2,2,4
