,group,variable,month,PENTAVALENTE 4TA. DOSIS DENTRO,PENTAVALENTE 4TA. DOSIS DENTRO,PENTAVALENTE 4TA. DOSIS FUERA,PENTAVALENTE 4TA. DOSIS FUERA,TOTALES,TOTALES,TOTALES
TAHUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-06-01,0,0,1,1,1,1,2
TAPACARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-06-01,4,5,3,3,7,8,15
TARABUCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-06-01,8,4,7,3,15,7,22
TARACO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-06-01,4,1,0,0,4,1,5
TARATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-06-01,3,2,2,0,5,2,7
TARIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-06-01,102,93,21,30,123,123,246
TARVITA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-06-01,2,4,2,1,4,5,9
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-06-01,1,4,0,0,1,4,5
TIAHUANACU,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-06-01,3,6,0,0,3,6,9
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-06-01,5,2,3,4,8,6,14
TIPUANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-06-01,2,8,0,2,2,10,12
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-06-01,17,17,12,8,29,25,54
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-06-01,6,7,3,3,9,10,19
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-06-01,0,0,2,0,2,0,2
TOCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-06-01,2,2,0,1,2,3,5
TOLATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-06-01,0,0,3,1,3,1,4
TOLEDO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-06-01,0,4,0,0,0,4,4
TOMAVE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-06-01,3,4,2,2,5,6,11
TOMINA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-06-01,5,4,2,0,7,4,11
TORO TORO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-06-01,5,5,7,3,12,8,20
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-06-01,7,9,1,2,8,11,19
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-06-01,2,5,0,0,2,5,7
TRIGAL,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-06-01,0,0,1,1,1,1,2
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-06-01,46,46,6,7,52,53,105
TUPIZA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-06-01,21,23,8,6,29,29,58
TURCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-06-01,0,0,1,1,1,1,2
UMALA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-06-01,1,2,1,1,2,3,5
UNCIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-06-01,4,13,1,5,5,18,23
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-06-01,2,12,1,1,3,13,16
URUBICHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-06-01,6,5,0,0,6,5,11
UYUNI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-06-01,8,10,0,3,8,13,21
VACAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-06-01,5,1,1,0,6,1,7
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-06-01,5,11,1,2,6,13,19
VIACHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-06-01,19,22,4,5,23,27,50
VILA VILA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-06-01,1,3,0,5,1,8,9
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-06-01,3,7,8,8,11,15,26
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-06-01,30,17,3,1,33,18,51
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-06-01,0,0,2,5,2,5,7
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-06-01,1,2,0,0,1,2,3
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-06-01,4,1,0,3,4,4,8
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-06-01,42,34,9,5,51,39,90
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-06-01,6,5,1,0,7,5,12
VILLAZON,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-06-01,24,20,0,7,24,27,51
VINTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-06-01,9,18,10,9,19,27,46
VITICHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-06-01,2,3,0,1,2,4,6
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-06-01,2,0,0,0,2,0,2
WARNES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-06-01,89,70,7,9,96,79,175
YACO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-06-01,2,2,0,1,2,3,5
YACUIBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-06-01,49,39,1,4,50,43,93
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-06-01,1,1,0,1,1,2,3
YANACACHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-06-01,1,3,0,0,1,3,4
YAPACANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-06-01,21,20,16,17,37,37,74
YOCALLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-06-01,3,3,0,1,3,4,7
YOTALA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-06-01,6,0,1,2,7,2,9
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-06-01,1,2,3,4,4,6,10
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-06-01,2,1,3,3,5,4,9
ACACIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,6,1,1,1,7,2,9
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,8,10,6,3,14,13,27
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,16,5,1,2,17,7,24
AIQUILE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,5,10,3,3,8,13,21
ALALAY,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,0,2,1,1,1,3,4
ALCALA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,2,1,1,0,3,1,4
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,8,7,0,0,8,7,15
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,4,7,3,1,7,8,15
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,2,0,0,0,2,0,2
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,2,1,0,0,2,1,3
ANZALDO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,1,0,3,1,4,1,5
APOLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,6,4,2,3,8,7,15
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,0,0,0,1,0,1,1
ARANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,6,4,3,0,9,4,13
ARBIETO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,10,7,11,3,21,10,31
ARQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,7,7,5,4,12,11,23
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,26,24,0,0,26,24,50
ATOCHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,1,5,4,0,5,5,10
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,1,1,1,1,2,2,4
AYATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,2,2,1,1,3,3,6
AYO AYO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,7,7,0,0,7,7,14
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,7,7,6,7,13,14,27
AZURDUY,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,2,1,4,1,6,2,8
BATALLAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,5,4,0,1,5,5,10
BAURES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,4,4,0,0,4,4,8
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,0,0,0,2,0,2,2
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,0,0,0,1,0,1,1
BERMEJO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,16,22,2,4,18,26,44
BETANZOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,10,13,3,5,13,18,31
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,3,6,1,5,4,11,15
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,0,0,0,1,0,1,1
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,4,1,0,1,4,2,6
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,16,10,0,0,16,10,26
CABEZAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,7,13,7,1,14,14,28
CAIROMA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,7,1,0,2,7,3,10
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,9,5,0,3,9,8,17
CAJUATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,6,5,1,1,7,6,13
CALACOTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,1,0,3,1,4,1,5
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,7,5,2,0,9,5,14
CAMARGO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,7,8,2,0,9,8,17
CAMIRI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,28,14,0,1,28,15,43
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,10,11,0,2,10,13,23
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,5,4,0,0,5,4,9
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,8,7,8,9,16,16,32
CARANAVI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,32,31,3,1,35,32,67
CARAPARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,7,7,6,3,13,10,23
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,2,4,2,0,4,4,8
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,5,5,0,0,5,5,10
CATACORA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,1,0,0,0,1,0,1
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,1,0,0,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,5,15,3,8,8,23,31
CHAQUI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,3,3,0,0,3,3,6
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,9,10,13,13,22,23,45
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,2,1,0,0,2,1,3
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,6,8,4,1,10,9,19
CHIMORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,17,21,2,2,19,23,42
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,2,1,0,0,2,1,3
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,0,1,0,1,0,2,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,10,4,1,0,11,4,15
CHUMA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,0,3,5,2,5,5,10
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,0,1,2,5,2,6,8
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,6,7,3,1,9,8,17
CLIZA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,13,10,5,5,18,15,33
COBIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,34,34,12,6,46,40,86
COCAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,5,5,10,11,15,16,31
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,439,429,17,20,456,449,905
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,12,27,4,8,16,35,51
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,4,3,1,1,5,4,9
COLLANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,0,2,2,0,2,2,4
COLOMI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,10,9,1,3,11,12,23
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,5,1,1,3,6,4,10
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,13,13,4,11,17,24,41
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,13,12,0,0,13,12,25
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,5,2,7,6,12,8,20
COMANCHE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,1,2,0,0,1,2,3
COMARAPA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,6,7,0,1,6,8,14
COMBAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,2,0,1,0,3,0,3
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,16,12,13,12,29,24,53
COPACABANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,7,3,3,1,10,4,14
CORIPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,13,5,0,0,13,5,18
CORO CORO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,3,3,1,1,4,4,8
COROICO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,5,9,1,0,6,9,15
CORQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,3,1,1,2,4,3,7
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,10,11,1,1,11,12,23
COTOCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,48,49,6,8,54,57,111
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,18,11,1,4,19,15,34
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,1,1,0,0,1,1,2
CUEVO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,3,2,2,1,5,3,8
CULPINA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,5,8,3,4,8,12,20
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,2,1,0,0,2,1,3
CURVA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,1,0,1,0,2,0,2
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,0,1,0,0,0,1,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,386,392,193,182,579,574,1153
EL CHORO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,0,3,0,0,0,3,3
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,7,6,0,0,7,6,13
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,3,2,4,0,7,2,9
EL TORNO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,31,67,2,2,33,69,102
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,1,1,0,0,1,1,2
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,15,15,1,6,16,21,37
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,30,38,11,14,41,52,93
ESCOMA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,1,0,4,3,5,3,8
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,3,1,0,0,3,1,4
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,0,2,0,1,0,3,3
EXALTACION,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,1,0,2,0,3,0,3
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,7,6,2,2,9,8,17
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,3,0,4,4,7,4,11
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,17,9,3,3,20,12,32
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,2,1,1,3,3,4,7
GUANAY,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,4,6,1,7,5,13,18
GUAQUI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,3,4,2,1,5,5,10
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,18,15,0,1,18,16,34
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,0,4,2,3,2,7,9
HUACARETA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,4,6,3,0,7,6,13
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,2,0,2,0,4,0,4
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,1,1,0,0,1,1,2
HUANUNI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,6,10,8,9,14,19,33
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,6,1,0,0,6,1,7
HUARINA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,6,4,0,0,6,4,10
HUATAJATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,0,1,0,0,0,1,1
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,1,0,0,0,1,0,1
HUMANATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,0,1,0,1,0,2,2
ICHOCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,0,1,0,0,0,1,1
ICLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,2,0,3,2,5,2,7
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,4,3,6,4,10,7,17
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,3,3,0,0,3,3,6
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,2,4,3,4,5,8,13
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,5,4,0,0,5,4,9
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,2,5,0,1,2,6,8
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,1,3,3,2,4,5,9
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,15,31,3,2,18,33,51
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,106,110,4,7,110,117,227
LA PAZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,394,370,13,11,407,381,788
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,2,1,4,5,6,6,12
LAJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,14,13,2,0,16,13,29
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,2,2,0,0,2,2,4
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,0,0,1,0,1,0,1
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,20,23,14,23,34,46,80
LORETO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,0,1,0,0,0,1,1
LURIBAY,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,2,3,4,1,6,4,10
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,0,3,0,0,0,3,3
MACHARETI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,1,7,0,0,1,7,8
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,9,11,0,0,9,11,20
MAIRANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,8,11,1,0,9,11,20
MALLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,0,0,1,0,1,0,1
MAPIRI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,12,10,1,1,13,11,24
MECAPACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,4,7,1,3,5,10,15
MINEROS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,11,16,2,0,13,16,29
MIZQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,12,12,4,3,16,15,31
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,6,2,4,6,10,8,18
MOJINETE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,1,0,0,0,1,0,1
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,3,5,1,1,4,6,10
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,16,8,2,1,18,9,27
MONTERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,95,82,15,15,110,97,207
MORO MORO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,4,2,0,1,4,3,7
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,0,3,5,3,5,6,11
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,3,1,1,0,4,1,5
NAZACARA DE PACAJES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2019-07-01,0,1,0,0,0,1,1
