,group,variable,month,ANTIPOLIOMIELÍTICA 2DA DOSIS DENTRO,ANTIPOLIOMIELÍTICA 2DA DOSIS DENTRO,ANTIPOLIOMIELÍTICA 2DA DOSIS FUERA,ANTIPOLIOMIELÍTICA 2DA DOSIS FUERA,TOTALES,TOTALES,TOTALES
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-07-01,1,0,0,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-07-01,6,5,2,0,8,5,13
PUCARANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-07-01,0,0,0,1,0,1,1
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-07-01,0,0,0,1,0,1,1
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-07-01,0,0,0,3,0,3,3
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-07-01,0,1,2,1,2,2,4
REYES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-07-01,1,1,0,0,1,1,2
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-07-01,1,0,0,0,1,0,1
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-07-01,0,1,0,0,0,1,1
SACABA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-07-01,0,2,0,2,0,4,4
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-07-01,1,2,1,1,2,3,5
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-07-01,1,0,0,0,1,0,1
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-07-01,0,1,0,0,0,1,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-07-01,1,0,0,0,1,0,1
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-07-01,0,0,1,1,1,1,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-07-01,18,13,11,14,29,27,56
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-07-01,1,0,0,0,1,0,1
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-07-01,0,1,0,0,0,1,1
SENA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-07-01,0,0,0,1,0,1,1
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-07-01,1,0,1,0,2,0,2
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-07-01,0,0,1,0,1,0,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-07-01,2,1,1,1,3,2,5
SORATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-07-01,1,0,1,1,2,1,3
SUCRE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-07-01,0,1,0,0,0,1,1
TARATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-07-01,0,1,0,0,0,1,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-07-01,1,1,0,0,1,1,2
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-07-01,1,0,0,0,1,0,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-07-01,3,1,0,1,3,2,5
UYUNI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-07-01,0,0,1,0,1,0,1
VIACHA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-07-01,1,0,0,0,1,0,1
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-07-01,0,1,0,0,0,1,1
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-07-01,0,2,3,1,3,3,6
VINTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-07-01,0,0,2,0,2,0,2
WARNES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-07-01,1,2,0,1,1,3,4
YACUIBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-07-01,1,1,0,0,1,1,2
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-08-01,0,1,0,0,0,1,1
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-08-01,1,1,0,0,1,1,2
ARANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-08-01,0,1,0,0,0,1,1
ARBIETO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-08-01,1,0,0,0,1,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-08-01,0,0,2,0,2,0,2
BATALLAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-08-01,1,0,0,1,1,1,2
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-08-01,0,0,0,1,0,1,1
BERMEJO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-08-01,0,1,0,0,0,1,1
CABEZAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-08-01,0,0,4,6,4,6,10
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-08-01,0,1,0,0,0,1,1
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-08-01,1,0,0,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-08-01,0,0,0,1,0,1,1
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-08-01,1,1,1,2,2,3,5
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-08-01,0,0,0,1,0,1,1
CHIMORE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-08-01,0,0,1,0,1,0,1
COBIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-08-01,1,0,0,0,1,0,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-08-01,6,7,0,0,6,7,13
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-08-01,0,0,0,2,0,2,2
COTOCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-08-01,1,0,1,1,2,1,3
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-08-01,0,0,2,0,2,0,2
EL ALTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-08-01,4,6,8,7,12,13,25
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-08-01,0,0,0,1,0,1,1
EL TORNO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-08-01,1,0,0,0,1,0,1
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-08-01,0,1,0,0,0,1,1
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-08-01,1,1,0,0,1,1,2
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-08-01,0,1,0,0,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-08-01,0,1,0,0,0,1,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-08-01,0,1,1,0,1,1,2
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-08-01,0,1,0,0,0,1,1
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-08-01,1,1,5,0,6,1,7
LA PAZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-08-01,2,6,0,0,2,6,8
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-08-01,0,0,0,1,0,1,1
MAIRANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-08-01,1,1,0,0,1,1,2
MONTERO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-08-01,1,4,0,0,1,4,5
ORURO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-08-01,2,2,1,1,3,3,6
PAILON,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-08-01,0,0,7,7,7,7,14
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-08-01,1,0,0,0,1,0,1
POCONA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-08-01,0,0,0,1,0,1,1
PORONGO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-08-01,1,0,0,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-08-01,1,1,0,1,1,2,3
PUCARANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-08-01,0,0,1,0,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-08-01,0,1,0,1,0,2,2
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-08-01,1,0,2,3,3,3,6
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-08-01,1,0,0,0,1,0,1
SACABA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-08-01,1,2,0,0,1,2,3
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-08-01,1,0,0,0,1,0,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-08-01,2,3,1,1,3,4,7
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-08-01,2,0,0,0,2,0,2
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-08-01,0,0,5,0,5,0,5
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-08-01,1,2,0,0,1,2,3
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-08-01,23,17,6,5,29,22,51
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-08-01,1,0,0,0,1,0,1
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-08-01,0,1,0,0,0,1,1
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-08-01,1,0,1,1,2,1,3
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-08-01,0,0,1,0,1,0,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-08-01,3,0,2,2,5,2,7
SORATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-08-01,1,0,0,1,1,1,2
SUCRE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-08-01,1,1,0,0,1,1,2
TARIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-08-01,1,0,1,2,2,2,4
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-08-01,1,0,0,0,1,0,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-08-01,2,4,0,0,2,4,6
VIACHA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-08-01,0,0,0,2,0,2,2
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-08-01,1,1,1,1,2,2,4
VINTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-08-01,1,1,3,0,4,1,5
VITICHI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-08-01,0,1,0,0,0,1,1
WARNES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-08-01,2,3,0,0,2,3,5
YACUIBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-08-01,1,1,1,0,2,1,3
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-09-01,0,1,0,0,0,1,1
AIQUILE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-09-01,0,0,0,1,0,1,1
APOLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-09-01,1,0,0,0,1,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-09-01,0,1,0,0,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-09-01,0,0,0,1,0,1,1
BERMEJO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-09-01,0,2,0,0,0,2,2
CABEZAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-09-01,0,0,2,0,2,0,2
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-09-01,1,0,0,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-09-01,0,0,1,0,1,0,1
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-09-01,0,0,1,0,1,0,1
CHIMORE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-09-01,0,0,1,0,1,0,1
COBIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-09-01,0,0,2,0,2,0,2
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-09-01,5,7,2,2,7,9,16
COLOMI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-09-01,1,1,0,0,1,1,2
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-09-01,1,0,0,0,1,0,1
COMANCHE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-09-01,1,0,0,0,1,0,1
COMBAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-09-01,0,0,0,1,0,1,1
COPACABANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-09-01,1,0,0,0,1,0,1
CORIPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-09-01,1,0,0,0,1,0,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-09-01,1,2,0,0,1,2,3
EL ALTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-09-01,9,5,5,5,14,10,24
EL TORNO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-09-01,2,0,0,0,2,0,2
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-09-01,1,0,0,0,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-09-01,0,0,0,1,0,1,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-09-01,1,0,1,0,2,0,2
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-09-01,0,0,1,1,1,1,2
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-09-01,0,1,0,0,0,1,1
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-09-01,1,2,0,0,1,2,3
LA PAZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-09-01,3,0,0,0,3,0,3
LAJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-09-01,1,0,0,0,1,0,1
MACHARETI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-09-01,0,0,1,0,1,0,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-09-01,0,2,2,0,2,2,4
ORURO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-09-01,4,5,0,4,4,9,13
PAILON,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-09-01,0,1,1,1,1,2,3
PALCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-09-01,0,1,0,1,0,2,2
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-09-01,0,1,0,0,0,1,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-09-01,2,3,0,1,2,4,6
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-09-01,1,0,0,0,1,0,1
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-09-01,0,0,1,0,1,0,1
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-09-01,0,0,2,0,2,0,2
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-09-01,1,2,2,4,3,6,9
REYES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-09-01,0,0,3,4,3,4,7
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-09-01,3,3,1,1,4,4,8
ROBORE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-09-01,1,0,0,1,1,1,2
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-09-01,1,0,0,0,1,0,1
SACABA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-09-01,0,2,0,1,0,3,3
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-09-01,0,0,1,0,1,0,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-09-01,2,0,0,0,2,0,2
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-09-01,0,0,1,0,1,0,1
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-09-01,2,1,0,0,2,1,3
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-09-01,0,2,1,0,1,2,3
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-09-01,0,0,1,0,1,0,1
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-09-01,0,1,0,0,0,1,1
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-09-01,1,0,0,0,1,0,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-09-01,2,1,0,0,2,1,3
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-09-01,16,13,0,3,16,16,32
SENA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-09-01,0,1,0,0,0,1,1
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-09-01,1,0,0,0,1,0,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-09-01,0,0,0,1,0,1,1
SORATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-09-01,0,0,1,0,1,0,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-09-01,5,3,1,0,6,3,9
TARIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-09-01,2,0,0,0,2,0,2
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-09-01,0,2,0,0,0,2,2
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-09-01,2,0,2,0,4,0,4
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-09-01,1,0,0,0,1,0,1
UYUNI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-09-01,0,1,0,0,0,1,1
VIACHA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-09-01,0,0,1,0,1,0,1
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-09-01,1,0,0,0,1,0,1
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-09-01,0,1,0,0,0,1,1
VILLAZON,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-09-01,1,0,0,0,1,0,1
VINTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-09-01,0,0,0,1,0,1,1
WARNES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-09-01,1,0,0,0,1,0,1
YACUIBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-09-01,0,1,0,0,0,1,1
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-10-01,1,0,0,0,1,0,1
ARBIETO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-10-01,0,0,0,1,0,1,1
BATALLAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-10-01,0,1,0,0,0,1,1
BAURES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-10-01,0,0,0,1,0,1,1
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-10-01,1,0,0,0,1,0,1
CABEZAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-10-01,0,0,3,4,3,4,7
CAMIRI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-10-01,1,0,0,0,1,0,1
CARANAVI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-10-01,0,1,0,0,0,1,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-10-01,0,1,0,0,0,1,1
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-10-01,0,0,3,0,3,0,3
CHIMORE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-10-01,1,2,0,0,1,2,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-10-01,0,1,0,0,0,1,1
COCAPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-10-01,0,0,1,0,1,0,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-10-01,6,4,0,0,6,4,10
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-10-01,0,1,2,0,2,1,3
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-10-01,0,0,0,1,0,1,1
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-10-01,0,0,1,0,1,0,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-10-01,2,2,0,0,2,2,4
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-10-01,0,0,0,1,0,1,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-10-01,10,6,6,4,16,10,26
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-10-01,1,0,0,0,1,0,1
EXALTACION,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-10-01,1,0,0,0,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-10-01,0,1,0,0,0,1,1
HUMANATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-10-01,0,0,0,1,0,1,1
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-10-01,0,1,0,0,0,1,1
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-10-01,0,0,0,1,0,1,1
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-10-01,2,0,0,0,2,0,2
LA PAZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-10-01,5,4,0,3,5,7,12
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-10-01,0,1,0,0,0,1,1
LLICA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-10-01,0,1,0,0,0,1,1
MAIRANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-10-01,0,0,1,0,1,0,1
MECAPACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-10-01,1,0,0,0,1,0,1
MINEROS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-10-01,0,0,1,0,1,0,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-10-01,4,1,3,0,7,1,8
ORURO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2019-10-01,1,3,0,1,1,4,5
