,group,variable,month,SRP 1RA. DOSIS DENTRO,SRP 1RA. DOSIS DENTRO,SRP 1RA. DOSIS FUERA,SRP 1RA. DOSIS FUERA,TOTALES,TOTALES,TOTALES
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,55,37,4,4,59,41,100
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,100,100,10,14,110,114,224
LA PAZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,494,472,39,26,533,498,1031
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,2,1,10,12,12,13,25
LAJA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,16,9,0,0,16,9,25
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,0,1,1,2,1,3,4
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,0,0,2,1,2,1,3
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,19,25,27,29,46,54,100
LORETO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,3,2,0,0,3,2,5
LURIBAY,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,4,6,2,1,6,7,13
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,1,1,0,0,1,1,2
MACHARETI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,3,1,1,2,4,3,7
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,2,0,8,8,10,8,18
MAIRANA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,8,7,1,2,9,9,18
MALLA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,2,1,1,1,3,2,5
MAPIRI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,3,4,4,2,7,6,13
MECAPACA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,7,8,2,2,9,10,19
MINEROS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,20,20,8,6,28,26,54
MIZQUE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,13,13,0,6,13,19,32
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,0,5,8,6,8,11,19
MOJINETE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,0,0,1,0,1,0,1
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,2,3,0,0,2,3,5
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,18,16,3,4,21,20,41
MONTERO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,99,102,10,11,109,113,222
MORO MORO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,1,2,0,2,1,4,5
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,1,1,2,3,3,4,7
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,1,0,1,1,2,1,3
NAZACARA DE PACAJES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,1,0,0,0,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,0,0,4,4,4,4,8
OCURI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,4,4,5,5,9,9,18
OKINAWA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,6,3,1,3,7,6,13
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,2,3,3,7,5,10,15
ORURO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,248,257,22,22,270,279,549
PADCAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,11,4,0,3,11,7,18
PADILLA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,7,9,3,1,10,10,20
PAILON,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,15,15,7,7,22,22,44
PALCA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,6,7,7,14,13,21,34
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,20,21,3,3,23,24,47
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,1,0,0,1,1,1,2
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,2,4,2,0,4,4,8
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,3,1,0,1,3,2,5
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,16,15,5,3,21,18,39
PAZÑA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,2,2,0,1,2,3,5
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,3,3,1,3,4,6,10
POCOATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,1,5,10,20,11,25,36
POCONA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,5,2,12,6,17,8,25
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,4,4,5,4,9,8,17
POOPO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,3,1,0,0,3,1,4
PORCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,8,14,2,1,10,15,25
POROMA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,6,3,3,3,9,6,15
PORONGO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,3,8,6,8,9,16,25
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,16,14,0,1,16,15,31
PORVENIR,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,2,2,5,5,7,7,14
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,0,0,0,1,0,1,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,162,145,56,50,218,195,413
PRESTO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,1,2,1,1,2,3,5
PUCARA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,0,2,0,0,0,2,2
PUCARANI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,8,13,10,9,18,22,40
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,2,5,4,3,6,8,14
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,3,1,2,2,5,3,8
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,0,0,0,1,0,1,1
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,1,0,3,1,4,1,5
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,12,13,2,0,14,13,27
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,6,3,6,2,12,5,17
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,8,5,16,13,24,18,42
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,60,64,4,11,64,75,139
PUNA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,3,2,12,9,15,11,26
PUNATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,29,26,6,6,35,32,67
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,4,2,0,1,4,3,7
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,60,62,76,92,136,154,290
QUIME,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,0,1,9,5,9,6,15
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,1,1,1,0,2,1,3
RAQAYPAMPA(ETA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,4,5,2,4,6,9,15
RAVELO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,2,4,5,10,7,14,21
REYES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,9,7,9,10,18,17,35
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,67,56,67,55,134,111,245
ROBORE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,11,4,5,10,16,14,30
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,7,7,14,10,21,17,38
SABAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,2,2,0,0,2,2,4
SACABA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,103,103,87,85,190,188,378
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,1,1,1,1,2,2,4
SACACA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,7,7,2,4,9,11,20
SAIPINA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,1,4,5,1,6,5,11
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,2,1,2,3,4,4,8
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,6,3,8,5,14,8,22
SAN AGUSTIN,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,1,2,0,0,1,2,3
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,3,2,5,4,8,6,14
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,1,0,0,1,1,1,2
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,0,3,2,4,2,7,9
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,4,11,3,1,7,12,19
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,53,27,12,8,65,35,100
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,7,14,1,0,8,14,22
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,10,13,5,4,15,17,32
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,18,19,7,4,25,23,48
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,49,35,7,7,56,42,98
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,4,4,1,0,5,4,9
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,13,18,1,1,14,19,33
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,5,5,0,0,5,5,10
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,17,20,19,22,36,42,78
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,4,2,5,3,9,5,14
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,41,28,10,9,51,37,88
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,0,0,2,4,2,4,6
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,13,12,7,2,20,14,34
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,13,15,11,8,24,23,47
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,23,21,5,6,28,27,55
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,6,6,7,1,13,7,20
SAN PABLO DE LIPEZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,1,3,0,2,1,5,6
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,4,6,10,6,14,12,26
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,5,9,13,11,18,20,38
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,4,1,0,1,4,2,6
SAN PEDRO DE QUEMES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,0,0,1,0,1,0,1
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,4,2,0,1,4,3,7
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,0,0,1,2,1,2,3
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,0,0,4,4,4,4,8
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,5,3,2,2,7,5,12
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,14,8,0,0,14,8,22
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,13,13,0,0,13,13,26
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,1181,1188,44,63,1225,1251,2476
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,5,4,7,8,12,12,24
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,14,10,4,2,18,12,30
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,2,0,0,0,2,0,2
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,6,2,1,3,7,5,12
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,2,0,1,1,3,1,4
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,3,1,0,0,3,1,4
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,4,2,1,4,5,6,11
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,2,1,2,2,4,3,7
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,5,4,2,5,7,9,16
SENA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,7,5,13,19,20,24,44
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,18,21,1,4,19,25,44
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,5,6,2,2,7,8,15
SICAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,2,0,2,3,4,3,7
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,50,37,13,11,63,48,111
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,1,1,2,1,3,2,5
SORACACHI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,3,1,2,3,5,4,9
SORATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,9,6,12,5,21,11,32
SUCRE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,220,211,15,10,235,221,456
TACACHI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,0,0,1,2,1,2,3
TACACOMA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,3,3,0,0,3,3,6
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,4,0,4,2,8,2,10
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,0,3,4,1,4,4,8
TAPACARI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,24,13,11,5,35,18,53
TARABUCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,7,5,3,3,10,8,18
TARACO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,1,1,0,0,1,1,2
TARATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,4,9,6,5,10,14,24
TARIJA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,152,162,24,15,176,177,353
TARVITA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,7,11,4,7,11,18,29
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,2,3,5,1,7,4,11
TIAHUANACU,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,6,8,0,0,6,8,14
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,3,3,11,13,14,16,30
TIPUANI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,4,3,4,2,8,5,13
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,37,19,24,16,61,35,96
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,5,4,15,10,20,14,34
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,0,0,0,1,0,1,1
TOCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,1,1,3,2,4,3,7
TOLATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,0,2,2,0,2,2,4
TOLEDO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,2,1,1,1,3,2,5
TOMAVE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,0,1,6,7,6,8,14
TOMINA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,3,2,0,0,3,2,5
TORO TORO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,6,1,2,6,8,7,15
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,5,4,4,1,9,5,14
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,1,1,1,0,2,1,3
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,82,79,12,5,94,84,178
TUPIZA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,38,33,4,4,42,37,79
TURCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,1,0,1,1,2,1,3
UMALA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,2,0,1,2,3,2,5
UNCIA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,15,16,6,9,21,25,46
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,13,9,5,1,18,10,28
URUBICHA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,3,2,5,3,8,5,13
UYUNI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,16,18,0,3,16,21,37
VACAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,0,0,3,4,3,4,7
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,19,19,0,1,19,20,39
VIACHA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,52,56,12,13,64,69,133
VILA VILA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,1,0,4,1,5,1,6
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,4,4,4,8,8,12,20
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,32,41,8,15,40,56,96
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,0,0,1,3,1,3,4
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,9,1,5,5,14,6,20
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,10,7,3,2,13,9,22
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,76,80,26,26,102,106,208
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,6,8,1,0,7,8,15
VILLAZON,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,33,43,4,2,37,45,82
VINTO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,30,24,31,33,61,57,118
VITICHI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,2,2,1,1,3,3,6
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,2,0,0,0,2,0,2
WARNES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,100,112,11,14,111,126,237
YACO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,5,2,1,0,6,2,8
YACUIBA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,54,69,24,33,78,102,180
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,0,0,0,1,0,1,1
YANACACHI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,2,2,0,0,2,2,4
YAPACANI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,30,18,22,21,52,39,91
YOCALLA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,3,5,2,0,5,5,10
YOTALA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,1,3,2,6,3,9,12
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,3,1,2,3,5,4,9
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-07-01,0,0,1,1,1,1,2
ACACIO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-08-01,6,0,1,2,7,2,9
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-08-01,11,9,5,4,16,13,29
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-08-01,11,16,0,1,11,17,28
AIQUILE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-08-01,11,11,5,3,16,14,30
ALALAY,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-08-01,1,0,2,4,3,4,7
ALCALA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-08-01,0,0,1,0,1,0,1
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-08-01,6,9,0,1,6,10,16
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-08-01,5,11,2,1,7,12,19
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-08-01,1,1,1,2,2,3,5
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-08-01,0,0,1,0,1,0,1
ANZALDO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-08-01,1,0,7,5,8,5,13
APOLO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-08-01,7,7,1,7,8,14,22
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-08-01,0,1,3,2,3,3,6
ARANI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-08-01,4,2,0,1,4,3,7
ARBIETO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-08-01,9,17,9,10,18,27,45
ARQUE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-08-01,8,8,4,1,12,9,21
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-08-01,12,22,4,1,16,23,39
ATOCHA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-08-01,2,3,1,6,3,9,12
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-08-01,1,1,0,0,1,1,2
AYATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-08-01,3,1,2,3,5,4,9
AYO AYO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-08-01,4,4,5,2,9,6,15
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-08-01,1,3,4,3,5,6,11
AZURDUY,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-08-01,4,4,5,4,9,8,17
BATALLAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-08-01,10,10,0,0,10,10,20
BAURES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-08-01,7,8,3,3,10,11,21
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-08-01,0,1,0,0,0,1,1
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-08-01,0,0,1,1,1,1,2
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-08-01,0,0,4,0,4,0,4
BERMEJO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2019-08-01,26,21,0,0,26,21,47
