municipality,group,variable,month,Número de Muestras hemáticas tomadas,TOTAL
ENTRE RIOS,malaria,numero de muestras hematicas tomadas,2008-09-01,22,22
EUREKA (SANTOS MERCADO),malaria,numero de muestras hematicas tomadas,2008-09-01,95,95
FILADELFIA,malaria,numero de muestras hematicas tomadas,2008-09-01,30,30
GRAL. J.J. PEREZ (CHARAZANI),malaria,numero de muestras hematicas tomadas,2008-09-01,27,27
GUANAY,malaria,numero de muestras hematicas tomadas,2008-09-01,264,264
GUAYARAMERIN,malaria,numero de muestras hematicas tomadas,2008-09-01,1180,1180
HUACARETA,malaria,numero de muestras hematicas tomadas,2008-09-01,4,4
INCAHUASI,malaria,numero de muestras hematicas tomadas,2008-09-01,5,5
INGAVI (HUMAITA),malaria,numero de muestras hematicas tomadas,2008-09-01,112,112
IXIAMAS,malaria,numero de muestras hematicas tomadas,2008-09-01,1,1
LA ASUNTA,malaria,numero de muestras hematicas tomadas,2008-09-01,2,2
LA GUARDIA,malaria,numero de muestras hematicas tomadas,2008-09-01,7,7
LA PAZ,malaria,numero de muestras hematicas tomadas,2008-09-01,25,25
LAGUNILLAS,malaria,numero de muestras hematicas tomadas,2008-09-01,8,8
MACHARETI,malaria,numero de muestras hematicas tomadas,2008-09-01,1,1
MAGDALENA,malaria,numero de muestras hematicas tomadas,2008-09-01,110,110
MAPIRI,malaria,numero de muestras hematicas tomadas,2008-09-01,24,24
MOJOCOYA,malaria,numero de muestras hematicas tomadas,2008-09-01,9,9
MONTEAGUDO,malaria,numero de muestras hematicas tomadas,2008-09-01,307,307
NACEBE (SANTA ROSA DEL ABUNA),malaria,numero de muestras hematicas tomadas,2008-09-01,68,68
NUEVO MANOA (NUEVA ESPERANZA),malaria,numero de muestras hematicas tomadas,2008-09-01,439,439
OMEREQUE,malaria,numero de muestras hematicas tomadas,2008-09-01,1,1
PADCAYA,malaria,numero de muestras hematicas tomadas,2008-09-01,86,86
PADILLA,malaria,numero de muestras hematicas tomadas,2008-09-01,15,15
PALOS BLANCOS,malaria,numero de muestras hematicas tomadas,2008-09-01,34,34
PAMPA GRANDE,malaria,numero de muestras hematicas tomadas,2008-09-01,2,2
POROMA,malaria,numero de muestras hematicas tomadas,2008-09-01,4,4
PORONGO,malaria,numero de muestras hematicas tomadas,2008-09-01,16,16
PORVENIR,malaria,numero de muestras hematicas tomadas,2008-09-01,42,42
PUERTO GONZALO MORENO,malaria,numero de muestras hematicas tomadas,2008-09-01,28,28
PUERTO RICO,malaria,numero de muestras hematicas tomadas,2008-09-01,224,224
REYES,malaria,numero de muestras hematicas tomadas,2008-09-01,19,19
RIBERALTA,malaria,numero de muestras hematicas tomadas,2008-09-01,2601,2601
ROBORE,malaria,numero de muestras hematicas tomadas,2008-09-01,15,15
RURRENABAQUE,malaria,numero de muestras hematicas tomadas,2008-09-01,1,1
SAIPINA,malaria,numero de muestras hematicas tomadas,2008-09-01,57,57
SAMAIPATA,malaria,numero de muestras hematicas tomadas,2008-09-01,1,1
SAN BUENA VENTURA,malaria,numero de muestras hematicas tomadas,2008-09-01,4,4
SAN CARLOS,malaria,numero de muestras hematicas tomadas,2008-09-01,4,4
SAN IGNACIO DE VELASCO,malaria,numero de muestras hematicas tomadas,2008-09-01,108,108
SAN JOSE DE CHIQUITOS,malaria,numero de muestras hematicas tomadas,2008-09-01,129,129
SAN LORENZO(PND),malaria,numero de muestras hematicas tomadas,2008-09-01,94,94
SAN LUCAS,malaria,numero de muestras hematicas tomadas,2008-09-01,3,3
SAN MATIAS,malaria,numero de muestras hematicas tomadas,2008-09-01,196,196
SAN PEDRO(PND),malaria,numero de muestras hematicas tomadas,2008-09-01,9,9
SANTA CRUZ DE LA SIERRA,malaria,numero de muestras hematicas tomadas,2008-09-01,0,0
SANTA ROSA,malaria,numero de muestras hematicas tomadas,2008-09-01,20,20
SENA,malaria,numero de muestras hematicas tomadas,2008-09-01,224,224
SOPACHUY,malaria,numero de muestras hematicas tomadas,2008-09-01,30,30
TARVITA,malaria,numero de muestras hematicas tomadas,2008-09-01,2,2
TEOPONTE,malaria,numero de muestras hematicas tomadas,2008-09-01,23,23
TIRAQUE (CBBA),malaria,numero de muestras hematicas tomadas,2008-09-01,10,10
TOMINA,malaria,numero de muestras hematicas tomadas,2008-09-01,1,1
TORO TORO,malaria,numero de muestras hematicas tomadas,2008-09-01,50,50
URUBICHA,malaria,numero de muestras hematicas tomadas,2008-09-01,2,2
VALLEGRANDE,malaria,numero de muestras hematicas tomadas,2008-09-01,4,4
VILA VILA,malaria,numero de muestras hematicas tomadas,2008-09-01,2,2
VILLA MONTES,malaria,numero de muestras hematicas tomadas,2008-09-01,107,107
VILLA NUEVA (LOMA ALTA),malaria,numero de muestras hematicas tomadas,2008-09-01,41,41
VILLA SERRANO,malaria,numero de muestras hematicas tomadas,2008-09-01,43,43
VILLA TUNARI,malaria,numero de muestras hematicas tomadas,2008-09-01,64,64
VILLA VACA GUZMAN (MUYUPAMPA),malaria,numero de muestras hematicas tomadas,2008-09-01,10,10
YACUIBA,malaria,numero de muestras hematicas tomadas,2008-09-01,108,108
YAPACANI,malaria,numero de muestras hematicas tomadas,2008-09-01,10,10
ZUDAÑEZ,malaria,numero de muestras hematicas tomadas,2008-09-01,58,58
AIQUILE,malaria,numero de muestras hematicas tomadas,2008-10-01,11,11
APOLO,malaria,numero de muestras hematicas tomadas,2008-10-01,72,72
AYATA,malaria,numero de muestras hematicas tomadas,2008-10-01,36,36
AZURDUY,malaria,numero de muestras hematicas tomadas,2008-10-01,25,25
BAURES,malaria,numero de muestras hematicas tomadas,2008-10-01,76,76
BELLA FLOR,malaria,numero de muestras hematicas tomadas,2008-10-01,47,47
BERMEJO,malaria,numero de muestras hematicas tomadas,2008-10-01,54,54
BUENA VISTA,malaria,numero de muestras hematicas tomadas,2008-10-01,62,62
CABEZAS,malaria,numero de muestras hematicas tomadas,2008-10-01,4,4
CAMATAQUI (C. VILLA ABECIA),malaria,numero de muestras hematicas tomadas,2008-10-01,12,12
CARANAVI,malaria,numero de muestras hematicas tomadas,2008-10-01,40,40
CARAPARI,malaria,numero de muestras hematicas tomadas,2008-10-01,39,39
COBIJA,malaria,numero de muestras hematicas tomadas,2008-10-01,170,170
COLOMI,malaria,numero de muestras hematicas tomadas,2008-10-01,1,1
CULPINA,malaria,numero de muestras hematicas tomadas,2008-10-01,1,1
EL TORNO,malaria,numero de muestras hematicas tomadas,2008-10-01,105,105
ENTRE RIOS,malaria,numero de muestras hematicas tomadas,2008-10-01,139,139
ENTRE RIOS,malaria,numero de muestras hematicas tomadas,2008-10-01,1,1
EUREKA (SANTOS MERCADO),malaria,numero de muestras hematicas tomadas,2008-10-01,44,44
GRAL. J.J. PEREZ (CHARAZANI),malaria,numero de muestras hematicas tomadas,2008-10-01,27,27
GUANAY,malaria,numero de muestras hematicas tomadas,2008-10-01,37,37
GUAYARAMERIN,malaria,numero de muestras hematicas tomadas,2008-10-01,1428,1428
HUACARETA,malaria,numero de muestras hematicas tomadas,2008-10-01,16,16
INCAHUASI,malaria,numero de muestras hematicas tomadas,2008-10-01,8,8
INGAVI (HUMAITA),malaria,numero de muestras hematicas tomadas,2008-10-01,4,4
LA ASUNTA,malaria,numero de muestras hematicas tomadas,2008-10-01,5,5
LA GUARDIA,malaria,numero de muestras hematicas tomadas,2008-10-01,9,9
LA PAZ,malaria,numero de muestras hematicas tomadas,2008-10-01,23,23
LAGUNILLAS,malaria,numero de muestras hematicas tomadas,2008-10-01,20,20
MAGDALENA,malaria,numero de muestras hematicas tomadas,2008-10-01,73,73
MAPIRI,malaria,numero de muestras hematicas tomadas,2008-10-01,43,43
MIZQUE,malaria,numero de muestras hematicas tomadas,2008-10-01,5,5
MOJOCOYA,malaria,numero de muestras hematicas tomadas,2008-10-01,6,6
MONTEAGUDO,malaria,numero de muestras hematicas tomadas,2008-10-01,132,132
NACEBE (SANTA ROSA DEL ABUNA),malaria,numero de muestras hematicas tomadas,2008-10-01,94,94
NUEVO MANOA (NUEVA ESPERANZA),malaria,numero de muestras hematicas tomadas,2008-10-01,304,304
PADCAYA,malaria,numero de muestras hematicas tomadas,2008-10-01,73,73
PADILLA,malaria,numero de muestras hematicas tomadas,2008-10-01,28,28
PAILON,malaria,numero de muestras hematicas tomadas,2008-10-01,1,1
PALOS BLANCOS,malaria,numero de muestras hematicas tomadas,2008-10-01,135,135
PASORAPA,malaria,numero de muestras hematicas tomadas,2008-10-01,2,2
POROMA,malaria,numero de muestras hematicas tomadas,2008-10-01,22,22
PORONGO,malaria,numero de muestras hematicas tomadas,2008-10-01,15,15
PORVENIR,malaria,numero de muestras hematicas tomadas,2008-10-01,58,58
POSTRER VALLE,malaria,numero de muestras hematicas tomadas,2008-10-01,1,1
PRESTO,malaria,numero de muestras hematicas tomadas,2008-10-01,1,1
PUERTO GONZALO MORENO,malaria,numero de muestras hematicas tomadas,2008-10-01,118,118
PUERTO RICO,malaria,numero de muestras hematicas tomadas,2008-10-01,194,194
PUNATA,malaria,numero de muestras hematicas tomadas,2008-10-01,1,1
RAVELO,malaria,numero de muestras hematicas tomadas,2008-10-01,70,70
REYES,malaria,numero de muestras hematicas tomadas,2008-10-01,11,11
RIBERALTA,malaria,numero de muestras hematicas tomadas,2008-10-01,1995,1995
RURRENABAQUE,malaria,numero de muestras hematicas tomadas,2008-10-01,1,1
SAIPINA,malaria,numero de muestras hematicas tomadas,2008-10-01,40,40
SAMAIPATA,malaria,numero de muestras hematicas tomadas,2008-10-01,1,1
SAN CARLOS,malaria,numero de muestras hematicas tomadas,2008-10-01,4,4
SAN IGNACIO DE VELASCO,malaria,numero de muestras hematicas tomadas,2008-10-01,521,521
SAN JOSE DE CHIQUITOS,malaria,numero de muestras hematicas tomadas,2008-10-01,48,48
SAN LORENZO(PND),malaria,numero de muestras hematicas tomadas,2008-10-01,196,196
SAN LUCAS,malaria,numero de muestras hematicas tomadas,2008-10-01,1,1
SAN MATIAS,malaria,numero de muestras hematicas tomadas,2008-10-01,107,107
SAN PEDRO DE BUENA VISTA,malaria,numero de muestras hematicas tomadas,2008-10-01,7,7
SANTA CRUZ DE LA SIERRA,malaria,numero de muestras hematicas tomadas,2008-10-01,2,2
SANTA ROSA,malaria,numero de muestras hematicas tomadas,2008-10-01,32,32
SENA,malaria,numero de muestras hematicas tomadas,2008-10-01,190,190
SOPACHUY,malaria,numero de muestras hematicas tomadas,2008-10-01,20,20
TARVITA,malaria,numero de muestras hematicas tomadas,2008-10-01,2,2
TEOPONTE,malaria,numero de muestras hematicas tomadas,2008-10-01,25,25
TIRAQUE (CBBA),malaria,numero de muestras hematicas tomadas,2008-10-01,18,18
TOMINA,malaria,numero de muestras hematicas tomadas,2008-10-01,121,121
TORO TORO,malaria,numero de muestras hematicas tomadas,2008-10-01,5,5
VALLEGRANDE,malaria,numero de muestras hematicas tomadas,2008-10-01,3,3
VILA VILA,malaria,numero de muestras hematicas tomadas,2008-10-01,68,68
VILLA MONTES,malaria,numero de muestras hematicas tomadas,2008-10-01,241,241
VILLA NUEVA (LOMA ALTA),malaria,numero de muestras hematicas tomadas,2008-10-01,46,46
VILLA SERRANO,malaria,numero de muestras hematicas tomadas,2008-10-01,37,37
VILLA TUNARI,malaria,numero de muestras hematicas tomadas,2008-10-01,252,252
VILLA VACA GUZMAN (MUYUPAMPA),malaria,numero de muestras hematicas tomadas,2008-10-01,1,1
YACUIBA,malaria,numero de muestras hematicas tomadas,2008-10-01,580,580
YAPACANI,malaria,numero de muestras hematicas tomadas,2008-10-01,12,12
YUNCHARA,malaria,numero de muestras hematicas tomadas,2008-10-01,28,28
AIQUILE,malaria,numero de muestras hematicas tomadas,2008-11-01,14,14
APOLO,malaria,numero de muestras hematicas tomadas,2008-11-01,10,10
AYATA,malaria,numero de muestras hematicas tomadas,2008-11-01,2,2
AZURDUY,malaria,numero de muestras hematicas tomadas,2008-11-01,23,23
BAURES,malaria,numero de muestras hematicas tomadas,2008-11-01,72,72
BELLA FLOR,malaria,numero de muestras hematicas tomadas,2008-11-01,64,64
BERMEJO,malaria,numero de muestras hematicas tomadas,2008-11-01,77,77
BUENA VISTA,malaria,numero de muestras hematicas tomadas,2008-11-01,109,109
CABEZAS,malaria,numero de muestras hematicas tomadas,2008-11-01,4,4
CAMATAQUI (C. VILLA ABECIA),malaria,numero de muestras hematicas tomadas,2008-11-01,21,21
CARANAVI,malaria,numero de muestras hematicas tomadas,2008-11-01,122,122
CARAPARI,malaria,numero de muestras hematicas tomadas,2008-11-01,11,11
COBIJA,malaria,numero de muestras hematicas tomadas,2008-11-01,405,405
COLOMI,malaria,numero de muestras hematicas tomadas,2008-11-01,3,3
COROICO,malaria,numero de muestras hematicas tomadas,2008-11-01,2,2
CUEVO,malaria,numero de muestras hematicas tomadas,2008-11-01,3,3
CULPINA,malaria,numero de muestras hematicas tomadas,2008-11-01,1,1
EL TORNO,malaria,numero de muestras hematicas tomadas,2008-11-01,208,208
ENTRE RIOS,malaria,numero de muestras hematicas tomadas,2008-11-01,103,103
EUREKA (SANTOS MERCADO),malaria,numero de muestras hematicas tomadas,2008-11-01,55,55
FILADELFIA,malaria,numero de muestras hematicas tomadas,2008-11-01,39,39
GUANAY,malaria,numero de muestras hematicas tomadas,2008-11-01,15,15
GUAYARAMERIN,malaria,numero de muestras hematicas tomadas,2008-11-01,1375,1375
HUACARETA,malaria,numero de muestras hematicas tomadas,2008-11-01,7,7
ICLA,malaria,numero de muestras hematicas tomadas,2008-11-01,2,2
INGAVI (HUMAITA),malaria,numero de muestras hematicas tomadas,2008-11-01,30,30
LA ASUNTA,malaria,numero de muestras hematicas tomadas,2008-11-01,1,1
LA GUARDIA,malaria,numero de muestras hematicas tomadas,2008-11-01,16,16
LAGUNILLAS,malaria,numero de muestras hematicas tomadas,2008-11-01,10,10
MACHARETI,malaria,numero de muestras hematicas tomadas,2008-11-01,7,7
MAGDALENA,malaria,numero de muestras hematicas tomadas,2008-11-01,55,55
MAPIRI,malaria,numero de muestras hematicas tomadas,2008-11-01,22,22
MIZQUE,malaria,numero de muestras hematicas tomadas,2008-11-01,6,6
MOJOCOYA,malaria,numero de muestras hematicas tomadas,2008-11-01,4,4
MONTEAGUDO,malaria,numero de muestras hematicas tomadas,2008-11-01,218,218
NACEBE (SANTA ROSA DEL ABUNA),malaria,numero de muestras hematicas tomadas,2008-11-01,78,78
NUEVO MANOA (NUEVA ESPERANZA),malaria,numero de muestras hematicas tomadas,2008-11-01,312,312
OMEREQUE,malaria,numero de muestras hematicas tomadas,2008-11-01,3,3
PADCAYA,malaria,numero de muestras hematicas tomadas,2008-11-01,148,148
PADILLA,malaria,numero de muestras hematicas tomadas,2008-11-01,47,47
PALOS BLANCOS,malaria,numero de muestras hematicas tomadas,2008-11-01,81,81
POROMA,malaria,numero de muestras hematicas tomadas,2008-11-01,20,20
PORONGO,malaria,numero de muestras hematicas tomadas,2008-11-01,23,23
PORVENIR,malaria,numero de muestras hematicas tomadas,2008-11-01,59,59
PRESTO,malaria,numero de muestras hematicas tomadas,2008-11-01,2,2
PUERTO GONZALO MORENO,malaria,numero de muestras hematicas tomadas,2008-11-01,44,44
PUERTO RICO,malaria,numero de muestras hematicas tomadas,2008-11-01,379,379
PUNA,malaria,numero de muestras hematicas tomadas,2008-11-01,1,1
REYES,malaria,numero de muestras hematicas tomadas,2008-11-01,28,28
RIBERALTA,malaria,numero de muestras hematicas tomadas,2008-11-01,2137,2137
ROBORE,malaria,numero de muestras hematicas tomadas,2008-11-01,10,10
RURRENABAQUE,malaria,numero de muestras hematicas tomadas,2008-11-01,1,1
SACABA,malaria,numero de muestras hematicas tomadas,2008-11-01,10,10
SAIPINA,malaria,numero de muestras hematicas tomadas,2008-11-01,61,61
SAN BORJA,malaria,numero de muestras hematicas tomadas,2008-11-01,2,2
SAN CARLOS,malaria,numero de muestras hematicas tomadas,2008-11-01,6,6
SAN IGNACIO DE VELASCO,malaria,numero de muestras hematicas tomadas,2008-11-01,348,348
SAN LORENZO(PND),malaria,numero de muestras hematicas tomadas,2008-11-01,140,140
SAN LUCAS,malaria,numero de muestras hematicas tomadas,2008-11-01,3,3
SAN MATIAS,malaria,numero de muestras hematicas tomadas,2008-11-01,90,90
SAN PEDRO DE BUENA VISTA,malaria,numero de muestras hematicas tomadas,2008-11-01,7,7
SAN PEDRO(PND),malaria,numero de muestras hematicas tomadas,2008-11-01,27,27
SANTA CRUZ DE LA SIERRA,malaria,numero de muestras hematicas tomadas,2008-11-01,2,2
SANTA ROSA,malaria,numero de muestras hematicas tomadas,2008-11-01,1,1
SANTA ROSA DEL SARA,malaria,numero de muestras hematicas tomadas,2008-11-01,4,4
SENA,malaria,numero de muestras hematicas tomadas,2008-11-01,144,144
SOPACHUY,malaria,numero de muestras hematicas tomadas,2008-11-01,17,17
SUCRE,malaria,numero de muestras hematicas tomadas,2008-11-01,3,3
TEOPONTE,malaria,numero de muestras hematicas tomadas,2008-11-01,53,53
TIRAQUE (CBBA),malaria,numero de muestras hematicas tomadas,2008-11-01,18,18
TOMINA,malaria,numero de muestras hematicas tomadas,2008-11-01,5,5
TORO TORO,malaria,numero de muestras hematicas tomadas,2008-11-01,209,209
URIONDO (A. CONCEPCION),malaria,numero de muestras hematicas tomadas,2008-11-01,1,1
VALLEGRANDE,malaria,numero de muestras hematicas tomadas,2008-11-01,6,6
VILA VILA,malaria,numero de muestras hematicas tomadas,2008-11-01,3,3
VILLA MONTES,malaria,numero de muestras hematicas tomadas,2008-11-01,237,237
VILLA NUEVA (LOMA ALTA),malaria,numero de muestras hematicas tomadas,2008-11-01,67,67
VILLA SERRANO,malaria,numero de muestras hematicas tomadas,2008-11-01,2,2
VILLA TUNARI,malaria,numero de muestras hematicas tomadas,2008-11-01,292,292
VILLA VACA GUZMAN (MUYUPAMPA),malaria,numero de muestras hematicas tomadas,2008-11-01,7,7
YACUIBA,malaria,numero de muestras hematicas tomadas,2008-11-01,359,359
YAPACANI,malaria,numero de muestras hematicas tomadas,2008-11-01,31,31
ZUDAÑEZ,malaria,numero de muestras hematicas tomadas,2008-11-01,3,3
AIQUILE,malaria,numero de muestras hematicas tomadas,2008-12-01,6,6
APOLO,malaria,numero de muestras hematicas tomadas,2008-12-01,37,37
AYATA,malaria,numero de muestras hematicas tomadas,2008-12-01,3,3
AZURDUY,malaria,numero de muestras hematicas tomadas,2008-12-01,24,24
BAURES,malaria,numero de muestras hematicas tomadas,2008-12-01,54,54
BELLA FLOR,malaria,numero de muestras hematicas tomadas,2008-12-01,42,42
BERMEJO,malaria,numero de muestras hematicas tomadas,2008-12-01,135,135
BUENA VISTA,malaria,numero de muestras hematicas tomadas,2008-12-01,113,113
CABEZAS,malaria,numero de muestras hematicas tomadas,2008-12-01,5,5
CAMATAQUI (C. VILLA ABECIA),malaria,numero de muestras hematicas tomadas,2008-12-01,148,148
CARANAVI,malaria,numero de muestras hematicas tomadas,2008-12-01,51,51
CARAPARI,malaria,numero de muestras hematicas tomadas,2008-12-01,25,25
COBIJA,malaria,numero de muestras hematicas tomadas,2008-12-01,302,302
COLOMI,malaria,numero de muestras hematicas tomadas,2008-12-01,2,2
CULPINA,malaria,numero de muestras hematicas tomadas,2008-12-01,2,2
EL TORNO,malaria,numero de muestras hematicas tomadas,2008-12-01,266,266
ENTRE RIOS,malaria,numero de muestras hematicas tomadas,2008-12-01,65,65
ENTRE RIOS,malaria,numero de muestras hematicas tomadas,2008-12-01,2,2
EUREKA (SANTOS MERCADO),malaria,numero de muestras hematicas tomadas,2008-12-01,42,42
FILADELFIA,malaria,numero de muestras hematicas tomadas,2008-12-01,50,50
GUANAY,malaria,numero de muestras hematicas tomadas,2008-12-01,21,21
GUAYARAMERIN,malaria,numero de muestras hematicas tomadas,2008-12-01,1911,1911
HUACARETA,malaria,numero de muestras hematicas tomadas,2008-12-01,4,4
INCAHUASI,malaria,numero de muestras hematicas tomadas,2008-12-01,1,1
LA ASUNTA,malaria,numero de muestras hematicas tomadas,2008-12-01,12,12
LA GUARDIA,malaria,numero de muestras hematicas tomadas,2008-12-01,19,19
LAGUNILLAS,malaria,numero de muestras hematicas tomadas,2008-12-01,25,25
MACHARETI,malaria,numero de muestras hematicas tomadas,2008-12-01,9,9
MAGDALENA,malaria,numero de muestras hematicas tomadas,2008-12-01,6,6
MAPIRI,malaria,numero de muestras hematicas tomadas,2008-12-01,11,11
MIZQUE,malaria,numero de muestras hematicas tomadas,2008-12-01,5,5
MOJOCOYA,malaria,numero de muestras hematicas tomadas,2008-12-01,2,2
MONTEAGUDO,malaria,numero de muestras hematicas tomadas,2008-12-01,164,164
NACEBE (SANTA ROSA DEL ABUNA),malaria,numero de muestras hematicas tomadas,2008-12-01,84,84
NUEVO MANOA (NUEVA ESPERANZA),malaria,numero de muestras hematicas tomadas,2008-12-01,324,324
OMEREQUE,malaria,numero de muestras hematicas tomadas,2008-12-01,3,3
PADCAYA,malaria,numero de muestras hematicas tomadas,2008-12-01,12,12
PADILLA,malaria,numero de muestras hematicas tomadas,2008-12-01,8,8
PAILON,malaria,numero de muestras hematicas tomadas,2008-12-01,12,12
PALOS BLANCOS,malaria,numero de muestras hematicas tomadas,2008-12-01,58,58
POROMA,malaria,numero de muestras hematicas tomadas,2008-12-01,6,6
PORONGO,malaria,numero de muestras hematicas tomadas,2008-12-01,32,32
PORVENIR,malaria,numero de muestras hematicas tomadas,2008-12-01,86,86
PRESTO,malaria,numero de muestras hematicas tomadas,2008-12-01,1,1
PUERTO GONZALO MORENO,malaria,numero de muestras hematicas tomadas,2008-12-01,100,100
PUERTO RICO,malaria,numero de muestras hematicas tomadas,2008-12-01,212,212
PUERTO VILLARROEL,malaria,numero de muestras hematicas tomadas,2008-12-01,1,1
REYES,malaria,numero de muestras hematicas tomadas,2008-12-01,25,25
RIBERALTA,malaria,numero de muestras hematicas tomadas,2008-12-01,2743,2743
RURRENABAQUE,malaria,numero de muestras hematicas tomadas,2008-12-01,2,2
SACABA,malaria,numero de muestras hematicas tomadas,2008-12-01,6,6
SAIPINA,malaria,numero de muestras hematicas tomadas,2008-12-01,55,55
SAN BORJA,malaria,numero de muestras hematicas tomadas,2008-12-01,2,2
SAN IGNACIO DE VELASCO,malaria,numero de muestras hematicas tomadas,2008-12-01,102,102
SAN JOSE DE CHIQUITOS,malaria,numero de muestras hematicas tomadas,2008-12-01,135,135
SAN LORENZO(PND),malaria,numero de muestras hematicas tomadas,2008-12-01,78,78
SAN LORENZO(TJA),malaria,numero de muestras hematicas tomadas,2008-12-01,4,4
SAN LUCAS,malaria,numero de muestras hematicas tomadas,2008-12-01,2,2
SAN MATIAS,malaria,numero de muestras hematicas tomadas,2008-12-01,32,32
SAN PEDRO DE BUENA VISTA,malaria,numero de muestras hematicas tomadas,2008-12-01,16,16
SANTA CRUZ DE LA SIERRA,malaria,numero de muestras hematicas tomadas,2008-12-01,6,6
SANTA ROSA,malaria,numero de muestras hematicas tomadas,2008-12-01,12,12
SENA,malaria,numero de muestras hematicas tomadas,2008-12-01,107,107
SOPACHUY,malaria,numero de muestras hematicas tomadas,2008-12-01,20,20
SUCRE,malaria,numero de muestras hematicas tomadas,2008-12-01,5,5
TARVITA,malaria,numero de muestras hematicas tomadas,2008-12-01,2,2
TEOPONTE,malaria,numero de muestras hematicas tomadas,2008-12-01,47,47
TOMINA,malaria,numero de muestras hematicas tomadas,2008-12-01,3,3
TORO TORO,malaria,numero de muestras hematicas tomadas,2008-12-01,3,3
VALLEGRANDE,malaria,numero de muestras hematicas tomadas,2008-12-01,8,8
VILA VILA,malaria,numero de muestras hematicas tomadas,2008-12-01,1,1
VILLA MONTES,malaria,numero de muestras hematicas tomadas,2008-12-01,210,210
VILLA NUEVA (LOMA ALTA),malaria,numero de muestras hematicas tomadas,2008-12-01,30,30
VILLA SERRANO,malaria,numero de muestras hematicas tomadas,2008-12-01,9,9
VILLA TUNARI,malaria,numero de muestras hematicas tomadas,2008-12-01,116,116
VILLA VACA GUZMAN (MUYUPAMPA),malaria,numero de muestras hematicas tomadas,2008-12-01,7,7
YACUIBA,malaria,numero de muestras hematicas tomadas,2008-12-01,758,758
YAPACANI,malaria,numero de muestras hematicas tomadas,2008-12-01,60,60
