,group,variable,month,TRATAMIENTOS DE 15 AÑOS Y MÁS INICIADO,TRATAMIENTOS DE 15 AÑOS Y MÁS INICIADO,TRATAMIENTOS DE 15 AÑOS Y MÁS CONCLUIDO,TRATAMIENTOS DE 15 AÑOS Y MÁS CONCLUIDO,TOTALES,TOTALES
RIBERALTA,chagas,tratamientos de 15 anos y mas,2024-11-01,2,4,2,4,4,8
SACABA,chagas,tratamientos de 15 anos y mas,2024-11-01,1,3,0,3,1,6
SACABAMBA,chagas,tratamientos de 15 anos y mas,2024-11-01,0,1,0,0,0,1
SAN BENITO,chagas,tratamientos de 15 anos y mas,2024-11-01,0,1,0,0,0,1
SAN LUCAS,chagas,tratamientos de 15 anos y mas,2024-11-01,0,1,0,1,0,2
SAN PEDRO,chagas,tratamientos de 15 anos y mas,2024-11-01,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,chagas,tratamientos de 15 anos y mas,2024-11-01,0,9,5,10,5,19
SICAYA,chagas,tratamientos de 15 anos y mas,2024-11-01,0,0,1,0,1,0
SIPE SIPE,chagas,tratamientos de 15 anos y mas,2024-11-01,0,1,1,1,1,2
SOPACHUY,chagas,tratamientos de 15 anos y mas,2024-11-01,0,0,0,1,0,1
SUCRE,chagas,tratamientos de 15 anos y mas,2024-11-01,4,4,0,1,4,5
TAPACARI,chagas,tratamientos de 15 anos y mas,2024-11-01,1,1,0,0,1,1
TARATA,chagas,tratamientos de 15 anos y mas,2024-11-01,0,0,1,0,1,0
TARIJA,chagas,tratamientos de 15 anos y mas,2024-11-01,0,0,1,4,1,4
TOCO,chagas,tratamientos de 15 anos y mas,2024-11-01,0,0,0,1,0,1
TOTORA(CBBA),chagas,tratamientos de 15 anos y mas,2024-11-01,1,2,0,0,1,2
TUPIZA,chagas,tratamientos de 15 anos y mas,2024-11-01,3,8,6,14,9,22
VALLEGRANDE,chagas,tratamientos de 15 anos y mas,2024-11-01,2,1,0,0,2,1
VILLA CHARCAS,chagas,tratamientos de 15 anos y mas,2024-11-01,0,1,1,1,1,2
VILLA MONTES,chagas,tratamientos de 15 anos y mas,2024-11-01,0,3,0,0,0,3
VILLA SERRANO,chagas,tratamientos de 15 anos y mas,2024-11-01,0,0,0,1,0,1
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2024-11-01,0,0,2,0,2,0
VILLA VACA GUZMAN (MUYUPAMPA),chagas,tratamientos de 15 anos y mas,2024-11-01,1,0,0,0,1,0
YACUIBA,chagas,tratamientos de 15 anos y mas,2024-11-01,1,1,1,0,2,1
YOTALA,chagas,tratamientos de 15 anos y mas,2024-11-01,0,1,0,0,0,1
AIQUILE,chagas,tratamientos de 15 anos y mas,2024-12-01,0,1,0,2,0,3
ALCALA,chagas,tratamientos de 15 anos y mas,2024-12-01,0,0,1,0,1,0
ARBIETO,chagas,tratamientos de 15 anos y mas,2024-12-01,0,0,1,1,1,1
ARQUE,chagas,tratamientos de 15 anos y mas,2024-12-01,0,0,1,0,1,0
BETANZOS,chagas,tratamientos de 15 anos y mas,2024-12-01,6,11,0,0,6,11
"CAIZA ""D""",chagas,tratamientos de 15 anos y mas,2024-12-01,0,1,0,0,0,1
CAMARGO,chagas,tratamientos de 15 anos y mas,2024-12-01,1,0,0,0,1,0
CAPINOTA,chagas,tratamientos de 15 anos y mas,2024-12-01,0,0,0,2,0,2
CHIMORE,chagas,tratamientos de 15 anos y mas,2024-12-01,0,1,0,1,0,2
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2024-12-01,5,6,8,17,13,23
CORIPATA,chagas,tratamientos de 15 anos y mas,2024-12-01,0,2,0,0,0,2
COROICO,chagas,tratamientos de 15 anos y mas,2024-12-01,0,1,0,0,0,1
COTAGAITA,chagas,tratamientos de 15 anos y mas,2024-12-01,0,1,0,1,0,2
ENTRE RIOS CBBA,chagas,tratamientos de 15 anos y mas,2024-12-01,2,1,1,1,3,2
HUACAYA (VILLA DE HUACAYA),chagas,tratamientos de 15 anos y mas,2024-12-01,0,0,0,1,0,1
LA ASUNTA,chagas,tratamientos de 15 anos y mas,2024-12-01,0,0,0,2,0,2
LA GUARDIA,chagas,tratamientos de 15 anos y mas,2024-12-01,0,0,1,2,1,2
LA PAZ,chagas,tratamientos de 15 anos y mas,2024-12-01,0,0,0,1,0,1
MAIRANA,chagas,tratamientos de 15 anos y mas,2024-12-01,0,0,1,0,1,0
MIZQUE,chagas,tratamientos de 15 anos y mas,2024-12-01,0,0,0,2,0,2
POJO (CBBA),chagas,tratamientos de 15 anos y mas,2024-12-01,0,0,1,0,1,0
POROMA,chagas,tratamientos de 15 anos y mas,2024-12-01,0,0,1,0,1,0
POSTRER VALLE,chagas,tratamientos de 15 anos y mas,2024-12-01,0,1,0,0,0,1
PUNATA,chagas,tratamientos de 15 anos y mas,2024-12-01,2,1,0,0,2,1
QUILLACOLLO,chagas,tratamientos de 15 anos y mas,2024-12-01,0,2,2,7,2,9
RAVELO,chagas,tratamientos de 15 anos y mas,2024-12-01,2,0,0,1,2,1
SACABA,chagas,tratamientos de 15 anos y mas,2024-12-01,0,1,3,5,3,6
SAN BENITO,chagas,tratamientos de 15 anos y mas,2024-12-01,1,1,0,0,1,1
SAN JULIAN,chagas,tratamientos de 15 anos y mas,2024-12-01,0,0,1,2,1,2
SAN LUCAS,chagas,tratamientos de 15 anos y mas,2024-12-01,1,0,0,0,1,0
SANTA CRUZ DE LA SIERRA,chagas,tratamientos de 15 anos y mas,2024-12-01,1,2,0,2,1,4
SANTIVAÑES,chagas,tratamientos de 15 anos y mas,2024-12-01,0,0,0,2,0,2
SIPE SIPE,chagas,tratamientos de 15 anos y mas,2024-12-01,0,1,1,3,1,4
SOPACHUY,chagas,tratamientos de 15 anos y mas,2024-12-01,0,0,0,1,0,1
SUCRE,chagas,tratamientos de 15 anos y mas,2024-12-01,1,0,5,3,6,3
TACOBAMBA,chagas,tratamientos de 15 anos y mas,2024-12-01,2,2,0,0,2,2
TARATA,chagas,tratamientos de 15 anos y mas,2024-12-01,0,0,1,1,1,1
TARIJA,chagas,tratamientos de 15 anos y mas,2024-12-01,0,0,1,1,1,1
TOTORA(CBBA),chagas,tratamientos de 15 anos y mas,2024-12-01,0,0,0,1,0,1
TUPIZA,chagas,tratamientos de 15 anos y mas,2024-12-01,7,5,11,8,18,13
VILLA MONTES,chagas,tratamientos de 15 anos y mas,2024-12-01,0,0,0,1,0,1
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2024-12-01,1,2,1,0,2,2
VINTO,chagas,tratamientos de 15 anos y mas,2024-12-01,0,1,0,0,0,1
YACUIBA,chagas,tratamientos de 15 anos y mas,2024-12-01,0,1,0,1,0,2
ZUDAÑEZ,chagas,tratamientos de 15 anos y mas,2024-12-01,1,0,1,1,2,1
