municipality,group,variable,month,Neumonías en menores de 5 años,TOTAL
MONTERO,diagnostico de egreso,neumonias en menores de 5 anos,2008-08-01,28,28
MOROCHATA,diagnostico de egreso,neumonias en menores de 5 anos,2008-08-01,1,1
ORURO,diagnostico de egreso,neumonias en menores de 5 anos,2008-08-01,23,23
PADILLA,diagnostico de egreso,neumonias en menores de 5 anos,2008-08-01,1,1
PAMPA AULLAGAS,diagnostico de egreso,neumonias en menores de 5 anos,2008-08-01,1,1
PATACAMAYA,diagnostico de egreso,neumonias en menores de 5 anos,2008-08-01,2,2
PORTACHUELO,diagnostico de egreso,neumonias en menores de 5 anos,2008-08-01,6,6
POTOSI,diagnostico de egreso,neumonias en menores de 5 anos,2008-08-01,35,35
PUERTO SUAREZ,diagnostico de egreso,neumonias en menores de 5 anos,2008-08-01,1,1
PUERTO VILLARROEL,diagnostico de egreso,neumonias en menores de 5 anos,2008-08-01,8,8
PUNATA,diagnostico de egreso,neumonias en menores de 5 anos,2008-08-01,6,6
QUILLACOLLO,diagnostico de egreso,neumonias en menores de 5 anos,2008-08-01,15,15
REYES,diagnostico de egreso,neumonias en menores de 5 anos,2008-08-01,14,14
RIBERALTA,diagnostico de egreso,neumonias en menores de 5 anos,2008-08-01,16,16
ROBORE,diagnostico de egreso,neumonias en menores de 5 anos,2008-08-01,4,4
RURRENABAQUE,diagnostico de egreso,neumonias en menores de 5 anos,2008-08-01,8,8
SACABA,diagnostico de egreso,neumonias en menores de 5 anos,2008-08-01,10,10
SACACA,diagnostico de egreso,neumonias en menores de 5 anos,2008-08-01,2,2
SAN BORJA,diagnostico de egreso,neumonias en menores de 5 anos,2008-08-01,5,5
SAN BUENA VENTURA,diagnostico de egreso,neumonias en menores de 5 anos,2008-08-01,2,2
SAN CARLOS,diagnostico de egreso,neumonias en menores de 5 anos,2008-08-01,9,9
SAN IGNACIO,diagnostico de egreso,neumonias en menores de 5 anos,2008-08-01,6,6
SAN IGNACIO DE VELASCO,diagnostico de egreso,neumonias en menores de 5 anos,2008-08-01,16,16
SAN JOAQUIN,diagnostico de egreso,neumonias en menores de 5 anos,2008-08-01,1,1
SAN JOSE DE CHIQUITOS,diagnostico de egreso,neumonias en menores de 5 anos,2008-08-01,1,1
SAN JULIAN,diagnostico de egreso,neumonias en menores de 5 anos,2008-08-01,31,31
SAN LUCAS,diagnostico de egreso,neumonias en menores de 5 anos,2008-08-01,5,5
SAN MIGUEL DE VELASCO,diagnostico de egreso,neumonias en menores de 5 anos,2008-08-01,2,2
SAN PEDRO,diagnostico de egreso,neumonias en menores de 5 anos,2008-08-01,1,1
SAN RAMON,diagnostico de egreso,neumonias en menores de 5 anos,2008-08-01,2,2
SAN RAMON,diagnostico de egreso,neumonias en menores de 5 anos,2008-08-01,1,1
SANTA ANA,diagnostico de egreso,neumonias en menores de 5 anos,2008-08-01,6,6
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,neumonias en menores de 5 anos,2008-08-01,98,98
SANTA ROSA,diagnostico de egreso,neumonias en menores de 5 anos,2008-08-01,2,2
SUCRE,diagnostico de egreso,neumonias en menores de 5 anos,2008-08-01,68,68
TARIJA,diagnostico de egreso,neumonias en menores de 5 anos,2008-08-01,29,29
TARVITA,diagnostico de egreso,neumonias en menores de 5 anos,2008-08-01,10,10
TIPUANI,diagnostico de egreso,neumonias en menores de 5 anos,2008-08-01,1,1
TIQUIPAYA,diagnostico de egreso,neumonias en menores de 5 anos,2008-08-01,2,2
TIRAQUE (CBBA),diagnostico de egreso,neumonias en menores de 5 anos,2008-08-01,19,19
TOTORA(CBBA),diagnostico de egreso,neumonias en menores de 5 anos,2008-08-01,1,1
TRINIDAD,diagnostico de egreso,neumonias en menores de 5 anos,2008-08-01,18,18
TUPIZA,diagnostico de egreso,neumonias en menores de 5 anos,2008-08-01,31,31
UNCIA,diagnostico de egreso,neumonias en menores de 5 anos,2008-08-01,3,3
VILLA MONTES,diagnostico de egreso,neumonias en menores de 5 anos,2008-08-01,13,13
VILLA TUNARI,diagnostico de egreso,neumonias en menores de 5 anos,2008-08-01,11,11
VILLAZON,diagnostico de egreso,neumonias en menores de 5 anos,2008-08-01,9,9
WARNES,diagnostico de egreso,neumonias en menores de 5 anos,2008-08-01,1,1
YACUIBA,diagnostico de egreso,neumonias en menores de 5 anos,2008-08-01,25,25
YAPACANI,diagnostico de egreso,neumonias en menores de 5 anos,2008-08-01,8,8
AIQUILE,diagnostico de egreso,neumonias en menores de 5 anos,2008-09-01,5,5
APOLO,diagnostico de egreso,neumonias en menores de 5 anos,2008-09-01,1,1
ASCENCION DE GUARAYOS,diagnostico de egreso,neumonias en menores de 5 anos,2008-09-01,16,16
ATOCHA,diagnostico de egreso,neumonias en menores de 5 anos,2008-09-01,2,2
AZURDUY,diagnostico de egreso,neumonias en menores de 5 anos,2008-09-01,1,1
BAURES,diagnostico de egreso,neumonias en menores de 5 anos,2008-09-01,1,1
BERMEJO,diagnostico de egreso,neumonias en menores de 5 anos,2008-09-01,3,3
BETANZOS,diagnostico de egreso,neumonias en menores de 5 anos,2008-09-01,2,2
CABEZAS,diagnostico de egreso,neumonias en menores de 5 anos,2008-09-01,2,2
CAMARGO,diagnostico de egreso,neumonias en menores de 5 anos,2008-09-01,1,1
CAMIRI,diagnostico de egreso,neumonias en menores de 5 anos,2008-09-01,26,26
CARANAVI,diagnostico de egreso,neumonias en menores de 5 anos,2008-09-01,6,6
CHALLAPATA,diagnostico de egreso,neumonias en menores de 5 anos,2008-09-01,2,2
CHARAGUA,diagnostico de egreso,neumonias en menores de 5 anos,2008-09-01,6,6
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,neumonias en menores de 5 anos,2008-09-01,2,2
CLIZA,diagnostico de egreso,neumonias en menores de 5 anos,2008-09-01,1,1
COBIJA,diagnostico de egreso,neumonias en menores de 5 anos,2008-09-01,1,1
COCHABAMBA,diagnostico de egreso,neumonias en menores de 5 anos,2008-09-01,73,73
COLCAPIRHUA,diagnostico de egreso,neumonias en menores de 5 anos,2008-09-01,1,1
COMARAPA,diagnostico de egreso,neumonias en menores de 5 anos,2008-09-01,10,10
CONCEPCION,diagnostico de egreso,neumonias en menores de 5 anos,2008-09-01,2,2
COROICO,diagnostico de egreso,neumonias en menores de 5 anos,2008-09-01,5,5
EL ALTO,diagnostico de egreso,neumonias en menores de 5 anos,2008-09-01,15,15
EL TORNO,diagnostico de egreso,neumonias en menores de 5 anos,2008-09-01,3,3
ENTRE RIOS,diagnostico de egreso,neumonias en menores de 5 anos,2008-09-01,1,1
GUAYARAMERIN,diagnostico de egreso,neumonias en menores de 5 anos,2008-09-01,5,5
HUANUNI,diagnostico de egreso,neumonias en menores de 5 anos,2008-09-01,2,2
IRUPANA (VILLA DE LANZA),diagnostico de egreso,neumonias en menores de 5 anos,2008-09-01,1,1
LA ASUNTA,diagnostico de egreso,neumonias en menores de 5 anos,2008-09-01,7,7
LA GUARDIA,diagnostico de egreso,neumonias en menores de 5 anos,2008-09-01,10,10
LA PAZ,diagnostico de egreso,neumonias en menores de 5 anos,2008-09-01,36,36
LAGUNILLAS,diagnostico de egreso,neumonias en menores de 5 anos,2008-09-01,3,3
LLALLAGUA,diagnostico de egreso,neumonias en menores de 5 anos,2008-09-01,11,11
MAGDALENA,diagnostico de egreso,neumonias en menores de 5 anos,2008-09-01,2,2
MAIRANA,diagnostico de egreso,neumonias en menores de 5 anos,2008-09-01,2,2
MIZQUE,diagnostico de egreso,neumonias en menores de 5 anos,2008-09-01,2,2
MONTEAGUDO,diagnostico de egreso,neumonias en menores de 5 anos,2008-09-01,7,7
MONTERO,diagnostico de egreso,neumonias en menores de 5 anos,2008-09-01,31,31
ORURO,diagnostico de egreso,neumonias en menores de 5 anos,2008-09-01,13,13
PALOS BLANCOS,diagnostico de egreso,neumonias en menores de 5 anos,2008-09-01,3,3
PORTACHUELO,diagnostico de egreso,neumonias en menores de 5 anos,2008-09-01,2,2
POTOSI,diagnostico de egreso,neumonias en menores de 5 anos,2008-09-01,25,25
PUERTO VILLARROEL,diagnostico de egreso,neumonias en menores de 5 anos,2008-09-01,2,2
PUNA,diagnostico de egreso,neumonias en menores de 5 anos,2008-09-01,1,1
PUNATA,diagnostico de egreso,neumonias en menores de 5 anos,2008-09-01,4,4
QUILLACOLLO,diagnostico de egreso,neumonias en menores de 5 anos,2008-09-01,10,10
REYES,diagnostico de egreso,neumonias en menores de 5 anos,2008-09-01,2,2
RIBERALTA,diagnostico de egreso,neumonias en menores de 5 anos,2008-09-01,13,13
ROBORE,diagnostico de egreso,neumonias en menores de 5 anos,2008-09-01,5,5
RURRENABAQUE,diagnostico de egreso,neumonias en menores de 5 anos,2008-09-01,2,2
SACABA,diagnostico de egreso,neumonias en menores de 5 anos,2008-09-01,12,12
SACACA,diagnostico de egreso,neumonias en menores de 5 anos,2008-09-01,2,2
SAMAIPATA,diagnostico de egreso,neumonias en menores de 5 anos,2008-09-01,1,1
SAN BORJA,diagnostico de egreso,neumonias en menores de 5 anos,2008-09-01,3,3
SAN CARLOS,diagnostico de egreso,neumonias en menores de 5 anos,2008-09-01,6,6
SAN IGNACIO,diagnostico de egreso,neumonias en menores de 5 anos,2008-09-01,1,1
SAN IGNACIO DE VELASCO,diagnostico de egreso,neumonias en menores de 5 anos,2008-09-01,18,18
SAN JOAQUIN,diagnostico de egreso,neumonias en menores de 5 anos,2008-09-01,1,1
SAN JOSE DE CHIQUITOS,diagnostico de egreso,neumonias en menores de 5 anos,2008-09-01,1,1
SAN JULIAN,diagnostico de egreso,neumonias en menores de 5 anos,2008-09-01,24,24
SAN LORENZO(TJA),diagnostico de egreso,neumonias en menores de 5 anos,2008-09-01,1,1
SAN LUCAS,diagnostico de egreso,neumonias en menores de 5 anos,2008-09-01,2,2
SAN MIGUEL DE VELASCO,diagnostico de egreso,neumonias en menores de 5 anos,2008-09-01,1,1
SANTA ANA,diagnostico de egreso,neumonias en menores de 5 anos,2008-09-01,2,2
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,neumonias en menores de 5 anos,2008-09-01,287,287
SOPACHUY,diagnostico de egreso,neumonias en menores de 5 anos,2008-09-01,1,1
SUCRE,diagnostico de egreso,neumonias en menores de 5 anos,2008-09-01,66,66
TARABUCO,diagnostico de egreso,neumonias en menores de 5 anos,2008-09-01,3,3
TARIJA,diagnostico de egreso,neumonias en menores de 5 anos,2008-09-01,13,13
TARVITA,diagnostico de egreso,neumonias en menores de 5 anos,2008-09-01,12,12
TIQUIPAYA,diagnostico de egreso,neumonias en menores de 5 anos,2008-09-01,11,11
TIRAQUE (CBBA),diagnostico de egreso,neumonias en menores de 5 anos,2008-09-01,19,19
TRINIDAD,diagnostico de egreso,neumonias en menores de 5 anos,2008-09-01,18,18
TUPIZA,diagnostico de egreso,neumonias en menores de 5 anos,2008-09-01,10,10
UNCIA,diagnostico de egreso,neumonias en menores de 5 anos,2008-09-01,4,4
UYUNI,diagnostico de egreso,neumonias en menores de 5 anos,2008-09-01,1,1
VALLEGRANDE,diagnostico de egreso,neumonias en menores de 5 anos,2008-09-01,1,1
VILLA MONTES,diagnostico de egreso,neumonias en menores de 5 anos,2008-09-01,5,5
VILLA TUNARI,diagnostico de egreso,neumonias en menores de 5 anos,2008-09-01,14,14
VILLAZON,diagnostico de egreso,neumonias en menores de 5 anos,2008-09-01,3,3
VINTO,diagnostico de egreso,neumonias en menores de 5 anos,2008-09-01,1,1
WARNES,diagnostico de egreso,neumonias en menores de 5 anos,2008-09-01,3,3
YACUIBA,diagnostico de egreso,neumonias en menores de 5 anos,2008-09-01,11,11
YAPACANI,diagnostico de egreso,neumonias en menores de 5 anos,2008-09-01,11,11
YOTALA,diagnostico de egreso,neumonias en menores de 5 anos,2008-09-01,1,1
ZUDAÑEZ,diagnostico de egreso,neumonias en menores de 5 anos,2008-09-01,1,1
AIQUILE,diagnostico de egreso,neumonias en menores de 5 anos,2008-10-01,3,3
APOLO,diagnostico de egreso,neumonias en menores de 5 anos,2008-10-01,2,2
ASCENCION DE GUARAYOS,diagnostico de egreso,neumonias en menores de 5 anos,2008-10-01,24,24
ATOCHA,diagnostico de egreso,neumonias en menores de 5 anos,2008-10-01,17,17
AZURDUY,diagnostico de egreso,neumonias en menores de 5 anos,2008-10-01,1,1
BERMEJO,diagnostico de egreso,neumonias en menores de 5 anos,2008-10-01,1,1
CABEZAS,diagnostico de egreso,neumonias en menores de 5 anos,2008-10-01,5,5
CAMARGO,diagnostico de egreso,neumonias en menores de 5 anos,2008-10-01,2,2
CAMIRI,diagnostico de egreso,neumonias en menores de 5 anos,2008-10-01,11,11
CARANAVI,diagnostico de egreso,neumonias en menores de 5 anos,2008-10-01,10,10
CARMEN RIVERO TORREZ,diagnostico de egreso,neumonias en menores de 5 anos,2008-10-01,12,12
CHALLAPATA,diagnostico de egreso,neumonias en menores de 5 anos,2008-10-01,2,2
CHARAGUA,diagnostico de egreso,neumonias en menores de 5 anos,2008-10-01,5,5
CLIZA,diagnostico de egreso,neumonias en menores de 5 anos,2008-10-01,3,3
COBIJA,diagnostico de egreso,neumonias en menores de 5 anos,2008-10-01,7,7
COCHABAMBA,diagnostico de egreso,neumonias en menores de 5 anos,2008-10-01,60,60
COLQUIRI,diagnostico de egreso,neumonias en menores de 5 anos,2008-10-01,2,2
COMARAPA,diagnostico de egreso,neumonias en menores de 5 anos,2008-10-01,2,2
CONCEPCION,diagnostico de egreso,neumonias en menores de 5 anos,2008-10-01,4,4
CUATRO CAÑADAS,diagnostico de egreso,neumonias en menores de 5 anos,2008-10-01,5,5
CULPINA,diagnostico de egreso,neumonias en menores de 5 anos,2008-10-01,1,1
EL ALTO,diagnostico de egreso,neumonias en menores de 5 anos,2008-10-01,25,25
EL TORNO,diagnostico de egreso,neumonias en menores de 5 anos,2008-10-01,3,3
ENTRE RIOS,diagnostico de egreso,neumonias en menores de 5 anos,2008-10-01,2,2
FERNANDEZ ALONSO,diagnostico de egreso,neumonias en menores de 5 anos,2008-10-01,2,2
GUAYARAMERIN,diagnostico de egreso,neumonias en menores de 5 anos,2008-10-01,7,7
HUANUNI,diagnostico de egreso,neumonias en menores de 5 anos,2008-10-01,4,4
LA GUARDIA,diagnostico de egreso,neumonias en menores de 5 anos,2008-10-01,1,1
LA PAZ,diagnostico de egreso,neumonias en menores de 5 anos,2008-10-01,45,45
LLALLAGUA,diagnostico de egreso,neumonias en menores de 5 anos,2008-10-01,7,7
MIZQUE,diagnostico de egreso,neumonias en menores de 5 anos,2008-10-01,3,3
MONTEAGUDO,diagnostico de egreso,neumonias en menores de 5 anos,2008-10-01,4,4
MONTERO,diagnostico de egreso,neumonias en menores de 5 anos,2008-10-01,30,30
ORURO,diagnostico de egreso,neumonias en menores de 5 anos,2008-10-01,22,22
PADILLA,diagnostico de egreso,neumonias en menores de 5 anos,2008-10-01,1,1
PALOS BLANCOS,diagnostico de egreso,neumonias en menores de 5 anos,2008-10-01,1,1
PATACAMAYA,diagnostico de egreso,neumonias en menores de 5 anos,2008-10-01,1,1
PORTACHUELO,diagnostico de egreso,neumonias en menores de 5 anos,2008-10-01,4,4
POTOSI,diagnostico de egreso,neumonias en menores de 5 anos,2008-10-01,32,32
PUERTO SUAREZ,diagnostico de egreso,neumonias en menores de 5 anos,2008-10-01,1,1
PUERTO VILLARROEL,diagnostico de egreso,neumonias en menores de 5 anos,2008-10-01,4,4
PUNATA,diagnostico de egreso,neumonias en menores de 5 anos,2008-10-01,5,5
QUILLACOLLO,diagnostico de egreso,neumonias en menores de 5 anos,2008-10-01,13,13
REYES,diagnostico de egreso,neumonias en menores de 5 anos,2008-10-01,4,4
RIBERALTA,diagnostico de egreso,neumonias en menores de 5 anos,2008-10-01,11,11
ROBORE,diagnostico de egreso,neumonias en menores de 5 anos,2008-10-01,3,3
RURRENABAQUE,diagnostico de egreso,neumonias en menores de 5 anos,2008-10-01,3,3
SACABA,diagnostico de egreso,neumonias en menores de 5 anos,2008-10-01,12,12
SACACA,diagnostico de egreso,neumonias en menores de 5 anos,2008-10-01,3,3
SAMAIPATA,diagnostico de egreso,neumonias en menores de 5 anos,2008-10-01,1,1
SAN CARLOS,diagnostico de egreso,neumonias en menores de 5 anos,2008-10-01,10,10
SAN IGNACIO DE VELASCO,diagnostico de egreso,neumonias en menores de 5 anos,2008-10-01,20,20
SAN JOAQUIN,diagnostico de egreso,neumonias en menores de 5 anos,2008-10-01,2,2
SAN JOSE DE CHIQUITOS,diagnostico de egreso,neumonias en menores de 5 anos,2008-10-01,1,1
SAN JULIAN,diagnostico de egreso,neumonias en menores de 5 anos,2008-10-01,8,8
SAN LUCAS,diagnostico de egreso,neumonias en menores de 5 anos,2008-10-01,3,3
SAN MATIAS,diagnostico de egreso,neumonias en menores de 5 anos,2008-10-01,1,1
SAN MIGUEL DE VELASCO,diagnostico de egreso,neumonias en menores de 5 anos,2008-10-01,4,4
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,neumonias en menores de 5 anos,2008-10-01,545,545
SOPACHUY,diagnostico de egreso,neumonias en menores de 5 anos,2008-10-01,2,2
SUCRE,diagnostico de egreso,neumonias en menores de 5 anos,2008-10-01,62,62
TARABUCO,diagnostico de egreso,neumonias en menores de 5 anos,2008-10-01,4,4
TARIJA,diagnostico de egreso,neumonias en menores de 5 anos,2008-10-01,23,23
TARVITA,diagnostico de egreso,neumonias en menores de 5 anos,2008-10-01,2,2
TIQUIPAYA,diagnostico de egreso,neumonias en menores de 5 anos,2008-10-01,20,20
TIRAQUE (CBBA),diagnostico de egreso,neumonias en menores de 5 anos,2008-10-01,22,22
TOTORA(CBBA),diagnostico de egreso,neumonias en menores de 5 anos,2008-10-01,1,1
TRINIDAD,diagnostico de egreso,neumonias en menores de 5 anos,2008-10-01,12,12
TUPIZA,diagnostico de egreso,neumonias en menores de 5 anos,2008-10-01,12,12
VALLEGRANDE,diagnostico de egreso,neumonias en menores de 5 anos,2008-10-01,1,1
VILLA MONTES,diagnostico de egreso,neumonias en menores de 5 anos,2008-10-01,18,18
VILLA TUNARI,diagnostico de egreso,neumonias en menores de 5 anos,2008-10-01,10,10
VILLAZON,diagnostico de egreso,neumonias en menores de 5 anos,2008-10-01,6,6
WARNES,diagnostico de egreso,neumonias en menores de 5 anos,2008-10-01,3,3
YACUIBA,diagnostico de egreso,neumonias en menores de 5 anos,2008-10-01,17,17
YAMPARAEZ,diagnostico de egreso,neumonias en menores de 5 anos,2008-10-01,1,1
YAPACANI,diagnostico de egreso,neumonias en menores de 5 anos,2008-10-01,5,5
ZUDAÑEZ,diagnostico de egreso,neumonias en menores de 5 anos,2008-10-01,2,2
AIQUILE,diagnostico de egreso,neumonias en menores de 5 anos,2008-11-01,5,5
ASCENCION DE GUARAYOS,diagnostico de egreso,neumonias en menores de 5 anos,2008-11-01,11,11
AYOPAYA (V. DE INDEPENDENCIA),diagnostico de egreso,neumonias en menores de 5 anos,2008-11-01,7,7
BERMEJO,diagnostico de egreso,neumonias en menores de 5 anos,2008-11-01,7,7
CABEZAS,diagnostico de egreso,neumonias en menores de 5 anos,2008-11-01,5,5
CAMIRI,diagnostico de egreso,neumonias en menores de 5 anos,2008-11-01,9,9
CARANAVI,diagnostico de egreso,neumonias en menores de 5 anos,2008-11-01,6,6
CARMEN RIVERO TORREZ,diagnostico de egreso,neumonias en menores de 5 anos,2008-11-01,20,20
CHARAGUA,diagnostico de egreso,neumonias en menores de 5 anos,2008-11-01,10,10
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,neumonias en menores de 5 anos,2008-11-01,3,3
CLIZA,diagnostico de egreso,neumonias en menores de 5 anos,2008-11-01,1,1
COBIJA,diagnostico de egreso,neumonias en menores de 5 anos,2008-11-01,5,5
COCHABAMBA,diagnostico de egreso,neumonias en menores de 5 anos,2008-11-01,44,44
COMARAPA,diagnostico de egreso,neumonias en menores de 5 anos,2008-11-01,1,1
CONCEPCION,diagnostico de egreso,neumonias en menores de 5 anos,2008-11-01,2,2
COROICO,diagnostico de egreso,neumonias en menores de 5 anos,2008-11-01,2,2
CUATRO CAÑADAS,diagnostico de egreso,neumonias en menores de 5 anos,2008-11-01,1,1
CURVA,diagnostico de egreso,neumonias en menores de 5 anos,2008-11-01,1,1
EL ALTO,diagnostico de egreso,neumonias en menores de 5 anos,2008-11-01,32,32
EL TORNO,diagnostico de egreso,neumonias en menores de 5 anos,2008-11-01,1,1
GUANAY,diagnostico de egreso,neumonias en menores de 5 anos,2008-11-01,1,1
GUAYARAMERIN,diagnostico de egreso,neumonias en menores de 5 anos,2008-11-01,6,6
GUTIERREZ,diagnostico de egreso,neumonias en menores de 5 anos,2008-11-01,2,2
HUACAYA (VILLA DE HUACAYA),diagnostico de egreso,neumonias en menores de 5 anos,2008-11-01,1,1
HUANUNI,diagnostico de egreso,neumonias en menores de 5 anos,2008-11-01,4,4
HUARACAJE,diagnostico de egreso,neumonias en menores de 5 anos,2008-11-01,1,1
IRUPANA (VILLA DE LANZA),diagnostico de egreso,neumonias en menores de 5 anos,2008-11-01,1,1
LA ASUNTA,diagnostico de egreso,neumonias en menores de 5 anos,2008-11-01,5,5
LA GUARDIA,diagnostico de egreso,neumonias en menores de 5 anos,2008-11-01,2,2
LA PAZ,diagnostico de egreso,neumonias en menores de 5 anos,2008-11-01,57,57
LLALLAGUA,diagnostico de egreso,neumonias en menores de 5 anos,2008-11-01,11,11
MAGDALENA,diagnostico de egreso,neumonias en menores de 5 anos,2008-11-01,1,1
MIZQUE,diagnostico de egreso,neumonias en menores de 5 anos,2008-11-01,4,4
MONTERO,diagnostico de egreso,neumonias en menores de 5 anos,2008-11-01,19,19
ORURO,diagnostico de egreso,neumonias en menores de 5 anos,2008-11-01,12,12
PADILLA,diagnostico de egreso,neumonias en menores de 5 anos,2008-11-01,4,4
PALOS BLANCOS,diagnostico de egreso,neumonias en menores de 5 anos,2008-11-01,1,1
PORTACHUELO,diagnostico de egreso,neumonias en menores de 5 anos,2008-11-01,2,2
POTOSI,diagnostico de egreso,neumonias en menores de 5 anos,2008-11-01,33,33
PUERTO ACOSTA,diagnostico de egreso,neumonias en menores de 5 anos,2008-11-01,2,2
PUERTO SUAREZ,diagnostico de egreso,neumonias en menores de 5 anos,2008-11-01,1,1
PUERTO VILLARROEL,diagnostico de egreso,neumonias en menores de 5 anos,2008-11-01,4,4
PUNATA,diagnostico de egreso,neumonias en menores de 5 anos,2008-11-01,3,3
QUILLACOLLO,diagnostico de egreso,neumonias en menores de 5 anos,2008-11-01,11,11
REYES,diagnostico de egreso,neumonias en menores de 5 anos,2008-11-01,5,5
RIBERALTA,diagnostico de egreso,neumonias en menores de 5 anos,2008-11-01,19,19
ROBORE,diagnostico de egreso,neumonias en menores de 5 anos,2008-11-01,2,2
RURRENABAQUE,diagnostico de egreso,neumonias en menores de 5 anos,2008-11-01,5,5
SACABA,diagnostico de egreso,neumonias en menores de 5 anos,2008-11-01,4,4
SAMAIPATA,diagnostico de egreso,neumonias en menores de 5 anos,2008-11-01,2,2
SAN BORJA,diagnostico de egreso,neumonias en menores de 5 anos,2008-11-01,1,1
SAN CARLOS,diagnostico de egreso,neumonias en menores de 5 anos,2008-11-01,9,9
SAN IGNACIO,diagnostico de egreso,neumonias en menores de 5 anos,2008-11-01,2,2
SAN IGNACIO DE VELASCO,diagnostico de egreso,neumonias en menores de 5 anos,2008-11-01,20,20
SAN JULIAN,diagnostico de egreso,neumonias en menores de 5 anos,2008-11-01,8,8
SAN LUCAS,diagnostico de egreso,neumonias en menores de 5 anos,2008-11-01,2,2
SAN MATIAS,diagnostico de egreso,neumonias en menores de 5 anos,2008-11-01,4,4
SAN MIGUEL DE VELASCO,diagnostico de egreso,neumonias en menores de 5 anos,2008-11-01,3,3
SAN PEDRO DE BUENA VISTA,diagnostico de egreso,neumonias en menores de 5 anos,2008-11-01,2,2
SAN RAMON,diagnostico de egreso,neumonias en menores de 5 anos,2008-11-01,1,1
SANTA ANA,diagnostico de egreso,neumonias en menores de 5 anos,2008-11-01,1,1
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,neumonias en menores de 5 anos,2008-11-01,445,445
SOPACHUY,diagnostico de egreso,neumonias en menores de 5 anos,2008-11-01,5,5
SUCRE,diagnostico de egreso,neumonias en menores de 5 anos,2008-11-01,68,68
TARABUCO,diagnostico de egreso,neumonias en menores de 5 anos,2008-11-01,2,2
TARIJA,diagnostico de egreso,neumonias en menores de 5 anos,2008-11-01,5,5
TARVITA,diagnostico de egreso,neumonias en menores de 5 anos,2008-11-01,5,5
TIPUANI,diagnostico de egreso,neumonias en menores de 5 anos,2008-11-01,2,2
TIRAQUE (CBBA),diagnostico de egreso,neumonias en menores de 5 anos,2008-11-01,22,22
TOMINA,diagnostico de egreso,neumonias en menores de 5 anos,2008-11-01,1,1
TRINIDAD,diagnostico de egreso,neumonias en menores de 5 anos,2008-11-01,11,11
TUPIZA,diagnostico de egreso,neumonias en menores de 5 anos,2008-11-01,16,16
VALLEGRANDE,diagnostico de egreso,neumonias en menores de 5 anos,2008-11-01,2,2
VILLA MONTES,diagnostico de egreso,neumonias en menores de 5 anos,2008-11-01,5,5
VILLA TUNARI,diagnostico de egreso,neumonias en menores de 5 anos,2008-11-01,19,19
VILLAZON,diagnostico de egreso,neumonias en menores de 5 anos,2008-11-01,11,11
WARNES,diagnostico de egreso,neumonias en menores de 5 anos,2008-11-01,1,1
YACUIBA,diagnostico de egreso,neumonias en menores de 5 anos,2008-11-01,20,20
YAMPARAEZ,diagnostico de egreso,neumonias en menores de 5 anos,2008-11-01,1,1
YAPACANI,diagnostico de egreso,neumonias en menores de 5 anos,2008-11-01,22,22
YOTALA,diagnostico de egreso,neumonias en menores de 5 anos,2008-11-01,1,1
ZUDAÑEZ,diagnostico de egreso,neumonias en menores de 5 anos,2008-11-01,3,3
AIQUILE,diagnostico de egreso,neumonias en menores de 5 anos,2008-12-01,7,7
ASCENCION DE GUARAYOS,diagnostico de egreso,neumonias en menores de 5 anos,2008-12-01,8,8
ATOCHA,diagnostico de egreso,neumonias en menores de 5 anos,2008-12-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),diagnostico de egreso,neumonias en menores de 5 anos,2008-12-01,1,1
BERMEJO,diagnostico de egreso,neumonias en menores de 5 anos,2008-12-01,3,3
CABEZAS,diagnostico de egreso,neumonias en menores de 5 anos,2008-12-01,1,1
CAMIRI,diagnostico de egreso,neumonias en menores de 5 anos,2008-12-01,7,7
CARANAVI,diagnostico de egreso,neumonias en menores de 5 anos,2008-12-01,1,1
CARMEN RIVERO TORREZ,diagnostico de egreso,neumonias en menores de 5 anos,2008-12-01,5,5
CHALLAPATA,diagnostico de egreso,neumonias en menores de 5 anos,2008-12-01,3,3
CHARAGUA,diagnostico de egreso,neumonias en menores de 5 anos,2008-12-01,7,7
CLIZA,diagnostico de egreso,neumonias en menores de 5 anos,2008-12-01,2,2
COBIJA,diagnostico de egreso,neumonias en menores de 5 anos,2008-12-01,8,8
COCHABAMBA,diagnostico de egreso,neumonias en menores de 5 anos,2008-12-01,21,21
COLCAPIRHUA,diagnostico de egreso,neumonias en menores de 5 anos,2008-12-01,1,1
COLQUIRI,diagnostico de egreso,neumonias en menores de 5 anos,2008-12-01,1,1
COMARAPA,diagnostico de egreso,neumonias en menores de 5 anos,2008-12-01,1,1
CONCEPCION,diagnostico de egreso,neumonias en menores de 5 anos,2008-12-01,3,3
COROICO,diagnostico de egreso,neumonias en menores de 5 anos,2008-12-01,2,2
COTAGAITA,diagnostico de egreso,neumonias en menores de 5 anos,2008-12-01,1,1
CUATRO CAÑADAS,diagnostico de egreso,neumonias en menores de 5 anos,2008-12-01,2,2
CULPINA,diagnostico de egreso,neumonias en menores de 5 anos,2008-12-01,1,1
