municipality,group,variable,month,Otros en menores de 5 años,TOTAL
ROBORE,diagnostico de egreso,otros en menores de 5 anos,2008-08-01,5,5
RURRENABAQUE,diagnostico de egreso,otros en menores de 5 anos,2008-08-01,9,9
SACABA,diagnostico de egreso,otros en menores de 5 anos,2008-08-01,33,33
SACACA,diagnostico de egreso,otros en menores de 5 anos,2008-08-01,1,1
SAN BORJA,diagnostico de egreso,otros en menores de 5 anos,2008-08-01,11,11
SAN BUENA VENTURA,diagnostico de egreso,otros en menores de 5 anos,2008-08-01,1,1
SAN CARLOS,diagnostico de egreso,otros en menores de 5 anos,2008-08-01,6,6
SAN IGNACIO,diagnostico de egreso,otros en menores de 5 anos,2008-08-01,3,3
SAN IGNACIO DE VELASCO,diagnostico de egreso,otros en menores de 5 anos,2008-08-01,69,69
SAN JAVIER(STC),diagnostico de egreso,otros en menores de 5 anos,2008-08-01,1,1
SAN JOSE DE CHIQUITOS,diagnostico de egreso,otros en menores de 5 anos,2008-08-01,2,2
SAN JULIAN,diagnostico de egreso,otros en menores de 5 anos,2008-08-01,63,63
SAN LUCAS,diagnostico de egreso,otros en menores de 5 anos,2008-08-01,4,4
SAN MATIAS,diagnostico de egreso,otros en menores de 5 anos,2008-08-01,3,3
SAN MIGUEL DE VELASCO,diagnostico de egreso,otros en menores de 5 anos,2008-08-01,2,2
SANTA ANA,diagnostico de egreso,otros en menores de 5 anos,2008-08-01,5,5
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,otros en menores de 5 anos,2008-08-01,1175,1175
SANTA ROSA DEL SARA,diagnostico de egreso,otros en menores de 5 anos,2008-08-01,1,1
SIPE SIPE,diagnostico de egreso,otros en menores de 5 anos,2008-08-01,7,7
SOPACHUY,diagnostico de egreso,otros en menores de 5 anos,2008-08-01,1,1
SORATA,diagnostico de egreso,otros en menores de 5 anos,2008-08-01,1,1
SUCRE,diagnostico de egreso,otros en menores de 5 anos,2008-08-01,184,184
TARIJA,diagnostico de egreso,otros en menores de 5 anos,2008-08-01,96,96
TARVITA,diagnostico de egreso,otros en menores de 5 anos,2008-08-01,2,2
TIPUANI,diagnostico de egreso,otros en menores de 5 anos,2008-08-01,1,1
TIQUIPAYA,diagnostico de egreso,otros en menores de 5 anos,2008-08-01,6,6
TIRAQUE (CBBA),diagnostico de egreso,otros en menores de 5 anos,2008-08-01,4,4
TRINIDAD,diagnostico de egreso,otros en menores de 5 anos,2008-08-01,318,318
TUPIZA,diagnostico de egreso,otros en menores de 5 anos,2008-08-01,18,18
UNCIA,diagnostico de egreso,otros en menores de 5 anos,2008-08-01,43,43
VALLEGRANDE,diagnostico de egreso,otros en menores de 5 anos,2008-08-01,8,8
VILLA MONTES,diagnostico de egreso,otros en menores de 5 anos,2008-08-01,16,16
VILLA TUNARI,diagnostico de egreso,otros en menores de 5 anos,2008-08-01,38,38
VILLAZON,diagnostico de egreso,otros en menores de 5 anos,2008-08-01,7,7
VINTO,diagnostico de egreso,otros en menores de 5 anos,2008-08-01,1,1
WARNES,diagnostico de egreso,otros en menores de 5 anos,2008-08-01,3,3
YACUIBA,diagnostico de egreso,otros en menores de 5 anos,2008-08-01,45,45
YAPACANI,diagnostico de egreso,otros en menores de 5 anos,2008-08-01,16,16
ACHACACHI,diagnostico de egreso,otros en menores de 5 anos,2008-09-01,2,2
AIQUILE,diagnostico de egreso,otros en menores de 5 anos,2008-09-01,8,8
APOLO,diagnostico de egreso,otros en menores de 5 anos,2008-09-01,1,1
ASCENCION DE GUARAYOS,diagnostico de egreso,otros en menores de 5 anos,2008-09-01,28,28
ATOCHA,diagnostico de egreso,otros en menores de 5 anos,2008-09-01,9,9
BERMEJO,diagnostico de egreso,otros en menores de 5 anos,2008-09-01,15,15
CAMARGO,diagnostico de egreso,otros en menores de 5 anos,2008-09-01,19,19
CAMIRI,diagnostico de egreso,otros en menores de 5 anos,2008-09-01,49,49
CARANAVI,diagnostico de egreso,otros en menores de 5 anos,2008-09-01,1,1
CARMEN RIVERO TORREZ,diagnostico de egreso,otros en menores de 5 anos,2008-09-01,18,18
CHALLAPATA,diagnostico de egreso,otros en menores de 5 anos,2008-09-01,9,9
CHARAGUA,diagnostico de egreso,otros en menores de 5 anos,2008-09-01,7,7
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,otros en menores de 5 anos,2008-09-01,6,6
CLIZA,diagnostico de egreso,otros en menores de 5 anos,2008-09-01,1,1
COBIJA,diagnostico de egreso,otros en menores de 5 anos,2008-09-01,28,28
COCHABAMBA,diagnostico de egreso,otros en menores de 5 anos,2008-09-01,142,142
COLCAPIRHUA,diagnostico de egreso,otros en menores de 5 anos,2008-09-01,3,3
CONCEPCION,diagnostico de egreso,otros en menores de 5 anos,2008-09-01,2,2
COROICO,diagnostico de egreso,otros en menores de 5 anos,2008-09-01,9,9
COTAGAITA,diagnostico de egreso,otros en menores de 5 anos,2008-09-01,2,2
EL ALTO,diagnostico de egreso,otros en menores de 5 anos,2008-09-01,188,188
EL TORNO,diagnostico de egreso,otros en menores de 5 anos,2008-09-01,5,5
ENTRE RIOS,diagnostico de egreso,otros en menores de 5 anos,2008-09-01,3,3
GUAYARAMERIN,diagnostico de egreso,otros en menores de 5 anos,2008-09-01,27,27
HUANUNI,diagnostico de egreso,otros en menores de 5 anos,2008-09-01,2,2
IRUPANA (VILLA DE LANZA),diagnostico de egreso,otros en menores de 5 anos,2008-09-01,2,2
LA ASUNTA,diagnostico de egreso,otros en menores de 5 anos,2008-09-01,6,6
LA GUARDIA,diagnostico de egreso,otros en menores de 5 anos,2008-09-01,9,9
LA PAZ,diagnostico de egreso,otros en menores de 5 anos,2008-09-01,605,605
LLALLAGUA,diagnostico de egreso,otros en menores de 5 anos,2008-09-01,22,22
MAGDALENA,diagnostico de egreso,otros en menores de 5 anos,2008-09-01,3,3
MAIRANA,diagnostico de egreso,otros en menores de 5 anos,2008-09-01,1,1
MIZQUE,diagnostico de egreso,otros en menores de 5 anos,2008-09-01,6,6
MONTEAGUDO,diagnostico de egreso,otros en menores de 5 anos,2008-09-01,7,7
MONTERO,diagnostico de egreso,otros en menores de 5 anos,2008-09-01,120,120
OCURI,diagnostico de egreso,otros en menores de 5 anos,2008-09-01,4,4
ORURO,diagnostico de egreso,otros en menores de 5 anos,2008-09-01,60,60
PADILLA,diagnostico de egreso,otros en menores de 5 anos,2008-09-01,5,5
PALOS BLANCOS,diagnostico de egreso,otros en menores de 5 anos,2008-09-01,4,4
PORTACHUELO,diagnostico de egreso,otros en menores de 5 anos,2008-09-01,8,8
POTOSI,diagnostico de egreso,otros en menores de 5 anos,2008-09-01,82,82
PUERTO SUAREZ,diagnostico de egreso,otros en menores de 5 anos,2008-09-01,1,1
PUERTO VILLARROEL,diagnostico de egreso,otros en menores de 5 anos,2008-09-01,14,14
PUNA,diagnostico de egreso,otros en menores de 5 anos,2008-09-01,1,1
PUNATA,diagnostico de egreso,otros en menores de 5 anos,2008-09-01,47,47
QUILLACOLLO,diagnostico de egreso,otros en menores de 5 anos,2008-09-01,40,40
REYES,diagnostico de egreso,otros en menores de 5 anos,2008-09-01,3,3
RIBERALTA,diagnostico de egreso,otros en menores de 5 anos,2008-09-01,42,42
ROBORE,diagnostico de egreso,otros en menores de 5 anos,2008-09-01,3,3
RURRENABAQUE,diagnostico de egreso,otros en menores de 5 anos,2008-09-01,3,3
SACABA,diagnostico de egreso,otros en menores de 5 anos,2008-09-01,30,30
SACACA,diagnostico de egreso,otros en menores de 5 anos,2008-09-01,1,1
SAN ANTONIO DE LOMERIO,diagnostico de egreso,otros en menores de 5 anos,2008-09-01,1,1
SAN BORJA,diagnostico de egreso,otros en menores de 5 anos,2008-09-01,5,5
SAN CARLOS,diagnostico de egreso,otros en menores de 5 anos,2008-09-01,17,17
SAN IGNACIO,diagnostico de egreso,otros en menores de 5 anos,2008-09-01,2,2
SAN IGNACIO DE VELASCO,diagnostico de egreso,otros en menores de 5 anos,2008-09-01,86,86
SAN JOAQUIN,diagnostico de egreso,otros en menores de 5 anos,2008-09-01,5,5
SAN JOSE DE CHIQUITOS,diagnostico de egreso,otros en menores de 5 anos,2008-09-01,3,3
SAN JULIAN,diagnostico de egreso,otros en menores de 5 anos,2008-09-01,215,215
SAN LUCAS,diagnostico de egreso,otros en menores de 5 anos,2008-09-01,2,2
SAN MIGUEL DE VELASCO,diagnostico de egreso,otros en menores de 5 anos,2008-09-01,3,3
SAN RAMON,diagnostico de egreso,otros en menores de 5 anos,2008-09-01,1,1
SANTA ANA,diagnostico de egreso,otros en menores de 5 anos,2008-09-01,4,4
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,otros en menores de 5 anos,2008-09-01,1055,1055
SANTA ROSA,diagnostico de egreso,otros en menores de 5 anos,2008-09-01,1,1
SIPE SIPE,diagnostico de egreso,otros en menores de 5 anos,2008-09-01,14,14
SOPACHUY,diagnostico de egreso,otros en menores de 5 anos,2008-09-01,1,1
SUCRE,diagnostico de egreso,otros en menores de 5 anos,2008-09-01,178,178
TARABUCO,diagnostico de egreso,otros en menores de 5 anos,2008-09-01,1,1
TARIJA,diagnostico de egreso,otros en menores de 5 anos,2008-09-01,47,47
TIQUIPAYA,diagnostico de egreso,otros en menores de 5 anos,2008-09-01,5,5
TIRAQUE (CBBA),diagnostico de egreso,otros en menores de 5 anos,2008-09-01,23,23
TRINIDAD,diagnostico de egreso,otros en menores de 5 anos,2008-09-01,308,308
TUPIZA,diagnostico de egreso,otros en menores de 5 anos,2008-09-01,19,19
UNCIA,diagnostico de egreso,otros en menores de 5 anos,2008-09-01,52,52
VALLEGRANDE,diagnostico de egreso,otros en menores de 5 anos,2008-09-01,9,9
VILLA MONTES,diagnostico de egreso,otros en menores de 5 anos,2008-09-01,13,13
VILLA TUNARI,diagnostico de egreso,otros en menores de 5 anos,2008-09-01,35,35
VILLAZON,diagnostico de egreso,otros en menores de 5 anos,2008-09-01,61,61
VINTO,diagnostico de egreso,otros en menores de 5 anos,2008-09-01,2,2
WARNES,diagnostico de egreso,otros en menores de 5 anos,2008-09-01,3,3
YACUIBA,diagnostico de egreso,otros en menores de 5 anos,2008-09-01,51,51
YAPACANI,diagnostico de egreso,otros en menores de 5 anos,2008-09-01,16,16
ZUDAÑEZ,diagnostico de egreso,otros en menores de 5 anos,2008-09-01,1,1
ACHACACHI,diagnostico de egreso,otros en menores de 5 anos,2008-10-01,1,1
AIQUILE,diagnostico de egreso,otros en menores de 5 anos,2008-10-01,8,8
APOLO,diagnostico de egreso,otros en menores de 5 anos,2008-10-01,2,2
ASCENCION DE GUARAYOS,diagnostico de egreso,otros en menores de 5 anos,2008-10-01,28,28
ATOCHA,diagnostico de egreso,otros en menores de 5 anos,2008-10-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),diagnostico de egreso,otros en menores de 5 anos,2008-10-01,1,1
BAURES,diagnostico de egreso,otros en menores de 5 anos,2008-10-01,2,2
BERMEJO,diagnostico de egreso,otros en menores de 5 anos,2008-10-01,31,31
BETANZOS,diagnostico de egreso,otros en menores de 5 anos,2008-10-01,3,3
BOYUIBE,diagnostico de egreso,otros en menores de 5 anos,2008-10-01,1,1
CAMARGO,diagnostico de egreso,otros en menores de 5 anos,2008-10-01,26,26
CAMIRI,diagnostico de egreso,otros en menores de 5 anos,2008-10-01,44,44
CARANAVI,diagnostico de egreso,otros en menores de 5 anos,2008-10-01,13,13
CARAPARI,diagnostico de egreso,otros en menores de 5 anos,2008-10-01,1,1
CHALLAPATA,diagnostico de egreso,otros en menores de 5 anos,2008-10-01,2,2
CHARAGUA,diagnostico de egreso,otros en menores de 5 anos,2008-10-01,11,11
CLIZA,diagnostico de egreso,otros en menores de 5 anos,2008-10-01,11,11
COBIJA,diagnostico de egreso,otros en menores de 5 anos,2008-10-01,18,18
COCHABAMBA,diagnostico de egreso,otros en menores de 5 anos,2008-10-01,118,118
COLCAPIRHUA,diagnostico de egreso,otros en menores de 5 anos,2008-10-01,7,7
COMARAPA,diagnostico de egreso,otros en menores de 5 anos,2008-10-01,1,1
CONCEPCION,diagnostico de egreso,otros en menores de 5 anos,2008-10-01,1,1
COROICO,diagnostico de egreso,otros en menores de 5 anos,2008-10-01,17,17
COTOCA,diagnostico de egreso,otros en menores de 5 anos,2008-10-01,1,1
EL ALTO,diagnostico de egreso,otros en menores de 5 anos,2008-10-01,131,131
EL TORNO,diagnostico de egreso,otros en menores de 5 anos,2008-10-01,2,2
FERNANDEZ ALONSO,diagnostico de egreso,otros en menores de 5 anos,2008-10-01,81,81
GUAYARAMERIN,diagnostico de egreso,otros en menores de 5 anos,2008-10-01,26,26
HUANUNI,diagnostico de egreso,otros en menores de 5 anos,2008-10-01,5,5
LA GUARDIA,diagnostico de egreso,otros en menores de 5 anos,2008-10-01,2,2
LA PAZ,diagnostico de egreso,otros en menores de 5 anos,2008-10-01,739,739
LLALLAGUA,diagnostico de egreso,otros en menores de 5 anos,2008-10-01,23,23
MAGDALENA,diagnostico de egreso,otros en menores de 5 anos,2008-10-01,7,7
MIZQUE,diagnostico de egreso,otros en menores de 5 anos,2008-10-01,6,6
MONTEAGUDO,diagnostico de egreso,otros en menores de 5 anos,2008-10-01,9,9
MONTERO,diagnostico de egreso,otros en menores de 5 anos,2008-10-01,126,126
ORURO,diagnostico de egreso,otros en menores de 5 anos,2008-10-01,53,53
PADILLA,diagnostico de egreso,otros en menores de 5 anos,2008-10-01,5,5
PALOS BLANCOS,diagnostico de egreso,otros en menores de 5 anos,2008-10-01,4,4
PORTACHUELO,diagnostico de egreso,otros en menores de 5 anos,2008-10-01,8,8
POTOSI,diagnostico de egreso,otros en menores de 5 anos,2008-10-01,81,81
PRESTO,diagnostico de egreso,otros en menores de 5 anos,2008-10-01,1,1
PUERTO SUAREZ,diagnostico de egreso,otros en menores de 5 anos,2008-10-01,1,1
PUERTO VILLARROEL,diagnostico de egreso,otros en menores de 5 anos,2008-10-01,9,9
PUNATA,diagnostico de egreso,otros en menores de 5 anos,2008-10-01,46,46
QUILLACOLLO,diagnostico de egreso,otros en menores de 5 anos,2008-10-01,38,38
REYES,diagnostico de egreso,otros en menores de 5 anos,2008-10-01,1,1
RIBERALTA,diagnostico de egreso,otros en menores de 5 anos,2008-10-01,50,50
ROBORE,diagnostico de egreso,otros en menores de 5 anos,2008-10-01,2,2
RURRENABAQUE,diagnostico de egreso,otros en menores de 5 anos,2008-10-01,8,8
SACABA,diagnostico de egreso,otros en menores de 5 anos,2008-10-01,38,38
SAN BORJA,diagnostico de egreso,otros en menores de 5 anos,2008-10-01,5,5
SAN CARLOS,diagnostico de egreso,otros en menores de 5 anos,2008-10-01,7,7
SAN IGNACIO,diagnostico de egreso,otros en menores de 5 anos,2008-10-01,7,7
SAN IGNACIO DE VELASCO,diagnostico de egreso,otros en menores de 5 anos,2008-10-01,88,88
SAN JAVIER(STC),diagnostico de egreso,otros en menores de 5 anos,2008-10-01,1,1
SAN JOAQUIN,diagnostico de egreso,otros en menores de 5 anos,2008-10-01,1,1
SAN JOSE DE CHIQUITOS,diagnostico de egreso,otros en menores de 5 anos,2008-10-01,2,2
SAN JULIAN,diagnostico de egreso,otros en menores de 5 anos,2008-10-01,50,50
SAN MATIAS,diagnostico de egreso,otros en menores de 5 anos,2008-10-01,1,1
SAN MIGUEL DE VELASCO,diagnostico de egreso,otros en menores de 5 anos,2008-10-01,5,5
SAN PEDRO DE BUENA VISTA,diagnostico de egreso,otros en menores de 5 anos,2008-10-01,1,1
SAN RAMON,diagnostico de egreso,otros en menores de 5 anos,2008-10-01,1,1
SANTA ANA,diagnostico de egreso,otros en menores de 5 anos,2008-10-01,3,3
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,otros en menores de 5 anos,2008-10-01,1336,1336
SANTA ROSA,diagnostico de egreso,otros en menores de 5 anos,2008-10-01,2,2
SANTA ROSA DEL SARA,diagnostico de egreso,otros en menores de 5 anos,2008-10-01,1,1
SIPE SIPE,diagnostico de egreso,otros en menores de 5 anos,2008-10-01,11,11
SOPACHUY,diagnostico de egreso,otros en menores de 5 anos,2008-10-01,1,1
SORATA,diagnostico de egreso,otros en menores de 5 anos,2008-10-01,2,2
SUCRE,diagnostico de egreso,otros en menores de 5 anos,2008-10-01,267,267
TARABUCO,diagnostico de egreso,otros en menores de 5 anos,2008-10-01,3,3
TARIJA,diagnostico de egreso,otros en menores de 5 anos,2008-10-01,141,141
TARVITA,diagnostico de egreso,otros en menores de 5 anos,2008-10-01,1,1
TIQUIPAYA,diagnostico de egreso,otros en menores de 5 anos,2008-10-01,6,6
TIRAQUE (CBBA),diagnostico de egreso,otros en menores de 5 anos,2008-10-01,21,21
TOLEDO,diagnostico de egreso,otros en menores de 5 anos,2008-10-01,1,1
TRINIDAD,diagnostico de egreso,otros en menores de 5 anos,2008-10-01,367,367
TUPIZA,diagnostico de egreso,otros en menores de 5 anos,2008-10-01,51,51
VALLEGRANDE,diagnostico de egreso,otros en menores de 5 anos,2008-10-01,5,5
VILLA MONTES,diagnostico de egreso,otros en menores de 5 anos,2008-10-01,18,18
VILLA TUNARI,diagnostico de egreso,otros en menores de 5 anos,2008-10-01,55,55
VILLA VACA GUZMAN (MUYUPAMPA),diagnostico de egreso,otros en menores de 5 anos,2008-10-01,2,2
VILLAZON,diagnostico de egreso,otros en menores de 5 anos,2008-10-01,12,12
VINTO,diagnostico de egreso,otros en menores de 5 anos,2008-10-01,9,9
YACUIBA,diagnostico de egreso,otros en menores de 5 anos,2008-10-01,48,48
YAPACANI,diagnostico de egreso,otros en menores de 5 anos,2008-10-01,15,15
YOTALA,diagnostico de egreso,otros en menores de 5 anos,2008-10-01,1,1
ZUDAÑEZ,diagnostico de egreso,otros en menores de 5 anos,2008-10-01,6,6
AIQUILE,diagnostico de egreso,otros en menores de 5 anos,2008-11-01,6,6
APOLO,diagnostico de egreso,otros en menores de 5 anos,2008-11-01,1,1
ASCENCION DE GUARAYOS,diagnostico de egreso,otros en menores de 5 anos,2008-11-01,30,30
ATOCHA,diagnostico de egreso,otros en menores de 5 anos,2008-11-01,10,10
AYOPAYA (V. DE INDEPENDENCIA),diagnostico de egreso,otros en menores de 5 anos,2008-11-01,1,1
BERMEJO,diagnostico de egreso,otros en menores de 5 anos,2008-11-01,31,31
BETANZOS,diagnostico de egreso,otros en menores de 5 anos,2008-11-01,1,1
CAMARGO,diagnostico de egreso,otros en menores de 5 anos,2008-11-01,17,17
CAMIRI,diagnostico de egreso,otros en menores de 5 anos,2008-11-01,49,49
CARANAVI,diagnostico de egreso,otros en menores de 5 anos,2008-11-01,10,10
CARMEN RIVERO TORREZ,diagnostico de egreso,otros en menores de 5 anos,2008-11-01,8,8
CHALLAPATA,diagnostico de egreso,otros en menores de 5 anos,2008-11-01,7,7
CHARAGUA,diagnostico de egreso,otros en menores de 5 anos,2008-11-01,8,8
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,otros en menores de 5 anos,2008-11-01,4,4
CLIZA,diagnostico de egreso,otros en menores de 5 anos,2008-11-01,1,1
COBIJA,diagnostico de egreso,otros en menores de 5 anos,2008-11-01,24,24
COCHABAMBA,diagnostico de egreso,otros en menores de 5 anos,2008-11-01,146,146
COLCAPIRHUA,diagnostico de egreso,otros en menores de 5 anos,2008-11-01,4,4
CONCEPCION,diagnostico de egreso,otros en menores de 5 anos,2008-11-01,4,4
COROICO,diagnostico de egreso,otros en menores de 5 anos,2008-11-01,12,12
COTOCA,diagnostico de egreso,otros en menores de 5 anos,2008-11-01,3,3
CULPINA,diagnostico de egreso,otros en menores de 5 anos,2008-11-01,2,2
EL ALTO,diagnostico de egreso,otros en menores de 5 anos,2008-11-01,137,137
EL TORNO,diagnostico de egreso,otros en menores de 5 anos,2008-11-01,6,6
ENTRE RIOS,diagnostico de egreso,otros en menores de 5 anos,2008-11-01,4,4
FERNANDEZ ALONSO,diagnostico de egreso,otros en menores de 5 anos,2008-11-01,46,46
GUANAY,diagnostico de egreso,otros en menores de 5 anos,2008-11-01,1,1
GUAYARAMERIN,diagnostico de egreso,otros en menores de 5 anos,2008-11-01,32,32
HUANUNI,diagnostico de egreso,otros en menores de 5 anos,2008-11-01,3,3
LA GUARDIA,diagnostico de egreso,otros en menores de 5 anos,2008-11-01,5,5
LA PAZ,diagnostico de egreso,otros en menores de 5 anos,2008-11-01,634,634
LLALLAGUA,diagnostico de egreso,otros en menores de 5 anos,2008-11-01,30,30
MAGDALENA,diagnostico de egreso,otros en menores de 5 anos,2008-11-01,8,8
MAIRANA,diagnostico de egreso,otros en menores de 5 anos,2008-11-01,2,2
MIZQUE,diagnostico de egreso,otros en menores de 5 anos,2008-11-01,7,7
MONTERO,diagnostico de egreso,otros en menores de 5 anos,2008-11-01,93,93
ORURO,diagnostico de egreso,otros en menores de 5 anos,2008-11-01,54,54
PADILLA,diagnostico de egreso,otros en menores de 5 anos,2008-11-01,6,6
PALOS BLANCOS,diagnostico de egreso,otros en menores de 5 anos,2008-11-01,3,3
PORTACHUELO,diagnostico de egreso,otros en menores de 5 anos,2008-11-01,15,15
POTOSI,diagnostico de egreso,otros en menores de 5 anos,2008-11-01,111,111
PUCARA,diagnostico de egreso,otros en menores de 5 anos,2008-11-01,1,1
PUERTO ACOSTA,diagnostico de egreso,otros en menores de 5 anos,2008-11-01,2,2
PUERTO QUIJARRO,diagnostico de egreso,otros en menores de 5 anos,2008-11-01,1,1
PUERTO SUAREZ,diagnostico de egreso,otros en menores de 5 anos,2008-11-01,1,1
PUERTO VILLARROEL,diagnostico de egreso,otros en menores de 5 anos,2008-11-01,8,8
PUNATA,diagnostico de egreso,otros en menores de 5 anos,2008-11-01,43,43
QUILLACOLLO,diagnostico de egreso,otros en menores de 5 anos,2008-11-01,35,35
REYES,diagnostico de egreso,otros en menores de 5 anos,2008-11-01,1,1
RIBERALTA,diagnostico de egreso,otros en menores de 5 anos,2008-11-01,51,51
ROBORE,diagnostico de egreso,otros en menores de 5 anos,2008-11-01,3,3
RURRENABAQUE,diagnostico de egreso,otros en menores de 5 anos,2008-11-01,3,3
SACABA,diagnostico de egreso,otros en menores de 5 anos,2008-11-01,35,35
SACACA,diagnostico de egreso,otros en menores de 5 anos,2008-11-01,1,1
SAN ANTONIO DE LOMERIO,diagnostico de egreso,otros en menores de 5 anos,2008-11-01,1,1
SAN BORJA,diagnostico de egreso,otros en menores de 5 anos,2008-11-01,9,9
SAN CARLOS,diagnostico de egreso,otros en menores de 5 anos,2008-11-01,27,27
SAN IGNACIO DE VELASCO,diagnostico de egreso,otros en menores de 5 anos,2008-11-01,57,57
SAN JAVIER(STC),diagnostico de egreso,otros en menores de 5 anos,2008-11-01,3,3
SAN JULIAN,diagnostico de egreso,otros en menores de 5 anos,2008-11-01,11,11
SAN LUCAS,diagnostico de egreso,otros en menores de 5 anos,2008-11-01,4,4
SAN MATIAS,diagnostico de egreso,otros en menores de 5 anos,2008-11-01,1,1
SAN MIGUEL DE VELASCO,diagnostico de egreso,otros en menores de 5 anos,2008-11-01,1,1
SANTA ANA,diagnostico de egreso,otros en menores de 5 anos,2008-11-01,2,2
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,otros en menores de 5 anos,2008-11-01,1092,1092
SANTA ROSA,diagnostico de egreso,otros en menores de 5 anos,2008-11-01,1,1
SIPE SIPE,diagnostico de egreso,otros en menores de 5 anos,2008-11-01,5,5
SOPACHUY,diagnostico de egreso,otros en menores de 5 anos,2008-11-01,1,1
SUCRE,diagnostico de egreso,otros en menores de 5 anos,2008-11-01,192,192
TARIJA,diagnostico de egreso,otros en menores de 5 anos,2008-11-01,82,82
TARVITA,diagnostico de egreso,otros en menores de 5 anos,2008-11-01,3,3
TIRAQUE (CBBA),diagnostico de egreso,otros en menores de 5 anos,2008-11-01,23,23
TOMINA,diagnostico de egreso,otros en menores de 5 anos,2008-11-01,3,3
TRINIDAD,diagnostico de egreso,otros en menores de 5 anos,2008-11-01,344,344
TUPIZA,diagnostico de egreso,otros en menores de 5 anos,2008-11-01,20,20
VALLEGRANDE,diagnostico de egreso,otros en menores de 5 anos,2008-11-01,8,8
VILLA MONTES,diagnostico de egreso,otros en menores de 5 anos,2008-11-01,16,16
VILLA TUNARI,diagnostico de egreso,otros en menores de 5 anos,2008-11-01,22,22
VILLAZON,diagnostico de egreso,otros en menores de 5 anos,2008-11-01,55,55
VINTO,diagnostico de egreso,otros en menores de 5 anos,2008-11-01,8,8
YACUIBA,diagnostico de egreso,otros en menores de 5 anos,2008-11-01,45,45
YAMPARAEZ,diagnostico de egreso,otros en menores de 5 anos,2008-11-01,1,1
YAPACANI,diagnostico de egreso,otros en menores de 5 anos,2008-11-01,35,35
ZUDAÑEZ,diagnostico de egreso,otros en menores de 5 anos,2008-11-01,7,7
AIQUILE,diagnostico de egreso,otros en menores de 5 anos,2008-12-01,12,12
ASCENCION DE GUARAYOS,diagnostico de egreso,otros en menores de 5 anos,2008-12-01,33,33
ATOCHA,diagnostico de egreso,otros en menores de 5 anos,2008-12-01,17,17
BERMEJO,diagnostico de egreso,otros en menores de 5 anos,2008-12-01,24,24
BOYUIBE,diagnostico de egreso,otros en menores de 5 anos,2008-12-01,2,2
CAMIRI,diagnostico de egreso,otros en menores de 5 anos,2008-12-01,22,22
CARANAVI,diagnostico de egreso,otros en menores de 5 anos,2008-12-01,16,16
CARMEN RIVERO TORREZ,diagnostico de egreso,otros en menores de 5 anos,2008-12-01,8,8
CHALLAPATA,diagnostico de egreso,otros en menores de 5 anos,2008-12-01,3,3
CHARAGUA,diagnostico de egreso,otros en menores de 5 anos,2008-12-01,12,12
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,otros en menores de 5 anos,2008-12-01,1,1
CLIZA,diagnostico de egreso,otros en menores de 5 anos,2008-12-01,3,3
COBIJA,diagnostico de egreso,otros en menores de 5 anos,2008-12-01,26,26
COCHABAMBA,diagnostico de egreso,otros en menores de 5 anos,2008-12-01,82,82
COLCAPIRHUA,diagnostico de egreso,otros en menores de 5 anos,2008-12-01,5,5
COMARAPA,diagnostico de egreso,otros en menores de 5 anos,2008-12-01,2,2
CONCEPCION,diagnostico de egreso,otros en menores de 5 anos,2008-12-01,6,6
COROICO,diagnostico de egreso,otros en menores de 5 anos,2008-12-01,11,11
COTAGAITA,diagnostico de egreso,otros en menores de 5 anos,2008-12-01,4,4
COTOCA,diagnostico de egreso,otros en menores de 5 anos,2008-12-01,1,1
CUEVO,diagnostico de egreso,otros en menores de 5 anos,2008-12-01,1,1
CULPINA,diagnostico de egreso,otros en menores de 5 anos,2008-12-01,1,1
EL ALTO,diagnostico de egreso,otros en menores de 5 anos,2008-12-01,185,185
EL TORNO,diagnostico de egreso,otros en menores de 5 anos,2008-12-01,3,3
EL VILLAR,diagnostico de egreso,otros en menores de 5 anos,2008-12-01,1,1
ENTRE RIOS,diagnostico de egreso,otros en menores de 5 anos,2008-12-01,1,1
FERNANDEZ ALONSO,diagnostico de egreso,otros en menores de 5 anos,2008-12-01,73,73
GUAYARAMERIN,diagnostico de egreso,otros en menores de 5 anos,2008-12-01,38,38
HUANUNI,diagnostico de egreso,otros en menores de 5 anos,2008-12-01,1,1
LA GUARDIA,diagnostico de egreso,otros en menores de 5 anos,2008-12-01,2,2
LA PAZ,diagnostico de egreso,otros en menores de 5 anos,2008-12-01,878,878
LLALLAGUA,diagnostico de egreso,otros en menores de 5 anos,2008-12-01,21,21
MAGDALENA,diagnostico de egreso,otros en menores de 5 anos,2008-12-01,8,8
MIZQUE,diagnostico de egreso,otros en menores de 5 anos,2008-12-01,5,5
MONTEAGUDO,diagnostico de egreso,otros en menores de 5 anos,2008-12-01,7,7
MONTERO,diagnostico de egreso,otros en menores de 5 anos,2008-12-01,150,150
