municipality,group,variable,month,Diarreas en menores de 5 años,TOTAL
PAILON,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,19,19
PALOS BLANCOS,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,2,2
PATACAMAYA,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,2,2
POCOATA,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,1,1
PORTACHUELO,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,7,7
POTOSI,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,123,123
PUERTO QUIJARRO,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,1,1
PUERTO SUAREZ,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,1,1
PUERTO VILLARROEL,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,10,10
PUNATA,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,10,10
QUILLACOLLO,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,1,1
REYES,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,6,6
RIBERALTA,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,158,158
ROBORE,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,7,7
RURRENABAQUE,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,18,18
SACABA,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,4,4
SACACA,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,1,1
SAN ANTONIO DE LOMERIO,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,3,3
SAN CARLOS,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,11,11
SAN IGNACIO,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,11,11
SAN IGNACIO DE VELASCO,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,34,34
SAN JOAQUIN,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,3,3
SAN JULIAN,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,40,40
SAN LUCAS,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,5,5
SAN MATIAS,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,3,3
SAN MIGUEL DE VELASCO,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,10,10
SAN RAFAEL,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,1,1
SAN RAMON,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,3,3
SANTA ANA,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,4,4
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,355,355
SIPE SIPE,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,1,1
SOPACHUY,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,6,6
SUCRE,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,51,51
TAPACARI,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,1,1
TARIJA,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,21,21
TARVITA,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,5,5
TIPUANI,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,1,1
TIQUIPAYA,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,4,4
TIRAQUE (CBBA),diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,12,12
TOTORA(CBBA),diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,2,2
TRINIDAD,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,111,111
TUPIZA,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,11,11
VALLEGRANDE,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,6,6
VILA VILA,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,1,1
VILLA MONTES,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,11,11
VILLA TUNARI,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,24,24
VILLAZON,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,4,4
VINTO,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,4,4
VITICHI,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,1,1
WARNES,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,16,16
YACUIBA,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,30,30
YAPACANI,diagnostico de egreso,diarreas en menores de 5 anos,2008-07-01,34,34
AIQUILE,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,2,2
APOLO,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,1,1
ASCENCION DE GUARAYOS,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,14,14
ATOCHA,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,7,7
BERMEJO,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,7,7
BOYUIBE,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,1,1
CAMARGO,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,4,4
CAMIRI,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,17,17
CARANAVI,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,5,5
CARMEN RIVERO TORREZ,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,15,15
CHALLAPATA,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,2,2
CHARAGUA,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,11,11
CLIZA,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,3,3
COBIJA,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,24,24
COCHABAMBA,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,62,62
COLCAPIRHUA,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,3,3
COLQUIRI,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,1,1
COMARAPA,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,13,13
CONCEPCION,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,6,6
COROICO,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,3,3
COTOCA,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,3,3
EL ALTO,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,62,62
EL TORNO,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,8,8
EL VILLAR,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,13,13
ENTRE RIOS,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,1,1
FERNANDEZ ALONSO,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,54,54
GUANAY,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,3,3
GUAYARAMERIN,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,29,29
HUANUNI,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,2,2
HUARACAJE,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,1,1
INCAHUASI,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,1,1
LA ASUNTA,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,7,7
LA GUARDIA,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,44,44
LA PAZ,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,98,98
LLALLAGUA,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,9,9
MAGDALENA,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,9,9
MAIRANA,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,2,2
MONTEAGUDO,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,2,2
MONTERO,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,50,50
OCURI,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,3,3
ORURO,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,47,47
PADILLA,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,2,2
PALOS BLANCOS,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,2,2
PAMPA GRANDE,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,1,1
PATACAMAYA,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,2,2
PORTACHUELO,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,6,6
POTOSI,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,31,31
PUERTO QUIJARRO,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,1,1
PUERTO SUAREZ,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,1,1
PUERTO VILLARROEL,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,10,10
PUNATA,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,5,5
QUILLACOLLO,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,8,8
REYES,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,4,4
RIBERALTA,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,66,66
ROBORE,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,10,10
RURRENABAQUE,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,11,11
SACABA,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,6,6
SAN ANTONIO DE LOMERIO,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,2,2
SAN BORJA,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,16,16
SAN BUENA VENTURA,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,6,6
SAN CARLOS,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,8,8
SAN IGNACIO,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,4,4
SAN IGNACIO DE VELASCO,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,28,28
SAN JAVIER(STC),diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,2,2
SAN JOAQUIN,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,1,1
SAN JOSE DE CHIQUITOS,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,2,2
SAN JULIAN,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,50,50
SAN LUCAS,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,3,3
SAN MATIAS,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,3,3
SAN MIGUEL DE VELASCO,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,8,8
SAN PEDRO,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,1,1
SAN PEDRO DE BUENA VISTA,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,1,1
SAN RAMON,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,1,1
SAN RAMON,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,4,4
SANTA ANA,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,4,4
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,306,306
SANTA ROSA,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,4,4
SENA,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,1,1
SOPACHUY,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,2,2
SORATA,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,2,2
SUCRE,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,28,28
TARIJA,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,5,5
TARVITA,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,1,1
TIQUIPAYA,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,3,3
TIRAQUE (CBBA),diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,11,11
TOTORA(CBBA),diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,1,1
TRINIDAD,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,69,69
TUPIZA,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,19,19
UNCIA,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,15,15
VILLA MONTES,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,4,4
VILLA TUNARI,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,16,16
VILLA VACA GUZMAN (MUYUPAMPA),diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,1,1
VILLAZON,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,2,2
WARNES,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,4,4
YACUIBA,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,25,25
YAPACANI,diagnostico de egreso,diarreas en menores de 5 anos,2008-08-01,19,19
AIQUILE,diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,4,4
APOLO,diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,1,1
ASCENCION DE GUARAYOS,diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,2,2
ATOCHA,diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,1,1
BAURES,diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,1,1
BERMEJO,diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,6,6
BOYUIBE,diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,1,1
CAMARGO,diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,1,1
CAMIRI,diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,7,7
CARANAVI,diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,11,11
CARMEN RIVERO TORREZ,diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,10,10
CHALLAPATA,diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,2,2
CHARAGUA,diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,7,7
CHULUMANI (V. DE LA LIBERTAD),diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,3,3
CLIZA,diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,2,2
COBIJA,diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,7,7
COCHABAMBA,diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,75,75
COLCAPIRHUA,diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,2,2
COMARAPA,diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,3,3
CONCEPCION,diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,1,1
COROICO,diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,1,1
COTAGAITA,diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,1,1
EL ALTO,diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,31,31
EL PUENTE(TJA),diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,9,9
EL TORNO,diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,4,4
ENTRE RIOS,diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,2,2
FERNANDEZ ALONSO,diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,41,41
GUAYARAMERIN,diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,18,18
GUTIERREZ,diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,1,1
HUANUNI,diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,5,5
LA ASUNTA,diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,15,15
LA GUARDIA,diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,11,11
LA PAZ,diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,90,90
LLALLAGUA,diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,7,7
LURIBAY,diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,1,1
MAGDALENA,diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,2,2
MIZQUE,diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,4,4
MONTEAGUDO,diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,3,3
MONTERO,diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,39,39
OCURI,diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,1,1
ORURO,diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,69,69
PADILLA,diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,2,2
PALOS BLANCOS,diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,2,2
PORTACHUELO,diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,2,2
POTOSI,diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,41,41
PUERTO QUIJARRO,diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,1,1
PUERTO SUAREZ,diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,2,2
PUERTO VILLARROEL,diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,12,12
PUNATA,diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,9,9
QUILLACOLLO,diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,9,9
REYES,diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,6,6
RIBERALTA,diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,29,29
ROBORE,diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,4,4
RURRENABAQUE,diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,5,5
SACABA,diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,9,9
SAN ANTONIO DE LOMERIO,diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,2,2
SAN BORJA,diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,50,50
SAN CARLOS,diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,10,10
SAN IGNACIO,diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,1,1
SAN IGNACIO DE VELASCO,diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,33,33
SAN JOAQUIN,diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,4,4
SAN JOSE DE CHIQUITOS,diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,13,13
SAN JULIAN,diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,48,48
SAN MIGUEL DE VELASCO,diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,5,5
SANTA ANA,diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,3,3
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,367,367
SANTA ROSA DEL SARA,diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,2,2
SENA,diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,1,1
SUCRE,diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,72,72
TARABUCO,diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,2,2
TARIJA,diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,7,7
TIQUIPAYA,diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,6,6
TIRAQUE (CBBA),diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,20,20
TRINIDAD,diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,41,41
TUPIZA,diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,3,3
UNCIA,diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,18,18
URUBICHA,diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,1,1
UYUNI,diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,1,1
VALLEGRANDE,diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,2,2
VILLA MONTES,diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,4,4
VILLA TUNARI,diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,19,19
VILLAZON,diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,8,8
VINTO,diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,2,2
VITICHI,diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,1,1
WARNES,diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,3,3
YACUIBA,diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,9,9
YAPACANI,diagnostico de egreso,diarreas en menores de 5 anos,2008-09-01,12,12
ACHACACHI,diagnostico de egreso,diarreas en menores de 5 anos,2008-10-01,1,1
AIQUILE,diagnostico de egreso,diarreas en menores de 5 anos,2008-10-01,1,1
APOLO,diagnostico de egreso,diarreas en menores de 5 anos,2008-10-01,1,1
ASCENCION DE GUARAYOS,diagnostico de egreso,diarreas en menores de 5 anos,2008-10-01,2,2
ATOCHA,diagnostico de egreso,diarreas en menores de 5 anos,2008-10-01,16,16
AYOPAYA (V. DE INDEPENDENCIA),diagnostico de egreso,diarreas en menores de 5 anos,2008-10-01,2,2
AZURDUY,diagnostico de egreso,diarreas en menores de 5 anos,2008-10-01,1,1
BAURES,diagnostico de egreso,diarreas en menores de 5 anos,2008-10-01,1,1
BERMEJO,diagnostico de egreso,diarreas en menores de 5 anos,2008-10-01,8,8
CAMIRI,diagnostico de egreso,diarreas en menores de 5 anos,2008-10-01,14,14
CARANAVI,diagnostico de egreso,diarreas en menores de 5 anos,2008-10-01,7,7
CHALLAPATA,diagnostico de egreso,diarreas en menores de 5 anos,2008-10-01,1,1
CHARAGUA,diagnostico de egreso,diarreas en menores de 5 anos,2008-10-01,6,6
CLIZA,diagnostico de egreso,diarreas en menores de 5 anos,2008-10-01,1,1
COBIJA,diagnostico de egreso,diarreas en menores de 5 anos,2008-10-01,8,8
COCHABAMBA,diagnostico de egreso,diarreas en menores de 5 anos,2008-10-01,87,87
COLCAPIRHUA,diagnostico de egreso,diarreas en menores de 5 anos,2008-10-01,1,1
COLQUIRI,diagnostico de egreso,diarreas en menores de 5 anos,2008-10-01,2,2
COMARAPA,diagnostico de egreso,diarreas en menores de 5 anos,2008-10-01,4,4
CONCEPCION,diagnostico de egreso,diarreas en menores de 5 anos,2008-10-01,1,1
COROICO,diagnostico de egreso,diarreas en menores de 5 anos,2008-10-01,1,1
CUATRO CAÑADAS,diagnostico de egreso,diarreas en menores de 5 anos,2008-10-01,3,3
CULPINA,diagnostico de egreso,diarreas en menores de 5 anos,2008-10-01,1,1
EL ALTO,diagnostico de egreso,diarreas en menores de 5 anos,2008-10-01,46,46
EL TORNO,diagnostico de egreso,diarreas en menores de 5 anos,2008-10-01,5,5
EL VILLAR,diagnostico de egreso,diarreas en menores de 5 anos,2008-10-01,1,1
FERNANDEZ ALONSO,diagnostico de egreso,diarreas en menores de 5 anos,2008-10-01,38,38
GUANAY,diagnostico de egreso,diarreas en menores de 5 anos,2008-10-01,3,3
GUAYARAMERIN,diagnostico de egreso,diarreas en menores de 5 anos,2008-10-01,16,16
HUANUNI,diagnostico de egreso,diarreas en menores de 5 anos,2008-10-01,6,6
IRUPANA (VILLA DE LANZA),diagnostico de egreso,diarreas en menores de 5 anos,2008-10-01,1,1
LA ASUNTA,diagnostico de egreso,diarreas en menores de 5 anos,2008-10-01,1,1
LA GUARDIA,diagnostico de egreso,diarreas en menores de 5 anos,2008-10-01,11,11
LA PAZ,diagnostico de egreso,diarreas en menores de 5 anos,2008-10-01,60,60
LLALLAGUA,diagnostico de egreso,diarreas en menores de 5 anos,2008-10-01,14,14
MAGDALENA,diagnostico de egreso,diarreas en menores de 5 anos,2008-10-01,3,3
MIZQUE,diagnostico de egreso,diarreas en menores de 5 anos,2008-10-01,1,1
MONTEAGUDO,diagnostico de egreso,diarreas en menores de 5 anos,2008-10-01,4,4
MONTERO,diagnostico de egreso,diarreas en menores de 5 anos,2008-10-01,38,38
OMEREQUE,diagnostico de egreso,diarreas en menores de 5 anos,2008-10-01,1,1
ORURO,diagnostico de egreso,diarreas en menores de 5 anos,2008-10-01,16,16
PADILLA,diagnostico de egreso,diarreas en menores de 5 anos,2008-10-01,4,4
PAILON,diagnostico de egreso,diarreas en menores de 5 anos,2008-10-01,2,2
PALOS BLANCOS,diagnostico de egreso,diarreas en menores de 5 anos,2008-10-01,6,6
PORTACHUELO,diagnostico de egreso,diarreas en menores de 5 anos,2008-10-01,2,2
POTOSI,diagnostico de egreso,diarreas en menores de 5 anos,2008-10-01,53,53
PUERTO QUIJARRO,diagnostico de egreso,diarreas en menores de 5 anos,2008-10-01,1,1
PUERTO SUAREZ,diagnostico de egreso,diarreas en menores de 5 anos,2008-10-01,1,1
PUERTO VILLARROEL,diagnostico de egreso,diarreas en menores de 5 anos,2008-10-01,6,6
PUNATA,diagnostico de egreso,diarreas en menores de 5 anos,2008-10-01,10,10
QUILLACOLLO,diagnostico de egreso,diarreas en menores de 5 anos,2008-10-01,7,7
REYES,diagnostico de egreso,diarreas en menores de 5 anos,2008-10-01,8,8
RIBERALTA,diagnostico de egreso,diarreas en menores de 5 anos,2008-10-01,27,27
ROBORE,diagnostico de egreso,diarreas en menores de 5 anos,2008-10-01,4,4
RURRENABAQUE,diagnostico de egreso,diarreas en menores de 5 anos,2008-10-01,8,8
SACABA,diagnostico de egreso,diarreas en menores de 5 anos,2008-10-01,15,15
SAN BORJA,diagnostico de egreso,diarreas en menores de 5 anos,2008-10-01,26,26
SAN CARLOS,diagnostico de egreso,diarreas en menores de 5 anos,2008-10-01,16,16
SAN IGNACIO,diagnostico de egreso,diarreas en menores de 5 anos,2008-10-01,3,3
SAN IGNACIO DE VELASCO,diagnostico de egreso,diarreas en menores de 5 anos,2008-10-01,27,27
SAN JOAQUIN,diagnostico de egreso,diarreas en menores de 5 anos,2008-10-01,2,2
SAN JOSE DE CHIQUITOS,diagnostico de egreso,diarreas en menores de 5 anos,2008-10-01,6,6
SAN JULIAN,diagnostico de egreso,diarreas en menores de 5 anos,2008-10-01,48,48
SAN LUCAS,diagnostico de egreso,diarreas en menores de 5 anos,2008-10-01,2,2
SAN MIGUEL DE VELASCO,diagnostico de egreso,diarreas en menores de 5 anos,2008-10-01,5,5
SAN PEDRO DE BUENA VISTA,diagnostico de egreso,diarreas en menores de 5 anos,2008-10-01,1,1
SAN RAMON,diagnostico de egreso,diarreas en menores de 5 anos,2008-10-01,1,1
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,diarreas en menores de 5 anos,2008-10-01,608,608
SUCRE,diagnostico de egreso,diarreas en menores de 5 anos,2008-10-01,47,47
TARIJA,diagnostico de egreso,diarreas en menores de 5 anos,2008-10-01,15,15
TARVITA,diagnostico de egreso,diarreas en menores de 5 anos,2008-10-01,1,1
TIPUANI,diagnostico de egreso,diarreas en menores de 5 anos,2008-10-01,1,1
TIQUIPAYA,diagnostico de egreso,diarreas en menores de 5 anos,2008-10-01,4,4
TIRAQUE (CBBA),diagnostico de egreso,diarreas en menores de 5 anos,2008-10-01,16,16
TOTORA(CBBA),diagnostico de egreso,diarreas en menores de 5 anos,2008-10-01,1,1
TRINIDAD,diagnostico de egreso,diarreas en menores de 5 anos,2008-10-01,49,49
TUPIZA,diagnostico de egreso,diarreas en menores de 5 anos,2008-10-01,9,9
VALLEGRANDE,diagnostico de egreso,diarreas en menores de 5 anos,2008-10-01,1,1
VILLA MONTES,diagnostico de egreso,diarreas en menores de 5 anos,2008-10-01,7,7
VILLA TUNARI,diagnostico de egreso,diarreas en menores de 5 anos,2008-10-01,19,19
VILLA VACA GUZMAN (MUYUPAMPA),diagnostico de egreso,diarreas en menores de 5 anos,2008-10-01,1,1
VILLAZON,diagnostico de egreso,diarreas en menores de 5 anos,2008-10-01,9,9
