,group,variable,month,L 19.9 SRP DOSIS ÚNICA CANTIDAD,L 19.9 SRP DOSIS ÚNICA CANTIDAD,TOTALES
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-05-01,2,0,2
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-05-01,6,3,9
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-05-01,0,4,4
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-05-01,0,6,6
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-05-01,3,0,3
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-05-01,0,1,1
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-05-01,0,1,1
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-05-01,0,1,1
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-05-01,0,1,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-05-01,112,5,117
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-05-01,1,0,1
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-05-01,1,0,1
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-05-01,2,2,4
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-05-01,3,0,3
SORACACHI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-05-01,0,1,1
SORATA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-05-01,1,2,3
SUCRE,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-05-01,3,0,3
TACACOMA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-05-01,0,3,3
TACOBAMBA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-05-01,0,2,2
TAPACARI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-05-01,1,0,1
TARIJA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-05-01,6,4,10
TINGUIPAYA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-05-01,0,4,4
TIPUANI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-05-01,2,4,6
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-05-01,5,3,8
TOLEDO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-05-01,0,1,1
TORO TORO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-05-01,0,1,1
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-05-01,2,0,2
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-05-01,14,1,15
VIACHA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-05-01,5,0,5
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-05-01,3,2,5
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-05-01,1,0,1
VILLAZON,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-05-01,18,9,27
WARNES,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-05-01,2,3,5
YACUIBA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-05-01,0,2,2
YAPACANI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-05-01,0,1,1
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,4,2,6
ACHOCALLA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,0,1,1
AIQUILE,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,1,0,1
APOLO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,0,1,1
ARAMPAMPA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,1,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,0,4,4
ATOCHA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,0,10,10
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,1,1,2
BERMEJO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,0,1,1
BOYUIBE,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,1,0,1
CABEZAS,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,0,7,7
CAMIRI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,2,0,2
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,0,1,1
CARANAVI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,0,1,1
CARAPARI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,0,1,1
CARMEN RIVERO TORREZ,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,1,1,2
CHIMORE,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,2,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,1,0,1
CHUMA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,0,1,1
COBIJA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,6,8,14
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,47,5,52
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,2,0,2
"COLCHA ""K""",vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,1,0,1
COLOMI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,1,2,3
COLPA BELGICA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,0,3,3
COPACABANA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,0,1,1
CORIPATA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,1,0,1
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,1,0,1
COTOCA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,8,2,10
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,1,1,2
EL ALTO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,71,2,73
EL CHORO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,1,0,1
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,1,0,1
EL TORNO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,7,0,7
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,1,1,2
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,3,3,6
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,1,1,2
GUANAY,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,1,1,2
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,3,2,5
HUARACAJE,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,0,1,1
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,1,3,4
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,2,1,3
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,2,0,2
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,11,3,14
LA PAZ,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,60,0,60
LAJA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,1,0,1
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,4,90,94
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,0,5,5
MIZQUE,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,5,1,6
MOJOCOYA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,1,0,1
MONTERO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,2,0,2
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,0,1,1
OCURI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,0,10,10
OKINAWA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,1,0,1
ORURO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,16,0,16
PAILON,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,0,4,4
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,1,0,1
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,1,0,1
POROMA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,0,1,1
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,1,0,1
POTOSI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,15,13,28
PUCARANI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,1,1,2
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,1,3,4
PUNA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,0,3,3
PUNATA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,3,2,5
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,3,3,6
REYES,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,1,0,1
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,3,0,3
ROBORE,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,1,1,2
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,1,0,1
SACABA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,8,4,12
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,3,0,3
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,1,0,1
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,7,2,9
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,1,0,1
SAN JAVIER(STC),vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,37,8,45
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,2,19,21
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,1,1,2
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,4,0,4
SAN PEDRO(PND),vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,0,2,2
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,2,0,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,235,6,241
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,0,2,2
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,3,0,3
SENA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,1,6,7
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,0,1,1
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,6,11,17
SUCRE,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,14,5,19
TACACOMA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,1,4,5
TARATA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,0,1,1
TARIJA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,6,13,19
TARVITA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,0,1,1
TIPUANI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,2,3,5
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,4,6,10
TOMAVE,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,0,1,1
TORO TORO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,0,3,3
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,2,0,2
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,18,1,19
UYUNI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,1,0,1
VALLEGRANDE,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,1,0,1
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,0,6,6
VILLA RIVERO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,1,0,1
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,6,1,7
VILLAZON,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,5,1,6
WARNES,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,5,1,6
YACUIBA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,0,7,7
YANACACHI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-06-01,0,1,1
ACHOCALLA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,0,2,2
AIQUILE,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,0,2,2
ANCORAIMES,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,1,1,2
APOLO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,2,3,5
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,1,3,4
ATOCHA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,1,1,2
BERMEJO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,1,0,1
BETANZOS,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,0,12,12
CABEZAS,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,1,0,1
"CAIZA ""D""",vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,1,0,1
CAJUATA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,1,0,1
CALAMARCA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,0,1,1
CAMIRI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,1,0,1
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,1,1,2
CARANAVI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,0,2,2
CARMEN RIVERO TORREZ,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,0,1,1
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,0,6,6
CHIMORE,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,1,0,1
CHUMA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,1,8,9
CLIZA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,0,1,1
COBIJA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,1,1,2
COCAPATA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,1,1,2
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,34,20,54
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,2,0,2
"COLCHA ""K""",vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,1,0,1
COLOMI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,0,3,3
COLPA BELGICA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,0,2,2
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,1,0,1
COPACABANA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,1,0,1
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,1,2,3
COTOCA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,10,14,24
CURVA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,0,1,1
EL ALTO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,76,39,115
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,7,27,34
EL TORNO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,8,1,9
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,1,0,1
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,13,2,15
ESCOMA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,1,0,1
EXALTACION,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,0,2,2
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,0,6,6
HUACARETA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,0,1,1
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,0,5,5
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,5,0,5
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,1,0,1
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,18,5,23
LA PAZ,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,149,276,425
LAGUNILLAS,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,0,1,1
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,0,1,1
MIZQUE,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,0,3,3
MONTERO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,10,4,14
OKINAWA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,1,0,1
OMEREQUE,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,1,0,1
ORURO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,58,0,58
PADILLA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,1,1,2
PAILON,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,0,1,1
PALCA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,1,0,1
PELECHUCO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,1,0,1
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,1,0,1
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,3,1,4
PORVENIR,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,1,1,2
POTOSI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,23,16,39
PUCARANI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,1,1,2
PUERTO SUAREZ,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,0,4,4
PUNA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,1,23,24
PUNATA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,2,6,8
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,11,9,20
REYES,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,2,0,2
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,3,2,5
ROBORE,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,1,0,1
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,1,6,7
SABAYA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,1,0,1
SACABA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,15,4,19
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,0,1,1
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,1,0,1
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,1,0,1
SAN CARLOS,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,1,0,1
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,1,5,6
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,0,10,10
SAN JAVIER(STC),vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,29,20,49
SAN JOAQUIN,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,0,2,2
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,2,0,2
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,1,0,1
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,1,0,1
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,3,9,12
SAN PABLO DE LIPEZ,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,0,10,10
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,0,1,1
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,4,13,17
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,180,89,269
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,0,1,1
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,1,0,1
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,2,2,4
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,2,3,5
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,0,2,2
SICAYA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,1,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,4,1,5
SUCRE,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,31,35,66
TARIJA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,21,10,31
TINGUIPAYA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,0,14,14
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,4,4,8
TOMAVE,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-07-01,0,1,1
