,group,variable,month,L 19.2 DPT 2DA DOSIS CANTIDAD,L 19.2 DPT 2DA DOSIS CANTIDAD,TOTALES
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-06-01,0,3,3
SAN PEDRO(PND),vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-06-01,0,3,3
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-06-01,6,33,39
SORACACHI,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-06-01,0,1,1
SUCRE,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-06-01,1,0,1
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-06-01,0,5,5
ANZALDO,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-07-01,0,2,2
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-07-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-07-01,0,2,2
CHIMORE,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-07-01,2,0,2
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-07-01,15,0,15
COTOCA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-07-01,0,2,2
EL ALTO,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-07-01,5,47,52
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-07-01,0,1,1
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-07-01,0,3,3
GUTIERREZ,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-07-01,0,5,5
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-07-01,0,3,3
LA PAZ,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-07-01,14,0,14
MACHARETI,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-07-01,0,2,2
MIZQUE,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-07-01,0,2,2
ORURO,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-07-01,1,0,1
PUERTO PEREZ,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-07-01,8,0,8
PUNATA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-07-01,1,0,1
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-07-01,4,0,4
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-07-01,1,0,1
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-07-01,0,4,4
SAN PEDRO(PND),vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-07-01,0,1,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-07-01,86,0,86
SUCRE,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-07-01,0,1,1
TARVITA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-07-01,0,1,1
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-07-01,0,1,1
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-07-01,1,5,6
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-07-01,2,5,7
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-07-01,3,3,6
YAMPARAEZ,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-07-01,2,0,2
YOCALLA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-07-01,1,0,1
ANZALDO,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-08-01,0,5,5
BELLA FLOR,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-08-01,0,1,1
BOYUIBE,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-08-01,0,3,3
CAIROMA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-08-01,8,0,8
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-08-01,1,0,1
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-08-01,0,1,1
CHIMORE,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-08-01,1,0,1
COBIJA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-08-01,1,0,1
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-08-01,2,0,2
COMARAPA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-08-01,2,0,2
COTOCA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-08-01,1,0,1
EL ALTO,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-08-01,1,0,1
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-08-01,1,1,2
LA PAZ,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-08-01,5,7,12
MONTERO,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-08-01,2,0,2
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-08-01,0,1,1
ORURO,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-08-01,13,0,13
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-08-01,5,5,10
POCOATA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-08-01,0,63,63
POTOSI,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-08-01,75,0,75
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-08-01,1,0,1
PUNATA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-08-01,8,0,8
SACABA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-08-01,0,1,1
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-08-01,0,1,1
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-08-01,2,1,3
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-08-01,0,9,9
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-08-01,0,5,5
SAN RAMON SCZ,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-08-01,2,1,3
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-08-01,5,9,14
SUCRE,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-08-01,5,2,7
TARACO,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-08-01,0,1,1
TARIJA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-08-01,2,2,4
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-08-01,0,31,31
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-08-01,2,0,2
TORO TORO,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-08-01,0,90,90
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-08-01,17,53,70
VINTO,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-08-01,1,0,1
WARNES,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-08-01,1,0,1
AIQUILE,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-09-01,1,0,1
ARQUE,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-09-01,0,1,1
AUCAPATA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-09-01,0,7,7
BELLA FLOR,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-09-01,0,2,2
BERMEJO,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-09-01,2,17,19
CAPINOTA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-09-01,21,6,27
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-09-01,0,1,1
CARAPARI,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-09-01,0,3,3
COBIJA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-09-01,1,0,1
COCAPATA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-09-01,0,1,1
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-09-01,33,6,39
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-09-01,4,0,4
COLOMI,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-09-01,0,1,1
COMARAPA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-09-01,2,0,2
COTOCA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-09-01,3,0,3
EL ALTO,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-09-01,10,2,12
EL PUENTE(STC),vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-09-01,8,0,8
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-09-01,2,0,2
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-09-01,1,0,1
HUACARETA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-09-01,0,3,3
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-09-01,10,0,10
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-09-01,1,0,1
LA PAZ,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-09-01,10,9,19
MACHARETI,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-09-01,0,2,2
MECAPACA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-09-01,2,3,5
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-09-01,0,2,2
MONTERO,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-09-01,17,1,18
ORURO,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-09-01,5,1,6
PORCO,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-09-01,1,0,1
POROMA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-09-01,0,1,1
POTOSI,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-09-01,2,1,3
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-09-01,1,0,1
PUNATA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-09-01,0,1,1
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-09-01,1,2,3
QUIME,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-09-01,0,1,1
SACABA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-09-01,1,0,1
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-09-01,3,1,4
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-09-01,2,4,6
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-09-01,0,2,2
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-09-01,4,10,14
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-09-01,0,35,35
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-09-01,0,2,2
SAN RAMON SCZ,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-09-01,6,0,6
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-09-01,24,58,82
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-09-01,1,6,7
SUCRE,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-09-01,12,5,17
TACOBAMBA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-09-01,0,1,1
TARIJA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-09-01,0,1,1
TINGUIPAYA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-09-01,0,4,4
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-09-01,0,1,1
TOLEDO,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-09-01,0,3,3
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-09-01,1,0,1
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-09-01,1,1,2
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-09-01,0,5,5
WARNES,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-09-01,1,0,1
ZUDAÑEZ,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-09-01,1,2,3
AIQUILE,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-10-01,0,1,1
ARBIETO,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-10-01,0,2,2
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-10-01,2,3,5
ATOCHA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-10-01,0,2,2
BELEN DE URMIRI,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-10-01,0,5,5
BOYUIBE,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-10-01,3,0,3
CABEZAS,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-10-01,1,1,2
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-10-01,2,0,2
CAPINOTA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-10-01,29,5,34
CARAPARI,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-10-01,1,0,1
CHIMORE,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-10-01,2,0,2
CLIZA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-10-01,6,0,6
COBIJA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-10-01,0,1,1
COCAPATA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-10-01,1,1,2
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-10-01,25,0,25
COLOMI,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-10-01,0,3,3
COPACABANA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-10-01,0,11,11
COTOCA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-10-01,3,1,4
EL ALTO,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-10-01,3,1,4
EL VILLAR,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-10-01,5,0,5
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-10-01,1,0,1
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-10-01,8,0,8
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-10-01,5,0,5
HUACARETA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-10-01,1,0,1
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-10-01,1,0,1
LA PAZ,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-10-01,18,1,19
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-10-01,6,55,61
MIZQUE,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-10-01,2,0,2
MONTERO,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-10-01,16,2,18
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-10-01,1,0,1
OKINAWA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-10-01,3,0,3
OMEREQUE,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-10-01,2,2,4
ORURO,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-10-01,7,1,8
PASORAPA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-10-01,3,1,4
PAZÑA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-10-01,0,18,18
POTOSI,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-10-01,8,0,8
PUERTO GONZALO MORENO,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-10-01,6,2,8
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-10-01,2,0,2
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-10-01,3,4,7
QUIME,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-10-01,3,1,4
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-10-01,1,0,1
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-10-01,1,0,1
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-10-01,1,2,3
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-10-01,0,1,1
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-10-01,7,1,8
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-10-01,0,3,3
SAN RAMON SCZ,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-10-01,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-10-01,243,112,355
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-10-01,2,3,5
SUCRE,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-10-01,2,3,5
TARIJA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-10-01,1,4,5
TINGUIPAYA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-10-01,0,6,6
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-10-01,1,2,3
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-10-01,0,1,1
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-10-01,0,10,10
VILLA RIVERO,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-10-01,1,0,1
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-10-01,1,0,1
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-10-01,1,1,2
VITICHI,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-10-01,11,8,19
WARNES,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-10-01,7,0,7
YACUIBA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-10-01,0,1,1
YUNCHARA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-10-01,0,1,1
ANZALDO,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-11-01,0,7,7
ARBIETO,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-11-01,1,6,7
ATOCHA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-11-01,0,6,6
AZURDUY,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-11-01,5,12,17
CAJUATA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-11-01,0,1,1
CALACOTO,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-11-01,1,0,1
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-11-01,2,0,2
CAMIRI,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-11-01,2,0,2
CAPINOTA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-11-01,32,19,51
CAQUIAVIRI,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-11-01,1,0,1
CARAPARI,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-11-01,2,7,9
CLIZA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-11-01,0,5,5
COBIJA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-11-01,0,2,2
COCAPATA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-11-01,0,3,3
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-11-01,48,5,53
COLOMI,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-11-01,0,1,1
COTOCA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-11-01,1,0,1
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-11-01,0,6,6
EL ALTO,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-11-01,17,3,20
EL PUENTE(STC),vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-11-01,0,4,4
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-11-01,5,1,6
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-11-01,5,5,10
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-11-01,8,40,48
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-11-01,0,1,1
HUACARETA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-11-01,16,0,16
HUANUNI,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-11-01,1,0,1
ICHOCA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-11-01,0,1,1
LA PAZ,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-11-01,13,3,16
LORETO,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-11-01,0,8,8
MAPIRI,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-11-01,7,0,7
MINEROS,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-11-01,1,3,4
MOJOCOYA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-11-01,0,4,4
MONTERO,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-11-01,30,18,48
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-11-01,0,26,26
ORURO,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-11-01,5,0,5
PADCAYA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-11-01,2,4,6
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-11-01,1,0,1
PAPEL PAMPA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-11-01,0,41,41
PAZÑA,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-11-01,0,3,3
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-11-01,0,2,2
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-11-01,10,0,10
POTOSI,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-11-01,2,0,2
PUERTO GONZALO MORENO,vacunaciones en ninos de 2 a 4 anos,l 19.2       dpt 2da dosis,2012-11-01,0,9,9
