,group,variable,month,L 19.8 ANTIPOLIOMIELÍTICA 4TA DOSIS CANTIDAD,L 19.8 ANTIPOLIOMIELÍTICA 4TA DOSIS CANTIDAD,TOTALES
PORONGO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,4,21,25
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,54,0,54
POSTRER VALLE,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,1,0,1
POTOSI,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,87,0,87
PRESTO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,4,38,42
PUCARANI,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,9,1,10
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,3,0,3
PUERTO SUAREZ,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,24,3,27
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,34,80,114
PUNA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,14,63,77
PUNATA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,5,0,5
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,20,72,92
RAVELO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,31,70,101
REYES,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,1,3,4
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,12,0,12
ROBORE,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,21,93,114
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,23,25,48
SABAYA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,8,0,8
SACABA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,92,140,232
SACACA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,2,49,51
SAIPINA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,1,32,33
SAMAIPATA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,15,16,31
SAN AGUSTIN,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,0,12,12
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,1,14,15
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,4,0,4
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,41,27,68
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,22,8,30
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,54,11,65
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,0,4,4
SAN JOAQUIN,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,1,8,9
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,6,0,6
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,2,8,10
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,3,11,14
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,6,9,15
SAN LUCAS,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,13,40,53
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,1,9,10
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,1,4,5
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,0,1,1
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,4,0,4
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,18,0,18
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,324,313,637
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,6,65,71
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,16,36,52
SANTIAGO DE CALLAPA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,0,2,2
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,1,5,6
SANTIAGO DE MACHACA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,9,1,10
SANTIVAÑES,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,1,0,1
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,0,6,6
SAPAHAQUI,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,5,7,12
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,12,12,24
SICAYA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,1,12,13
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,33,23,56
SOPACHUY,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,11,3,14
SORATA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,0,2,2
SUCRE,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,220,231,451
TACOBAMBA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,6,15,21
TACOPAYA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,4,0,4
TAPACARI,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,7,36,43
TARABUCO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,9,14,23
TARATA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,4,74,78
TARIJA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,77,14,91
TARVITA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,6,10,16
TINGUIPAYA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,10,7,17
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,0,8,8
TOCO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,2,18,20
TOLATA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,4,14,18
TOLEDO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,9,13,22
TOMAVE,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,0,55,55
TOMINA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,18,5,23
TORO TORO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,1,11,12
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,26,52,78
TOTORA(ORR),vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,0,1,1
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,52,68,120
TUPIZA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,66,142,208
TURCO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,0,4,4
UNCIA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,9,68,77
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,7,1,8
UYUNI,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,7,0,7
VALLEGRANDE,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,3,0,3
VIACHA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,4,3,7
VILA VILA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,9,3,12
VILLA CHARCAS,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,9,20,29
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,25,12,37
VILLA RIVERO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,0,15,15
VILLA SERRANO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,10,6,16
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,35,158,193
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,1,3,4
VILLAZON,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,20,12,32
VINTO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,3,0,3
WARNES,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,49,11,60
YACUIBA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,17,16,33
YAPACANI,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,16,3,19
YOCALLA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,8,3,11
YUNCHARA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,2,6,8
ZUDAÑEZ,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-03-01,0,5,5
ACACIO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,2,0,2
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,17,60,77
ALCALA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,2,0,2
ANCORAIMES,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,18,90,108
ARAMPAMPA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,7,2,9
ARBIETO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,10,65,75
ARQUE,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,7,17,24
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,3,10,13
BATALLAS,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,3,1,4
BERMEJO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,11,57,68
BETANZOS,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,20,45,65
BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,0,6,6
CABEZAS,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,32,27,59
"CAIZA ""D""",vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,0,17,17
CALACOTO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,0,2,2
CALAMARCA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,0,10,10
CAMARGO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,7,23,30
CAQUIAVIRI,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,3,6,9
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,4,43,47
CARAPARI,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,7,32,39
CARMEN RIVERO TORREZ,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,33,15,48
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,4,85,89
CHAQUI,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,21,25,46
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,10,25,35
CHIMORE,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,9,14,23
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,23,0,23
CHUMA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,0,1,1
COCAPATA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,0,1,1
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,64,20,84
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,66,41,107
"COLCHA ""K""",vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,16,3,19
COLOMI,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,0,2,2
COLPA BELGICA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,2,38,40
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,5,12,17
COMANCHE,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,9,1,10
CORO CORO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,0,5,5
CORQUE,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,2,4,6
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,10,37,47
COTOCA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,49,44,93
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,0,18,18
CUEVO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,0,21,21
CULPINA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,21,78,99
CURVA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,0,5,5
EL ALTO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,360,1405,1765
EL PUENTE(STC),vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,0,18,18
EL TORNO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,62,75,137
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,4,7,11
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,4,6,10
EUCALIPTUS,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,1,4,5
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,0,2,2
GUAQUI,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,0,2,2
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,13,57,70
GUTIERREZ,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,34,11,45
HUACARETA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,1,12,13
HUANUNI,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,0,8,8
HUARACAJE,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,1,0,1
HUARINA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,3,10,13
HUAYLLAMARCA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,0,15,15
HUMANATA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,0,2,2
ICHOCA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,4,6,10
ICLA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,2,14,16
INCAHUASI,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,52,38,90
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,0,12,12
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,2,0,2
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,2,12,14
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,45,94,139
LA PAZ,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,162,464,626
LAGUNILLAS,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,13,8,21
LAJA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,0,14,14
LAS CARRERAS,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,4,5,9
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,89,222,311
LURIBAY,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,4,0,4
MACHARETI,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,0,8,8
MINEROS,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,0,7,7
MIZQUE,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,11,78,89
MOJOCOYA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,3,3,6
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,36,6,42
MONTERO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,103,37,140
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,0,4,4
OKINAWA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,14,12,26
ORURO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,30,0,30
PADCAYA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,7,9,16
PADILLA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,9,5,14
PAILON,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,51,148,199
PALCA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,5,30,35
PAMPA AULLAGAS,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,4,22,26
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,6,0,6
PASORAPA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,5,0,5
PAZÑA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,0,53,53
POCOATA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,32,147,179
POCONA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,3,1,4
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,2,6,8
POROMA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,40,124,164
PORONGO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,0,4,4
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,42,0,42
POTOSI,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,22,166,188
PRESTO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,18,33,51
PUCARA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,9,2,11
PUCARANI,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,10,7,17
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,9,0,9
PUERTO SUAREZ,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,8,46,54
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,15,1,16
PUNATA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,5,0,5
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,2,0,2
RAVELO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,7,31,38
ROBORE,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,0,22,22
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,0,12,12
SACABA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,8,1,9
SACABAMBA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,0,18,18
SACACA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,2,5,7
SAIPINA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,6,315,321
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,12,24,36
SAMAIPATA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,21,37,58
SAN AGUSTIN,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,2,4,6
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,0,1,1
SAN ANDRES DE MACHACA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,1,2,3
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,22,19,41
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,l 19.8       antipoliomielitica 4ta dosis,2012-04-01,27,0,27
