,group,variable,month,L 19.1 DPT 1RA DOSIS CANTIDAD,L 19.1 DPT 1RA DOSIS CANTIDAD,TOTALES
BETANZOS,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,7,34,41
BOYUIBE,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,1,4,5
BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,3,2,5
CABEZAS,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,0,12,12
"CAIZA ""D""",vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,1,0,1
CALAMARCA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,0,16,16
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,5,0,5
CAMIRI,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,1,10,11
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,0,3,3
CARAPARI,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,0,11,11
CARIPUYO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,11,14,25
CARMEN RIVERO TORREZ,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,2,4,6
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,46,0,46
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,1,0,1
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,6,15,21
CKOCHAS,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,7,0,7
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,10,28,38
COLPA BELGICA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,0,1,1
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,3,12,15
COLQUENCHA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,1,10,11
COLQUIRI,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,0,11,11
COMARAPA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,2,11,13
CONCEPCION,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,8,16,24
CORIPATA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,10,3,13
COROICO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,21,10,31
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,0,1,1
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,24,5,29
EL ALTO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,88,90,178
EL PUENTE(STC),vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,4,2,6
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,14,18,32
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,7,99,106
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,12,33,45
GUAQUI,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,0,1,1
GUTIERREZ,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,0,14,14
HUANUNI,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,0,5,5
HUARINA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,0,2,2
ICHOCA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,0,42,42
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,1,2,3
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,14,16,30
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,32,25,57
LA PAZ,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,76,132,208
LAJA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,6,4,10
LICOMA PAMPA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,0,8,8
LURIBAY,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,5,4,9
MECAPACA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,0,4,4
MINEROS,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,21,103,124
MIZQUE,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,1,0,1
MOJOCOYA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,9,34,43
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,16,0,16
MONTERO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,54,0,54
OCURI,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,14,10,24
ORURO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,5,0,5
PAILON,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,2,1,3
PALCA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,1,8,9
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,6,0,6
POCOATA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,1,2,3
POTOSI,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,0,4,4
PRESTO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,0,7,7
PUCARANI,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,26,62,88
PUERTO PEREZ,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,2,13,15
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,48,22,70
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,2,1,3
PUNA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,2,0,2
PUNATA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,1,0,1
QUIME,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,0,3,3
ROBORE,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,1,0,1
SAN ANDRES DE MACHACA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,1,12,13
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,1,1,2
SAN CARLOS,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,4,0,4
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,19,20,39
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,6,30,36
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,6,3,9
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,28,77,105
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,70,23,93
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,0,2,2
SAN RAMON SCZ,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,54,98,152
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,181,171,352
SAPAHAQUI,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,1,6,7
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,2,26,28
SORATA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,0,28,28
SUCRE,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,46,20,66
TACOBAMBA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,0,11,11
TARACO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,14,0,14
TARIJA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,2,0,2
TIAWANACU,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,0,7,7
TINGUIPAYA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,5,0,5
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,12,8,20
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,3,0,3
TOMINA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,0,1,1
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,0,4,4
TUPIZA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,0,18,18
UNCIA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,0,5,5
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,1,0,1
URUBICHA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,0,5,5
VIACHA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,10,15,25
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,6,0,6
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,4,6,10
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,1,3,4
VILLAZON,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,1,0,1
VINTO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,1,0,1
WARNES,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,4,4,8
YACUIBA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,78,0,78
YAPACANI,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,0,11,11
YOCALLA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,10,10,20
YOTALA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,2,0,2
YUNCHARA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,1,1,2
ZUDAÑEZ,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-04-01,1,13,14
ATOCHA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-05-01,1,0,1
BELLA FLOR,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-05-01,0,13,13
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-05-01,1,0,1
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-05-01,0,6,6
CHAYANTA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-05-01,2,0,2
CHOQUE COTA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-05-01,0,2,2
COBIJA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-05-01,3,0,3
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-05-01,2,0,2
COLOMI,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-05-01,3,0,3
COLPA BELGICA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-05-01,2,0,2
EL ALTO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-05-01,34,0,34
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-05-01,0,2,2
ESCOMA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-05-01,1,1,2
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-05-01,0,1,1
HUANUNI,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-05-01,1,3,4
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-05-01,0,84,84
LA PAZ,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-05-01,19,0,19
MONTERO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-05-01,23,16,39
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-05-01,3,0,3
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-05-01,0,3,3
OCURI,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-05-01,0,3,3
ORURO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-05-01,41,5,46
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-05-01,0,7,7
POTOSI,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-05-01,10,6,16
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-05-01,6,23,29
PUNA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-05-01,2,0,2
PUNATA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-05-01,2,0,2
RAVELO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-05-01,1,2,3
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-05-01,1,0,1
ROBORE,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-05-01,0,1,1
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-05-01,0,1,1
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-05-01,3,17,20
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-05-01,3,0,3
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-05-01,1,0,1
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-05-01,0,7,7
SAN PEDRO(PND),vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-05-01,0,4,4
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-05-01,32,0,32
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-05-01,0,12,12
SUCRE,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-05-01,22,0,22
TARABUCO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-05-01,0,2,2
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-05-01,1,0,1
VACAS,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-05-01,0,7,7
VIACHA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-05-01,18,9,27
VILLA RIVERO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-05-01,0,6,6
ACACIO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-06-01,3,0,3
ANDAMARCA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-06-01,4,14,18
ANTEQUERA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-06-01,4,0,4
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-06-01,0,3,3
ATOCHA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-06-01,6,0,6
BELLA FLOR,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-06-01,0,1,1
CAMIRI,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-06-01,0,2,2
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-06-01,1,0,1
CHIPAYA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-06-01,0,4,4
CLIZA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-06-01,0,1,1
COBIJA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-06-01,8,1,9
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-06-01,7,0,7
COLOMI,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-06-01,1,0,1
ESMERALDA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-06-01,0,2,2
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-06-01,2,3,5
ICLA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-06-01,0,1,1
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-06-01,0,39,39
LA PAZ,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-06-01,11,9,20
LORETO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-06-01,0,10,10
MONTERO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-06-01,15,0,15
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-06-01,0,2,2
ORURO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-06-01,25,2,27
PASORAPA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-06-01,1,0,1
PAZÑA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-06-01,0,1,1
POOPO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-06-01,2,1,3
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-06-01,1,0,1
POTOSI,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-06-01,4,0,4
PUERTO GONZALO MORENO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-06-01,0,6,6
PUNATA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-06-01,1,10,11
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-06-01,1,0,1
SABAYA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-06-01,3,0,3
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-06-01,0,1,1
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-06-01,2,0,2
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-06-01,0,3,3
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-06-01,1,0,1
SAN JOAQUIN,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-06-01,11,1,12
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-06-01,0,6,6
SAN PEDRO(PND),vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-06-01,0,13,13
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-06-01,26,9,35
SORACACHI,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-06-01,2,10,12
SUCRE,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-06-01,1,0,1
TARVITA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-06-01,0,1,1
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-06-01,1,1,2
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-06-01,14,52,66
TOLEDO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-06-01,1,0,1
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-06-01,5,0,5
YACUIBA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-06-01,6,3,9
ANZALDO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-07-01,0,5,5
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-07-01,0,5,5
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-07-01,1,0,1
COCAPATA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-07-01,3,0,3
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-07-01,55,0,55
COLQUENCHA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-07-01,0,10,10
COMARAPA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-07-01,1,0,1
EL ALTO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-07-01,6,19,25
EXALTACION,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-07-01,0,1,1
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-07-01,0,22,22
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-07-01,1,0,1
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-07-01,2,2,4
LA PAZ,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-07-01,29,1,30
MACHARETI,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-07-01,0,2,2
MIZQUE,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-07-01,0,3,3
MONTERO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-07-01,0,1,1
ORURO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-07-01,35,0,35
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-07-01,2,0,2
POTOSI,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-07-01,5,0,5
PUERTO PEREZ,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-07-01,4,0,4
PUNATA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-07-01,6,1,7
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-07-01,1,0,1
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-07-01,3,1,4
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-07-01,0,1,1
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-07-01,0,1,1
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-07-01,2,0,2
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-07-01,0,6,6
SAN PEDRO(PND),vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-07-01,0,1,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-07-01,118,2,120
SUCRE,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-07-01,0,1,1
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-07-01,0,1,1
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,l 19.1       dpt 1ra dosis,2012-07-01,0,11,11
