,group,variable,month,VAGINALES < A 10,VAGINALES < A 10,VAGINALES 10 A 14,VAGINALES 10 A 14,VAGINALES 15 A 19,VAGINALES 15 A 19,VAGINALES 20 A 34,VAGINALES 20 A 34,VAGINALES 35 A 49,VAGINALES 35 A 49,VAGINALES 50 Y +,VAGINALES 50 Y +,TOTALES,TOTALES,TOTALES
CARACOLLO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,1,1,3,3,0,0,0,0,4,4,8
CARANAVI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,5,0,17,1,1,0,0,0,23,1,24
CARAPARI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,2,1,1,0,0,0,3,1,4
CARIPUYO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,0,4,0,1,0,0,0,5,5
CARMEN RIVERO TORREZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,1,0,3,0,0,0,0,0,4,0,4
CATACORA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CHALLAPATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,6,0,24,4,5,2,0,0,35,6,41
CHAQUI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,1,0,4,1,1,0,0,0,6,1,7
CHARAGUA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,5,2,8,1,1,2,0,0,14,5,19
CHARAÑA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CHAYANTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,3,2,7,0,3,0,0,0,13,2,15
CHIMORE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,3,0,14,0,2,0,0,0,19,0,19
CHUA COCANI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,1,2,0,0,0,0,1,2,3
CHULUMANI (V. DE LA LIBERTAD),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,1,0,10,0,0,0,0,0,11,0,11
CHUMA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,1,0,1,4,0,1,0,0,2,5,7
CHUQUIHUTA AYLLU JUCUMANI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,5,0,1,0,0,0,6,0,6
CKOCHAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,3,2,3,5,0,2,0,0,6,9,15
CLIZA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,3,0,8,0,1,0,0,0,12,0,12
COBIJA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,4,0,19,2,0,0,0,0,23,2,25
COCAPATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,3,4,2,6,0,1,0,0,5,11,16
COCHABAMBA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,1,0,42,0,270,2,51,0,0,0,364,2,366
COLCAPIRHUA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,4,0,10,0,2,0,0,0,16,0,16
"COLCHA ""K""","atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,1,2,1,0,0,0,2,2,4
COLOMI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,4,1,15,0,1,0,0,0,20,1,21
COLPA BELGICA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
COLQUECHACA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,2,3,7,10,1,0,0,0,10,13,23
COLQUENCHA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,6,0,0,0,0,0,6,0,6
COLQUIRI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,3,7,0,1,0,0,3,8,11
COMARAPA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,8,0,0,0,0,0,8,0,8
CONCEPCION,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,3,0,13,0,1,0,0,0,17,0,17
CORIPATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,1,1,7,0,0,0,0,0,8,1,9
CORO CORO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,2,3,0,3,0,0,2,6,8
COROICO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,1,3,5,3,0,0,0,0,6,6,12
CORQUE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
COTAGAITA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,1,1,9,0,0,0,0,0,10,1,11
COTOCA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,9,0,35,7,4,0,0,0,48,7,55
CUATRO CAÑADAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,1,0,7,0,0,0,0,0,8,0,8
CUCHUMUELA (V. G. VILLARROEL),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
CUEVO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
CULPINA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,1,9,0,2,1,0,0,11,2,13
CURAHUARA DE CARANGAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,1,0,0,0,0,1,0,0,1,1,2
CURVA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
DESAGUADERO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,1,1,0,1,0,0,0,2,1,3
EL ALTO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,53,3,507,13,76,4,0,0,636,20,656
EL CHORO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3
EL PUENTE(STC),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,1,0,3,0,1,0,0,0,5,0,5
EL PUENTE(TJA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,1,0,3,0,1,0,0,0,5,0,5
EL TORNO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,5,0,7,0,4,0,0,0,16,0,16
EL VILLAR,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2
ENTRE RIOS TRJ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,1,1,0,4,1,2,0,0,0,7,2,9
ENTRE RIOS CBBA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,4,0,26,0,3,0,0,0,33,0,33
ESCOMA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,3,0,0,1,0,0,3,1,4
EUCALIPTUS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,1,1,0,1,0,0,1,2,3
EUREKA (SANTOS MERCADO),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
FERNANDEZ ALONSO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,2,0,4,0,0,0,0,0,6,0,6
FILADELFIA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,1,3,0,0,0,0,1,3,4
GAIOC JATUN AYLLU YURA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
GIA-TIM,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
GRAL. J.J. PEREZ (CHARAZANI),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,2,0,8,0,0,0,0,0,10,10
GUANAY,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,3,2,9,0,0,0,0,0,12,2,14
GUAQUI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,2,1,0,0,0,0,2,1,3
GUAYARAMERIN,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,1,0,4,0,23,0,1,0,0,0,29,0,29
GUTIERREZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,2,0,5,3,0,1,0,0,7,4,11
HUACARAJE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
HUACARETA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,3,0,4,1,0,0,0,0,7,1,8
HUANUNI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,2,0,3,1,1,0,0,0,6,1,7
HUARINA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,1,2,2,0,0,0,0,2,3,5
HUATAJATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
HUAYLLAMARCA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
HUMANATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,1,1,1,2,0,0,0,0,2,3,5
ICLA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,1,2,2,2,0,0,0,0,3,4,7
INCAHUASI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,3,1,3,3,0,1,0,0,6,5,11
INQUISIVI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,1,2,2,3,1,1,0,0,4,6,10
IRUPANA (VILLA DE LANZA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,1,0,2,4,1,1,0,0,4,5,9
IXIAMAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,1,1,5,0,0,0,0,0,6,1,7
JESUS DE MACHACA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,2,1,7,3,0,0,0,0,9,4,13
LA ASUNTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,5,3,38,7,2,0,0,0,45,10,55
LA GUARDIA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,3,0,39,0,5,0,0,0,47,0,47
LA PAZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,1,0,23,0,329,0,74,1,0,0,427,1,428
LAGUNILLAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,1,1,2,0,0,0,0,0,3,1,4
LAJA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,2,4,17,0,0,0,0,4,19,23
LAS CARRERAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
LLALLAGUA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,4,1,29,0,1,0,0,0,34,1,35
LLICA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
LORETO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
LURIBAY,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,1,3,1,0,0,0,0,3,2,5
MACHACAMARCA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,1,0,0,1,0,0,1,1,2
MACHARETI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,1,0,5,0,0,0,0,0,6,0,6
MAGDALENA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,9,1,1,0,0,0,10,1,11
MAIRANA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,4,0,2,1,1,1,0,0,7,2,9
MALLA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
MAPIRI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,2,0,8,2,0,0,0,0,10,2,12
MECAPACA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
MINEROS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,5,0,0,0,0,0,5,0,5
MIZQUE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,5,0,9,0,1,1,0,0,15,1,16
MOCOMOCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,1,5,0,4,0,0,1,9,10
MOJINETE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
MOJOCOYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,2,0,1,0,0,0,3,0,3
MONTEAGUDO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,1,0,13,0,1,0,0,0,15,0,15
MONTERO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,10,0,41,0,7,0,0,0,58,0,58
MOROCHATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,1,1,0,3,0,1,0,0,1,5,6
NUEVO MANOA (NUEVA ESPERANZA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
OCURI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,3,3,7,2,1,0,0,0,11,5,16
OKINAWA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,7,0,0,0,0,0,7,0,7
OMEREQUE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2
ORURO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,19,3,188,12,39,1,0,0,246,16,262
PADCAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4
PADILLA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,5,0,0,0,0,0,5,0,5
PAILON,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,5,0,17,0,5,0,0,0,27,0,27
PALCA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,3,1,2,7,0,1,0,0,5,9,14
PALOS BLANCOS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,4,1,11,10,1,2,0,0,16,13,29
PAMPA GRANDE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,1,0,3,1,0,0,0,0,4,1,5
PAPEL PAMPA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,1,2,0,0,0,0,1,2,3
PATACAMAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,3,1,8,1,1,0,0,0,12,2,14
PAZÑA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
PELECHUCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,1,0,3,1,0,0,0,1,4,5
POCOATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,4,1,4,7,0,1,0,0,8,9,17
POCONA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,9,1,0,0,0,0,9,1,10
POJO (CBBA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,3,0,5,0,1,0,0,0,9,0,9
POOPO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
PORCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,2,0,10,1,0,0,0,0,12,1,13
POROMA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,1,4,3,2,2,0,0,0,6,6,12
PORONGO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
PORTACHUELO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,1,0,2,0,0,0,0,0,3,0,3
POTOSI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,2,0,41,1,156,6,22,0,0,0,221,7,228
PRESTO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,1,1,5,0,2,0,0,1,8,9
PUCARA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
PUCARANI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,1,4,7,20,0,2,0,0,8,26,34
PUERTO ACOSTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,2,0,1,2,0,0,0,0,3,2,5
PUERTO CARABUCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,1,1,1,1,0,0,2,2,4
PUERTO GONZALO MORENO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
PUERTO PEREZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,2,2,0,0,0,0,2,2,4
PUERTO QUIJARRO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,1,0,7,1,0,0,0,0,8,1,9
PUERTO RICO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
PUERTO SUAREZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,1,0,3,0,1,0,0,0,5,0,5
PUERTO VILLARROEL,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,16,0,49,1,7,0,0,0,72,1,73
PUNA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,1,0,4,0,3,0,0,0,8,0,8
PUNATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,10,0,28,1,7,0,0,0,45,1,46
QUIABAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,2,0,0,1,0,0,0,0,2,1,3
QUILLACOLLO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,13,0,76,7,18,1,0,0,107,8,115
QUIME,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
QUIRUSILLAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
RAQAYPAMPA(ETA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,2,1,0,0,0,0,2,1,3
RAVELO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,3,3,2,1,0,0,0,0,5,4,9
REYES,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,4,0,10,0,1,0,0,0,15,0,15
RIBERALTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,2,0,28,0,66,1,9,1,0,0,105,2,107
ROBORE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,3,0,10,0,1,0,0,0,14,0,14
RURRENABAQUE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,5,0,13,0,0,0,0,0,18,0,18
SABAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
SACABA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,1,0,15,0,72,0,15,1,0,0,103,1,104
SACACA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,5,2,1,5,2,2,0,0,8,9,17
SAIPINA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-06-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
