,group,variable,month,PARTOS ATENDIDOS POR PERSONAL DE SALUD CALIFICADO < A 10,PARTOS ATENDIDOS POR PERSONAL DE SALUD CALIFICADO < A 10,PARTOS ATENDIDOS POR PERSONAL DE SALUD CALIFICADO 10 A 14,PARTOS ATENDIDOS POR PERSONAL DE SALUD CALIFICADO 10 A 14,PARTOS ATENDIDOS POR PERSONAL DE SALUD CALIFICADO 15 A 19,PARTOS ATENDIDOS POR PERSONAL DE SALUD CALIFICADO 15 A 19,PARTOS ATENDIDOS POR PERSONAL DE SALUD CALIFICADO 20 A 34,PARTOS ATENDIDOS POR PERSONAL DE SALUD CALIFICADO 20 A 34,PARTOS ATENDIDOS POR PERSONAL DE SALUD CALIFICADO 35 A 49,PARTOS ATENDIDOS POR PERSONAL DE SALUD CALIFICADO 35 A 49,PARTOS ATENDIDOS POR PERSONAL DE SALUD CALIFICADO 50 Y +,PARTOS ATENDIDOS POR PERSONAL DE SALUD CALIFICADO 50 Y +,TOTALES,TOTALES,TOTALES
EL VILLAR,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
ENTRE RIOS TRJ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2
ENTRE RIOS CBBA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,2,0,12,0,2,0,0,0,16,0,16
ESCOMA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,1,0,4,0,0,1,0,0,5,1,6
EUREKA (SANTOS MERCADO),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
FERNANDEZ ALONSO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,2,0,4,0,0,0,0,0,6,0,6
GIA-TIM,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
GRAL. J.J. PEREZ (CHARAZANI),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,0,1,0,4,0,0,0,0,0,5,5
GUANAY,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,3,0,11,0,0,0,0,0,14,0,14
GUAYARAMERIN,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,2,0,9,0,33,0,0,0,0,0,44,0,44
GUTIERREZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,2,0,5,3,0,1,0,0,7,4,11
HUACARAJE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
HUACARETA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
HUATAJATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
HUMANATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,1,0,1,1,0,0,0,0,2,1,3
ICLA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
INCAHUASI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
INQUISIVI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,0,2,0,1,0,0,0,0,0,3,3
IRUPANA (VILLA DE LANZA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,1,0,2,3,1,0,0,0,4,3,7
LA ASUNTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,1,3,8,5,0,0,0,0,9,8,17
LA PAZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,6,0,116,0,23,0,0,0,145,0,145
LAGUNILLAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
LAJA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,0,1,3,10,0,0,0,0,3,11,14
LAS CARRERAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
LLALLAGUA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
LLICA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
LORETO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
LURIBAY,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
MINEROS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,0,0,5,0,0,0,0,0,5,0,5
MOCOMOCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,0,0,0,3,0,1,0,0,0,4,4
MOJINETE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
MONTERO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,25,0,86,0,16,0,0,0,127,0,127
MOROCHATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2
NUEVO MANOA (NUEVA ESPERANZA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
OCURI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
OKINAWA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,0,0,7,0,0,0,0,0,7,0,7
ORURO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
PAILON,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
PALCA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,3,1,1,3,0,0,0,0,4,4,8
PALOS BLANCOS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,1,1,1,5,0,0,0,0,2,6,8
PAMPA GRANDE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,1,0,3,0,0,0,0,0,4,0,4
PAPEL PAMPA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
PATACAMAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,0,0,1,1,1,0,0,0,2,1,3
PELECHUCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
POCOATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,2,1,1,6,0,0,0,0,3,7,10
POCONA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,0,0,5,0,0,0,0,0,5,0,5
POJO (CBBA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
POROMA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
PORONGO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
PORTACHUELO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,0,0,7,0,1,0,0,0,8,0,8
POTOSI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,3,0,35,1,156,0,22,0,0,0,216,1,217
PRESTO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
PUCARA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
PUCARANI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,0,1,4,10,0,0,0,0,4,11,15
PUERTO ACOSTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
PUERTO CARABUCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2
PUERTO QUIJARRO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,1,0,11,1,1,0,0,0,13,1,14
PUERTO SUAREZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,3,0,10,0,2,0,0,0,15,0,15
PUERTO VILLARROEL,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2
PUNA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
PUNATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,0,0,8,1,2,0,0,0,10,1,11
QUIME,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
QUIRUSILLAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
RAQAYPAMPA(ETA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
RAVELO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,1,2,0,1,0,0,0,0,1,3,4
REYES,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,1,0,4,0,0,0,0,0,5,0,5
RIBERALTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
ROBORE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,1,0,3,0,14,0,1,0,0,0,19,0,19
RURRENABAQUE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
SACACA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,1,1,0,4,0,2,0,0,1,7,8
SAIPINA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
SALINAS DE GARCI MENDOZA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SAMAIPATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SAN AGUSTIN,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2
SAN ANDRES,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,0,0,6,0,1,0,0,0,7,0,7
SAN ANDRES DE MACHACA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
SAN ANTONIO DE ESMORUCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SAN BENITO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,0,0,6,0,1,0,0,0,7,0,7
SAN BORJA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,0,0,0,4,2,1,0,0,2,5,7
SAN BUENA VENTURA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,0,0,14,0,3,0,0,0,17,0,17
SAN CARLOS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,2,0,4,0,0,0,0,0,6,0,6
SAN IGNACIO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
SAN IGNACIO DE VELASCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,0,1,4,1,0,0,0,0,4,2,6
SAN JOAQUIN,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,2,0,5,0,2,0,0,0,9,0,9
SAN JOSE DE CHIQUITOS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,2,0,6,0,22,0,3,0,0,0,33,0,33
SAN JUAN DE YAPACANI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
SAN LUCAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,1,1,1,3,0,2,0,0,2,6,8
SAN MATIAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,4,0,5,0,0,0,0,0,9,0,9
SAN MIGUEL DE VELASCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SAN PEDRO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
SAN PEDRO DE BUENA VISTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,1,5,1,7,0,2,0,0,2,14,16
SAN PEDRO DE CURAHUARA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,0,0,2,1,0,0,0,0,2,1,3
SAN PEDRO DE MACHA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,2,2,4,1,1,1,0,0,7,4,11
SAN PEDRO DE TIQUINA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,0,0,2,1,0,0,0,0,2,1,3
SAN RAFAEL,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
SAN RAMON BENI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SANTA ANA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,1,0,6,0,13,0,0,0,0,0,20,0,20
SANTA CRUZ DE LA SIERRA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,12,0,95,0,449,0,174,0,0,0,730,0,730
SANTIAGO DE CALLAPA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
SANTIAGO DE HUATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SICA SICA (VILLA AROMA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,0,0,1,0,0,1,0,0,1,1,2
SICAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SUCRE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,1,0,0,0,1,0,0,0,2,0,2
TACACHI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
TACACOMA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
TACOBAMBA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,0,0,0,2,0,1,0,0,0,3,3
TAPACARI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,1,1,1,9,0,7,0,0,2,17,19
TARABUCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,3,0,3,0,2,0,0,0,8,0,8
TARACO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
TARATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,4,0,4,0,1,0,0,0,9,0,9
TARVITA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
TINGUIPAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,0,1,1,0,0,1,0,0,1,2,3
TIQUIPAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,5,0,34,3,5,1,0,0,44,4,48
TITO YUPANQUI (PARQUIPUJIO),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
TOMAVE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,1,0,2,2,0,0,0,0,3,2,5
TORO TORO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,0,0,0,3,0,2,0,0,0,5,5
TRINIDAD,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,1,0,30,1,126,0,21,0,0,0,178,1,179
TUPIZA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,0,0,5,4,3,0,0,0,8,4,12
UNCIA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,0,0,4,0,3,0,0,0,7,0,7
URIONDO (A. CONCEPCION),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,0,0,4,0,1,0,0,0,5,0,5
URUBICHA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,0,0,6,0,0,0,0,0,6,0,6
UYUNI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,0,0,6,1,1,1,0,0,7,2,9
VALLEGRANDE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,1,0,7,0,1,0,0,0,9,0,9
VIACHA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,9,0,39,0,11,0,0,0,59,0,59
VILLA CHARCAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,0,0,0,2,0,1,0,0,0,3,3
VILLA NUEVA (LOMA ALTA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
VILLA SERRANO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
VILLA TUNARI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,1,0,14,1,51,3,8,0,0,0,74,4,78
VILLA VACA GUZMAN (MUYUPAMPA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
VITICHI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
WALDO BALLIVIAN,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-06-01,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
