,group,variable,month,PARTOS ATENDIDOS POR OTROS < A 10,PARTOS ATENDIDOS POR OTROS < A 10,PARTOS ATENDIDOS POR OTROS 10 A 14,PARTOS ATENDIDOS POR OTROS 10 A 14,PARTOS ATENDIDOS POR OTROS 15 A 19,PARTOS ATENDIDOS POR OTROS 15 A 19,PARTOS ATENDIDOS POR OTROS 20 A 34,PARTOS ATENDIDOS POR OTROS 20 A 34,PARTOS ATENDIDOS POR OTROS 35 A 49,PARTOS ATENDIDOS POR OTROS 35 A 49,PARTOS ATENDIDOS POR OTROS 50 Y +,PARTOS ATENDIDOS POR OTROS 50 Y +,TOTALES,TOTALES,TOTALES
SAN CARLOS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SAN IGNACIO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-06-01,0,0,0,0,0,1,0,2,0,0,0,0,0,3,3
SAN IGNACIO DE VELASCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SAN LORENZO(TJA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-06-01,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
SAN LUCAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-06-01,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
SANTA ROSA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-06-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SHINAOTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-06-01,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
SIPE SIPE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-06-01,0,0,0,0,0,2,0,4,0,0,0,0,0,6,6
SUCRE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
TAPACARI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-06-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
TARIJA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-06-01,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
TOTORA(CBBA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-06-01,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
UMALA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
VACAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-06-01,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2
VIACHA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-06-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
VILLA TUNARI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-06-01,0,0,0,0,0,2,0,1,0,1,0,0,0,4,4
VILLAZON,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
VINTO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-06-01,0,0,0,0,0,1,0,2,0,0,0,0,0,3,3
WARNES,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
ACHOCALLA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-07-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ANZALDO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
APOLO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-07-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ARBIETO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-07-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
ARQUE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-07-01,0,0,0,0,0,0,0,2,0,1,0,0,0,3,3
BERMEJO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
BETANZOS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-07-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
BOYUIBE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CALACOTO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CAMARGO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-07-01,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
CAPINOTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-07-01,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
CARAPARI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-07-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
CHALLAPATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-07-01,0,0,0,0,0,0,0,5,0,0,0,0,0,5,5
COBIJA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
COCAPATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-07-01,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
COCHABAMBA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-07-01,0,0,0,0,0,1,0,4,0,1,0,0,0,6,6
COLOMI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-07-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
EL ALTO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-07-01,0,0,0,0,0,0,0,6,0,0,0,0,0,6,6
EL PUENTE(STC),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-07-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
EL PUENTE(TJA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-07-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
ENTRE RIOS CBBA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-07-01,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
FILADELFIA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
GUTIERREZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
LA PAZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-07-01,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3
OCURI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-07-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
ORURO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-07-01,0,0,0,0,0,2,0,0,0,3,0,0,0,5,5
PAMPA GRANDE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
POTOSI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-07-01,0,0,0,0,0,0,0,4,0,0,0,0,0,4,4
PUERTO VILLARROEL,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
PUNATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
QUILLACOLLO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-07-01,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3
RAQAYPAMPA(ETA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
RAVELO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
RIBERALTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
RURRENABAQUE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-07-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SACABA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SAMAIPATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SAN BORJA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-07-01,0,0,0,0,0,1,0,2,0,0,0,0,0,3,3
SAN PEDRO DE CURAHUARA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-07-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN PEDRO DE MACHA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SAN RAMON SCZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SANTA ANA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-07-01,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SENA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SICA SICA (VILLA AROMA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SIPE SIPE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-07-01,0,0,0,0,0,1,0,6,0,0,0,0,0,7,7
TACOPAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-07-01,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
TARATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-07-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
TARIJA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
TINGUIPAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-07-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
TOTORA(CBBA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-07-01,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3
TUPIZA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-07-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
VACAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-07-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
VIACHA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-07-01,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
VILA VILA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-07-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
VILLA MONTES,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
VILLA TUNARI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-07-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
VILLAZON,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
VINTO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-07-01,0,0,0,0,0,0,0,2,0,1,0,0,0,3,3
ANZALDO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-08-01,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
APOLO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-08-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ATOCHA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-08-01,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-08-01,0,0,0,0,0,0,0,2,0,1,0,0,0,3,3
BETANZOS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-08-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CALACOTO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CARACOLLO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CHALLAPATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-08-01,0,0,0,0,0,1,0,2,0,0,0,0,0,3,3
CHULUMANI (V. DE LA LIBERTAD),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
COCHABAMBA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-08-01,0,0,0,0,0,0,0,2,0,1,0,0,0,3,3
"COLCHA ""K""","atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
COLOMI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
COMARAPA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-08-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
COTOCA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-08-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
CULPINA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
EL ALTO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-08-01,0,0,0,0,0,1,0,7,0,4,0,0,0,12,12
ENTRE RIOS CBBA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
GRAL. J.J. PEREZ (CHARAZANI),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-08-01,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
ICHOCA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
LA PAZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-08-01,0,0,0,0,0,1,0,2,0,1,0,0,0,4,4
LAJA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
MACHACAMARCA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-08-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
MAIRANA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-08-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
MALLA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
ORURO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-08-01,0,0,0,0,0,4,0,7,0,2,0,0,0,13,13
POCOATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-08-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
POTOSI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-08-01,0,0,0,0,0,0,0,2,0,1,0,0,0,3,3
PUERTO VILLARROEL,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-08-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
QUILLACOLLO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-08-01,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3
SACABA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-08-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SACACA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SAN ANDRES DE MACHACA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SAN BORJA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-08-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN IGNACIO DE VELASCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-08-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SAN JOSE DE CHIQUITOS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SAN JULIAN,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SAN RAFAEL,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-08-01,0,0,0,0,0,0,0,3,0,1,0,0,0,4,4
SIPE SIPE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-08-01,0,0,0,0,0,1,0,3,0,2,0,0,0,6,6
TACOPAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-08-01,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
TARIJA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-08-01,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
TOTORA(CBBA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-08-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TOTORA(ORR),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
UYUNI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-08-01,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
VILA VILA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-08-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
VILLA TUNARI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
VILLAZON,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
VINTO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-08-01,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
YAPACANI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-08-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
ACHACACHI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-09-01,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3
APOLO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-09-01,0,0,0,0,0,1,0,2,0,1,0,0,0,4,4
AYOPAYA (V. DE INDEPENDENCIA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-09-01,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2
BETANZOS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-09-01,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
CALAMARCA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-09-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CAMARGO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-09-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
CAMIRI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-09-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CAPINOTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-09-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CARMEN RIVERO TORREZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-09-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CHALLAPATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-09-01,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
CHIMORE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-09-01,0,0,0,0,0,1,0,2,0,0,0,0,0,3,3
COBIJA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-09-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
COCAPATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por otros,2024-09-01,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
