,group,variable,month,PARTOS ATENDIDOS POR PROVEEDOR CALIFICADO < A 10,PARTOS ATENDIDOS POR PROVEEDOR CALIFICADO < A 10,PARTOS ATENDIDOS POR PROVEEDOR CALIFICADO 10 A 14,PARTOS ATENDIDOS POR PROVEEDOR CALIFICADO 10 A 14,PARTOS ATENDIDOS POR PROVEEDOR CALIFICADO 15 A 19,PARTOS ATENDIDOS POR PROVEEDOR CALIFICADO 15 A 19,PARTOS ATENDIDOS POR PROVEEDOR CALIFICADO 20 A 34,PARTOS ATENDIDOS POR PROVEEDOR CALIFICADO 20 A 34,PARTOS ATENDIDOS POR PROVEEDOR CALIFICADO 35 A 49,PARTOS ATENDIDOS POR PROVEEDOR CALIFICADO 35 A 49,PARTOS ATENDIDOS POR PROVEEDOR CALIFICADO 50 Y +,PARTOS ATENDIDOS POR PROVEEDOR CALIFICADO 50 Y +,TOTALES,TOTALES,TOTALES
TARVITA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-05-01,0,0,0,0,4,0,7,2,0,0,0,0,11,2,13
TEOPONTE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-05-01,0,0,0,0,1,1,4,0,0,0,0,0,5,1,6
TIAHUANACU,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-05-01,0,0,0,0,2,0,4,3,0,0,0,0,6,3,9
TINGUIPAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-05-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
TIPUANI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-05-01,0,0,1,0,1,0,0,0,1,0,0,0,3,0,3
TIQUIPAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-05-01,0,0,0,0,0,0,1,5,0,0,0,0,1,5,6
TIRAQUE (CBBA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-05-01,0,0,0,0,0,0,9,0,0,0,0,0,9,0,9
TOCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-05-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
TOLATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-05-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
TOLEDO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-05-01,0,0,0,0,0,0,2,1,0,0,0,0,2,1,3
TOMINA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-05-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
TORO TORO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-05-01,0,0,0,0,0,0,1,1,1,1,0,0,2,2,4
TOTORA(CBBA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-05-01,0,0,0,0,7,1,13,1,3,0,0,0,23,2,25
TUPIZA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-05-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
TURCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-05-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
UMALA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-05-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
UNCIA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-05-01,0,0,0,0,4,0,13,0,5,0,0,0,22,0,22
URUBICHA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-05-01,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2
UYUNI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-05-01,0,0,0,0,3,0,25,0,1,0,0,0,29,0,29
VACAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-05-01,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2
VALLEGRANDE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-05-01,0,0,1,0,10,0,15,0,5,0,0,0,31,0,31
VIACHA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-05-01,0,0,0,0,2,0,13,1,0,0,0,0,15,1,16
VILA VILA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-05-01,0,0,1,0,0,0,0,0,0,1,0,0,1,1,2
VILLA CHARCAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-05-01,0,0,0,0,3,0,1,0,5,0,0,0,9,0,9
VILLA MONTES,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-05-01,0,0,0,0,18,0,38,0,10,0,0,0,66,0,66
VILLA SERRANO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-05-01,0,0,0,0,0,0,2,1,0,0,0,0,2,1,3
VILLA TUNARI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-05-01,0,0,0,0,6,0,41,0,8,0,0,0,55,0,55
VILLA VACA GUZMAN (MUYUPAMPA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-05-01,0,0,0,0,1,0,4,0,2,0,0,0,7,0,7
VILLAZON,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-05-01,0,0,0,0,9,0,26,0,7,0,0,0,42,0,42
VINTO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-05-01,0,0,0,0,9,0,46,0,8,0,0,0,63,0,63
VITICHI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-05-01,0,0,0,0,3,0,0,0,0,1,0,0,3,1,4
WALDO BALLIVIAN,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-05-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
WARNES,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-05-01,0,0,0,0,0,0,11,0,0,0,0,0,11,0,11
YACO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-05-01,0,0,0,0,1,1,2,0,0,0,0,0,3,1,4
YACUIBA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-05-01,0,0,0,0,19,0,62,1,19,0,0,0,100,1,101
YAMPARAEZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-05-01,0,0,0,0,2,1,1,0,0,0,0,0,3,1,4
YANACACHI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-05-01,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
YUNCHARA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-05-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
ZUDAÑEZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-05-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
ACACIO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
ACHACACHI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,1,1,23,6,5,0,0,0,29,7,36
ACHOCALLA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,1,0,10,1,1,0,0,0,12,1,13
AIQUILE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,1,0,7,1,9,0,3,0,0,0,20,1,21
ALCALA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,2,0,1,0,0,0,0,0,3,0,3
ALTO BENI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,2,0,3,1,0,0,0,0,5,1,6
ANCORAIMES,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,0,0,1,3,0,2,0,0,1,5,6
ANDAMARCA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
ANTEQUERA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
ANZALDO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
APOLO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,3,2,10,4,1,0,0,0,14,6,20
ARANI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,0,0,5,0,0,0,0,0,5,0,5
ARBIETO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,0,0,4,0,3,0,0,0,7,0,7
ARQUE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
ATOCHA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,3,0,5,0,1,0,0,0,9,0,9
AUCAPATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,0,1,1,1,1,0,0,0,2,2,4
AYATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,2,0,2,1,0,0,0,0,4,1,5
AYO AYO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,0,3,0,1,0,0,0,0,0,4,4
AYOPAYA (V. DE INDEPENDENCIA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,7,0,9,0,0,0,0,0,16,0,16
AZURDUY,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,0,0,6,1,0,0,0,0,6,1,7
BATALLAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,1,1,5,1,1,2,0,0,7,4,11
BELEN DE ANDAMARCA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
BELLA FLOR,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
BERMEJO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,1,0,24,0,5,0,0,0,30,0,30
BETANZOS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,3,1,3,1,0,0,0,0,6,2,8
BOLPEBRA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
BOYUIBE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
CABEZAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,3,0,8,0,1,0,0,0,12,0,12
"CAIZA ""D""","atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,2,0,2,2,0,0,0,0,4,2,6
CAJUATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,3,0,10,0,1,0,0,0,14,0,14
CALACOTO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,0,0,1,1,0,1,0,0,1,2,3
CALAMARCA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,2,0,3,1,0,2,0,0,5,3,8
CAMIRI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,3,0,20,0,4,0,0,0,27,0,27
CAPINOTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,2,0,9,1,2,0,0,0,13,1,14
CARACOLLO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,1,0,9,1,0,0,0,0,10,1,11
CARANAVI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,3,0,3,1,0,0,0,0,6,1,7
CARAPARI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
CARIPUYO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,0,0,0,2,0,1,0,0,0,3,3
CHALLAPATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,7,0,33,2,7,1,0,0,47,3,50
CHAQUI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,1,0,2,1,1,0,0,0,4,1,5
CHARAGUA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,2,0,13,0,2,0,0,0,17,0,17
CHARAÑA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CHAYANTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,1,0,2,0,1,0,0,0,4,0,4
CHUA COCANI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,0,0,1,2,0,0,0,0,1,2,3
CHUMA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,1,0,1,4,0,0,0,0,2,4,6
CHUQUIHUTA AYLLU JUCUMANI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,0,0,5,0,1,0,0,0,6,0,6
CKOCHAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,3,1,3,2,0,2,0,0,6,5,11
COBIJA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,2,0,9,0,71,0,3,0,0,0,85,0,85
COCAPATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,2,1,1,1,0,0,0,0,3,2,5
COCHABAMBA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,4,0,43,0,492,1,192,0,0,0,731,1,732
COLCAPIRHUA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,4,0,12,0,4,0,0,0,20,0,20
"COLCHA ""K""","atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,0,0,1,2,1,0,0,0,2,2,4
COLOMI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,4,1,15,0,1,0,0,0,20,1,21
COLPA BELGICA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
COLQUECHACA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,2,1,7,6,1,0,0,0,10,7,17
COLQUENCHA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,0,0,6,0,0,0,0,0,6,0,6
COLQUIRI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,0,0,1,2,0,0,0,0,1,2,3
CONCEPCION,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
CORIPATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,1,0,7,0,0,0,0,0,8,0,8
CORO CORO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,0,0,0,2,0,3,0,0,0,5,5
COROICO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,2,0,3,0,13,1,1,0,0,0,19,1,20
CORQUE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
COTAGAITA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,1,0,4,0,0,0,0,0,5,0,5
COTOCA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,11,0,52,5,6,0,0,0,69,5,74
CUATRO CAÑADAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,1,0,12,0,2,0,0,0,15,0,15
CUCHUMUELA (V. G. VILLARROEL),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
CUEVO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
CULPINA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,0,1,9,0,2,1,0,0,11,2,13
CURAHUARA DE CARANGAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CURVA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
DESAGUADERO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,0,1,1,0,1,0,0,0,2,1,3
EL ALTO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,52,1,346,4,63,1,0,0,461,6,467
EL CHORO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
EL PUENTE(STC),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,1,0,3,0,1,0,0,0,5,0,5
EL PUENTE(TJA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,1,0,2,0,0,0,0,0,3,0,3
EL TORNO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,13,0,27,0,5,0,0,0,45,0,45
EL VILLAR,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
ENTRE RIOS TRJ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,0,0,7,0,3,0,0,0,10,0,10
ENTRE RIOS CBBA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,2,0,14,0,1,0,0,0,17,0,17
EUCALIPTUS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,0,0,1,1,0,1,0,0,1,2,3
FILADELFIA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
GAIOC JATUN AYLLU YURA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
GRAL. J.J. PEREZ (CHARAZANI),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,0,1,0,4,0,0,0,0,0,5,5
GUANAY,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,4,2,12,0,0,0,0,0,16,2,18
GUAQUI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,0,0,2,1,0,0,0,0,2,1,3
GUTIERREZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3
HUACARETA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,3,0,4,0,0,0,0,0,7,0,7
HUANUNI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,3,0,5,0,1,0,0,0,9,0,9
HUARINA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,0,1,2,1,0,0,0,0,2,2,4
HUAYLLAMARCA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
HUMANATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
ICLA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,1,1,2,1,0,0,0,0,3,2,5
INCAHUASI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,3,1,3,2,0,1,0,0,6,4,10
INQUISIVI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,1,0,2,2,1,1,0,0,4,3,7
IRUPANA (VILLA DE LANZA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
