,group,variable,month,DT 2DA. DOSIS DE 10 A 49 AÑOS DENTRO,DT 2DA. DOSIS DE 10 A 49 AÑOS DENTRO,DT 2DA. DOSIS DE 10 A 49 AÑOS FUERA,DT 2DA. DOSIS DE 10 A 49 AÑOS FUERA,TOTALES,TOTALES,TOTALES
IXIAMAS,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,7,3,2,5,9,8,17
JESUS DE MACHACA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,1,2,5,4,6,6,12
LA ASUNTA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,12,55,2,6,14,61,75
LA GUARDIA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,18,17,28,37,46,54,100
LA PAZ,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,113,793,206,147,319,940,1259
LAGUNILLAS,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,18,24,0,0,18,24,42
LAJA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,2,31,8,13,10,44,54
LAS CARRERAS,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,0,1,0,0,0,1,1
LLALLAGUA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,19,57,13,47,32,104,136
LLICA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,5,2,0,0,5,2,7
LORETO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,0,0,0,10,0,10,10
LURIBAY,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,1,3,0,0,1,3,4
MACHACAMARCA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,1,2,0,0,1,2,3
MACHARETI,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,5,7,1,2,6,9,15
MAGDALENA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,7,4,26,15,33,19,52
MAIRANA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,0,1,0,3,0,4,4
MAPIRI,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,0,29,37,0,37,29,66
MECAPACA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,0,7,0,1,0,8,8
MINEROS,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,5,10,19,28,24,38,62
MIZQUE,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,2,14,4,8,6,22,28
MOCOMOCO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,1,5,0,7,1,12,13
MOJOCOYA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,5,1,16,0,21,1,22
MONTEAGUDO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,11,8,3,4,14,12,26
MONTERO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,10,239,14,35,24,274,298
MORO MORO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,1,1,0,0,1,1,2
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,1,0,2,2,3,2,5
NAZACARA DE PACAJES,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,0,1,0,0,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,0,1,2,0,2,1,3
OCURI,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,0,13,140,152,140,165,305
OKINAWA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,0,3,9,19,9,22,31
OMEREQUE,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,1,2,12,5,13,7,20
ORURO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,54,318,75,51,129,369,498
PADCAYA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,2,9,0,0,2,9,11
PADILLA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,1,1,1,1,2,2,4
PAILON,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,2,21,7,5,9,26,35
PALCA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,3,23,1,4,4,27,31
PALOS BLANCOS,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,10,24,20,19,30,43,73
PAMPA AULLAGAS,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,7,2,0,0,7,2,9
PAMPA GRANDE,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,0,0,1,1,1,1,2
PAPEL PAMPA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,0,5,0,0,0,5,5
PASORAPA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,0,0,4,6,4,6,10
PATACAMAYA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,0,36,7,10,7,46,53
PAZÑA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,2,3,1,2,3,5,8
PELECHUCO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,0,4,0,2,0,6,6
POCOATA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,0,1,0,37,0,38,38
POCONA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,1,4,7,11,8,15,23
POJO (CBBA),otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,0,3,0,1,0,4,4
POOPO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,0,5,5,29,5,34,39
PORCO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,1,18,0,5,1,23,24
POROMA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,1,2,27,18,28,20,48
PORTACHUELO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,3,23,0,4,3,27,30
PORVENIR,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,0,5,12,7,12,12,24
POTOSI,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,41,215,19,37,60,252,312
PUCARANI,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,5,34,15,19,20,53,73
PUERTO ACOSTA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,0,3,1,6,1,9,10
PUERTO CARABUCO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,0,6,0,3,0,9,9
PUERTO GONZALO MORENO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,2,12,1,4,3,16,19
PUERTO PEREZ,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,0,0,10,22,10,22,32
PUERTO QUIJARRO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,4,5,6,6,10,11,21
PUERTO RICO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,1,10,0,1,1,11,12
PUERTO SILES,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,0,1,0,0,0,1,1
PUERTO SUAREZ,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,5,15,0,0,5,15,20
PUERTO VILLARROEL,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,15,39,16,20,31,59,90
PUNA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,0,9,2,7,2,16,18
PUNATA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,13,39,61,88,74,127,201
QUIABAYA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,0,2,0,0,0,2,2
QUILLACOLLO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,4,21,11,22,15,43,58
QUIME,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,0,2,7,1,7,3,10
QUIRUSILLAS,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,0,0,2,8,2,8,10
RAVELO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,2,11,1,7,3,18,21
REYES,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,2,16,0,0,2,16,18
RIBERALTA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,4,153,10,5,14,158,172
ROBORE,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,1,0,1,1,2,1,3
RURRENABAQUE,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,5,5,36,45,41,50,91
SACABA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,18,157,32,54,50,211,261
SACABAMBA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,0,0,0,1,0,1,1
SACACA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,0,15,1,21,1,36,37
SAIPINA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,0,1,0,3,0,4,4
SALINAS DE GARCI MENDOZA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,1,5,3,4,4,9,13
SAMAIPATA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,1,3,0,2,1,5,6
SAN ANDRES,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,0,11,1,3,1,14,15
SAN ANDRES DE MACHACA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,0,2,0,0,0,2,2
SAN ANTONIO DE LOMERIO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,3,9,9,7,12,16,28
SAN BENITO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,2,4,0,0,2,4,6
SAN BORJA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,3,41,10,35,13,76,89
SAN BUENA VENTURA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,0,8,2,4,2,12,14
SAN CARLOS,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,2,21,3,15,5,36,41
SAN IGNACIO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,8,16,20,30,28,46,74
SAN IGNACIO DE VELASCO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,4,38,0,3,4,41,45
SAN JAVIER(BNI),otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,2,3,0,0,2,3,5
SAN JAVIER(STC),otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,15,18,1,0,16,18,34
SAN JOAQUIN,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,0,3,0,0,0,3,3
SAN JOSE DE CHIQUITOS,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,3,9,130,19,133,28,161
SAN JUAN DE YAPACANI,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,2,3,0,0,2,3,5
SAN JULIAN,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,41,47,14,47,55,94,149
SAN LORENZO(PND),otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,4,9,7,8,11,17,28
SAN LORENZO(TJA),otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,1,30,0,1,1,31,32
SAN LUCAS,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,1,2,2,15,3,17,20
SAN MATIAS,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,1,1,31,54,32,55,87
SAN MIGUEL DE VELASCO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,5,9,2,1,7,10,17
SAN PABLO DE LIPEZ,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,0,2,0,0,0,2,2
SAN PEDRO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,1,9,0,44,1,53,54
SAN PEDRO DE BUENA VISTA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,0,23,6,25,6,48,54
SAN PEDRO DE CURAHUARA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,0,1,0,0,0,1,1
SAN PEDRO DE QUEMES,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,1,0,0,0,1,0,1
SAN PEDRO DE TIQUINA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,1,4,6,10,7,14,21
SAN PEDRO(PND),otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,1,0,13,13,14,13,27
SAN RAFAEL,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,0,4,0,0,0,4,4
SAN RAMON BENI,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,0,8,1,2,1,10,11
SAN RAMON SCZ,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,1,6,0,0,1,6,7
SANTA ANA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,0,3,26,38,26,41,67
SANTA CRUZ DE LA SIERRA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,555,1850,1142,1264,1697,3114,4811
SANTA ROSA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,2,4,2,8,4,12,16
SANTA ROSA DEL SARA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,14,24,14,13,28,37,65
SANTIAGO DE CALLAPA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,0,1,1,3,1,4,5
SANTIAGO DE HUARI,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,0,3,1,2,1,5,6
SANTIAGO DE HUATA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,0,1,0,0,0,1,1
SANTIAGO DE MACHACA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,0,0,1,2,1,2,3
SANTIVAÑES,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,0,7,80,4,80,11,91
SANTUARIO DE QUILLACAS,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,1,3,1,5,2,8,10
SAPAHAQUI,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,1,3,0,0,1,3,4
SENA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,0,9,1,0,1,9,10
SHINAOTA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,9,4,1,2,10,6,16
SICAYA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,0,1,0,0,0,1,1
SIPE SIPE,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,3,24,5,10,8,34,42
SORACACHI,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,0,2,3,8,3,10,13
SORATA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,1,8,5,25,6,33,39
SUCRE,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,40,138,50,85,90,223,313
TACACHI,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,0,3,5,11,5,14,19
TACACOMA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,0,2,2,1,2,3,5
TACOBAMBA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,0,4,3,4,3,8,11
TACOPAYA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,0,2,0,3,0,5,5
TAHUA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,0,1,0,0,0,1,1
TAPACARI,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,4,20,15,28,19,48,67
TARABUCO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,0,6,0,0,0,6,6
TARACO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,0,2,0,5,0,7,7
TARATA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,1,5,5,6,6,11,17
TARIJA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,71,284,136,88,207,372,579
TARVITA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,0,0,1,2,1,2,3
TEOPONTE,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,0,11,0,0,0,11,11
TIAWANACU,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,0,9,79,91,79,100,179
TINGUIPAYA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,0,4,0,5,0,9,9
TIPUANI,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,9,10,5,3,14,13,27
TIQUIPAYA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,10,15,18,23,28,38,66
TIRAQUE (CBBA),otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,1,14,0,2,1,16,17
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,4,7,0,0,4,7,11
TOCO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,3,6,0,2,3,8,11
TOLATA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,3,5,0,1,3,6,9
TOLEDO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,0,0,0,5,0,5,5
TOMAVE,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,0,1,0,1,0,2,2
TOMINA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,0,0,0,1,0,1,1
TORO TORO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,0,1,0,7,0,8,8
TOTORA(CBBA),otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,2,16,8,6,10,22,32
TOTORA(ORR),otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,2,2,0,0,2,2,4
TRIGAL,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,0,0,0,1,0,1,1
TRINIDAD,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,33,207,143,64,176,271,447
TUPIZA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,17,55,26,18,43,73,116
TURCO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,0,1,0,0,0,1,1
UMALA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,0,4,23,35,23,39,62
UNCIA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,0,13,2,20,2,33,35
URIONDO (A. CONCEPCION),otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,1,14,0,0,1,14,15
URUBICHA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,0,4,0,0,0,4,4
UYUNI,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,38,41,14,12,52,53,105
VACAS,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,0,0,4,3,4,3,7
VALLEGRANDE,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,5,7,5,1,10,8,18
VIACHA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,10,66,204,25,214,91,305
VILA VILA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,1,2,18,24,19,26,45
VILLA CHARCAS,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,1,2,0,0,1,2,3
VILLA MONTES,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,28,69,19,13,47,82,129
VILLA NUEVA (LOMA ALTA),otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,0,0,11,43,11,43,54
VILLA RIVERO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,1,8,2,2,3,10,13
VILLA SERRANO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,31,0,0,0,31,0,31
VILLA TUNARI,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,31,48,19,33,50,81,131
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,5,0,4,14,9,14,23
VILLAZON,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,10,78,10,6,20,84,104
VINTO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,8,68,18,51,26,119,145
VITICHI,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,8,9,0,2,8,11,19
WALDO BALLIVIAN,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,0,1,0,0,0,1,1
WARNES,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,54,86,134,60,188,146,334
YACO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,0,1,0,6,0,7,7
YACUIBA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,50,130,19,20,69,150,219
YAMPARAEZ,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,0,0,15,6,15,6,21
YAPACANI,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,7,39,35,58,42,97,139
YOCALLA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,0,12,0,2,0,14,14
YOTALA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,1,4,8,10,9,14,23
YUNCHARA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,0,0,0,5,0,5,5
ZUDAÑEZ,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-07-01,3,0,0,2,3,2,5
ACACIO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-08-01,1,2,3,3,4,5,9
ACHACACHI,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-08-01,3,24,163,23,166,47,213
ACHOCALLA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-08-01,0,10,4,4,4,14,18
AIQUILE,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-08-01,10,11,19,24,29,35,64
ALALAY,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-08-01,0,0,2,1,2,1,3
ALTO BENI,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-08-01,2,11,18,17,20,28,48
ANCORAIMES,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-08-01,0,12,3,5,3,17,20
ANDAMARCA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-08-01,0,1,0,3,0,4,4
ANZALDO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-08-01,0,15,0,0,0,15,15
APOLO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-08-01,4,7,27,28,31,35,66
ARAMPAMPA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-08-01,0,11,0,2,0,13,13
ARANI,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-08-01,1,12,1,8,2,20,22
ARBIETO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-08-01,8,34,7,7,15,41,56
ARQUE,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-08-01,2,8,3,3,5,11,16
ASCENCION DE GUARAYOS,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-08-01,0,29,0,0,0,29,29
ATOCHA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-08-01,13,9,34,8,47,17,64
AUCAPATA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-08-01,0,2,17,0,17,2,19
AYATA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-08-01,0,11,9,2,9,13,22
AYO AYO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-08-01,0,1,0,0,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-08-01,10,9,25,34,35,43,78
AZURDUY,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-08-01,0,2,6,5,6,7,13
BATALLAS,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-08-01,1,6,5,6,6,12,18
BAURES,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-08-01,0,3,0,0,0,3,3
BELEN DE ANDAMARCA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-08-01,0,0,0,1,0,1,1
BELEN DE URMIRI,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-08-01,0,1,0,0,0,1,1
BELLA FLOR,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-08-01,0,0,3,3,3,3,6
BERMEJO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-08-01,7,40,1,0,8,40,48
BETANZOS,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-08-01,10,26,10,17,20,43,63
BOLIVAR,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-08-01,0,2,0,2,0,4,4
BOLPEBRA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-08-01,0,1,0,0,0,1,1
BUENA VISTA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-08-01,2,14,170,7,172,21,193
CABEZAS,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-08-01,16,10,21,2,37,12,49
CAIROMA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-08-01,0,9,19,56,19,65,84
"CAIZA ""D""",otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-08-01,0,10,23,23,23,33,56
CAJUATA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-08-01,2,26,4,1,6,27,33
CALACOTO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-08-01,0,3,0,12,0,15,15
CALAMARCA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-08-01,0,14,0,2,0,16,16
CAMARGO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-08-01,2,3,3,6,5,9,14
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-08-01,0,7,4,3,4,10,14
CAMIRI,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-08-01,41,44,15,29,56,73,129
CAPINOTA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-08-01,3,5,7,8,10,13,23
CAQUIAVIRI,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-08-01,2,3,3,5,5,8,13
CARACOLLO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-08-01,5,9,1,11,6,20,26
CARANAVI,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-08-01,4,65,266,357,270,422,692
CARAPARI,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-08-01,4,34,1,0,5,34,39
CARIPUYO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2017-08-01,2,3,0,2,2,5,7
