,group,variable,month,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADES CRÓNICAS DENTRO,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADES CRÓNICAS DENTRO,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADES CRÓNICAS FUERA,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADES CRÓNICAS FUERA,TOTALES,TOTALES,TOTALES
PUCARANI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,22,29,18,35,40,64,104
PUERTO ACOSTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,6,5,7,3,13,8,21
PUERTO CARABUCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,6,5,2,1,8,6,14
PUERTO PEREZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,0,0,0,1,0,1,1
PUERTO QUIJARRO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,1,4,6,10,7,14,21
PUERTO RICO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,3,1,7,7,10,8,18
PUERTO SILES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,0,0,1,6,1,6,7
PUERTO SUAREZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,1,1,0,0,1,1,2
PUERTO VILLARROEL,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,11,10,134,136,145,146,291
PUNA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,1,1,2,1,3,2,5
PUNATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,16,33,55,96,71,129,200
QUILLACOLLO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,7,11,85,113,92,124,216
QUIME,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,0,1,23,12,23,13,36
QUIRUSILLAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,8,9,18,15,26,24,50
RIBERALTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,9,65,0,1,9,66,75
ROBORE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,30,52,1,3,31,55,86
RURRENABAQUE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,74,131,45,84,119,215,334
SACABA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,37,60,235,349,272,409,681
SACABAMBA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,1,1,0,2,1,3,4
SACACA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,0,0,12,20,12,20,32
SAIPINA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,4,2,4,8,8,10,18
SAMAIPATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,4,7,15,10,19,17,36
SAN ANDRES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,4,0,0,1,4,1,5
SAN ANDRES DE MACHACA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,1,0,0,0,1,0,1
SAN ANTONIO DE LOMERIO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,0,1,0,1,0,2,2
SAN BENITO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,13,34,43,50,56,84,140
SAN BORJA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,10,17,15,10,25,27,52
SAN BUENA VENTURA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,0,4,10,17,10,21,31
SAN CARLOS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,1,1,4,5,5,6,11
SAN IGNACIO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,4,10,11,14,15,24,39
SAN IGNACIO DE VELASCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,117,372,7,5,124,377,501
SAN JAVIER(BNI),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,1,1,0,1,1,2,3
SAN JAVIER(STC),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,51,79,0,0,51,79,130
SAN JOSE DE CHIQUITOS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,3,5,15,32,18,37,55
SAN JUAN DE YAPACANI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,0,0,16,12,16,12,28
SAN JULIAN,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,29,68,31,38,60,106,166
SAN LORENZO(PND),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,1,1,2,1,3,2,5
SAN LORENZO(TJA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,4,10,3,13,7,23,30
SAN LUCAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,30,76,94,94,124,170,294
SAN MATIAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,0,2,3,1,3,3,6
SAN MIGUEL DE VELASCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,4,3,0,2,4,5,9
SAN PABLO DE LIPEZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,7,9,0,0,7,9,16
SAN PEDRO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,5,2,2,4,7,6,13
SAN PEDRO DE BUENA VISTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,23,32,59,68,82,100,182
SAN PEDRO DE CURAHUARA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,0,0,1,7,1,7,8
SAN PEDRO(PND),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,0,0,1,1,1,1,2
SAN RAFAEL,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,0,0,12,23,12,23,35
SAN RAMON SCZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,4,8,0,0,4,8,12
SANTA ANA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,2,1,8,8,10,9,19
SANTA CRUZ DE LA SIERRA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,2575,3225,440,403,3015,3628,6643
SANTA ROSA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,0,0,2,10,2,10,12
SANTA ROSA DEL SARA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,1,2,11,18,12,20,32
SANTIAGO DE CALLAPA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,1,0,1,2,2,2,4
SANTIAGO DE HUARI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,0,0,0,1,0,1,1
SANTIAGO DE HUATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,3,1,1,1,4,2,6
SANTIAGO DE MACHACA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,1,1,8,11,9,12,21
SANTIVAÑES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,1,0,27,10,28,10,38
SANTUARIO DE QUILLACAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,0,1,0,0,0,1,1
SAPAHAQUI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,2,7,12,15,14,22,36
SENA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,0,2,0,5,0,7,7
SHINAOTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,3,6,13,22,16,28,44
SICA SICA (VILLA AROMA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,1,1,3,4,4,5,9
SICAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,1,1,7,9,8,10,18
SIPE SIPE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,0,1,12,11,12,12,24
SOPACHUY,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,0,0,15,8,15,8,23
SORACACHI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,32,3,0,3,32,6,38
SORATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,1,2,5,12,6,14,20
SUCRE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,310,563,441,678,751,1241,1992
TACACOMA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,8,3,35,47,43,50,93
TACOBAMBA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,0,0,5,1,5,1,6
TACOPAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,4,4,28,28,32,32,64
TAPACARI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,2,11,23,13,25,24,49
TARABUCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,14,23,5,9,19,32,51
TARACO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,2,2,1,0,3,2,5
TARATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,1,1,7,6,8,7,15
TARIJA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,100,149,331,529,431,678,1109
TARVITA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,0,0,4,8,4,8,12
TEOPONTE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,6,5,0,2,6,7,13
TIAWANACU,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,0,6,0,1,0,7,7
TINGUIPAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,1,3,3,2,4,5,9
TIPUANI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,9,4,7,8,16,12,28
TIQUIPAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,17,11,72,106,89,117,206
TIRAQUE (CBBA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,5,6,63,73,68,79,147
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,5,9,5,7,10,16,26
TOCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,1,4,4,5,5,9,14
TOLATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,3,5,6,12,9,17,26
TOLEDO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,2,1,9,12,11,13,24
TOMAVE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,1,1,2,1,3,2,5
TOMINA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,2,12,5,5,7,17,24
TORO TORO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,2,3,5,3,7,6,13
TOTORA(CBBA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,6,8,9,22,15,30,45
TOTORA(ORR),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,0,1,0,0,0,1,1
TRIGAL,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,3,3,0,0,3,3,6
TRINIDAD,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,61,89,40,62,101,151,252
TUPIZA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,15,16,28,38,43,54,97
UMALA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,0,1,1,3,1,4,5
UNCIA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,1,3,1,1,2,4,6
URIONDO (A. CONCEPCION),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,0,0,1,7,1,7,8
URUBICHA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,0,0,56,58,56,58,114
UYUNI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,107,162,145,110,252,272,524
VACAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,1,1,26,27,27,28,55
VALLEGRANDE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,3,6,15,14,18,20,38
VIACHA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,122,123,379,243,501,366,867
VILA VILA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,21,10,5,6,26,16,42
VILLA CHARCAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,15,26,13,25,28,51,79
VILLA MONTES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,15,23,19,28,34,51,85
VILLA NUEVA (LOMA ALTA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,0,2,2,2,2,4,6
VILLA RIVERO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,2,2,14,35,16,37,53
VILLA SERRANO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,8,9,83,96,91,105,196
VILLA TUNARI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,21,42,164,200,185,242,427
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,6,7,1,1,7,8,15
VILLAZON,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,18,25,7,18,25,43,68
VINTO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,61,113,52,111,113,224,337
VITICHI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,11,4,5,4,16,8,24
WALDO BALLIVIAN,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,0,1,0,0,0,1,1
WARNES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,32,47,59,95,91,142,233
YACO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,1,3,1,2,2,5,7
YACUIBA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,18,29,53,79,71,108,179
YAMPARAEZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,1,1,6,1,7,2,9
YANACACHI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,0,2,5,8,5,10,15
YAPACANI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,63,86,18,14,81,100,181
YOCALLA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,0,4,0,0,0,4,4
YOTALA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,2,6,29,32,31,38,69
YUNCHARA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,3,1,7,9,10,10,20
ZUDAÑEZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-07-01,40,64,90,147,130,211,341
ACACIO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,0,4,0,0,0,4,4
ACHACACHI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,5,7,17,14,22,21,43
ACHOCALLA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,0,1,101,133,101,134,235
AIQUILE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,33,0,88,76,121,76,197
ALALAY,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,0,0,13,27,13,27,40
ALTO BENI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,6,8,5,16,11,24,35
ANCORAIMES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,2,10,3,12,5,22,27
ANDAMARCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,0,0,0,3,0,3,3
APOLO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,0,0,3,4,3,4,7
ARANI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,0,0,12,3,12,3,15
ARQUE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,0,2,5,3,5,5,10
ATOCHA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,0,1,0,1,0,2,2
AUCAPATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,0,0,1,4,1,4,5
AYATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,0,5,0,1,0,6,6
AYO AYO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,1,2,9,11,10,13,23
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,4,5,8,8,12,13,25
BATALLAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,1,5,8,18,9,23,32
BAURES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,0,3,4,0,4,3,7
BELEN DE URMIRI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,44,49,11,12,55,61,116
BELLA FLOR,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,0,1,0,0,0,1,1
BERMEJO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,51,37,8,21,59,58,117
BETANZOS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,2,3,201,36,203,39,242
BOLIVAR,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,0,0,8,5,8,5,13
BOLPEBRA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,4,2,0,4,4,6,10
BOYUIBE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,1,0,0,5,1,5,6
BUENA VISTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,41,4,4,40,45,44,89
CABEZAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,40,2,22,23,62,25,87
CAIROMA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,1,1,11,13,12,14,26
"CAIZA ""D""",otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,0,0,1,0,1,0,1
CAJUATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,115,95,52,70,167,165,332
CALACOTO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,0,0,1,2,1,2,3
CAMARGO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,22,53,30,100,52,153,205
CAMIRI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,35,40,45,98,80,138,218
CAPINOTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,1,1,11,9,12,10,22
CAQUIAVIRI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,3,6,5,4,8,10,18
CARACOLLO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,8,9,8,19,16,28,44
CARANAVI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,13,4,7,5,20,9,29
CARAPARI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,1,7,7,18,8,25,33
CHALLAPATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,3,4,16,10,19,14,33
CHARAGUA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,9,8,5,11,14,19,33
CHARAÑA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,1,0,0,0,1,0,1
CHAYANTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,0,0,18,1,18,1,19
CHIMORE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,12,26,74,142,86,168,254
CHOQUE COTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,3,3,0,0,3,3,6
CHUA COCANI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,0,0,7,0,7,0,7
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,15,20,64,69,79,89,168
CHUMA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,0,3,2,1,2,4,6
CKOCHAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,24,25,8,13,32,38,70
COBIJA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,8,5,12,22,20,27,47
COCAPATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,2,14,10,13,12,27,39
COCHABAMBA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,121,166,464,659,585,825,1410
COLCAPIRHUA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,6,12,47,28,53,40,93
"COLCHA ""K""",otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,17,13,28,43,45,56,101
COLOMI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,7,6,15,10,22,16,38
COLQUECHACA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,11,12,20,20,31,32,63
COLQUENCHA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,2,10,6,7,8,17,25
COLQUIRI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,1,9,24,34,25,43,68
COMANCHE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,0,0,1,4,1,4,5
COMARAPA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,15,18,34,78,49,96,145
CONCEPCION,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,1,4,204,280,205,284,489
COPACABANA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,0,1,0,0,0,1,1
CORIPATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,0,3,1,1,1,4,5
CORO CORO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,0,1,0,0,0,1,1
COROICO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,6,10,18,8,24,18,42
CORQUE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,1,0,0,0,1,0,1
COTAGAITA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,14,22,47,71,61,93,154
COTOCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,290,272,60,78,350,350,700
CUATRO CAÑADAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,26,25,11,10,37,35,72
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,1,1,1,7,2,8,10
CUEVO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,0,0,2,7,2,7,9
CULPINA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,2,3,0,7,2,10,12
EL ALTO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,512,986,579,968,1091,1954,3045
EL CHORO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,1,0,0,1,1,1,2
EL PUENTE(STC),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,1,0,2,5,3,5,8
EL PUENTE(TJA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,3,11,16,22,19,33,52
EL TORNO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,52,94,17,43,69,137,206
ENTRE RIOS TRJ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,0,2,5,3,5,5,10
ENTRE RIOS CBBA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,1,3,5,4,6,7,13
EUREKA (SANTOS MERCADO),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,0,0,0,1,0,1,1
EXALTACION,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,1,1,4,5,5,6,11
FERNANDEZ ALONSO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,12,34,13,15,25,49,74
FILADELFIA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,0,0,3,1,3,1,4
GENERAL SAAVEDRA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,45,48,1,6,46,54,100
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,4,4,6,7,10,11,21
GUANAY,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,5,1,95,105,100,106,206
GUAQUI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,6,21,0,0,6,21,27
GUAYARAMERIN,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,7,6,21,43,28,49,77
GUTIERREZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,2,0,0,0,2,0,2
HUACHACALLA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,2,0,3,4,5,4,9
HUANUNI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,6,0,6,17,12,17,29
HUARACAJE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,2,12,0,0,2,12,14
HUARINA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,0,0,0,1,0,1,1
HUAYLLAMARCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,1,0,1,1,2,1,3
HUMANATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,0,0,8,9,8,9,17
ICHOCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,12,7,1,1,13,8,21
ICLA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,2,4,9,18,11,22,33
INCAHUASI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,0,1,0,0,0,1,1
INGAVI (HUMAITA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,1,1,0,0,1,1,2
INQUISIVI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,4,4,2,6,6,10,16
IRUPANA (VILLA DE LANZA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,13,15,40,43,53,58,111
IXIAMAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,35,22,38,25,73,47,120
JESUS DE MACHACA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,11,13,104,99,115,112,227
LA ASUNTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,112,121,128,126,240,247,487
LA GUARDIA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,148,298,84,189,232,487,719
LA PAZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,583,729,281,269,864,998,1862
LAGUNILLAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,2,1,3,1,5,2,7
LAJA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2017-08-01,4,1,8,14,12,15,27
