,group,variable,month,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS DENTRO,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS DENTRO,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS FUERA,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS FUERA,TOTALES,TOTALES,TOTALES
POROMA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,8.0,0.0,1.0,0.0,9.0,9.0
PORONGO,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,3.0,0.0,3.0,0.0,6.0,6.0
PORTACHUELO,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,28.0,0.0,2.0,0.0,30.0,30.0
PORVENIR,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,9.0,0.0,2.0,0.0,11.0,11.0
POSTRER VALLE,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
POTOSI,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,289.0,0.0,78.0,0.0,367.0,367.0
PRESTO,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
PUCARANI,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,72.0,0.0,18.0,0.0,90.0,90.0
PUERTO ACOSTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,4.0,0.0,12.0,0.0,16.0,16.0
PUERTO CARABUCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,6.0,0.0,3.0,0.0,9.0,9.0
PUERTO GONZALO MORENO,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,12.0,0.0,2.0,0.0,14.0,14.0
PUERTO PEREZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,1.0,0.0,1.0,0.0,2.0,2.0
PUERTO QUIJARRO,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,5.0,0.0,1.0,0.0,6.0,6.0
PUERTO RICO,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,28.0,0.0,2.0,0.0,30.0,30.0
PUERTO SILES,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,2.0,0.0,1.0,0.0,3.0,3.0
PUERTO SUAREZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,11.0,0.0,0.0,0.0,11.0,11.0
PUERTO VILLARROEL,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,108.0,0.0,38.0,0.0,146.0,146.0
PUNA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,13.0,0.0,3.0,0.0,16.0,16.0
PUNATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,39.0,0.0,25.0,0.0,64.0,64.0
QUILLACOLLO,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,123.0,0.0,185.0,0.0,308.0,308.0
QUIME,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,4.0,0.0,2.0,0.0,6.0,6.0
QUIRUSILLAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
RAVELO,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,2.0,0.0,4.0,0.0,6.0,6.0
RIBERALTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,199.0,0.0,0.0,0.0,199.0,199.0
ROBORE,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,6.0,0.0,1.0,0.0,7.0,7.0
RURRENABAQUE,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,31.0,0.0,9.0,0.0,40.0,40.0
SACABA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,242.0,0.0,455.0,0.0,697.0,697.0
SACABAMBA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,3.0,0.0,0.0,0.0,3.0,3.0
SACACA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,19.0,0.0,31.0,0.0,50.0,50.0
SAIPINA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,4.0,0.0,0.0,0.0,4.0,4.0
SALINAS DE GARCI MENDOZA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,7.0,0.0,4.0,0.0,11.0,11.0
SAMAIPATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,5.0,0.0,3.0,0.0,8.0,8.0
SAN ANDRES,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,10.0,0.0,1.0,0.0,11.0,11.0
SAN ANDRES DE MACHACA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,3.0,0.0,0.0,0.0,3.0,3.0
SAN ANTONIO DE ESMORUCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
SAN ANTONIO DE LOMERIO,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,1.0,0.0,1.0,0.0,2.0,2.0
SAN BENITO,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,11.0,0.0,8.0,0.0,19.0,19.0
SAN BORJA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,106.0,0.0,10.0,0.0,116.0,116.0
SAN BUENA VENTURA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,12.0,0.0,16.0,0.0,28.0,28.0
SAN CARLOS,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,12.0,0.0,0.0,0.0,12.0,12.0
SAN IGNACIO,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,25.0,0.0,11.0,0.0,36.0,36.0
SAN IGNACIO DE VELASCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,74.0,0.0,6.0,0.0,80.0,80.0
SAN JAVIER(STC),otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,39.0,0.0,0.0,0.0,39.0,39.0
SAN JOAQUIN,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,9.0,0.0,0.0,0.0,9.0,9.0
SAN JOSE DE CHIQUITOS,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,3.0,0.0,3.0,0.0,6.0,6.0
SAN JULIAN,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,79.0,0.0,7.0,0.0,86.0,86.0
SAN LORENZO(PND),otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,18.0,0.0,11.0,0.0,29.0,29.0
SAN LORENZO(TJA),otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,14.0,0.0,3.0,0.0,17.0,17.0
SAN LUCAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,65.0,0.0,42.0,0.0,107.0,107.0
SAN MATIAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
SAN MIGUEL DE VELASCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,27.0,0.0,0.0,0.0,27.0,27.0
SAN PABLO DE LIPEZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,2.0,0.0,3.0,0.0,5.0,5.0
SAN PEDRO,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,20.0,0.0,2.0,0.0,22.0,22.0
SAN PEDRO DE BUENA VISTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,47.0,0.0,25.0,0.0,72.0,72.0
SAN PEDRO DE CURAHUARA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
SAN PEDRO DE QUEMES,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
SAN PEDRO DE TIQUINA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,5.0,0.0,0.0,0.0,5.0,5.0
SAN PEDRO(PND),otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,1.0,0.0,5.0,0.0,6.0,6.0
SAN RAFAEL,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,9.0,0.0,1.0,0.0,10.0,10.0
SAN RAMON BENI,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,6.0,0.0,0.0,0.0,6.0,6.0
SAN RAMON SCZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,8.0,0.0,0.0,0.0,8.0,8.0
SANTA ANA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,15.0,0.0,5.0,0.0,20.0,20.0
SANTA CRUZ DE LA SIERRA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,1776.0,0.0,66.0,0.0,1842.0,1842.0
SANTA ROSA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,15.0,0.0,8.0,0.0,23.0,23.0
SANTA ROSA DEL SARA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,7.0,0.0,1.0,0.0,8.0,8.0
SANTIAGO DE CALLAPA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
SANTIAGO DE HUARI,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,7.0,0.0,2.0,0.0,9.0,9.0
SANTIAGO DE HUATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,4.0,0.0,0.0,0.0,4.0,4.0
SANTIAGO DE MACHACA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,2.0,0.0,1.0,0.0,3.0,3.0
SANTUARIO DE QUILLACAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,8.0,0.0,1.0,0.0,9.0,9.0
SAPAHAQUI,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,8.0,0.0,3.0,0.0,11.0,11.0
SENA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,30.0,0.0,0.0,0.0,30.0,30.0
SHINAOTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,48.0,0.0,16.0,0.0,64.0,64.0
SICA SICA (VILLA AROMA),otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,13.0,0.0,3.0,0.0,16.0,16.0
SICAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,6.0,0.0,0.0,0.0,6.0,6.0
SIPE SIPE,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,17.0,0.0,1.0,0.0,18.0,18.0
SOPACHUY,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,0.0,0.0,3.0,0.0,3.0,3.0
SORACACHI,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,4.0,0.0,0.0,0.0,4.0,4.0
SORATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,4.0,0.0,45.0,0.0,49.0,49.0
SUCRE,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,538.0,0.0,199.0,0.0,737.0,737.0
TACACOMA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,9.0,0.0,10.0,0.0,19.0,19.0
TACOBAMBA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,4.0,0.0,0.0,0.0,4.0,4.0
TACOPAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,8.0,0.0,3.0,0.0,11.0,11.0
TAPACARI,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,20.0,0.0,13.0,0.0,33.0,33.0
TARABUCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,39.0,0.0,5.0,0.0,44.0,44.0
TARACO,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,4.0,0.0,1.0,0.0,5.0,5.0
TARATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,1.0,0.0,1.0,0.0,2.0,2.0
TARIJA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,377.0,0.0,31.0,0.0,408.0,408.0
TARVITA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,6.0,0.0,0.0,0.0,6.0,6.0
TEOPONTE,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,27.0,0.0,5.0,0.0,32.0,32.0
TIAWANACU,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,15.0,0.0,0.0,0.0,15.0,15.0
TINGUIPAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,8.0,0.0,16.0,0.0,24.0,24.0
TIPUANI,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,12.0,0.0,0.0,0.0,12.0,12.0
TIQUIPAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,85.0,0.0,22.0,0.0,107.0,107.0
TIRAQUE (CBBA),otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,13.0,0.0,14.0,0.0,27.0,27.0
TOCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,9.0,0.0,1.0,0.0,10.0,10.0
TOLATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,4.0,0.0,11.0,0.0,15.0,15.0
TOLEDO,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
TOMAVE,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,1.0,0.0,2.0,0.0,3.0,3.0
TOMINA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,1.0,0.0,2.0,0.0,3.0,3.0
TORO TORO,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,10.0,0.0,13.0,0.0,23.0,23.0
TOTORA(CBBA),otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,23.0,0.0,1.0,0.0,24.0,24.0
TOTORA(ORR),otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,4.0,0.0,1.0,0.0,5.0,5.0
TRIGAL,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
TRINIDAD,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,253.0,0.0,16.0,0.0,269.0,269.0
TUPIZA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,39.0,0.0,10.0,0.0,49.0,49.0
UMALA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,2.0,0.0,1.0,0.0,3.0,3.0
UNCIA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,7.0,0.0,6.0,0.0,13.0,13.0
URIONDO (A. CONCEPCION),otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,7.0,0.0,2.0,0.0,9.0,9.0
URUBICHA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,5.0,0.0,5.0,0.0,10.0,10.0
UYUNI,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,60.0,0.0,35.0,0.0,95.0,95.0
VACAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,5.0,0.0,3.0,0.0,8.0,8.0
VALLEGRANDE,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
VIACHA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,182.0,0.0,186.0,0.0,368.0,368.0
VILA VILA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,5.0,0.0,6.0,0.0,11.0,11.0
VILLA CHARCAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,5.0,0.0,2.0,0.0,7.0,7.0
VILLA MONTES,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,112.0,0.0,7.0,0.0,119.0,119.0
VILLA NUEVA (LOMA ALTA),otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,2.0,0.0,4.0,0.0,6.0,6.0
VILLA RIVERO,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,2.0,0.0,8.0,0.0,10.0,10.0
VILLA SERRANO,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,2.0,0.0,2.0,0.0,4.0,4.0
VILLA TUNARI,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,134.0,0.0,74.0,0.0,208.0,208.0
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
VILLAZON,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,96.0,0.0,8.0,0.0,104.0,104.0
VINTO,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,104.0,0.0,63.0,0.0,167.0,167.0
VITICHI,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,3.0,0.0,0.0,0.0,3.0,3.0
WALDO BALLIVIAN,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,7.0,0.0,1.0,0.0,8.0,8.0
WARNES,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,119.0,0.0,6.0,0.0,125.0,125.0
YACO,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,18.0,0.0,3.0,0.0,21.0,21.0
YACUIBA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,158.0,0.0,13.0,0.0,171.0,171.0
YAMPARAEZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,6.0,0.0,2.0,0.0,8.0,8.0
YANACACHI,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,3.0,0.0,0.0,0.0,3.0,3.0
YAPACANI,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,78.0,0.0,17.0,0.0,95.0,95.0
YOCALLA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,9.0,0.0,1.0,0.0,10.0,10.0
YOTALA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,5.0,0.0,0.0,0.0,5.0,5.0
YUNCHARA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,4.0,0.0,9.0,0.0,13.0,13.0
ZUDAÑEZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-07-01,0.0,11.0,0.0,2.0,0.0,13.0,13.0
ACACIO,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-08-01,0.0,9.0,0.0,0.0,0.0,9.0,9.0
ACHACACHI,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-08-01,0.0,22.0,0.0,17.0,0.0,39.0,39.0
ACHOCALLA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-08-01,0.0,0.0,0.0,31.0,0.0,31.0,31.0
AIQUILE,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-08-01,0.0,72.0,0.0,0.0,0.0,72.0,72.0
ALALAY,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-08-01,0.0,1.0,0.0,3.0,0.0,4.0,4.0
ALTO BENI,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-08-01,0.0,8.0,0.0,6.0,0.0,14.0,14.0
ANCORAIMES,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-08-01,0.0,10.0,0.0,0.0,0.0,10.0,10.0
ANDAMARCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-08-01,0.0,2.0,0.0,1.0,0.0,3.0,3.0
ANTEQUERA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-08-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
APOLO,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-08-01,0.0,0.0,0.0,8.0,0.0,8.0,8.0
ARAMPAMPA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-08-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
ARANI,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-08-01,0.0,4.0,0.0,23.0,0.0,27.0,27.0
ARBIETO,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-08-01,0.0,5.0,0.0,7.0,0.0,12.0,12.0
ARQUE,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-08-01,0.0,5.0,0.0,1.0,0.0,6.0,6.0
ASCENCION DE GUARAYOS,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-08-01,0.0,38.0,0.0,10.0,0.0,48.0,48.0
ATOCHA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-08-01,0.0,5.0,0.0,0.0,0.0,5.0,5.0
AYATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-08-01,0.0,4.0,0.0,2.0,0.0,6.0,6.0
AYO AYO,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-08-01,0.0,8.0,0.0,1.0,0.0,9.0,9.0
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,influenza estacional a mujeres embarazadas,2017-08-01,0.0,4.0,0.0,3.0,0.0,7.0,7.0
BATALLAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-08-01,0.0,30.0,0.0,3.0,0.0,33.0,33.0
BELEN DE URMIRI,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-08-01,0.0,2.0,0.0,3.0,0.0,5.0,5.0
BELLA FLOR,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-08-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
BERMEJO,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-08-01,0.0,67.0,0.0,5.0,0.0,72.0,72.0
BETANZOS,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-08-01,0.0,45.0,0.0,9.0,0.0,54.0,54.0
BOLIVAR,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-08-01,0.0,5.0,0.0,4.0,0.0,9.0,9.0
BOYUIBE,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-08-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
BUENA VISTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-08-01,0.0,4.0,0.0,0.0,0.0,4.0,4.0
CABEZAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-08-01,0.0,4.0,0.0,4.0,0.0,8.0,8.0
CAIROMA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-08-01,0.0,10.0,0.0,5.0,0.0,15.0,15.0
"CAIZA ""D""",otras vacunaciones,influenza estacional a mujeres embarazadas,2017-08-01,0.0,6.0,0.0,0.0,0.0,6.0,6.0
CAJUATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-08-01,0.0,17.0,0.0,5.0,0.0,22.0,22.0
CALACOTO,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-08-01,0.0,0.0,0.0,3.0,0.0,3.0,3.0
CAMARGO,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-08-01,0.0,4.0,0.0,3.0,0.0,7.0,7.0
CAMIRI,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-08-01,0.0,32.0,0.0,1.0,0.0,33.0,33.0
CAPINOTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-08-01,0.0,17.0,0.0,7.0,0.0,24.0,24.0
CAQUIAVIRI,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-08-01,0.0,13.0,0.0,0.0,0.0,13.0,13.0
CARACOLLO,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-08-01,0.0,12.0,0.0,3.0,0.0,15.0,15.0
CARANAVI,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-08-01,0.0,37.0,0.0,1.0,0.0,38.0,38.0
CARAPARI,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-08-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
CARIPUYO,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-08-01,0.0,8.0,0.0,5.0,0.0,13.0,13.0
CARMEN RIVERO TORREZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-08-01,0.0,11.0,0.0,3.0,0.0,14.0,14.0
CHALLAPATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-08-01,0.0,2.0,0.0,5.0,0.0,7.0,7.0
CHAQUI,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-08-01,0.0,2.0,0.0,3.0,0.0,5.0,5.0
CHARAGUA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-08-01,0.0,10.0,0.0,8.0,0.0,18.0,18.0
CHARAÑA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-08-01,0.0,2.0,0.0,3.0,0.0,5.0,5.0
CHAYANTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-08-01,0.0,13.0,0.0,8.0,0.0,21.0,21.0
CHIMORE,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-08-01,0.0,17.0,0.0,4.0,0.0,21.0,21.0
CHIPAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-08-01,0.0,2.0,0.0,1.0,0.0,3.0,3.0
CHUA COCANI,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-08-01,0.0,0.0,0.0,9.0,0.0,9.0,9.0
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,influenza estacional a mujeres embarazadas,2017-08-01,0.0,32.0,0.0,43.0,0.0,75.0,75.0
CHUMA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-08-01,0.0,6.0,0.0,2.0,0.0,8.0,8.0
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-08-01,0.0,1.0,0.0,5.0,0.0,6.0,6.0
CKOCHAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-08-01,0.0,10.0,0.0,0.0,0.0,10.0,10.0
CLIZA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-08-01,0.0,21.0,0.0,14.0,0.0,35.0,35.0
COBIJA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-08-01,0.0,90.0,0.0,11.0,0.0,101.0,101.0
COCAPATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-08-01,0.0,10.0,0.0,28.0,0.0,38.0,38.0
COCHABAMBA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-08-01,0.0,699.0,0.0,239.0,0.0,938.0,938.0
COLCAPIRHUA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-08-01,0.0,31.0,0.0,42.0,0.0,73.0,73.0
"COLCHA ""K""",otras vacunaciones,influenza estacional a mujeres embarazadas,2017-08-01,0.0,15.0,0.0,9.0,0.0,24.0,24.0
COLLANA,otras vacunaciones,influenza estacional a mujeres embarazadas,2017-08-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
