,group,variable,month,TOTAL 21.1 NÚMERO DE MUESTRAS HEMÁTICAS TOMADAS VIVAX,TOTAL 21.1 NÚMERO DE MUESTRAS HEMÁTICAS TOMADAS VIVAX,TOTAL 21.1 NÚMERO DE MUESTRAS HEMÁTICAS TOMADAS FALCIPARUM,TOTAL 21.1 NÚMERO DE MUESTRAS HEMÁTICAS TOMADAS FALCIPARUM,TOTALES,TOTALES,TOTALES
EL TORNO,malaria,      numero de muestras hematicas tomadas,2014-06-01,9.0,4.0,0.0,0.0,9.0,4.0,13.0
EL VILLAR,malaria,      numero de muestras hematicas tomadas,2014-06-01,1.0,2.0,0.0,0.0,1.0,2.0,3.0
ENTRE RIOS TRJ,malaria,      numero de muestras hematicas tomadas,2014-06-01,11.0,15.0,0.0,0.0,11.0,15.0,26.0
EUREKA (SANTOS MERCADO),malaria,      numero de muestras hematicas tomadas,2014-06-01,117.0,116.0,0.0,0.0,117.0,116.0,233.0
FILADELFIA,malaria,      numero de muestras hematicas tomadas,2014-06-01,39.0,19.0,0.0,0.0,39.0,19.0,58.0
GUAYARAMERIN,malaria,      numero de muestras hematicas tomadas,2014-06-01,609.0,718.0,0.0,0.0,609.0,718.0,1327.0
GUTIERREZ,malaria,      numero de muestras hematicas tomadas,2014-06-01,0.0,8.0,0.0,0.0,0.0,8.0,8.0
HUACARETA,malaria,      numero de muestras hematicas tomadas,2014-06-01,27.0,34.0,0.0,0.0,27.0,34.0,61.0
HUACAYA (VILLA DE HUACAYA),malaria,      numero de muestras hematicas tomadas,2014-06-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
ICLA,malaria,      numero de muestras hematicas tomadas,2014-06-01,4.0,1.0,0.0,0.0,4.0,1.0,5.0
INCAHUASI,malaria,      numero de muestras hematicas tomadas,2014-06-01,33.0,74.0,0.0,0.0,33.0,74.0,107.0
INGAVI (HUMAITA),malaria,      numero de muestras hematicas tomadas,2014-06-01,272.0,266.0,0.0,0.0,272.0,266.0,538.0
LA GUARDIA,malaria,      numero de muestras hematicas tomadas,2014-06-01,2.0,2.0,0.0,0.0,2.0,2.0,4.0
LAS CARRERAS,malaria,      numero de muestras hematicas tomadas,2014-06-01,2.0,18.0,0.0,0.0,2.0,18.0,20.0
MACHARETI,malaria,      numero de muestras hematicas tomadas,2014-06-01,12.0,38.0,0.0,0.0,12.0,38.0,50.0
MAGDALENA,malaria,      numero de muestras hematicas tomadas,2014-06-01,93.0,62.0,0.0,0.0,93.0,62.0,155.0
MAPIRI,malaria,      numero de muestras hematicas tomadas,2014-06-01,1.0,0.0,0.0,0.0,1.0,0.0,1.0
MOJOCOYA,malaria,      numero de muestras hematicas tomadas,2014-06-01,70.0,75.0,0.0,0.0,70.0,75.0,145.0
MONTEAGUDO,malaria,      numero de muestras hematicas tomadas,2014-06-01,34.0,60.0,0.0,0.0,34.0,60.0,94.0
NACEBE (SANTA ROSA DEL ABUNA),malaria,      numero de muestras hematicas tomadas,2014-06-01,65.0,53.0,0.0,0.0,65.0,53.0,118.0
NUEVO MANOA (NUEVA ESPERANZA),malaria,      numero de muestras hematicas tomadas,2014-06-01,145.0,152.0,0.0,0.0,145.0,152.0,297.0
PADCAYA,malaria,      numero de muestras hematicas tomadas,2014-06-01,3.0,6.0,0.0,0.0,3.0,6.0,9.0
PADILLA,malaria,      numero de muestras hematicas tomadas,2014-06-01,28.0,52.0,0.0,0.0,28.0,52.0,80.0
PALOS BLANCOS,malaria,      numero de muestras hematicas tomadas,2014-06-01,2.0,4.0,0.0,0.0,2.0,4.0,6.0
POROMA,malaria,      numero de muestras hematicas tomadas,2014-06-01,18.0,36.0,0.0,0.0,18.0,36.0,54.0
PORONGO,malaria,      numero de muestras hematicas tomadas,2014-06-01,3.0,3.0,0.0,0.0,3.0,3.0,6.0
PORVENIR,malaria,      numero de muestras hematicas tomadas,2014-06-01,43.0,50.0,0.0,0.0,43.0,50.0,93.0
PRESTO,malaria,      numero de muestras hematicas tomadas,2014-06-01,29.0,28.0,0.0,0.0,29.0,28.0,57.0
PUERTO GONZALO MORENO,malaria,      numero de muestras hematicas tomadas,2014-06-01,61.0,40.0,0.0,0.0,61.0,40.0,101.0
PUERTO RICO,malaria,      numero de muestras hematicas tomadas,2014-06-01,125.0,116.0,0.0,0.0,125.0,116.0,241.0
RAVELO,malaria,      numero de muestras hematicas tomadas,2014-06-01,5.0,6.0,0.0,0.0,5.0,6.0,11.0
REYES,malaria,      numero de muestras hematicas tomadas,2014-06-01,26.0,6.0,0.0,0.0,26.0,6.0,32.0
RIBERALTA,malaria,      numero de muestras hematicas tomadas,2014-06-01,485.0,463.0,0.0,1.0,485.0,464.0,949.0
ROBORE,malaria,      numero de muestras hematicas tomadas,2014-06-01,5.0,15.0,0.0,0.0,5.0,15.0,20.0
RURRENABAQUE,malaria,      numero de muestras hematicas tomadas,2014-06-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
SAIPINA,malaria,      numero de muestras hematicas tomadas,2014-06-01,31.0,58.0,0.0,0.0,31.0,58.0,89.0
SAN CARLOS,malaria,      numero de muestras hematicas tomadas,2014-06-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
SAN IGNACIO DE VELASCO,malaria,      numero de muestras hematicas tomadas,2014-06-01,61.0,39.0,0.0,0.0,61.0,39.0,100.0
SAN JAVIER(STC),malaria,      numero de muestras hematicas tomadas,2014-06-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
SAN JOSE DE CHIQUITOS,malaria,      numero de muestras hematicas tomadas,2014-06-01,11.0,37.0,0.0,0.0,11.0,37.0,48.0
SAN LORENZO(PND),malaria,      numero de muestras hematicas tomadas,2014-06-01,111.0,98.0,0.0,0.0,111.0,98.0,209.0
SAN LUCAS,malaria,      numero de muestras hematicas tomadas,2014-06-01,5.0,27.0,0.0,0.0,5.0,27.0,32.0
SAN MATIAS,malaria,      numero de muestras hematicas tomadas,2014-06-01,1.0,9.0,0.0,0.0,1.0,9.0,10.0
SAN MIGUEL DE VELASCO,malaria,      numero de muestras hematicas tomadas,2014-06-01,16.0,4.0,0.0,0.0,16.0,4.0,20.0
SAN PEDRO(PND),malaria,      numero de muestras hematicas tomadas,2014-06-01,98.0,63.0,0.0,0.0,98.0,63.0,161.0
SANTA CRUZ DE LA SIERRA,malaria,      numero de muestras hematicas tomadas,2014-06-01,108.0,146.0,0.0,0.0,108.0,146.0,254.0
SENA,malaria,      numero de muestras hematicas tomadas,2014-06-01,91.0,88.0,0.0,0.0,91.0,88.0,179.0
SOPACHUY,malaria,      numero de muestras hematicas tomadas,2014-06-01,8.0,5.0,0.0,0.0,8.0,5.0,13.0
SUCRE,malaria,      numero de muestras hematicas tomadas,2014-06-01,9.0,23.0,0.0,0.0,9.0,23.0,32.0
TARABUCO,malaria,      numero de muestras hematicas tomadas,2014-06-01,0.0,1.0,0.0,2.0,0.0,3.0,3.0
TARVITA,malaria,      numero de muestras hematicas tomadas,2014-06-01,2.0,15.0,0.0,0.0,2.0,15.0,17.0
TEOPONTE,malaria,      numero de muestras hematicas tomadas,2014-06-01,15.0,12.0,0.0,0.0,15.0,12.0,27.0
TOMINA,malaria,      numero de muestras hematicas tomadas,2014-06-01,1.0,1.0,0.0,0.0,1.0,1.0,2.0
TORO TORO,malaria,      numero de muestras hematicas tomadas,2014-06-01,1.0,2.0,0.0,0.0,1.0,2.0,3.0
URIONDO (A. CONCEPCION),malaria,      numero de muestras hematicas tomadas,2014-06-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
VALLEGRANDE,malaria,      numero de muestras hematicas tomadas,2014-06-01,1.0,0.0,0.0,0.0,1.0,0.0,1.0
VILLA MONTES,malaria,      numero de muestras hematicas tomadas,2014-06-01,138.0,154.0,0.0,0.0,138.0,154.0,292.0
VILLA NUEVA (LOMA ALTA),malaria,      numero de muestras hematicas tomadas,2014-06-01,152.0,109.0,0.0,0.0,152.0,109.0,261.0
VILLA SERRANO,malaria,      numero de muestras hematicas tomadas,2014-06-01,8.0,24.0,0.0,0.0,8.0,24.0,32.0
VILLA VACA GUZMAN (MUYUPAMPA),malaria,      numero de muestras hematicas tomadas,2014-06-01,19.0,31.0,0.0,0.0,19.0,31.0,50.0
YACUIBA,malaria,      numero de muestras hematicas tomadas,2014-06-01,293.0,452.0,0.0,0.0,293.0,452.0,745.0
YAMPARAEZ,malaria,      numero de muestras hematicas tomadas,2014-06-01,1.0,5.0,0.0,0.0,1.0,5.0,6.0
YAPACANI,malaria,      numero de muestras hematicas tomadas,2014-06-01,2.0,0.0,0.0,0.0,2.0,0.0,2.0
YOTALA,malaria,      numero de muestras hematicas tomadas,2014-06-01,8.0,12.0,0.0,0.0,8.0,12.0,20.0
ZUDAÑEZ,malaria,      numero de muestras hematicas tomadas,2014-06-01,17.0,20.0,0.0,0.0,17.0,20.0,37.0
ALCALA,malaria,      numero de muestras hematicas tomadas,2014-07-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
APOLO,malaria,      numero de muestras hematicas tomadas,2014-07-01,4.0,1.0,0.0,0.0,4.0,1.0,5.0
AZURDUY,malaria,      numero de muestras hematicas tomadas,2014-07-01,10.0,4.0,0.0,0.0,10.0,4.0,14.0
BAURES,malaria,      numero de muestras hematicas tomadas,2014-07-01,2.0,2.0,0.0,0.0,2.0,2.0,4.0
BELLA FLOR,malaria,      numero de muestras hematicas tomadas,2014-07-01,52.0,48.0,6.0,6.0,58.0,54.0,112.0
BERMEJO,malaria,      numero de muestras hematicas tomadas,2014-07-01,5.0,5.0,0.0,0.0,5.0,5.0,10.0
BOLPEBRA,malaria,      numero de muestras hematicas tomadas,2014-07-01,0.0,0.0,20.0,12.0,20.0,12.0,32.0
BUENA VISTA,malaria,      numero de muestras hematicas tomadas,2014-07-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
CAMATAQUI (C. VILLA ABECIA),malaria,      numero de muestras hematicas tomadas,2014-07-01,4.0,10.0,0.0,0.0,4.0,10.0,14.0
CAMIRI,malaria,      numero de muestras hematicas tomadas,2014-07-01,12.0,15.0,0.0,0.0,12.0,15.0,27.0
CARANAVI,malaria,      numero de muestras hematicas tomadas,2014-07-01,2.0,1.0,0.0,0.0,2.0,1.0,3.0
CARAPARI,malaria,      numero de muestras hematicas tomadas,2014-07-01,9.0,7.0,0.0,0.0,9.0,7.0,16.0
COBIJA,malaria,      numero de muestras hematicas tomadas,2014-07-01,16.0,10.0,11.0,7.0,27.0,17.0,44.0
COMARAPA,malaria,      numero de muestras hematicas tomadas,2014-07-01,0.0,0.0,1.0,0.0,1.0,0.0,1.0
CONCEPCION,malaria,      numero de muestras hematicas tomadas,2014-07-01,27.0,20.0,0.0,0.0,27.0,20.0,47.0
COTOCA,malaria,      numero de muestras hematicas tomadas,2014-07-01,2.0,3.0,0.0,0.0,2.0,3.0,5.0
EL TORNO,malaria,      numero de muestras hematicas tomadas,2014-07-01,4.0,5.0,0.0,0.0,4.0,5.0,9.0
EL VILLAR,malaria,      numero de muestras hematicas tomadas,2014-07-01,2.0,15.0,0.0,0.0,2.0,15.0,17.0
EUREKA (SANTOS MERCADO),malaria,      numero de muestras hematicas tomadas,2014-07-01,96.0,113.0,0.0,0.0,96.0,113.0,209.0
FILADELFIA,malaria,      numero de muestras hematicas tomadas,2014-07-01,13.0,23.0,0.0,0.0,13.0,23.0,36.0
GUAYARAMERIN,malaria,      numero de muestras hematicas tomadas,2014-07-01,983.0,922.0,1.0,0.0,984.0,922.0,1906.0
HUACARETA,malaria,      numero de muestras hematicas tomadas,2014-07-01,19.0,12.0,0.0,0.0,19.0,12.0,31.0
HUACAYA (VILLA DE HUACAYA),malaria,      numero de muestras hematicas tomadas,2014-07-01,2.0,4.0,0.0,0.0,2.0,4.0,6.0
INCAHUASI,malaria,      numero de muestras hematicas tomadas,2014-07-01,21.0,22.0,0.0,0.0,21.0,22.0,43.0
INGAVI (HUMAITA),malaria,      numero de muestras hematicas tomadas,2014-07-01,29.0,23.0,0.0,0.0,29.0,23.0,52.0
LAGUNILLAS,malaria,      numero de muestras hematicas tomadas,2014-07-01,1.0,2.0,0.0,0.0,1.0,2.0,3.0
LAS CARRERAS,malaria,      numero de muestras hematicas tomadas,2014-07-01,2.0,7.0,0.0,0.0,2.0,7.0,9.0
MACHARETI,malaria,      numero de muestras hematicas tomadas,2014-07-01,5.0,19.0,0.0,0.0,5.0,19.0,24.0
MAGDALENA,malaria,      numero de muestras hematicas tomadas,2014-07-01,32.0,24.0,0.0,0.0,32.0,24.0,56.0
MONTEAGUDO,malaria,      numero de muestras hematicas tomadas,2014-07-01,17.0,34.0,0.0,0.0,17.0,34.0,51.0
NACEBE (SANTA ROSA DEL ABUNA),malaria,      numero de muestras hematicas tomadas,2014-07-01,48.0,35.0,0.0,0.0,48.0,35.0,83.0
NUEVO MANOA (NUEVA ESPERANZA),malaria,      numero de muestras hematicas tomadas,2014-07-01,180.0,139.0,0.0,0.0,180.0,139.0,319.0
PADCAYA,malaria,      numero de muestras hematicas tomadas,2014-07-01,68.0,66.0,0.0,0.0,68.0,66.0,134.0
PADILLA,malaria,      numero de muestras hematicas tomadas,2014-07-01,0.0,1.0,0.0,2.0,0.0,3.0,3.0
PALOS BLANCOS,malaria,      numero de muestras hematicas tomadas,2014-07-01,6.0,1.0,0.0,0.0,6.0,1.0,7.0
POROMA,malaria,      numero de muestras hematicas tomadas,2014-07-01,35.0,66.0,1.0,0.0,36.0,66.0,102.0
PORONGO,malaria,      numero de muestras hematicas tomadas,2014-07-01,1.0,0.0,0.0,0.0,1.0,0.0,1.0
PORVENIR,malaria,      numero de muestras hematicas tomadas,2014-07-01,55.0,69.0,0.0,0.0,55.0,69.0,124.0
PRESTO,malaria,      numero de muestras hematicas tomadas,2014-07-01,7.0,11.0,0.0,0.0,7.0,11.0,18.0
PUERTO GONZALO MORENO,malaria,      numero de muestras hematicas tomadas,2014-07-01,45.0,35.0,0.0,0.0,45.0,35.0,80.0
PUERTO RICO,malaria,      numero de muestras hematicas tomadas,2014-07-01,97.0,73.0,0.0,0.0,97.0,73.0,170.0
RAVELO,malaria,      numero de muestras hematicas tomadas,2014-07-01,10.0,18.0,0.0,0.0,10.0,18.0,28.0
REYES,malaria,      numero de muestras hematicas tomadas,2014-07-01,6.0,4.0,0.0,0.0,6.0,4.0,10.0
RIBERALTA,malaria,      numero de muestras hematicas tomadas,2014-07-01,401.0,365.0,0.0,0.0,401.0,365.0,766.0
ROBORE,malaria,      numero de muestras hematicas tomadas,2014-07-01,3.0,12.0,0.0,0.0,3.0,12.0,15.0
RURRENABAQUE,malaria,      numero de muestras hematicas tomadas,2014-07-01,1.0,1.0,1.0,0.0,2.0,1.0,3.0
SAIPINA,malaria,      numero de muestras hematicas tomadas,2014-07-01,30.0,87.0,0.0,0.0,30.0,87.0,117.0
SAN ANTONIO DE LOMERIO,malaria,      numero de muestras hematicas tomadas,2014-07-01,15.0,16.0,0.0,0.0,15.0,16.0,31.0
SAN BORJA,malaria,      numero de muestras hematicas tomadas,2014-07-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
SAN IGNACIO DE VELASCO,malaria,      numero de muestras hematicas tomadas,2014-07-01,39.0,32.0,0.0,0.0,39.0,32.0,71.0
SAN JAVIER(STC),malaria,      numero de muestras hematicas tomadas,2014-07-01,2.0,1.0,3.0,0.0,5.0,1.0,6.0
SAN JOSE DE CHIQUITOS,malaria,      numero de muestras hematicas tomadas,2014-07-01,11.0,37.0,0.0,0.0,11.0,37.0,48.0
SAN LORENZO(PND),malaria,      numero de muestras hematicas tomadas,2014-07-01,179.0,195.0,0.0,0.0,179.0,195.0,374.0
SAN LUCAS,malaria,      numero de muestras hematicas tomadas,2014-07-01,12.0,38.0,0.0,0.0,12.0,38.0,50.0
SAN MATIAS,malaria,      numero de muestras hematicas tomadas,2014-07-01,20.0,23.0,0.0,0.0,20.0,23.0,43.0
SAN PEDRO DE BUENA VISTA,malaria,      numero de muestras hematicas tomadas,2014-07-01,10.0,15.0,0.0,0.0,10.0,15.0,25.0
SAN PEDRO(PND),malaria,      numero de muestras hematicas tomadas,2014-07-01,56.0,55.0,0.0,0.0,56.0,55.0,111.0
SANTA CRUZ DE LA SIERRA,malaria,      numero de muestras hematicas tomadas,2014-07-01,259.0,277.0,0.0,0.0,259.0,277.0,536.0
SANTA ROSA,malaria,      numero de muestras hematicas tomadas,2014-07-01,1.0,1.0,0.0,0.0,1.0,1.0,2.0
SENA,malaria,      numero de muestras hematicas tomadas,2014-07-01,68.0,80.0,0.0,0.0,68.0,80.0,148.0
SHINAOTA,malaria,      numero de muestras hematicas tomadas,2014-07-01,1.0,0.0,0.0,0.0,1.0,0.0,1.0
SOPACHUY,malaria,      numero de muestras hematicas tomadas,2014-07-01,5.0,6.0,0.0,0.0,5.0,6.0,11.0
SUCRE,malaria,      numero de muestras hematicas tomadas,2014-07-01,77.0,90.0,0.0,0.0,77.0,90.0,167.0
TARABUCO,malaria,      numero de muestras hematicas tomadas,2014-07-01,0.0,3.0,0.0,0.0,0.0,3.0,3.0
TARVITA,malaria,      numero de muestras hematicas tomadas,2014-07-01,1.0,0.0,0.0,0.0,1.0,0.0,1.0
TEOPONTE,malaria,      numero de muestras hematicas tomadas,2014-07-01,4.0,2.0,0.0,0.0,4.0,2.0,6.0
TOMINA,malaria,      numero de muestras hematicas tomadas,2014-07-01,0.0,3.0,0.0,0.0,0.0,3.0,3.0
VALLEGRANDE,malaria,      numero de muestras hematicas tomadas,2014-07-01,1.0,1.0,0.0,0.0,1.0,1.0,2.0
VILLA MONTES,malaria,      numero de muestras hematicas tomadas,2014-07-01,203.0,248.0,0.0,0.0,203.0,248.0,451.0
VILLA NUEVA (LOMA ALTA),malaria,      numero de muestras hematicas tomadas,2014-07-01,54.0,40.0,0.0,0.0,54.0,40.0,94.0
VILLA SERRANO,malaria,      numero de muestras hematicas tomadas,2014-07-01,10.0,7.0,0.0,0.0,10.0,7.0,17.0
VILLA VACA GUZMAN (MUYUPAMPA),malaria,      numero de muestras hematicas tomadas,2014-07-01,12.0,30.0,0.0,0.0,12.0,30.0,42.0
YACUIBA,malaria,      numero de muestras hematicas tomadas,2014-07-01,158.0,256.0,0.0,0.0,158.0,256.0,414.0
YAMPARAEZ,malaria,      numero de muestras hematicas tomadas,2014-07-01,19.0,29.0,0.0,0.0,19.0,29.0,48.0
YOTALA,malaria,      numero de muestras hematicas tomadas,2014-07-01,2.0,2.0,0.0,0.0,2.0,2.0,4.0
ALCALA,malaria,      numero de muestras hematicas tomadas,2014-08-01,1.0,3.0,0.0,0.0,1.0,3.0,4.0
AZURDUY,malaria,      numero de muestras hematicas tomadas,2014-08-01,9.0,9.0,0.0,0.0,9.0,9.0,18.0
BAURES,malaria,      numero de muestras hematicas tomadas,2014-08-01,12.0,6.0,0.0,0.0,12.0,6.0,18.0
BELLA FLOR,malaria,      numero de muestras hematicas tomadas,2014-08-01,94.0,69.0,35.0,3.0,129.0,72.0,201.0
BERMEJO,malaria,      numero de muestras hematicas tomadas,2014-08-01,2.0,2.0,0.0,0.0,2.0,2.0,4.0
BOLPEBRA,malaria,      numero de muestras hematicas tomadas,2014-08-01,23.0,12.0,23.0,12.0,46.0,24.0,70.0
BUENA VISTA,malaria,      numero de muestras hematicas tomadas,2014-08-01,2.0,1.0,0.0,0.0,2.0,1.0,3.0
CAMATAQUI (C. VILLA ABECIA),malaria,      numero de muestras hematicas tomadas,2014-08-01,1.0,7.0,0.0,0.0,1.0,7.0,8.0
CAMIRI,malaria,      numero de muestras hematicas tomadas,2014-08-01,6.0,5.0,0.0,0.0,6.0,5.0,11.0
CARAPARI,malaria,      numero de muestras hematicas tomadas,2014-08-01,14.0,21.0,0.0,0.0,14.0,21.0,35.0
COBIJA,malaria,      numero de muestras hematicas tomadas,2014-08-01,15.0,6.0,12.0,6.0,27.0,12.0,39.0
CONCEPCION,malaria,      numero de muestras hematicas tomadas,2014-08-01,23.0,22.0,0.0,1.0,23.0,23.0,46.0
EL TORNO,malaria,      numero de muestras hematicas tomadas,2014-08-01,4.0,8.0,0.0,0.0,4.0,8.0,12.0
EL VILLAR,malaria,      numero de muestras hematicas tomadas,2014-08-01,0.0,9.0,0.0,0.0,0.0,9.0,9.0
ENTRE RIOS TRJ,malaria,      numero de muestras hematicas tomadas,2014-08-01,55.0,62.0,0.0,0.0,55.0,62.0,117.0
EUREKA (SANTOS MERCADO),malaria,      numero de muestras hematicas tomadas,2014-08-01,142.0,149.0,0.0,0.0,142.0,149.0,291.0
FILADELFIA,malaria,      numero de muestras hematicas tomadas,2014-08-01,36.0,25.0,0.0,0.0,36.0,25.0,61.0
GRAL. J.J. PEREZ (CHARAZANI),malaria,      numero de muestras hematicas tomadas,2014-08-01,1.0,0.0,0.0,0.0,1.0,0.0,1.0
GUAYARAMERIN,malaria,      numero de muestras hematicas tomadas,2014-08-01,660.0,809.0,0.0,0.0,660.0,809.0,1469.0
HUACARETA,malaria,      numero de muestras hematicas tomadas,2014-08-01,13.0,12.0,0.0,0.0,13.0,12.0,25.0
ICLA,malaria,      numero de muestras hematicas tomadas,2014-08-01,5.0,6.0,0.0,0.0,5.0,6.0,11.0
INCAHUASI,malaria,      numero de muestras hematicas tomadas,2014-08-01,58.0,27.0,0.0,0.0,58.0,27.0,85.0
INGAVI (HUMAITA),malaria,      numero de muestras hematicas tomadas,2014-08-01,45.0,29.0,0.0,0.0,45.0,29.0,74.0
LAGUNILLAS,malaria,      numero de muestras hematicas tomadas,2014-08-01,16.0,16.0,0.0,0.0,16.0,16.0,32.0
LAS CARRERAS,malaria,      numero de muestras hematicas tomadas,2014-08-01,1.0,7.0,0.0,0.0,1.0,7.0,8.0
MACHARETI,malaria,      numero de muestras hematicas tomadas,2014-08-01,2.0,21.0,0.0,0.0,2.0,21.0,23.0
MAGDALENA,malaria,      numero de muestras hematicas tomadas,2014-08-01,73.0,69.0,0.0,0.0,73.0,69.0,142.0
MOJOCOYA,malaria,      numero de muestras hematicas tomadas,2014-08-01,2.0,2.0,0.0,0.0,2.0,2.0,4.0
MONTEAGUDO,malaria,      numero de muestras hematicas tomadas,2014-08-01,7.0,12.0,0.0,0.0,7.0,12.0,19.0
NACEBE (SANTA ROSA DEL ABUNA),malaria,      numero de muestras hematicas tomadas,2014-08-01,35.0,24.0,0.0,0.0,35.0,24.0,59.0
NUEVO MANOA (NUEVA ESPERANZA),malaria,      numero de muestras hematicas tomadas,2014-08-01,150.0,106.0,0.0,0.0,150.0,106.0,256.0
PADCAYA,malaria,      numero de muestras hematicas tomadas,2014-08-01,39.0,45.0,0.0,0.0,39.0,45.0,84.0
PADILLA,malaria,      numero de muestras hematicas tomadas,2014-08-01,5.0,19.0,0.0,0.0,5.0,19.0,24.0
PALOS BLANCOS,malaria,      numero de muestras hematicas tomadas,2014-08-01,3.0,3.0,0.0,0.0,3.0,3.0,6.0
POROMA,malaria,      numero de muestras hematicas tomadas,2014-08-01,16.0,24.0,0.0,7.0,16.0,31.0,47.0
PORONGO,malaria,      numero de muestras hematicas tomadas,2014-08-01,4.0,1.0,0.0,0.0,4.0,1.0,5.0
PORVENIR,malaria,      numero de muestras hematicas tomadas,2014-08-01,31.0,57.0,0.0,0.0,31.0,57.0,88.0
PRESTO,malaria,      numero de muestras hematicas tomadas,2014-08-01,19.0,17.0,0.0,0.0,19.0,17.0,36.0
PUERTO GONZALO MORENO,malaria,      numero de muestras hematicas tomadas,2014-08-01,46.0,48.0,0.0,0.0,46.0,48.0,94.0
PUERTO RICO,malaria,      numero de muestras hematicas tomadas,2014-08-01,144.0,133.0,0.0,0.0,144.0,133.0,277.0
REYES,malaria,      numero de muestras hematicas tomadas,2014-08-01,4.0,2.0,1.0,0.0,5.0,2.0,7.0
RIBERALTA,malaria,      numero de muestras hematicas tomadas,2014-08-01,671.0,432.0,3.0,1.0,674.0,433.0,1107.0
ROBORE,malaria,      numero de muestras hematicas tomadas,2014-08-01,3.0,7.0,0.0,0.0,3.0,7.0,10.0
SAIPINA,malaria,      numero de muestras hematicas tomadas,2014-08-01,29.0,51.0,0.0,0.0,29.0,51.0,80.0
SAN ANTONIO DE LOMERIO,malaria,      numero de muestras hematicas tomadas,2014-08-01,14.0,20.0,0.0,0.0,14.0,20.0,34.0
SAN BUENA VENTURA,malaria,      numero de muestras hematicas tomadas,2014-08-01,2.0,0.0,0.0,0.0,2.0,0.0,2.0
SAN CARLOS,malaria,      numero de muestras hematicas tomadas,2014-08-01,3.0,1.0,0.0,0.0,3.0,1.0,4.0
SAN IGNACIO DE VELASCO,malaria,      numero de muestras hematicas tomadas,2014-08-01,41.0,40.0,0.0,0.0,41.0,40.0,81.0
SAN JAVIER(STC),malaria,      numero de muestras hematicas tomadas,2014-08-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
SAN JOSE DE CHIQUITOS,malaria,      numero de muestras hematicas tomadas,2014-08-01,27.0,39.0,0.0,0.0,27.0,39.0,66.0
SAN LORENZO(PND),malaria,      numero de muestras hematicas tomadas,2014-08-01,101.0,120.0,0.0,0.0,101.0,120.0,221.0
SAN LUCAS,malaria,      numero de muestras hematicas tomadas,2014-08-01,6.0,11.0,0.0,0.0,6.0,11.0,17.0
SAN MATIAS,malaria,      numero de muestras hematicas tomadas,2014-08-01,7.0,10.0,0.0,0.0,7.0,10.0,17.0
SAN PEDRO(PND),malaria,      numero de muestras hematicas tomadas,2014-08-01,55.0,66.0,0.0,0.0,55.0,66.0,121.0
SANTA ROSA,malaria,      numero de muestras hematicas tomadas,2014-08-01,1.0,0.0,0.0,0.0,1.0,0.0,1.0
SENA,malaria,      numero de muestras hematicas tomadas,2014-08-01,113.0,106.0,0.0,0.0,113.0,106.0,219.0
SOPACHUY,malaria,      numero de muestras hematicas tomadas,2014-08-01,3.0,9.0,0.0,0.0,3.0,9.0,12.0
SUCRE,malaria,      numero de muestras hematicas tomadas,2014-08-01,89.0,131.0,0.0,0.0,89.0,131.0,220.0
TARVITA,malaria,      numero de muestras hematicas tomadas,2014-08-01,0.0,4.0,0.0,0.0,0.0,4.0,4.0
TEOPONTE,malaria,      numero de muestras hematicas tomadas,2014-08-01,11.0,1.0,0.0,0.0,11.0,1.0,12.0
TOMINA,malaria,      numero de muestras hematicas tomadas,2014-08-01,5.0,2.0,0.0,0.0,5.0,2.0,7.0
VILLA MONTES,malaria,      numero de muestras hematicas tomadas,2014-08-01,64.0,80.0,0.0,0.0,64.0,80.0,144.0
VILLA NUEVA (LOMA ALTA),malaria,      numero de muestras hematicas tomadas,2014-08-01,52.0,40.0,0.0,0.0,52.0,40.0,92.0
VILLA SERRANO,malaria,      numero de muestras hematicas tomadas,2014-08-01,4.0,11.0,0.0,0.0,4.0,11.0,15.0
VILLA VACA GUZMAN (MUYUPAMPA),malaria,      numero de muestras hematicas tomadas,2014-08-01,18.0,40.0,0.0,0.0,18.0,40.0,58.0
YACUIBA,malaria,      numero de muestras hematicas tomadas,2014-08-01,146.0,155.0,0.0,0.0,146.0,155.0,301.0
YAMPARAEZ,malaria,      numero de muestras hematicas tomadas,2014-08-01,3.0,20.0,0.0,0.0,3.0,20.0,23.0
YAPACANI,malaria,      numero de muestras hematicas tomadas,2014-08-01,2.0,1.0,0.0,0.0,2.0,1.0,3.0
ZUDAÑEZ,malaria,      numero de muestras hematicas tomadas,2014-08-01,1.0,0.0,0.0,0.0,1.0,0.0,1.0
ALCALA,malaria,      numero de muestras hematicas tomadas,2014-09-01,0.0,3.0,0.0,0.0,0.0,3.0,3.0
APOLO,malaria,      numero de muestras hematicas tomadas,2014-09-01,1.0,1.0,0.0,0.0,1.0,1.0,2.0
AZURDUY,malaria,      numero de muestras hematicas tomadas,2014-09-01,3.0,2.0,0.0,0.0,3.0,2.0,5.0
