,group,variable,month,DT 4TA DOSIS 5 A 9 - D,DT 4TA DOSIS 5 A 9 - D,DT 4TA DOSIS 5 A 9 - F,DT 4TA DOSIS 5 A 9 - F,DT 4TA DOSIS 10 AÑOS - D,DT 4TA DOSIS 10 AÑOS - D,DT 4TA DOSIS 10 AÑOS - F,DT 4TA DOSIS 10 AÑOS - F,DT 4TA DOSIS 11 AÑOS - D,DT 4TA DOSIS 11 AÑOS - D,DT 4TA DOSIS 11 AÑOS - F,DT 4TA DOSIS 11 AÑOS - F,DT 4TA DOSIS 12 A 20 - D,DT 4TA DOSIS 12 A 20 - D,DT 4TA DOSIS 12 A 20 - F,DT 4TA DOSIS 12 A 20 - F,DT 4TA DOSIS 21 A 59 - D,DT 4TA DOSIS 21 A 59 - D,DT 4TA DOSIS 21 A 59 - F,DT 4TA DOSIS 21 A 59 - F,DT 4TA DOSIS 60 Y MAS - D,DT 4TA DOSIS 60 Y MAS - D,DT 4TA DOSIS 60 Y MAS - F,DT 4TA DOSIS 60 Y MAS - F,TOTALES,TOTALES,TOTALES
CHAYANTA,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CHIMORE,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,7,0,0,0,0,6,15,21
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
CHUMA,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,3,0,0,3,2,0,0,0,0,10,6,16
CKOCHAS,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CLIZA,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,0,2,1,0,0,0,0,5,4,9
COBIJA,otras vacunaciones,dt 4ta dosis,2024-07-01,1,0,2,0,0,0,0,0,1,0,0,0,3,2,11,3,13,14,50,47,0,0,0,0,81,66,147
COCAPATA,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,2,0,0,0,0,5,3,8
COCHABAMBA,otras vacunaciones,dt 4ta dosis,2024-07-01,1,1,0,0,0,0,0,0,3,0,0,0,8,13,9,5,34,89,71,109,1,0,1,0,128,217,345
COLCAPIRHUA,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,6,25,17,0,0,0,0,30,24,54
"COLCHA ""K""",otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,1,3
COLOMI,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,16,0,0,0,0,0,0,1,22,23
COLPA BELGICA,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,1,5,6
COLQUENCHA,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2
COLQUIRI,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,4
COMARAPA,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
CORIPATA,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
COROICO,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,6,6
CORQUE,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,4,2,6
COTAGAITA,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2
COTOCA,otras vacunaciones,dt 4ta dosis,2024-07-01,2,2,6,4,1,0,2,4,1,0,0,1,13,13,16,16,31,82,17,59,0,0,2,0,91,181,272
CUATRO CAÑADAS,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,4
CUEVO,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CULPINA,otras vacunaciones,dt 4ta dosis,2024-07-01,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,1,0,0,0,0,2,6,8
CURAHUARA DE CARANGAS,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
EL ALTO,otras vacunaciones,dt 4ta dosis,2024-07-01,5,4,6,7,0,2,0,0,1,2,3,2,7,53,10,8,23,137,11,25,0,0,0,0,66,240,306
EL PUENTE(TJA),otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
EL TORNO,otras vacunaciones,dt 4ta dosis,2024-07-01,1,0,4,7,1,0,0,2,1,2,7,1,6,10,24,24,26,41,69,116,5,4,8,7,152,214,366
EL VILLAR,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,2,2,6,3,9
ENTRE RIOS TRJ,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,8,0,8
ENTRE RIOS CBBA,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,13,1,11,0,0,0,0,4,25,29
ESCOMA,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,2
EUCALIPTUS,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
EUREKA (SANTOS MERCADO),otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
FILADELFIA,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,3,3,1,0,0,0,8,7,15
GAIOC JATUN AYLLU YURA,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
GENERAL SAAVEDRA,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,4,4
GIA-TIM,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
GUANAY,otras vacunaciones,dt 4ta dosis,2024-07-01,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
GUAYARAMERIN,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
GUTIERREZ,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
HUACARAJE,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
HUACARETA,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
HUANUNI,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,4,0,0,0,0,6,7,13
HUAYLLAMARCA,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
INQUISIVI,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,2
IXIAMAS,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,1,3,4
JESUS DE MACHACA,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,2,3,3,2,0,0,0,0,7,7,14
LA ASUNTA,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
LA GUARDIA,otras vacunaciones,dt 4ta dosis,2024-07-01,5,6,6,9,1,4,3,6,3,1,6,5,24,23,46,67,91,106,130,205,1,1,3,6,319,439,758
LA PAZ,otras vacunaciones,dt 4ta dosis,2024-07-01,1,3,0,0,3,2,0,0,0,0,0,0,6,24,2,1,32,155,20,14,2,2,0,1,66,202,268
LAGUNILLAS,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,0,0,0,0,2,4,6
LAJA,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,2,0,0,0,0,2,5,7
LAS CARRERAS,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
LLALLAGUA,otras vacunaciones,dt 4ta dosis,2024-07-01,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,2,5,0,0,0,0,3,13,16
LLICA,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,3,4
MACHACAMARCA,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,0,1,5,6
MAIRANA,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,8
MAPIRI,otras vacunaciones,dt 4ta dosis,2024-07-01,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,8
MINEROS,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,0,1,0,2,4,6
MIZQUE,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,2,0,0,0,0,0,0,3,3,6
MOJOCOYA,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
MONTEAGUDO,otras vacunaciones,dt 4ta dosis,2024-07-01,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,6,1,0,0,1,0,10,2,12
MONTERO,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,32,0,0,0,0,0,0,1,33,34
MOROCHATA,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,1,6,7
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,0,2,4,6
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,3,3
OCURI,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
OKINAWA,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,1,3,0,0,0,0,3,7,10
OMEREQUE,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,4,4
ORURO,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,3,7,2,4,12,61,7,44,0,0,1,0,25,116,141
PAILON,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,8,18,0,0,0,0,9,20,29
PALOS BLANCOS,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,5,5
PATACAMAYA,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,4,5
POCOATA,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
POCONA,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,2,2,4
POJO (CBBA),otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,2,3
POOPO,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,2,2,4
PORCO,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
POROMA,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,3
PORONGO,otras vacunaciones,dt 4ta dosis,2024-07-01,0,1,1,0,0,0,3,0,0,0,0,1,5,9,8,6,38,13,16,15,1,0,1,3,73,48,121
PORTACHUELO,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,2,3,5
PORVENIR,otras vacunaciones,dt 4ta dosis,2024-07-01,0,1,2,3,0,0,0,1,0,0,0,3,0,0,4,4,0,1,3,4,1,0,0,0,10,17,27
POTOSI,otras vacunaciones,dt 4ta dosis,2024-07-01,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,3,32,22,3,0,0,1,0,29,37,66
PUCARANI,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,1,3,4
PUERTO ACOSTA,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
PUERTO CARABUCO,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PUERTO GONZALO MORENO,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,3
PUERTO QUIJARRO,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
PUERTO RICO,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,2,3,0,0,0,0,4,9,13
PUERTO SUAREZ,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,2,2,4
PUERTO VILLARROEL,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,1,0,0,0,0,0,6,3,3,2,4,24,13,12,0,0,0,0,27,41,68
PUNA,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
PUNATA,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,3,0,1,0,0,0,0,4,5,9
QUILLACOLLO,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,8,6,12,15,29,0,0,0,0,24,50,74
RAQAYPAMPA(ETA),otras vacunaciones,dt 4ta dosis,2024-07-01,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,7,7
RAVELO,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,2,0,9,0,0,0,0,1,17,18
RIBERALTA,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,4,11,1,3,0,0,0,0,8,21,29
ROBORE,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6,3,2,0,0,0,0,4,9,13
RURRENABAQUE,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,1,4,5
SACABA,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,1,0,0,0,0,0,1,0,0,0,7,4,8,8,31,27,42,0,0,0,0,39,90,129
SACABAMBA,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2
SACACA,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,4,4
SAIPINA,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SALINAS DE GARCI MENDOZA,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
SAMAIPATA,otras vacunaciones,dt 4ta dosis,2024-07-01,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,4
SAN ANDRES,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,0,5,11,16
SAN ANDRES DE MACHACA,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,2,3,5
SAN BENITO,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,6,0,2,0,0,0,0,2,12,14
SAN BORJA,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,3,1,7,3,7,0,0,0,0,9,17,26
SAN BUENA VENTURA,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,5,0,5
SAN CARLOS,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,1,0,0,0,5,8,13
SAN IGNACIO,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,3,0,0,0,0,4,4,8
SAN IGNACIO DE VELASCO,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,2,14,36,0,2,1,0,0,0,16,50,66
SAN JAVIER(BNI),otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,1,4,5
SAN JOSE DE CHIQUITOS,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,1,2,1,0,0,0,0,4,5,9
SAN JULIAN,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,2,2,0,0,0,0,5,7,12
SAN LORENZO(PND),otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,3,4
SAN LORENZO(TJA),otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SAN LUCAS,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,2
SAN MATIAS,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,0,0,0,16,2,18
SAN MIGUEL DE VELASCO,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2
SAN PEDRO,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN PEDRO DE BUENA VISTA,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2
SAN PEDRO DE MACHA,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN PEDRO DE TIQUINA,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
SAN PEDRO(PND),otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,4
SAN RAFAEL,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,3,6
SAN RAMON SCZ,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,2
SANTA ANA,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,dt 4ta dosis,2024-07-01,2,4,1,1,1,2,0,0,2,3,1,1,25,44,8,14,192,468,203,220,19,12,3,4,457,773,1230
SANTA ROSA DEL SARA,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,3
SANTIAGO DE HUATA,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SANTIVAÑES,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
SENA,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,12,0,0,0,0,0,0,2,16,18
SHINAOTA,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6,8,6,13,0,0,0,0,13,22,35
SICA SICA (VILLA AROMA),otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SICAYA,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
SIPE SIPE,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,7,0,5,4,9,0,0,0,0,8,21,29
SORATA,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,2
SUCRE,otras vacunaciones,dt 4ta dosis,2024-07-01,2,0,1,1,1,1,0,1,1,0,0,0,5,9,9,4,18,57,21,24,3,1,2,2,63,100,163
TACACOMA,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
TACOPAYA,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,2,2,4
TAHUA,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
TAPACARI,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,4,0,0,0,0,2,7,9
TARACO,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TARATA,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,3
TARIJA,otras vacunaciones,dt 4ta dosis,2024-07-01,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,5,6,11,0,0,0,0,12,16,28
TIAHUANACU,otras vacunaciones,dt 4ta dosis,2024-07-01,1,1,1,0,0,1,0,0,0,0,0,0,1,6,1,1,3,7,1,0,0,0,0,0,8,16,24
TINGUIPAYA,otras vacunaciones,dt 4ta dosis,2024-07-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,3,4
