,group,variable,month,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 5 A 9 - D,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 5 A 9 - D,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 5 A 9 - F,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 5 A 9 - F,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 10 AÑOS - D,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 10 AÑOS - D,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 10 AÑOS - F,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 10 AÑOS - F,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 11 AÑOS - D,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 11 AÑOS - D,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 11 AÑOS - F,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 11 AÑOS - F,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 12 A 20 - D,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 12 A 20 - D,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 12 A 20 - F,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 12 A 20 - F,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 21 A 59 - D,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 21 A 59 - D,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 21 A 59 - F,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 21 A 59 - F,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 60 Y MAS - D,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 60 Y MAS - D,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 60 Y MAS - F,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 60 Y MAS - F,TOTALES,TOTALES,TOTALES
YOCALLA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,6,4,16,1,3,4,7,12,33,45
YOTALA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-06-01,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,2,8,0,0,0,0,8,9,17
YUNCHARA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-06-01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,9,9,19,0,0,1,1,16,30,46
ZUDAÑEZ,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,10,11,0,0,0,5,13,17,30
ACACIO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,0,0,3,1,7,7,14
ACHACACHI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,1,2,0,0,0,1,1,0,0,0,0,0,4,6,18,22,10,16,43,53,3,1,6,24,86,125,211
ACHOCALLA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,3,0,1,0,0,1,0,5,6,11
AIQUILE,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,1,0,0,1,1,0,5,2,4,12,29,22,28,4,4,8,7,49,79,128
ALCALA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,1,0,2,1,5,7,12
ANCORAIMES,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,7,8,0,0,0,0,9,10,19
ANDAMARCA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,2,3
ANTEQUERA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,1,2,2,0,0,0,0,8,3,11
ANZALDO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,4,5,9
APOLO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,6,7,3,5,0,0,0,0,9,16,25
ARBIETO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,1,0,0,0,6,9,1,2,21,21,17,19,3,3,2,2,51,56,107
ARQUE,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,1,0,34,47,0,0,0,0,37,53,90
ASCENCION DE GUARAYOS,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,2,0,0,0,0,0,0,0,0,0,0,0,0,6,1,6,12,26,20,38,0,0,1,1,36,77,113
ATOCHA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,6,2,2,1,2,0,0,0,1,0,1,0,3,10,7,8,34,33,73,47,0,1,1,0,130,102,232
AUCAPATA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
AYATA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,10,7,3,1,0,0,0,0,16,9,25
AYO AYO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,8,0,0,0,0,1,11,12
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,6,20,20,24,0,0,0,0,27,47,74
AZURDUY,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,2,2,4,6
BATALLAS,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,14,0,0,0,0,1,16,17
BAURES,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,7,10,48,34,0,0,9,6,1,2,8,7,4,6,21,25,16,21,37,48,1,5,10,20,162,184,346
BELEN DE ANDAMARCA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,3,1,4
BELLA FLOR,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
BERMEJO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,3,5,1,0,18,18,41,11,0,1,3,3,66,38,104
BETANZOS,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,12,3,2,5,1,13,15,28
BOLIVAR,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,3,0,0,0,0,3,5,8
BOLPEBRA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,3,3,0,0,1,0,7,5,12
BOYUIBE,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,6,6,2,1,2,0,2,13,13,26
BUENA VISTA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,2,3,2,3,0,1,0,1,0,0,0,0,7,2,6,10,45,10,3,30,3,2,3,2,71,64,135
CABEZAS,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,19,14,22,14,3,4,2,4,8,14,5,3,9,9,4,7,8,13,62,4,2,0,3,0,147,86,233
CAIROMA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,13,1,0,0,0,0,0,5,14,19
"CAIZA ""D""",otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,4,5,4,14,0,0,1,0,14,21,35
CAJUATA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,4,4,8
CALACOTO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
CALAMARCA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1,0,6,6
CAMARGO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,6,1,6,1,4,0,5,9,21,30
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,2,3,5
CAMIRI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,17,12,19,19,1,2,7,5,1,2,9,1,9,11,23,21,104,87,96,120,8,9,1,1,295,290,585
CAPINOTA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,4,4,14,22,3,12,51,107,0,0,0,0,72,145,217
CARACOLLO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,8,9,0,0,0,0,9,13,22
CARANAVI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,1,4,4,0,0,2,2,1,0,1,1,0,0,0,0,11,19,7,7,1,1,2,1,29,36,65
CARAPARI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,1,0,0,2,1,5,6,11
CARIPUYO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CARMEN RIVERO TORREZ,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,10,10,28,27,1,2,3,5,0,1,3,2,2,5,6,10,4,6,9,10,0,0,0,0,66,78,144
CHACARILLA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2
CHALLAPATA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,1,0,0,0,0,0,0,1,0,0,1,4,3,1,10,8,15,15,0,0,0,0,30,29,59
CHAQUI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CHARAGUA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,11,11,2,5,1,2,1,1,2,0,1,0,7,14,8,3,27,35,28,42,1,2,5,5,94,120,214
CHARAÑA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
CHAYANTA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,5,20,35,0,0,1,2,26,44,70
CHIMORE,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,27,14,15,15,1,0,0,0,1,4,1,0,7,8,156,18,38,36,94,92,0,0,0,2,340,189,529
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,13,10,2,3,4,4,25,20,45
CHUMA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,1,5,17,16,0,0,0,0,22,23,45
CKOCHAS,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,4,3,6,9
CLIZA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,1,12,21,21,20,0,3,0,0,39,51,90
COBIJA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,1,1,3,0,0,0,1,0,0,1,0,0,2,12,5,16,19,51,73,4,3,5,6,90,113,203
COCAPATA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,20,32,20,26,0,0,0,0,43,61,104
COCHABAMBA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,204,226,117,132,25,45,29,24,41,41,17,24,284,359,201,265,1236,1739,946,1174,177,260,56,80,3333,4369,7702
COLCAPIRHUA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,4,6,16,13,27,61,185,179,1,0,2,8,235,267,502
"COLCHA ""K""",otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,8,0,4,1,3,0,1,4,18,22
COLOMI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,5,16,8,4,0,0,0,1,15,25,40
COLPA BELGICA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,3,4,5,4,2,0,4,0,1,0,1,2,6,3,11,7,1,6,34,78,0,0,0,0,68,104,172
COLQUECHACA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,21,16,0,0,1,0,32,31,63
COLQUENCHA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,3,11,0,0,1,0,0,0,0,18,4,22
COLQUIRI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,2,8,4,18,7,17,54,68,0,0,1,0,68,111,179
COMANCHE,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
COMARAPA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,13,6,139,135,1,0,41,46,4,0,31,45,7,10,8,5,21,39,15,35,22,16,0,0,302,337,639
COMBAYA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
CONCEPCION,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,19,17,63,71,1,2,16,28,1,6,16,41,4,34,12,18,20,91,5,26,0,0,0,0,157,334,491
COPACABANA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,5,5
CORIPATA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,2,1,1,3,0,0,7,10,17
CORO CORO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,1,3,2,5
COROICO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,4,2,0,0,0,0,19,14,33
CORQUE,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,6,4,0,0,7,6,13
COTAGAITA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,10,13,11,1,2,0,2,34,26,60
COTOCA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,1,5,0,0,1,0,0,0,2,1,0,0,6,13,1,0,26,80,15,19,1,0,0,3,53,121,174
CUATRO CAÑADAS,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,2,11,19,15,0,0,0,0,23,32,55
CUEVO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CULPINA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,8,8,14,0,3,1,1,12,27,39
CURAHUARA DE CARANGAS,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,3,3,6
CURVA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3,3
DESAGUADERO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,4,1,5
EL ALTO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,29,29,11,17,5,6,0,1,5,4,2,2,56,59,91,50,329,525,171,269,86,90,40,43,825,1095,1920
EL CHORO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,4,1,5
EL PUENTE(STC),otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,5,10,6,17,3,2,0,0,16,34,50
EL PUENTE(TJA),otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,9,2,5,1,1,4,3,12,19,31
EL TORNO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,21,13,11,10,4,6,0,5,2,4,3,2,32,41,23,18,83,169,45,90,7,12,1,4,232,374,606
EL VILLAR,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,6,4,8,6,14
ENTRE RIOS TRJ,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,8,1,11,1,1,0,0,10,20,30
ENTRE RIOS CBBA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,15,33,23,44,81,101,202,182,0,0,0,0,321,360,681
ESCOMA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,1,3,3,0,0,0,0,6,5,11
ESMERALDA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
EUREKA (SANTOS MERCADO),otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,5,3,8
EXALTACION,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,2,4,6
FERNANDEZ ALONSO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,2,4,7,1,4,5,17,13,31,44
FILADELFIA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,1,15,18,0,0,2,2,0,0,2,2,0,0,1,5,2,1,3,11,0,0,0,0,25,40,65
GAIOC JATUN AYLLU YURA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
GENERAL SAAVEDRA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,2,9,5,6,0,0,1,1,0,1,0,0,6,8,4,10,8,28,10,29,1,2,1,1,38,95,133
GIA-TIM,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,1,11,12,0,0,1,0,19,15,34
GUAQUI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,2,5,7
GUAYARAMERIN,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,9,7,8,10,1,1,1,3,2,0,1,4,1,4,4,3,6,13,21,12,6,4,6,3,66,64,130
GUTIERREZ,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,6,13,0,1,0,0,9,18,27
HUACARAJE,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,19,0,0,0,0,6,6,16,25,41
HUACARETA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,0,1,3,0,3,3,11,8,19
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
HUACHACALLA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,2
HUANUNI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,41,36,2,2,2,0,49,43,92
HUARINA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,7,0,3,0,0,0,0,7,12,19
HUATAJATA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5,6,18,0,0,0,0,9,23,32
HUAYLLAMARCA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
ICHOCA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,19,10,0,0,0,0,20,13,33
ICLA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,1,0,0,0,0,0,0,0,0,1,0,1,3,0,7,18,2,5,0,0,3,4,16,29,45
INCAHUASI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2,1,3
INGAVI (HUMAITA),otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
INQUISIVI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,9,10,0,0,7,1,19,13,32
IRUPANA (VILLA DE LANZA),otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22,5,0,0,2,0,24,7,31
IXIAMAS,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
JESUS DE MACHACA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6,6,1,3,0,0,0,1,8,11,19
LA ASUNTA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,2,0,0,0,0,0,0,0,0,0,1,1,4,0,0,12,16,8,6,0,0,0,0,21,29,50
LA GUARDIA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,2,3,4,1,4,1,2,0,2,1,3,11,26,14,8,57,126,52,96,17,26,15,24,172,323,495
LA PAZ,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,207,204,101,118,38,39,37,37,23,25,34,31,254,271,111,158,801,1428,1158,1138,211,282,41,131,3016,3862,6878
LAGUNILLAS,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-07-01,0,0,0,0,0,0,0,0,1,7,0,0,5,29,0,0,0,0,0,0,0,0,0,0,6,36,42
