,group,variable,month,HEPATITIS B 1RA DOSIS POBLACION VULNERABLE RENALES 5 A 9 - D,HEPATITIS B 1RA DOSIS POBLACION VULNERABLE RENALES 5 A 9 - D,HEPATITIS B 1RA DOSIS POBLACION VULNERABLE RENALES 5 A 9 - F,HEPATITIS B 1RA DOSIS POBLACION VULNERABLE RENALES 5 A 9 - F,HEPATITIS B 1RA DOSIS POBLACION VULNERABLE RENALES 10 AÑOS - D,HEPATITIS B 1RA DOSIS POBLACION VULNERABLE RENALES 10 AÑOS - D,HEPATITIS B 1RA DOSIS POBLACION VULNERABLE RENALES 10 AÑOS - F,HEPATITIS B 1RA DOSIS POBLACION VULNERABLE RENALES 10 AÑOS - F,HEPATITIS B 1RA DOSIS POBLACION VULNERABLE RENALES 11 AÑOS - D,HEPATITIS B 1RA DOSIS POBLACION VULNERABLE RENALES 11 AÑOS - D,HEPATITIS B 1RA DOSIS POBLACION VULNERABLE RENALES 11 AÑOS - F,HEPATITIS B 1RA DOSIS POBLACION VULNERABLE RENALES 11 AÑOS - F,HEPATITIS B 1RA DOSIS POBLACION VULNERABLE RENALES 12 A 20 - D,HEPATITIS B 1RA DOSIS POBLACION VULNERABLE RENALES 12 A 20 - D,HEPATITIS B 1RA DOSIS POBLACION VULNERABLE RENALES 12 A 20 - F,HEPATITIS B 1RA DOSIS POBLACION VULNERABLE RENALES 12 A 20 - F,HEPATITIS B 1RA DOSIS POBLACION VULNERABLE RENALES 21 A 59 - D,HEPATITIS B 1RA DOSIS POBLACION VULNERABLE RENALES 21 A 59 - D,HEPATITIS B 1RA DOSIS POBLACION VULNERABLE RENALES 21 A 59 - F,HEPATITIS B 1RA DOSIS POBLACION VULNERABLE RENALES 21 A 59 - F,HEPATITIS B 1RA DOSIS POBLACION VULNERABLE RENALES 60 Y MAS - D,HEPATITIS B 1RA DOSIS POBLACION VULNERABLE RENALES 60 Y MAS - D,HEPATITIS B 1RA DOSIS POBLACION VULNERABLE RENALES 60 Y MAS - F,HEPATITIS B 1RA DOSIS POBLACION VULNERABLE RENALES 60 Y MAS - F,TOTALES,TOTALES,TOTALES
RIBERALTA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,3,4
SAN ANTONIO DE LOMERIO,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SAN BORJA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,1,3
SAN JUAN DE YAPACANI,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,4,4,0,0,8,11,19
SUCRE,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,3,4
TARIJA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,2,5,2,7
TRINIDAD,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
TUPIZA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
VILLA NUEVA (LOMA ALTA),otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,1,3
YACUIBA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,2
AZURDUY,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CARANAVI,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
COLQUIRI,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,1,1,1,0,0,0,0,3,6,9
COPACABANA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
COTOCA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
EL ALTO,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,89,87,35,12,18,16,4,0,149,119,268
FILADELFIA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
LA PAZ,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,3,3,6
PAILON,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,2,7,0,0,0,0,0,0,5,9,14
RIBERALTA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SACABA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,3,0,0,1,2,7,5,12
SAN ANTONIO DE LOMERIO,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
SAN BORJA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,2
SAN JUAN DE YAPACANI,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SAN PEDRO DE QUEMES,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SANTA ANA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,0,0,0,0,0,0,3,3,6
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,0,0,8,7,0,0,16,19,35
SENA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
SUCRE,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
TARIJA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,4,0,0,0,1,0,0,9,5,14
TUPIZA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
UNCIA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,1,2,0,0,0,0,3,6,9
VILLA MONTES,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2
VILLA TUNARI,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,5,5
YACUIBA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,2
CHACARILLA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,3,1,4
COCHABAMBA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,1,6,2,8
COTAGAITA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,2
EL ALTO,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,21,0,1,10,15,0,0,27,37,64
ENTRE RIOS CBBA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,3,3
LA ASUNTA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
LA PAZ,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,2,0,6,5,0,0,18,14,32
MINEROS,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
ORURO,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,2
PAILON,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
PAMPA AULLAGAS,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
POTOSI,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,0,0,0,0,0,13,4,17
QUILLACOLLO,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,3,2,5
RIBERALTA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SAN ANTONIO DE LOMERIO,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
SAN BORJA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
SAN PEDRO DE BUENA VISTA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,3,0,0,0,0,0,0,2,4,6
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,1,5,6
SUCRE,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,8,4,0,2,9,8,17
TARIJA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,2,0,0,0,0,5,3,8
TRINIDAD,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
TUPIZA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
URIONDO (A. CONCEPCION),otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
VILLA MONTES,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,6,3,0,1,0,0,8,5,13
VILLA NUEVA (LOMA ALTA),otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,3,2,5
VILLA TUNARI,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,7
VILLAZON,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,1,3,4
YAPACANI,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable renales,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,3,3
