,group,variable,month,SR 5 A 9 - D,SR 5 A 9 - D,SR 5 A 9 - F,SR 5 A 9 - F,SR 10 AÑOS - D,SR 10 AÑOS - D,SR 10 AÑOS - F,SR 10 AÑOS - F,SR 11 AÑOS - D,SR 11 AÑOS - D,SR 11 AÑOS - F,SR 11 AÑOS - F,SR 12 A 20 - D,SR 12 A 20 - D,SR 12 A 20 - F,SR 12 A 20 - F,SR 21 A 59 - D,SR 21 A 59 - D,SR 21 A 59 - F,SR 21 A 59 - F,SR 60 Y MAS - D,SR 60 Y MAS - D,SR 60 Y MAS - F,SR 60 Y MAS - F,TOTALES,TOTALES,TOTALES
CHUMA,otras vacunaciones,sr,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,6,7,13
COBIJA,otras vacunaciones,sr,2024-05-01,0,0,5,5,0,0,1,1,2,4,2,2,0,0,7,2,1,0,8,12,0,0,0,0,26,26,52
COCHABAMBA,otras vacunaciones,sr,2024-05-01,8,6,4,0,0,1,0,0,0,1,0,0,1,1,0,0,2,1,0,2,0,0,0,0,15,12,27
COLLANA,otras vacunaciones,sr,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,3
COLOMI,otras vacunaciones,sr,2024-05-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
COMBAYA,otras vacunaciones,sr,2024-05-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,2,5,7
CORIPATA,otras vacunaciones,sr,2024-05-01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
COROICO,otras vacunaciones,sr,2024-05-01,2,1,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,6,10
CORQUE,otras vacunaciones,sr,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
COTAGAITA,otras vacunaciones,sr,2024-05-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,9,10,3,5,0,0,0,0,14,15,29
CULPINA,otras vacunaciones,sr,2024-05-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CURVA,otras vacunaciones,sr,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
EL ALTO,otras vacunaciones,sr,2024-05-01,40,33,61,72,2,3,0,2,1,1,7,8,0,4,1,4,3,16,3,8,0,0,0,0,118,151,269
EL PUENTE(TJA),otras vacunaciones,sr,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2
ENTRE RIOS TRJ,otras vacunaciones,sr,2024-05-01,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
EXALTACION,otras vacunaciones,sr,2024-05-01,0,0,4,5,0,0,1,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,8,7,15
FILADELFIA,otras vacunaciones,sr,2024-05-01,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,6,4,10
GENERAL SAAVEDRA,otras vacunaciones,sr,2024-05-01,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,4,5
GUANAY,otras vacunaciones,sr,2024-05-01,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,12
GUAQUI,otras vacunaciones,sr,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
GUTIERREZ,otras vacunaciones,sr,2024-05-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
HUACHACALLA,otras vacunaciones,sr,2024-05-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
HUARINA,otras vacunaciones,sr,2024-05-01,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,4,5
HUATAJATA,otras vacunaciones,sr,2024-05-01,0,0,1,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,7
INQUISIVI,otras vacunaciones,sr,2024-05-01,0,0,2,3,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,4,5,9
IRUPANA (VILLA DE LANZA),otras vacunaciones,sr,2024-05-01,0,1,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
IXIAMAS,otras vacunaciones,sr,2024-05-01,8,10,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,12,14,26
LA ASUNTA,otras vacunaciones,sr,2024-05-01,0,0,5,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11
LA PAZ,otras vacunaciones,sr,2024-05-01,18,18,36,25,0,1,6,10,1,2,15,9,9,10,4,4,48,74,108,97,0,0,0,0,245,250,495
LAJA,otras vacunaciones,sr,2024-05-01,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,5,10,15
LICOMA PAMPA,otras vacunaciones,sr,2024-05-01,0,0,2,2,0,1,2,0,0,0,1,0,0,4,0,1,2,3,0,1,0,0,0,0,7,12,19
LLALLAGUA,otras vacunaciones,sr,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
MAPIRI,otras vacunaciones,sr,2024-05-01,1,3,4,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,18
MOCOMOCO,otras vacunaciones,sr,2024-05-01,0,0,8,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,8,6,14
MONTERO,otras vacunaciones,sr,2024-05-01,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
ORURO,otras vacunaciones,sr,2024-05-01,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,5,8
PAILON,otras vacunaciones,sr,2024-05-01,0,0,0,0,0,0,9,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,12,22
PALOS BLANCOS,otras vacunaciones,sr,2024-05-01,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,4,5,9
PAMPA GRANDE,otras vacunaciones,sr,2024-05-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PAPEL PAMPA,otras vacunaciones,sr,2024-05-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PATACAMAYA,otras vacunaciones,sr,2024-05-01,0,2,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11
POCONA,otras vacunaciones,sr,2024-05-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PORVENIR,otras vacunaciones,sr,2024-05-01,0,0,3,3,0,0,0,0,0,0,3,0,0,0,3,2,0,0,3,4,0,0,0,0,12,9,21
POTOSI,otras vacunaciones,sr,2024-05-01,0,3,7,3,0,0,2,0,0,1,1,0,0,3,0,0,16,16,3,14,0,0,0,0,29,40,69
PUCARANI,otras vacunaciones,sr,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,5,5,10
PUERTO CARABUCO,otras vacunaciones,sr,2024-05-01,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10
PUERTO RICO,otras vacunaciones,sr,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
PUNATA,otras vacunaciones,sr,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,3,4
QUIABAYA,otras vacunaciones,sr,2024-05-01,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7
QUILLACOLLO,otras vacunaciones,sr,2024-05-01,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,7,8
QUIME,otras vacunaciones,sr,2024-05-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,9,6,15
QUIRUSILLAS,otras vacunaciones,sr,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
RAVELO,otras vacunaciones,sr,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
RURRENABAQUE,otras vacunaciones,sr,2024-05-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2
SACABA,otras vacunaciones,sr,2024-05-01,1,0,2,1,0,0,0,0,0,0,0,0,0,0,4,0,2,3,3,2,0,0,0,0,12,6,18
SAMAIPATA,otras vacunaciones,sr,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,4
SAN BUENA VENTURA,otras vacunaciones,sr,2024-05-01,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,4,9,0,0,0,0,7,11,18
SAN CARLOS,otras vacunaciones,sr,2024-05-01,0,0,0,0,6,4,2,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,10,8,18
SAN IGNACIO,otras vacunaciones,sr,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
SAN IGNACIO DE VELASCO,otras vacunaciones,sr,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,2
SAN JUAN DE YAPACANI,otras vacunaciones,sr,2024-05-01,0,0,2,2,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
SAN LORENZO(PND),otras vacunaciones,sr,2024-05-01,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
SAN LORENZO(TJA),otras vacunaciones,sr,2024-05-01,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,8
SAN PEDRO DE CURAHUARA,otras vacunaciones,sr,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
SAN PEDRO DE TIQUINA,otras vacunaciones,sr,2024-05-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,4,1,5
SANTA ANA,otras vacunaciones,sr,2024-05-01,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
SANTA CRUZ DE LA SIERRA,otras vacunaciones,sr,2024-05-01,15,13,25,28,0,0,1,0,0,0,1,0,3,4,3,1,17,19,1,4,0,0,0,0,66,69,135
SANTIAGO DE HUATA,otras vacunaciones,sr,2024-05-01,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
SAPAHAQUI,otras vacunaciones,sr,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,1,1,0,0,0,0,0,0,9,3,12
SENA,otras vacunaciones,sr,2024-05-01,0,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,5,11
SHINAOTA,otras vacunaciones,sr,2024-05-01,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,4,6
SICA SICA (VILLA AROMA),otras vacunaciones,sr,2024-05-01,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
SIPE SIPE,otras vacunaciones,sr,2024-05-01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,4
SORATA,otras vacunaciones,sr,2024-05-01,1,0,11,10,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,16,12,28
SUCRE,otras vacunaciones,sr,2024-05-01,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,6,0,1,0,0,0,0,3,9,12
TACACOMA,otras vacunaciones,sr,2024-05-01,0,2,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7
TACOPAYA,otras vacunaciones,sr,2024-05-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TAPACARI,otras vacunaciones,sr,2024-05-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,3
TARACO,otras vacunaciones,sr,2024-05-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TARIJA,otras vacunaciones,sr,2024-05-01,7,3,9,14,1,2,2,2,2,0,0,0,1,2,4,13,0,2,0,4,0,0,0,0,26,42,68
TEOPONTE,otras vacunaciones,sr,2024-05-01,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
TIAHUANACU,otras vacunaciones,sr,2024-05-01,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,5,6
TIQUIPAYA,otras vacunaciones,sr,2024-05-01,2,0,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,3,0,2,0,0,0,0,6,7,13
TOLEDO,otras vacunaciones,sr,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TRINIDAD,otras vacunaciones,sr,2024-05-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3,3,6
TUPIZA,otras vacunaciones,sr,2024-05-01,5,4,6,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,13,13,26
TURCO,otras vacunaciones,sr,2024-05-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
UMALA,otras vacunaciones,sr,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
UNCIA,otras vacunaciones,sr,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
URIONDO (A. CONCEPCION),otras vacunaciones,sr,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
VIACHA,otras vacunaciones,sr,2024-05-01,1,2,27,24,0,0,0,1,0,0,0,1,1,3,0,1,1,2,0,2,0,0,0,0,30,36,66
VILLA CHARCAS,otras vacunaciones,sr,2024-05-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
VILLA MONTES,otras vacunaciones,sr,2024-05-01,3,2,4,5,0,0,2,0,0,1,1,0,0,1,0,0,6,12,0,0,0,0,0,0,16,21,37
VILLA TUNARI,otras vacunaciones,sr,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,sr,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
VILLAZON,otras vacunaciones,sr,2024-05-01,2,0,0,0,0,1,0,0,0,0,0,0,3,2,10,5,2,1,4,10,0,0,0,0,21,19,40
VINTO,otras vacunaciones,sr,2024-05-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
YACO,otras vacunaciones,sr,2024-05-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
YACUIBA,otras vacunaciones,sr,2024-05-01,5,1,4,3,0,0,0,0,0,0,0,0,0,1,44,0,4,11,6,2,0,0,0,0,63,18,81
ACHACACHI,otras vacunaciones,sr,2024-06-01,1,0,7,2,0,0,2,1,0,0,2,0,1,0,2,4,0,0,2,4,0,0,0,0,17,11,28
ALTO BENI,otras vacunaciones,sr,2024-06-01,6,12,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,27,37
APOLO,otras vacunaciones,sr,2024-06-01,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
ARBIETO,otras vacunaciones,sr,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
ARQUE,otras vacunaciones,sr,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
BATALLAS,otras vacunaciones,sr,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,2,2,4
BERMEJO,otras vacunaciones,sr,2024-06-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,7,10,17
CABEZAS,otras vacunaciones,sr,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,11,0,0,0,0,0,0,0,0,4,12,16
CALAMARCA,otras vacunaciones,sr,2024-06-01,0,0,5,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,7,2,9
CAMIRI,otras vacunaciones,sr,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,6,9,0,0,0,0,0,0,8,14,22
CARACOLLO,otras vacunaciones,sr,2024-06-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2
CARANAVI,otras vacunaciones,sr,2024-06-01,1,1,0,0,1,0,0,0,0,0,0,0,0,0,4,15,1,0,11,34,0,0,0,0,18,50,68
CHALLAPATA,otras vacunaciones,sr,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CHAYANTA,otras vacunaciones,sr,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,4,3,7
CHUA COCANI,otras vacunaciones,sr,2024-06-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,sr,2024-06-01,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
CHUMA,otras vacunaciones,sr,2024-06-01,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,sr,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,2,4,6
COBIJA,otras vacunaciones,sr,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,1,0,0,0,0,0,7,7
COCHABAMBA,otras vacunaciones,sr,2024-06-01,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,3
COLCAPIRHUA,otras vacunaciones,sr,2024-06-01,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,2,2,0,0,0,0,4,6,10
COLOMI,otras vacunaciones,sr,2024-06-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
COLQUIRI,otras vacunaciones,sr,2024-06-01,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2
CONCEPCION,otras vacunaciones,sr,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
COROICO,otras vacunaciones,sr,2024-06-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
COTAGAITA,otras vacunaciones,sr,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,2,3
CUATRO CAÑADAS,otras vacunaciones,sr,2024-06-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,7,8
EL ALTO,otras vacunaciones,sr,2024-06-01,18,22,55,46,2,0,3,1,2,1,0,1,3,5,7,2,3,7,1,5,0,0,0,0,94,90,184
EL TORNO,otras vacunaciones,sr,2024-06-01,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2
ENTRE RIOS CBBA,otras vacunaciones,sr,2024-06-01,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
EXALTACION,otras vacunaciones,sr,2024-06-01,0,0,1,0,0,0,2,0,0,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0,5,4,9
FILADELFIA,otras vacunaciones,sr,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
GENERAL SAAVEDRA,otras vacunaciones,sr,2024-06-01,0,0,5,4,0,0,0,0,0,0,0,0,0,2,2,0,0,3,1,0,0,0,0,0,8,9,17
GUANAY,otras vacunaciones,sr,2024-06-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,5,8
HUANUNI,otras vacunaciones,sr,2024-06-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,3
HUARINA,otras vacunaciones,sr,2024-06-01,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,1,4,0,0,0,0,0,0,4,5,9
HUATAJATA,otras vacunaciones,sr,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,2,5,7
INQUISIVI,otras vacunaciones,sr,2024-06-01,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,3
IRUPANA (VILLA DE LANZA),otras vacunaciones,sr,2024-06-01,0,1,2,4,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,5,8,13
IXIAMAS,otras vacunaciones,sr,2024-06-01,4,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11
LA ASUNTA,otras vacunaciones,sr,2024-06-01,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
LA GUARDIA,otras vacunaciones,sr,2024-06-01,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7,7,0,0,0,0,0,0,7,9,16
LA PAZ,otras vacunaciones,sr,2024-06-01,15,14,6,11,2,3,1,3,2,0,0,3,15,17,67,77,15,26,15,32,0,0,0,0,138,186,324
LAGUNILLAS,otras vacunaciones,sr,2024-06-01,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,2,9
LAJA,otras vacunaciones,sr,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,0,0,0,0,10,12,22
LICOMA PAMPA,otras vacunaciones,sr,2024-06-01,0,0,0,1,0,0,1,2,0,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,5,5,10
LLALLAGUA,otras vacunaciones,sr,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
MACHACAMARCA,otras vacunaciones,sr,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
MAIRANA,otras vacunaciones,sr,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,8
MAPIRI,otras vacunaciones,sr,2024-06-01,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
MINEROS,otras vacunaciones,sr,2024-06-01,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
MOCOMOCO,otras vacunaciones,sr,2024-06-01,0,0,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,6,2,8
MONTERO,otras vacunaciones,sr,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,1,3,4
MORO MORO,otras vacunaciones,sr,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,sr,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2
ORURO,otras vacunaciones,sr,2024-06-01,1,1,6,3,0,0,0,0,0,0,1,1,1,5,0,2,6,31,10,25,0,0,0,0,25,68,93
PAILON,otras vacunaciones,sr,2024-06-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
PALOS BLANCOS,otras vacunaciones,sr,2024-06-01,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,2,0,0,7,8,0,0,0,0,10,12,22
PAMPA AULLAGAS,otras vacunaciones,sr,2024-06-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PAMPA GRANDE,otras vacunaciones,sr,2024-06-01,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
POJO (CBBA),otras vacunaciones,sr,2024-06-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PORONGO,otras vacunaciones,sr,2024-06-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2
PORTACHUELO,otras vacunaciones,sr,2024-06-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,3
PORVENIR,otras vacunaciones,sr,2024-06-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,4
POTOSI,otras vacunaciones,sr,2024-06-01,0,0,1,0,0,0,0,0,0,0,0,0,11,51,1,0,29,45,3,5,0,0,0,0,45,101,146
PUCARANI,otras vacunaciones,sr,2024-06-01,0,0,5,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,12,2,14
PUERTO ACOSTA,otras vacunaciones,sr,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,0,3,0,0,0,0,0,0,11,12,23
PUERTO RICO,otras vacunaciones,sr,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,4,3,7
