,group,variable,month,COVID-19 1RA DOSIS (INMUNODEPRIMIDOS) 5 A 9 - D,COVID-19 1RA DOSIS (INMUNODEPRIMIDOS) 5 A 9 - D,COVID-19 1RA DOSIS (INMUNODEPRIMIDOS) 5 A 9 - F,COVID-19 1RA DOSIS (INMUNODEPRIMIDOS) 5 A 9 - F,COVID-19 1RA DOSIS (INMUNODEPRIMIDOS) 10 AÑOS - D,COVID-19 1RA DOSIS (INMUNODEPRIMIDOS) 10 AÑOS - D,COVID-19 1RA DOSIS (INMUNODEPRIMIDOS) 10 AÑOS - F,COVID-19 1RA DOSIS (INMUNODEPRIMIDOS) 10 AÑOS - F,COVID-19 1RA DOSIS (INMUNODEPRIMIDOS) 11 AÑOS - D,COVID-19 1RA DOSIS (INMUNODEPRIMIDOS) 11 AÑOS - D,COVID-19 1RA DOSIS (INMUNODEPRIMIDOS) 11 AÑOS - F,COVID-19 1RA DOSIS (INMUNODEPRIMIDOS) 11 AÑOS - F,COVID-19 1RA DOSIS (INMUNODEPRIMIDOS) 12 A 20 - D,COVID-19 1RA DOSIS (INMUNODEPRIMIDOS) 12 A 20 - D,COVID-19 1RA DOSIS (INMUNODEPRIMIDOS) 12 A 20 - F,COVID-19 1RA DOSIS (INMUNODEPRIMIDOS) 12 A 20 - F,COVID-19 1RA DOSIS (INMUNODEPRIMIDOS) 21 A 59 - D,COVID-19 1RA DOSIS (INMUNODEPRIMIDOS) 21 A 59 - D,COVID-19 1RA DOSIS (INMUNODEPRIMIDOS) 21 A 59 - F,COVID-19 1RA DOSIS (INMUNODEPRIMIDOS) 21 A 59 - F,COVID-19 1RA DOSIS (INMUNODEPRIMIDOS) 60 Y MAS - D,COVID-19 1RA DOSIS (INMUNODEPRIMIDOS) 60 Y MAS - D,COVID-19 1RA DOSIS (INMUNODEPRIMIDOS) 60 Y MAS - F,COVID-19 1RA DOSIS (INMUNODEPRIMIDOS) 60 Y MAS - F,TOTALES,TOTALES,TOTALES
WARNES,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
BUENA VISTA,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CALACOTO,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
CAMIRI,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
CHARAGUA,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,6
EL ALTO,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-07-01,6,9,1,7,0,0,0,0,0,0,3,1,0,3,6,2,1,10,1,7,0,0,0,0,18,39,57
GIA-TIM,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-07-01,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3,4
ORURO,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SAN ANDRES DE MACHACA,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SAN JULIAN,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN PEDRO DE BUENA VISTA,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2
VIACHA,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3
WARNES,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,6,9,15
CARAPARI,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
CHARAGUA,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
CHARAÑA,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
COCHABAMBA,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,9,19,10,9,7,3,4,5,32,37,69
EL ALTO,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,3,0,2,0,0,2,8,10
LA PAZ,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-08-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,5,6
PALOS BLANCOS,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,11,8,19
POTOSI,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,4
SANTA CRUZ DE LA SIERRA,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
TRINIDAD,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
BATALLAS,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CAJUATA,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,6,5,11
CHACARILLA,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
EL ALTO,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-09-01,8,6,0,0,1,2,0,0,0,0,0,0,4,2,0,0,14,40,0,0,0,0,0,0,27,50,77
LA PAZ,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,1,6,7
LLICA,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,2,3
PAPEL PAMPA,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,2
PUCARANI,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
QUILLACOLLO,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
RIBERALTA,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
SANTIAGO DE CALLAPA,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,0,0,9,7,16
SENA,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TINGUIPAYA,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,3,1,4
TOTORA(CBBA),otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
TUPIZA,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
VITICHI,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
WARNES,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,1,0,0,2,5,7
BELEN DE ANDAMARCA,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
COTAGAITA,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
LA PAZ,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,3,3
ORURO,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
POTOSI,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,1,0,0,0,0,0,7,5,12
SABAYA,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SAN JOSE DE CHIQUITOS,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-10-01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SUCRE,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
TINGUIPAYA,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
UMALA,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,3
WARNES,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
COBIJA,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3,0,3
"COLCHA ""K""",otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
COMANCHE,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-11-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CORO CORO,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-11-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2
EXALTACION,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-11-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,1,4,2,6
LA PAZ,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3,3
MONTEAGUDO,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
PAILON,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,4,0,0,0,0,2,6,8
POSTRER VALLE,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-11-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SAN BORJA,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TINGUIPAYA,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,4,4
UYUNI,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,4,1,5
CALACOTO,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,2,3
CHAYANTA,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,3,4,7
COLCAPIRHUA,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
EL ALTO,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3
MECAPACA,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PADCAYA,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
PALOS BLANCOS,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
SAN ANTONIO DE LOMERIO,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,7,4,8,12
SANTA ANA,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
TUPIZA,otras vacunaciones,covid-19 1ra dosis (inmunodeprimidos),2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,1,3
