,group,variable,month,DT 1RA DOSIS 5 A 9 - D,DT 1RA DOSIS 5 A 9 - D,DT 1RA DOSIS 5 A 9 - F,DT 1RA DOSIS 5 A 9 - F,DT 1RA DOSIS 10 AÑOS - D,DT 1RA DOSIS 10 AÑOS - D,DT 1RA DOSIS 10 AÑOS - F,DT 1RA DOSIS 10 AÑOS - F,DT 1RA DOSIS 11 AÑOS - D,DT 1RA DOSIS 11 AÑOS - D,DT 1RA DOSIS 11 AÑOS - F,DT 1RA DOSIS 11 AÑOS - F,DT 1RA DOSIS 12 A 20 - D,DT 1RA DOSIS 12 A 20 - D,DT 1RA DOSIS 12 A 20 - F,DT 1RA DOSIS 12 A 20 - F,DT 1RA DOSIS 21 A 59 - D,DT 1RA DOSIS 21 A 59 - D,DT 1RA DOSIS 21 A 59 - F,DT 1RA DOSIS 21 A 59 - F,DT 1RA DOSIS 60 Y MAS - D,DT 1RA DOSIS 60 Y MAS - D,DT 1RA DOSIS 60 Y MAS - F,DT 1RA DOSIS 60 Y MAS - F,TOTALES,TOTALES,TOTALES
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,2,2,0,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,5,10
CUEVO,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
CURVA,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2
EL ALTO,otras vacunaciones,dt 1ra dosis,2024-06-01,21,29,64,74,7,7,28,48,6,9,55,71,72,159,344,471,205,473,293,416,4,1,3,3,1102,1761,2863
EL PUENTE(STC),otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,1,0,0,0,0,0,0,1,0,6,2,3,7,6,0,0,2,1,0,0,12,17,29
EL PUENTE(TJA),otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,1,0,0,1,0,0,0,1,4,0,0,7,10,3,0,1,0,0,0,13,15,28
EL TORNO,otras vacunaciones,dt 1ra dosis,2024-06-01,0,2,0,0,0,0,0,0,1,1,0,1,2,11,1,1,1,1,2,0,0,0,0,0,7,17,24
EL VILLAR,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,3,2,1,0,0,0,0,0,5,4,9
ENTRE RIOS TRJ,otras vacunaciones,dt 1ra dosis,2024-06-01,3,1,1,0,1,0,0,0,1,1,0,0,2,10,1,0,6,9,3,2,0,0,0,0,18,23,41
ENTRE RIOS CBBA,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,1,0,0,0,0,0,0,0,3,12,0,3,13,39,8,3,0,0,0,0,25,57,82
ESCOMA,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,5,5
EUCALIPTUS,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,2,0,1,0,0,0,0,1,7,8
EUREKA (SANTOS MERCADO),otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
EXALTACION,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,4,3,0,0,1,5,0,0,2,0,1,2,6,11,2,0,16,16,1,0,0,0,33,37,70
FERNANDEZ ALONSO,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,4,1,0,0,0,0,0,2,6,8
GENERAL SAAVEDRA,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,5,12,1,1,0,0,0,1,7,20,27
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,1,0,1,0,0,0,0,0,4,4,1,1,3,3,2,3,0,0,0,0,12,11,23
GUANAY,otras vacunaciones,dt 1ra dosis,2024-06-01,1,0,2,10,1,0,3,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,26
GUAQUI,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,4,8
GUAYARAMERIN,otras vacunaciones,dt 1ra dosis,2024-06-01,0,3,13,7,1,0,5,8,0,0,5,12,8,18,42,43,4,30,3,2,0,0,0,0,81,123,204
GUTIERREZ,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,6,6
HUACARAJE,otras vacunaciones,dt 1ra dosis,2024-06-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,4,1,5
HUACARETA,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
HUANUNI,otras vacunaciones,dt 1ra dosis,2024-06-01,1,0,2,0,0,0,0,0,0,0,0,0,1,2,0,6,1,10,12,12,0,0,0,0,17,30,47
HUARINA,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,0,0,0,5,5
HUATAJATA,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,8,0,0,0,0,5,10,15
HUAYLLAMARCA,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,2,1,2,0,0,0,0,5,14,19
ICHOCA,otras vacunaciones,dt 1ra dosis,2024-06-01,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
ICLA,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,4,2,6
INCAHUASI,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,2,2,0,0,0,0,0,0,2,7,9
INQUISIVI,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,5,0,0,0,0,0,0,0,0,0,0,2,2,1,5,4,1,2,0,0,0,0,13,9,22
IRUPANA (VILLA DE LANZA),otras vacunaciones,dt 1ra dosis,2024-06-01,1,0,2,4,0,0,0,0,0,0,0,0,2,3,2,2,3,1,7,3,0,0,0,0,17,13,30
IXIAMAS,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,1,1,0,0,0,0,0,0,0,1,4,2,0,9,13,4,2,0,1,1,2,18,23,41
JESUS DE MACHACA,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,3
LA ASUNTA,otras vacunaciones,dt 1ra dosis,2024-06-01,1,1,0,0,0,1,0,0,0,0,0,0,2,9,1,2,12,42,0,3,12,2,0,0,28,60,88
LA GUARDIA,otras vacunaciones,dt 1ra dosis,2024-06-01,3,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11
LA PAZ,otras vacunaciones,dt 1ra dosis,2024-06-01,18,27,6,21,10,11,6,4,8,2,5,5,41,77,151,221,195,391,166,212,13,9,0,1,619,981,1600
LAGUNILLAS,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
LAJA,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,5,2,0,0,0,0,0,0,0,0,0,3,0,1,3,1,0,0,0,0,0,0,8,7,15
LAS CARRERAS,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,4
LICOMA PAMPA,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,1,5,6
LLALLAGUA,otras vacunaciones,dt 1ra dosis,2024-06-01,2,1,2,0,0,0,1,0,0,0,0,0,3,9,17,26,9,28,45,28,1,2,1,1,81,95,176
LLICA,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,2,2,0,0,0,0,0,0,0,1,1,2,0,0,1,1,0,0,0,0,0,0,4,6,10
LORETO,otras vacunaciones,dt 1ra dosis,2024-06-01,3,3,3,5,0,0,0,0,0,0,0,0,1,1,0,1,3,1,0,0,1,1,0,0,11,12,23
LURIBAY,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
MACHACAMARCA,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,47,0,0,8,6,0,0,0,0,64,53,117
MACHARETI,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
MAGDALENA,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1,1,9,5,0,0,0,0,0,9,12,21
MAIRANA,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2
MALLA,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
MAPIRI,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,0,5,0,1,1,5,0,0,0,0,0,0,0,0,0,0,1,11,12
MECAPACA,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,10,2,2,0,0,1,0,0,0,4,14,18
MINEROS,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,8,9,0,0,1,0,0,0,0,0,0,5,20,20,2,2,0,0,0,0,0,0,31,36,67
MIZQUE,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,1,1,0,0,0,0,0,0,0,0,2,3,0,0,1,1,0,0,0,0,0,0,4,5,9
MOCOMOCO,otras vacunaciones,dt 1ra dosis,2024-06-01,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,3,2,5
MOJINETE,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
MOJOCOYA,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,2,2,0,0,2,2,0,0,0,1,0,3,0,1,4,3,0,0,1,3,0,0,9,15,24
MONTEAGUDO,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,4,1,0,0,5,2,0,0,1,2,2,1,1,0,0,0,10,3,0,0,0,0,23,9,32
MONTERO,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,3,15,31,35,1,0,2,0,3,43,0,0,33,65,4,6,0,0,0,0,77,164,241
MORO MORO,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,1,0,0,0,0,0,0,0,4,5,9
MOROCHATA,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,4,1,5
OCURI,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,14,6,1,9,0,1,0,0,0,0,16,18,34
OMEREQUE,otras vacunaciones,dt 1ra dosis,2024-06-01,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,2,2,3,3,3,0,0,0,0,7,13,20
ORURO,otras vacunaciones,dt 1ra dosis,2024-06-01,5,0,1,0,1,2,13,12,0,2,2,2,25,60,18,45,97,286,40,62,3,2,0,0,205,473,678
PADCAYA,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,5,4,0,0,3,0,0,1,0,2,1,5,0,0,6,16,2,1,0,0,1,0,18,29,47
PADILLA,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PAILON,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,2,0,0,0,0,0,0,0,0,2,13,1,0,1,1,0,0,0,0,0,0,4,16,20
PALCA,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,1,0,5,1,0,0,0,3,3,3,6,28,35,5,5,1,6,0,0,0,0,41,61,102
PALOS BLANCOS,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,2,6,1,4,4,12,7,9,0,0,0,0,14,31,45
PAMPA AULLAGAS,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,2,4
PAPEL PAMPA,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,3,5,8
PASORAPA,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,1,2,0,0,2,1,0,0,1,0,0,3,0,1,0,1,5,2,0,0,0,0,9,10,19
PATACAMAYA,otras vacunaciones,dt 1ra dosis,2024-06-01,16,21,0,0,2,3,2,1,13,15,1,0,15,13,3,3,1,21,0,6,0,0,0,0,53,83,136
PAZÑA,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,2,2,0,0,2,1,0,0,0,1,0,0,0,3,1,1,2,2,0,0,0,0,7,10,17
PELECHUCO,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,6,0,1,0,0,0,0,6,7,13
POCOATA,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,13,0,2,0,0,0,1,0,30,30
POCONA,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,5,0,0,2,2,0,0,0,0,1,1,3,7,0,4,12,8,0,0,0,0,18,27,45
POJO (CBBA),otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,4,0,4,0,0,0,0,2,9,11
POOPO,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,4,10,0,0,0,0,6,14,20
PORCO,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,29,74,84,0,0,0,0,76,114,190
POROMA,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
PORTACHUELO,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,6,4,0,0,0,2,0,1,10,15,1,4,10,2,1,8,3,8,2,0,0,0,33,44,77
PORVENIR,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,6,0,0,1,0,0,0,0,0,3,7,10
POSTRER VALLE,otras vacunaciones,dt 1ra dosis,2024-06-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
POTOSI,otras vacunaciones,dt 1ra dosis,2024-06-01,6,10,29,2,4,6,1,0,6,7,0,0,30,74,213,150,70,247,97,126,1,0,0,1,457,623,1080
PRESTO,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PUCARANI,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,1,6,4,3,0,0,0,0,7,13,20
PUERTO ACOSTA,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,3,1,3,0,1,0,0,0,2,3,11,14
PUERTO GONZALO MORENO,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2
PUERTO QUIJARRO,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,1,2,2,0,0,0,0,4,6,10
PUERTO RICO,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,1,1,0,0,1,1,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,5,5,10
PUERTO SILES,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PUERTO SUAREZ,otras vacunaciones,dt 1ra dosis,2024-06-01,2,1,0,0,0,0,0,0,0,1,0,0,6,0,1,0,5,2,9,1,0,0,1,0,24,5,29
PUERTO VILLARROEL,otras vacunaciones,dt 1ra dosis,2024-06-01,1,1,1,3,1,0,3,5,0,1,0,2,12,17,1,6,7,49,14,7,0,0,0,0,40,91,131
PUNA,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,1,1,0,0,0,0,0,1,1,0,0,1,35,22,1,6,1,2,0,0,0,0,39,33,72
PUNATA,otras vacunaciones,dt 1ra dosis,2024-06-01,1,1,9,7,0,1,6,2,0,0,0,2,4,4,19,42,11,28,10,23,0,0,0,0,60,110,170
QUIABAYA,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,1,3,0,0,0,0,4,7,11
QUILLACOLLO,otras vacunaciones,dt 1ra dosis,2024-06-01,1,0,8,21,1,0,2,11,1,2,8,10,13,10,93,171,23,30,4,27,0,0,0,0,154,282,436
QUIME,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,6,2,0,0,0,0,8,6,14
RAQAYPAMPA(ETA),otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,4,1,5
RAVELO,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,11,6,0,0,2,1,0,0,3,3,0,1,18,21,1,3,13,3,0,0,0,0,48,38,86
REYES,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,4,2,0,0,0,0,0,2,10,12
RIBERALTA,otras vacunaciones,dt 1ra dosis,2024-06-01,1,0,0,0,0,0,0,0,0,0,0,0,1,14,1,0,3,40,2,1,0,1,0,0,8,56,64
ROBORE,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,1,3
RURRENABAQUE,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,8,3,12,3,3,0,0,0,0,13,24,37
SABAYA,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,4,4
SACABA,otras vacunaciones,dt 1ra dosis,2024-06-01,5,3,35,43,1,2,10,27,3,2,12,24,14,32,37,60,31,103,25,47,2,0,0,1,175,344,519
SACABAMBA,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SACACA,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,15,0,12,0,6,0,0,0,0,3,45,48
SAIPINA,otras vacunaciones,dt 1ra dosis,2024-06-01,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,2,3,5
SALINAS DE GARCI MENDOZA,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,1,2,4,0,0,0,0,5,7,12
SAN AGUSTIN,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,1,3,2,3,26,29,0,0,0,0,0,0,0,0,29,35,64
SAN ANDRES,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,1,0,1,0,0,0,0,1,4,3,7,6,5,9,6,5,0,1,0,0,24,25,49
SAN ANTONIO DE ESMORUCO,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
SAN ANTONIO DE LOMERIO,otras vacunaciones,dt 1ra dosis,2024-06-01,0,1,5,5,1,0,0,4,0,0,1,1,0,3,0,0,0,3,0,0,0,0,0,0,7,17,24
SAN BENITO,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,2,3,5
SAN BORJA,otras vacunaciones,dt 1ra dosis,2024-06-01,3,1,4,6,1,0,0,0,0,1,4,2,24,13,2,3,8,23,1,1,0,0,0,0,47,50,97
SAN BUENA VENTURA,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,10,5,1,0,0,0,0,8,12,20
SAN CARLOS,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,1,3,0,0,0,0,0,0,3,7,10
SAN IGNACIO,otras vacunaciones,dt 1ra dosis,2024-06-01,1,0,15,8,0,0,5,5,0,2,11,11,6,25,41,39,2,5,15,26,0,0,12,5,108,126,234
SAN IGNACIO DE VELASCO,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,1,0,0,0,1,0,0,0,0,0,3,1,2,2,9,0,0,0,0,0,0,3,16,19
SAN JAVIER(BNI),otras vacunaciones,dt 1ra dosis,2024-06-01,2,2,2,3,0,1,0,0,1,0,2,1,2,3,0,2,1,4,3,6,0,0,0,0,13,22,35
SAN JAVIER(STC),otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,6,0,0,1,0,0,0,4,7,11
SAN JOAQUIN,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,1,0,0,0,0,0,6,6
SAN JOSE DE CHIQUITOS,otras vacunaciones,dt 1ra dosis,2024-06-01,0,1,4,7,0,1,2,3,0,0,1,2,0,1,1,8,2,5,1,1,1,0,0,1,12,30,42
SAN JUAN DE YAPACANI,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,2,3
SAN JULIAN,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,1,0,0,0,5,5,1,0,6,11,5,12,39,41,14,63,23,4,1,1,3,0,98,137,235
SAN LORENZO(PND),otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,1,3,0,0,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11
SAN LORENZO(TJA),otras vacunaciones,dt 1ra dosis,2024-06-01,1,0,0,0,0,0,0,0,0,0,0,0,5,0,3,2,6,14,0,5,1,0,0,0,16,21,37
SAN LUCAS,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,7,0,4,0,0,0,0,2,14,16
SAN MATIAS,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN MIGUEL DE VELASCO,otras vacunaciones,dt 1ra dosis,2024-06-01,0,1,0,1,0,0,3,2,0,0,2,5,1,4,8,9,4,5,3,3,0,0,0,0,21,30,51
SAN PABLO DE LIPEZ,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SAN PEDRO,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN PEDRO DE BUENA VISTA,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,1,0,0,0,0,0,0,3,4,0,1,0,14,0,2,0,0,0,0,3,22,25
SAN PEDRO DE CURAHUARA,otras vacunaciones,dt 1ra dosis,2024-06-01,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,3
SAN PEDRO DE MACHA,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,1,0,1,0,1,4,0,1,9,6,3,5,2,4,12,13,0,3,0,0,0,0,29,36,65
SAN PEDRO DE TIQUINA,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,1,0,0,0,0,0,0,0,0,0,2,9,11,1,3,0,0,0,0,0,0,10,17,27
SAN RAFAEL,otras vacunaciones,dt 1ra dosis,2024-06-01,4,4,2,1,0,0,0,2,0,0,2,0,0,2,3,1,1,2,2,4,0,0,0,0,14,16,30
SAN RAMON BENI,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,3,0,0,0,0,0,0,4,3,7
SAN RAMON SCZ,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,1,3,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,3,0,0,0,0,2,9,11
SANTA ANA,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,2,0,0,0,1,0,0,0,1,0,0,0,3,5,4,3,9,3,0,0,1,1,21,12,33
SANTA CRUZ DE LA SIERRA,otras vacunaciones,dt 1ra dosis,2024-06-01,38,60,63,56,19,17,27,28,16,13,32,47,134,255,134,240,382,806,145,184,14,7,3,2,1007,1715,2722
SANTA ROSA,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,4,0,0,0,0,0,0,1,6,7
SANTA ROSA DEL SARA,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,4,9,12,1,2,0,1,0,0,14,20,34
SANTIAGO DE CALLAPA,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0,2,5,7
SANTIAGO DE HUARI,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2
SANTIAGO DE HUATA,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,0,0,0,0,0,1,0,0,1,0,1,11,14,0,0,0,0,0,0,0,0,12,16,28
SANTIAGO DE MACHACA,otras vacunaciones,dt 1ra dosis,2024-06-01,0,0,0,1,0,0,0,0,0,0,0,2,2,0,7,10,1,1,0,0,0,0,0,0,10,14,24
