,group,variable,month,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 5 A 9 - D,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 5 A 9 - D,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 5 A 9 - F,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 5 A 9 - F,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 10 AÑOS - D,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 10 AÑOS - D,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 10 AÑOS - F,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 10 AÑOS - F,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 11 AÑOS - D,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 11 AÑOS - D,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 11 AÑOS - F,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 11 AÑOS - F,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 12 A 20 - D,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 12 A 20 - D,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 12 A 20 - F,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 12 A 20 - F,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 21 A 59 - D,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 21 A 59 - D,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 21 A 59 - F,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 21 A 59 - F,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 60 Y MAS - D,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 60 Y MAS - D,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 60 Y MAS - F,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 60 Y MAS - F,TOTALES,TOTALES,TOTALES
TORO TORO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
TOTORA(CBBA),otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,3
TOTORA(ORR),otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
TRINIDAD,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,2,3,5
TUPIZA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
TURCO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
UNCIA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,1,4,5
URIONDO (A. CONCEPCION),otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
UYUNI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
VALLEGRANDE,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,1,3
VIACHA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
VILLA MONTES,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
VILLA RIVERO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,1,5,6
VILLA TUNARI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,3,8,11
VILLAZON,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
VINTO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
WALDO BALLIVIAN,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
WARNES,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,7,0,0,0,0,0,10,12,22
YACO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
YACUIBA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
YAMPARAEZ,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
YANACACHI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
YAPACANI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,3,1,4
YUNCHARA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
ACHACACHI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,2,0,0,0,0,2,5,7
ACHOCALLA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
AIQUILE,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,1,0,0,0,0,0,5,5,10
ARANI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,2,3
ARQUE,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ATOCHA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
BATALLAS,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,4,4
BERMEJO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,5
BOYUIBE,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,3,4
BUENA VISTA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,5
CABEZAS,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
CAIROMA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CALACOTO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
CAMARGO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CAMIRI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,5
CAPINOTA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,2,5,7
CAQUIAVIRI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CARACOLLO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,2,2,4
CARANAVI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,1,0,0,0,0,2,5,7
CATACORA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
CHALLAPATA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,5,4,9
CHARAGUA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CHIMORE,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CHIPAYA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CHOQUE COTA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CLIZA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
COBIJA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,4,1,2,0,0,0,0,6,7,13
COCAPATA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
COCHABAMBA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,4,4,2,1,0,0,14,24,38
COLCAPIRHUA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,1,6,0,0,0,0,4,14,18
"COLCHA ""K""",otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,4,7
COLOMI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
COLPA BELGICA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
COLQUIRI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
COMARAPA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
COPACABANA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CORIPATA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,3,2,5
COROICO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,1,11,12
COTAGAITA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,4
COTOCA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,0,0,2,11,13
CUATRO CAÑADAS,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
CUEVO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CURAHUARA DE CARANGAS,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
EL ALTO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,22,59,130,0,0,0,0,66,153,219
EL PUENTE(STC),otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,4
EL TORNO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,5,10
FERNANDEZ ALONSO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,1,3
FILADELFIA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,4
GENERAL SAAVEDRA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,7
GUANAY,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
GUAYARAMERIN,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
HUANUNI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,0,0,0,0,0,0,2,6,8
INQUISIVI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
IRUPANA (VILLA DE LANZA),otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
JESUS DE MACHACA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
LA ASUNTA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
LA GUARDIA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,1,7,8
LA PAZ,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,21,100,7,17,2,1,1,1,31,121,152
LAGUNILLAS,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
LAJA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,4
LAS CARRERAS,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
LLALLAGUA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,3,2,5
MACHACAMARCA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2
MAIRANA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,3
MAPIRI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
MINEROS,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
MOCOMOCO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
MONTERO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,4,10,14
OKINAWA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
ORURO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,3,39,69,8,18,0,1,0,0,52,101,153
PAILON,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,1,6,7
PALCA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,4,0,0,0,0,0,0,1,6,7
PALOS BLANCOS,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PAZÑA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
POCONA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
POJO (CBBA),otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
POOPO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
PORONGO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PORTACHUELO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,4
PORVENIR,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
POTOSI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,23,52,1,10,10,23,0,0,0,0,35,86,121
PUCARANI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,3,0,1,0,0,0,0,6,6,12
PUERTO ACOSTA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PUERTO QUIJARRO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,4
PUERTO VILLARROEL,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,4,5
PUNATA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,2,1,0,0,0,0,7,7,14
QUIABAYA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
QUILLACOLLO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19,0,0,0,0,0,1,2,20,22
QUIME,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
RAVELO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
RIBERALTA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SABAYA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
SACABA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,36,1,2,0,0,0,0,16,38,54
SACABAMBA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SALINAS DE GARCI MENDOZA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,1,4,5
SAN ANDRES DE MACHACA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
SAN BENITO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN BORJA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
SAN BUENA VENTURA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,3
SAN IGNACIO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
