,group,variable,month,DT 2DA DOSIS 5 A 9 - D,DT 2DA DOSIS 5 A 9 - D,DT 2DA DOSIS 5 A 9 - F,DT 2DA DOSIS 5 A 9 - F,DT 2DA DOSIS 10 AÑOS - D,DT 2DA DOSIS 10 AÑOS - D,DT 2DA DOSIS 10 AÑOS - F,DT 2DA DOSIS 10 AÑOS - F,DT 2DA DOSIS 11 AÑOS - D,DT 2DA DOSIS 11 AÑOS - D,DT 2DA DOSIS 11 AÑOS - F,DT 2DA DOSIS 11 AÑOS - F,DT 2DA DOSIS 12 A 20 - D,DT 2DA DOSIS 12 A 20 - D,DT 2DA DOSIS 12 A 20 - F,DT 2DA DOSIS 12 A 20 - F,DT 2DA DOSIS 21 A 59 - D,DT 2DA DOSIS 21 A 59 - D,DT 2DA DOSIS 21 A 59 - F,DT 2DA DOSIS 21 A 59 - F,DT 2DA DOSIS 60 Y MAS - D,DT 2DA DOSIS 60 Y MAS - D,DT 2DA DOSIS 60 Y MAS - F,DT 2DA DOSIS 60 Y MAS - F,TOTALES,TOTALES,TOTALES
SAN PEDRO,otras vacunaciones,dt 2da dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,2,3
SAN PEDRO DE BUENA VISTA,otras vacunaciones,dt 2da dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,3,16,0,3,0,0,0,0,3,27,30
SAN PEDRO DE CURAHUARA,otras vacunaciones,dt 2da dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
SAN PEDRO DE MACHA,otras vacunaciones,dt 2da dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,4,1,5,0,0,0,0,1,12,13
SAN PEDRO DE TIQUINA,otras vacunaciones,dt 2da dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,4,1,0,0,0,0,0,0,6,2,8
SAN RAFAEL,otras vacunaciones,dt 2da dosis,2024-07-01,1,0,4,1,0,0,0,1,0,0,0,2,0,2,5,3,0,1,0,4,0,0,0,0,10,14,24
SAN RAMON BENI,otras vacunaciones,dt 2da dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,5,5
SAN RAMON SCZ,otras vacunaciones,dt 2da dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,8,0,0,0,0,0,0,3,14,17
SANTA ANA,otras vacunaciones,dt 2da dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,4,1,0,2,0,0,0,6,5,11
SANTA CRUZ DE LA SIERRA,otras vacunaciones,dt 2da dosis,2024-07-01,34,32,18,15,21,31,14,6,16,30,17,23,199,338,150,212,456,902,457,481,11,7,4,4,1397,2081,3478
SANTA ROSA,otras vacunaciones,dt 2da dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,1,0,0,2,4,6
SANTA ROSA DEL SARA,otras vacunaciones,dt 2da dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,3,13,0,0,0,0,0,0,5,16,21
SANTIAGO DE CALLAPA,otras vacunaciones,dt 2da dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
SANTIAGO DE HUARI,otras vacunaciones,dt 2da dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SANTIVAÑES,otras vacunaciones,dt 2da dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,5,1,3,0,0,0,0,12,9,21
SANTUARIO DE QUILLACAS,otras vacunaciones,dt 2da dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAPAHAQUI,otras vacunaciones,dt 2da dosis,2024-07-01,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2,3
SENA,otras vacunaciones,dt 2da dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,4,4
SHINAOTA,otras vacunaciones,dt 2da dosis,2024-07-01,0,0,2,0,0,0,1,0,0,0,1,1,0,0,3,8,6,7,4,8,0,0,0,0,17,24,41
SICA SICA (VILLA AROMA),otras vacunaciones,dt 2da dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,1,11,1,2,0,0,0,0,7,19,26
SICAYA,otras vacunaciones,dt 2da dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,1,1,0,0,0,0,3,4,7
SIPE SIPE,otras vacunaciones,dt 2da dosis,2024-07-01,0,0,20,12,0,0,0,2,0,0,1,1,2,10,11,40,3,10,4,11,0,0,0,0,41,86,127
SOPACHUY,otras vacunaciones,dt 2da dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
SORACACHI,otras vacunaciones,dt 2da dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,1,0,0,0,0,0,0,3,4,7
SORATA,otras vacunaciones,dt 2da dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SUCRE,otras vacunaciones,dt 2da dosis,2024-07-01,3,2,3,1,0,1,0,0,1,1,1,2,3,3,5,7,29,46,17,33,1,2,0,0,63,98,161
TACACHI,otras vacunaciones,dt 2da dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
TACACOMA,otras vacunaciones,dt 2da dosis,2024-07-01,1,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,3,5,0,4,0,0,0,0,6,11,17
TACOBAMBA,otras vacunaciones,dt 2da dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,3
TACOPAYA,otras vacunaciones,dt 2da dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0,2,4,6
TAPACARI,otras vacunaciones,dt 2da dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,1,1,1,4,4,8,0,7,1,8,0,0,0,0,7,28,35
TARABUCO,otras vacunaciones,dt 2da dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,5,5
TARACO,otras vacunaciones,dt 2da dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,2
TARATA,otras vacunaciones,dt 2da dosis,2024-07-01,0,0,5,4,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,7,6,13
TARIJA,otras vacunaciones,dt 2da dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,8,18,3,5,33,156,17,26,0,0,0,0,61,205,266
TEOPONTE,otras vacunaciones,dt 2da dosis,2024-07-01,0,0,0,0,0,1,3,7,0,1,0,2,0,0,1,2,0,0,0,0,0,0,0,0,4,13,17
TIAHUANACU,otras vacunaciones,dt 2da dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TINGUIPAYA,otras vacunaciones,dt 2da dosis,2024-07-01,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,3,7,10
TIPUANI,otras vacunaciones,dt 2da dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,3,2,5
TIQUIPAYA,otras vacunaciones,dt 2da dosis,2024-07-01,2,2,1,5,6,1,0,0,2,0,0,10,5,9,34,63,19,27,15,25,0,0,0,0,84,142,226
TIRAQUE (CBBA),otras vacunaciones,dt 2da dosis,2024-07-01,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,3,1,11,4,12,0,0,0,0,8,31,39
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,dt 2da dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
TOCO,otras vacunaciones,dt 2da dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,1,1,1,0,0,0,0,2,7,9
TOLATA,otras vacunaciones,dt 2da dosis,2024-07-01,0,0,2,0,0,0,2,0,0,0,0,0,0,1,2,2,2,0,1,2,0,0,0,0,9,5,14
TOLEDO,otras vacunaciones,dt 2da dosis,2024-07-01,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,2,4,4,0,0,1,0,8,10,18
TOMINA,otras vacunaciones,dt 2da dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
TORO TORO,otras vacunaciones,dt 2da dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,4,4
TOTORA(CBBA),otras vacunaciones,dt 2da dosis,2024-07-01,0,0,0,0,0,0,0,1,0,0,10,8,0,7,3,3,0,2,3,5,0,0,0,0,16,26,42
TOTORA(ORR),otras vacunaciones,dt 2da dosis,2024-07-01,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,2,1,4,0,3,0,0,1,0,4,11,15
TRIGAL,otras vacunaciones,dt 2da dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,0,0,0,0,3,3,6
TRINIDAD,otras vacunaciones,dt 2da dosis,2024-07-01,1,1,0,0,1,0,0,0,1,0,0,0,3,20,3,3,13,79,1,2,0,0,0,0,23,105,128
TUPIZA,otras vacunaciones,dt 2da dosis,2024-07-01,0,0,1,1,0,2,2,3,0,0,2,0,3,4,3,2,10,32,8,0,1,0,0,0,30,44,74
TURCO,otras vacunaciones,dt 2da dosis,2024-07-01,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,2,1,0,2,0,0,0,0,4,6,10
UMALA,otras vacunaciones,dt 2da dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,9,0,0,0,0,0,0,0,0,4,11,15
UNCIA,otras vacunaciones,dt 2da dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,14,0,1,0,0,0,0,2,17,19
URIONDO (A. CONCEPCION),otras vacunaciones,dt 2da dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,9,0,0,0,0,0,0,1,12,13
URUBICHA,otras vacunaciones,dt 2da dosis,2024-07-01,0,0,1,1,0,3,0,0,0,0,1,1,1,2,7,0,1,2,2,1,0,0,0,0,13,10,23
UYUNI,otras vacunaciones,dt 2da dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17,11,0,2,0,0,0,0,17,14,31
VACAS,otras vacunaciones,dt 2da dosis,2024-07-01,2,1,0,0,0,0,0,1,0,0,0,1,3,4,0,2,1,0,2,3,0,0,0,0,8,12,20
VALLEGRANDE,otras vacunaciones,dt 2da dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,3,4,3,0,1,0,0,0,8,7,15
VIACHA,otras vacunaciones,dt 2da dosis,2024-07-01,0,0,0,0,1,0,0,0,1,0,0,1,0,6,0,1,6,45,1,3,0,0,0,0,9,56,65
VILA VILA,otras vacunaciones,dt 2da dosis,2024-07-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
VILLA CHARCAS,otras vacunaciones,dt 2da dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,2,3
VILLA MONTES,otras vacunaciones,dt 2da dosis,2024-07-01,1,0,0,0,0,0,0,0,0,1,0,0,2,9,0,2,16,20,4,4,0,0,0,0,23,36,59
VILLA NUEVA (LOMA ALTA),otras vacunaciones,dt 2da dosis,2024-07-01,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,2,0,0,0,0,4,9,13
VILLA RIVERO,otras vacunaciones,dt 2da dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,3,10,1,2,0,0,0,0,5,20,25
VILLA SERRANO,otras vacunaciones,dt 2da dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
VILLA TUNARI,otras vacunaciones,dt 2da dosis,2024-07-01,0,0,0,0,0,0,1,0,0,2,2,0,15,28,4,18,15,83,15,27,0,0,0,0,52,158,210
VILLAZON,otras vacunaciones,dt 2da dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,13,2,1,0,0,0,1,5,20,25
VINTO,otras vacunaciones,dt 2da dosis,2024-07-01,1,0,3,0,0,0,2,1,2,1,1,2,3,15,7,16,10,40,22,53,0,0,0,0,51,128,179
VITICHI,otras vacunaciones,dt 2da dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,5,5
WALDO BALLIVIAN,otras vacunaciones,dt 2da dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,4,4
WARNES,otras vacunaciones,dt 2da dosis,2024-07-01,6,11,3,0,3,4,0,1,3,4,2,0,14,19,1,9,15,35,7,12,1,1,0,0,55,96,151
YACUIBA,otras vacunaciones,dt 2da dosis,2024-07-01,0,1,0,0,0,0,0,0,0,0,1,0,0,6,2,5,8,32,4,4,0,0,0,0,15,48,63
YANACACHI,otras vacunaciones,dt 2da dosis,2024-07-01,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0,0,0,0,2,4,6
YAPACANI,otras vacunaciones,dt 2da dosis,2024-07-01,0,1,1,0,0,0,3,2,0,1,1,0,17,12,3,20,10,38,7,22,0,0,0,0,42,96,138
YOCALLA,otras vacunaciones,dt 2da dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0,0,0,0,6,6
YUNCHARA,otras vacunaciones,dt 2da dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ZUDAÑEZ,otras vacunaciones,dt 2da dosis,2024-07-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
ACACIO,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,4,4
ACHACACHI,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,21,3,6,0,10,0,0,0,0,17,37,54
ACHOCALLA,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,15,0,1,0,0,0,0,5,21,26
AIQUILE,otras vacunaciones,dt 2da dosis,2024-08-01,1,0,8,12,0,0,0,0,0,1,1,1,1,2,2,3,4,10,2,0,0,0,0,0,19,29,48
ALALAY,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
ALTO BENI,otras vacunaciones,dt 2da dosis,2024-08-01,1,4,2,3,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,20
ANCORAIMES,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,1,4,0,0,0,0,0,0,0,0,0,2,11,12,1,2,0,1,0,0,0,0,13,21,34
ANDAMARCA,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,1,0,0,0,0,3,4,7
ANZALDO,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,3
APOLO,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,2,0,0,0,0,1,0,0,0,1,1,9,0,1,0,1,0,1,0,0,0,0,3,14,17
ARAMPAMPA,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,1,0,1,1,2,0,0,0,0,7,5,12
ARANI,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,2,1,0,0,0,0,0,0,0,0,2,5,1,5,3,3,12,3,0,0,2,0,22,17,39
ARBIETO,otras vacunaciones,dt 2da dosis,2024-08-01,1,3,21,14,0,1,3,1,0,0,13,10,14,14,15,22,1,11,12,21,0,0,0,0,80,97,177
ARQUE,otras vacunaciones,dt 2da dosis,2024-08-01,1,0,0,2,0,0,0,2,0,1,0,0,2,0,2,9,0,1,1,0,0,0,0,0,6,15,21
ASCENCION DE GUARAYOS,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,5,1,10,1,12,0,0,0,0,4,34,38
ATOCHA,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,1,7,0,2,0,0,0,0,6,15,21
AYATA,otras vacunaciones,dt 2da dosis,2024-08-01,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,3,2,5
AYO AYO,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,dt 2da dosis,2024-08-01,0,0,7,5,0,0,0,1,3,1,2,2,1,6,9,7,1,11,4,7,0,0,0,0,27,40,67
BATALLAS,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,4,2,8,0,1,0,0,0,0,8,13,21
BAURES,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2
BELEN DE ANDAMARCA,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,7,0,0,0,0,4,7,11
BELLA FLOR,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3,1,4
BERMEJO,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,3,31,0,0,0,0,0,0,4,38,42
BETANZOS,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,3,0,1,0,0,0,0,2,8,10
BOLIVAR,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,2
BOLPEBRA,otras vacunaciones,dt 2da dosis,2024-08-01,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3
BOYUIBE,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,0,2,0,0,0,0,4,5,9
BUENA VISTA,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,11,0,1,0,0,0,0,1,14,15
CABEZAS,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,1,0,1,0,0,0,3,0,1,109,1,0,8,8,7,0,0,0,0,117,22,139
CAIROMA,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2
"CAIZA ""D""",otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,2,5,0,1,0,0,0,0,4,8,12
CAJUATA,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,4,5
CALACOTO,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2
CALAMARCA,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,4,0,0,0,0,0,0,4,4,8
CAMARGO,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,1,6,7
CAMIRI,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,6,0,0,0,0,0,0,10,11,21
CAPINOTA,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,3,1,53,73,6,6,18,14,0,0,0,0,80,94,174
CAQUIAVIRI,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
CARACOLLO,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,1,0,0,1,0,0,0,1,2,0,2,2,1,0,6,2,7,0,0,0,0,6,19,25
CARANAVI,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,2,0,0,0,1,0,0,1,5,2,6,5,19,3,39,9,20,1,0,0,0,21,92,113
CARAPARI,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,7,1,0,0,0,0,0,2,8,10
CARMEN RIVERO TORREZ,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,5,0,0,0,1,0,0,6,9,15
CATACORA,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,3,0,0,0,0,0,0,4,6,10
CHACARILLA,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,1,0,0,0,0,0,0,0,6,6,12
CHALLAPATA,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,3,5,11,1,4,0,0,0,0,6,24,30
CHAQUI,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
CHARAGUA,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,4,1,9,2,4,1,0,0,0,8,21,29
CHARAÑA,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,1,2,0,0,0,0,0,0,0,0,0,0,14,2,1,3,3,1,0,0,0,0,19,8,27
CHAYANTA,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,4,4
CHIMORE,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,3,6,1,2,0,0,0,0,1,0,1,1,5,3,4,8,2,3,0,0,0,0,17,23,40
CHIPAYA,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CHOQUE COTA,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CHUA COCANI,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,64,1,0,2,2,0,0,0,0,0,67,3,70
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,dt 2da dosis,2024-08-01,0,1,0,0,0,0,0,0,0,0,1,0,1,0,11,27,3,12,3,1,0,0,0,1,19,42,61
CHUMA,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,2,3,5
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,6,6,0,0,5,3,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,11,14,25
CKOCHAS,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,2,0,0,0,0,1,6,7
CLIZA,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,2,1,6,0,0,0,0,2,12,14
COBIJA,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,1,1,1,0,1,1,0,0,2,0,7,17,57,20,13,22,56,28,0,0,0,0,138,89,227
COCAPATA,otras vacunaciones,dt 2da dosis,2024-08-01,0,1,6,11,0,2,1,0,2,2,1,0,4,7,1,0,1,1,2,2,0,0,0,0,18,26,44
COCHABAMBA,otras vacunaciones,dt 2da dosis,2024-08-01,6,9,44,46,11,7,15,40,6,12,39,55,47,103,271,437,117,373,332,313,1,0,0,0,889,1395,2284
COIPASA,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
COLCAPIRHUA,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,1,0,0,1,0,1,0,1,3,2,4,29,18,8,13,39,65,0,0,0,0,81,104,185
"COLCHA ""K""",otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,10,0,2,0,0,0,0,12,12,24
COLLANA,otras vacunaciones,dt 2da dosis,2024-08-01,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,3,2,5
COLOMI,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,1,0,1,0,0,0,0,0,0,1,7,10,7,10,7,14,1,2,0,0,0,0,24,37,61
COLPA BELGICA,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,3,0,0,0,0,0,0,2,5,7
COLQUECHACA,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,1,0,0,0,0,1,0,0,0,0,4,3,0,2,0,6,1,0,0,0,0,0,6,12,18
COLQUENCHA,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,3,9,7,0,0,0,0,12,15,27
COLQUIRI,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,1,1,1,0,0,0,1,1,1,2,1,0,4,4,3,0,0,0,0,8,12,20
COMARAPA,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,2
COMBAYA,otras vacunaciones,dt 2da dosis,2024-08-01,0,0,5,2,0,0,0,1,0,0,0,1,0,0,8,7,0,1,0,3,0,0,0,0,13,15,28
