,group,variable,month,DT 5TA DOSIS 5 A 9 - D,DT 5TA DOSIS 5 A 9 - D,DT 5TA DOSIS 5 A 9 - F,DT 5TA DOSIS 5 A 9 - F,DT 5TA DOSIS 10 AÑOS - D,DT 5TA DOSIS 10 AÑOS - D,DT 5TA DOSIS 10 AÑOS - F,DT 5TA DOSIS 10 AÑOS - F,DT 5TA DOSIS 11 AÑOS - D,DT 5TA DOSIS 11 AÑOS - D,DT 5TA DOSIS 11 AÑOS - F,DT 5TA DOSIS 11 AÑOS - F,DT 5TA DOSIS 12 A 20 - D,DT 5TA DOSIS 12 A 20 - D,DT 5TA DOSIS 12 A 20 - F,DT 5TA DOSIS 12 A 20 - F,DT 5TA DOSIS 21 A 59 - D,DT 5TA DOSIS 21 A 59 - D,DT 5TA DOSIS 21 A 59 - F,DT 5TA DOSIS 21 A 59 - F,DT 5TA DOSIS 60 Y MAS - D,DT 5TA DOSIS 60 Y MAS - D,DT 5TA DOSIS 60 Y MAS - F,DT 5TA DOSIS 60 Y MAS - F,TOTALES,TOTALES,TOTALES
"CAIZA ""D""",otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
CALAMARCA,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2,1,3
CAMIRI,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,3,6,9
CAPINOTA,otras vacunaciones,dt 5ta dosis,2024-07-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,3,0,0,0,0,5,6,11
CARACOLLO,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
CARANAVI,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
CARMEN RIVERO TORREZ,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,2,3
CHALLAPATA,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,7,7
CHARAGUA,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,2,0,0,0,0,0,5,1,6
CHIMORE,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,6,1,0,3,3,8,11,19
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CHUMA,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,2,3,5
CLIZA,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
COBIJA,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,9,5,21,22,1,1,3,0,39,29,68
COCAPATA,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,2,0,4,0,0,0,0,5,7,12
COCHABAMBA,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,1,1,0,0,0,0,0,0,3,2,0,20,53,45,57,1,3,2,1,71,118,189
COLCAPIRHUA,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,1,4,5
COLOMI,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,10,2,1,0,0,0,0,4,14,18
COLQUENCHA,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,4,4
COLQUIRI,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CONCEPCION,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,1,3
CORIPATA,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
COROICO,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
COTAGAITA,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
COTOCA,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,3,7,15,7,16,3,1,0,2,18,40,58
CUATRO CAÑADAS,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
CUEVO,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,1,4,1,5
CULPINA,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
CURAHUARA DE CARANGAS,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,1,4,5
EL ALTO,otras vacunaciones,dt 5ta dosis,2024-07-01,1,0,4,1,1,0,0,1,1,1,1,0,5,12,0,3,10,78,7,18,0,0,0,0,30,114,144
EL PUENTE(STC),otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
EL PUENTE(TJA),otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
EL TORNO,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,6,12,22,43,7,2,13,23,48,88,136
EL VILLAR,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ENTRE RIOS CBBA,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7,2,6,0,0,0,0,6,14,20
EUCALIPTUS,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
EXALTACION,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
FERNANDEZ ALONSO,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,2,0,0,0,0,1,5,6
FILADELFIA,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
GENERAL SAAVEDRA,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,3,0,0,0,0,1,8,9
GUANAY,otras vacunaciones,dt 5ta dosis,2024-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
GUAYARAMERIN,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,2,3,5
HUANUNI,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,5,0,0,0,1,2,9,11
HUARINA,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
IXIAMAS,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
JESUS DE MACHACA,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
LA ASUNTA,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
LA GUARDIA,otras vacunaciones,dt 5ta dosis,2024-07-01,1,0,0,1,0,0,0,3,0,0,0,0,1,5,4,17,23,40,29,62,2,2,19,14,79,144,223
LA PAZ,otras vacunaciones,dt 5ta dosis,2024-07-01,0,1,0,0,2,7,0,0,1,0,0,0,5,14,0,0,17,110,6,10,7,4,0,0,38,146,184
LAGUNILLAS,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
LAJA,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,2,2,3,0,0,0,0,5,6,11
LAS CARRERAS,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
LLALLAGUA,otras vacunaciones,dt 5ta dosis,2024-07-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,11,0,0,0,0,3,16,19
LLICA,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,2,3
MACHACAMARCA,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
MAIRANA,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
MAPIRI,otras vacunaciones,dt 5ta dosis,2024-07-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
MINEROS,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,2,3
MIZQUE,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,0,0,0,0,3,4,7
MONTEAGUDO,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,4,7,2,3,2,0,1,13,9,22
MONTERO,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,2,18,0,1,0,0,0,0,3,24,27
MOROCHATA,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,3,1,4
OCURI,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
OKINAWA,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2
OMEREQUE,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
ORURO,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,12,26,7,13,0,0,0,0,23,40,63
PADCAYA,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PADILLA,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
PAILON,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,3,4
PATACAMAYA,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
POCOATA,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,2
POCONA,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,1,6,7
POOPO,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,3,3
PORONGO,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,1,0,0,0,1,0,1,0,0,0,0,0,3,3,9,8,8,16,3,2,0,2,26,31,57
PORTACHUELO,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,8,0,0,1,1,3,10,13
PORVENIR,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,1,8,9
POTOSI,otras vacunaciones,dt 5ta dosis,2024-07-01,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,4,1,0,1,0,0,5,22,27
PRESTO,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
PUCARANI,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PUERTO ACOSTA,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
PUERTO GONZALO MORENO,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,6,0,0,0,0,0,11,11
PUERTO QUIJARRO,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,1,3,4
PUERTO RICO,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,6,0,0,0,0,4,6,10
PUERTO SUAREZ,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,3,4
PUERTO VILLARROEL,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,1,0,1,7,5,7,5,22,10,18,0,0,0,1,22,55,77
PUNATA,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
QUILLACOLLO,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,4,15,0,0,0,0,8,19,27
RAQAYPAMPA(ETA),otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
RAVELO,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,9,0,0,0,0,1,10,11
RIBERALTA,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,1,5,0,0,3,2,4,16,20
ROBORE,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,0,1,0,0,0,0,1,9,10
RURRENABAQUE,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SACABA,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,7,20,12,26,0,0,0,0,20,49,69
SACABAMBA,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
SALINAS DE GARCI MENDOZA,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
SAMAIPATA,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,1,0,0,0,0,1,5,6
SAN ANDRES,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,3,5,8
SAN BENITO,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,0,1,0,0,0,0,4,3,7
SAN BORJA,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,2,1,0,0,0,6,5,11
SAN BUENA VENTURA,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,1,3
SAN CARLOS,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,2,0,0,5,7,12
SAN IGNACIO,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,1,1,2,4,6
SAN IGNACIO DE VELASCO,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,9,4,0,0,0,0,0,0,1,3,0,3,1,4,4,7,12,10,4,4,2,1,33,36,69
SAN JOSE DE CHIQUITOS,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,6,5,0,0,0,1,9,7,16
SAN JUAN DE YAPACANI,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SAN JULIAN,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,4
SAN LORENZO(PND),otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3,3
SAN LUCAS,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN MATIAS,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,12,1,13
SAN MIGUEL DE VELASCO,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
SAN PABLO DE LIPEZ,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SAN PEDRO DE BUENA VISTA,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN RAFAEL,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3,3,3,2,1,0,1,7,9,16
SANTA CRUZ DE LA SIERRA,otras vacunaciones,dt 5ta dosis,2024-07-01,1,0,0,0,1,2,2,0,1,2,0,0,5,13,6,3,85,186,78,108,17,12,21,21,217,347,564
SANTA ROSA DEL SARA,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,1,3
SENA,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2,5,0,0,1,0,0,0,4,7,11
SHINAOTA,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,4,3,0,0,0,0,4,9,13
SIPE SIPE,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,4,4,0,0,0,0,5,8,13
SOPACHUY,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SORATA,otras vacunaciones,dt 5ta dosis,2024-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2
SUCRE,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,1,0,0,2,5,0,0,6,18,1,12,4,2,0,1,13,39,52
TACACHI,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,1,4,5
TACACOMA,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TACOPAYA,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2
TAPACARI,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,2,0,0,0,0,0,6,6
TARABUCO,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,2,3,5
TARACO,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
TARATA,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2
TARIJA,otras vacunaciones,dt 5ta dosis,2024-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,1,0,0,0,4,3,7
TARVITA,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,2
TIAHUANACU,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,1,6,0,0,0,0,2,16,18
TINGUIPAYA,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TIQUIPAYA,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,5,4,6,1,2,0,0,9,15,24
TIRAQUE (CBBA),otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,1,0,0,0,0,1,7,8
TOCO,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2,2,1,4,0,0,0,0,4,8,12
TOLATA,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,4,4
TOLEDO,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,5,5
TOMINA,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,3,3
TOTORA(CBBA),otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,1,4,5
TRIGAL,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
TRINIDAD,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,0,1,6,7
TUPIZA,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,1,0,0,0,0,2,4,6
UNCIA,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
URUBICHA,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,7,7
VALLEGRANDE,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,3,1,0,0,0,1,0,4,5,9
VIACHA,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,6
VILLA MONTES,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
VILLA NUEVA (LOMA ALTA),otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,2
VILLA RIVERO,otras vacunaciones,dt 5ta dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3,3
