,group,variable,month,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 5 A 9 - D,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 5 A 9 - D,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 5 A 9 - F,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 5 A 9 - F,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 10 AÑOS - D,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 10 AÑOS - D,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 10 AÑOS - F,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 10 AÑOS - F,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 11 AÑOS - D,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 11 AÑOS - D,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 11 AÑOS - F,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 11 AÑOS - F,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 12 A 20 - D,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 12 A 20 - D,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 12 A 20 - F,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 12 A 20 - F,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 21 A 59 - D,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 21 A 59 - D,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 21 A 59 - F,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 21 A 59 - F,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 60 Y MAS - D,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 60 Y MAS - D,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 60 Y MAS - F,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 60 Y MAS - F,TOTALES,TOTALES,TOTALES
TARATA,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,2,5,4,0,0,0,0,6,10,16
TARIJA,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,1,7,4,7,62,211,16,43,11,12,0,0,94,280,374
TARVITA,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,1,0,1,0,0,9,5,14
TEOPONTE,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
TIAHUANACU,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TINGUIPAYA,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,1,2,4,6
TIQUIPAYA,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,27,25,59,0,0,0,0,38,87,125
TIRAQUE (CBBA),otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,29,0,0,0,0,10,38,48
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
TOCO,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,0,0,0,0,3,9,12
TOLATA,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,3,2,5
TOLEDO,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,1,4,5
TOMAVE,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,0,0,0,0,2,5,7
TOMINA,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,4,8,12
TORO TORO,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,1,2,0,0,0,0,4,7,11
TOTORA(CBBA),otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,1,3
TOTORA(ORR),otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2
TRIGAL,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
TRINIDAD,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,40,61,116,2,5,0,0,76,161,237
TUPIZA,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,20,3,10,1,0,0,0,17,30,47
TURCO,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,2,3,5
UMALA,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3
UNCIA,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,2,2,0,2,0,0,13,19,32
URIONDO (A. CONCEPCION),otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,1,0,3,5,8
URUBICHA,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,2,4,6
UYUNI,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,18,18,24,0,0,0,0,31,42,73
VACAS,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
VALLEGRANDE,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,2,0,0,0,0,4,16,20
VIACHA,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,34,4,8,2,0,2,0,29,42,71
VILA VILA,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
VILLA CHARCAS,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,2,1,1,0,0,3,6,9
VILLA MONTES,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,12,1,1,0,0,0,0,7,13,20
VILLA NUEVA (LOMA ALTA),otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,4
VILLA RIVERO,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,0,0,0,0,1,8,9
VILLA SERRANO,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,0,0,0,5,11,16
VILLA TUNARI,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,28,24,24,0,0,0,0,38,52,90
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,4,4,7,0,0,1,1,7,13,20
VILLAZON,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,3,2,2,2,1,0,11,15,26
VINTO,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,28,30,3,9,0,0,0,0,35,41,76
VITICHI,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,2,0,0,0,0,0,9,6,15
WALDO BALLIVIAN,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
WARNES,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,27,2,4,6,0,0,0,17,31,48
YACO,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,3,2,5
YACUIBA,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,3,4,1,2,0,0,10,20,30
YAMPARAEZ,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,1,0,0,2,7,9
YANACACHI,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
YAPACANI,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6,0,0,0,0,2,9,11
YOCALLA,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2,1,3
YOTALA,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,2,0,0,0,0,2,8,10
YUNCHARA,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,1,0,0,0,0,0,7,9,16
ZUDAÑEZ,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,1,0,0,1,6,7
ACACIO,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
ACHACACHI,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,1,2,0,0,0,0,11,17,28
ACHOCALLA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,2,0,0,0,0,0,7,7
AIQUILE,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,1,0,0,0,0,7,7,14
ANCORAIMES,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,3
ANDAMARCA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,3,2,5
ANTEQUERA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,8,0,0,0,0,7,9,16
ANZALDO,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,2,5,7
ARBIETO,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
ARQUE,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,1,6,7
ASCENCION DE GUARAYOS,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,0,0,1,1,0,0,10,18,28
ATOCHA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,0,1,0,0,0,0,6,16,22
AYATA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
AYO AYO,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,5,3,8
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0,4,0,0,0,0,9,14,23
AZURDUY,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,1,3,4
BATALLAS,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,9,0,0,0,0,6,15,21
BAURES,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,1,2,1,0,0,0,4,9,13
BELEN DE URMIRI,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
BERMEJO,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,3,0,0,0,0,0,14,17,31
BETANZOS,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,1,6,7
BOLIVAR,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,1,2,0,0,0,0,7,8,15
BOLPEBRA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,4
BOYUIBE,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
BUENA VISTA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,3,8,11
CABEZAS,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
CAIROMA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,4
"CAIZA ""D""",otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,1,7,8
CAJUATA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,5
CALAMARCA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,2,2,4
CAMARGO,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
CAMIRI,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,21,1,4,0,0,0,0,8,25,33
CAPINOTA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,5,0,0,0,0,4,10,14
CAQUIAVIRI,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,1,0,0,0,7,7,14
CARACOLLO,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,10,0,7,0,0,0,0,4,19,23
CARANAVI,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,4,0,0,0,1,2,7,9
CARAPARI,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,4
CARMEN RIVERO TORREZ,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,3,5,8
CHALLAPATA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,4,6,1,0,0,0,18,18,36
CHARAGUA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,5,1,0,0,1,0,12,7,19
CHAYANTA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,4
CHIMORE,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,4,0,0,0,0,1,13,14
CHIPAYA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,5,0,0,0,0,2,9,11
CKOCHAS,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,4,2,6
CLIZA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,3,0,1,0,0,1,9,10
COBIJA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,38,18,52,1,0,0,0,33,91,124
COCAPATA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,1,1,0,0,0,6,6,12
COCHABAMBA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,142,368,93,158,14,15,0,1,249,543,792
COLCAPIRHUA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,24,25,49,0,0,0,0,35,74,109
"COLCHA ""K""",otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,4,0,0,0,0,3,8,11
COLOMI,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,14,0,0,0,0,0,0,4,15,19
COLPA BELGICA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
COLQUECHACA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
COLQUENCHA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,4
COLQUIRI,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,2,0,0,0,0,2,6,8
COMARAPA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
CONCEPCION,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,3,4
CORIPATA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,1,5,6
CORO CORO,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,4
COROICO,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,5,0,0,0,0,6,7,13
CORQUE,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
COTAGAITA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,4
COTOCA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,22,0,3,0,0,0,0,9,25,34
CUATRO CAÑADAS,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,0,0,0,0,0,2,7,9
CUEVO,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CULPINA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,1,4,5
CURAHUARA DE CARANGAS,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,1,5,6
CURVA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,3
DESAGUADERO,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,6,7,13
EL ALTO,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,3,53,162,75,83,3,2,2,0,145,255,400
EL CHORO,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
EL PUENTE(STC),otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,4,7
EL PUENTE(TJA),otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,0,0,0,0,0,3,5,8
EL TORNO,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,0,1,0,0,0,0,5,17,22
ENTRE RIOS TRJ,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,1,0,0,3,9,12
ENTRE RIOS CBBA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,14,0,0,0,0,2,18,20
ESCARA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ESCOMA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
ESMERALDA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
EUCALIPTUS,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
EUREKA (SANTOS MERCADO),otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
FERNANDEZ ALONSO,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,7,7
FILADELFIA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,4,0,4
GAIOC JATUN AYLLU YURA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,2,3
GENERAL SAAVEDRA,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,2,3,5
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,0,0,0,0,3,6,9
GUAYARAMERIN,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,1,0,0,0,8,5,13
GUTIERREZ,otras vacunaciones,influenza estacional a personal de salud,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
