,group,variable,month,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 5 A 9 - D,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 5 A 9 - D,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 5 A 9 - F,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 5 A 9 - F,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 10 AÑOS - D,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 10 AÑOS - D,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 10 AÑOS - F,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 10 AÑOS - F,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 11 AÑOS - D,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 11 AÑOS - D,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 11 AÑOS - F,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 11 AÑOS - F,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 12 A 20 - D,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 12 A 20 - D,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 12 A 20 - F,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 12 A 20 - F,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 21 A 59 - D,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 21 A 59 - D,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 21 A 59 - F,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 21 A 59 - F,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 60 Y MAS - D,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 60 Y MAS - D,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 60 Y MAS - F,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 60 Y MAS - F,TOTALES,TOTALES,TOTALES
YAPACANI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,0,44,0,25,0,0,0,0,0,85,85
YOCALLA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0,0,0,5,5
YOTALA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,6,6
YUNCHARA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,5,5
ZUDAÑEZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,6,0,0,0,0,0,0,0,10,10
ACACIO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
ACHACACHI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,0,1,0,0,0,0,0,8,8
ACHOCALLA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26,0,1,0,0,0,0,0,28,28
AIQUILE,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,14,0,8,0,0,0,0,0,24,24
ALCALA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
ALTO BENI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,5,5
ANCORAIMES,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ANDAMARCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,3,3
ANTEQUERA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,3,3
ANZALDO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,2
APOLO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,0,0,0,0,0,7,7
ARBIETO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,1,0,0,0,0,0,8,8
ARQUE,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,3,0,0,0,0,0,7,7
ASCENCION DE GUARAYOS,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,22,0,2,0,0,0,0,0,38,38
ATOCHA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,5,0,0,0,0,0,0,0,12,12
AUCAPATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
AYATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
AYO AYO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,9,9
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,8,0,1,0,0,0,0,0,15,15
BATALLAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9,0,0,0,0,0,0,0,11,11
BAURES,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,8,0,4,0,0,0,0,0,15,15
BELLA FLOR,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
BERMEJO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,38,0,1,0,0,0,0,0,49,49
BETANZOS,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,12,0,2,0,0,0,0,0,16,16
BOLIVAR,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
BOLPEBRA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,3
BOYUIBE,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
BUENA VISTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,24,0,4,0,0,0,0,0,30,30
CABEZAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,8,8
CAIROMA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,10,10
"CAIZA ""D""",otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,1,0,0,0,0,0,9,9
CAJUATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
CALAMARCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,11,11
CAMARGO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,5
CAMIRI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,5,0,0,0,0,0,12,12
CAPINOTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
CAQUIAVIRI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,5,5
CARACOLLO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,12,0,2,0,0,0,0,0,18,18
CARANAVI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,29,0,1,0,0,0,0,0,37,37
CARAPARI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2
CARIPUYO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CARMEN RIVERO TORREZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,10,0,0,0,0,0,0,0,18,18
CHALLAPATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,21,0,2,0,0,0,0,0,29,29
CHAQUI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2
CHARAGUA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,24,0,8,0,0,0,0,0,38,38
CHARAÑA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CHAYANTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,8,0,0,0,0,0,0,0,11,11
CHIMORE,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,20,0,11,0,0,0,0,0,41,41
CHIPAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,4,4
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,9,9
CHUMA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,2
CKOCHAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,2,0,4,0,0,0,0,0,13,13
CLIZA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,7,7
COBIJA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,24,0,14,0,0,0,0,0,53,53
COCAPATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,14,0,3,0,0,0,0,0,22,22
COCHABAMBA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,12,0,436,0,188,0,0,0,0,0,699,699
COLCAPIRHUA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,0,75,0,0,0,0,0,92,92
"COLCHA ""K""",otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,4,4
COLOMI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,33,0,2,0,0,0,0,0,43,43
COLPA BELGICA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,5,5
COLQUECHACA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,19,0,5,0,0,0,0,0,32,32
COLQUENCHA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
COLQUIRI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,3,0,0,0,0,0,7,7
COMARAPA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,8
CONCEPCION,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,8,0,0,0,0,0,0,0,10,10
COPACABANA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,3,3
CORIPATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,1,0,0,0,0,0,7,7
CORO CORO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,3
COROICO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,1,0,0,0,0,0,15,15
CORQUE,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,8
COTAGAITA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,5,5
COTOCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,42,0,8,0,0,0,0,0,69,69
CUATRO CAÑADAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,3
CULPINA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,5,5
CURAHUARA DE CARANGAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
DESAGUADERO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,33,0,1,0,0,0,0,0,40,40
EL ALTO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,35,0,608,0,213,0,0,0,0,0,915,915
EL CHORO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
EL PUENTE(STC),otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,3
EL PUENTE(TJA),otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,8,8
EL TORNO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,30,0,0,0,0,0,0,0,41,41
EL VILLAR,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2
ENTRE RIOS TRJ,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7,0,1,0,0,0,0,0,10,10
ENTRE RIOS CBBA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
ESCARA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
EUCALIPTUS,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,4,4
EXALTACION,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2
FERNANDEZ ALONSO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,4,0,0,0,0,0,13,13
FILADELFIA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,1,0,3,0,0,0,0,0,12,12
GAIOC JATUN AYLLU YURA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,3,3
GENERAL SAAVEDRA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,10,0,6,0,0,0,0,0,21,21
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,4,4
GUAQUI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,5
GUAYARAMERIN,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0,28,0,2,0,0,0,0,0,46,46
GUTIERREZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,5,0,0,0,0,0,17,17
HUACARAJE,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
HUACARETA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
HUANUNI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,2,0,0,0,0,0,9,9
HUARINA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
HUATAJATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ICHOCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,4,4
ICLA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
INQUISIVI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,4,4
IRUPANA (VILLA DE LANZA),otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
IXIAMAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,3
JESUS DE MACHACA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,1,0,0,0,0,0,7,7
LA ASUNTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,35,0,11,0,0,0,0,0,60,60
LA GUARDIA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,42,0,23,0,0,0,0,0,67,67
LA PAZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,4,0,464,0,73,0,0,0,0,0,600,600
LAGUNILLAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2
LAJA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,20,0,0,0,0,0,0,0,31,31
LICOMA PAMPA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,5,5
LLALLAGUA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,19,0,14,0,0,0,0,0,44,44
LLICA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,8,8
MACHACAMARCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,3,3
MAGDALENA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,10,0,6,0,0,0,0,0,20,20
MAIRANA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,19,0,0,0,0,0,0,0,21,21
MAPIRI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,14,14
MECAPACA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,3,3
MINEROS,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,1,0,3,0,0,0,0,0,9,9
MIZQUE,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,15,0,2,0,0,0,0,0,19,19
MOCOMOCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
MOJOCOYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2
MONTEAGUDO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,7,7
MONTERO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,133,0,2,0,0,0,0,0,159,159
MORO MORO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,4,4
NAZACARA DE PACAJES,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
OCURI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
OKINAWA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6,0,1,0,0,0,0,0,9,9
