,group,variable,month,HEPATITIS B 1RA DOSIS POBLACION VULNERABLE VIH 5 A 9 - D,HEPATITIS B 1RA DOSIS POBLACION VULNERABLE VIH 5 A 9 - D,HEPATITIS B 1RA DOSIS POBLACION VULNERABLE VIH 5 A 9 - F,HEPATITIS B 1RA DOSIS POBLACION VULNERABLE VIH 5 A 9 - F,HEPATITIS B 1RA DOSIS POBLACION VULNERABLE VIH 10 AÑOS - D,HEPATITIS B 1RA DOSIS POBLACION VULNERABLE VIH 10 AÑOS - D,HEPATITIS B 1RA DOSIS POBLACION VULNERABLE VIH 10 AÑOS - F,HEPATITIS B 1RA DOSIS POBLACION VULNERABLE VIH 10 AÑOS - F,HEPATITIS B 1RA DOSIS POBLACION VULNERABLE VIH 11 AÑOS - D,HEPATITIS B 1RA DOSIS POBLACION VULNERABLE VIH 11 AÑOS - D,HEPATITIS B 1RA DOSIS POBLACION VULNERABLE VIH 11 AÑOS - F,HEPATITIS B 1RA DOSIS POBLACION VULNERABLE VIH 11 AÑOS - F,HEPATITIS B 1RA DOSIS POBLACION VULNERABLE VIH 12 A 20 - D,HEPATITIS B 1RA DOSIS POBLACION VULNERABLE VIH 12 A 20 - D,HEPATITIS B 1RA DOSIS POBLACION VULNERABLE VIH 12 A 20 - F,HEPATITIS B 1RA DOSIS POBLACION VULNERABLE VIH 12 A 20 - F,HEPATITIS B 1RA DOSIS POBLACION VULNERABLE VIH 21 A 59 - D,HEPATITIS B 1RA DOSIS POBLACION VULNERABLE VIH 21 A 59 - D,HEPATITIS B 1RA DOSIS POBLACION VULNERABLE VIH 21 A 59 - F,HEPATITIS B 1RA DOSIS POBLACION VULNERABLE VIH 21 A 59 - F,HEPATITIS B 1RA DOSIS POBLACION VULNERABLE VIH 60 Y MAS - D,HEPATITIS B 1RA DOSIS POBLACION VULNERABLE VIH 60 Y MAS - D,HEPATITIS B 1RA DOSIS POBLACION VULNERABLE VIH 60 Y MAS - F,HEPATITIS B 1RA DOSIS POBLACION VULNERABLE VIH 60 Y MAS - F,TOTALES,TOTALES,TOTALES
ALTO BENI,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CABEZAS,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
COCHABAMBA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CORQUE,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
EL ALTO,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,36,87,36,0,0,0,0,0,0,138,72,210
IRUPANA (VILLA DE LANZA),otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,2
LA PAZ,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,1,2,0,0,0,6,4,10
LLALLAGUA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
MONTERO,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3
ORURO,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,0,0,0,0,3,3,6
PORVENIR,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
POTOSI,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,27,47,0,0,0,0,0,0,29,54,83
PUERTO RICO,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,4,2,6
SAN BORJA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN LORENZO(PND),otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SENA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,4,0,0,2,1,13,6,19
SICAYA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SUCRE,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,4,4
TARIJA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,8
TEOPONTE,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,8
TINGUIPAYA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
WARNES,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
YAPACANI,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
ZUDAÑEZ,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,2,3,5
CABEZAS,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
EL ALTO,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,61,52,0,1,8,3,0,0,72,62,134
ICLA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
LA PAZ,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,6,1,1,0,0,0,0,5,7,12
OKINAWA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
PAILON,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
PATACAMAYA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
PORONGO,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
PORTACHUELO,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
POTOSI,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,2,3
PUCARANI,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
PUERTO RICO,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
RIBERALTA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,35,0,0,4,8,0,0,14,43,57
SACABA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN BORJA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN IGNACIO DE VELASCO,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,2,2,4
SAN MATIAS,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3
SENA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2
SICA SICA (VILLA AROMA),otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
SUCRE,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
TACOPAYA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
TARIJA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,5,0,1,1,0,0,0,5,7,12
TEOPONTE,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,2,3,5
TUPIZA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
UYUNI,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2
VILLA SERRANO,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ZUDAÑEZ,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
ACHOCALLA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
BAURES,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,3,1,4
BOYUIBE,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,7,0,0,0,1,12,8,20
COBIJA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,2,0,0,0,0,3,5,8
COCHABAMBA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
EL ALTO,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,32,29,0,0,0,1,0,0,35,35,70
INQUISIVI,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
LA PAZ,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,13,28,17,0,1,0,0,30,32,62
MALLA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,0,0,2,3,5
MAPIRI,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
MONTERO,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
POTOSI,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,1,3
QUIME,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,3
RIBERALTA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
SAN BORJA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
SAN JUAN DE YAPACANI,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
SAN LUCAS,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN PEDRO DE QUEMES,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,1,5,6
SANTA ROSA DEL SARA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SANTIAGO DE MACHACA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SICAYA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TEOPONTE,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,2,4
TUPIZA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
VILLA MONTES,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
WARNES,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
ZUDAÑEZ,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
COLQUIRI,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,2,12,17,0,0,0,0,14,30,44
EL ALTO,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,33,27,0,0,2,0,0,0,37,27,64
POTOSI,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,7,13,0,0,0,0,0,0,0,0,0,0,7,13,20
PUCARANI,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,6
RIBERALTA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
RURRENABAQUE,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,10
SAN ANTONIO DE LOMERIO,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
SAN JUAN DE YAPACANI,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,2,8,10
SAN MATIAS,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,1,3
SAN PEDRO(PND),otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,1,3
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SENA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,3,10,13
SUCRE,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3
TARIJA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
URUBICHA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,2
VILLA MONTES,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,4
CARAPARI,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
COBIJA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
EL ALTO,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,1,13,33,1,3,0,0,0,0,18,45,63
MOCOMOCO,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
PALOS BLANCOS,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PATACAMAYA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,1,5,6
POTOSI,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,18,6,0,0,0,0,0,0,0,0,0,0,18,6,24
SAN ANTONIO DE LOMERIO,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
SAN CARLOS,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SENA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,4
TARIJA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,2,4,6
TINGUIPAYA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,3,1,4
TIRAQUE (CBBA),otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,0,0,0,0,0,0,3,3,6
TUPIZA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
UMALA,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,4,5,9
VILLA MONTES,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,3,0,0,0,0,0,0,12,3,15
VILLA NUEVA (LOMA ALTA),otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
WARNES,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2
ZUDAÑEZ,otras vacunaciones,hepatitis b 1ra dosis poblacion vulnerable vih,2024-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
