,group,variable,month,DT 3RA DOSIS 5 A 9 - D,DT 3RA DOSIS 5 A 9 - D,DT 3RA DOSIS 5 A 9 - F,DT 3RA DOSIS 5 A 9 - F,DT 3RA DOSIS 10 AÑOS - D,DT 3RA DOSIS 10 AÑOS - D,DT 3RA DOSIS 10 AÑOS - F,DT 3RA DOSIS 10 AÑOS - F,DT 3RA DOSIS 11 AÑOS - D,DT 3RA DOSIS 11 AÑOS - D,DT 3RA DOSIS 11 AÑOS - F,DT 3RA DOSIS 11 AÑOS - F,DT 3RA DOSIS 12 A 20 - D,DT 3RA DOSIS 12 A 20 - D,DT 3RA DOSIS 12 A 20 - F,DT 3RA DOSIS 12 A 20 - F,DT 3RA DOSIS 21 A 59 - D,DT 3RA DOSIS 21 A 59 - D,DT 3RA DOSIS 21 A 59 - F,DT 3RA DOSIS 21 A 59 - F,DT 3RA DOSIS 60 Y MAS - D,DT 3RA DOSIS 60 Y MAS - D,DT 3RA DOSIS 60 Y MAS - F,DT 3RA DOSIS 60 Y MAS - F,TOTALES,TOTALES,TOTALES
TOMINA,otras vacunaciones,dt 3ra dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,3,1,4
TORO TORO,otras vacunaciones,dt 3ra dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
TOTORA(CBBA),otras vacunaciones,dt 3ra dosis,2024-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,5,2,2,0,3,4,9,0,0,0,0,6,20,26
TOTORA(ORR),otras vacunaciones,dt 3ra dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,2
TRINIDAD,otras vacunaciones,dt 3ra dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,2,9,15,1,0,0,0,0,0,12,21,33
TUPIZA,otras vacunaciones,dt 3ra dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,2,17,3,1,0,0,0,0,9,21,30
TURCO,otras vacunaciones,dt 3ra dosis,2024-07-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0,4,2,6
UNCIA,otras vacunaciones,dt 3ra dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,3,0,0,0,0,0,9,9
URIONDO (A. CONCEPCION),otras vacunaciones,dt 3ra dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
URUBICHA,otras vacunaciones,dt 3ra dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,3,2,2,0,0,0,0,4,8,12
UYUNI,otras vacunaciones,dt 3ra dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
VACAS,otras vacunaciones,dt 3ra dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,2,1,1,1,0,0,0,0,6,8,14
VALLEGRANDE,otras vacunaciones,dt 3ra dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,2,2,0,0,0,0,0,4,5,9
VIACHA,otras vacunaciones,dt 3ra dosis,2024-07-01,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,2,15,0,2,0,0,0,0,3,21,24
VILLA CHARCAS,otras vacunaciones,dt 3ra dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,1,4,5
VILLA MONTES,otras vacunaciones,dt 3ra dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,8,5,13
VILLA NUEVA (LOMA ALTA),otras vacunaciones,dt 3ra dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,1,0,0,0,0,3,4,7
VILLA RIVERO,otras vacunaciones,dt 3ra dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,3,7,2,1,0,0,0,0,6,11,17
VILLA SERRANO,otras vacunaciones,dt 3ra dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
VILLA TUNARI,otras vacunaciones,dt 3ra dosis,2024-07-01,0,1,0,0,0,0,0,1,1,0,0,0,2,9,3,1,10,29,11,14,0,0,0,0,27,55,82
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,dt 3ra dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,3
VILLAZON,otras vacunaciones,dt 3ra dosis,2024-07-01,0,0,0,0,0,1,0,0,1,0,0,0,3,4,0,0,1,17,0,0,1,0,0,0,6,22,28
VINTO,otras vacunaciones,dt 3ra dosis,2024-07-01,0,0,0,0,0,0,0,1,0,0,0,0,2,4,2,11,2,7,16,40,0,0,0,0,22,63,85
VITICHI,otras vacunaciones,dt 3ra dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,5,5
WALDO BALLIVIAN,otras vacunaciones,dt 3ra dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2
WARNES,otras vacunaciones,dt 3ra dosis,2024-07-01,1,1,0,0,2,2,1,0,1,1,0,0,3,15,1,1,39,83,6,13,2,1,0,2,56,119,175
YACO,otras vacunaciones,dt 3ra dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
YACUIBA,otras vacunaciones,dt 3ra dosis,2024-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,6,7,1,2,0,0,0,0,9,11,20
YANACACHI,otras vacunaciones,dt 3ra dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
YAPACANI,otras vacunaciones,dt 3ra dosis,2024-07-01,0,0,0,0,0,0,0,0,1,1,0,1,2,1,2,11,6,15,6,42,0,0,0,0,17,71,88
YOCALLA,otras vacunaciones,dt 3ra dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
YOTALA,otras vacunaciones,dt 3ra dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2
ZUDAÑEZ,otras vacunaciones,dt 3ra dosis,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
ACACIO,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2
ACHACACHI,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,3,0,6,12,16,0,0,0,0,16,26,42
ACHOCALLA,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,9,9
AIQUILE,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,0,0,0,0,0,0,4,0,0,3,1,8,3,6,18,0,0,0,0,0,0,17,26,43
ALALAY,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2
ALTO BENI,otras vacunaciones,dt 3ra dosis,2024-08-01,2,2,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
ANCORAIMES,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,1,0,0,0,0,0,0,6,5,11
ANDAMARCA,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,4,5,1,4,0,0,0,0,7,10,17
ANZALDO,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,3,1,0,0,0,0,4,5,9
APOLO,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,5,0,0,0,0,1,8,9
ARANI,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,1,6,3,10,0,0,0,0,4,22,26
ARBIETO,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,5,8,0,0,5,11,0,0,4,1,4,8,13,14,1,11,15,47,0,0,0,0,47,100,147
ARQUE,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,2,0,0,0,0,0,0,3,5,8
ASCENCION DE GUARAYOS,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,3,1,5,0,0,0,0,1,12,13
ATOCHA,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,1,1,1,1,0,0,0,0,0,3,8,11
AUCAPATA,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,9,9
AYATA,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,3,5,0,0,2,1,0,0,4,2,2,3,9,8,0,7,0,1,0,0,0,0,20,27,47
AYO AYO,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,dt 3ra dosis,2024-08-01,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,3,3,8,5,8,0,0,0,0,11,21,32
BATALLAS,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,4,0,11,1,0,0,0,0,0,2,20,22
BAURES,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
BELLA FLOR,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,2,3,5
BERMEJO,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,7,0,0,0,0,0,0,2,8,10
BETANZOS,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
BOLIVAR,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
BOLPEBRA,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,2,0,0,0,0,0,5,2,7
BOYUIBE,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3
BUENA VISTA,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,2,3,5
CABEZAS,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,1,14,2,0,0,0,0,20,3,23
CAIROMA,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,3,0,3
"CAIZA ""D""",otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,2,1,2,0,0,0,0,4,5,9
CAJUATA,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,3
CALACOTO,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,1,1,1,3,0,0,0,0,0,9,2,11
CALAMARCA,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,2,4,6
CAMARGO,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
CAMIRI,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,13,6,0,0,0,0,0,0,14,18,32
CAPINOTA,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,7,0,3,21,26,0,0,0,0,27,37,64
CAQUIAVIRI,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
CARACOLLO,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,4,4,0,0,0,0,0,0,7,7,14
CARANAVI,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,0,0,0,1,0,0,0,3,0,0,4,21,28,0,15,1,18,0,0,0,0,26,65,91
CARAPARI,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,1,3
CARIPUYO,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,2,1,3
CARMEN RIVERO TORREZ,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,11,0,11
CATACORA,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2
CHALLAPATA,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,0,0,0,0,0,0,14,14
CHAQUI,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,1,3,4
CHARAGUA,otras vacunaciones,dt 3ra dosis,2024-08-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,1,0,0,0,0,5,3,8
CHARAÑA,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CHIMORE,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,5,2,1,0,0,0,0,0,0,0,0,1,1,3,3,8,5,13,0,0,0,0,15,27,42
CHIPAYA,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,2,2,0,0,2,4,7,11
CHUMA,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,2,4,0,0,0,0,0,0,1,0,0,1,8,8,0,2,9,29,0,0,0,0,20,44,64
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,4,0,0,1,0,0,0,0,0,1,8,9
CKOCHAS,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,0,0,0,0,0,7,7
CLIZA,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,3,6,6,10,0,0,0,0,12,18,30
COBIJA,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,1,0,0,0,0,1,1,0,1,0,10,15,27,22,38,63,98,70,0,0,0,0,176,171,347
COCAPATA,otras vacunaciones,dt 3ra dosis,2024-08-01,6,8,3,5,1,3,1,1,1,0,2,2,3,6,2,4,2,7,4,12,0,0,0,0,25,48,73
COCHABAMBA,otras vacunaciones,dt 3ra dosis,2024-08-01,1,0,5,7,0,2,4,6,1,2,6,8,11,43,49,70,59,168,171,239,0,0,0,0,307,545,852
COLCAPIRHUA,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,3,66,81,0,0,0,0,73,87,160
"COLCHA ""K""",otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,1,0,0,0,0,9,4,13
COLOMI,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,6,14,4,3,0,0,0,0,16,27,43
COLPA BELGICA,otras vacunaciones,dt 3ra dosis,2024-08-01,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,3,2,5
COLQUECHACA,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
COLQUENCHA,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,2
COLQUIRI,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,5,5
COMARAPA,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2
COMBAYA,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2
CONCEPCION,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,3,4
COPACABANA,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,3
CORIPATA,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,4,4
CORO CORO,otras vacunaciones,dt 3ra dosis,2024-08-01,1,0,0,0,1,0,0,2,0,0,0,3,0,0,12,13,2,2,0,2,0,0,0,0,16,22,38
COROICO,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,3,9,0,1,0,0,0,0,5,11,16
CORQUE,otras vacunaciones,dt 3ra dosis,2024-08-01,1,2,0,0,0,0,1,0,0,0,0,0,1,1,0,3,1,4,1,1,0,0,0,0,5,11,16
COTAGAITA,otras vacunaciones,dt 3ra dosis,2024-08-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,3
COTOCA,otras vacunaciones,dt 3ra dosis,2024-08-01,0,1,0,0,0,1,0,0,0,0,0,0,4,16,0,3,13,31,2,2,0,0,0,0,19,54,73
CUATRO CAÑADAS,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,1,0,0,0,0,0,0,0,0,0,2,129,130,0,1,0,2,0,0,0,0,129,136,265
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,3
CUEVO,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,1,1,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,4,3,7
CULPINA,otras vacunaciones,dt 3ra dosis,2024-08-01,2,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,5,4,9
CURAHUARA DE CARANGAS,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,3,3
CURVA,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,1,0,0,0,1,2,0,0,3,2,0,0,7,5,0,1,0,1,0,0,0,0,12,11,23
DESAGUADERO,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,1,0,0,0,0,0,12,1,13
EL ALTO,otras vacunaciones,dt 3ra dosis,2024-08-01,3,5,2,1,3,2,33,26,1,4,5,6,13,52,133,165,49,315,51,139,0,0,0,0,293,715,1008
EL PUENTE(STC),otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,3
EL PUENTE(TJA),otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1,3,4
EL TORNO,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,0,0,0,1,1,0,0,0,0,7,5,4,7,7,7,6,4,4,0,0,3,29,27,56
EL VILLAR,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,5,1,6
ENTRE RIOS TRJ,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,2,0,4,0,0,0,0,1,14,15
ENTRE RIOS CBBA,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,5,7,28,6,18,0,0,0,0,13,55,68
ESCARA,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ESMERALDA,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
EUCALIPTUS,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,2,4,6
EUREKA (SANTOS MERCADO),otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,3,0,0,0,0,4,3,7
FERNANDEZ ALONSO,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2
FILADELFIA,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,4,1,5
GENERAL SAAVEDRA,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,2,3,5
GIA-TIM,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,3,4
GUANAY,otras vacunaciones,dt 3ra dosis,2024-08-01,4,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10
GUAQUI,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,7,7
GUAYARAMERIN,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,1,17,2,5,0,0,0,0,3,30,33
HUACARETA,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
HUANUNI,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,3,0,0,0,0,6,4,10
HUARINA,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,0,0,2,1,0,0,0,0,3,6,9
HUATAJATA,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,5,5
ICHOCA,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,7,3,10
ICLA,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
INCAHUASI,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
INQUISIVI,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,3,4
IRUPANA (VILLA DE LANZA),otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,2,7,0,0,2,4,0,0,1,4,0,0,6,4,0,1,3,4,0,0,0,0,14,24,38
IXIAMAS,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,0,8,2,6,0,0,0,0,4,21,25
JESUS DE MACHACA,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,1,2,0,1,0,0,0,0,3,8,11
LA ASUNTA,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,3,7,0,2,0,0,0,0,6,11,17
LA GUARDIA,otras vacunaciones,dt 3ra dosis,2024-08-01,3,3,0,2,0,0,0,2,1,0,1,0,4,13,14,8,10,27,30,9,0,0,0,0,63,64,127
LA PAZ,otras vacunaciones,dt 3ra dosis,2024-08-01,2,0,3,1,0,5,2,3,0,1,3,3,17,55,177,55,74,265,81,124,0,0,0,0,359,512,871
LAJA,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,6,2,4,2,2,0,0,0,0,7,15,22
LLALLAGUA,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,4,7,4,8,0,0,0,0,8,20,28
LURIBAY,otras vacunaciones,dt 3ra dosis,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,4,4,0,0,0,0,7,5,12
