,group,variable,month,Nº DE PERSONAS CON ESQUEMA REDUCIDO COMPLETO CANTIDAD,Nº DE PERSONAS CON ESQUEMA REDUCIDO COMPLETO CANTIDAD,TOTALES,TOTALES,TOTALES
ROBORE,rabia,no de personas con esquema reducido completo,2021-10-01,1,0,1,0,1
SACABA,rabia,no de personas con esquema reducido completo,2021-10-01,8,1,8,1,9
SAIPINA,rabia,no de personas con esquema reducido completo,2021-10-01,0,2,0,2,2
SAMAIPATA,rabia,no de personas con esquema reducido completo,2021-10-01,2,1,2,1,3
SAN BENITO,rabia,no de personas con esquema reducido completo,2021-10-01,0,1,0,1,1
SAN CARLOS,rabia,no de personas con esquema reducido completo,2021-10-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,rabia,no de personas con esquema reducido completo,2021-10-01,1,0,1,0,1
SAN PEDRO,rabia,no de personas con esquema reducido completo,2021-10-01,0,1,0,1,1
SAN RAMON SCZ,rabia,no de personas con esquema reducido completo,2021-10-01,2,1,2,1,3
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema reducido completo,2021-10-01,76,97,76,97,173
SANTA ROSA DEL SARA,rabia,no de personas con esquema reducido completo,2021-10-01,1,0,1,0,1
SAPAHAQUI,rabia,no de personas con esquema reducido completo,2021-10-01,0,1,0,1,1
SHINAOTA,rabia,no de personas con esquema reducido completo,2021-10-01,1,0,1,0,1
SIPE SIPE,rabia,no de personas con esquema reducido completo,2021-10-01,1,1,1,1,2
SORATA,rabia,no de personas con esquema reducido completo,2021-10-01,1,0,1,0,1
SUCRE,rabia,no de personas con esquema reducido completo,2021-10-01,34,42,34,42,76
TARATA,rabia,no de personas con esquema reducido completo,2021-10-01,0,1,0,1,1
TARIJA,rabia,no de personas con esquema reducido completo,2021-10-01,3,1,3,1,4
TIQUIPAYA,rabia,no de personas con esquema reducido completo,2021-10-01,4,5,4,5,9
TRINIDAD,rabia,no de personas con esquema reducido completo,2021-10-01,5,3,5,3,8
UNCIA,rabia,no de personas con esquema reducido completo,2021-10-01,0,1,0,1,1
UYUNI,rabia,no de personas con esquema reducido completo,2021-10-01,1,0,1,0,1
VALLEGRANDE,rabia,no de personas con esquema reducido completo,2021-10-01,3,0,3,0,3
VIACHA,rabia,no de personas con esquema reducido completo,2021-10-01,1,1,1,1,2
VILLAZON,rabia,no de personas con esquema reducido completo,2021-10-01,1,0,1,0,1
VINTO,rabia,no de personas con esquema reducido completo,2021-10-01,0,3,0,3,3
WARNES,rabia,no de personas con esquema reducido completo,2021-10-01,6,7,6,7,13
YACO,rabia,no de personas con esquema reducido completo,2021-10-01,1,0,1,0,1
YANACACHI,rabia,no de personas con esquema reducido completo,2021-10-01,1,1,1,1,2
YOTALA,rabia,no de personas con esquema reducido completo,2021-10-01,0,3,0,3,3
ACHACACHI,rabia,no de personas con esquema reducido completo,2021-11-01,1,0,1,0,1
ACHOCALLA,rabia,no de personas con esquema reducido completo,2021-11-01,0,1,0,1,1
ATOCHA,rabia,no de personas con esquema reducido completo,2021-11-01,1,0,1,0,1
CABEZAS,rabia,no de personas con esquema reducido completo,2021-11-01,0,1,0,1,1
CAJUATA,rabia,no de personas con esquema reducido completo,2021-11-01,0,1,0,1,1
CARANAVI,rabia,no de personas con esquema reducido completo,2021-11-01,0,1,0,1,1
CARAPARI,rabia,no de personas con esquema reducido completo,2021-11-01,0,2,0,2,2
CHALLAPATA,rabia,no de personas con esquema reducido completo,2021-11-01,1,2,1,2,3
CHIMORE,rabia,no de personas con esquema reducido completo,2021-11-01,0,1,0,1,1
CHUQUIHUTA AYLLU JUCUMANI,rabia,no de personas con esquema reducido completo,2021-11-01,0,1,0,1,1
COCHABAMBA,rabia,no de personas con esquema reducido completo,2021-11-01,42,37,42,37,79
COLCAPIRHUA,rabia,no de personas con esquema reducido completo,2021-11-01,2,3,2,3,5
COMARAPA,rabia,no de personas con esquema reducido completo,2021-11-01,3,0,3,0,3
CONCEPCION,rabia,no de personas con esquema reducido completo,2021-11-01,0,1,0,1,1
CORIPATA,rabia,no de personas con esquema reducido completo,2021-11-01,3,0,3,0,3
COTOCA,rabia,no de personas con esquema reducido completo,2021-11-01,5,4,5,4,9
CUATRO CAÑADAS,rabia,no de personas con esquema reducido completo,2021-11-01,1,0,1,0,1
EL ALTO,rabia,no de personas con esquema reducido completo,2021-11-01,36,31,36,31,67
EL TORNO,rabia,no de personas con esquema reducido completo,2021-11-01,4,7,4,7,11
EUCALIPTUS,rabia,no de personas con esquema reducido completo,2021-11-01,0,1,0,1,1
FERNANDEZ ALONSO,rabia,no de personas con esquema reducido completo,2021-11-01,1,0,1,0,1
HUANUNI,rabia,no de personas con esquema reducido completo,2021-11-01,0,1,0,1,1
IRUPANA (VILLA DE LANZA),rabia,no de personas con esquema reducido completo,2021-11-01,2,0,2,0,2
LA ASUNTA,rabia,no de personas con esquema reducido completo,2021-11-01,1,1,1,1,2
LA GUARDIA,rabia,no de personas con esquema reducido completo,2021-11-01,7,15,7,15,22
LA PAZ,rabia,no de personas con esquema reducido completo,2021-11-01,57,40,57,40,97
MAIRANA,rabia,no de personas con esquema reducido completo,2021-11-01,0,4,0,4,4
MONTERO,rabia,no de personas con esquema reducido completo,2021-11-01,3,2,3,2,5
MORO MORO,rabia,no de personas con esquema reducido completo,2021-11-01,0,1,0,1,1
OKINAWA,rabia,no de personas con esquema reducido completo,2021-11-01,0,2,0,2,2
ORURO,rabia,no de personas con esquema reducido completo,2021-11-01,17,12,17,12,29
PAILON,rabia,no de personas con esquema reducido completo,2021-11-01,1,0,1,0,1
PALOS BLANCOS,rabia,no de personas con esquema reducido completo,2021-11-01,1,1,1,1,2
PAMPA GRANDE,rabia,no de personas con esquema reducido completo,2021-11-01,0,1,0,1,1
PORONGO,rabia,no de personas con esquema reducido completo,2021-11-01,1,0,1,0,1
PORTACHUELO,rabia,no de personas con esquema reducido completo,2021-11-01,4,2,4,2,6
QUILLACOLLO,rabia,no de personas con esquema reducido completo,2021-11-01,13,10,13,10,23
RURRENABAQUE,rabia,no de personas con esquema reducido completo,2021-11-01,0,1,0,1,1
SACABA,rabia,no de personas con esquema reducido completo,2021-11-01,5,7,5,7,12
SAMAIPATA,rabia,no de personas con esquema reducido completo,2021-11-01,0,2,0,2,2
SAN ANDRES,rabia,no de personas con esquema reducido completo,2021-11-01,1,0,1,0,1
SAN BUENA VENTURA,rabia,no de personas con esquema reducido completo,2021-11-01,1,2,1,2,3
SAN CARLOS,rabia,no de personas con esquema reducido completo,2021-11-01,2,1,2,1,3
SAN IGNACIO,rabia,no de personas con esquema reducido completo,2021-11-01,1,2,1,2,3
SAN JAVIER(STC),rabia,no de personas con esquema reducido completo,2021-11-01,1,0,1,0,1
SAN JUAN DE YAPACANI,rabia,no de personas con esquema reducido completo,2021-11-01,1,0,1,0,1
SAN MIGUEL DE VELASCO,rabia,no de personas con esquema reducido completo,2021-11-01,1,0,1,0,1
SAN PEDRO,rabia,no de personas con esquema reducido completo,2021-11-01,2,1,2,1,3
SAN RAMON SCZ,rabia,no de personas con esquema reducido completo,2021-11-01,2,3,2,3,5
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema reducido completo,2021-11-01,108,110,108,110,218
SANTA ROSA DEL SARA,rabia,no de personas con esquema reducido completo,2021-11-01,0,2,0,2,2
SANTIVAÑES,rabia,no de personas con esquema reducido completo,2021-11-01,2,1,2,1,3
SIPE SIPE,rabia,no de personas con esquema reducido completo,2021-11-01,4,0,4,0,4
SUCRE,rabia,no de personas con esquema reducido completo,2021-11-01,38,35,38,35,73
TARATA,rabia,no de personas con esquema reducido completo,2021-11-01,0,1,0,1,1
TARIJA,rabia,no de personas con esquema reducido completo,2021-11-01,5,2,5,2,7
TIAHUANACU,rabia,no de personas con esquema reducido completo,2021-11-01,1,0,1,0,1
TIQUIPAYA,rabia,no de personas con esquema reducido completo,2021-11-01,3,4,3,4,7
TOCO,rabia,no de personas con esquema reducido completo,2021-11-01,0,1,0,1,1
TRINIDAD,rabia,no de personas con esquema reducido completo,2021-11-01,7,5,7,5,12
UYUNI,rabia,no de personas con esquema reducido completo,2021-11-01,0,1,0,1,1
VALLEGRANDE,rabia,no de personas con esquema reducido completo,2021-11-01,1,1,1,1,2
VIACHA,rabia,no de personas con esquema reducido completo,2021-11-01,1,0,1,0,1
VILLA VACA GUZMAN (MUYUPAMPA),rabia,no de personas con esquema reducido completo,2021-11-01,0,2,0,2,2
VINTO,rabia,no de personas con esquema reducido completo,2021-11-01,2,0,2,0,2
WARNES,rabia,no de personas con esquema reducido completo,2021-11-01,4,4,4,4,8
YACO,rabia,no de personas con esquema reducido completo,2021-11-01,1,0,1,0,1
YANACACHI,rabia,no de personas con esquema reducido completo,2021-11-01,1,0,1,0,1
ACHACACHI,rabia,no de personas con esquema reducido completo,2021-12-01,1,0,1,0,1
ACHOCALLA,rabia,no de personas con esquema reducido completo,2021-12-01,2,0,2,0,2
AIQUILE,rabia,no de personas con esquema reducido completo,2021-12-01,0,2,0,2,2
ANZALDO,rabia,no de personas con esquema reducido completo,2021-12-01,1,0,1,0,1
ARBIETO,rabia,no de personas con esquema reducido completo,2021-12-01,1,1,1,1,2
ATOCHA,rabia,no de personas con esquema reducido completo,2021-12-01,1,0,1,0,1
BUENA VISTA,rabia,no de personas con esquema reducido completo,2021-12-01,1,0,1,0,1
"CAIZA ""D""",rabia,no de personas con esquema reducido completo,2021-12-01,0,1,0,1,1
CAJUATA,rabia,no de personas con esquema reducido completo,2021-12-01,0,1,0,1,1
CALAMARCA,rabia,no de personas con esquema reducido completo,2021-12-01,0,1,0,1,1
CAPINOTA,rabia,no de personas con esquema reducido completo,2021-12-01,4,0,4,0,4
CARACOLLO,rabia,no de personas con esquema reducido completo,2021-12-01,1,0,1,0,1
CARANAVI,rabia,no de personas con esquema reducido completo,2021-12-01,0,3,0,3,3
CHALLAPATA,rabia,no de personas con esquema reducido completo,2021-12-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),rabia,no de personas con esquema reducido completo,2021-12-01,1,0,1,0,1
CLIZA,rabia,no de personas con esquema reducido completo,2021-12-01,2,0,2,0,2
COCHABAMBA,rabia,no de personas con esquema reducido completo,2021-12-01,54,43,54,43,97
COLCAPIRHUA,rabia,no de personas con esquema reducido completo,2021-12-01,4,2,4,2,6
COLQUENCHA,rabia,no de personas con esquema reducido completo,2021-12-01,1,1,1,1,2
CONCEPCION,rabia,no de personas con esquema reducido completo,2021-12-01,2,3,2,3,5
COROICO,rabia,no de personas con esquema reducido completo,2021-12-01,1,1,1,1,2
COTOCA,rabia,no de personas con esquema reducido completo,2021-12-01,7,2,7,2,9
CUATRO CAÑADAS,rabia,no de personas con esquema reducido completo,2021-12-01,2,2,2,2,4
EL ALTO,rabia,no de personas con esquema reducido completo,2021-12-01,35,18,35,18,53
EL TORNO,rabia,no de personas con esquema reducido completo,2021-12-01,6,3,6,3,9
ENTRE RIOS CBBA,rabia,no de personas con esquema reducido completo,2021-12-01,1,0,1,0,1
EUCALIPTUS,rabia,no de personas con esquema reducido completo,2021-12-01,0,1,0,1,1
FERNANDEZ ALONSO,rabia,no de personas con esquema reducido completo,2021-12-01,1,0,1,0,1
LA ASUNTA,rabia,no de personas con esquema reducido completo,2021-12-01,1,0,1,0,1
LA GUARDIA,rabia,no de personas con esquema reducido completo,2021-12-01,10,7,10,7,17
LA PAZ,rabia,no de personas con esquema reducido completo,2021-12-01,32,36,32,36,68
MAIRANA,rabia,no de personas con esquema reducido completo,2021-12-01,1,2,1,2,3
MINEROS,rabia,no de personas con esquema reducido completo,2021-12-01,0,1,0,1,1
MONTEAGUDO,rabia,no de personas con esquema reducido completo,2021-12-01,1,0,1,0,1
MONTERO,rabia,no de personas con esquema reducido completo,2021-12-01,9,2,9,2,11
MORO MORO,rabia,no de personas con esquema reducido completo,2021-12-01,0,1,0,1,1
OKINAWA,rabia,no de personas con esquema reducido completo,2021-12-01,3,1,3,1,4
ORURO,rabia,no de personas con esquema reducido completo,2021-12-01,9,7,9,7,16
PORTACHUELO,rabia,no de personas con esquema reducido completo,2021-12-01,1,0,1,0,1
PUNATA,rabia,no de personas con esquema reducido completo,2021-12-01,1,0,1,0,1
QUILLACOLLO,rabia,no de personas con esquema reducido completo,2021-12-01,5,6,5,6,11
RURRENABAQUE,rabia,no de personas con esquema reducido completo,2021-12-01,0,1,0,1,1
SACABA,rabia,no de personas con esquema reducido completo,2021-12-01,4,12,4,12,16
SAIPINA,rabia,no de personas con esquema reducido completo,2021-12-01,1,3,1,3,4
SAMAIPATA,rabia,no de personas con esquema reducido completo,2021-12-01,1,1,1,1,2
SAN ANDRES,rabia,no de personas con esquema reducido completo,2021-12-01,0,1,0,1,1
SAN BORJA,rabia,no de personas con esquema reducido completo,2021-12-01,3,0,3,0,3
SAN BUENA VENTURA,rabia,no de personas con esquema reducido completo,2021-12-01,1,2,1,2,3
SAN CARLOS,rabia,no de personas con esquema reducido completo,2021-12-01,1,0,1,0,1
SAN IGNACIO,rabia,no de personas con esquema reducido completo,2021-12-01,6,2,6,2,8
SAN IGNACIO DE VELASCO,rabia,no de personas con esquema reducido completo,2021-12-01,1,2,1,2,3
SAN LUCAS,rabia,no de personas con esquema reducido completo,2021-12-01,1,1,1,1,2
SAN PEDRO,rabia,no de personas con esquema reducido completo,2021-12-01,0,3,0,3,3
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema reducido completo,2021-12-01,103,82,103,82,185
SAPAHAQUI,rabia,no de personas con esquema reducido completo,2021-12-01,1,0,1,0,1
SIPE SIPE,rabia,no de personas con esquema reducido completo,2021-12-01,4,1,4,1,5
SUCRE,rabia,no de personas con esquema reducido completo,2021-12-01,41,26,41,26,67
TARATA,rabia,no de personas con esquema reducido completo,2021-12-01,1,0,1,0,1
TARIJA,rabia,no de personas con esquema reducido completo,2021-12-01,9,4,9,4,13
TEOPONTE,rabia,no de personas con esquema reducido completo,2021-12-01,1,1,1,1,2
TIPUANI,rabia,no de personas con esquema reducido completo,2021-12-01,0,1,0,1,1
TIQUIPAYA,rabia,no de personas con esquema reducido completo,2021-12-01,4,3,4,3,7
TOLATA,rabia,no de personas con esquema reducido completo,2021-12-01,1,1,1,1,2
TOLEDO,rabia,no de personas con esquema reducido completo,2021-12-01,0,1,0,1,1
TRINIDAD,rabia,no de personas con esquema reducido completo,2021-12-01,3,1,3,1,4
UYUNI,rabia,no de personas con esquema reducido completo,2021-12-01,2,2,2,2,4
VALLEGRANDE,rabia,no de personas con esquema reducido completo,2021-12-01,1,1,1,1,2
VIACHA,rabia,no de personas con esquema reducido completo,2021-12-01,1,4,1,4,5
VILLA MONTES,rabia,no de personas con esquema reducido completo,2021-12-01,2,0,2,0,2
VILLA SERRANO,rabia,no de personas con esquema reducido completo,2021-12-01,1,0,1,0,1
VILLAZON,rabia,no de personas con esquema reducido completo,2021-12-01,3,0,3,0,3
VINTO,rabia,no de personas con esquema reducido completo,2021-12-01,0,1,0,1,1
WARNES,rabia,no de personas con esquema reducido completo,2021-12-01,5,3,5,3,8
YOTALA,rabia,no de personas con esquema reducido completo,2021-12-01,0,2,0,2,2
