,group,variable,month,Nº DE PERSONAS CON VACUNA ANTIRRÁBICA CANTIDAD,Nº DE PERSONAS CON VACUNA ANTIRRÁBICA CANTIDAD,TOTALES,TOTALES,TOTALES
BERMEJO,rabia,no de personas con vacuna antirrabica,2021-08-01,1,0,1,0,1
CAIROMA,rabia,no de personas con vacuna antirrabica,2021-08-01,1,0,1,0,1
"CAIZA ""D""",rabia,no de personas con vacuna antirrabica,2021-08-01,1,0,1,0,1
CAJUATA,rabia,no de personas con vacuna antirrabica,2021-08-01,0,2,0,2,2
CAMARGO,rabia,no de personas con vacuna antirrabica,2021-08-01,0,3,0,3,3
CAMIRI,rabia,no de personas con vacuna antirrabica,2021-08-01,1,0,1,0,1
CARANAVI,rabia,no de personas con vacuna antirrabica,2021-08-01,1,6,1,6,7
CARAPARI,rabia,no de personas con vacuna antirrabica,2021-08-01,2,1,2,1,3
CHALLAPATA,rabia,no de personas con vacuna antirrabica,2021-08-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),rabia,no de personas con vacuna antirrabica,2021-08-01,2,0,2,0,2
COCHABAMBA,rabia,no de personas con vacuna antirrabica,2021-08-01,92,75,92,75,167
COLCAPIRHUA,rabia,no de personas con vacuna antirrabica,2021-08-01,4,5,4,5,9
COLOMI,rabia,no de personas con vacuna antirrabica,2021-08-01,1,0,1,0,1
COLQUIRI,rabia,no de personas con vacuna antirrabica,2021-08-01,0,1,0,1,1
COMARAPA,rabia,no de personas con vacuna antirrabica,2021-08-01,1,0,1,0,1
CONCEPCION,rabia,no de personas con vacuna antirrabica,2021-08-01,3,0,3,0,3
COPACABANA,rabia,no de personas con vacuna antirrabica,2021-08-01,1,0,1,0,1
CORIPATA,rabia,no de personas con vacuna antirrabica,2021-08-01,1,0,1,0,1
COROICO,rabia,no de personas con vacuna antirrabica,2021-08-01,1,1,1,1,2
COTOCA,rabia,no de personas con vacuna antirrabica,2021-08-01,16,10,16,10,26
CUATRO CAÑADAS,rabia,no de personas con vacuna antirrabica,2021-08-01,0,4,0,4,4
EL ALTO,rabia,no de personas con vacuna antirrabica,2021-08-01,84,76,84,76,160
EL TORNO,rabia,no de personas con vacuna antirrabica,2021-08-01,7,2,7,2,9
ENTRE RIOS CBBA,rabia,no de personas con vacuna antirrabica,2021-08-01,1,0,1,0,1
EUCALIPTUS,rabia,no de personas con vacuna antirrabica,2021-08-01,1,0,1,0,1
HUANUNI,rabia,no de personas con vacuna antirrabica,2021-08-01,5,4,5,4,9
HUATAJATA,rabia,no de personas con vacuna antirrabica,2021-08-01,0,1,0,1,1
IXIAMAS,rabia,no de personas con vacuna antirrabica,2021-08-01,0,3,0,3,3
LA ASUNTA,rabia,no de personas con vacuna antirrabica,2021-08-01,0,1,0,1,1
LA GUARDIA,rabia,no de personas con vacuna antirrabica,2021-08-01,23,17,23,17,40
LA PAZ,rabia,no de personas con vacuna antirrabica,2021-08-01,206,152,206,152,358
MAGDALENA,rabia,no de personas con vacuna antirrabica,2021-08-01,1,1,1,1,2
MINEROS,rabia,no de personas con vacuna antirrabica,2021-08-01,0,1,0,1,1
MONTEAGUDO,rabia,no de personas con vacuna antirrabica,2021-08-01,0,3,0,3,3
MONTERO,rabia,no de personas con vacuna antirrabica,2021-08-01,4,3,4,3,7
ORURO,rabia,no de personas con vacuna antirrabica,2021-08-01,28,23,28,23,51
PAILON,rabia,no de personas con vacuna antirrabica,2021-08-01,2,0,2,0,2
PAMPA GRANDE,rabia,no de personas con vacuna antirrabica,2021-08-01,5,0,5,0,5
PATACAMAYA,rabia,no de personas con vacuna antirrabica,2021-08-01,0,4,0,4,4
POJO (CBBA),rabia,no de personas con vacuna antirrabica,2021-08-01,1,0,1,0,1
PORONGO,rabia,no de personas con vacuna antirrabica,2021-08-01,0,2,0,2,2
POTOSI,rabia,no de personas con vacuna antirrabica,2021-08-01,42,34,42,34,76
PUCARA,rabia,no de personas con vacuna antirrabica,2021-08-01,1,1,1,1,2
PUCARANI,rabia,no de personas con vacuna antirrabica,2021-08-01,1,1,1,1,2
PUERTO VILLARROEL,rabia,no de personas con vacuna antirrabica,2021-08-01,2,0,2,0,2
PUNATA,rabia,no de personas con vacuna antirrabica,2021-08-01,3,0,3,0,3
QUILLACOLLO,rabia,no de personas con vacuna antirrabica,2021-08-01,15,6,15,6,21
RURRENABAQUE,rabia,no de personas con vacuna antirrabica,2021-08-01,1,1,1,1,2
SACABA,rabia,no de personas con vacuna antirrabica,2021-08-01,14,6,14,6,20
SAIPINA,rabia,no de personas con vacuna antirrabica,2021-08-01,0,3,0,3,3
SAMAIPATA,rabia,no de personas con vacuna antirrabica,2021-08-01,0,1,0,1,1
SAN BORJA,rabia,no de personas con vacuna antirrabica,2021-08-01,2,1,2,1,3
SAN IGNACIO,rabia,no de personas con vacuna antirrabica,2021-08-01,2,0,2,0,2
SAN JAVIER(STC),rabia,no de personas con vacuna antirrabica,2021-08-01,1,1,1,1,2
SAN JULIAN,rabia,no de personas con vacuna antirrabica,2021-08-01,2,0,2,0,2
SAN MATIAS,rabia,no de personas con vacuna antirrabica,2021-08-01,0,1,0,1,1
SAN PEDRO DE BUENA VISTA,rabia,no de personas con vacuna antirrabica,2021-08-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con vacuna antirrabica,2021-08-01,578,373,578,373,951
SANTA ROSA DEL SARA,rabia,no de personas con vacuna antirrabica,2021-08-01,0,1,0,1,1
SANTIAGO DE MACHACA,rabia,no de personas con vacuna antirrabica,2021-08-01,1,0,1,0,1
SANTIVAÑES,rabia,no de personas con vacuna antirrabica,2021-08-01,1,2,1,2,3
SAPAHAQUI,rabia,no de personas con vacuna antirrabica,2021-08-01,8,0,8,0,8
SHINAOTA,rabia,no de personas con vacuna antirrabica,2021-08-01,1,0,1,0,1
SIPE SIPE,rabia,no de personas con vacuna antirrabica,2021-08-01,4,0,4,0,4
SORACACHI,rabia,no de personas con vacuna antirrabica,2021-08-01,1,0,1,0,1
SORATA,rabia,no de personas con vacuna antirrabica,2021-08-01,2,0,2,0,2
SUCRE,rabia,no de personas con vacuna antirrabica,2021-08-01,52,36,52,36,88
TAPACARI,rabia,no de personas con vacuna antirrabica,2021-08-01,2,0,2,0,2
TARATA,rabia,no de personas con vacuna antirrabica,2021-08-01,0,1,0,1,1
TARIJA,rabia,no de personas con vacuna antirrabica,2021-08-01,16,13,16,13,29
TIPUANI,rabia,no de personas con vacuna antirrabica,2021-08-01,1,1,1,1,2
TIQUIPAYA,rabia,no de personas con vacuna antirrabica,2021-08-01,7,9,7,9,16
TOCO,rabia,no de personas con vacuna antirrabica,2021-08-01,2,0,2,0,2
TRINIDAD,rabia,no de personas con vacuna antirrabica,2021-08-01,32,29,32,29,61
UMALA,rabia,no de personas con vacuna antirrabica,2021-08-01,1,0,1,0,1
UNCIA,rabia,no de personas con vacuna antirrabica,2021-08-01,2,3,2,3,5
UYUNI,rabia,no de personas con vacuna antirrabica,2021-08-01,1,2,1,2,3
VALLEGRANDE,rabia,no de personas con vacuna antirrabica,2021-08-01,4,1,4,1,5
VIACHA,rabia,no de personas con vacuna antirrabica,2021-08-01,5,12,5,12,17
VILLA MONTES,rabia,no de personas con vacuna antirrabica,2021-08-01,0,1,0,1,1
VILLA RIVERO,rabia,no de personas con vacuna antirrabica,2021-08-01,0,1,0,1,1
VILLA TUNARI,rabia,no de personas con vacuna antirrabica,2021-08-01,2,0,2,0,2
VILLAZON,rabia,no de personas con vacuna antirrabica,2021-08-01,1,0,1,0,1
VINTO,rabia,no de personas con vacuna antirrabica,2021-08-01,0,2,0,2,2
VITICHI,rabia,no de personas con vacuna antirrabica,2021-08-01,0,1,0,1,1
WARNES,rabia,no de personas con vacuna antirrabica,2021-08-01,14,14,14,14,28
YAMPARAEZ,rabia,no de personas con vacuna antirrabica,2021-08-01,1,1,1,1,2
YAPACANI,rabia,no de personas con vacuna antirrabica,2021-08-01,4,0,4,0,4
ACHACACHI,rabia,no de personas con vacuna antirrabica,2021-09-01,1,0,1,0,1
ACHOCALLA,rabia,no de personas con vacuna antirrabica,2021-09-01,2,1,2,1,3
ANCORAIMES,rabia,no de personas con vacuna antirrabica,2021-09-01,0,1,0,1,1
ARBIETO,rabia,no de personas con vacuna antirrabica,2021-09-01,1,0,1,0,1
ASCENCION DE GUARAYOS,rabia,no de personas con vacuna antirrabica,2021-09-01,3,1,3,1,4
AYATA,rabia,no de personas con vacuna antirrabica,2021-09-01,0,1,0,1,1
CABEZAS,rabia,no de personas con vacuna antirrabica,2021-09-01,0,1,0,1,1
CAJUATA,rabia,no de personas con vacuna antirrabica,2021-09-01,2,0,2,0,2
CAMIRI,rabia,no de personas con vacuna antirrabica,2021-09-01,0,1,0,1,1
CAPINOTA,rabia,no de personas con vacuna antirrabica,2021-09-01,1,0,1,0,1
CARANAVI,rabia,no de personas con vacuna antirrabica,2021-09-01,3,1,3,1,4
CARAPARI,rabia,no de personas con vacuna antirrabica,2021-09-01,1,3,1,3,4
CHALLAPATA,rabia,no de personas con vacuna antirrabica,2021-09-01,2,2,2,2,4
CHULUMANI (V. DE LA LIBERTAD),rabia,no de personas con vacuna antirrabica,2021-09-01,1,0,1,0,1
CHUMA,rabia,no de personas con vacuna antirrabica,2021-09-01,1,0,1,0,1
CLIZA,rabia,no de personas con vacuna antirrabica,2021-09-01,1,1,1,1,2
COCHABAMBA,rabia,no de personas con vacuna antirrabica,2021-09-01,73,88,73,88,161
COLCAPIRHUA,rabia,no de personas con vacuna antirrabica,2021-09-01,8,4,8,4,12
"COLCHA ""K""",rabia,no de personas con vacuna antirrabica,2021-09-01,0,1,0,1,1
COMARAPA,rabia,no de personas con vacuna antirrabica,2021-09-01,2,1,2,1,3
CONCEPCION,rabia,no de personas con vacuna antirrabica,2021-09-01,2,0,2,0,2
COPACABANA,rabia,no de personas con vacuna antirrabica,2021-09-01,2,1,2,1,3
CORIPATA,rabia,no de personas con vacuna antirrabica,2021-09-01,1,0,1,0,1
COTOCA,rabia,no de personas con vacuna antirrabica,2021-09-01,7,9,7,9,16
CUATRO CAÑADAS,rabia,no de personas con vacuna antirrabica,2021-09-01,2,2,2,2,4
EL ALTO,rabia,no de personas con vacuna antirrabica,2021-09-01,93,112,93,112,205
EL TORNO,rabia,no de personas con vacuna antirrabica,2021-09-01,11,9,11,9,20
GUANAY,rabia,no de personas con vacuna antirrabica,2021-09-01,5,2,5,2,7
HUACARETA,rabia,no de personas con vacuna antirrabica,2021-09-01,0,1,0,1,1
HUANUNI,rabia,no de personas con vacuna antirrabica,2021-09-01,12,12,12,12,24
ICLA,rabia,no de personas con vacuna antirrabica,2021-09-01,1,0,1,0,1
IRUPANA (VILLA DE LANZA),rabia,no de personas con vacuna antirrabica,2021-09-01,1,0,1,0,1
LA ASUNTA,rabia,no de personas con vacuna antirrabica,2021-09-01,0,1,0,1,1
LA GUARDIA,rabia,no de personas con vacuna antirrabica,2021-09-01,24,19,24,19,43
LA PAZ,rabia,no de personas con vacuna antirrabica,2021-09-01,199,162,199,162,361
LORETO,rabia,no de personas con vacuna antirrabica,2021-09-01,0,1,0,1,1
MAIRANA,rabia,no de personas con vacuna antirrabica,2021-09-01,2,8,2,8,10
MINEROS,rabia,no de personas con vacuna antirrabica,2021-09-01,1,0,1,0,1
MIZQUE,rabia,no de personas con vacuna antirrabica,2021-09-01,1,0,1,0,1
MONTEAGUDO,rabia,no de personas con vacuna antirrabica,2021-09-01,3,2,3,2,5
MONTERO,rabia,no de personas con vacuna antirrabica,2021-09-01,6,9,6,9,15
MORO MORO,rabia,no de personas con vacuna antirrabica,2021-09-01,0,1,0,1,1
ORURO,rabia,no de personas con vacuna antirrabica,2021-09-01,39,36,39,36,75
PADILLA,rabia,no de personas con vacuna antirrabica,2021-09-01,1,2,1,2,3
PAILON,rabia,no de personas con vacuna antirrabica,2021-09-01,8,0,8,0,8
PALOS BLANCOS,rabia,no de personas con vacuna antirrabica,2021-09-01,1,1,1,1,2
PATACAMAYA,rabia,no de personas con vacuna antirrabica,2021-09-01,6,6,6,6,12
PORONGO,rabia,no de personas con vacuna antirrabica,2021-09-01,3,0,3,0,3
PORTACHUELO,rabia,no de personas con vacuna antirrabica,2021-09-01,4,1,4,1,5
POTOSI,rabia,no de personas con vacuna antirrabica,2021-09-01,384,473,384,473,857
PUCARA,rabia,no de personas con vacuna antirrabica,2021-09-01,1,0,1,0,1
PUCARANI,rabia,no de personas con vacuna antirrabica,2021-09-01,168,75,168,75,243
PUERTO VILLARROEL,rabia,no de personas con vacuna antirrabica,2021-09-01,2,1,2,1,3
PUNATA,rabia,no de personas con vacuna antirrabica,2021-09-01,1,1,1,1,2
QUILLACOLLO,rabia,no de personas con vacuna antirrabica,2021-09-01,12,12,12,12,24
ROBORE,rabia,no de personas con vacuna antirrabica,2021-09-01,1,0,1,0,1
RURRENABAQUE,rabia,no de personas con vacuna antirrabica,2021-09-01,1,1,1,1,2
SACABA,rabia,no de personas con vacuna antirrabica,2021-09-01,10,5,10,5,15
SAIPINA,rabia,no de personas con vacuna antirrabica,2021-09-01,0,2,0,2,2
SAMAIPATA,rabia,no de personas con vacuna antirrabica,2021-09-01,0,1,0,1,1
SAN ANDRES,rabia,no de personas con vacuna antirrabica,2021-09-01,0,2,0,2,2
SAN BENITO,rabia,no de personas con vacuna antirrabica,2021-09-01,0,1,0,1,1
SAN BORJA,rabia,no de personas con vacuna antirrabica,2021-09-01,0,1,0,1,1
SAN BUENA VENTURA,rabia,no de personas con vacuna antirrabica,2021-09-01,1,0,1,0,1
SAN CARLOS,rabia,no de personas con vacuna antirrabica,2021-09-01,0,1,0,1,1
SAN IGNACIO,rabia,no de personas con vacuna antirrabica,2021-09-01,2,5,2,5,7
SAN JAVIER(STC),rabia,no de personas con vacuna antirrabica,2021-09-01,1,2,1,2,3
SAN JUAN DE YAPACANI,rabia,no de personas con vacuna antirrabica,2021-09-01,1,0,1,0,1
SAN MATIAS,rabia,no de personas con vacuna antirrabica,2021-09-01,1,1,1,1,2
SAN PEDRO,rabia,no de personas con vacuna antirrabica,2021-09-01,2,0,2,0,2
SAN PEDRO DE BUENA VISTA,rabia,no de personas con vacuna antirrabica,2021-09-01,30,0,30,0,30
SAN PEDRO DE TIQUINA,rabia,no de personas con vacuna antirrabica,2021-09-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con vacuna antirrabica,2021-09-01,362,360,362,360,722
SANTA ROSA DEL SARA,rabia,no de personas con vacuna antirrabica,2021-09-01,1,1,1,1,2
SANTIVAÑES,rabia,no de personas con vacuna antirrabica,2021-09-01,2,0,2,0,2
SAPAHAQUI,rabia,no de personas con vacuna antirrabica,2021-09-01,9,0,9,0,9
SIPE SIPE,rabia,no de personas con vacuna antirrabica,2021-09-01,2,1,2,1,3
SORATA,rabia,no de personas con vacuna antirrabica,2021-09-01,1,0,1,0,1
SUCRE,rabia,no de personas con vacuna antirrabica,2021-09-01,55,40,55,40,95
TARABUCO,rabia,no de personas con vacuna antirrabica,2021-09-01,0,1,0,1,1
TARATA,rabia,no de personas con vacuna antirrabica,2021-09-01,2,2,2,2,4
TARIJA,rabia,no de personas con vacuna antirrabica,2021-09-01,18,14,18,14,32
TINGUIPAYA,rabia,no de personas con vacuna antirrabica,2021-09-01,1,0,1,0,1
TIPUANI,rabia,no de personas con vacuna antirrabica,2021-09-01,1,0,1,0,1
TIQUIPAYA,rabia,no de personas con vacuna antirrabica,2021-09-01,3,5,3,5,8
TOLATA,rabia,no de personas con vacuna antirrabica,2021-09-01,0,1,0,1,1
TOTORA(ORR),rabia,no de personas con vacuna antirrabica,2021-09-01,1,0,1,0,1
TRINIDAD,rabia,no de personas con vacuna antirrabica,2021-09-01,27,26,27,26,53
UNCIA,rabia,no de personas con vacuna antirrabica,2021-09-01,3,0,3,0,3
UYUNI,rabia,no de personas con vacuna antirrabica,2021-09-01,4,2,4,2,6
VALLEGRANDE,rabia,no de personas con vacuna antirrabica,2021-09-01,5,2,5,2,7
VIACHA,rabia,no de personas con vacuna antirrabica,2021-09-01,3,2,3,2,5
VILLA MONTES,rabia,no de personas con vacuna antirrabica,2021-09-01,1,0,1,0,1
VILLA RIVERO,rabia,no de personas con vacuna antirrabica,2021-09-01,1,0,1,0,1
VILLA TUNARI,rabia,no de personas con vacuna antirrabica,2021-09-01,1,0,1,0,1
VILLAZON,rabia,no de personas con vacuna antirrabica,2021-09-01,4,1,4,1,5
VINTO,rabia,no de personas con vacuna antirrabica,2021-09-01,2,2,2,2,4
WARNES,rabia,no de personas con vacuna antirrabica,2021-09-01,15,10,15,10,25
YANACACHI,rabia,no de personas con vacuna antirrabica,2021-09-01,1,1,1,1,2
YAPACANI,rabia,no de personas con vacuna antirrabica,2021-09-01,3,1,3,1,4
YOTALA,rabia,no de personas con vacuna antirrabica,2021-09-01,0,3,0,3,3
ACHOCALLA,rabia,no de personas con vacuna antirrabica,2021-10-01,1,3,1,3,4
ANCORAIMES,rabia,no de personas con vacuna antirrabica,2021-10-01,1,0,1,0,1
ARBIETO,rabia,no de personas con vacuna antirrabica,2021-10-01,1,0,1,0,1
ASCENCION DE GUARAYOS,rabia,no de personas con vacuna antirrabica,2021-10-01,1,1,1,1,2
ATOCHA,rabia,no de personas con vacuna antirrabica,2021-10-01,1,0,1,0,1
"CAIZA ""D""",rabia,no de personas con vacuna antirrabica,2021-10-01,1,0,1,0,1
CAJUATA,rabia,no de personas con vacuna antirrabica,2021-10-01,0,2,0,2,2
CAMIRI,rabia,no de personas con vacuna antirrabica,2021-10-01,0,1,0,1,1
CAPINOTA,rabia,no de personas con vacuna antirrabica,2021-10-01,1,1,1,1,2
CARACOLLO,rabia,no de personas con vacuna antirrabica,2021-10-01,1,1,1,1,2
CARANAVI,rabia,no de personas con vacuna antirrabica,2021-10-01,1,2,1,2,3
CARAPARI,rabia,no de personas con vacuna antirrabica,2021-10-01,0,3,0,3,3
CHALLAPATA,rabia,no de personas con vacuna antirrabica,2021-10-01,2,5,2,5,7
CHIPAYA,rabia,no de personas con vacuna antirrabica,2021-10-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),rabia,no de personas con vacuna antirrabica,2021-10-01,2,0,2,0,2
CHUQUIHUTA AYLLU JUCUMANI,rabia,no de personas con vacuna antirrabica,2021-10-01,0,1,0,1,1
COCHABAMBA,rabia,no de personas con vacuna antirrabica,2021-10-01,89,65,89,65,154
COLCAPIRHUA,rabia,no de personas con vacuna antirrabica,2021-10-01,3,4,3,4,7
COLQUECHACA,rabia,no de personas con vacuna antirrabica,2021-10-01,136,93,136,93,229
COLQUIRI,rabia,no de personas con vacuna antirrabica,2021-10-01,0,2,0,2,2
COMARAPA,rabia,no de personas con vacuna antirrabica,2021-10-01,2,0,2,0,2
CONCEPCION,rabia,no de personas con vacuna antirrabica,2021-10-01,11,3,11,3,14
CORIPATA,rabia,no de personas con vacuna antirrabica,2021-10-01,1,0,1,0,1
COROICO,rabia,no de personas con vacuna antirrabica,2021-10-01,0,1,0,1,1
COTOCA,rabia,no de personas con vacuna antirrabica,2021-10-01,11,6,11,6,17
CUATRO CAÑADAS,rabia,no de personas con vacuna antirrabica,2021-10-01,5,2,5,2,7
EL ALTO,rabia,no de personas con vacuna antirrabica,2021-10-01,162,155,162,155,317
EL TORNO,rabia,no de personas con vacuna antirrabica,2021-10-01,4,15,4,15,19
ENTRE RIOS CBBA,rabia,no de personas con vacuna antirrabica,2021-10-01,0,1,0,1,1
EUCALIPTUS,rabia,no de personas con vacuna antirrabica,2021-10-01,0,2,0,2,2
FERNANDEZ ALONSO,rabia,no de personas con vacuna antirrabica,2021-10-01,1,0,1,0,1
HUACHACALLA,rabia,no de personas con vacuna antirrabica,2021-10-01,0,1,0,1,1
HUANUNI,rabia,no de personas con vacuna antirrabica,2021-10-01,12,4,12,4,16
HUMANATA,rabia,no de personas con vacuna antirrabica,2021-10-01,1,0,1,0,1
LA GUARDIA,rabia,no de personas con vacuna antirrabica,2021-10-01,16,25,16,25,41
LA PAZ,rabia,no de personas con vacuna antirrabica,2021-10-01,196,157,196,157,353
LORETO,rabia,no de personas con vacuna antirrabica,2021-10-01,0,1,0,1,1
MAGDALENA,rabia,no de personas con vacuna antirrabica,2021-10-01,1,0,1,0,1
MAIRANA,rabia,no de personas con vacuna antirrabica,2021-10-01,1,2,1,2,3
MINEROS,rabia,no de personas con vacuna antirrabica,2021-10-01,1,0,1,0,1
MIZQUE,rabia,no de personas con vacuna antirrabica,2021-10-01,1,0,1,0,1
MONTEAGUDO,rabia,no de personas con vacuna antirrabica,2021-10-01,1,3,1,3,4
MONTERO,rabia,no de personas con vacuna antirrabica,2021-10-01,0,2,0,2,2
MORO MORO,rabia,no de personas con vacuna antirrabica,2021-10-01,0,2,0,2,2
OKINAWA,rabia,no de personas con vacuna antirrabica,2021-10-01,0,1,0,1,1
ORURO,rabia,no de personas con vacuna antirrabica,2021-10-01,44,57,44,57,101
PADILLA,rabia,no de personas con vacuna antirrabica,2021-10-01,2,0,2,0,2
PAILON,rabia,no de personas con vacuna antirrabica,2021-10-01,1,2,1,2,3
PATACAMAYA,rabia,no de personas con vacuna antirrabica,2021-10-01,2,1,2,1,3
PAZÑA,rabia,no de personas con vacuna antirrabica,2021-10-01,0,1,0,1,1
PORONGO,rabia,no de personas con vacuna antirrabica,2021-10-01,2,0,2,0,2
PORTACHUELO,rabia,no de personas con vacuna antirrabica,2021-10-01,1,0,1,0,1
QUILLACOLLO,rabia,no de personas con vacuna antirrabica,2021-10-01,14,13,14,13,27
ROBORE,rabia,no de personas con vacuna antirrabica,2021-10-01,1,0,1,0,1
SACABA,rabia,no de personas con vacuna antirrabica,2021-10-01,4,12,4,12,16
SACACA,rabia,no de personas con vacuna antirrabica,2021-10-01,0,1,0,1,1
SAMAIPATA,rabia,no de personas con vacuna antirrabica,2021-10-01,1,1,1,1,2
SAN BORJA,rabia,no de personas con vacuna antirrabica,2021-10-01,0,1,0,1,1
SAN BUENA VENTURA,rabia,no de personas con vacuna antirrabica,2021-10-01,1,2,1,2,3
SAN CARLOS,rabia,no de personas con vacuna antirrabica,2021-10-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,rabia,no de personas con vacuna antirrabica,2021-10-01,1,0,1,0,1
SAN JAVIER(STC),rabia,no de personas con vacuna antirrabica,2021-10-01,5,0,5,0,5
SAN MIGUEL DE VELASCO,rabia,no de personas con vacuna antirrabica,2021-10-01,1,0,1,0,1
SAN PEDRO,rabia,no de personas con vacuna antirrabica,2021-10-01,1,7,1,7,8
SAN PEDRO DE TIQUINA,rabia,no de personas con vacuna antirrabica,2021-10-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con vacuna antirrabica,2021-10-01,346,350,346,350,696
SANTA ROSA DEL SARA,rabia,no de personas con vacuna antirrabica,2021-10-01,1,2,1,2,3
SANTIAGO DE HUARI,rabia,no de personas con vacuna antirrabica,2021-10-01,0,1,0,1,1
SANTIVAÑES,rabia,no de personas con vacuna antirrabica,2021-10-01,3,1,3,1,4
SAPAHAQUI,rabia,no de personas con vacuna antirrabica,2021-10-01,3,8,3,8,11
SICA SICA (VILLA AROMA),rabia,no de personas con vacuna antirrabica,2021-10-01,1,0,1,0,1
SIPE SIPE,rabia,no de personas con vacuna antirrabica,2021-10-01,4,2,4,2,6
SORATA,rabia,no de personas con vacuna antirrabica,2021-10-01,2,0,2,0,2
SUCRE,rabia,no de personas con vacuna antirrabica,2021-10-01,67,64,67,64,131
TARATA,rabia,no de personas con vacuna antirrabica,2021-10-01,1,2,1,2,3
TARIJA,rabia,no de personas con vacuna antirrabica,2021-10-01,19,12,19,12,31
TINGUIPAYA,rabia,no de personas con vacuna antirrabica,2021-10-01,2,0,2,0,2
TIQUIPAYA,rabia,no de personas con vacuna antirrabica,2021-10-01,4,2,4,2,6
TOCO,rabia,no de personas con vacuna antirrabica,2021-10-01,0,1,0,1,1
TOLEDO,rabia,no de personas con vacuna antirrabica,2021-10-01,3,0,3,0,3
TRINIDAD,rabia,no de personas con vacuna antirrabica,2021-10-01,28,23,28,23,51
TUPIZA,rabia,no de personas con vacuna antirrabica,2021-10-01,1,0,1,0,1
UNCIA,rabia,no de personas con vacuna antirrabica,2021-10-01,0,1,0,1,1
UYUNI,rabia,no de personas con vacuna antirrabica,2021-10-01,2,2,2,2,4
VALLEGRANDE,rabia,no de personas con vacuna antirrabica,2021-10-01,2,4,2,4,6
VIACHA,rabia,no de personas con vacuna antirrabica,2021-10-01,3,5,3,5,8
VILLA TUNARI,rabia,no de personas con vacuna antirrabica,2021-10-01,1,0,1,0,1
VILLA VACA GUZMAN (MUYUPAMPA),rabia,no de personas con vacuna antirrabica,2021-10-01,2,3,2,3,5
VILLAZON,rabia,no de personas con vacuna antirrabica,2021-10-01,1,0,1,0,1
VINTO,rabia,no de personas con vacuna antirrabica,2021-10-01,6,2,6,2,8
WARNES,rabia,no de personas con vacuna antirrabica,2021-10-01,18,4,18,4,22
YACO,rabia,no de personas con vacuna antirrabica,2021-10-01,1,0,1,0,1
YAMPARAEZ,rabia,no de personas con vacuna antirrabica,2021-10-01,1,0,1,0,1
YANACACHI,rabia,no de personas con vacuna antirrabica,2021-10-01,0,1,0,1,1
YAPACANI,rabia,no de personas con vacuna antirrabica,2021-10-01,3,2,3,2,5
YOTALA,rabia,no de personas con vacuna antirrabica,2021-10-01,0,3,0,3,3
ACHACACHI,rabia,no de personas con vacuna antirrabica,2021-11-01,1,0,1,0,1
ACHOCALLA,rabia,no de personas con vacuna antirrabica,2021-11-01,2,2,2,2,4
AIQUILE,rabia,no de personas con vacuna antirrabica,2021-11-01,0,2,0,2,2
ANZALDO,rabia,no de personas con vacuna antirrabica,2021-11-01,2,0,2,0,2
APOLO,rabia,no de personas con vacuna antirrabica,2021-11-01,1,0,1,0,1
ASCENCION DE GUARAYOS,rabia,no de personas con vacuna antirrabica,2021-11-01,2,0,2,0,2
ATOCHA,rabia,no de personas con vacuna antirrabica,2021-11-01,1,0,1,0,1
CABEZAS,rabia,no de personas con vacuna antirrabica,2021-11-01,1,1,1,1,2
CAJUATA,rabia,no de personas con vacuna antirrabica,2021-11-01,0,1,0,1,1
CALAMARCA,rabia,no de personas con vacuna antirrabica,2021-11-01,0,1,0,1,1
CAMARGO,rabia,no de personas con vacuna antirrabica,2021-11-01,1,0,1,0,1
CAPINOTA,rabia,no de personas con vacuna antirrabica,2021-11-01,3,1,3,1,4
CARANAVI,rabia,no de personas con vacuna antirrabica,2021-11-01,1,2,1,2,3
CARAPARI,rabia,no de personas con vacuna antirrabica,2021-11-01,0,2,0,2,2
CATACORA,rabia,no de personas con vacuna antirrabica,2021-11-01,1,0,1,0,1
CHALLAPATA,rabia,no de personas con vacuna antirrabica,2021-11-01,2,5,2,5,7
CHULUMANI (V. DE LA LIBERTAD),rabia,no de personas con vacuna antirrabica,2021-11-01,3,0,3,0,3
CHUQUIHUTA AYLLU JUCUMANI,rabia,no de personas con vacuna antirrabica,2021-11-01,1,0,1,0,1
COCHABAMBA,rabia,no de personas con vacuna antirrabica,2021-11-01,111,92,111,92,203
COLCAPIRHUA,rabia,no de personas con vacuna antirrabica,2021-11-01,4,2,4,2,6
CONCEPCION,rabia,no de personas con vacuna antirrabica,2021-11-01,0,1,0,1,1
COROICO,rabia,no de personas con vacuna antirrabica,2021-11-01,1,1,1,1,2
COTOCA,rabia,no de personas con vacuna antirrabica,2021-11-01,13,11,13,11,24
CUATRO CAÑADAS,rabia,no de personas con vacuna antirrabica,2021-11-01,3,2,3,2,5
EL ALTO,rabia,no de personas con vacuna antirrabica,2021-11-01,95,62,95,62,157
EL TORNO,rabia,no de personas con vacuna antirrabica,2021-11-01,8,9,8,9,17
