,group,variable,month,NINOS DE 6 MESES A < 1 AÑO NUEVO,NINOS DE 6 MESES A < 1 AÑO NUEVO,NINOS DE 6 MESES A < 1 AÑO REPETIDO,NINOS DE 6 MESES A < 1 AÑO REPETIDO,TOTALES,TOTALES,TOTALES
POROMA,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,58,66,2,1,60,67,127
PORONGO,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,15,15,1,1,16,16,32
PORTACHUELO,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,91,66,82,79,173,145,318
PORVENIR,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,18,15,0,2,18,17,35
POSTRER VALLE,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,6,2,1,0,7,2,9
POTOSI,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,1178,1058,166,202,1344,1260,2604
PRESTO,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,38,27,0,0,38,27,65
PUCARA,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,1,7,0,2,1,9,10
PUCARANI,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,51,47,4,2,55,49,104
PUERTO ACOSTA,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,21,23,0,0,21,23,44
PUERTO CARABUCO,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,12,18,1,0,13,18,31
PUERTO GONZALO MORENO,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,29,34,2,4,31,38,69
PUERTO PEREZ,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,7,5,0,0,7,5,12
PUERTO QUIJARRO,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,93,64,7,8,100,72,172
PUERTO RICO,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,38,54,3,1,41,55,96
PUERTO SILES,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,4,3,0,0,4,3,7
PUERTO SUAREZ,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,29,60,4,1,33,61,94
PUERTO VILLARROEL,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,365,308,9,11,374,319,693
PUNA,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,66,50,2,0,68,50,118
PUNATA,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,98,72,10,19,108,91,199
QUIABAYA,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,1,14,9,10,10,24,34
QUILLACOLLO,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,516,482,433,474,949,956,1905
QUIME,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,22,10,0,0,22,10,32
QUIRUSILLAS,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,3,5,0,0,3,5,8
RAVELO,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,44,35,0,0,44,35,79
REYES,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,59,52,2,4,61,56,117
RIBERALTA,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,736,666,157,86,893,752,1645
ROBORE,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,58,50,5,5,63,55,118
RURRENABAQUE,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,76,44,22,7,98,51,149
SABAYA,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,12,5,2,0,14,5,19
SACABA,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,543,487,62,59,605,546,1151
SACABAMBA,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,12,12,7,6,19,18,37
SACACA,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,72,63,0,1,72,64,136
SAIPINA,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,19,9,1,0,20,9,29
SALINAS DE GARCI MENDOZA,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,35,37,1,0,36,37,73
SAMAIPATA,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,20,31,0,0,20,31,51
SAN AGUSTIN,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,9,0,0,0,9,0,9
SAN ANDRES,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,46,32,2,1,48,33,81
SAN ANDRES DE MACHACA,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,10,6,0,0,10,6,16
SAN ANTONIO DE ESMORUCO,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,20,3,2,1,22,4,26
SAN ANTONIO DE LOMERIO,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,9,9,1,0,10,9,19
SAN BENITO,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,14,32,22,19,36,51,87
SAN BORJA,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,166,151,27,15,193,166,359
SAN BUENA VENTURA,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,36,29,1,1,37,30,67
SAN CARLOS,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,64,45,9,6,73,51,124
SAN IGNACIO,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,141,96,24,17,165,113,278
SAN IGNACIO DE VELASCO,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,180,196,4,8,184,204,388
SAN JAVIER(BNI),consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,15,16,0,0,15,16,31
SAN JAVIER(STC),consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,16,15,1,0,17,15,32
SAN JOAQUIN,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,37,31,0,0,37,31,68
SAN JOSE DE CHIQUITOS,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,54,53,6,16,60,69,129
SAN JUAN DE YAPACANI,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,52,36,13,7,65,43,108
SAN JULIAN,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,259,173,61,54,320,227,547
SAN LORENZO(PND),consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,39,27,1,2,40,29,69
SAN LORENZO(TJA),consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,71,72,6,6,77,78,155
SAN LUCAS,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,119,111,5,2,124,113,237
SAN MATIAS,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,31,43,5,4,36,47,83
SAN MIGUEL DE VELASCO,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,25,19,2,10,27,29,56
SAN PABLO DE LIPEZ,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,11,23,2,2,13,25,38
SAN PEDRO,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,79,58,6,6,85,64,149
SAN PEDRO DE BUENA VISTA,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,90,78,1,3,91,81,172
SAN PEDRO DE CURAHUARA,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,13,17,3,0,16,17,33
SAN PEDRO DE QUEMES,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,6,2,0,0,6,2,8
SAN PEDRO DE TIQUINA,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,4,4,10,6,14,10,24
SAN PEDRO(PND),consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,10,5,0,0,10,5,15
SAN RAFAEL,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,36,34,4,10,40,44,84
SAN RAMON BENI,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,16,13,0,0,16,13,29
SAN RAMON SCZ,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,31,40,0,2,31,42,73
SANTA ANA,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,31,30,58,59,89,89,178
SANTA CRUZ DE LA SIERRA,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,4743,4472,1048,1087,5791,5559,11350
SANTA ROSA,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,26,22,0,0,26,22,48
SANTA ROSA DEL SARA,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,60,49,4,3,64,52,116
SANTIAGO DE CALLAPA,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,8,7,3,3,11,10,21
SANTIAGO DE HUARI,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,30,26,3,3,33,29,62
SANTIAGO DE HUATA,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,5,7,1,0,6,7,13
SANTIAGO DE MACHACA,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,13,8,0,0,13,8,21
SANTIVAÑES,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,15,17,1,5,16,22,38
SANTUARIO DE QUILLACAS,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,8,17,0,1,8,18,26
SAPAHAQUI,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,16,14,0,0,16,14,30
SENA,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,21,26,1,7,22,33,55
SHINAOTA,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,127,163,8,17,135,180,315
SICA SICA (VILLA AROMA),consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,50,72,1,3,51,75,126
SICAYA,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,13,8,1,4,14,12,26
SIPE SIPE,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,147,136,5,4,152,140,292
SOPACHUY,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,24,36,1,1,25,37,62
SORACACHI,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,22,27,1,0,23,27,50
SORATA,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,37,34,6,3,43,37,80
SUCRE,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,1569,1409,426,436,1995,1845,3840
TACACHI,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,2,4,1,0,3,4,7
TACACOMA,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,22,26,6,12,28,38,66
TACOBAMBA,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,27,39,0,1,27,40,67
TACOPAYA,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,16,28,3,1,19,29,48
TAHUA,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,7,5,0,0,7,5,12
TAPACARI,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,62,87,1,1,63,88,151
TARABUCO,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,40,41,0,0,40,41,81
TARACO,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,4,8,2,1,6,9,15
TARATA,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,30,20,3,3,33,23,56
TARIJA,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,1215,1168,198,202,1413,1370,2783
TARVITA,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,69,62,0,1,69,63,132
TEOPONTE,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,68,65,6,4,74,69,143
TIAWANACU,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,28,26,2,3,30,29,59
TINGUIPAYA,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,86,70,0,0,86,70,156
TIPUANI,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,36,36,19,22,55,58,113
TIQUIPAYA,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,248,210,39,27,287,237,524
TIRAQUE (CBBA),consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,42,57,5,6,47,63,110
TITO YUPANQUI (PARQUIPUJIO),consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,1,0,2,2,3,2,5
TOCO,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,28,22,12,12,40,34,74
TODOS SANTOS,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,0,1,0,0,0,1,1
TOLATA,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,20,14,4,1,24,15,39
TOLEDO,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,15,9,3,0,18,9,27
TOMAVE,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,41,39,3,0,44,39,83
TOMINA,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,38,35,1,0,39,35,74
TORO TORO,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,47,36,0,0,47,36,83
TOTORA(CBBA),consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,61,38,2,2,63,40,103
TOTORA(ORR),consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,5,8,0,0,5,8,13
TRIGAL,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,1,1,0,0,1,1,2
TRINIDAD,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,462,429,120,104,582,533,1115
TUPIZA,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,224,203,20,18,244,221,465
TURCO,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,9,6,0,0,9,6,15
UMALA,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,37,18,4,1,41,19,60
UNCIA,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,97,66,8,8,105,74,179
URIONDO (A. CONCEPCION),consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,73,60,25,17,98,77,175
URUBICHA,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,17,23,1,0,18,23,41
UYUNI,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,125,72,4,2,129,74,203
VACAS,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,24,27,4,3,28,30,58
VALLEGRANDE,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,41,32,14,7,55,39,94
VIACHA,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,216,161,74,66,290,227,517
VILA VILA,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,22,20,1,3,23,23,46
VILLA CHARCAS,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,51,42,3,0,54,42,96
VILLA MONTES,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,195,169,8,3,203,172,375
VILLA NUEVA (LOMA ALTA),consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,12,13,0,1,12,14,26
VILLA RIVERO,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,38,28,3,3,41,31,72
VILLA SERRANO,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,45,49,9,8,54,57,111
VILLA TUNARI,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,497,430,15,23,512,453,965
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,38,28,8,2,46,30,76
VILLAZON,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,240,164,16,11,256,175,431
VINTO,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,243,171,139,108,382,279,661
VITICHI,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,21,26,0,0,21,26,47
WALDO BALLIVIAN,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,17,8,0,0,17,8,25
WARNES,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,399,313,53,53,452,366,818
YACO,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,26,36,0,0,26,36,62
YACUIBA,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,307,308,57,50,364,358,722
YAMPARAEZ,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,18,8,0,3,18,11,29
YANACACHI,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,26,26,1,2,27,28,55
YAPACANI,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,166,137,27,25,193,162,355
YOCALLA,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,18,27,5,6,23,33,56
YOTALA,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,9,15,1,3,10,18,28
YUNCHARA,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,27,30,1,1,28,31,59
YUNGUYO DE LITORAL,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,0,1,0,0,0,1,1
ZUDAÑEZ,consulta externa,ninos de 6 meses a < 1 ano,2015-06-01,41,19,2,6,43,25,68
ACACIO,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,11,17,0,2,11,19,30
ACHACACHI,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,83,66,27,26,110,92,202
ACHOCALLA,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,58,31,0,1,58,32,90
AIQUILE,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,85,84,7,3,92,87,179
ALALAY,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,4,1,2,2,6,3,9
ALCALA,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,21,8,3,2,24,10,34
ALTO BENI,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,76,88,3,1,79,89,168
ANCORAIMES,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,19,17,1,0,20,17,37
ANDAMARCA,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,11,12,0,0,11,12,23
ANTEQUERA,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,4,4,0,2,4,6,10
ANZALDO,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,9,17,17,8,26,25,51
APOLO,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,54,43,23,26,77,69,146
ARAMPAMPA,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,11,13,0,1,11,14,25
ARANI,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,25,23,14,8,39,31,70
ARBIETO,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,61,49,6,14,67,63,130
ARQUE,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,43,29,4,0,47,29,76
ASCENCION DE GUARAYOS,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,61,38,5,0,66,38,104
ATOCHA,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,38,31,3,0,41,31,72
AUCAPATA,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,6,6,0,2,6,8,14
AYATA,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,17,20,1,0,18,20,38
AYO AYO,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,9,11,13,5,22,16,38
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,88,83,3,0,91,83,174
AZURDUY,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,55,38,2,3,57,41,98
BATALLAS,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,24,23,4,1,28,24,52
BAURES,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,20,28,6,4,26,32,58
BELEN DE ANDAMARCA,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,7,0,0,0,7,0,7
BELEN DE URMIRI,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,1,0,0,0,1,0,1
BELLA FLOR,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,10,10,1,0,11,10,21
BERMEJO,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,331,336,25,14,356,350,706
BETANZOS,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,94,95,2,4,96,99,195
BOLIVAR,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,31,15,1,2,32,17,49
BOLPEBRA,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,8,4,0,0,8,4,12
BOYUIBE,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,13,9,5,6,18,15,33
BUENA VISTA,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,34,41,8,17,42,58,100
CABEZAS,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,122,131,5,3,127,134,261
CAIROMA,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,24,31,3,7,27,38,65
"CAIZA ""D""",consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,33,22,0,1,33,23,56
CAJUATA,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,34,35,1,0,35,35,70
CALACOTO,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,17,10,0,0,17,10,27
CALAMARCA,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,23,27,0,0,23,27,50
CAMARGO,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,56,56,3,1,59,57,116
CAMATAQUI (C. VILLA ABECIA),consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,5,7,0,0,5,7,12
CAMIRI,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,120,94,21,24,141,118,259
CAPINOTA,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,73,71,7,12,80,83,163
CAQUIAVIRI,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,18,9,1,0,19,9,28
CARACOLLO,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,71,53,3,0,74,53,127
CARANAVI,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,207,152,26,29,233,181,414
CARAPARI,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,59,46,5,6,64,52,116
CARIPUYO,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,30,27,0,0,30,27,57
CARMEN RIVERO TORREZ,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,11,9,0,0,11,9,20
CATACORA,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,3,1,0,0,3,1,4
CHACARILLA,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,4,1,0,0,4,1,5
CHALLAPATA,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,125,76,68,68,193,144,337
CHAQUI,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,26,26,1,0,27,26,53
CHARAGUA,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,121,117,3,6,124,123,247
CHARAÑA,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,1,2,1,1,2,3,5
CHAYANTA,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,44,37,8,4,52,41,93
CHIMORE,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,152,141,22,26,174,167,341
CHIPAYA,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,6,5,0,0,6,5,11
CHOQUE COTA,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,8,1,0,0,8,1,9
CHUA COCANI,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,9,3,1,0,10,3,13
CHULUMANI (V. DE LA LIBERTAD),consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,65,44,2,2,67,46,113
CHUMA,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,15,17,0,0,15,17,32
CHUQUIHUTA AYLLU JUCUMANI,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,20,13,0,0,20,13,33
CKOCHAS,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,40,39,0,2,40,41,81
CLIZA,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,41,34,75,53,116,87,203
COBIJA,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,234,186,37,27,271,213,484
COCAPATA,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,79,66,5,4,84,70,154
COCHABAMBA,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,2560,2331,1277,1242,3837,3573,7410
COIPASA,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,4,3,0,0,4,3,7
COLCAPIRHUA,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,139,108,40,38,179,146,325
"COLCHA ""K""",consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,52,47,6,5,58,52,110
COLLANA,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,4,7,8,12,12,19,31
COLOMI,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,48,32,3,2,51,34,85
COLPA BELGICA,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,57,24,8,9,65,33,98
COLQUECHACA,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,119,117,0,2,119,119,238
COLQUENCHA,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,29,15,4,1,33,16,49
COLQUIRI,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,48,45,0,0,48,45,93
COMANCHE,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,5,4,4,1,9,5,14
COMARAPA,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,45,35,8,4,53,39,92
COMBAYA,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,8,6,0,0,8,6,14
CONCEPCION,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,45,52,20,17,65,69,134
COPACABANA,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,24,23,1,0,25,23,48
CORIPATA,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,80,68,12,4,92,72,164
CORO CORO,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,17,6,0,0,17,6,23
COROICO,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,21,18,41,43,62,61,123
CORQUE,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,14,12,1,3,15,15,30
COTAGAITA,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,94,75,7,4,101,79,180
COTOCA,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,160,155,6,6,166,161,327
CRUZ DE MACHACAMARCA,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,1,2,0,0,1,2,3
CUATRO CAÑADAS,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,90,59,4,4,94,63,157
CUCHUMUELA (V. G. VILLARROEL),consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,6,2,1,1,7,3,10
CUEVO,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,12,14,0,4,12,18,30
CULPINA,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,42,55,0,1,42,56,98
CURAHUARA DE CARANGAS,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,15,7,1,0,16,7,23
CURVA,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,13,10,1,0,14,10,24
DESAGUADERO,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,10,0,0,0,10,0,10
EL ALTO,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,2977,2800,847,825,3824,3625,7449
EL CHORO,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,18,19,0,0,18,19,37
EL PUENTE(STC),consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,56,25,3,0,59,25,84
EL PUENTE(TJA),consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,28,19,22,15,50,34,84
EL TORNO,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,355,351,133,164,488,515,1003
EL VILLAR,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,18,11,3,1,21,12,33
ENTRE RIOS TRJ,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,62,89,2,3,64,92,156
ENTRE RIOS CBBA,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,164,181,10,12,174,193,367
ESCARA,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,0,1,0,0,0,1,1
ESCOMA,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,4,6,6,6,10,12,22
EUCALIPTUS,consulta externa,ninos de 6 meses a < 1 ano,2015-07-01,14,21,1,2,15,23,38
