municipality,group,variable,month,Total 11.3 Nacidos vivos,TOTAL
PORTACHUELO,atencion de partos en servicios,nacidos vivos,2014-07-01,45,45
PORVENIR,atencion de partos en servicios,nacidos vivos,2014-07-01,6,6
POTOSI,atencion de partos en servicios,nacidos vivos,2014-07-01,457,457
PRESTO,atencion de partos en servicios,nacidos vivos,2014-07-01,2,2
PUCARA,atencion de partos en servicios,nacidos vivos,2014-07-01,1,1
PUCARANI,atencion de partos en servicios,nacidos vivos,2014-07-01,12,12
PUERTO ACOSTA,atencion de partos en servicios,nacidos vivos,2014-07-01,2,2
PUERTO GONZALO MORENO,atencion de partos en servicios,nacidos vivos,2014-07-01,5,5
PUERTO QUIJARRO,atencion de partos en servicios,nacidos vivos,2014-07-01,30,30
PUERTO RICO,atencion de partos en servicios,nacidos vivos,2014-07-01,14,14
PUERTO SUAREZ,atencion de partos en servicios,nacidos vivos,2014-07-01,56,56
PUERTO VILLARROEL,atencion de partos en servicios,nacidos vivos,2014-07-01,127,127
PUNA,atencion de partos en servicios,nacidos vivos,2014-07-01,13,13
PUNATA,atencion de partos en servicios,nacidos vivos,2014-07-01,68,68
QUIABAYA,atencion de partos en servicios,nacidos vivos,2014-07-01,6,6
QUILLACOLLO,atencion de partos en servicios,nacidos vivos,2014-07-01,169,169
QUIME,atencion de partos en servicios,nacidos vivos,2014-07-01,8,8
RAVELO,atencion de partos en servicios,nacidos vivos,2014-07-01,8,8
REYES,atencion de partos en servicios,nacidos vivos,2014-07-01,25,25
RIBERALTA,atencion de partos en servicios,nacidos vivos,2014-07-01,306,306
ROBORE,atencion de partos en servicios,nacidos vivos,2014-07-01,20,20
RURRENABAQUE,atencion de partos en servicios,nacidos vivos,2014-07-01,43,43
SABAYA,atencion de partos en servicios,nacidos vivos,2014-07-01,1,1
SACABA,atencion de partos en servicios,nacidos vivos,2014-07-01,206,206
SACABAMBA,atencion de partos en servicios,nacidos vivos,2014-07-01,3,3
SACACA,atencion de partos en servicios,nacidos vivos,2014-07-01,15,15
SAIPINA,atencion de partos en servicios,nacidos vivos,2014-07-01,10,10
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,nacidos vivos,2014-07-01,5,5
SAMAIPATA,atencion de partos en servicios,nacidos vivos,2014-07-01,11,11
SAN AGUSTIN,atencion de partos en servicios,nacidos vivos,2014-07-01,1,1
SAN ANDRES,atencion de partos en servicios,nacidos vivos,2014-07-01,7,7
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,nacidos vivos,2014-07-01,5,5
SAN BENITO,atencion de partos en servicios,nacidos vivos,2014-07-01,4,4
SAN BORJA,atencion de partos en servicios,nacidos vivos,2014-07-01,76,76
SAN BUENA VENTURA,atencion de partos en servicios,nacidos vivos,2014-07-01,11,11
SAN CARLOS,atencion de partos en servicios,nacidos vivos,2014-07-01,40,40
SAN IGNACIO,atencion de partos en servicios,nacidos vivos,2014-07-01,37,37
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos vivos,2014-07-01,107,107
SAN JAVIER(BNI),atencion de partos en servicios,nacidos vivos,2014-07-01,3,3
SAN JAVIER(STC),atencion de partos en servicios,nacidos vivos,2014-07-01,21,21
SAN JOAQUIN,atencion de partos en servicios,nacidos vivos,2014-07-01,13,13
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,nacidos vivos,2014-07-01,33,33
SAN JUAN DE YAPACANI,atencion de partos en servicios,nacidos vivos,2014-07-01,9,9
SAN JULIAN,atencion de partos en servicios,nacidos vivos,2014-07-01,75,75
SAN LORENZO(PND),atencion de partos en servicios,nacidos vivos,2014-07-01,4,4
SAN LORENZO(TJA),atencion de partos en servicios,nacidos vivos,2014-07-01,4,4
SAN LUCAS,atencion de partos en servicios,nacidos vivos,2014-07-01,34,34
SAN MATIAS,atencion de partos en servicios,nacidos vivos,2014-07-01,20,20
SAN MIGUEL DE VELASCO,atencion de partos en servicios,nacidos vivos,2014-07-01,6,6
SAN PEDRO,atencion de partos en servicios,nacidos vivos,2014-07-01,13,13
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,nacidos vivos,2014-07-01,27,27
SAN PEDRO DE CURAHUARA,atencion de partos en servicios,nacidos vivos,2014-07-01,1,1
SAN PEDRO DE QUEMES,atencion de partos en servicios,nacidos vivos,2014-07-01,1,1
SAN PEDRO DE TIQUINA,atencion de partos en servicios,nacidos vivos,2014-07-01,3,3
SAN RAFAEL,atencion de partos en servicios,nacidos vivos,2014-07-01,5,5
SAN RAMON BENI,atencion de partos en servicios,nacidos vivos,2014-07-01,4,4
SAN RAMON SCZ,atencion de partos en servicios,nacidos vivos,2014-07-01,12,12
SANTA ANA,atencion de partos en servicios,nacidos vivos,2014-07-01,55,55
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos vivos,2014-07-01,3369,3369
SANTA ROSA,atencion de partos en servicios,nacidos vivos,2014-07-01,11,11
SANTA ROSA DEL SARA,atencion de partos en servicios,nacidos vivos,2014-07-01,12,12
SANTIAGO DE CALLAPA,atencion de partos en servicios,nacidos vivos,2014-07-01,3,3
SANTIAGO DE HUARI,atencion de partos en servicios,nacidos vivos,2014-07-01,14,14
SANTIAGO DE HUATA,atencion de partos en servicios,nacidos vivos,2014-07-01,1,1
SANTIVAÑES,atencion de partos en servicios,nacidos vivos,2014-07-01,3,3
SAPAHAQUI,atencion de partos en servicios,nacidos vivos,2014-07-01,5,5
SENA,atencion de partos en servicios,nacidos vivos,2014-07-01,7,7
SHINAOTA,atencion de partos en servicios,nacidos vivos,2014-07-01,38,38
SICA SICA (VILLA AROMA),atencion de partos en servicios,nacidos vivos,2014-07-01,12,12
SICAYA,atencion de partos en servicios,nacidos vivos,2014-07-01,1,1
SIPE SIPE,atencion de partos en servicios,nacidos vivos,2014-07-01,45,45
SOPACHUY,atencion de partos en servicios,nacidos vivos,2014-07-01,9,9
SORACACHI,atencion de partos en servicios,nacidos vivos,2014-07-01,2,2
SORATA,atencion de partos en servicios,nacidos vivos,2014-07-01,10,10
SUCRE,atencion de partos en servicios,nacidos vivos,2014-07-01,599,599
TACACOMA,atencion de partos en servicios,nacidos vivos,2014-07-01,9,9
TACOBAMBA,atencion de partos en servicios,nacidos vivos,2014-07-01,1,1
TACOPAYA,atencion de partos en servicios,nacidos vivos,2014-07-01,1,1
TAHUA,atencion de partos en servicios,nacidos vivos,2014-07-01,2,2
TAPACARI,atencion de partos en servicios,nacidos vivos,2014-07-01,2,2
TARABUCO,atencion de partos en servicios,nacidos vivos,2014-07-01,20,20
TARACO,atencion de partos en servicios,nacidos vivos,2014-07-01,1,1
TARATA,atencion de partos en servicios,nacidos vivos,2014-07-01,7,7
TARIJA,atencion de partos en servicios,nacidos vivos,2014-07-01,490,490
TARVITA,atencion de partos en servicios,nacidos vivos,2014-07-01,14,14
TEOPONTE,atencion de partos en servicios,nacidos vivos,2014-07-01,13,13
TIAWANACU,atencion de partos en servicios,nacidos vivos,2014-07-01,11,11
TINGUIPAYA,atencion de partos en servicios,nacidos vivos,2014-07-01,2,2
TIPUANI,atencion de partos en servicios,nacidos vivos,2014-07-01,10,10
TIQUIPAYA,atencion de partos en servicios,nacidos vivos,2014-07-01,87,87
TIRAQUE (CBBA),atencion de partos en servicios,nacidos vivos,2014-07-01,26,26
TOCO,atencion de partos en servicios,nacidos vivos,2014-07-01,4,4
TOLATA,atencion de partos en servicios,nacidos vivos,2014-07-01,5,5
TOLEDO,atencion de partos en servicios,nacidos vivos,2014-07-01,1,1
TOMAVE,atencion de partos en servicios,nacidos vivos,2014-07-01,10,10
TOMINA,atencion de partos en servicios,nacidos vivos,2014-07-01,8,8
TORO TORO,atencion de partos en servicios,nacidos vivos,2014-07-01,6,6
TOTORA(CBBA),atencion de partos en servicios,nacidos vivos,2014-07-01,29,29
TOTORA(ORR),atencion de partos en servicios,nacidos vivos,2014-07-01,5,5
TRINIDAD,atencion de partos en servicios,nacidos vivos,2014-07-01,330,330
TUPIZA,atencion de partos en servicios,nacidos vivos,2014-07-01,81,81
TURCO,atencion de partos en servicios,nacidos vivos,2014-07-01,2,2
UMALA,atencion de partos en servicios,nacidos vivos,2014-07-01,2,2
UNCIA,atencion de partos en servicios,nacidos vivos,2014-07-01,36,36
URIONDO (A. CONCEPCION),atencion de partos en servicios,nacidos vivos,2014-07-01,5,5
URUBICHA,atencion de partos en servicios,nacidos vivos,2014-07-01,12,12
UYUNI,atencion de partos en servicios,nacidos vivos,2014-07-01,51,51
VACAS,atencion de partos en servicios,nacidos vivos,2014-07-01,7,7
VALLEGRANDE,atencion de partos en servicios,nacidos vivos,2014-07-01,33,33
VIACHA,atencion de partos en servicios,nacidos vivos,2014-07-01,48,48
VILA VILA,atencion de partos en servicios,nacidos vivos,2014-07-01,1,1
VILLA CHARCAS,atencion de partos en servicios,nacidos vivos,2014-07-01,10,10
VILLA MONTES,atencion de partos en servicios,nacidos vivos,2014-07-01,82,82
VILLA RIVERO,atencion de partos en servicios,nacidos vivos,2014-07-01,6,6
VILLA SERRANO,atencion de partos en servicios,nacidos vivos,2014-07-01,6,6
VILLA TUNARI,atencion de partos en servicios,nacidos vivos,2014-07-01,158,158
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,nacidos vivos,2014-07-01,3,3
VILLAZON,atencion de partos en servicios,nacidos vivos,2014-07-01,56,56
VINTO,atencion de partos en servicios,nacidos vivos,2014-07-01,91,91
VITICHI,atencion de partos en servicios,nacidos vivos,2014-07-01,9,9
WARNES,atencion de partos en servicios,nacidos vivos,2014-07-01,129,129
YACO,atencion de partos en servicios,nacidos vivos,2014-07-01,2,2
YACUIBA,atencion de partos en servicios,nacidos vivos,2014-07-01,190,190
YAMPARAEZ,atencion de partos en servicios,nacidos vivos,2014-07-01,10,10
YANACACHI,atencion de partos en servicios,nacidos vivos,2014-07-01,3,3
YAPACANI,atencion de partos en servicios,nacidos vivos,2014-07-01,86,86
YOCALLA,atencion de partos en servicios,nacidos vivos,2014-07-01,2,2
YOTALA,atencion de partos en servicios,nacidos vivos,2014-07-01,5,5
YUNCHARA,atencion de partos en servicios,nacidos vivos,2014-07-01,3,3
ZUDAÑEZ,atencion de partos en servicios,nacidos vivos,2014-07-01,6,6
ACACIO,atencion de partos en servicios,nacidos vivos,2014-08-01,3,3
ACHACACHI,atencion de partos en servicios,nacidos vivos,2014-08-01,28,28
ACHOCALLA,atencion de partos en servicios,nacidos vivos,2014-08-01,6,6
AIQUILE,atencion de partos en servicios,nacidos vivos,2014-08-01,36,36
ALCALA,atencion de partos en servicios,nacidos vivos,2014-08-01,3,3
ALTO BENI,atencion de partos en servicios,nacidos vivos,2014-08-01,10,10
ANCORAIMES,atencion de partos en servicios,nacidos vivos,2014-08-01,3,3
ANZALDO,atencion de partos en servicios,nacidos vivos,2014-08-01,5,5
APOLO,atencion de partos en servicios,nacidos vivos,2014-08-01,14,14
ARAMPAMPA,atencion de partos en servicios,nacidos vivos,2014-08-01,2,2
ARANI,atencion de partos en servicios,nacidos vivos,2014-08-01,6,6
ARBIETO,atencion de partos en servicios,nacidos vivos,2014-08-01,15,15
ARQUE,atencion de partos en servicios,nacidos vivos,2014-08-01,7,7
ASCENCION DE GUARAYOS,atencion de partos en servicios,nacidos vivos,2014-08-01,63,63
ATOCHA,atencion de partos en servicios,nacidos vivos,2014-08-01,16,16
AYATA,atencion de partos en servicios,nacidos vivos,2014-08-01,3,3
AYO AYO,atencion de partos en servicios,nacidos vivos,2014-08-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,nacidos vivos,2014-08-01,16,16
AZURDUY,atencion de partos en servicios,nacidos vivos,2014-08-01,10,10
BATALLAS,atencion de partos en servicios,nacidos vivos,2014-08-01,7,7
BAURES,atencion de partos en servicios,nacidos vivos,2014-08-01,6,6
BELEN DE ANDAMARCA,atencion de partos en servicios,nacidos vivos,2014-08-01,2,2
BELLA FLOR,atencion de partos en servicios,nacidos vivos,2014-08-01,1,1
BERMEJO,atencion de partos en servicios,nacidos vivos,2014-08-01,49,49
BETANZOS,atencion de partos en servicios,nacidos vivos,2014-08-01,31,31
BOLPEBRA,atencion de partos en servicios,nacidos vivos,2014-08-01,2,2
BOYUIBE,atencion de partos en servicios,nacidos vivos,2014-08-01,4,4
BUENA VISTA,atencion de partos en servicios,nacidos vivos,2014-08-01,5,5
CABEZAS,atencion de partos en servicios,nacidos vivos,2014-08-01,22,22
CAIROMA,atencion de partos en servicios,nacidos vivos,2014-08-01,7,7
"CAIZA ""D""",atencion de partos en servicios,nacidos vivos,2014-08-01,3,3
CAJUATA,atencion de partos en servicios,nacidos vivos,2014-08-01,10,10
CALACOTO,atencion de partos en servicios,nacidos vivos,2014-08-01,1,1
CALAMARCA,atencion de partos en servicios,nacidos vivos,2014-08-01,5,5
CAMARGO,atencion de partos en servicios,nacidos vivos,2014-08-01,26,26
CAMIRI,atencion de partos en servicios,nacidos vivos,2014-08-01,86,86
CAPINOTA,atencion de partos en servicios,nacidos vivos,2014-08-01,17,17
CAQUIAVIRI,atencion de partos en servicios,nacidos vivos,2014-08-01,1,1
CARACOLLO,atencion de partos en servicios,nacidos vivos,2014-08-01,18,18
CARANAVI,atencion de partos en servicios,nacidos vivos,2014-08-01,97,97
CARAPARI,atencion de partos en servicios,nacidos vivos,2014-08-01,9,9
CARIPUYO,atencion de partos en servicios,nacidos vivos,2014-08-01,6,6
CARMEN RIVERO TORREZ,atencion de partos en servicios,nacidos vivos,2014-08-01,2,2
CHALLAPATA,atencion de partos en servicios,nacidos vivos,2014-08-01,56,56
CHAQUI,atencion de partos en servicios,nacidos vivos,2014-08-01,6,6
CHARAGUA,atencion de partos en servicios,nacidos vivos,2014-08-01,41,41
CHAYANTA,atencion de partos en servicios,nacidos vivos,2014-08-01,10,10
CHIMORE,atencion de partos en servicios,nacidos vivos,2014-08-01,3,3
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,nacidos vivos,2014-08-01,36,36
CHUMA,atencion de partos en servicios,nacidos vivos,2014-08-01,2,2
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,nacidos vivos,2014-08-01,16,16
CKOCHAS,atencion de partos en servicios,nacidos vivos,2014-08-01,4,4
CLIZA,atencion de partos en servicios,nacidos vivos,2014-08-01,42,42
COBIJA,atencion de partos en servicios,nacidos vivos,2014-08-01,152,152
COCAPATA,atencion de partos en servicios,nacidos vivos,2014-08-01,7,7
COCHABAMBA,atencion de partos en servicios,nacidos vivos,2014-08-01,1492,1492
COIPASA,atencion de partos en servicios,nacidos vivos,2014-08-01,1,1
COLCAPIRHUA,atencion de partos en servicios,nacidos vivos,2014-08-01,31,31
"COLCHA ""K""",atencion de partos en servicios,nacidos vivos,2014-08-01,10,10
COLLANA,atencion de partos en servicios,nacidos vivos,2014-08-01,1,1
COLOMI,atencion de partos en servicios,nacidos vivos,2014-08-01,23,23
COLPA BELGICA,atencion de partos en servicios,nacidos vivos,2014-08-01,1,1
COLQUECHACA,atencion de partos en servicios,nacidos vivos,2014-08-01,15,15
COLQUENCHA,atencion de partos en servicios,nacidos vivos,2014-08-01,2,2
COLQUIRI,atencion de partos en servicios,nacidos vivos,2014-08-01,7,7
COMARAPA,atencion de partos en servicios,nacidos vivos,2014-08-01,17,17
CONCEPCION,atencion de partos en servicios,nacidos vivos,2014-08-01,24,24
COPACABANA,atencion de partos en servicios,nacidos vivos,2014-08-01,8,8
CORIPATA,atencion de partos en servicios,nacidos vivos,2014-08-01,12,12
COROICO,atencion de partos en servicios,nacidos vivos,2014-08-01,39,39
CORQUE,atencion de partos en servicios,nacidos vivos,2014-08-01,2,2
COTAGAITA,atencion de partos en servicios,nacidos vivos,2014-08-01,20,20
COTOCA,atencion de partos en servicios,nacidos vivos,2014-08-01,68,68
CUATRO CAÑADAS,atencion de partos en servicios,nacidos vivos,2014-08-01,21,21
CUEVO,atencion de partos en servicios,nacidos vivos,2014-08-01,1,1
CULPINA,atencion de partos en servicios,nacidos vivos,2014-08-01,18,18
CURAHUARA DE CARANGAS,atencion de partos en servicios,nacidos vivos,2014-08-01,6,6
DESAGUADERO,atencion de partos en servicios,nacidos vivos,2014-08-01,10,10
EL ALTO,atencion de partos en servicios,nacidos vivos,2014-08-01,1193,1193
EL PUENTE(STC),atencion de partos en servicios,nacidos vivos,2014-08-01,9,9
EL PUENTE(TJA),atencion de partos en servicios,nacidos vivos,2014-08-01,17,17
EL TORNO,atencion de partos en servicios,nacidos vivos,2014-08-01,108,108
EL VILLAR,atencion de partos en servicios,nacidos vivos,2014-08-01,2,2
ENTRE RIOS TRJ,atencion de partos en servicios,nacidos vivos,2014-08-01,24,24
ENTRE RIOS CBBA,atencion de partos en servicios,nacidos vivos,2014-08-01,31,31
ESCOMA,atencion de partos en servicios,nacidos vivos,2014-08-01,12,12
EUCALIPTUS,atencion de partos en servicios,nacidos vivos,2014-08-01,3,3
EXALTACION,atencion de partos en servicios,nacidos vivos,2014-08-01,1,1
FERNANDEZ ALONSO,atencion de partos en servicios,nacidos vivos,2014-08-01,9,9
GENERAL SAAVEDRA,atencion de partos en servicios,nacidos vivos,2014-08-01,15,15
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicios,nacidos vivos,2014-08-01,2,2
GUANAY,atencion de partos en servicios,nacidos vivos,2014-08-01,15,15
GUAQUI,atencion de partos en servicios,nacidos vivos,2014-08-01,2,2
GUAYARAMERIN,atencion de partos en servicios,nacidos vivos,2014-08-01,113,113
GUTIERREZ,atencion de partos en servicios,nacidos vivos,2014-08-01,13,13
HUACARETA,atencion de partos en servicios,nacidos vivos,2014-08-01,14,14
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicios,nacidos vivos,2014-08-01,2,2
HUACHACALLA,atencion de partos en servicios,nacidos vivos,2014-08-01,1,1
HUANUNI,atencion de partos en servicios,nacidos vivos,2014-08-01,32,32
HUARACAJE,atencion de partos en servicios,nacidos vivos,2014-08-01,4,4
HUARINA,atencion de partos en servicios,nacidos vivos,2014-08-01,2,2
HUATAJATA,atencion de partos en servicios,nacidos vivos,2014-08-01,1,1
HUAYLLAMARCA,atencion de partos en servicios,nacidos vivos,2014-08-01,3,3
HUMANATA,atencion de partos en servicios,nacidos vivos,2014-08-01,1,1
ICLA,atencion de partos en servicios,nacidos vivos,2014-08-01,7,7
INCAHUASI,atencion de partos en servicios,nacidos vivos,2014-08-01,10,10
INGAVI (HUMAITA),atencion de partos en servicios,nacidos vivos,2014-08-01,1,1
INQUISIVI,atencion de partos en servicios,nacidos vivos,2014-08-01,7,7
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,nacidos vivos,2014-08-01,6,6
IXIAMAS,atencion de partos en servicios,nacidos vivos,2014-08-01,3,3
JESUS DE MACHACA,atencion de partos en servicios,nacidos vivos,2014-08-01,11,11
LA ASUNTA,atencion de partos en servicios,nacidos vivos,2014-08-01,51,51
LA GUARDIA,atencion de partos en servicios,nacidos vivos,2014-08-01,59,59
LA PAZ,atencion de partos en servicios,nacidos vivos,2014-08-01,1679,1679
LAGUNILLAS,atencion de partos en servicios,nacidos vivos,2014-08-01,5,5
LAJA,atencion de partos en servicios,nacidos vivos,2014-08-01,12,12
LAS CARRERAS,atencion de partos en servicios,nacidos vivos,2014-08-01,3,3
LICOMA PAMPA,atencion de partos en servicios,nacidos vivos,2014-08-01,1,1
LLALLAGUA,atencion de partos en servicios,nacidos vivos,2014-08-01,71,71
LLICA,atencion de partos en servicios,nacidos vivos,2014-08-01,5,5
MACHACAMARCA,atencion de partos en servicios,nacidos vivos,2014-08-01,1,1
MACHARETI,atencion de partos en servicios,nacidos vivos,2014-08-01,3,3
MAGDALENA,atencion de partos en servicios,nacidos vivos,2014-08-01,17,17
MAIRANA,atencion de partos en servicios,nacidos vivos,2014-08-01,26,26
MAPIRI,atencion de partos en servicios,nacidos vivos,2014-08-01,21,21
MECAPACA,atencion de partos en servicios,nacidos vivos,2014-08-01,4,4
MINEROS,atencion de partos en servicios,nacidos vivos,2014-08-01,14,14
MIZQUE,atencion de partos en servicios,nacidos vivos,2014-08-01,32,32
MOCOMOCO,atencion de partos en servicios,nacidos vivos,2014-08-01,2,2
MOJOCOYA,atencion de partos en servicios,nacidos vivos,2014-08-01,9,9
MONTEAGUDO,atencion de partos en servicios,nacidos vivos,2014-08-01,56,56
MONTERO,atencion de partos en servicios,nacidos vivos,2014-08-01,226,226
MORO MORO,atencion de partos en servicios,nacidos vivos,2014-08-01,2,2
MOROCHATA,atencion de partos en servicios,nacidos vivos,2014-08-01,4,4
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicios,nacidos vivos,2014-08-01,2,2
OCURI,atencion de partos en servicios,nacidos vivos,2014-08-01,5,5
OKINAWA,atencion de partos en servicios,nacidos vivos,2014-08-01,16,16
OMEREQUE,atencion de partos en servicios,nacidos vivos,2014-08-01,4,4
ORURO,atencion de partos en servicios,nacidos vivos,2014-08-01,685,685
PADCAYA,atencion de partos en servicios,nacidos vivos,2014-08-01,13,13
PADILLA,atencion de partos en servicios,nacidos vivos,2014-08-01,18,18
PAILON,atencion de partos en servicios,nacidos vivos,2014-08-01,32,32
PALCA,atencion de partos en servicios,nacidos vivos,2014-08-01,6,6
PALOS BLANCOS,atencion de partos en servicios,nacidos vivos,2014-08-01,36,36
PAMPA GRANDE,atencion de partos en servicios,nacidos vivos,2014-08-01,3,3
PAPEL PAMPA,atencion de partos en servicios,nacidos vivos,2014-08-01,5,5
PASORAPA,atencion de partos en servicios,nacidos vivos,2014-08-01,4,4
PATACAMAYA,atencion de partos en servicios,nacidos vivos,2014-08-01,21,21
PAZÑA,atencion de partos en servicios,nacidos vivos,2014-08-01,4,4
PELECHUCO,atencion de partos en servicios,nacidos vivos,2014-08-01,3,3
POCOATA,atencion de partos en servicios,nacidos vivos,2014-08-01,6,6
POCONA,atencion de partos en servicios,nacidos vivos,2014-08-01,10,10
POJO (CBBA),atencion de partos en servicios,nacidos vivos,2014-08-01,20,20
POOPO,atencion de partos en servicios,nacidos vivos,2014-08-01,1,1
PORCO,atencion de partos en servicios,nacidos vivos,2014-08-01,12,12
POROMA,atencion de partos en servicios,nacidos vivos,2014-08-01,8,8
PORONGO,atencion de partos en servicios,nacidos vivos,2014-08-01,3,3
PORTACHUELO,atencion de partos en servicios,nacidos vivos,2014-08-01,41,41
PORVENIR,atencion de partos en servicios,nacidos vivos,2014-08-01,5,5
POTOSI,atencion de partos en servicios,nacidos vivos,2014-08-01,455,455
PRESTO,atencion de partos en servicios,nacidos vivos,2014-08-01,5,5
PUCARANI,atencion de partos en servicios,nacidos vivos,2014-08-01,14,14
PUERTO ACOSTA,atencion de partos en servicios,nacidos vivos,2014-08-01,4,4
PUERTO CARABUCO,atencion de partos en servicios,nacidos vivos,2014-08-01,3,3
PUERTO GONZALO MORENO,atencion de partos en servicios,nacidos vivos,2014-08-01,9,9
PUERTO PEREZ,atencion de partos en servicios,nacidos vivos,2014-08-01,1,1
PUERTO QUIJARRO,atencion de partos en servicios,nacidos vivos,2014-08-01,27,27
PUERTO RICO,atencion de partos en servicios,nacidos vivos,2014-08-01,10,10
PUERTO SUAREZ,atencion de partos en servicios,nacidos vivos,2014-08-01,42,42
PUERTO VILLARROEL,atencion de partos en servicios,nacidos vivos,2014-08-01,129,129
PUNA,atencion de partos en servicios,nacidos vivos,2014-08-01,13,13
PUNATA,atencion de partos en servicios,nacidos vivos,2014-08-01,68,68
QUIABAYA,atencion de partos en servicios,nacidos vivos,2014-08-01,7,7
QUILLACOLLO,atencion de partos en servicios,nacidos vivos,2014-08-01,188,188
QUIME,atencion de partos en servicios,nacidos vivos,2014-08-01,5,5
RAVELO,atencion de partos en servicios,nacidos vivos,2014-08-01,12,12
REYES,atencion de partos en servicios,nacidos vivos,2014-08-01,16,16
RIBERALTA,atencion de partos en servicios,nacidos vivos,2014-08-01,259,259
ROBORE,atencion de partos en servicios,nacidos vivos,2014-08-01,16,16
RURRENABAQUE,atencion de partos en servicios,nacidos vivos,2014-08-01,53,53
SABAYA,atencion de partos en servicios,nacidos vivos,2014-08-01,1,1
SACABA,atencion de partos en servicios,nacidos vivos,2014-08-01,188,188
SACABAMBA,atencion de partos en servicios,nacidos vivos,2014-08-01,2,2
SACACA,atencion de partos en servicios,nacidos vivos,2014-08-01,14,14
SAIPINA,atencion de partos en servicios,nacidos vivos,2014-08-01,7,7
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,nacidos vivos,2014-08-01,8,8
SAMAIPATA,atencion de partos en servicios,nacidos vivos,2014-08-01,9,9
SAN ANDRES,atencion de partos en servicios,nacidos vivos,2014-08-01,6,6
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,nacidos vivos,2014-08-01,6,6
SAN BENITO,atencion de partos en servicios,nacidos vivos,2014-08-01,4,4
SAN BORJA,atencion de partos en servicios,nacidos vivos,2014-08-01,84,84
SAN BUENA VENTURA,atencion de partos en servicios,nacidos vivos,2014-08-01,13,13
SAN CARLOS,atencion de partos en servicios,nacidos vivos,2014-08-01,35,35
SAN IGNACIO,atencion de partos en servicios,nacidos vivos,2014-08-01,38,38
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos vivos,2014-08-01,114,114
SAN JAVIER(BNI),atencion de partos en servicios,nacidos vivos,2014-08-01,2,2
SAN JAVIER(STC),atencion de partos en servicios,nacidos vivos,2014-08-01,25,25
SAN JOAQUIN,atencion de partos en servicios,nacidos vivos,2014-08-01,10,10
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,nacidos vivos,2014-08-01,39,39
SAN JUAN DE YAPACANI,atencion de partos en servicios,nacidos vivos,2014-08-01,6,6
SAN JULIAN,atencion de partos en servicios,nacidos vivos,2014-08-01,82,82
SAN LORENZO(PND),atencion de partos en servicios,nacidos vivos,2014-08-01,2,2
SAN LORENZO(TJA),atencion de partos en servicios,nacidos vivos,2014-08-01,7,7
SAN LUCAS,atencion de partos en servicios,nacidos vivos,2014-08-01,27,27
SAN MATIAS,atencion de partos en servicios,nacidos vivos,2014-08-01,19,19
SAN MIGUEL DE VELASCO,atencion de partos en servicios,nacidos vivos,2014-08-01,13,13
SAN PEDRO,atencion de partos en servicios,nacidos vivos,2014-08-01,18,18
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,nacidos vivos,2014-08-01,18,18
SAN PEDRO DE CURAHUARA,atencion de partos en servicios,nacidos vivos,2014-08-01,2,2
SAN PEDRO DE QUEMES,atencion de partos en servicios,nacidos vivos,2014-08-01,1,1
SAN PEDRO DE TIQUINA,atencion de partos en servicios,nacidos vivos,2014-08-01,2,2
SAN RAFAEL,atencion de partos en servicios,nacidos vivos,2014-08-01,2,2
SAN RAMON BENI,atencion de partos en servicios,nacidos vivos,2014-08-01,10,10
SAN RAMON SCZ,atencion de partos en servicios,nacidos vivos,2014-08-01,14,14
SANTA ANA,atencion de partos en servicios,nacidos vivos,2014-08-01,30,30
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos vivos,2014-08-01,3354,3354
SANTA ROSA,atencion de partos en servicios,nacidos vivos,2014-08-01,11,11
SANTA ROSA DEL SARA,atencion de partos en servicios,nacidos vivos,2014-08-01,9,9
SANTIAGO DE CALLAPA,atencion de partos en servicios,nacidos vivos,2014-08-01,3,3
SANTIAGO DE HUARI,atencion de partos en servicios,nacidos vivos,2014-08-01,6,6
SANTIAGO DE HUATA,atencion de partos en servicios,nacidos vivos,2014-08-01,3,3
SANTIAGO DE MACHACA,atencion de partos en servicios,nacidos vivos,2014-08-01,3,3
SANTIVAÑES,atencion de partos en servicios,nacidos vivos,2014-08-01,4,4
SAPAHAQUI,atencion de partos en servicios,nacidos vivos,2014-08-01,5,5
