,group,variable,month,SRP 2DA. DOSIS DENTRO,SRP 2DA. DOSIS DENTRO,SRP 2DA. DOSIS FUERA,SRP 2DA. DOSIS FUERA,TOTALES,TOTALES,TOTALES
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-07-01,2,1,6,2,8,3,11
TAPACARI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-07-01,10,15,3,5,13,20,33
TARABUCO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-07-01,9,13,4,6,13,19,32
TARACO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-07-01,2,1,0,0,2,1,3
TARATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-07-01,4,2,2,1,6,3,9
TARIJA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-07-01,65,57,12,7,77,64,141
TARVITA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-07-01,1,2,1,2,2,4,6
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-07-01,4,2,5,0,9,2,11
TIAHUANACU,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-07-01,8,7,0,2,8,9,17
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-07-01,3,2,8,6,11,8,19
TIPUANI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-07-01,6,4,3,3,9,7,16
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-07-01,15,15,9,5,24,20,44
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-07-01,7,7,11,7,18,14,32
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-07-01,1,1,0,1,1,2,3
TOCO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-07-01,6,3,4,1,10,4,14
TOLATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-07-01,1,0,2,1,3,1,4
TOLEDO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-07-01,0,1,0,0,0,1,1
TOMINA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-07-01,2,2,1,3,3,5,8
TORO TORO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-07-01,1,5,5,3,6,8,14
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-07-01,9,10,4,5,13,15,28
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-07-01,0,0,1,0,1,0,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-07-01,29,32,4,3,33,35,68
TUPIZA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-07-01,14,15,2,0,16,15,31
TURCO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-07-01,1,0,0,0,1,0,1
UMALA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-07-01,1,2,1,1,2,3,5
UNCIA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-07-01,10,5,2,2,12,7,19
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-07-01,4,5,1,0,5,5,10
URUBICHA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-07-01,4,2,0,0,4,2,6
UYUNI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-07-01,13,12,0,0,13,12,25
VACAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-07-01,1,0,6,2,7,2,9
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-07-01,3,4,0,0,3,4,7
VIACHA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-07-01,24,18,8,10,32,28,60
VILA VILA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-07-01,0,0,1,3,1,3,4
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-07-01,6,3,2,0,8,3,11
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-07-01,14,22,5,4,19,26,45
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-07-01,2,0,1,1,3,1,4
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-07-01,0,2,0,0,0,2,2
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-07-01,0,6,0,0,0,6,6
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-07-01,60,53,8,6,68,59,127
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-07-01,6,4,0,0,6,4,10
VILLAZON,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-07-01,13,12,4,1,17,13,30
VINTO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-07-01,14,8,19,6,33,14,47
VITICHI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-07-01,5,4,0,0,5,4,9
WARNES,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-07-01,14,11,0,1,14,12,26
YACO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-07-01,2,1,0,0,2,1,3
YACUIBA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-07-01,28,23,3,3,31,26,57
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-07-01,3,0,2,1,5,1,6
YANACACHI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-07-01,0,0,0,1,0,1,1
YAPACANI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-07-01,15,21,11,20,26,41,67
YOCALLA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-07-01,1,0,1,0,2,0,2
YOTALA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-07-01,4,3,3,3,7,6,13
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-07-01,1,2,0,1,1,3,4
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-07-01,2,1,3,1,5,2,7
ACACIO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,4,1,1,2,5,3,8
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,8,12,3,2,11,14,25
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,18,12,0,0,18,12,30
AIQUILE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,4,8,5,3,9,11,20
ALALAY,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,0,2,2,0,2,2,4
ALCALA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,0,0,2,2,2,2,4
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,7,7,2,2,9,9,18
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,8,5,0,1,8,6,14
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,3,2,2,0,5,2,7
ANZALDO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,1,1,0,0,1,1,2
APOLO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,5,5,4,6,9,11,20
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,3,0,0,0,3,0,3
ARANI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,0,1,7,2,7,3,10
ARBIETO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,3,14,1,6,4,20,24
ARQUE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,4,4,2,2,6,6,12
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,25,20,0,0,25,20,45
ATOCHA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,2,2,0,2,2,4,6
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,6,2,0,0,6,2,8
AYATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,3,3,1,0,4,3,7
AYO AYO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,6,2,0,0,6,2,8
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,6,12,9,9,15,21,36
AZURDUY,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,5,1,1,1,6,2,8
BATALLAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,12,6,0,0,12,6,18
BAURES,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,2,2,0,0,2,2,4
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,0,0,0,1,0,1,1
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,0,0,2,2,2,2,4
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,3,3,0,1,3,4,7
BERMEJO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,14,17,4,2,18,19,37
BETANZOS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,14,9,4,2,18,11,29
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,2,1,1,0,3,1,4
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,32,14,0,1,32,15,47
CABEZAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,11,16,8,6,19,22,41
CAIROMA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,7,3,0,0,7,3,10
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,3,1,1,0,4,1,5
CAJUATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,4,9,0,0,4,9,13
CALACOTO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,0,0,0,1,0,1,1
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,4,7,0,0,4,7,11
CAMARGO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,10,3,2,2,12,5,17
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,2,0,0,0,2,0,2
CAMIRI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,12,8,2,1,14,9,23
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,4,6,0,0,4,6,10
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,9,8,1,0,10,8,18
CARANAVI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,33,27,0,0,33,27,60
CARAPARI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,5,3,0,0,5,3,8
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,3,4,2,1,5,5,10
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,1,6,5,5,6,11,17
CATACORA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,1,0,0,0,1,0,1
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,0,1,0,0,0,1,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,10,14,7,1,17,15,32
CHAQUI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,3,3,0,0,3,3,6
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,1,5,5,3,6,8,14
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,1,1,2,2,3,3,6
CHIMORE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,7,14,7,5,14,19,33
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,1,0,0,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,4,5,0,0,4,5,9
CHUMA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,2,5,0,1,2,6,8
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,3,2,1,1,4,3,7
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,4,11,0,4,4,15,19
CLIZA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,11,12,1,1,12,13,25
COBIJA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,22,18,16,11,38,29,67
COCAPATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,7,4,5,5,12,9,21
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,233,226,16,14,249,240,489
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,15,19,5,2,20,21,41
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,6,5,3,1,9,6,15
COLLANA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,1,0,0,1,1,1,2
COLOMI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,11,11,3,2,14,13,27
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,0,3,0,0,0,3,3
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,4,4,4,4,8,8,16
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,6,6,0,0,6,6,12
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,7,1,3,5,10,6,16
COMARAPA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,6,8,0,0,6,8,14
COMBAYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,0,0,2,2,2,2,4
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,9,19,3,7,12,26,38
COPACABANA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,0,3,0,1,0,4,4
CORIPATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,10,7,0,0,10,7,17
CORO CORO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,1,3,0,3,1,6,7
COROICO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,0,2,3,1,3,3,6
CORQUE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,2,1,0,1,2,2,4
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,4,4,0,1,4,5,9
COTOCA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,28,24,3,3,31,27,58
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,9,11,3,2,12,13,25
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,2,1,0,2,2,3,5
CUEVO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,0,1,1,1,1,2,3
CULPINA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,6,5,1,2,7,7,14
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,0,2,0,0,0,2,2
CURVA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,2,1,0,2,2,3,5
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,1,1,0,3,1,4,5
EL ALTO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,265,234,121,106,386,340,726
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,4,2,2,3,6,5,11
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,4,1,0,0,4,1,5
EL TORNO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,38,43,4,2,42,45,87
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,0,3,1,1,1,4,5
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,14,14,3,3,17,17,34
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,24,28,3,1,27,29,56
ESCOMA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,4,1,2,1,6,2,8
ESMERALDA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,0,1,0,0,0,1,1
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,7,2,0,1,7,3,10
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,1,0,0,0,1,0,1
EXALTACION,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,0,0,1,2,1,2,3
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,5,7,1,2,6,9,15
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,3,3,5,3,8,6,14
GAIOC JATUN AYLLU YURA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,0,0,0,1,0,1,1
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,7,8,2,0,9,8,17
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,5,6,1,1,6,7,13
GUANAY,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,6,6,4,5,10,11,21
GUAQUI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,2,1,0,0,2,1,3
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,24,17,9,7,33,24,57
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,8,6,0,0,8,6,14
HUACARETA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,5,3,0,1,5,4,9
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,1,2,0,2,1,4,5
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,0,1,0,0,0,1,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,2,3,2,1,4,4,8
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,1,0,0,1,1,1,2
HUARINA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,4,1,1,0,5,1,6
HUATAJATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,0,0,1,0,1,0,1
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,4,1,0,0,4,1,5
HUMANATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,0,0,1,0,1,0,1
ICHOCA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,1,0,2,2,3,2,5
ICLA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,1,2,2,4,3,6,9
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,6,3,3,4,9,7,16
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,1,0,1,0,2,0,2
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,3,5,2,1,5,6,11
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,11,2,0,1,11,3,14
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,3,4,2,1,5,5,10
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,4,8,1,1,5,9,14
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,21,18,5,4,26,22,48
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,68,53,5,6,73,59,132
LA PAZ,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,186,185,7,9,193,194,387
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,1,1,0,1,1,2,3
LAJA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,5,9,2,2,7,11,18
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,1,2,1,0,2,2,4
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,1,0,0,0,1,0,1
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,15,13,17,12,32,25,57
LLICA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,1,1,0,1,1,2,3
LORETO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,3,3,0,0,3,3,6
LURIBAY,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,0,4,1,1,1,5,6
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,0,2,0,1,0,3,3
MACHARETI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,4,2,1,1,5,3,8
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,4,1,9,10,13,11,24
MAIRANA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,4,2,0,0,4,2,6
MAPIRI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,11,10,0,0,11,10,21
MECAPACA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,1,3,0,0,1,3,4
MINEROS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,11,3,3,0,14,3,17
MIZQUE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,10,10,2,2,12,12,24
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,6,3,6,7,12,10,22
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,5,1,0,0,5,1,6
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,8,6,0,0,8,6,14
MONTERO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,53,34,6,10,59,44,103
MORO MORO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,1,0,0,0,1,0,1
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,2,2,5,6,7,8,15
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,1,1,2,0,3,1,4
NAZACARA DE PACAJES,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,1,1,0,0,1,1,2
OCURI,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,1,0,0,0,1,0,1
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,3,1,4,4,7,5,12
ORURO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,141,144,3,10,144,154,298
PADCAYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,12,9,0,2,12,11,23
PADILLA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,9,3,0,1,9,4,13
PAILON,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,3,3,2,5,5,8,13
PALCA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,2,3,1,0,3,3,6
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,25,15,1,3,26,18,44
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,1,2,0,0,1,2,3
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,1,2,0,0,1,2,3
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,3,0,0,0,3,0,3
PASORAPA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,1,1,0,2,1,3,4
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,11,4,0,1,11,5,16
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,3,3,0,1,3,4,7
POCOATA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,5,2,4,3,9,5,14
POCONA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,2,2,2,2,4,4,8
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,5,5,2,2,7,7,14
POOPO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,3,2,0,0,3,2,5
PORCO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,4,1,0,0,4,1,5
POROMA,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,5,2,7,4,12,6,18
PORONGO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,6,4,1,0,7,4,11
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,11,6,0,0,11,6,17
PORVENIR,vacunaciones en ninos de 12 a 23 meses,srp 2da. dosis,2022-08-01,2,1,0,2,2,3,5
