,group,variable,month,PENTAVALENTE 4TA. DOSIS DENTRO,PENTAVALENTE 4TA. DOSIS DENTRO,PENTAVALENTE 4TA. DOSIS FUERA,PENTAVALENTE 4TA. DOSIS FUERA,TOTALES,TOTALES,TOTALES
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,0,1,0,0,0,1,1
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,1,0,0,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,5,3,0,0,5,3,8
CHUMA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,1,1,2,0,3,1,4
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,3,1,3,1,6,2,8
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,8,6,3,3,11,9,20
CLIZA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,10,10,2,0,12,10,22
COBIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,27,16,10,12,37,28,65
COCAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,10,7,7,10,17,17,34
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,298,270,13,7,311,277,588
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,15,20,2,3,17,23,40
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,7,5,2,1,9,6,15
COLLANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,2,0,0,0,2,0,2
COLOMI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,16,9,1,2,17,11,28
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,1,3,0,0,1,3,4
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,3,4,6,1,9,5,14
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,3,3,0,0,3,3,6
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,5,5,4,1,9,6,15
COMANCHE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,2,1,0,0,2,1,3
COMARAPA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,10,12,0,0,10,12,22
COMBAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,0,1,0,0,0,1,1
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,14,7,7,7,21,14,35
COPACABANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,2,4,3,4,5,8,13
CORIPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,4,7,0,2,4,9,13
CORO CORO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,3,0,2,3,5,3,8
COROICO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,7,7,0,3,7,10,17
CORQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,4,1,1,0,5,1,6
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,4,11,3,1,7,12,19
COTOCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,38,32,7,2,45,34,79
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,6,7,1,4,7,11,18
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,1,0,0,0,1,0,1
CUEVO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,1,2,0,3,1,5,6
CULPINA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,4,7,4,1,8,8,16
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,3,0,0,0,3,0,3
CURVA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,2,1,2,0,4,1,5
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,1,1,0,0,1,1,2
EL ALTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,290,284,115,115,405,399,804
EL CHORO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,0,0,0,1,0,1,1
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,5,2,3,1,8,3,11
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,6,4,2,1,8,5,13
EL TORNO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,36,31,2,3,38,34,72
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,0,0,1,1,1,1,2
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,4,8,1,2,5,10,15
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,28,21,3,1,31,22,53
ESCOMA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,0,1,0,4,0,5,5
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,4,4,0,0,4,4,8
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,0,1,2,2,2,3,5
EXALTACION,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,1,1,1,0,2,1,3
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,2,3,4,2,6,5,11
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,4,1,3,6,7,7,14
GAIOC JATUN AYLLU YURA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,2,1,2,0,4,1,5
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,5,4,0,2,5,6,11
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,8,4,1,1,9,5,14
GUANAY,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,5,2,2,2,7,4,11
GUAQUI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,4,1,0,0,4,1,5
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,12,16,0,0,12,16,28
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,8,5,2,2,10,7,17
HUACARETA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,2,4,2,0,4,4,8
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,0,1,0,0,0,1,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,4,3,4,2,8,5,13
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,0,1,0,0,0,1,1
HUARINA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,2,0,2,0,4,0,4
HUATAJATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,1,1,1,0,2,1,3
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,0,1,0,0,0,1,1
HUMANATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,2,1,1,2,3,3,6
ICHOCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,2,2,3,5,5,7,12
ICLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,4,2,5,0,9,2,11
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,6,5,6,1,12,6,18
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,1,2,0,0,1,2,3
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,4,5,3,2,7,7,14
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,4,6,1,2,5,8,13
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,2,2,1,2,3,4,7
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,1,8,0,1,1,9,10
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,33,21,4,0,37,21,58
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,54,60,4,2,58,62,120
LA PAZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,265,253,7,10,272,263,535
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,1,1,3,0,4,1,5
LAJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,3,6,0,0,3,6,9
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,1,0,1,0,2,0,2
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,1,2,1,0,2,2,4
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,13,11,23,17,36,28,64
LLICA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,3,0,3,1,6,1,7
LORETO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,2,0,0,0,2,0,2
LURIBAY,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,4,4,0,0,4,4,8
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,1,1,0,1,1,2,3
MACHARETI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,2,2,2,1,4,3,7
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,4,4,0,0,4,4,8
MAIRANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,4,3,0,2,4,5,9
MAPIRI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,11,9,2,1,13,10,23
MECAPACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,4,6,1,3,5,9,14
MINEROS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,8,7,0,0,8,7,15
MIZQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,9,13,1,0,10,13,23
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,4,3,1,0,5,3,8
MOJINETE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,1,0,0,1,1,1,2
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,6,3,2,0,8,3,11
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,18,17,0,1,18,18,36
MONTERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,50,69,15,18,65,87,152
MORO MORO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,0,0,0,2,0,2,2
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,5,2,9,6,14,8,22
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,0,3,1,0,1,3,4
NAZACARA DE PACAJES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,0,1,0,0,0,1,1
OCURI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,2,5,3,2,5,7,12
OKINAWA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,6,7,0,1,6,8,14
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,1,0,2,0,3,0,3
ORURO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,115,117,1,1,116,118,234
PADCAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,8,5,1,0,9,5,14
PADILLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,5,5,4,1,9,6,15
PAILON,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,13,3,9,12,22,15,37
PALCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,11,14,3,3,14,17,31
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,12,15,4,5,16,20,36
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,0,0,0,1,0,1,1
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,6,3,0,1,6,4,10
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,1,1,0,1,1,2,3
PASORAPA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,3,0,0,0,3,0,3
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,9,7,3,0,12,7,19
PAZÑA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,2,1,1,2,3,3,6
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,3,3,0,0,3,3,6
POCOATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,9,5,3,4,12,9,21
POCONA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,5,4,5,3,10,7,17
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,2,5,0,0,2,5,7
POOPO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,2,5,0,1,2,6,8
PORCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,5,0,3,1,8,1,9
POROMA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,5,6,3,4,8,10,18
PORONGO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,3,3,3,1,6,4,10
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,12,8,0,0,12,8,20
PORVENIR,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,2,3,6,4,8,7,15
POTOSI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,129,99,11,9,140,108,248
PRESTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,3,2,5,5,8,7,15
PUCARA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,1,0,0,0,1,0,1
PUCARANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,12,10,5,5,17,15,32
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,2,4,0,0,2,4,6
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,8,7,4,0,12,7,19
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,4,6,2,2,6,8,14
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,0,1,1,2,1,3,4
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,3,5,1,0,4,5,9
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,2,1,2,4,4,5,9
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,0,0,1,2,1,2,3
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,10,6,0,0,10,6,16
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,39,35,9,8,48,43,91
PUNA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,4,5,5,6,9,11,20
PUNATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,13,10,6,7,19,17,36
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,2,2,0,1,2,3,5
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,44,45,48,49,92,94,186
QUIME,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,3,0,0,0,3,0,3
RAQAYPAMPA(ETA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,5,3,0,0,5,3,8
RAVELO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,4,7,4,2,8,9,17
REYES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,5,12,0,0,5,12,17
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,40,48,0,2,40,50,90
ROBORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,3,7,0,1,3,8,11
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,12,12,4,2,16,14,30
SABAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,3,2,0,0,3,2,5
SACABA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,69,53,29,28,98,81,179
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,0,1,1,0,1,1,2
SACACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,5,3,7,4,12,7,19
SAIPINA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,4,2,0,0,4,2,6
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,6,2,1,3,7,5,12
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,4,5,0,0,4,5,9
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,7,5,0,1,7,6,13
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,0,0,0,1,0,1,1
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,1,0,0,0,1,0,1
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,6,3,0,1,6,4,10
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,5,4,0,0,5,4,9
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,10,22,2,7,12,29,41
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,7,4,2,0,9,4,13
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,7,11,3,4,10,15,25
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,11,8,0,2,11,10,21
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,34,23,9,10,43,33,76
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,0,1,0,0,0,1,1
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,10,8,0,2,10,10,20
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,2,0,0,0,2,0,2
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,11,6,4,2,15,8,23
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,1,3,4,1,5,4,9
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,16,17,6,3,22,20,42
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,2,3,0,1,2,4,6
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,7,8,2,2,9,10,19
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,3,2,10,7,13,9,22
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,11,8,1,1,12,9,21
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,2,0,0,1,2,1,3
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,6,7,0,2,6,9,15
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,10,5,10,10,20,15,35
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,1,0,1,1,2,1,3
SAN PEDRO DE MACHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,11,6,3,11,14,17,31
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,2,1,2,0,4,1,5
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,0,0,1,1,1,1,2
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,3,5,1,0,4,5,9
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,0,0,5,3,5,3,8
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,8,6,1,3,9,9,18
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,4,3,0,0,4,3,7
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,484,504,14,16,498,520,1018
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,8,6,6,1,14,7,21
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,7,2,0,0,7,2,9
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,1,2,0,0,1,2,3
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,4,0,0,0,4,0,4
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,3,0,0,0,3,0,3
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,1,5,1,0,2,5,7
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,0,1,1,3,1,4,5
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,2,2,1,0,3,2,5
SENA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,2,3,5,4,7,7,14
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,11,12,1,5,12,17,29
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,5,5,0,0,5,5,10
SICAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,2,1,2,0,4,1,5
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,27,23,4,8,31,31,62
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,1,2,1,3,2,5,7
SORACACHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,0,4,2,3,2,7,9
SORATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,4,5,4,2,8,7,15
SUCRE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,167,133,11,5,178,138,316
TACACOMA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,2,6,2,2,4,8,12
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,0,5,5,1,5,6,11
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,1,1,1,2,2,3,5
TAHUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,0,1,1,2,1,3,4
TAPACARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2022-06-01,2,11,6,1,8,12,20
