,group,variable,month,PENTAVALENTE 2DA DOSIS DENTRO,PENTAVALENTE 2DA DOSIS DENTRO,PENTAVALENTE 2DA DOSIS FUERA,PENTAVALENTE 2DA DOSIS FUERA,TOTALES,TOTALES,TOTALES
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,0,1,0,0,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,2,2,0,0,2,2,4
HUANUNI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,0,0,0,1,0,1,1
ICHOCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,0,0,0,1,0,1,1
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,0,0,0,1,0,1,1
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,1,0,0,0,1,0,1
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,0,2,0,0,0,2,2
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,1,2,0,0,1,2,3
LA PAZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,4,4,0,0,4,4,8
LAJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,1,0,0,0,1,0,1
LORETO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,0,0,1,1,1,1,2
MONTERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,0,0,2,2,2,2,4
ORURO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,4,4,0,1,4,5,9
PAILON,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,0,0,5,7,5,7,12
PALCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,0,1,0,0,0,1,1
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,0,2,0,1,0,3,3
PAZÑA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,0,0,0,1,0,1,1
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,0,0,0,1,0,1,1
POOPO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,0,1,0,0,0,1,1
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,0,0,0,1,0,1,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,3,1,2,1,5,2,7
PUCARANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,2,0,0,0,2,0,2
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,0,1,0,0,0,1,1
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,0,0,0,2,0,2,2
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,0,2,0,3,0,5,5
PUNATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,1,0,0,0,1,0,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,0,1,3,4,3,5,8
RAQAYPAMPA(ETA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,1,0,0,0,1,0,1
REYES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,0,1,0,0,0,1,1
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,0,0,0,1,0,1,1
ROBORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,1,0,1,0,2,0,2
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,3,0,0,0,3,0,3
SACABA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,1,0,1,0,2,0,2
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,0,5,3,1,3,6,9
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,0,2,3,1,3,3,6
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,1,3,0,0,1,3,4
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,1,0,1,0,2,0,2
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,2,1,3,4,5,5,10
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,0,0,0,1,0,1,1
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,1,0,0,0,1,0,1
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,2,0,0,0,2,0,2
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,15,12,1,0,16,12,28
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,1,1,1,3,2,4,6
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,0,0,0,1,0,1,1
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,2,0,1,0,3,0,3
SENA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,1,0,0,1,1,1,2
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,1,3,0,0,1,3,4
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,1,1,0,0,1,1,2
SUCRE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,0,3,0,0,0,3,3
TACACHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,0,0,0,1,0,1,1
TARATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,0,1,0,0,0,1,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,2,1,0,0,2,1,3
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,0,0,1,0,1,0,1
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,0,0,1,0,1,0,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,2,4,0,0,2,4,6
UNCIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,0,1,0,0,0,1,1
VIACHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,1,1,0,0,1,1,2
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,0,0,1,1,1,1,2
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,1,0,0,0,1,0,1
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,2,3,0,2,2,5,7
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,0,1,0,0,0,1,1
VINTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,0,0,1,1,1,1,2
WARNES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-06-01,1,1,0,0,1,1,2
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-07-01,0,0,0,1,0,1,1
ARBIETO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-07-01,0,1,0,0,0,1,1
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-07-01,1,1,0,0,1,1,2
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-07-01,0,1,0,0,0,1,1
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-07-01,0,0,1,0,1,0,1
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-07-01,0,1,0,4,0,5,5
CHIMORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-07-01,0,0,0,1,0,1,1
CLIZA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-07-01,0,1,0,0,0,1,1
COCAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-07-01,0,0,2,1,2,1,3
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-07-01,4,5,1,0,5,5,10
COLOMI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-07-01,2,1,0,0,2,1,3
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-07-01,1,0,0,0,1,0,1
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-07-01,1,0,1,0,2,0,2
COTOCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-07-01,0,1,1,1,1,2,3
CUEVO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-07-01,0,0,1,0,1,0,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-07-01,9,9,6,5,15,14,29
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-07-01,0,0,1,0,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-07-01,0,1,0,0,0,1,1
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-07-01,0,1,0,2,0,3,3
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-07-01,0,1,0,0,0,1,1
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-07-01,1,0,0,0,1,0,1
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-07-01,1,2,0,0,1,2,3
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-07-01,2,2,0,0,2,2,4
LA PAZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-07-01,6,3,0,0,6,3,9
MAPIRI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-07-01,1,0,0,0,1,0,1
MINEROS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-07-01,0,0,1,1,1,1,2
MONTERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-07-01,1,1,3,4,4,5,9
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-07-01,0,0,0,1,0,1,1
OCURI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-07-01,0,0,1,0,1,0,1
OKINAWA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-07-01,0,1,0,0,0,1,1
ORURO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-07-01,2,1,1,2,3,3,6
PADILLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-07-01,0,1,0,0,0,1,1
PAILON,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-07-01,1,0,1,2,2,2,4
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-07-01,1,0,0,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-07-01,2,2,1,1,3,3,6
PUCARANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-07-01,1,0,0,0,1,0,1
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-07-01,0,0,1,0,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-07-01,5,3,3,2,8,5,13
PUNATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-07-01,0,0,1,0,1,0,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-07-01,1,0,0,1,1,1,2
RAQAYPAMPA(ETA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-07-01,1,0,0,0,1,0,1
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-07-01,2,0,0,0,2,0,2
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-07-01,1,1,0,0,1,1,2
SACABA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-07-01,2,2,0,2,2,4,6
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-07-01,0,1,0,0,0,1,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-07-01,4,8,3,2,7,10,17
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-07-01,1,2,0,0,1,2,3
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-07-01,0,0,1,0,1,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-07-01,0,0,3,3,3,3,6
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-07-01,10,25,10,7,20,32,52
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-07-01,0,2,0,0,0,2,2
SENA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-07-01,0,1,0,0,0,1,1
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-07-01,1,0,0,0,1,0,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-07-01,2,2,1,0,3,2,5
SUCRE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-07-01,3,1,0,0,3,1,4
TARATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-07-01,0,0,0,1,0,1,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-07-01,2,2,0,0,2,2,4
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-07-01,1,1,0,0,1,1,2
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-07-01,0,0,1,1,1,1,2
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-07-01,0,0,1,1,1,1,2
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-07-01,1,2,0,0,1,2,3
UNCIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-07-01,2,0,0,0,2,0,2
VIACHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-07-01,1,1,0,1,1,2,3
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-07-01,0,1,0,1,0,2,2
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-07-01,1,1,4,2,5,3,8
VINTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-07-01,1,1,1,0,2,1,3
WARNES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-07-01,4,1,0,0,4,1,5
YACUIBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-07-01,1,2,0,0,1,2,3
YAPACANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-07-01,1,0,0,1,1,1,2
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,2,0,0,0,2,0,2
ARBIETO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,1,0,1,0,2,0,2
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,3,2,0,0,3,2,5
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,0,0,0,1,0,1,1
BERMEJO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,1,0,0,0,1,0,1
CARANAVI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,1,0,2,0,3,0,3
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,0,0,1,0,1,0,1
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,0,0,1,0,1,0,1
CHIMORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,1,1,2,1,3,2,5
COBIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,0,0,1,0,1,0,1
COCAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,0,1,0,1,0,2,2
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,9,3,5,3,14,6,20
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,0,0,0,1,0,1,1
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,1,0,0,0,1,0,1
COLOMI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,0,1,0,0,0,1,1
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,1,1,0,1,1,2,3
COTOCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,1,1,0,0,1,1,2
EL ALTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,7,9,6,10,13,19,32
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,1,1,2,0,3,1,4
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,0,1,0,0,0,1,1
GUANAY,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,1,1,0,1,1,2,3
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,2,2,2,0,4,2,6
HUANUNI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,0,1,0,0,0,1,1
HUARINA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,1,0,0,0,1,0,1
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,0,2,0,1,0,3,3
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,0,0,1,0,1,0,1
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,0,2,0,2,0,4,4
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,2,1,0,0,2,1,3
LA PAZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,5,1,0,0,5,1,6
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,0,0,0,1,0,1,1
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,1,0,0,0,1,0,1
MAIRANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,1,0,1,1,2,1,3
MAPIRI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,1,0,0,0,1,0,1
MINEROS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,0,1,0,0,0,1,1
MIZQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,0,0,1,3,1,3,4
MONTERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,3,0,1,2,4,2,6
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,0,1,0,0,0,1,1
OKINAWA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,1,0,0,0,1,0,1
ORURO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,1,1,1,1,2,2,4
PADILLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,5,3,0,0,5,3,8
PAILON,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,0,0,5,3,5,3,8
POCOATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,0,0,1,0,1,0,1
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,1,0,0,0,1,0,1
PORCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,0,4,0,0,0,4,4
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,1,0,0,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,3,2,1,0,4,2,6
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,1,0,0,0,1,0,1
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,0,0,1,0,1,0,1
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,0,0,1,1,1,1,2
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,2,0,1,0,3,0,3
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,2,1,2,3,4,4,8
RAVELO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,0,0,1,1,1,1,2
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,3,0,0,0,3,0,3
ROBORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,0,0,1,0,1,0,1
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,0,2,0,1,0,3,3
SACABA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,3,1,2,3,5,4,9
SAIPINA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,2,0,0,0,2,0,2
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,2,0,1,0,3,0,3
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,3,1,1,0,4,1,5
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,1,0,1,2,2,2,4
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,0,2,0,0,0,2,2
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,0,0,1,0,1,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,0,1,5,5,5,6,11
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,0,0,1,0,1,0,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,0,0,1,1,1,1,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,20,7,1,2,21,9,30
SENA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,0,1,0,0,0,1,1
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,1,0,0,0,1,0,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,0,1,0,0,0,1,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,2,1,0,1,2,2,4
TARATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,2,1,0,1,2,2,4
TARIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,1,0,1,0,2,0,2
TIPUANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,0,1,0,0,0,1,1
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,1,5,1,1,2,6,8
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,0,0,1,1,1,1,2
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,2,1,0,1,2,2,4
UMALA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,1,0,0,0,1,0,1
VIACHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,0,1,0,0,0,1,1
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,0,0,0,1,0,1,1
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,3,1,2,0,5,1,6
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,0,1,0,0,0,1,1
VILLAZON,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,0,1,0,0,0,1,1
VINTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,0,1,0,1,0,2,2
WARNES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,2,5,0,0,2,5,7
YACUIBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,0,1,0,0,0,1,1
YANACACHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,0,1,0,0,0,1,1
YAPACANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2022-08-01,1,0,1,0,2,0,2
