,group,variable,month,INFLUENZA ESTACIONAL DOSIS ÚNICA DENTRO,INFLUENZA ESTACIONAL DOSIS ÚNICA DENTRO,INFLUENZA ESTACIONAL DOSIS ÚNICA FUERA,INFLUENZA ESTACIONAL DOSIS ÚNICA FUERA,TOTALES,TOTALES,TOTALES
GAIOC JATUN AYLLU YURA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,1,0,1,5,2,5,7
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,3,3,0,0,3,3,6
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,5,6,6,1,11,7,18
GUANAY,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,9,5,4,4,13,9,22
GUAQUI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,1,1,0,0,1,1,2
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,33,24,3,2,36,26,62
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,4,2,0,0,4,2,6
HUACARETA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,4,0,0,0,4,0,4
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,1,0,0,1,1,1,2
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,2,0,0,0,2,0,2
HUANUNI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,6,7,2,2,8,9,17
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,3,2,0,0,3,2,5
HUATAJATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,2,2,1,2,3,4,7
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,2,1,0,0,2,1,3
HUMANATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,2,0,2,0,4,0,4
ICHOCA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,2,1,0,1,2,2,4
ICLA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,0,1,1,0,1,1,2
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,3,2,2,2,5,4,9
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,0,2,1,2,1,4,5
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,3,1,2,0,5,1,6
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,7,7,7,4,14,11,25
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,7,5,2,0,9,5,14
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,20,21,2,5,22,26,48
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,118,126,4,5,122,131,253
LA PAZ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,370,345,19,40,389,385,774
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,4,1,3,2,7,3,10
LAJA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,4,5,2,1,6,6,12
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,0,0,1,0,1,0,1
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,20,17,57,51,77,68,145
LLICA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,2,1,0,0,2,1,3
LORETO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,1,1,3,5,4,6,10
LURIBAY,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,2,5,0,0,2,5,7
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,0,2,0,0,0,2,2
MACHARETI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,1,1,1,0,2,1,3
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,11,3,0,1,11,4,15
MAIRANA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,11,11,3,1,14,12,26
MALLA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,1,1,1,0,2,1,3
MAPIRI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,7,6,0,0,7,6,13
MECAPACA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,5,4,1,1,6,5,11
MINEROS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,16,13,2,3,18,16,34
MIZQUE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,13,14,5,4,18,18,36
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,3,2,11,11,14,13,27
MOJINETE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,0,1,0,0,0,1,1
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,12,13,1,0,13,13,26
MONTERO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,81,69,16,14,97,83,180
MORO MORO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,1,1,0,0,1,1,2
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,4,2,7,8,11,10,21
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,0,1,0,1,0,2,2
OCURI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,2,0,2,0,4,0,4
OKINAWA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,8,6,2,2,10,8,18
ORURO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,175,182,5,7,180,189,369
PADCAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,3,6,3,2,6,8,14
PADILLA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,0,3,1,0,1,3,4
PAILON,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,25,12,13,6,38,18,56
PALCA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,9,16,2,0,11,16,27
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,19,13,6,7,25,20,45
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,1,0,0,0,1,0,1
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,6,6,0,1,6,7,13
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,4,1,0,0,4,1,5
PASORAPA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,0,0,2,1,2,1,3
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,22,11,0,1,22,12,34
PAZÑA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,4,4,1,0,5,4,9
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,9,2,2,0,11,2,13
POCOATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,7,3,1,4,8,7,15
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,12,1,1,3,13,4,17
POOPO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,2,3,0,1,2,4,6
PORCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,10,14,2,0,12,14,26
POROMA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,8,9,2,1,10,10,20
PORONGO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,5,11,1,3,6,14,20
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,19,16,0,3,19,19,38
PORVENIR,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,7,2,0,0,7,2,9
POTOSI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,157,146,16,21,173,167,340
PRESTO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,0,1,0,1,0,2,2
PUCARA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,0,1,0,0,0,1,1
PUCARANI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,21,15,7,5,28,20,48
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,1,0,2,2,3,2,5
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,4,1,9,7,13,8,21
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,0,4,6,3,6,7,13
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,1,6,2,2,3,8,11
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,8,7,1,5,9,12,21
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,6,5,4,3,10,8,18
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,0,0,3,2,3,2,5
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,14,25,8,7,22,32,54
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,34,33,18,15,52,48,100
PUNA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,0,2,5,2,5,4,9
PUNATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,20,19,1,3,21,22,43
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,3,0,0,1,3,1,4
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,95,75,104,110,199,185,384
QUIME,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,5,6,3,1,8,7,15
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,1,0,0,0,1,0,1
RAQAYPAMPA(ETA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,5,3,1,2,6,5,11
RAVELO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,6,3,1,1,7,4,11
REYES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,11,4,0,0,11,4,15
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,42,48,4,10,46,58,104
ROBORE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,20,15,6,2,26,17,43
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,10,14,0,0,10,14,24
SABAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,3,4,0,0,3,4,7
SACABA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,111,80,59,71,170,151,321
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,2,2,0,0,2,2,4
SACACA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,7,9,5,8,12,17,29
SAIPINA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,11,8,0,1,11,9,20
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,1,1,1,2,2,3,5
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,7,9,0,0,7,9,16
SAN AGUSTIN,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,0,1,0,0,0,1,1
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,3,5,0,0,3,5,8
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,3,2,7,2,10,4,14
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,6,5,1,4,7,9,16
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,10,10,3,5,13,15,28
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,31,30,20,24,51,54,105
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,3,2,0,0,3,2,5
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,23,29,0,2,23,31,54
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,21,19,4,1,25,20,45
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,82,52,19,15,101,67,168
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,11,14,0,0,11,14,25
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,0,1,0,0,0,1,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,20,12,12,7,32,19,51
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,3,3,0,1,3,4,7
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,61,67,9,6,70,73,143
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,3,3,6,3,9,6,15
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,7,13,0,1,7,14,21
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,6,8,1,2,7,10,17
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,17,16,15,10,32,26,58
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,3,3,7,6,10,9,19
SAN PABLO DE LIPEZ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,4,2,0,0,4,2,6
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,6,5,2,2,8,7,15
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,12,7,5,10,17,17,34
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,1,0,2,0,3,0,3
SAN PEDRO DE MACHA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,7,8,5,11,12,19,31
SAN PEDRO DE QUEMES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,0,0,1,2,1,2,3
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,2,3,2,2,4,5,9
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,0,0,0,2,0,2,2
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,3,1,0,0,3,1,4
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,1,1,0,0,1,1,2
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,5,8,1,0,6,8,14
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,8,18,1,1,9,19,28
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,969,937,44,62,1013,999,2012
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,9,5,0,0,9,5,14
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,8,7,0,1,8,8,16
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,2,5,2,3,4,8,12
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,4,1,0,0,4,1,5
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,0,0,1,0,1,0,1
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,0,2,0,0,0,2,2
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,0,0,1,1,1,1,2
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,3,2,2,0,5,2,7
SENA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,11,12,2,3,13,15,28
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,18,17,8,5,26,22,48
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,9,4,4,9,13,13,26
SICAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,1,1,0,1,1,2,3
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,60,47,6,13,66,60,126
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,1,0,2,0,3,0,3
SORACACHI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,0,0,2,6,2,6,8
SORATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,5,5,5,5,10,10,20
SUCRE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,192,185,20,19,212,204,416
TACACOMA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,6,6,1,1,7,7,14
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,2,4,3,3,5,7,12
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,4,2,1,2,5,4,9
TAHUA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,3,1,0,0,3,1,4
TAPACARI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,9,8,26,16,35,24,59
TARABUCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,2,1,0,0,2,1,3
TARATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,4,7,2,0,6,7,13
TARIJA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,116,124,29,36,145,160,305
TARVITA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,2,1,3,2,5,3,8
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,4,7,0,0,4,7,11
TIAHUANACU,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,1,1,0,0,1,1,2
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,4,3,5,6,9,9,18
TIPUANI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,4,4,1,1,5,5,10
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,44,37,10,26,54,63,117
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,7,9,6,7,13,16,29
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,1,2,0,0,1,2,3
TOCO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,0,4,0,2,0,6,6
TODOS SANTOS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,0,1,0,0,0,1,1
TOLATA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,10,3,1,3,11,6,17
TOLEDO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,1,0,0,0,1,0,1
TOMAVE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,2,1,1,2,3,3,6
TOMINA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,2,0,3,2,5,2,7
TORO TORO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,3,6,2,6,5,12,17
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,11,8,6,7,17,15,32
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,50,43,6,6,56,49,105
TUPIZA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,27,23,7,7,34,30,64
UMALA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,1,0,0,0,1,0,1
UNCIA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,2,7,6,1,8,8,16
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,6,8,2,1,8,9,17
URUBICHA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,3,6,0,0,3,6,9
UYUNI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,19,25,0,0,19,25,44
VACAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,5,7,0,5,5,12,17
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,8,15,0,0,8,15,23
VIACHA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,46,41,22,20,68,61,129
VILA VILA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,1,0,1,1,2,1,3
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,9,0,3,3,12,3,15
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,37,34,6,6,43,40,83
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,6,2,1,2,7,4,11
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,0,2,3,1,3,3,6
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,74,81,37,38,111,119,230
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,1,3,0,0,1,3,4
VILLAZON,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,20,21,1,2,21,23,44
VINTO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,23,27,41,42,64,69,133
VITICHI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,1,1,0,0,1,1,2
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,0,1,0,0,0,1,1
WARNES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,110,120,7,6,117,126,243
YACO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,4,4,0,0,4,4,8
YACUIBA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,45,41,9,7,54,48,102
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,0,1,0,0,0,1,1
YANACACHI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,5,6,0,0,5,6,11
YAPACANI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,28,23,34,31,62,54,116
YOCALLA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,5,0,3,0,8,0,8
YOTALA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,3,1,2,5,5,6,11
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,0,0,0,1,0,1,1
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-08-01,1,0,1,0,2,0,2
ACACIO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-09-01,1,1,1,2,2,3,5
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-09-01,21,13,1,0,22,13,35
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-09-01,10,12,0,0,10,12,22
AIQUILE,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-09-01,10,10,8,7,18,17,35
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-09-01,3,3,0,0,3,3,6
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-09-01,8,3,0,0,8,3,11
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-09-01,1,0,0,1,1,1,2
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-09-01,1,0,0,0,1,0,1
ANZALDO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-09-01,0,0,0,1,0,1,1
APOLO,vacunaciones en ninos de 12 a 23 meses,influenza estacional dosis unica,2022-09-01,9,5,0,0,9,5,14
