,group,variable,month,SRP 1RA. DOSIS DENTRO,SRP 1RA. DOSIS DENTRO,SRP 1RA. DOSIS FUERA,SRP 1RA. DOSIS FUERA,TOTALES,TOTALES,TOTALES
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,12,7,2,2,14,9,23
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,15,16,0,0,15,16,31
AIQUILE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,4,6,2,6,6,12,18
ALCALA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,1,2,1,1,2,3,5
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,7,10,1,2,8,12,20
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,3,4,0,1,3,5,8
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,0,2,0,0,0,2,2
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,2,0,0,0,2,0,2
ANZALDO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,3,6,1,2,4,8,12
APOLO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,15,2,2,8,17,10,27
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,0,0,2,0,2,0,2
ARANI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,3,1,2,3,5,4,9
ARBIETO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,5,13,1,10,6,23,29
ARQUE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,2,3,3,1,5,4,9
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,26,32,3,4,29,36,65
ATOCHA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,3,8,2,1,5,9,14
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,3,3,0,0,3,3,6
AYATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,1,2,2,5,3,7,10
AYO AYO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,1,1,0,0,1,1,2
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,13,3,16,15,29,18,47
AZURDUY,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,2,6,5,1,7,7,14
BATALLAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,8,5,0,1,8,6,14
BAURES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,0,2,1,0,1,2,3
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,0,0,1,1,1,1,2
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,2,0,4,2,6,2,8
BERMEJO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,16,19,2,3,18,22,40
BETANZOS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,9,9,3,2,12,11,23
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,0,1,1,0,1,1,2
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,0,0,3,0,3,0,3
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,1,2,5,0,6,2,8
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,0,7,8,9,8,16,24
CABEZAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,7,6,13,20,20,26,46
CAIROMA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,3,3,2,0,5,3,8
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,6,3,3,0,9,3,12
CAJUATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,6,12,0,0,6,12,18
CALACOTO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,0,1,1,0,1,1,2
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,2,12,3,4,5,16,21
CAMARGO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,4,2,0,0,4,2,6
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,0,0,1,0,1,0,1
CAMIRI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,19,16,1,3,20,19,39
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,11,8,0,0,11,8,19
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,4,3,1,0,5,3,8
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,12,21,1,0,13,21,34
CARANAVI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,24,30,7,3,31,33,64
CARAPARI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,2,3,3,2,5,5,10
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,5,2,3,2,8,4,12
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,2,2,4,6,6,8,14
CATACORA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,1,0,0,0,1,0,1
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,1,0,0,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,19,15,18,5,37,20,57
CHAQUI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,5,4,1,1,6,5,11
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,8,7,13,14,21,21,42
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,7,3,1,8,8,11,19
CHIMORE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,17,16,5,2,22,18,40
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,1,1,0,0,1,1,2
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,2,1,0,0,2,1,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,9,12,0,0,9,12,21
CHUMA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,3,3,3,0,6,3,9
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,1,3,2,1,3,4,7
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,3,3,2,4,5,7,12
CLIZA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,9,8,3,4,12,12,24
COBIJA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,26,20,27,26,53,46,99
COCAPATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,7,6,12,7,19,13,32
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,355,340,8,7,363,347,710
COIPASA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,0,1,0,0,0,1,1
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,23,19,4,2,27,21,48
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,9,6,0,0,9,6,15
COLLANA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,3,0,0,0,3,0,3
COLOMI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,12,17,5,3,17,20,37
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,7,6,0,0,7,6,13
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,9,5,2,4,11,9,20
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,6,9,8,4,14,13,27
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,2,1,5,6,7,7,14
COMANCHE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,0,1,0,0,0,1,1
COMARAPA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,6,15,0,5,6,20,26
COMBAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,1,0,1,1,2,1,3
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,8,16,7,8,15,24,39
COPACABANA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,4,4,5,2,9,6,15
CORIPATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,8,4,7,6,15,10,25
CORO CORO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,2,2,0,3,2,5,7
COROICO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,3,4,3,3,6,7,13
CORQUE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,1,4,0,0,1,4,5
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,10,4,3,4,13,8,21
COTOCA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,47,62,13,8,60,70,130
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,16,14,5,4,21,18,39
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,0,2,0,0,0,2,2
CUEVO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,0,0,0,2,0,2,2
CULPINA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,8,7,1,0,9,7,16
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,0,1,0,0,0,1,1
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,3,4,0,0,3,4,7
EL ALTO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,445,412,132,142,577,554,1131
EL CHORO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,1,1,1,0,2,1,3
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,5,4,8,4,13,8,21
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,4,4,2,6,6,10,16
EL TORNO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,39,40,1,1,40,41,81
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,1,4,0,0,1,4,5
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,10,10,7,3,17,13,30
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,41,38,0,0,41,38,79
ESCOMA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,0,1,1,0,1,1,2
ESMERALDA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,0,1,0,0,0,1,1
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,1,2,0,0,1,2,3
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,4,1,2,0,6,1,7
EXALTACION,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,3,1,0,0,3,1,4
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,1,1,9,3,10,4,14
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,2,3,9,5,11,8,19
GAIOC JATUN AYLLU YURA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,0,1,2,1,2,2,4
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,10,6,0,3,10,9,19
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,2,6,1,4,3,10,13
GUANAY,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,1,6,3,4,4,10,14
GUAQUI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,5,4,0,0,5,4,9
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,24,31,4,4,28,35,63
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,15,14,1,1,16,15,31
HUACARETA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,5,4,0,2,5,6,11
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,1,0,0,0,1,0,1
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,3,0,0,0,3,0,3
HUANUNI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,5,8,6,4,11,12,23
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,0,1,0,0,0,1,1
HUARINA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,0,8,1,2,1,10,11
HUATAJATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,0,1,0,1,0,2,2
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,0,3,1,1,1,4,5
HUMANATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,3,3,2,1,5,4,9
ICHOCA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,1,1,1,5,2,6,8
ICLA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,2,3,5,2,7,5,12
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,9,4,0,7,9,11,20
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,0,0,1,1,1,1,2
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,5,4,5,3,10,7,17
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,5,6,8,5,13,11,24
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,8,7,2,3,10,10,20
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,3,2,1,3,4,5,9
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,35,32,5,3,40,35,75
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,106,73,9,6,115,79,194
LA PAZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,331,287,14,10,345,297,642
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,1,1,1,1,2,2,4
LAJA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,6,8,2,5,8,13,21
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,0,1,0,0,0,1,1
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,0,5,0,0,0,5,5
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,14,15,18,29,32,44,76
LLICA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,1,0,0,3,1,3,4
LORETO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,1,1,4,4,5,5,10
LURIBAY,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,5,5,1,1,6,6,12
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,3,1,1,1,4,2,6
MACHARETI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,1,4,8,4,9,8,17
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,2,0,3,8,5,8,13
MAIRANA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,11,8,1,0,12,8,20
MALLA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,0,0,0,1,0,1,1
MAPIRI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,12,13,6,5,18,18,36
MECAPACA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,8,4,3,1,11,5,16
MINEROS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,17,15,5,4,22,19,41
MIZQUE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,12,10,2,2,14,12,26
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,1,3,2,1,3,4,7
MOJINETE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,0,1,0,0,0,1,1
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,2,3,0,0,2,3,5
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,14,13,0,0,14,13,27
MONTERO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,105,96,24,31,129,127,256
MORO MORO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,0,0,2,1,2,1,3
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,1,0,5,9,6,9,15
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,4,1,1,3,5,4,9
OCURI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,3,4,1,0,4,4,8
OKINAWA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,7,12,0,1,7,13,20
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,0,0,7,3,7,3,10
ORURO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,152,145,0,0,152,145,297
PADCAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,5,7,3,3,8,10,18
PADILLA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,8,8,1,2,9,10,19
PAILON,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,16,14,38,30,54,44,98
PALCA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,10,11,0,4,10,15,25
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,20,14,4,3,24,17,41
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,2,1,0,0,2,1,3
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,5,4,1,2,6,6,12
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,0,2,1,1,1,3,4
PASORAPA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,2,1,0,0,2,1,3
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,12,8,1,6,13,14,27
PAZÑA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,3,2,2,1,5,3,8
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,6,3,1,1,7,4,11
POCOATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,3,7,8,11,11,18,29
POCONA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,0,1,7,7,7,8,15
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,5,8,4,1,9,9,18
POOPO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,2,0,0,1,2,1,3
PORCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,2,2,4,1,6,3,9
POROMA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,6,1,1,3,7,4,11
PORONGO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,2,4,8,5,10,9,19
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,19,6,1,1,20,7,27
PORVENIR,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,0,0,8,5,8,5,13
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,0,0,1,1,1,1,2
POTOSI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,140,140,10,13,150,153,303
PRESTO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,2,2,1,3,3,5,8
PUCARANI,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,14,14,8,1,22,15,37
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,4,1,2,0,6,1,7
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,3,2,3,4,6,6,12
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,1,4,5,5,6,9,15
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,2,1,2,2,4,3,7
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,13,13,2,1,15,14,29
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,0,0,2,3,2,3,5
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,1,0,0,1,1,1,2
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,9,7,8,13,17,20,37
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,48,36,8,10,56,46,102
PUNA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,4,1,10,8,14,9,23
PUNATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,18,19,8,8,26,27,53
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,3,3,0,1,3,4,7
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,32,37,85,79,117,116,233
QUIME,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,4,1,1,1,5,2,7
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,1,1,0,0,1,1,2
RAQAYPAMPA(ETA),vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,3,0,5,4,8,4,12
RAVELO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,5,3,3,3,8,6,14
REYES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,10,7,2,2,12,9,21
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,87,86,21,19,108,105,213
ROBORE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,8,3,8,4,16,7,23
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,17,11,6,6,23,17,40
SABAYA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,2,2,0,0,2,2,4
SACABA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,57,47,17,28,74,75,149
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,2,0,0,0,2,0,2
SACACA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,13,9,9,8,22,17,39
SAIPINA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,4,5,5,1,9,6,15
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,1,0,3,6,4,6,10
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,5,7,0,1,5,8,13
SAN AGUSTIN,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,2,0,0,0,2,0,2
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,5,4,4,1,9,5,14
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,0,1,0,0,0,1,1
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,3,0,4,0,7,0,7
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,4,2,2,2,6,4,10
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,6,5,1,0,7,5,12
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,41,27,13,7,54,34,88
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,7,7,1,3,8,10,18
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,14,17,3,3,17,20,37
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,srp 1ra. dosis,2022-06-01,17,16,8,6,25,22,47
