,group,variable,month,Nº DE PERSONAS CON VACUNA ANTIRRÁBICA CANTIDAD,Nº DE PERSONAS CON VACUNA ANTIRRÁBICA CANTIDAD,TOTALES,TOTALES,TOTALES
MECAPACA,rabia,no de personas con vacuna antirrabica,2017-07-01,1,0,1,0,1
MINEROS,rabia,no de personas con vacuna antirrabica,2017-07-01,1,1,1,1,2
MIZQUE,rabia,no de personas con vacuna antirrabica,2017-07-01,10,0,10,0,10
MOCOMOCO,rabia,no de personas con vacuna antirrabica,2017-07-01,1,0,1,0,1
MONTEAGUDO,rabia,no de personas con vacuna antirrabica,2017-07-01,1,1,1,1,2
MONTERO,rabia,no de personas con vacuna antirrabica,2017-07-01,14,10,14,10,24
MORO MORO,rabia,no de personas con vacuna antirrabica,2017-07-01,1,0,1,0,1
ORURO,rabia,no de personas con vacuna antirrabica,2017-07-01,96,66,96,66,162
PADILLA,rabia,no de personas con vacuna antirrabica,2017-07-01,1,0,1,0,1
PAILON,rabia,no de personas con vacuna antirrabica,2017-07-01,4,2,4,2,6
PALOS BLANCOS,rabia,no de personas con vacuna antirrabica,2017-07-01,2,1,2,1,3
PAMPA GRANDE,rabia,no de personas con vacuna antirrabica,2017-07-01,1,1,1,1,2
PATACAMAYA,rabia,no de personas con vacuna antirrabica,2017-07-01,3,0,3,0,3
POROMA,rabia,no de personas con vacuna antirrabica,2017-07-01,1,0,1,0,1
PORTACHUELO,rabia,no de personas con vacuna antirrabica,2017-07-01,8,12,8,12,20
PUERTO VILLARROEL,rabia,no de personas con vacuna antirrabica,2017-07-01,2,2,2,2,4
QUILLACOLLO,rabia,no de personas con vacuna antirrabica,2017-07-01,4,4,4,4,8
RIBERALTA,rabia,no de personas con vacuna antirrabica,2017-07-01,1,0,1,0,1
SABAYA,rabia,no de personas con vacuna antirrabica,2017-07-01,0,1,0,1,1
SACABA,rabia,no de personas con vacuna antirrabica,2017-07-01,7,11,7,11,18
SACACA,rabia,no de personas con vacuna antirrabica,2017-07-01,0,1,0,1,1
SAIPINA,rabia,no de personas con vacuna antirrabica,2017-07-01,3,0,3,0,3
SAMAIPATA,rabia,no de personas con vacuna antirrabica,2017-07-01,0,2,0,2,2
SAN ANDRES,rabia,no de personas con vacuna antirrabica,2017-07-01,1,0,1,0,1
SAN BORJA,rabia,no de personas con vacuna antirrabica,2017-07-01,3,0,3,0,3
SAN BUENA VENTURA,rabia,no de personas con vacuna antirrabica,2017-07-01,3,2,3,2,5
SAN CARLOS,rabia,no de personas con vacuna antirrabica,2017-07-01,6,2,6,2,8
SAN IGNACIO,rabia,no de personas con vacuna antirrabica,2017-07-01,4,1,4,1,5
SAN IGNACIO DE VELASCO,rabia,no de personas con vacuna antirrabica,2017-07-01,3,1,3,1,4
SAN JAVIER(STC),rabia,no de personas con vacuna antirrabica,2017-07-01,1,3,1,3,4
SAN JOSE DE CHIQUITOS,rabia,no de personas con vacuna antirrabica,2017-07-01,0,1,0,1,1
SAN JUAN DE YAPACANI,rabia,no de personas con vacuna antirrabica,2017-07-01,1,0,1,0,1
SAN JULIAN,rabia,no de personas con vacuna antirrabica,2017-07-01,14,7,14,7,21
SAN PEDRO,rabia,no de personas con vacuna antirrabica,2017-07-01,1,0,1,0,1
SAN RAMON SCZ,rabia,no de personas con vacuna antirrabica,2017-07-01,2,3,2,3,5
SANTA CRUZ DE LA SIERRA,rabia,no de personas con vacuna antirrabica,2017-07-01,651,487,651,487,1138
SANTA ROSA DEL SARA,rabia,no de personas con vacuna antirrabica,2017-07-01,0,1,0,1,1
SUCRE,rabia,no de personas con vacuna antirrabica,2017-07-01,49,38,49,38,87
TACACHI,rabia,no de personas con vacuna antirrabica,2017-07-01,0,1,0,1,1
TACOPAYA,rabia,no de personas con vacuna antirrabica,2017-07-01,0,1,0,1,1
TARABUCO,rabia,no de personas con vacuna antirrabica,2017-07-01,0,1,0,1,1
TEOPONTE,rabia,no de personas con vacuna antirrabica,2017-07-01,1,0,1,0,1
TIPUANI,rabia,no de personas con vacuna antirrabica,2017-07-01,1,3,1,3,4
TIQUIPAYA,rabia,no de personas con vacuna antirrabica,2017-07-01,6,7,6,7,13
TRINIDAD,rabia,no de personas con vacuna antirrabica,2017-07-01,42,17,42,17,59
UNCIA,rabia,no de personas con vacuna antirrabica,2017-07-01,5,4,5,4,9
UYUNI,rabia,no de personas con vacuna antirrabica,2017-07-01,6,3,6,3,9
VALLEGRANDE,rabia,no de personas con vacuna antirrabica,2017-07-01,6,9,6,9,15
VIACHA,rabia,no de personas con vacuna antirrabica,2017-07-01,6,3,6,3,9
VILLA MONTES,rabia,no de personas con vacuna antirrabica,2017-07-01,6,7,6,7,13
VILLAZON,rabia,no de personas con vacuna antirrabica,2017-07-01,5,5,5,5,10
VINTO,rabia,no de personas con vacuna antirrabica,2017-07-01,5,2,5,2,7
WARNES,rabia,no de personas con vacuna antirrabica,2017-07-01,22,23,22,23,45
YANACACHI,rabia,no de personas con vacuna antirrabica,2017-07-01,0,1,0,1,1
YAPACANI,rabia,no de personas con vacuna antirrabica,2017-07-01,3,1,3,1,4
ACHACACHI,rabia,no de personas con vacuna antirrabica,2017-08-01,1,1,1,1,2
ACHOCALLA,rabia,no de personas con vacuna antirrabica,2017-08-01,1,1,1,1,2
ANCORAIMES,rabia,no de personas con vacuna antirrabica,2017-08-01,0,1,0,1,1
ARBIETO,rabia,no de personas con vacuna antirrabica,2017-08-01,1,0,1,0,1
ASCENCION DE GUARAYOS,rabia,no de personas con vacuna antirrabica,2017-08-01,1,0,1,0,1
ATOCHA,rabia,no de personas con vacuna antirrabica,2017-08-01,1,0,1,0,1
AUCAPATA,rabia,no de personas con vacuna antirrabica,2017-08-01,0,1,0,1,1
AZURDUY,rabia,no de personas con vacuna antirrabica,2017-08-01,0,1,0,1,1
BERMEJO,rabia,no de personas con vacuna antirrabica,2017-08-01,1,1,1,1,2
CABEZAS,rabia,no de personas con vacuna antirrabica,2017-08-01,1,1,1,1,2
"CAIZA ""D""",rabia,no de personas con vacuna antirrabica,2017-08-01,1,0,1,0,1
CALAMARCA,rabia,no de personas con vacuna antirrabica,2017-08-01,1,0,1,0,1
CAPINOTA,rabia,no de personas con vacuna antirrabica,2017-08-01,1,0,1,0,1
CARACOLLO,rabia,no de personas con vacuna antirrabica,2017-08-01,2,1,2,1,3
CARANAVI,rabia,no de personas con vacuna antirrabica,2017-08-01,1,3,1,3,4
CARAPARI,rabia,no de personas con vacuna antirrabica,2017-08-01,3,0,3,0,3
CHALLAPATA,rabia,no de personas con vacuna antirrabica,2017-08-01,6,7,6,7,13
CHIMORE,rabia,no de personas con vacuna antirrabica,2017-08-01,0,1,0,1,1
COCHABAMBA,rabia,no de personas con vacuna antirrabica,2017-08-01,42,30,42,30,72
COLCAPIRHUA,rabia,no de personas con vacuna antirrabica,2017-08-01,2,1,2,1,3
COMARAPA,rabia,no de personas con vacuna antirrabica,2017-08-01,1,1,1,1,2
CONCEPCION,rabia,no de personas con vacuna antirrabica,2017-08-01,0,1,0,1,1
COPACABANA,rabia,no de personas con vacuna antirrabica,2017-08-01,0,2,0,2,2
CORIPATA,rabia,no de personas con vacuna antirrabica,2017-08-01,1,0,1,0,1
COTOCA,rabia,no de personas con vacuna antirrabica,2017-08-01,8,8,8,8,16
CUATRO CAÑADAS,rabia,no de personas con vacuna antirrabica,2017-08-01,4,2,4,2,6
EL ALTO,rabia,no de personas con vacuna antirrabica,2017-08-01,64,52,64,52,116
EL TORNO,rabia,no de personas con vacuna antirrabica,2017-08-01,13,9,13,9,22
ENTRE RIOS TRJ,rabia,no de personas con vacuna antirrabica,2017-08-01,1,0,1,0,1
ENTRE RIOS CBBA,rabia,no de personas con vacuna antirrabica,2017-08-01,2,1,2,1,3
FERNANDEZ ALONSO,rabia,no de personas con vacuna antirrabica,2017-08-01,1,0,1,0,1
GUANAY,rabia,no de personas con vacuna antirrabica,2017-08-01,0,1,0,1,1
HUARINA,rabia,no de personas con vacuna antirrabica,2017-08-01,1,0,1,0,1
IRUPANA (VILLA DE LANZA),rabia,no de personas con vacuna antirrabica,2017-08-01,1,0,1,0,1
IXIAMAS,rabia,no de personas con vacuna antirrabica,2017-08-01,0,2,0,2,2
LA GUARDIA,rabia,no de personas con vacuna antirrabica,2017-08-01,22,13,22,13,35
LA PAZ,rabia,no de personas con vacuna antirrabica,2017-08-01,116,94,116,94,210
LLALLAGUA,rabia,no de personas con vacuna antirrabica,2017-08-01,2,0,2,0,2
MAIRANA,rabia,no de personas con vacuna antirrabica,2017-08-01,2,0,2,0,2
MAPIRI,rabia,no de personas con vacuna antirrabica,2017-08-01,2,0,2,0,2
MOCOMOCO,rabia,no de personas con vacuna antirrabica,2017-08-01,0,1,0,1,1
MONTERO,rabia,no de personas con vacuna antirrabica,2017-08-01,7,7,7,7,14
MORO MORO,rabia,no de personas con vacuna antirrabica,2017-08-01,2,0,2,0,2
OKINAWA,rabia,no de personas con vacuna antirrabica,2017-08-01,1,0,1,0,1
ORURO,rabia,no de personas con vacuna antirrabica,2017-08-01,81,60,81,60,141
PAILON,rabia,no de personas con vacuna antirrabica,2017-08-01,0,1,0,1,1
PAMPA GRANDE,rabia,no de personas con vacuna antirrabica,2017-08-01,1,0,1,0,1
PATACAMAYA,rabia,no de personas con vacuna antirrabica,2017-08-01,5,0,5,0,5
PORTACHUELO,rabia,no de personas con vacuna antirrabica,2017-08-01,5,9,5,9,14
POTOSI,rabia,no de personas con vacuna antirrabica,2017-08-01,142,200,142,200,342
PUCARA,rabia,no de personas con vacuna antirrabica,2017-08-01,2,0,2,0,2
PUCARANI,rabia,no de personas con vacuna antirrabica,2017-08-01,1,0,1,0,1
PUERTO CARABUCO,rabia,no de personas con vacuna antirrabica,2017-08-01,1,0,1,0,1
PUERTO SUAREZ,rabia,no de personas con vacuna antirrabica,2017-08-01,0,2,0,2,2
PUNATA,rabia,no de personas con vacuna antirrabica,2017-08-01,0,1,0,1,1
QUILLACOLLO,rabia,no de personas con vacuna antirrabica,2017-08-01,210,4,210,4,214
SACABA,rabia,no de personas con vacuna antirrabica,2017-08-01,11,5,11,5,16
SAIPINA,rabia,no de personas con vacuna antirrabica,2017-08-01,1,0,1,0,1
SAMAIPATA,rabia,no de personas con vacuna antirrabica,2017-08-01,0,2,0,2,2
SAN BUENA VENTURA,rabia,no de personas con vacuna antirrabica,2017-08-01,4,3,4,3,7
SAN CARLOS,rabia,no de personas con vacuna antirrabica,2017-08-01,1,1,1,1,2
SAN IGNACIO,rabia,no de personas con vacuna antirrabica,2017-08-01,3,1,3,1,4
SAN IGNACIO DE VELASCO,rabia,no de personas con vacuna antirrabica,2017-08-01,0,2,0,2,2
SAN JAVIER(STC),rabia,no de personas con vacuna antirrabica,2017-08-01,0,1,0,1,1
SAN JULIAN,rabia,no de personas con vacuna antirrabica,2017-08-01,9,7,9,7,16
SAN MIGUEL DE VELASCO,rabia,no de personas con vacuna antirrabica,2017-08-01,1,0,1,0,1
SAN PEDRO DE BUENA VISTA,rabia,no de personas con vacuna antirrabica,2017-08-01,4,1,4,1,5
SAN PEDRO DE TIQUINA,rabia,no de personas con vacuna antirrabica,2017-08-01,1,1,1,1,2
SAN RAMON SCZ,rabia,no de personas con vacuna antirrabica,2017-08-01,1,2,1,2,3
SANTA CRUZ DE LA SIERRA,rabia,no de personas con vacuna antirrabica,2017-08-01,333,365,333,365,698
SHINAOTA,rabia,no de personas con vacuna antirrabica,2017-08-01,0,2,0,2,2
SUCRE,rabia,no de personas con vacuna antirrabica,2017-08-01,95,116,95,116,211
TIPUANI,rabia,no de personas con vacuna antirrabica,2017-08-01,2,1,2,1,3
TIQUIPAYA,rabia,no de personas con vacuna antirrabica,2017-08-01,2,1,2,1,3
TOTORA(CBBA),rabia,no de personas con vacuna antirrabica,2017-08-01,0,1,0,1,1
TRINIDAD,rabia,no de personas con vacuna antirrabica,2017-08-01,21,31,21,31,52
UYUNI,rabia,no de personas con vacuna antirrabica,2017-08-01,5,2,5,2,7
VALLEGRANDE,rabia,no de personas con vacuna antirrabica,2017-08-01,5,6,5,6,11
VIACHA,rabia,no de personas con vacuna antirrabica,2017-08-01,6,4,6,4,10
VILLA MONTES,rabia,no de personas con vacuna antirrabica,2017-08-01,9,4,9,4,13
VILLAZON,rabia,no de personas con vacuna antirrabica,2017-08-01,8,6,8,6,14
VINTO,rabia,no de personas con vacuna antirrabica,2017-08-01,1,1,1,1,2
WARNES,rabia,no de personas con vacuna antirrabica,2017-08-01,18,39,18,39,57
ACHACACHI,rabia,no de personas con vacuna antirrabica,2017-09-01,2,1,2,1,3
ACHOCALLA,rabia,no de personas con vacuna antirrabica,2017-09-01,2,1,2,1,3
AIQUILE,rabia,no de personas con vacuna antirrabica,2017-09-01,1,1,1,1,2
ASCENCION DE GUARAYOS,rabia,no de personas con vacuna antirrabica,2017-09-01,2,1,2,1,3
ATOCHA,rabia,no de personas con vacuna antirrabica,2017-09-01,1,1,1,1,2
BATALLAS,rabia,no de personas con vacuna antirrabica,2017-09-01,1,0,1,0,1
CABEZAS,rabia,no de personas con vacuna antirrabica,2017-09-01,1,1,1,1,2
"CAIZA ""D""",rabia,no de personas con vacuna antirrabica,2017-09-01,0,2,0,2,2
CAPINOTA,rabia,no de personas con vacuna antirrabica,2017-09-01,2,4,2,4,6
CARACOLLO,rabia,no de personas con vacuna antirrabica,2017-09-01,3,2,3,2,5
CARANAVI,rabia,no de personas con vacuna antirrabica,2017-09-01,5,1,5,1,6
CARAPARI,rabia,no de personas con vacuna antirrabica,2017-09-01,2,0,2,0,2
CHALLAPATA,rabia,no de personas con vacuna antirrabica,2017-09-01,2,1,2,1,3
CHIMORE,rabia,no de personas con vacuna antirrabica,2017-09-01,0,2,0,2,2
CLIZA,rabia,no de personas con vacuna antirrabica,2017-09-01,0,1,0,1,1
COCHABAMBA,rabia,no de personas con vacuna antirrabica,2017-09-01,62,43,62,43,105
COLCAPIRHUA,rabia,no de personas con vacuna antirrabica,2017-09-01,1,4,1,4,5
"COLCHA ""K""",rabia,no de personas con vacuna antirrabica,2017-09-01,1,0,1,0,1
CONCEPCION,rabia,no de personas con vacuna antirrabica,2017-09-01,3,3,3,3,6
COPACABANA,rabia,no de personas con vacuna antirrabica,2017-09-01,1,1,1,1,2
COTAGAITA,rabia,no de personas con vacuna antirrabica,2017-09-01,1,0,1,0,1
COTOCA,rabia,no de personas con vacuna antirrabica,2017-09-01,5,5,5,5,10
CUATRO CAÑADAS,rabia,no de personas con vacuna antirrabica,2017-09-01,3,2,3,2,5
EL ALTO,rabia,no de personas con vacuna antirrabica,2017-09-01,155,85,155,85,240
EL TORNO,rabia,no de personas con vacuna antirrabica,2017-09-01,9,7,9,7,16
ENTRE RIOS TRJ,rabia,no de personas con vacuna antirrabica,2017-09-01,2,2,2,2,4
GENERAL SAAVEDRA,rabia,no de personas con vacuna antirrabica,2017-09-01,2,0,2,0,2
GUANAY,rabia,no de personas con vacuna antirrabica,2017-09-01,2,0,2,0,2
LA ASUNTA,rabia,no de personas con vacuna antirrabica,2017-09-01,1,0,1,0,1
LA GUARDIA,rabia,no de personas con vacuna antirrabica,2017-09-01,29,16,29,16,45
LA PAZ,rabia,no de personas con vacuna antirrabica,2017-09-01,120,101,120,101,221
LAJA,rabia,no de personas con vacuna antirrabica,2017-09-01,3,2,3,2,5
LLALLAGUA,rabia,no de personas con vacuna antirrabica,2017-09-01,0,1,0,1,1
MAIRANA,rabia,no de personas con vacuna antirrabica,2017-09-01,0,1,0,1,1
MINEROS,rabia,no de personas con vacuna antirrabica,2017-09-01,2,0,2,0,2
MIZQUE,rabia,no de personas con vacuna antirrabica,2017-09-01,1,0,1,0,1
MONTERO,rabia,no de personas con vacuna antirrabica,2017-09-01,8,7,8,7,15
MORO MORO,rabia,no de personas con vacuna antirrabica,2017-09-01,2,0,2,0,2
OCURI,rabia,no de personas con vacuna antirrabica,2017-09-01,2,0,2,0,2
ORURO,rabia,no de personas con vacuna antirrabica,2017-09-01,84,71,84,71,155
PAILON,rabia,no de personas con vacuna antirrabica,2017-09-01,3,2,3,2,5
PALOS BLANCOS,rabia,no de personas con vacuna antirrabica,2017-09-01,2,1,2,1,3
PAMPA GRANDE,rabia,no de personas con vacuna antirrabica,2017-09-01,0,2,0,2,2
PATACAMAYA,rabia,no de personas con vacuna antirrabica,2017-09-01,2,1,2,1,3
PAZÑA,rabia,no de personas con vacuna antirrabica,2017-09-01,0,1,0,1,1
POOPO,rabia,no de personas con vacuna antirrabica,2017-09-01,0,1,0,1,1
PORONGO,rabia,no de personas con vacuna antirrabica,2017-09-01,3,7,3,7,10
PORTACHUELO,rabia,no de personas con vacuna antirrabica,2017-09-01,3,3,3,3,6
POTOSI,rabia,no de personas con vacuna antirrabica,2017-09-01,207,132,207,132,339
PUCARA,rabia,no de personas con vacuna antirrabica,2017-09-01,0,1,0,1,1
PUCARANI,rabia,no de personas con vacuna antirrabica,2017-09-01,1,3,1,3,4
QUILLACOLLO,rabia,no de personas con vacuna antirrabica,2017-09-01,9,8,9,8,17
SACABA,rabia,no de personas con vacuna antirrabica,2017-09-01,9,3,9,3,12
SAMAIPATA,rabia,no de personas con vacuna antirrabica,2017-09-01,1,0,1,0,1
SAN ANDRES,rabia,no de personas con vacuna antirrabica,2017-09-01,1,1,1,1,2
SAN BORJA,rabia,no de personas con vacuna antirrabica,2017-09-01,0,1,0,1,1
SAN IGNACIO,rabia,no de personas con vacuna antirrabica,2017-09-01,2,0,2,0,2
SAN IGNACIO DE VELASCO,rabia,no de personas con vacuna antirrabica,2017-09-01,1,0,1,0,1
SAN JAVIER(STC),rabia,no de personas con vacuna antirrabica,2017-09-01,2,1,2,1,3
SAN JOSE DE CHIQUITOS,rabia,no de personas con vacuna antirrabica,2017-09-01,1,0,1,0,1
SAN JUAN DE YAPACANI,rabia,no de personas con vacuna antirrabica,2017-09-01,2,0,2,0,2
SAN JULIAN,rabia,no de personas con vacuna antirrabica,2017-09-01,10,10,10,10,20
SAN MATIAS,rabia,no de personas con vacuna antirrabica,2017-09-01,1,0,1,0,1
SAN RAMON SCZ,rabia,no de personas con vacuna antirrabica,2017-09-01,2,0,2,0,2
SANTA CRUZ DE LA SIERRA,rabia,no de personas con vacuna antirrabica,2017-09-01,509,666,509,666,1175
SANTIAGO DE HUARI,rabia,no de personas con vacuna antirrabica,2017-09-01,0,1,0,1,1
SANTIVAÑES,rabia,no de personas con vacuna antirrabica,2017-09-01,0,1,0,1,1
SAPAHAQUI,rabia,no de personas con vacuna antirrabica,2017-09-01,5,0,5,0,5
SIPE SIPE,rabia,no de personas con vacuna antirrabica,2017-09-01,3,2,3,2,5
SORACACHI,rabia,no de personas con vacuna antirrabica,2017-09-01,1,4,1,4,5
SUCRE,rabia,no de personas con vacuna antirrabica,2017-09-01,72,55,72,55,127
TARABUCO,rabia,no de personas con vacuna antirrabica,2017-09-01,0,1,0,1,1
TEOPONTE,rabia,no de personas con vacuna antirrabica,2017-09-01,0,3,0,3,3
TIPUANI,rabia,no de personas con vacuna antirrabica,2017-09-01,3,0,3,0,3
TIQUIPAYA,rabia,no de personas con vacuna antirrabica,2017-09-01,4,2,4,2,6
TOCO,rabia,no de personas con vacuna antirrabica,2017-09-01,0,1,0,1,1
TRINIDAD,rabia,no de personas con vacuna antirrabica,2017-09-01,27,21,27,21,48
TUPIZA,rabia,no de personas con vacuna antirrabica,2017-09-01,1,1,1,1,2
UNCIA,rabia,no de personas con vacuna antirrabica,2017-09-01,2,1,2,1,3
UYUNI,rabia,no de personas con vacuna antirrabica,2017-09-01,4,0,4,0,4
VALLEGRANDE,rabia,no de personas con vacuna antirrabica,2017-09-01,3,3,3,3,6
VIACHA,rabia,no de personas con vacuna antirrabica,2017-09-01,8,8,8,8,16
VILLA MONTES,rabia,no de personas con vacuna antirrabica,2017-09-01,8,4,8,4,12
VILLA TUNARI,rabia,no de personas con vacuna antirrabica,2017-09-01,1,0,1,0,1
VILLAZON,rabia,no de personas con vacuna antirrabica,2017-09-01,6,11,6,11,17
VINTO,rabia,no de personas con vacuna antirrabica,2017-09-01,4,2,4,2,6
WARNES,rabia,no de personas con vacuna antirrabica,2017-09-01,48,36,48,36,84
YAPACANI,rabia,no de personas con vacuna antirrabica,2017-09-01,1,1,1,1,2
YOTALA,rabia,no de personas con vacuna antirrabica,2017-09-01,1,1,1,1,2
ACHACACHI,rabia,no de personas con vacuna antirrabica,2017-10-01,2,1,2,1,3
ACHOCALLA,rabia,no de personas con vacuna antirrabica,2017-10-01,1,1,1,1,2
ANTEQUERA,rabia,no de personas con vacuna antirrabica,2017-10-01,1,0,1,0,1
APOLO,rabia,no de personas con vacuna antirrabica,2017-10-01,1,0,1,0,1
ASCENCION DE GUARAYOS,rabia,no de personas con vacuna antirrabica,2017-10-01,1,0,1,0,1
ATOCHA,rabia,no de personas con vacuna antirrabica,2017-10-01,0,2,0,2,2
BATALLAS,rabia,no de personas con vacuna antirrabica,2017-10-01,0,1,0,1,1
BUENA VISTA,rabia,no de personas con vacuna antirrabica,2017-10-01,0,1,0,1,1
CABEZAS,rabia,no de personas con vacuna antirrabica,2017-10-01,1,3,1,3,4
"CAIZA ""D""",rabia,no de personas con vacuna antirrabica,2017-10-01,1,1,1,1,2
CAPINOTA,rabia,no de personas con vacuna antirrabica,2017-10-01,3,1,3,1,4
CARACOLLO,rabia,no de personas con vacuna antirrabica,2017-10-01,3,1,3,1,4
CARANAVI,rabia,no de personas con vacuna antirrabica,2017-10-01,4,0,4,0,4
CARAPARI,rabia,no de personas con vacuna antirrabica,2017-10-01,20,0,20,0,20
CHALLAPATA,rabia,no de personas con vacuna antirrabica,2017-10-01,3,4,3,4,7
CHIMORE,rabia,no de personas con vacuna antirrabica,2017-10-01,1,0,1,0,1
CHUQUIHUTA AYLLU JUCUMANI,rabia,no de personas con vacuna antirrabica,2017-10-01,1,0,1,0,1
CLIZA,rabia,no de personas con vacuna antirrabica,2017-10-01,0,2,0,2,2
COCHABAMBA,rabia,no de personas con vacuna antirrabica,2017-10-01,62,48,62,48,110
COLCAPIRHUA,rabia,no de personas con vacuna antirrabica,2017-10-01,3,0,3,0,3
"COLCHA ""K""",rabia,no de personas con vacuna antirrabica,2017-10-01,1,2,1,2,3
COMARAPA,rabia,no de personas con vacuna antirrabica,2017-10-01,0,1,0,1,1
CONCEPCION,rabia,no de personas con vacuna antirrabica,2017-10-01,1,1,1,1,2
COTOCA,rabia,no de personas con vacuna antirrabica,2017-10-01,9,8,9,8,17
CUATRO CAÑADAS,rabia,no de personas con vacuna antirrabica,2017-10-01,0,1,0,1,1
EL ALTO,rabia,no de personas con vacuna antirrabica,2017-10-01,126,118,126,118,244
EL TORNO,rabia,no de personas con vacuna antirrabica,2017-10-01,9,9,9,9,18
ENTRE RIOS CBBA,rabia,no de personas con vacuna antirrabica,2017-10-01,3,1,3,1,4
ESCOMA,rabia,no de personas con vacuna antirrabica,2017-10-01,1,0,1,0,1
EUCALIPTUS,rabia,no de personas con vacuna antirrabica,2017-10-01,0,1,0,1,1
FERNANDEZ ALONSO,rabia,no de personas con vacuna antirrabica,2017-10-01,0,1,0,1,1
GENERAL SAAVEDRA,rabia,no de personas con vacuna antirrabica,2017-10-01,2,0,2,0,2
GUANAY,rabia,no de personas con vacuna antirrabica,2017-10-01,2,0,2,0,2
HUANUNI,rabia,no de personas con vacuna antirrabica,2017-10-01,1,1,1,1,2
LA GUARDIA,rabia,no de personas con vacuna antirrabica,2017-10-01,37,28,37,28,65
LA PAZ,rabia,no de personas con vacuna antirrabica,2017-10-01,148,121,148,121,269
LAJA,rabia,no de personas con vacuna antirrabica,2017-10-01,1,4,1,4,5
MAIRANA,rabia,no de personas con vacuna antirrabica,2017-10-01,3,1,3,1,4
MAPIRI,rabia,no de personas con vacuna antirrabica,2017-10-01,0,2,0,2,2
MINEROS,rabia,no de personas con vacuna antirrabica,2017-10-01,1,0,1,0,1
MONTEAGUDO,rabia,no de personas con vacuna antirrabica,2017-10-01,0,1,0,1,1
MONTERO,rabia,no de personas con vacuna antirrabica,2017-10-01,15,3,15,3,18
MORO MORO,rabia,no de personas con vacuna antirrabica,2017-10-01,1,1,1,1,2
OCURI,rabia,no de personas con vacuna antirrabica,2017-10-01,1,0,1,0,1
ORURO,rabia,no de personas con vacuna antirrabica,2017-10-01,64,67,64,67,131
PADILLA,rabia,no de personas con vacuna antirrabica,2017-10-01,0,1,0,1,1
PAILON,rabia,no de personas con vacuna antirrabica,2017-10-01,0,2,0,2,2
PATACAMAYA,rabia,no de personas con vacuna antirrabica,2017-10-01,2,0,2,0,2
POROMA,rabia,no de personas con vacuna antirrabica,2017-10-01,4,2,4,2,6
PORONGO,rabia,no de personas con vacuna antirrabica,2017-10-01,1,0,1,0,1
PORTACHUELO,rabia,no de personas con vacuna antirrabica,2017-10-01,3,3,3,3,6
POTOSI,rabia,no de personas con vacuna antirrabica,2017-10-01,22,28,22,28,50
PUERTO ACOSTA,rabia,no de personas con vacuna antirrabica,2017-10-01,1,0,1,0,1
PUERTO VILLARROEL,rabia,no de personas con vacuna antirrabica,2017-10-01,2,1,2,1,3
PUNATA,rabia,no de personas con vacuna antirrabica,2017-10-01,1,1,1,1,2
QUILLACOLLO,rabia,no de personas con vacuna antirrabica,2017-10-01,12,9,12,9,21
QUIRUSILLAS,rabia,no de personas con vacuna antirrabica,2017-10-01,0,1,0,1,1
SACABA,rabia,no de personas con vacuna antirrabica,2017-10-01,8,7,8,7,15
SAIPINA,rabia,no de personas con vacuna antirrabica,2017-10-01,1,0,1,0,1
SAMAIPATA,rabia,no de personas con vacuna antirrabica,2017-10-01,1,2,1,2,3
SAN ANDRES,rabia,no de personas con vacuna antirrabica,2017-10-01,2,0,2,0,2
SAN BORJA,rabia,no de personas con vacuna antirrabica,2017-10-01,0,1,0,1,1
SAN CARLOS,rabia,no de personas con vacuna antirrabica,2017-10-01,5,2,5,2,7
SAN IGNACIO,rabia,no de personas con vacuna antirrabica,2017-10-01,4,2,4,2,6
SAN IGNACIO DE VELASCO,rabia,no de personas con vacuna antirrabica,2017-10-01,2,1,2,1,3
SAN JAVIER(STC),rabia,no de personas con vacuna antirrabica,2017-10-01,2,0,2,0,2
SAN JUAN DE YAPACANI,rabia,no de personas con vacuna antirrabica,2017-10-01,1,0,1,0,1
SAN JULIAN,rabia,no de personas con vacuna antirrabica,2017-10-01,3,0,3,0,3
SAN PEDRO,rabia,no de personas con vacuna antirrabica,2017-10-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con vacuna antirrabica,2017-10-01,515,542,515,542,1057
SANTIAGO DE HUARI,rabia,no de personas con vacuna antirrabica,2017-10-01,1,0,1,0,1
SHINAOTA,rabia,no de personas con vacuna antirrabica,2017-10-01,2,0,2,0,2
SICA SICA (VILLA AROMA),rabia,no de personas con vacuna antirrabica,2017-10-01,1,0,1,0,1
SIPE SIPE,rabia,no de personas con vacuna antirrabica,2017-10-01,1,1,1,1,2
SUCRE,rabia,no de personas con vacuna antirrabica,2017-10-01,98,72,98,72,170
TARATA,rabia,no de personas con vacuna antirrabica,2017-10-01,0,1,0,1,1
TIPUANI,rabia,no de personas con vacuna antirrabica,2017-10-01,1,1,1,1,2
TIQUIPAYA,rabia,no de personas con vacuna antirrabica,2017-10-01,12,3,12,3,15
TOLATA,rabia,no de personas con vacuna antirrabica,2017-10-01,0,1,0,1,1
TRINIDAD,rabia,no de personas con vacuna antirrabica,2017-10-01,26,26,26,26,52
UNCIA,rabia,no de personas con vacuna antirrabica,2017-10-01,1,4,1,4,5
UYUNI,rabia,no de personas con vacuna antirrabica,2017-10-01,5,4,5,4,9
VALLEGRANDE,rabia,no de personas con vacuna antirrabica,2017-10-01,1,4,1,4,5
