municipality,group,variable,month,Nº de actividades de educación en Salud Oral,TOTAL
PUERTO PEREZ,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,9,9
PUERTO QUIJARRO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,4,4
PUERTO RICO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,56,56
PUERTO SUAREZ,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,2,2
PUERTO VILLARROEL,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,153,153
PUNA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,9,9
PUNATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,857,857
QUILLACOLLO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,233,233
QUIME,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,35,35
QUIRUSILLAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,3,3
RAVELO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,3,3
RIBERALTA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,515,515
ROBORE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,29,29
SABAYA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,2,2
SACABA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,847,847
SACABAMBA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,3,3
SAIPINA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,5,5
SALINAS DE GARCI MENDOZA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,17,17
SAMAIPATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,29,29
SAN AGUSTIN,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,4,4
SAN ANDRES,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,8,8
SAN ANDRES DE MACHACA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,7,7
SAN BENITO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,416,416
SAN BORJA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,89,89
SAN CARLOS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,204,204
SAN IGNACIO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,4,4
SAN IGNACIO DE VELASCO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,222,222
SAN JAVIER(STC),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,25,25
SAN JOAQUIN,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,223,223
SAN JUAN DE YAPACANI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,46,46
SAN JULIAN,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,56,56
SAN LORENZO(PND),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,3,3
SAN LORENZO(TJA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,12,12
SAN LUCAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,15,15
SAN MATIAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,1,1
SAN MIGUEL DE VELASCO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,321,321
SAN PEDRO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,1,1
SAN PEDRO DE BUENA VISTA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,26,26
SAN PEDRO DE CURAHUARA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,5,5
SAN PEDRO DE TIQUINA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,8,8
SAN RAMON SCZ,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,9,9
SANTA ANA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,236,236
SANTA CRUZ DE LA SIERRA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,2114,2114
SANTA ROSA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,350,350
SANTIAGO DE CALLAPA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,30,30
SANTIAGO DE HUARI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,10,10
SANTIAGO DE HUATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,8,8
SANTIAGO DE MACHACA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,4,4
SANTIVAÑES,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,4,4
SANTUARIO DE QUILLACAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,7,7
SAPAHAQUI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,19,19
SENA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,4,4
SHINAOTA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,6,6
SICA SICA (VILLA AROMA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,6,6
SICAYA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,2,2
SIPE SIPE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,65,65
SOPACHUY,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,1,1
SORACACHI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,4,4
SORATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,35,35
SUCRE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,738,738
TACACOMA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,1,1
TACOPAYA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,4,4
TAHUA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,2,2
TAPACARI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,192,192
TARABUCO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,55,55
TARACO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,44,44
TARATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,5,5
TARIJA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,561,561
TARVITA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,9,9
TIAWANACU,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,9,9
TINGUIPAYA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,4,4
TIQUIPAYA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,349,349
TIRAQUE (CBBA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,3,3
TOCO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,5,5
TOLATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,11,11
TOLEDO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,19,19
TOMAVE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,31,31
TOMINA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,164,164
TOTORA(CBBA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,296,296
TOTORA(ORR),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,2,2
TRIGAL,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,4,4
TRINIDAD,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,539,539
TUPIZA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,23,23
UNCIA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,5,5
URIONDO (A. CONCEPCION),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,104,104
VACAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,62,62
VALLEGRANDE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,325,325
VIACHA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,7,7
VILA VILA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,5,5
VILLA CHARCAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,1,1
VILLA MONTES,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,15,15
VILLA NUEVA (LOMA ALTA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,129,129
VILLA RIVERO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,3,3
VILLA SERRANO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,20,20
VILLA TUNARI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,134,134
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,17,17
VILLAZON,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,134,134
VINTO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,7,7
VITICHI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,1,1
WARNES,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,55,55
YACO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,2,2
YACUIBA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,530,530
YAMPARAEZ,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,4,4
YANACACHI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,6,6
YAPACANI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,7,7
YOTALA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,2,2
YUNCHARA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,35,35
ZUDAÑEZ,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,11,11
ACHACACHI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,16,16
ACHOCALLA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,39,39
AIQUILE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,173,173
ALALAY,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,40,40
ALCALA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,2,2
ANCORAIMES,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,7,7
ANDAMARCA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,18,18
ANTEQUERA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,3,3
ANZALDO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,7,7
ARAMPAMPA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,2,2
ARBIETO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,7,7
ARQUE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,7,7
ATOCHA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,1,1
AYATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,10,10
AZURDUY,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,10,10
BAURES,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,1,1
BERMEJO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,7,7
BETANZOS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,9,9
BOLIVAR,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,4,4
BOLPEBRA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,7,7
BOYUIBE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,5,5
BUENA VISTA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,10,10
CAIROMA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,43,43
"CAIZA ""D""",atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,3,3
CALACOTO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,4,4
CALAMARCA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,5,5
CAMARGO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,15,15
CAMATAQUI (C. VILLA ABECIA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,4,4
CAMIRI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,111,111
CAQUIAVIRI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,4,4
CARACOLLO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,36,36
CARANAVI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,170,170
CARAPARI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,16,16
CARIPUYO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,2,2
CATACORA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,1,1
CHALLAPATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,23,23
CHAQUI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,1,1
CHARAGUA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,81,81
CHARAÑA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,3,3
CHAYANTA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,38,38
CHIMORE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,8,8
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,5,5
CHUMA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,7,7
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,1,1
CKOCHAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,4,4
CLIZA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,7,7
COBIJA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,215,215
COCAPATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,5,5
COCHABAMBA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,3145,3145
COIPASA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,2,2
COLCAPIRHUA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,191,191
COLLANA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,1,1
COLOMI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,22,22
COLPA BELGICA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,6,6
COLQUECHACA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,6,6
COMANCHE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,7,7
COMARAPA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,10,10
CONCEPCION,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,1,1
COPACABANA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,17,17
CORIPATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,9,9
CORO CORO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,7,7
COROICO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,4,4
CORQUE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,1,1
COTAGAITA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,12,12
CUATRO CAÑADAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,11,11
CUEVO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,6,6
CURAHUARA DE CARANGAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,1,1
CURVA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,1,1
EL ALTO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,904,904
EL CHORO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,3,3
EL PUENTE(STC),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,3,3
EL PUENTE(TJA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,44,44
EL TORNO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,21,21
EL VILLAR,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,9,9
ENTRE RIOS TRJ,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,18,18
ENTRE RIOS CBBA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,4,4
EUCALIPTUS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,10,10
FERNANDEZ ALONSO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,2,2
GENERAL SAAVEDRA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,47,47
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,2,2
GUANAY,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,79,79
GUAQUI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,3,3
GUAYARAMERIN,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,40,40
GUTIERREZ,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,176,176
HUACARETA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,4,4
HUACAYA (VILLA DE HUACAYA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,1,1
HUACHACALLA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,1,1
HUANUNI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,3,3
HUAYLLAMARCA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,11,11
ICLA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,11,11
INCAHUASI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,2,2
INQUISIVI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,2,2
IRUPANA (VILLA DE LANZA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,3,3
IXIAMAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,28,28
JESUS DE MACHACA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,9,9
LA ASUNTA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,4,4
LA GUARDIA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,4,4
LA PAZ,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,897,897
LA RIVERA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,140,140
LAGUNILLAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,19,19
LAJA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,8,8
LAS CARRERAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,4,4
LLALLAGUA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,1,1
LLICA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,2,2
LURIBAY,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,3,3
MACHACAMARCA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,7,7
MACHARETI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,147,147
MAGDALENA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,99,99
MAIRANA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,38,38
MAPIRI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,5,5
MECAPACA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,5,5
MINEROS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,203,203
MIZQUE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,73,73
MOCOMOCO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,54,54
MOJOCOYA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,6,6
MONTEAGUDO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,5,5
MONTERO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,686,686
MORO MORO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,6,6
MOROCHATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,16,16
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,18,18
OKINAWA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,2,2
ORURO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,1014,1014
PADCAYA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,4,4
PADILLA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,68,68
PAILON,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,4,4
PALCA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,83,83
PALOS BLANCOS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,2,2
PAMPA AULLAGAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,1,1
PAMPA GRANDE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,2,2
PAPEL PAMPA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,2,2
PATACAMAYA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,102,102
PAZÑA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,3,3
PELECHUCO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,2,2
POCOATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,8,8
POCONA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,4,4
POJO (CBBA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,181,181
PORCO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,2,2
POROMA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,33,33
PORTACHUELO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,26,26
PORVENIR,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,41,41
POSTRER VALLE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,3,3
POTOSI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,175,175
PRESTO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,3,3
PUCARANI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,103,103
PUERTO ACOSTA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,34,34
PUERTO CARABUCO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,4,4
PUERTO GONZALO MORENO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,3,3
PUERTO QUIJARRO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,5,5
PUERTO RICO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,24,24
PUERTO VILLARROEL,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,139,139
PUNA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,4,4
PUNATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,288,288
QUIABAYA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,2,2
QUIME,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,6,6
QUIRUSILLAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,4,4
RAVELO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,2,2
REYES,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,22,22
RIBERALTA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,1213,1213
ROBORE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,124,124
RURRENABAQUE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,6,6
SABAYA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,1,1
SACABA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,325,325
SACACA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,12,12
SALINAS DE GARCI MENDOZA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,29,29
SAMAIPATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,10,10
SAN AGUSTIN,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,3,3
SAN ANDRES,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,1,1
SAN ANDRES DE MACHACA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,19,19
SAN ANTONIO DE LOMERIO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,5,5
SAN BENITO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,494,494
SAN BORJA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,6,6
SAN CARLOS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,2,2
SAN IGNACIO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,3,3
SAN IGNACIO DE VELASCO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,242,242
SAN JAVIER(BNI),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,2,2
SAN JOAQUIN,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,289,289
SAN JUAN DE YAPACANI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,29,29
SAN JULIAN,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,6,6
SAN LORENZO(TJA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,11,11
SAN LUCAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-07-01,12,12
