,group,variable,month,TOTAL 17.4 PENTAVALENTE 3RA. DOSIS CANTIDAD,TOTAL 17.4 PENTAVALENTE 3RA. DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
PRESTO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,5,9,5,9,14
PUCARA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,0,1,0,1,1
PUCARANI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,17,25,17,25,42
PUERTO ACOSTA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,3,16,3,16,19
PUERTO CARABUCO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,6,10,6,10,16
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,3,4,3,4,7
PUERTO PEREZ,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,6,3,6,3,9
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,32,28,32,28,60
PUERTO RICO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,8,5,8,5,13
PUERTO SILES,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,2,0,2,0,2
PUERTO SUAREZ,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,35,2,35,2,37
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,87,9,87,9,96
PUNA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,20,10,20,10,30
PUNATA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,41,0,41,0,41
QUIABAYA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,3,1,3,1,4
QUILLACOLLO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,170,76,170,76,246
QUIME,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,16,4,16,4,20
QUIRUSILLAS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,1,0,1,0,1
RAVELO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,15,14,15,14,29
REYES,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,17,32,17,32,49
RIBERALTA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,211,19,211,19,230
ROBORE,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,14,8,14,8,22
RURRENABAQUE,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,24,4,24,4,28
SABAYA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,2,0,2,0,2
SACABA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,236,20,236,20,256
SACABAMBA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,7,2,7,2,9
SACACA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,21,6,21,6,27
SAIPINA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,11,1,11,1,12
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,10,7,10,7,17
SAMAIPATA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,20,4,20,4,24
SAN AGUSTIN,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,3,0,3,0,3
SAN ANDRES,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,13,4,13,4,17
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,3,4,3,4,7
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,3,0,3,0,3
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,6,2,6,2,8
SAN BENITO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,16,2,16,2,18
SAN BORJA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,67,38,67,38,105
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,22,3,22,3,25
SAN CARLOS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,33,2,33,2,35
SAN IGNACIO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,26,5,26,5,31
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,86,2,86,2,88
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,5,3,5,3,8
SAN JAVIER(STC),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,16,6,16,6,22
SAN JOAQUIN,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,7,6,7,6,13
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,35,22,35,22,57
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,19,2,19,2,21
SAN JULIAN,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,68,14,68,14,82
SAN LORENZO(PND),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,1,0,1,0,1
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,37,5,37,5,42
SAN LUCAS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,30,14,30,14,44
SAN MATIAS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,21,1,21,1,22
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,18,3,18,3,21
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,4,0,4,0,4
SAN PEDRO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,28,0,28,0,28
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,20,25,20,25,45
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,9,1,9,1,10
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,2,0,2,0,2
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,5,4,5,4,9
SAN PEDRO(PND),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,0,4,0,4,4
SAN RAFAEL,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,7,1,7,1,8
SAN RAMON BENI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,3,6,3,6,9
SAN RAMON SCZ,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,16,0,16,0,16
SANTA ANA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,32,40,32,40,72
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,2275,68,2275,68,2343
SANTA ROSA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,15,3,15,3,18
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,19,3,19,3,22
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,0,3,0,3,3
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,8,4,8,4,12
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,5,1,5,1,6
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,3,0,3,0,3
SANTIVAÑES,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,16,0,16,0,16
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,2,3,2,3,5
SAPAHAQUI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,12,3,12,3,15
SENA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,6,3,6,3,9
SHINAOTA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,40,8,40,8,48
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,22,18,22,18,40
SICAYA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,2,3,2,3,5
SIPE SIPE,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,70,3,70,3,73
SOPACHUY,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,11,3,11,3,14
SORACACHI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,9,7,9,7,16
SORATA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,13,18,13,18,31
SUCRE,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,549,18,549,18,567
TACACHI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,2,1,2,1,3
TACACOMA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,4,4,4,4,8
TACOBAMBA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,3,5,3,5,8
TACOPAYA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,10,4,10,4,14
TAHUA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,1,2,1,2,3
TAPACARI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,16,20,16,20,36
TARABUCO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,15,13,15,13,28
TARACO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,4,5,4,5,9
TARATA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,13,4,13,4,17
TARIJA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,300,22,300,22,322
TARVITA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,12,12,12,12,24
TEOPONTE,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,12,11,12,11,23
TIAWANACU,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,13,5,13,5,18
TINGUIPAYA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,25,11,25,11,36
TIPUANI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,19,23,19,23,42
TIQUIPAYA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,77,14,77,14,91
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,14,14,14,14,28
TOCO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,9,1,9,1,10
TOLATA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,5,5,5,5,10
TOLEDO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,6,0,6,0,6
TOMAVE,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,12,18,12,18,30
TOMINA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,6,8,6,8,14
TORO TORO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,6,14,6,14,20
TOTORA(CBBA),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,17,8,17,8,25
TOTORA(ORR),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,4,2,4,2,6
TRIGAL,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,2,0,2,0,2
TRINIDAD,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,141,33,141,33,174
TUPIZA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,101,17,101,17,118
TURCO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,6,2,6,2,8
UMALA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,2,7,2,7,9
UNCIA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,25,18,25,18,43
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,18,13,18,13,31
URUBICHA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,23,0,23,0,23
UYUNI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,41,0,41,0,41
VACAS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,3,11,3,11,14
VALLEGRANDE,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,15,1,15,1,16
VIACHA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,88,7,88,7,95
VILA VILA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,3,1,3,1,4
VILLA CHARCAS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,21,11,21,11,32
VILLA MONTES,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,70,24,70,24,94
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,6,6,6,6,12
VILLA RIVERO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,6,2,6,2,8
VILLA SERRANO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,12,7,12,7,19
VILLA TUNARI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,117,16,117,16,133
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,11,4,11,4,15
VILLAZON,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,68,11,68,11,79
VINTO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,84,3,84,3,87
VITICHI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,19,5,19,5,24
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,2,0,2,0,2
WARNES,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,218,8,218,8,226
YACO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,4,6,4,6,10
YACUIBA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,111,14,111,14,125
YAMPARAEZ,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,7,4,7,4,11
YANACACHI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,11,0,11,0,11
YAPACANI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,82,13,82,13,95
YOCALLA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,4,6,4,6,10
YOTALA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,3,6,3,6,9
YUNCHARA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,3,10,3,10,13
ZUDAÑEZ,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-06-01,7,13,7,13,20
ACACIO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,6,0,6,0,6
ACHACACHI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,46,19,46,19,65
ACHOCALLA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,13,13,13,13,26
AIQUILE,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,23,14,23,14,37
ALALAY,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,3,7,3,7,10
ALCALA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,3,0,3,0,3
ALTO BENI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,20,0,20,0,20
ANCORAIMES,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,12,11,12,11,23
ANDAMARCA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,3,2,3,2,5
ANTEQUERA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,4,0,4,0,4
ANZALDO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,5,12,5,12,17
APOLO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,26,5,26,5,31
ARAMPAMPA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,5,4,5,4,9
ARANI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,9,2,9,2,11
ARBIETO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,15,16,15,16,31
ARQUE,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,11,6,11,6,17
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,72,3,72,3,75
ATOCHA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,12,7,12,7,19
AUCAPATA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,4,12,4,12,16
AYATA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,5,8,5,8,13
AYO AYO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,8,2,8,2,10
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,41,24,41,24,65
AZURDUY,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,11,9,11,9,20
BATALLAS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,20,6,20,6,26
BAURES,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,9,1,9,1,10
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,2,1,2,1,3
BELEN DE URMIRI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,2,1,2,1,3
BELLA FLOR,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,2,2,2,2,4
BERMEJO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,53,30,53,30,83
BETANZOS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,28,19,28,19,47
BOLIVAR,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,10,14,10,14,24
BOLPEBRA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,0,1,0,1,1
BOYUIBE,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,8,0,8,0,8
BUENA VISTA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,25,10,25,10,35
CABEZAS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,39,14,39,14,53
CAIROMA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,10,3,10,3,13
"CAIZA ""D""",vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,9,2,9,2,11
CAJUATA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,18,2,18,2,20
CALACOTO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,1,5,1,5,6
CALAMARCA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,17,4,17,4,21
CAMARGO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,18,2,18,2,20
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,5,1,5,1,6
CAMIRI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,63,4,63,4,67
CAPINOTA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,45,8,45,8,53
CAQUIAVIRI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,8,1,8,1,9
CARACOLLO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,26,6,26,6,32
CARANAVI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,63,7,63,7,70
CARANGAS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,0,2,0,2,2
CARAPARI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,23,6,23,6,29
CARIPUYO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,3,10,3,10,13
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,5,2,5,2,7
CATACORA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,1,1,1,1,2
CHACARILLA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,1,0,1,0,1
CHALLAPATA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,38,10,38,10,48
CHAQUI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,11,2,11,2,13
CHARAGUA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,36,38,36,38,74
CHARAÑA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,1,0,1,0,1
CHAYANTA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,15,12,15,12,27
CHIMORE,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,44,2,44,2,46
CHIPAYA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,6,0,6,0,6
CHOQUE COTA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,2,0,2,0,2
CHUA COCANI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,22,6,22,6,28
CHUMA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,6,7,6,7,13
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,4,6,4,6,10
CKOCHAS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,11,13,11,13,24
CLIZA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,38,6,38,6,44
COBIJA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,130,11,130,11,141
COCAPATA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,16,21,16,21,37
COCHABAMBA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,1308,15,1308,15,1323
COIPASA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,1,0,1,0,1
COLCAPIRHUA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,104,2,104,2,106
"COLCHA ""K""",vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,15,0,15,0,15
COLLANA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,3,4,3,4,7
COLOMI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,38,4,38,4,42
COLPA BELGICA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,12,0,12,0,12
COLQUECHACA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,29,35,29,35,64
COLQUENCHA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,9,0,9,0,9
COLQUIRI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,16,17,16,17,33
COMANCHE,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,1,1,1,1,2
COMARAPA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,31,5,31,5,36
COMBAYA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,2,3,2,3,5
CONCEPCION,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,32,24,32,24,56
COPACABANA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,9,9,9,9,18
CORIPATA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,32,1,32,1,33
CORO CORO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,7,2,7,2,9
COROICO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,22,0,22,0,22
CORQUE,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,6,7,6,7,13
COTAGAITA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,21,10,21,10,31
COTOCA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,132,15,132,15,147
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,30,5,30,5,35
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,1,0,1,0,1
CUEVO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,3,6,3,6,9
CULPINA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,32,15,32,15,47
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,6,0,6,0,6
CURVA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,1,0,1,0,1
DESAGUADERO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,10,0,10,0,10
EL ALTO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,1291,264,1291,264,1555
EL CHORO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,3,3,3,3,6
EL PUENTE(STC),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,20,1,20,1,21
EL PUENTE(TJA),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-07-01,9,4,9,4,13
