,group,variable,month,TOTAL 1710 NEUMOCÓCICA 1RA. DOSIS CANTIDAD,TOTAL 1710 NEUMOCÓCICA 1RA. DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
COLCAPIRHUA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,95,3,95,3,98
"COLCHA ""K""",vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,29,2,29,2,31
COLLANA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,3,0,3,0,3
COLOMI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,28,10,28,10,38
COLPA BELGICA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,11,0,11,0,11
COLQUECHACA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,39,31,39,31,70
COLQUENCHA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,12,0,12,0,12
COLQUIRI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,39,7,39,7,46
COMANCHE,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,3,0,3,0,3
COMARAPA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,36,5,36,5,41
COMBAYA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,1,0,1,0,1
CONCEPCION,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,36,29,36,29,65
COPACABANA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,9,12,9,12,21
CORIPATA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,29,2,29,2,31
CORO CORO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,8,4,8,4,12
COROICO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,28,1,28,1,29
CORQUE,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,5,7,5,7,12
COTAGAITA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,22,12,22,12,34
COTOCA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,124,4,124,4,128
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,43,5,43,5,48
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,1,0,1,0,1
CUEVO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,5,5,5,5,10
CULPINA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,21,11,21,11,32
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,18,1,18,1,19
CURVA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,2,3,2,3,5
DESAGUADERO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,11,0,11,0,11
EL ALTO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,1300,247,1300,247,1547
EL CHORO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,2,4,2,4,6
EL PUENTE(STC),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,34,2,34,2,36
EL PUENTE(TJA),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,6,4,6,4,10
EL TORNO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,129,6,129,6,135
EL VILLAR,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,4,0,4,0,4
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,26,13,26,13,39
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,72,4,72,4,76
ESCOMA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,7,2,7,2,9
EUCALIPTUS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,7,2,7,2,9
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,0,1,0,1,1
EXALTACION,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,6,0,6,0,6
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,36,3,36,3,39
FILADELFIA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,8,9,8,9,17
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,43,2,43,2,45
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,4,5,4,5,9
GUANAY,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,27,12,27,12,39
GUAQUI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,2,4,2,4,6
GUAYARAMERIN,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,87,5,87,5,92
GUTIERREZ,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,17,8,17,8,25
HUACARETA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,10,3,10,3,13
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,1,1,1,1,2
HUACHACALLA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,2,0,2,0,2
HUANUNI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,37,3,37,3,40
HUARACAJE,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,3,0,3,0,3
HUARINA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,5,4,5,4,9
HUATAJATA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,6,1,6,1,7
HUAYLLAMARCA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,1,0,1,0,1
HUMANATA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,1,4,1,4,5
ICHOCA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,0,2,0,2,2
ICLA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,7,5,7,5,12
INCAHUASI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,16,12,16,12,28
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,1,3,1,3,4
INQUISIVI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,10,23,10,23,33
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,18,2,18,2,20
IXIAMAS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,20,7,20,7,27
JESUS DE MACHACA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,16,2,16,2,18
LA ASUNTA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,83,17,83,17,100
LA GUARDIA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,173,1,173,1,174
LA PAZ,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,1429,26,1429,26,1455
LAGUNILLAS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,3,2,3,2,5
LAJA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,17,11,17,11,28
LAS CARRERAS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,1,1,1,1,2
LICOMA PAMPA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,3,1,3,1,4
LLALLAGUA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,61,38,61,38,99
LLICA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,1,0,1,0,1
LORETO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,5,4,5,4,9
LURIBAY,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,8,6,8,6,14
MACHACAMARCA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,4,1,4,1,5
MACHARETI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,13,3,13,3,16
MAGDALENA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,9,4,9,4,13
MAIRANA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,18,1,18,1,19
MAPIRI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,63,0,63,0,63
MECAPACA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,19,8,19,8,27
MINEROS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,30,2,30,2,32
MIZQUE,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,49,8,49,8,57
MOCOMOCO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,10,6,10,6,16
MOJINETE,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,2,0,2,0,2
MOJOCOYA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,12,2,12,2,14
MONTEAGUDO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,47,6,47,6,53
MONTERO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,357,14,357,14,371
MORO MORO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,1,0,1,0,1
MOROCHATA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,6,13,6,13,19
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,7,2,7,2,9
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,2,2,2,2,4
OCURI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,12,12,12,12,24
OKINAWA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,33,1,33,1,34
OMEREQUE,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,4,4,4,4,8
ORURO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,639,4,639,4,643
PADCAYA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,13,4,13,4,17
PADILLA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,11,1,11,1,12
PAILON,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,58,35,58,35,93
PALCA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,18,4,18,4,22
PALOS BLANCOS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,40,9,40,9,49
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,6,1,6,1,7
PAMPA GRANDE,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,17,0,17,0,17
PAPEL PAMPA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,0,3,0,3,3
PASORAPA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,3,1,3,1,4
PATACAMAYA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,48,13,48,13,61
PAZÑA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,6,7,6,7,13
PELECHUCO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,11,1,11,1,12
POCOATA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,13,21,13,21,34
POCONA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,14,4,14,4,18
POJO (CBBA),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,11,1,11,1,12
POOPO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,11,0,11,0,11
PORCO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,24,2,24,2,26
POROMA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,14,12,14,12,26
PORONGO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,10,3,10,3,13
PORTACHUELO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,52,3,52,3,55
PORVENIR,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,9,1,9,1,10
POSTRER VALLE,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,1,0,1,0,1
POTOSI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,564,18,564,18,582
PRESTO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,13,8,13,8,21
PUCARANI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,16,20,16,20,36
PUERTO ACOSTA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,7,13,7,13,20
PUERTO CARABUCO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,12,3,12,3,15
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,7,2,7,2,9
PUERTO PEREZ,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,4,7,4,7,11
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,43,10,43,10,53
PUERTO RICO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,13,2,13,2,15
PUERTO SILES,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,5,0,5,0,5
PUERTO SUAREZ,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,37,3,37,3,40
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,120,7,120,7,127
PUNA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,17,21,17,21,38
PUNATA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,59,0,59,0,59
QUIABAYA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,4,1,4,1,5
QUILLACOLLO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,218,75,218,75,293
QUIME,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,11,1,11,1,12
QUIRUSILLAS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,1,1,1,1,2
RAVELO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,17,19,17,19,36
REYES,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,13,1,13,1,14
RIBERALTA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,330,24,330,24,354
ROBORE,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,37,4,37,4,41
RURRENABAQUE,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,63,13,63,13,76
SABAYA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,4,1,4,1,5
SACABA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,258,2,258,2,260
SACABAMBA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,11,1,11,1,12
SACACA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,21,10,21,10,31
SAIPINA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,17,4,17,4,21
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,7,12,7,12,19
SAMAIPATA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,12,0,12,0,12
SAN AGUSTIN,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,1,0,1,0,1
SAN ANDRES,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,33,13,33,13,46
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,4,0,4,0,4
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,6,0,6,0,6
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,6,6,6,6,12
SAN BENITO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,12,2,12,2,14
SAN BORJA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,118,20,118,20,138
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,23,1,23,1,24
SAN CARLOS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,72,15,72,15,87
SAN IGNACIO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,129,18,129,18,147
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,121,21,121,21,142
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,4,1,4,1,5
SAN JAVIER(STC),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,31,14,31,14,45
SAN JOAQUIN,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,17,0,17,0,17
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,32,1,32,1,33
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,22,1,22,1,23
SAN JULIAN,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,89,34,89,34,123
SAN LORENZO(PND),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,3,18,3,18,21
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,41,5,41,5,46
SAN LUCAS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,45,23,45,23,68
SAN MATIAS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,17,0,17,0,17
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,22,4,22,4,26
SAN PEDRO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,30,0,30,0,30
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,34,38,34,38,72
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,5,0,5,0,5
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,3,3,3,3,6
SAN PEDRO(PND),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,0,4,0,4,4
SAN RAFAEL,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,10,2,10,2,12
SAN RAMON BENI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,11,6,11,6,17
SAN RAMON SCZ,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,18,0,18,0,18
SANTA ANA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,58,2,58,2,60
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,3468,69,3468,69,3537
SANTA ROSA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,34,0,34,0,34
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,32,1,32,1,33
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,4,8,4,8,12
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,11,1,11,1,12
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,6,3,6,3,9
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,3,3,3,3,6
SANTIVAÑES,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,7,3,7,3,10
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,6,2,6,2,8
SAPAHAQUI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,21,8,21,8,29
SENA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,7,4,7,4,11
SHINAOTA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,57,6,57,6,63
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,20,7,20,7,27
SICAYA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,7,4,7,4,11
SIPE SIPE,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,94,5,94,5,99
SOPACHUY,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,4,2,4,2,6
SORACACHI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,13,12,13,12,25
SORATA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,12,21,12,21,33
SUCRE,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,705,18,705,18,723
TACACHI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,2,0,2,0,2
TACACOMA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,6,4,6,4,10
TACOBAMBA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,9,9,9,9,18
TACOPAYA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,11,1,11,1,12
TAPACARI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,22,5,22,5,27
TARABUCO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,9,9,9,9,18
TARACO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,3,0,3,0,3
TARATA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,21,10,21,10,31
TARIJA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,435,18,435,18,453
TARVITA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,9,16,9,16,25
TEOPONTE,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,19,4,19,4,23
TIAWANACU,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,18,3,18,3,21
TINGUIPAYA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,18,4,18,4,22
TIPUANI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,17,6,17,6,23
TIQUIPAYA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,63,7,63,7,70
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,21,11,21,11,32
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,1,0,1,0,1
TOCO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,6,2,6,2,8
TOLATA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,11,5,11,5,16
TOLEDO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,7,2,7,2,9
TOMAVE,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,16,11,16,11,27
TOMINA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,7,3,7,3,10
TORO TORO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,13,21,13,21,34
TOTORA(CBBA),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,19,6,19,6,25
TOTORA(ORR),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,5,0,5,0,5
TRINIDAD,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,309,9,309,9,318
TUPIZA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,95,9,95,9,104
TURCO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,4,0,4,0,4
UMALA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,8,17,8,17,25
UNCIA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,41,20,41,20,61
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,23,7,23,7,30
URUBICHA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,12,0,12,0,12
UYUNI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,58,2,58,2,60
VACAS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,4,9,4,9,13
VALLEGRANDE,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,34,2,34,2,36
VIACHA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,111,4,111,4,115
VILA VILA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,4,8,4,8,12
VILLA CHARCAS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,17,1,17,1,18
VILLA MONTES,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,95,17,95,17,112
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,5,4,5,4,9
VILLA RIVERO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,17,4,17,4,21
VILLA SERRANO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,8,5,8,5,13
VILLA TUNARI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,187,16,187,16,203
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,13,4,13,4,17
VILLAZON,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,61,4,61,4,65
VINTO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,86,0,86,0,86
VITICHI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,13,1,13,1,14
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,1,0,1,0,1
WARNES,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-07-01,250,9,250,9,259
