,group,variable,month,TOTAL 1712 NEUMOCÓCICA 3RA. DOSIS CANTIDAD,TOTAL 1712 NEUMOCÓCICA 3RA. DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-08-01,37,8,37,8,45
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-08-01,2,1,2,1,3
SAN PEDRO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-08-01,38,0,38,0,38
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-08-01,31,22,31,22,53
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-08-01,1,0,1,0,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-08-01,5,6,5,6,11
SAN PEDRO(PND),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-08-01,0,3,0,3,3
SAN RAFAEL,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-08-01,7,3,7,3,10
SAN RAMON BENI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-08-01,12,17,12,17,29
SAN RAMON SCZ,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-08-01,16,0,16,0,16
SANTA ANA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-08-01,11,0,11,0,11
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-08-01,3360,75,3360,75,3435
SANTA ROSA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-08-01,16,1,16,1,17
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-08-01,29,6,29,6,35
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-08-01,0,2,0,2,2
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-08-01,9,10,9,10,19
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-08-01,4,3,4,3,7
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-08-01,1,0,1,0,1
SANTIVAÑES,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-08-01,10,2,10,2,12
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-08-01,2,2,2,2,4
SAPAHAQUI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-08-01,3,2,3,2,5
SENA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-08-01,11,0,11,0,11
SHINAOTA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-08-01,37,6,37,6,43
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-08-01,4,5,4,5,9
SICAYA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-08-01,3,2,3,2,5
SIPE SIPE,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-08-01,103,14,103,14,117
SOPACHUY,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-08-01,7,7,7,7,14
SORACACHI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-08-01,6,2,6,2,8
SORATA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-08-01,10,23,10,23,33
SUCRE,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-08-01,698,13,698,13,711
TACACHI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-08-01,1,2,1,2,3
TACACOMA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-08-01,12,1,12,1,13
TACOBAMBA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-08-01,17,23,17,23,40
TACOPAYA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-08-01,7,7,7,7,14
TAPACARI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-08-01,21,20,21,20,41
TARABUCO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-08-01,18,21,18,21,39
TARACO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-08-01,4,1,4,1,5
TARATA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-08-01,11,5,11,5,16
TARIJA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-08-01,405,17,405,17,422
TARVITA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-08-01,19,12,19,12,31
TEOPONTE,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-08-01,18,2,18,2,20
TIAWANACU,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-08-01,16,3,16,3,19
TINGUIPAYA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-08-01,29,17,29,17,46
TIPUANI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-08-01,16,5,16,5,21
TIQUIPAYA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-08-01,104,9,104,9,113
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-08-01,21,23,21,23,44
TOCO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-08-01,4,1,4,1,5
TOLATA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-08-01,10,3,10,3,13
TOLEDO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-08-01,3,3,3,3,6
TOMAVE,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-08-01,15,17,15,17,32
TOMINA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-08-01,7,13,7,13,20
TORO TORO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-08-01,12,13,12,13,25
TOTORA(CBBA),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-08-01,34,4,34,4,38
TOTORA(ORR),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-08-01,3,1,3,1,4
TRINIDAD,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-08-01,292,27,292,27,319
TUPIZA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-08-01,63,6,63,6,69
TURCO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-08-01,8,0,8,0,8
UMALA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-08-01,3,1,3,1,4
UNCIA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-08-01,16,10,16,10,26
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-08-01,24,5,24,5,29
URUBICHA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-08-01,15,4,15,4,19
UYUNI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-08-01,50,1,50,1,51
VACAS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-08-01,4,16,4,16,20
VALLEGRANDE,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-08-01,32,1,32,1,33
VIACHA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-08-01,62,3,62,3,65
VILA VILA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-08-01,4,5,4,5,9
VILLA CHARCAS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-08-01,14,10,14,10,24
VILLA MONTES,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-08-01,65,16,65,16,81
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-08-01,0,2,0,2,2
VILLA RIVERO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-08-01,12,0,12,0,12
VILLA SERRANO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-08-01,10,4,10,4,14
VILLA TUNARI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-08-01,102,22,102,22,124
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-08-01,7,10,7,10,17
VILLAZON,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-08-01,76,5,76,5,81
VINTO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-08-01,99,0,99,0,99
VITICHI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-08-01,6,1,6,1,7
WARNES,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-08-01,226,19,226,19,245
YACO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-08-01,10,4,10,4,14
YACUIBA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-08-01,181,11,181,11,192
YAMPARAEZ,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-08-01,7,6,7,6,13
YANACACHI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-08-01,10,0,10,0,10
YAPACANI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-08-01,169,13,169,13,182
YOCALLA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-08-01,15,5,15,5,20
YOTALA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-08-01,10,5,10,5,15
YUNCHARA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-08-01,6,15,6,15,21
ZUDAÑEZ,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-08-01,4,5,4,5,9
ACACIO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,3,6,3,6,9
ACHACACHI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,26,9,26,9,35
ACHOCALLA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,19,9,19,9,28
AIQUILE,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,25,13,25,13,38
ALALAY,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,2,2,2,2,4
ALCALA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,4,0,4,0,4
ALTO BENI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,25,1,25,1,26
ANCORAIMES,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,19,5,19,5,24
ANDAMARCA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,2,2,2,2,4
ANTEQUERA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,7,7,7,7,14
ANZALDO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,10,2,10,2,12
APOLO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,17,5,17,5,22
ARAMPAMPA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,6,4,6,4,10
ARANI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,16,0,16,0,16
ARBIETO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,15,15,15,15,30
ARQUE,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,12,2,12,2,14
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,72,5,72,5,77
ATOCHA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,17,0,17,0,17
AUCAPATA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,4,7,4,7,11
AYATA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,7,5,7,5,12
AYO AYO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,8,0,8,0,8
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,22,26,22,26,48
AZURDUY,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,12,5,12,5,17
BATALLAS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,9,4,9,4,13
BAURES,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,13,3,13,3,16
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,3,0,3,0,3
BELEN DE URMIRI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,0,3,0,3,3
BELLA FLOR,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,3,8,3,8,11
BERMEJO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,63,23,63,23,86
BETANZOS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,29,17,29,17,46
BOLIVAR,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,3,4,3,4,7
BOLPEBRA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,0,1,0,1,1
BOYUIBE,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,9,0,9,0,9
BUENA VISTA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,29,0,29,0,29
CABEZAS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,47,6,47,6,53
CAIROMA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,16,6,16,6,22
"CAIZA ""D""",vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,8,6,8,6,14
CAJUATA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,9,4,9,4,13
CALACOTO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,2,4,2,4,6
CALAMARCA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,8,7,8,7,15
CAMARGO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,17,6,17,6,23
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,7,2,7,2,9
CAMIRI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,70,9,70,9,79
CAPINOTA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,36,5,36,5,41
CAQUIAVIRI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,7,3,7,3,10
CARACOLLO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,26,6,26,6,32
CARANAVI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,64,16,64,16,80
CARAPARI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,31,10,31,10,41
CARIPUYO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,8,8,8,8,16
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,5,4,5,4,9
CATACORA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,2,0,2,0,2
CHACARILLA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,1,0,1,0,1
CHALLAPATA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,49,12,49,12,61
CHAQUI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,17,6,17,6,23
CHARAGUA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,11,23,11,23,34
CHAYANTA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,24,11,24,11,35
CHIMORE,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,49,8,49,8,57
CHIPAYA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,1,0,1,0,1
CHOQUE COTA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,2,0,2,0,2
CHUA COCANI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,5,1,5,1,6
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,21,6,21,6,27
CHUMA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,9,15,9,15,24
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,8,6,8,6,14
CKOCHAS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,21,7,21,7,28
CLIZA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,32,8,32,8,40
COBIJA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,141,10,141,10,151
COCAPATA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,14,17,14,17,31
COCHABAMBA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,1490,34,1490,34,1524
COIPASA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,3,0,3,0,3
COLCAPIRHUA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,78,6,78,6,84
"COLCHA ""K""",vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,23,4,23,4,27
COLOMI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,13,12,13,12,25
COLPA BELGICA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,13,0,13,0,13
COLQUECHACA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,25,31,25,31,56
COLQUENCHA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,13,0,13,0,13
COLQUIRI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,10,7,10,7,17
COMANCHE,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,3,0,3,0,3
COMARAPA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,26,5,26,5,31
COMBAYA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,4,8,4,8,12
CONCEPCION,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,20,11,20,11,31
COPACABANA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,9,6,9,6,15
CORIPATA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,35,2,35,2,37
CORO CORO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,7,5,7,5,12
COROICO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,31,4,31,4,35
CORQUE,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,6,8,6,8,14
COTAGAITA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,25,13,25,13,38
COTOCA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,167,6,167,6,173
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,39,7,39,7,46
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,3,0,3,0,3
CUEVO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,4,2,4,2,6
CULPINA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,10,6,10,6,16
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,6,3,6,3,9
CURVA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,0,3,0,3,3
DESAGUADERO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,8,1,8,1,9
EL ALTO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,1148,224,1148,224,1372
EL CHORO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,3,0,3,0,3
EL PUENTE(STC),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,28,3,28,3,31
EL PUENTE(TJA),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,17,1,17,1,18
EL TORNO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,127,8,127,8,135
EL VILLAR,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,6,6,6,6,12
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,32,14,32,14,46
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,73,4,73,4,77
ESCOMA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,1,0,1,0,1
ESMERALDA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,1,1,1,1,2
EUCALIPTUS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,7,0,7,0,7
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,1,9,1,9,10
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,29,2,29,2,31
FILADELFIA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,7,15,7,15,22
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,16,0,16,0,16
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,7,6,7,6,13
GUANAY,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,24,15,24,15,39
GUAQUI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,3,5,3,5,8
GUAYARAMERIN,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,89,3,89,3,92
GUTIERREZ,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,16,7,16,7,23
HUACARETA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,14,3,14,3,17
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,5,14,5,14,19
HUACHACALLA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,1,0,1,0,1
HUANUNI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,37,8,37,8,45
HUARACAJE,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,3,3,3,3,6
HUARINA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,7,0,7,0,7
HUATAJATA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,0,1,0,1,1
HUAYLLAMARCA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,5,0,5,0,5
HUMANATA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,1,1,1,1,2
ICHOCA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,1,3,1,3,4
ICLA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,8,5,8,5,13
INCAHUASI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,5,14,5,14,19
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,0,4,0,4,4
INQUISIVI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,5,11,5,11,16
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,15,2,15,2,17
IXIAMAS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,11,3,11,3,14
JESUS DE MACHACA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,15,3,15,3,18
LA ASUNTA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,80,13,80,13,93
LA GUARDIA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,186,0,186,0,186
LA PAZ,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,1319,30,1319,30,1349
LAGUNILLAS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,4,10,4,10,14
LAJA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,30,2,30,2,32
LAS CARRERAS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,0,4,0,4,4
LICOMA PAMPA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,0,2,0,2,2
LLALLAGUA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,56,55,56,55,111
LLICA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,1,2,1,2,3
LORETO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,2,4,2,4,6
LURIBAY,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,8,4,8,4,12
MACHACAMARCA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,4,0,4,0,4
MACHARETI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,13,8,13,8,21
MAGDALENA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,21,5,21,5,26
MAIRANA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,25,0,25,0,25
MALLA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,0,1,0,1,1
MAPIRI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,19,1,19,1,20
MECAPACA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,13,5,13,5,18
MINEROS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,79,5,79,5,84
MIZQUE,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,36,5,36,5,41
MOCOMOCO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,8,13,8,13,21
MOJOCOYA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,13,3,13,3,16
MONTEAGUDO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,72,9,72,9,81
MONTERO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,252,5,252,5,257
MORO MORO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,3,2,3,2,5
MOROCHATA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,6,11,6,11,17
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,4,0,4,0,4
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,2,0,2,0,2
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,5,0,5,0,5
OCURI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-09-01,8,17,8,17,25
