,group,variable,month,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADES CRÓNICAS DENTRO,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADES CRÓNICAS DENTRO,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADES CRÓNICAS FUERA,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADES CRÓNICAS FUERA,TOTALES,TOTALES,TOTALES
EL VILLAR,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,2,1,2,5,4,6,10
ENTRE RIOS TRJ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,6,2,1,2,7,4,11
ENTRE RIOS CBBA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,37,65,313,338,350,403,753
ESCOMA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,0,4,0,0,0,4,4
EUCALIPTUS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,1,2,1,2,2,4,6
EXALTACION,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,0,2,4,5,4,7,11
FERNANDEZ ALONSO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,3,3,3,8,6,11,17
FILADELFIA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,2,3,1,2,3,5,8
GENERAL SAAVEDRA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,3,5,1,0,4,5,9
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,6,7,5,12,11,19,30
GUANAY,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,7,13,51,51,58,64,122
GUAQUI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,0,3,1,0,1,3,4
GUAYARAMERIN,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,20,32,10,18,30,50,80
GUTIERREZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,0,1,0,1,0,2,2
HUACARETA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,2,11,6,7,8,18,26
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,0,0,1,0,1,0,1
HUACHACALLA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,1,1,39,2,40,3,43
HUANUNI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,4,4,8,25,12,29,41
HUARACAJE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,2,0,0,0,2,0,2
HUARINA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,5,12,31,34,36,46,82
HUATAJATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,2,0,0,0,2,0,2
HUAYLLAMARCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,0,0,1,0,1,0,1
HUMANATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,0,0,7,2,7,2,9
ICHOCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,4,6,9,3,13,9,22
ICLA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,8,11,4,19,12,30,42
INCAHUASI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,37,61,83,162,120,223,343
INGAVI (HUMAITA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,1,3,1,1,2,4,6
INQUISIVI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,4,3,23,14,27,17,44
IRUPANA (VILLA DE LANZA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,11,11,38,44,49,55,104
IXIAMAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,5,12,13,13,18,25,43
JESUS DE MACHACA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,1,8,15,31,16,39,55
LA ASUNTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,110,107,135,108,245,215,460
LA GUARDIA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,314,455,12,16,326,471,797
LA PAZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,681,961,589,537,1270,1498,2768
LAGUNILLAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,0,0,2,1,2,1,3
LAJA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,9,21,7,13,16,34,50
LAS CARRERAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,3,18,25,31,28,49,77
LICOMA PAMPA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,3,3,0,0,3,3,6
LLALLAGUA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,20,34,71,37,91,71,162
LLICA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,3,3,2,8,5,11,16
LORETO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,1,0,2,2,3,2,5
LURIBAY,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,2,4,4,6,6,10,16
MACHACAMARCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,0,1,0,0,0,1,1
MACHARETI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,2,1,1,13,3,14,17
MAGDALENA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,1,0,0,0,1,0,1
MAIRANA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,9,13,0,1,9,14,23
MALLA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,0,0,9,3,9,3,12
MAPIRI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,4,3,0,0,4,3,7
MECAPACA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,8,29,1,4,9,33,42
MINEROS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,24,260,10,30,34,290,324
MIZQUE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,6,26,71,83,77,109,186
MOCOMOCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,5,9,20,16,25,25,50
MOJOCOYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,32,37,16,27,48,64,112
MONTEAGUDO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,33,39,50,54,83,93,176
MONTERO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,51,73,59,126,110,199,309
MORO MORO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,1,0,0,1,1,1,2
MOROCHATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,2,4,15,30,17,34,51
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,1,0,0,0,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,0,1,1,2,1,3,4
OCURI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,8,10,11,23,19,33,52
OKINAWA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,4,4,1,1,5,5,10
OMEREQUE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,2,1,18,14,20,15,35
ORURO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,91,180,259,334,350,514,864
PADCAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,10,10,24,22,34,32,66
PADILLA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,7,7,25,45,32,52,84
PAILON,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,17,14,39,19,56,33,89
PALCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,10,16,35,27,45,43,88
PALOS BLANCOS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,15,9,17,7,32,16,48
PAMPA GRANDE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,0,0,6,1,6,1,7
PAPEL PAMPA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,6,16,11,20,17,36,53
PASORAPA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,2,5,20,26,22,31,53
PATACAMAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,38,32,1,3,39,35,74
PAZÑA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,2,1,1,1,3,2,5
PELECHUCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,20,30,6,5,26,35,61
POCOATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,0,2,6,7,6,9,15
POCONA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,7,18,6,20,13,38,51
POJO (CBBA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,6,21,17,8,23,29,52
PORCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,4,10,96,36,100,46,146
POROMA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,14,7,7,8,21,15,36
PORONGO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,6,12,4,14,10,26,36
PORTACHUELO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,0,0,1,3,1,3,4
PORVENIR,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,4,2,0,0,4,2,6
POSTRER VALLE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,0,3,0,1,0,4,4
POTOSI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,98,103,302,246,400,349,749
PRESTO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,3,6,230,249,233,255,488
PUCARANI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,5,7,20,33,25,40,65
PUERTO ACOSTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,1,2,4,4,5,6,11
PUERTO CARABUCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,4,5,7,0,11,5,16
PUERTO GONZALO MORENO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,1,0,2,1,3,1,4
PUERTO PEREZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,0,0,11,6,11,6,17
PUERTO QUIJARRO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,13,19,0,0,13,19,32
PUERTO RICO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,0,1,2,8,2,9,11
PUERTO SILES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,0,0,1,0,1,0,1
PUERTO SUAREZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,4,6,8,24,12,30,42
PUERTO VILLARROEL,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,47,133,381,568,428,701,1129
PUNA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,4,12,7,7,11,19,30
PUNATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,11,5,28,48,39,53,92
QUIABAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,2,1,1,1,3,2,5
QUILLACOLLO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,51,62,165,290,216,352,568
QUIME,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,2,1,8,11,10,12,22
QUIRUSILLAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,2,1,0,0,2,1,3
RAQAYPAMPA(ETA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,18,22,50,58,68,80,148
RAVELO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,0,1,1,2,1,3,4
REYES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,20,11,26,28,46,39,85
RIBERALTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,14,23,47,4,61,27,88
RURRENABAQUE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,27,34,20,29,47,63,110
SABAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,3,3,0,0,3,3,6
SACABA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,108,70,468,480,576,550,1126
SACABAMBA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,1,2,0,2,1,4,5
SACACA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,0,0,39,55,39,55,94
SAIPINA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,3,5,1,4,4,9,13
SALINAS DE GARCI MENDOZA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,0,0,1,4,1,4,5
SAMAIPATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,5,11,7,8,12,19,31
SAN ANDRES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,1,5,5,7,6,12,18
SAN ANDRES DE MACHACA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,0,0,0,3,0,3,3
SAN ANTONIO DE LOMERIO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,1,0,0,0,1,0,1
SAN BENITO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,17,33,38,38,55,71,126
SAN BORJA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,14,15,2,3,16,18,34
SAN BUENA VENTURA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,0,0,12,14,12,14,26
SAN CARLOS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,3,6,5,16,8,22,30
SAN IGNACIO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,3,6,1,1,4,7,11
SAN IGNACIO DE VELASCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,96,132,3,0,99,132,231
SAN JAVIER(STC),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,21,58,0,0,21,58,79
SAN JOAQUIN,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,0,0,26,28,26,28,54
SAN JOSE DE CHIQUITOS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,18,17,96,90,114,107,221
SAN JUAN DE YAPACANI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,2,2,14,19,16,21,37
SAN JULIAN,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,155,156,569,669,724,825,1549
SAN LORENZO(PND),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,0,1,0,1,0,2,2
SAN LORENZO(TJA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,1,5,2,8,3,13,16
SAN LUCAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,14,29,95,85,109,114,223
SAN MATIAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,7,19,0,0,7,19,26
SAN MIGUEL DE VELASCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,0,1,6,17,6,18,24
SAN PABLO DE LIPEZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,3,1,0,2,3,3,6
SAN PEDRO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,3,7,14,7,17,14,31
SAN PEDRO DE BUENA VISTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,43,42,28,70,71,112,183
SAN PEDRO DE CURAHUARA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,1,1,2,0,3,1,4
SAN PEDRO DE QUEMES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,0,2,13,9,13,11,24
SAN PEDRO DE TIQUINA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,1,5,13,23,14,28,42
SAN RAFAEL,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,1,0,1,0,2,0,2
SAN RAMON BENI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,7,6,0,0,7,6,13
SANTA ANA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,0,0,12,12,12,12,24
SANTA CRUZ DE LA SIERRA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,1903,2095,176,258,2079,2353,4432
SANTA ROSA DEL SARA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,28,37,40,16,68,53,121
SANTIAGO DE CALLAPA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,1,8,0,1,1,9,10
SANTIAGO DE HUARI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,0,1,0,0,0,1,1
SANTIAGO DE HUATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,0,3,12,6,12,9,21
SANTIAGO DE MACHACA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,0,0,2,0,2,0,2
SANTIVAÑES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,0,2,0,0,0,2,2
SAPAHAQUI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,1,0,15,18,16,18,34
SENA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,2,1,3,1,5,2,7
SHINAOTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,40,51,128,220,168,271,439
SICA SICA (VILLA AROMA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,28,25,28,31,56,56,112
SICAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,1,0,43,42,44,42,86
SIPE SIPE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,34,48,108,153,142,201,343
SOPACHUY,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,4,6,11,10,15,16,31
SORACACHI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,0,0,11,30,11,30,41
SORATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,1,6,9,14,10,20,30
SUCRE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,464,669,382,649,846,1318,2164
TACACHI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,0,0,2,2,2,2,4
TACACOMA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,7,7,8,1,15,8,23
TACOBAMBA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,1,2,7,4,8,6,14
TACOPAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,9,26,33,50,42,76,118
TAHUA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,0,0,3,1,3,1,4
TAPACARI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,17,27,71,59,88,86,174
TARABUCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,42,58,62,88,104,146,250
TARACO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,5,5,11,15,16,20,36
TARATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,5,6,11,11,16,17,33
TARIJA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,163,279,617,887,780,1166,1946
TARVITA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,25,33,49,63,74,96,170
TEOPONTE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,1,0,2,3,3,3,6
TIAWANACU,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,5,18,6,4,11,22,33
TIPUANI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,2,0,6,12,8,12,20
TIQUIPAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,52,53,103,91,155,144,299
TIRAQUE (CBBA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,4,8,98,155,102,163,265
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,0,0,1,2,1,2,3
TOCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,3,7,10,15,13,22,35
TOLATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,2,0,47,38,49,38,87
TOLEDO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,0,2,1,3,1,5,6
TOMAVE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,4,7,63,5,67,12,79
TOMINA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,3,5,4,3,7,8,15
TORO TORO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,1,2,19,20,20,22,42
TOTORA(CBBA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,8,12,33,59,41,71,112
TOTORA(ORR),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,0,0,1,0,1,0,1
TRIGAL,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,0,1,0,0,0,1,1
TRINIDAD,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,63,80,297,42,360,122,482
TUPIZA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,14,28,30,37,44,65,109
TURCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,1,0,8,6,9,6,15
UNCIA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,3,4,4,6,7,10,17
URIONDO (A. CONCEPCION),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,3,6,7,13,10,19,29
URUBICHA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,1,7,0,0,1,7,8
UYUNI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,101,21,6,11,107,32,139
VACAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,3,0,2,4,5,4,9
VALLEGRANDE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,8,18,1,1,9,19,28
VIACHA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,35,56,439,593,474,649,1123
VILA VILA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,7,7,69,106,76,113,189
VILLA CHARCAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,10,49,10,37,20,86,106
VILLA MONTES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,41,39,31,23,72,62,134
VILLA NUEVA (LOMA ALTA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,1,0,0,2,1,2,3
VILLA SERRANO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,15,29,25,24,40,53,93
VILLA TUNARI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,54,67,298,270,352,337,689
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,7,13,10,19,17,32,49
VILLAZON,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,11,21,2,3,13,24,37
VINTO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,92,106,242,287,334,393,727
VITICHI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,14,36,21,19,35,55,90
WALDO BALLIVIAN,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,2,7,12,17,14,24,38
WARNES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,133,223,89,123,222,346,568
YACUIBA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,28,47,47,84,75,131,206
YAMPARAEZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,8,21,4,0,12,21,33
YANACACHI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,5,14,10,5,15,19,34
YAPACANI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,35,37,7,24,42,61,103
YOCALLA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,1,0,9,8,10,8,18
YUNCHARA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,0,0,4,5,4,5,9
ZUDAÑEZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-07-01,0,0,46,114,46,114,160
ACACIO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-08-01,0,0,10,26,10,26,36
ACHACACHI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-08-01,6,31,9,15,15,46,61
ACHOCALLA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-08-01,10,24,6,17,16,41,57
AIQUILE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-08-01,0,0,10,13,10,13,23
ALALAY,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-08-01,0,0,12,15,12,15,27
ALTO BENI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-08-01,4,9,5,2,9,11,20
ANCORAIMES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-08-01,0,0,3,1,3,1,4
ANDAMARCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-08-01,0,1,5,0,5,1,6
ANZALDO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-08-01,0,0,9,8,9,8,17
APOLO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-08-01,0,0,3,6,3,6,9
ARAMPAMPA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-08-01,1,0,1,3,2,3,5
ASCENCION DE GUARAYOS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-08-01,1,4,0,1,1,5,6
ATOCHA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-08-01,12,5,0,0,12,5,17
AUCAPATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-08-01,2,3,2,1,4,4,8
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-08-01,3,10,100,161,103,171,274
AZURDUY,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-08-01,7,6,3,6,10,12,22
BATALLAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-08-01,1,3,0,5,1,8,9
BELEN DE ANDAMARCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2018-08-01,0,0,0,1,0,1,1
