,group,variable,month,INFLUENZA ESTACIONAL A PERSONAL DE SALUD DENTRO,INFLUENZA ESTACIONAL A PERSONAL DE SALUD DENTRO,INFLUENZA ESTACIONAL A PERSONAL DE SALUD FUERA,INFLUENZA ESTACIONAL A PERSONAL DE SALUD FUERA,TOTALES,TOTALES,TOTALES
ALTO BENI,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,3.0,2.0,0.0,0.0,3.0,2.0,5.0
ANCORAIMES,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,4.0,11.0,3.0,1.0,7.0,12.0,19.0
ANDAMARCA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,1.0,1.0,0.0,2.0,1.0,3.0,4.0
ANTEQUERA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,0.0,3.0,0.0,0.0,0.0,3.0,3.0
ANZALDO,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,4.0,5.0,0.0,2.0,4.0,7.0,11.0
APOLO,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,0.0,0.0,1.0,0.0,1.0,0.0,1.0
ARAMPAMPA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,1.0,3.0,0.0,0.0,1.0,3.0,4.0
ARANI,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,5.0,9.0,1.0,4.0,6.0,13.0,19.0
ARBIETO,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,6.0,12.0,4.0,5.0,10.0,17.0,27.0
ARQUE,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,6.0,9.0,1.0,0.0,7.0,9.0,16.0
ASCENCION DE GUARAYOS,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,3.0,5.0,0.0,0.0,3.0,5.0,8.0
ATOCHA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,11.0,27.0,41.0,39.0,52.0,66.0,118.0
AUCAPATA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,3.0,6.0,0.0,0.0,3.0,6.0,9.0
AYATA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,3.0,0.0,0.0,0.0,3.0,0.0,3.0
AYO AYO,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,4.0,2.0,0.0,0.0,4.0,2.0,6.0
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,influenza estacional a personal de salud,2018-06-01,4.0,2.0,3.0,1.0,7.0,3.0,10.0
AZURDUY,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,9.0,8.0,2.0,0.0,11.0,8.0,19.0
BATALLAS,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,0.0,3.0,6.0,3.0,6.0,6.0,12.0
BAURES,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,0.0,4.0,15.0,13.0,15.0,17.0,32.0
BELEN DE ANDAMARCA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,1.0,3.0,0.0,0.0,1.0,3.0,4.0
BELLA FLOR,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,3.0,3.0,0.0,1.0,3.0,4.0,7.0
BERMEJO,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,14.0,32.0,0.0,3.0,14.0,35.0,49.0
BETANZOS,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,25.0,15.0,2.0,3.0,27.0,18.0,45.0
BOLIVAR,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,4.0,4.0,0.0,0.0,4.0,4.0,8.0
BOYUIBE,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
CABEZAS,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,1.0,2.0,0.0,0.0,1.0,2.0,3.0
CAIROMA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,3.0,3.0,0.0,1.0,3.0,4.0,7.0
"CAIZA ""D""",otras vacunaciones,influenza estacional a personal de salud,2018-06-01,0.0,2.0,3.0,1.0,3.0,3.0,6.0
CALACOTO,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,0.0,0.0,2.0,3.0,2.0,3.0,5.0
CALAMARCA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,2.0,3.0,1.0,2.0,3.0,5.0,8.0
CAMARGO,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,9.0,15.0,2.0,3.0,11.0,18.0,29.0
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,influenza estacional a personal de salud,2018-06-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
CAMIRI,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,1.0,5.0,0.0,0.0,1.0,5.0,6.0
CAPINOTA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,3.0,9.0,5.0,4.0,8.0,13.0,21.0
CAQUIAVIRI,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,2.0,1.0,0.0,0.0,2.0,1.0,3.0
CARACOLLO,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,0.0,6.0,0.0,6.0,0.0,12.0,12.0
CARANAVI,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,8.0,11.0,1.0,0.0,9.0,11.0,20.0
CARAPARI,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,18.0,23.0,1.0,0.0,19.0,23.0,42.0
CARIPUYO,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,5.0,3.0,0.0,0.0,5.0,3.0,8.0
CARMEN RIVERO TORREZ,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,0.0,4.0,0.0,0.0,0.0,4.0,4.0
CHACARILLA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,1.0,1.0,0.0,0.0,1.0,1.0,2.0
CHALLAPATA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,11.0,11.0,8.0,11.0,19.0,22.0,41.0
CHAQUI,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,2.0,6.0,0.0,0.0,2.0,6.0,8.0
CHARAGUA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,1.0,1.0,0.0,1.0,1.0,2.0,3.0
CHARAÑA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
CHAYANTA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,15.0,12.0,1.0,2.0,16.0,14.0,30.0
CHIMORE,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,3.0,5.0,3.0,2.0,6.0,7.0,13.0
CHIPAYA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,6.0,1.0,0.0,0.0,6.0,1.0,7.0
CHOQUE COTA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
CHUA COCANI,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,7.0,0.0,0.0,0.0,7.0,0.0,7.0
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,influenza estacional a personal de salud,2018-06-01,2.0,3.0,1.0,1.0,3.0,4.0,7.0
CHUMA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,3.0,5.0,1.0,0.0,4.0,5.0,9.0
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,11.0,12.0,1.0,1.0,12.0,13.0,25.0
CKOCHAS,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,11.0,4.0,4.0,5.0,15.0,9.0,24.0
CLIZA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,5.0,11.0,0.0,1.0,5.0,12.0,17.0
COBIJA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,41.0,128.0,18.0,27.0,59.0,155.0,214.0
COCAPATA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,16.0,4.0,3.0,0.0,19.0,4.0,23.0
COCHABAMBA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,423.0,612.0,273.0,505.0,696.0,1117.0,1813.0
COIPASA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,0.0,0.0,1.0,1.0,1.0,1.0,2.0
COLCAPIRHUA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,9.0,21.0,6.0,5.0,15.0,26.0,41.0
"COLCHA ""K""",otras vacunaciones,influenza estacional a personal de salud,2018-06-01,24.0,32.0,0.0,0.0,24.0,32.0,56.0
COLLANA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,1.0,1.0,1.0,0.0,2.0,1.0,3.0
COLOMI,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,1.0,7.0,1.0,0.0,2.0,7.0,9.0
COLQUECHACA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,34.0,23.0,6.0,7.0,40.0,30.0,70.0
COLQUENCHA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,2.0,5.0,0.0,0.0,2.0,5.0,7.0
COLQUIRI,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,7.0,3.0,7.0,2.0,14.0,5.0,19.0
COMANCHE,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,1.0,0.0,0.0,0.0,1.0,0.0,1.0
COMARAPA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,2.0,5.0,4.0,3.0,6.0,8.0,14.0
COMBAYA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,1.0,1.0,0.0,0.0,1.0,1.0,2.0
CONCEPCION,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,3.0,3.0,0.0,0.0,3.0,3.0,6.0
COPACABANA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,2.0,0.0,0.0,3.0,2.0,3.0,5.0
CORIPATA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,1.0,1.0,1.0,2.0,2.0,3.0,5.0
CORO CORO,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,1.0,2.0,3.0,9.0,4.0,11.0,15.0
COROICO,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,2.0,4.0,0.0,0.0,2.0,4.0,6.0
CORQUE,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,2.0,2.0,0.0,0.0,2.0,2.0,4.0
COTAGAITA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,22.0,21.0,4.0,6.0,26.0,27.0,53.0
COTOCA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,4.0,8.0,0.0,0.0,4.0,8.0,12.0
CUATRO CAÑADAS,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,16.0,19.0,0.0,4.0,16.0,23.0,39.0
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,influenza estacional a personal de salud,2018-06-01,1.0,0.0,0.0,0.0,1.0,0.0,1.0
CULPINA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,12.0,19.0,0.0,1.0,12.0,20.0,32.0
CURAHUARA DE CARANGAS,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,0.0,2.0,1.0,0.0,1.0,2.0,3.0
CURVA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,3.0,4.0,0.0,0.0,3.0,4.0,7.0
DESAGUADERO,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,1.0,8.0,1.0,0.0,2.0,8.0,10.0
EL ALTO,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,284.0,494.0,68.0,114.0,352.0,608.0,960.0
EL CHORO,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,0.0,3.0,0.0,0.0,0.0,3.0,3.0
EL PUENTE(STC),otras vacunaciones,influenza estacional a personal de salud,2018-06-01,1.0,1.0,0.0,0.0,1.0,1.0,2.0
EL PUENTE(TJA),otras vacunaciones,influenza estacional a personal de salud,2018-06-01,0.0,2.0,0.0,1.0,0.0,3.0,3.0
EL TORNO,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,3.0,13.0,0.0,0.0,3.0,13.0,16.0
EL VILLAR,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,14.0,15.0,0.0,1.0,14.0,16.0,30.0
ENTRE RIOS TRJ,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,15.0,13.0,2.0,4.0,17.0,17.0,34.0
ENTRE RIOS CBBA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,2.0,4.0,4.0,6.0,6.0,10.0,16.0
ESCOMA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,8.0,10.0,0.0,0.0,8.0,10.0,18.0
ESMERALDA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,2.0,3.0,0.0,0.0,2.0,3.0,5.0
EUCALIPTUS,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,0.0,4.0,0.0,0.0,0.0,4.0,4.0
EUREKA (SANTOS MERCADO),otras vacunaciones,influenza estacional a personal de salud,2018-06-01,0.0,0.0,1.0,0.0,1.0,0.0,1.0
EXALTACION,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
FERNANDEZ ALONSO,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
FILADELFIA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,1.0,1.0,0.0,0.0,1.0,1.0,2.0
GENERAL SAAVEDRA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,1.0,1.0,0.0,0.0,1.0,1.0,2.0
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,influenza estacional a personal de salud,2018-06-01,5.0,7.0,0.0,0.0,5.0,7.0,12.0
GUANAY,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,1.0,3.0,2.0,0.0,3.0,3.0,6.0
GUAYARAMERIN,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,1.0,1.0,4.0,4.0,5.0,5.0,10.0
GUTIERREZ,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,1.0,0.0,0.0,4.0,1.0,4.0,5.0
HUACARETA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,3.0,3.0,0.0,1.0,3.0,4.0,7.0
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,influenza estacional a personal de salud,2018-06-01,11.0,15.0,0.0,0.0,11.0,15.0,26.0
HUACHACALLA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,0.0,2.0,3.0,0.0,3.0,2.0,5.0
HUANUNI,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,3.0,16.0,21.0,43.0,24.0,59.0,83.0
HUARACAJE,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,2.0,3.0,0.0,0.0,2.0,3.0,5.0
HUARINA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,3.0,3.0,0.0,0.0,3.0,3.0,6.0
HUATAJATA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,0.0,3.0,0.0,0.0,0.0,3.0,3.0
HUAYLLAMARCA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
HUMANATA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,1.0,0.0,1.0,1.0,2.0,1.0,3.0
ICHOCA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,6.0,7.0,0.0,0.0,6.0,7.0,13.0
ICLA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,4.0,9.0,1.0,1.0,5.0,10.0,15.0
INCAHUASI,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,5.0,8.0,0.0,0.0,5.0,8.0,13.0
INGAVI (HUMAITA),otras vacunaciones,influenza estacional a personal de salud,2018-06-01,5.0,2.0,4.0,2.0,9.0,4.0,13.0
INQUISIVI,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,9.0,7.0,0.0,0.0,9.0,7.0,16.0
IRUPANA (VILLA DE LANZA),otras vacunaciones,influenza estacional a personal de salud,2018-06-01,8.0,6.0,3.0,2.0,11.0,8.0,19.0
IXIAMAS,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,1.0,3.0,0.0,0.0,1.0,3.0,4.0
JESUS DE MACHACA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,2.0,4.0,3.0,0.0,5.0,4.0,9.0
LA ASUNTA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,5.0,7.0,1.0,0.0,6.0,7.0,13.0
LA GUARDIA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,10.0,20.0,0.0,0.0,10.0,20.0,30.0
LA PAZ,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,300.0,496.0,615.0,896.0,915.0,1392.0,2307.0
LAGUNILLAS,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,1.0,1.0,1.0,0.0,2.0,1.0,3.0
LAJA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,3.0,6.0,4.0,6.0,7.0,12.0,19.0
LAS CARRERAS,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,0.0,3.0,1.0,1.0,1.0,4.0,5.0
LICOMA PAMPA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,1.0,4.0,0.0,0.0,1.0,4.0,5.0
LLALLAGUA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,57.0,69.0,44.0,64.0,101.0,133.0,234.0
LLICA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,1.0,0.0,0.0,0.0,1.0,0.0,1.0
LORETO,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
LURIBAY,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,10.0,8.0,1.0,4.0,11.0,12.0,23.0
MACHACAMARCA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,1.0,0.0,1.0,3.0,2.0,3.0,5.0
MACHARETI,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,10.0,13.0,1.0,1.0,11.0,14.0,25.0
MAGDALENA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,2.0,0.0,4.0,1.0,6.0,1.0,7.0
MAIRANA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,0.0,3.0,0.0,2.0,0.0,5.0,5.0
MALLA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,3.0,1.0,4.0,1.0,7.0,2.0,9.0
MAPIRI,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,1.0,2.0,0.0,0.0,1.0,2.0,3.0
MECAPACA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,3.0,2.0,2.0,4.0,5.0,6.0,11.0
MINEROS,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,1.0,2.0,0.0,0.0,1.0,2.0,3.0
MIZQUE,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,5.0,9.0,2.0,4.0,7.0,13.0,20.0
MOCOMOCO,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,1.0,1.0,1.0,2.0,2.0,3.0,5.0
MOJOCOYA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
MONTEAGUDO,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,21.0,65.0,1.0,0.0,22.0,65.0,87.0
MONTERO,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,8.0,16.0,4.0,23.0,12.0,39.0,51.0
MOROCHATA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,13.0,8.0,1.0,3.0,14.0,11.0,25.0
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,influenza estacional a personal de salud,2018-06-01,1.0,0.0,0.0,1.0,1.0,1.0,2.0
NAZACARA DE PACAJES,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,1.0,2.0,0.0,0.0,1.0,2.0,3.0
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,influenza estacional a personal de salud,2018-06-01,1.0,1.0,4.0,3.0,5.0,4.0,9.0
OCURI,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,6.0,9.0,3.0,3.0,9.0,12.0,21.0
OKINAWA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,1.0,0.0,0.0,0.0,1.0,0.0,1.0
OMEREQUE,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,6.0,1.0,1.0,0.0,7.0,1.0,8.0
ORURO,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,155.0,331.0,23.0,19.0,178.0,350.0,528.0
PADCAYA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,16.0,31.0,0.0,2.0,16.0,33.0,49.0
PADILLA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,16.0,46.0,0.0,2.0,16.0,48.0,64.0
PAILON,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,0.0,2.0,1.0,3.0,1.0,5.0,6.0
PALCA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,1.0,6.0,1.0,1.0,2.0,7.0,9.0
PALOS BLANCOS,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,6.0,10.0,0.0,1.0,6.0,11.0,17.0
PAMPA AULLAGAS,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
PAMPA GRANDE,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,0.0,2.0,0.0,1.0,0.0,3.0,3.0
PAPEL PAMPA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,7.0,6.0,0.0,0.0,7.0,6.0,13.0
PASORAPA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,8.0,7.0,1.0,2.0,9.0,9.0,18.0
PATACAMAYA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,1.0,6.0,0.0,0.0,1.0,6.0,7.0
PAZÑA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,1.0,0.0,1.0,0.0,2.0,0.0,2.0
PELECHUCO,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,2.0,3.0,0.0,0.0,2.0,3.0,5.0
POCOATA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,10.0,8.0,2.0,1.0,12.0,9.0,21.0
POCONA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,6.0,16.0,0.0,8.0,6.0,24.0,30.0
POJO (CBBA),otras vacunaciones,influenza estacional a personal de salud,2018-06-01,8.0,5.0,1.0,3.0,9.0,8.0,17.0
PORCO,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,4.0,9.0,0.0,1.0,4.0,10.0,14.0
POROMA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,6.0,8.0,2.0,3.0,8.0,11.0,19.0
PORONGO,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
PORVENIR,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,5.0,8.0,1.0,3.0,6.0,11.0,17.0
POSTRER VALLE,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,0.0,1.0,2.0,0.0,2.0,1.0,3.0
POTOSI,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,82.0,225.0,15.0,45.0,97.0,270.0,367.0
PRESTO,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,6.0,9.0,3.0,2.0,9.0,11.0,20.0
PUCARANI,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,6.0,12.0,0.0,1.0,6.0,13.0,19.0
PUERTO ACOSTA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,5.0,1.0,0.0,0.0,5.0,1.0,6.0
PUERTO CARABUCO,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,0.0,1.0,2.0,0.0,2.0,1.0,3.0
PUERTO GONZALO MORENO,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,10.0,11.0,6.0,3.0,16.0,14.0,30.0
PUERTO PEREZ,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,0.0,1.0,1.0,0.0,1.0,1.0,2.0
PUERTO QUIJARRO,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,1.0,1.0,0.0,0.0,1.0,1.0,2.0
PUERTO RICO,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,6.0,21.0,0.0,2.0,6.0,23.0,29.0
PUERTO SILES,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
PUERTO SUAREZ,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,0.0,2.0,0.0,1.0,0.0,3.0,3.0
PUERTO VILLARROEL,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,5.0,9.0,2.0,7.0,7.0,16.0,23.0
PUNA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,9.0,8.0,1.0,3.0,10.0,11.0,21.0
PUNATA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,12.0,17.0,2.0,15.0,14.0,32.0,46.0
QUIABAYA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,4.0,2.0,0.0,0.0,4.0,2.0,6.0
QUILLACOLLO,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,13.0,36.0,8.0,75.0,21.0,111.0,132.0
QUIME,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,3.0,5.0,2.0,1.0,5.0,6.0,11.0
QUIRUSILLAS,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
RAQAYPAMPA(ETA),otras vacunaciones,influenza estacional a personal de salud,2018-06-01,1.0,1.0,0.0,0.0,1.0,1.0,2.0
RAVELO,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,18.0,14.0,8.0,10.0,26.0,24.0,50.0
REYES,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
RIBERALTA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,6.0,18.0,0.0,0.0,6.0,18.0,24.0
RURRENABAQUE,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,1.0,1.0,0.0,2.0,1.0,3.0,4.0
SABAYA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,1.0,1.0,2.0,1.0,3.0,2.0,5.0
SACABA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,40.0,92.0,54.0,89.0,94.0,181.0,275.0
SACABAMBA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,1.0,7.0,0.0,0.0,1.0,7.0,8.0
SACACA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,25.0,28.0,0.0,0.0,25.0,28.0,53.0
SALINAS DE GARCI MENDOZA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,8.0,7.0,2.0,0.0,10.0,7.0,17.0
SAMAIPATA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,1.0,2.0,0.0,0.0,1.0,2.0,3.0
SAN AGUSTIN,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,2.0,0.0,0.0,0.0,2.0,0.0,2.0
SAN ANDRES,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,2.0,0.0,0.0,0.0,2.0,0.0,2.0
SAN BENITO,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,7.0,16.0,3.0,8.0,10.0,24.0,34.0
SAN BORJA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,9.0,24.0,9.0,2.0,18.0,26.0,44.0
SAN BUENA VENTURA,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,1.0,0.0,0.0,0.0,1.0,0.0,1.0
SAN CARLOS,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,2.0,8.0,0.0,0.0,2.0,8.0,10.0
SAN IGNACIO,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,16.0,15.0,7.0,6.0,23.0,21.0,44.0
SAN IGNACIO DE VELASCO,otras vacunaciones,influenza estacional a personal de salud,2018-06-01,9.0,14.0,1.0,0.0,10.0,14.0,24.0
