,group,variable,month,ANTIAMARILICA DOSIS UNICA DENTRO,ANTIAMARILICA DOSIS UNICA DENTRO,ANTIAMARILICA DOSIS UNICA FUERA,ANTIAMARILICA DOSIS UNICA FUERA,TOTALES
SANTIVAÑES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-09-01,0,1,0,0,1
SAPAHAQUI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-09-01,0,0,0,1,1
SENA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-09-01,0,0,2,1,3
SICA SICA (VILLA AROMA),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-09-01,1,0,0,0,1
SUCRE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-09-01,70,102,1,2,175
TARIJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-09-01,2,3,1,0,6
TIQUIPAYA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-09-01,1,0,0,0,1
TIRAQUE (CBBA),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-09-01,1,0,0,0,1
TOLEDO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-09-01,0,1,0,0,1
TRINIDAD,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-09-01,0,1,0,0,1
VIACHA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-09-01,0,0,2,1,3
VILLA TUNARI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-09-01,1,0,0,2,3
VINTO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-09-01,0,0,0,1,1
WARNES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-09-01,4,1,0,0,5
YAPACANI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-09-01,0,1,5,0,6
ACHACACHI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-10-01,0,0,0,1,1
CAMIRI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-10-01,0,1,0,0,1
CARANAVI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-10-01,1,1,1,1,4
CHALLAPATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-10-01,0,0,1,3,4
CHARAGUA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-10-01,2,1,0,0,3
COBIJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-10-01,1,0,0,1,2
COCHABAMBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-10-01,1,5,0,0,6
COLCAPIRHUA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-10-01,0,0,1,0,1
COLOMI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-10-01,1,0,0,0,1
COMARAPA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-10-01,0,0,1,0,1
COTOCA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-10-01,1,0,0,0,1
DESAGUADERO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-10-01,1,0,0,0,1
EL ALTO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-10-01,17,13,20,19,69
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-10-01,1,0,1,0,2
IRUPANA (VILLA DE LANZA),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-10-01,0,0,0,1,1
LA PAZ,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-10-01,7,5,2,1,15
MAGDALENA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-10-01,0,0,1,0,1
MONTEAGUDO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-10-01,0,0,0,1,1
ORURO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-10-01,2,3,10,9,24
PALOS BLANCOS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-10-01,0,0,1,0,1
PORTACHUELO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-10-01,1,0,0,0,1
POTOSI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-10-01,1,2,1,2,6
PUERTO QUIJARRO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-10-01,0,0,1,0,1
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-10-01,1,0,0,0,1
QUILLACOLLO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-10-01,0,1,4,3,8
RIBERALTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-10-01,0,1,0,0,1
RURRENABAQUE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-10-01,0,0,1,2,3
SACABA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-10-01,0,1,0,0,1
SAN BENITO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-10-01,1,1,0,0,2
SAN BORJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-10-01,1,0,1,3,5
SAN CARLOS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-10-01,0,0,1,0,1
SAN IGNACIO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-10-01,0,0,1,2,3
SAN JAVIER(STC),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-10-01,2,0,0,0,2
SAN JOAQUIN,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-10-01,0,0,1,0,1
SAN LORENZO(TJA),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-10-01,1,0,0,0,1
SAN PEDRO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-10-01,1,0,0,0,1
SANTA ANA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-10-01,1,1,0,0,2
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-10-01,12,14,3,5,34
SIPE SIPE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-10-01,1,1,0,0,2
SUCRE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-10-01,54,99,1,0,154
TARIJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-10-01,2,4,1,1,8
TIQUIPAYA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-10-01,0,1,1,0,2
TOTORA(CBBA),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-10-01,1,0,0,0,1
TRINIDAD,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-10-01,1,0,18,18,37
TUPIZA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-10-01,0,1,0,0,1
VIACHA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-10-01,0,0,0,1,1
VILLA TUNARI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-10-01,2,0,0,0,2
WARNES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-10-01,1,1,1,0,3
YACUIBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-10-01,0,0,1,0,1
YAPACANI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-10-01,0,2,0,0,2
ARBIETO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-11-01,0,1,0,0,1
CABEZAS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-11-01,0,0,1,0,1
CAMIRI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-11-01,0,2,0,0,2
CARACOLLO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-11-01,0,1,0,0,1
CARANAVI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-11-01,0,1,2,1,4
CHAQUI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-11-01,1,0,0,0,1
COBIJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-11-01,0,1,2,1,4
COCHABAMBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-11-01,11,9,2,1,23
COLCAPIRHUA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-11-01,0,0,1,1,2
COLQUIRI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-11-01,0,0,0,1,1
COMARAPA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-11-01,0,1,0,0,1
CONCEPCION,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-11-01,0,0,0,3,3
CORIPATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-11-01,0,0,0,1,1
COROICO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-11-01,0,1,0,0,1
COTOCA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-11-01,1,0,6,6,13
EL ALTO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-11-01,19,15,13,11,58
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-11-01,0,1,0,0,1
GUAYARAMERIN,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-11-01,0,0,1,0,1
IRUPANA (VILLA DE LANZA),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-11-01,0,0,1,0,1
LA ASUNTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-11-01,0,0,1,1,2
LA GUARDIA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-11-01,3,2,1,0,6
LA PAZ,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-11-01,5,5,9,11,30
MAIRANA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-11-01,1,0,0,0,1
MAPIRI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-11-01,1,0,0,0,1
MECAPACA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-11-01,0,0,1,0,1
MINEROS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-11-01,0,0,1,0,1
MONTERO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-11-01,1,0,2,2,5
ORURO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-11-01,2,4,9,10,25
PAILON,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-11-01,0,1,3,32,36
PAMPA GRANDE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-11-01,0,0,1,0,1
POTOSI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-11-01,5,6,2,3,16
PUERTO CARABUCO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-11-01,1,0,0,0,1
PUERTO SUAREZ,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-11-01,0,0,1,0,1
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-11-01,0,0,0,2,2
QUILLACOLLO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-11-01,1,1,7,7,16
RIBERALTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-11-01,0,1,0,0,1
ROBORE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-11-01,0,0,1,2,3
RURRENABAQUE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-11-01,1,1,3,2,7
SACABA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-11-01,0,1,0,1,2
SAN BORJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-11-01,1,1,0,0,2
SAN IGNACIO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-11-01,0,3,0,0,3
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-11-01,0,0,0,1,1
SAN JAVIER(BNI),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-11-01,1,0,0,0,1
SAN JOSE DE CHIQUITOS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-11-01,0,0,1,0,1
SAN JULIAN,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-11-01,0,0,2,0,2
SAN MATIAS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-11-01,0,1,0,0,1
SANTA ANA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-11-01,1,0,2,0,3
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-11-01,31,24,20,20,95
SANTA ROSA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-11-01,0,0,1,2,3
SANTA ROSA DEL SARA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-11-01,0,0,1,0,1
SENA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-11-01,0,0,0,1,1
SHINAOTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-11-01,1,0,1,0,2
SIPE SIPE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-11-01,1,1,0,0,2
SUCRE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-11-01,66,93,0,0,159
TARIJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-11-01,5,0,1,0,6
TIQUIPAYA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-11-01,1,2,2,0,5
TRINIDAD,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-11-01,4,14,6,3,27
TUPIZA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-11-01,0,0,0,1,1
UYUNI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-11-01,0,0,0,1,1
VIACHA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-11-01,1,0,0,1,2
VILLA MONTES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-11-01,0,2,2,0,4
VILLA TUNARI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-11-01,1,1,1,0,3
VINTO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-11-01,1,0,2,0,3
WARNES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-11-01,1,3,0,1,5
YACUIBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-11-01,1,0,0,1,2
YAPACANI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-11-01,0,0,2,0,2
YOTALA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-11-01,1,0,0,0,1
YUNCHARA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-11-01,0,0,0,1,1
ACHACACHI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-12-01,1,1,0,0,2
CAMARGO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-12-01,0,0,1,0,1
CAMIRI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-12-01,0,0,0,1,1
CARANAVI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-12-01,0,0,1,1,2
CHARAGUA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-12-01,0,0,1,0,1
CHUQUIHUTA AYLLU JUCUMANI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-12-01,0,0,0,1,1
COCHABAMBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-12-01,8,3,0,2,13
"COLCHA ""K""",vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-12-01,0,1,0,0,1
COLOMI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-12-01,0,0,0,1,1
CORIPATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-12-01,1,0,0,0,1
COTOCA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-12-01,0,1,5,3,9
CUATRO CAÑADAS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-12-01,0,0,1,1,2
EL ALTO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-12-01,8,11,7,9,35
FERNANDEZ ALONSO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-12-01,0,0,1,0,1
GUANAY,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-12-01,0,0,2,0,2
LA GUARDIA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-12-01,1,2,0,0,3
LA PAZ,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-12-01,15,16,0,0,31
LURIBAY,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-12-01,1,0,1,0,2
MAGDALENA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-12-01,0,0,1,0,1
MAIRANA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-12-01,1,1,0,0,2
MINEROS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-12-01,1,0,0,0,1
MONTEAGUDO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-12-01,1,0,0,0,1
OCURI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-12-01,0,0,1,0,1
ORURO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-12-01,3,2,1,1,7
PAILON,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-12-01,1,0,0,0,1
PORCO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-12-01,1,0,1,0,2
PORONGO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-12-01,1,0,0,0,1
PORTACHUELO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-12-01,0,0,0,1,1
PUCARANI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-12-01,0,0,0,1,1
PUNATA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-12-01,1,0,0,0,1
QUILLACOLLO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-12-01,1,0,2,2,5
RIBERALTA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-12-01,1,0,0,0,1
ROBORE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-12-01,0,0,1,0,1
RURRENABAQUE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-12-01,0,1,0,0,1
SACABA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-12-01,1,2,1,5,9
SAN BENITO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-12-01,0,1,0,0,1
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-12-01,1,0,0,0,1
SAN JAVIER(STC),vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-12-01,1,0,0,0,1
SAN JOSE DE CHIQUITOS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-12-01,0,0,1,0,1
SAN JULIAN,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-12-01,1,0,0,0,1
SAN MATIAS,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-12-01,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-12-01,31,25,29,39,124
SAPAHAQUI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-12-01,0,0,0,1,1
SENA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-12-01,1,1,0,0,2
SIPE SIPE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-12-01,4,1,1,0,6
SUCRE,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-12-01,2,2,0,0,4
TARIJA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-12-01,2,0,1,0,3
TIQUIPAYA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-12-01,1,0,0,0,1
TRINIDAD,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-12-01,0,1,1,0,2
TUPIZA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-12-01,0,0,0,1,1
UYUNI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-12-01,0,0,1,0,1
VIACHA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-12-01,1,0,2,1,4
VILLA TUNARI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-12-01,0,1,0,0,1
VINTO,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-12-01,0,1,0,0,1
WARNES,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-12-01,3,4,1,2,10
YACUIBA,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-12-01,4,1,2,2,9
YAPACANI,vacunacion en ninos de 4 anos,antiamarilica dosis unica,2022-12-01,0,1,0,0,1
