municipality,group,variable,month,Numero de actividades realizadas con la comunidad,TOTAL
VILLA TUNARI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-08-01,4,4
VILLA VACA GUZMAN (MUYUPAMPA),control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-08-01,7,7
YACUIBA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-08-01,12,12
YOTALA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-08-01,8,8
AZURDUY,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-09-01,6,6
BELEN DE URMIRI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-09-01,4,4
CABEZAS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-09-01,14,14
CARANAVI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-09-01,6,6
CARAPARI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-09-01,4,4
CHAQUI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-09-01,2,2
CHARAGUA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-09-01,6,6
CHIMORE,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-09-01,6,6
COCHABAMBA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-09-01,2,2
COLCAPIRHUA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-09-01,156,156
COTOCA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-09-01,2,2
CUATRO CAÑADAS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-09-01,1,1
ENTRE RIOS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-09-01,5,5
ENTRE RIOS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-09-01,2,2
GENERAL SAAVEDRA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-09-01,1,1
GUAYARAMERIN,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-09-01,1,1
ICLA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-09-01,2,2
LA GUARDIA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-09-01,1,1
LORETO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-09-01,2,2
MACHARETI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-09-01,17,17
MIZQUE,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-09-01,5,5
MOJOCOYA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-09-01,4,4
MONTEAGUDO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-09-01,13,13
MONTERO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-09-01,2,2
NACEBE (SANTA ROSA DEL ABUNA),control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-09-01,1,1
OMEREQUE,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-09-01,1,1
PADCAYA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-09-01,1,1
PAILON,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-09-01,1,1
PALOS BLANCOS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-09-01,3,3
POCOATA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-09-01,610,610
PORONGO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-09-01,4,4
POTOSI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-09-01,4,4
PUERTO VILLARROEL,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-09-01,1,1
PUNATA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-09-01,7,7
SAIPINA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-09-01,1,1
SAN IGNACIO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-09-01,1,1
SAN IGNACIO DE VELASCO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-09-01,2,2
SAN JOSE DE CHIQUITOS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-09-01,4,4
SAN JULIAN,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-09-01,7,7
SAN LORENZO(PND),control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-09-01,2,2
SAN LORENZO(TJA),control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-09-01,1,1
SAN PEDRO DE QUEMES,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-09-01,2,2
SAN RAMON,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-09-01,4,4
SANTA CRUZ DE LA SIERRA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-09-01,62,62
TARIJA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-09-01,407,407
TEOPONTE,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-09-01,5,5
TOCO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-09-01,2,2
TOMAVE,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-09-01,1,1
TRINIDAD,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-09-01,58,58
VILLA TUNARI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-09-01,9,9
VILLA VACA GUZMAN (MUYUPAMPA),control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-09-01,11,11
WARNES,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-09-01,2,2
YACUIBA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-09-01,7,7
YAPACANI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-09-01,1,1
ANDAMARCA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-10-01,10,10
ANZALDO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-10-01,6,6
AYOPAYA (V. DE INDEPENDENCIA),control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-10-01,1,1
AZURDUY,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-10-01,6,6
BELEN DE URMIRI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-10-01,6,6
BELLA FLOR,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-10-01,3,3
BOLPEBRA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-10-01,1,1
BUENA VISTA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-10-01,3,3
CABEZAS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-10-01,18,18
CARANAVI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-10-01,2,2
CARAPARI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-10-01,3,3
CHARAGUA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-10-01,1,1
CHIMORE,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-10-01,10,10
COLCAPIRHUA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-10-01,586,586
COMARAPA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-10-01,1,1
COTOCA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-10-01,6,6
EL TORNO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-10-01,16,16
ENTRE RIOS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-10-01,53,53
EXALTACION,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-10-01,1,1
FERNANDEZ ALONSO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-10-01,2,2
GUANAY,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-10-01,2,2
HUACARETA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-10-01,3,3
HUACAYA (VILLA DE HUACAYA),control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-10-01,1,1
LAGUNILLAS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-10-01,3,3
MACHARETI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-10-01,24,24
MAPIRI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-10-01,1,1
MIZQUE,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-10-01,4,4
MONTEAGUDO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-10-01,4,4
MONTERO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-10-01,1,1
MOROCHATA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-10-01,9,9
OMEREQUE,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-10-01,1,1
PAILON,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-10-01,4,4
PALOS BLANCOS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-10-01,21,21
POCONA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-10-01,1,1
PORONGO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-10-01,10,10
POTOSI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-10-01,3,3
PUERTO QUIJARRO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-10-01,1,1
PUERTO VILLARROEL,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-10-01,9,9
RIBERALTA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-10-01,1,1
RURRENABAQUE,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-10-01,1,1
SAN CARLOS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-10-01,3,3
SAN IGNACIO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-10-01,3,3
SAN IGNACIO DE VELASCO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-10-01,1,1
SAN JAVIER(STC),control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-10-01,1,1
SAN JULIAN,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-10-01,8,8
SAN PEDRO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-10-01,1,1
SAN RAMON,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-10-01,3,3
SANTA CRUZ DE LA SIERRA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-10-01,29,29
TACOPAYA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-10-01,10,10
TARABUCO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-10-01,15,15
TARIJA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-10-01,187,187
TIRAQUE (CBBA),control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-10-01,4,4
TRINIDAD,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-10-01,3,3
VILLA SERRANO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-10-01,6,6
VILLA TUNARI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-10-01,9,9
VILLA VACA GUZMAN (MUYUPAMPA),control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-10-01,5,5
WARNES,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-10-01,1,1
YACUIBA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-10-01,7,7
ANZALDO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-11-01,50,50
ARBIETO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-11-01,1,1
AZURDUY,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-11-01,8,8
BETANZOS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-11-01,1,1
BOYUIBE,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-11-01,2,2
BUENA VISTA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-11-01,5,5
CABEZAS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-11-01,17,17
CAMARGO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-11-01,9,9
CARANAVI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-11-01,4,4
CARAPARI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-11-01,3,3
CHARAGUA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-11-01,3,3
CHIMORE,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-11-01,1,1
COBIJA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-11-01,2,2
COMARAPA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-11-01,2,2
COTOCA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-11-01,3,3
CUCHUMUELA (V. G. VILLARROEL),control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-11-01,2,2
EL TORNO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-11-01,9,9
ENTRE RIOS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-11-01,9,9
ENTRE RIOS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-11-01,107,107
FERNANDEZ ALONSO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-11-01,7,7
GENERAL SAAVEDRA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-11-01,3,3
HUACARETA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-11-01,5,5
HUACAYA (VILLA DE HUACAYA),control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-11-01,4,4
IXIAMAS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-11-01,4,4
LA GUARDIA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-11-01,8,8
MACHARETI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-11-01,21,21
MAPIRI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-11-01,6,6
MIZQUE,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-11-01,7,7
MONTEAGUDO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-11-01,4,4
MONTERO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-11-01,34,34
MORO MORO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-11-01,1,1
MOROCHATA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-11-01,8,8
OMEREQUE,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-11-01,14,14
PAILON,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-11-01,1,1
PALOS BLANCOS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-11-01,21,21
PORONGO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-11-01,4,4
PRESTO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-11-01,5,5
PUERTO QUIJARRO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-11-01,1,1
PUERTO VILLARROEL,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-11-01,11,11
SAIPINA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-11-01,1,1
SAN ANDRES,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-11-01,5,5
SAN CARLOS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-11-01,1,1
SAN IGNACIO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-11-01,4,4
SAN IGNACIO DE VELASCO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-11-01,1,1
SAN JOAQUIN,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-11-01,9,9
SAN JUAN DE YAPACANI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-11-01,4,4
SAN JULIAN,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-11-01,5,5
SAN LORENZO(PND),control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-11-01,2,2
SAN PEDRO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-11-01,1,1
SANTA CRUZ DE LA SIERRA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-11-01,26,26
TACOPAYA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-11-01,15,15
TARABUCO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-11-01,15,15
TARIJA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-11-01,6,6
TEOPONTE,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-11-01,1,1
TIPUANI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-11-01,1,1
TIRAQUE (CBBA),control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-11-01,3,3
TOCO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-11-01,5,5
TOMINA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-11-01,6,6
VACAS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-11-01,2,2
VALLEGRANDE,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-11-01,1,1
VILLA SERRANO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-11-01,1,1
VILLA TUNARI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-11-01,10,10
VILLA VACA GUZMAN (MUYUPAMPA),control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-11-01,19,19
AZURDUY,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-12-01,6,6
BELLA FLOR,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-12-01,1,1
BERMEJO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-12-01,1,1
BETANZOS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-12-01,12,12
BUENA VISTA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-12-01,4,4
CABEZAS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-12-01,19,19
CARANAVI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-12-01,1,1
CARAPARI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-12-01,3,3
CHAQUI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-12-01,2,2
CHIMORE,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-12-01,1,1
COMARAPA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-12-01,2,2
CONCEPCION,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-12-01,1,1
CUATRO CAÑADAS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-12-01,2,2
CUCHUMUELA (V. G. VILLARROEL),control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-12-01,1,1
EL PUENTE(STC),control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-12-01,2,2
EL TORNO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-12-01,13,13
EL VILLAR,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-12-01,11,11
ENTRE RIOS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-12-01,3,3
ENTRE RIOS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-12-01,1,1
EXALTACION,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-12-01,1,1
FERNANDEZ ALONSO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-12-01,9,9
GUAYARAMERIN,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-12-01,1,1
ICLA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-12-01,1,1
IXIAMAS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-12-01,2,2
LA GUARDIA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-12-01,6,6
LAGUNILLAS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-12-01,5,5
MACHARETI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-12-01,14,14
MONTEAGUDO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-12-01,15,15
MONTERO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-12-01,2,2
MOROCHATA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-12-01,11,11
OMEREQUE,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-12-01,4,4
PADCAYA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-12-01,1,1
PAILON,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-12-01,2,2
PALOS BLANCOS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-12-01,7,7
PORONGO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-12-01,4,4
PUERTO QUIJARRO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-12-01,2,2
PUERTO RICO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-12-01,1,1
PUERTO VILLARROEL,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-12-01,10,10
SAN ANDRES,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-12-01,4,4
SAN CARLOS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-12-01,3,3
SAN IGNACIO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-12-01,1,1
SAN IGNACIO DE VELASCO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-12-01,10,10
SAN JOSE DE CHIQUITOS,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-12-01,1,1
SAN JULIAN,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-12-01,2,2
SANTA CRUZ DE LA SIERRA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-12-01,3,3
SENA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-12-01,1,1
SICAYA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-12-01,1,1
TARIJA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-12-01,17,17
TIRAQUE (CBBA),control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-12-01,4,4
TOMINA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-12-01,1,1
TORO TORO,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-12-01,5,5
TRINIDAD,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-12-01,27,27
URIONDO (A. CONCEPCION),control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-12-01,5,5
VALLEGRANDE,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-12-01,1,1
VILLA TUNARI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-12-01,6,6
VILLA VACA GUZMAN (MUYUPAMPA),control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-12-01,9,9
YACUIBA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-12-01,4,4
YAPACANI,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-12-01,1,1
YOTALA,control vectorial de dengue,numero de actividades realizadas con la comunidad,2009-12-01,3,3
