municipality,group,variable,month,Número de Muestras hemáticas tomadas,TOTAL
MONTEAGUDO,malaria,numero de muestras hematicas tomadas,2009-09-01,47,47
NACEBE (SANTA ROSA DEL ABUNA),malaria,numero de muestras hematicas tomadas,2009-09-01,81,81
NUEVO MANOA (NUEVA ESPERANZA),malaria,numero de muestras hematicas tomadas,2009-09-01,212,212
PADCAYA,malaria,numero de muestras hematicas tomadas,2009-09-01,27,27
PADILLA,malaria,numero de muestras hematicas tomadas,2009-09-01,47,47
PAILON,malaria,numero de muestras hematicas tomadas,2009-09-01,2,2
PALOS BLANCOS,malaria,numero de muestras hematicas tomadas,2009-09-01,17,17
POROMA,malaria,numero de muestras hematicas tomadas,2009-09-01,6,6
PORONGO,malaria,numero de muestras hematicas tomadas,2009-09-01,13,13
PORVENIR,malaria,numero de muestras hematicas tomadas,2009-09-01,79,79
PRESTO,malaria,numero de muestras hematicas tomadas,2009-09-01,25,25
PUERTO GONZALO MORENO,malaria,numero de muestras hematicas tomadas,2009-09-01,14,14
PUERTO RICO,malaria,numero de muestras hematicas tomadas,2009-09-01,221,221
REYES,malaria,numero de muestras hematicas tomadas,2009-09-01,24,24
RIBERALTA,malaria,numero de muestras hematicas tomadas,2009-09-01,1549,1549
ROBORE,malaria,numero de muestras hematicas tomadas,2009-09-01,15,15
RURRENABAQUE,malaria,numero de muestras hematicas tomadas,2009-09-01,4,4
SACABA,malaria,numero de muestras hematicas tomadas,2009-09-01,1,1
SAIPINA,malaria,numero de muestras hematicas tomadas,2009-09-01,82,82
SAN CARLOS,malaria,numero de muestras hematicas tomadas,2009-09-01,9,9
SAN IGNACIO DE VELASCO,malaria,numero de muestras hematicas tomadas,2009-09-01,174,174
SAN JOSE DE CHIQUITOS,malaria,numero de muestras hematicas tomadas,2009-09-01,36,36
SAN LORENZO(PND),malaria,numero de muestras hematicas tomadas,2009-09-01,225,225
SAN LORENZO(TJA),malaria,numero de muestras hematicas tomadas,2009-09-01,2,2
SAN LUCAS,malaria,numero de muestras hematicas tomadas,2009-09-01,1,1
SAN MATIAS,malaria,numero de muestras hematicas tomadas,2009-09-01,98,98
SAN PEDRO(PND),malaria,numero de muestras hematicas tomadas,2009-09-01,23,23
SANTA CRUZ DE LA SIERRA,malaria,numero de muestras hematicas tomadas,2009-09-01,1,1
SANTA ROSA,malaria,numero de muestras hematicas tomadas,2009-09-01,22,22
SENA,malaria,numero de muestras hematicas tomadas,2009-09-01,202,202
SOPACHUY,malaria,numero de muestras hematicas tomadas,2009-09-01,12,12
TEOPONTE,malaria,numero de muestras hematicas tomadas,2009-09-01,16,16
TORO TORO,malaria,numero de muestras hematicas tomadas,2009-09-01,53,53
VALLEGRANDE,malaria,numero de muestras hematicas tomadas,2009-09-01,2,2
VILA VILA,malaria,numero de muestras hematicas tomadas,2009-09-01,12,12
VILLA MONTES,malaria,numero de muestras hematicas tomadas,2009-09-01,255,255
VILLA NUEVA (LOMA ALTA),malaria,numero de muestras hematicas tomadas,2009-09-01,109,109
VILLA SERRANO,malaria,numero de muestras hematicas tomadas,2009-09-01,16,16
VILLA TUNARI,malaria,numero de muestras hematicas tomadas,2009-09-01,18,18
VILLA VACA GUZMAN (MUYUPAMPA),malaria,numero de muestras hematicas tomadas,2009-09-01,3,3
YACUIBA,malaria,numero de muestras hematicas tomadas,2009-09-01,527,527
YAPACANI,malaria,numero de muestras hematicas tomadas,2009-09-01,10,10
ZUDAÑEZ,malaria,numero de muestras hematicas tomadas,2009-09-01,3,3
ACACIO,malaria,numero de muestras hematicas tomadas,2009-10-01,35,35
AIQUILE,malaria,numero de muestras hematicas tomadas,2009-10-01,4,4
APOLO,malaria,numero de muestras hematicas tomadas,2009-10-01,19,19
AYATA,malaria,numero de muestras hematicas tomadas,2009-10-01,1,1
AZURDUY,malaria,numero de muestras hematicas tomadas,2009-10-01,58,58
BAURES,malaria,numero de muestras hematicas tomadas,2009-10-01,155,155
BELLA FLOR,malaria,numero de muestras hematicas tomadas,2009-10-01,84,84
BERMEJO,malaria,numero de muestras hematicas tomadas,2009-10-01,47,47
BUENA VISTA,malaria,numero de muestras hematicas tomadas,2009-10-01,33,33
CAMIRI,malaria,numero de muestras hematicas tomadas,2009-10-01,15,15
CARANAVI,malaria,numero de muestras hematicas tomadas,2009-10-01,81,81
CARAPARI,malaria,numero de muestras hematicas tomadas,2009-10-01,11,11
COBIJA,malaria,numero de muestras hematicas tomadas,2009-10-01,146,146
COLOMI,malaria,numero de muestras hematicas tomadas,2009-10-01,1,1
CONCEPCION,malaria,numero de muestras hematicas tomadas,2009-10-01,50,50
EL TORNO,malaria,numero de muestras hematicas tomadas,2009-10-01,112,112
ENTRE RIOS,malaria,numero de muestras hematicas tomadas,2009-10-01,119,119
ENTRE RIOS,malaria,numero de muestras hematicas tomadas,2009-10-01,1,1
EUREKA (SANTOS MERCADO),malaria,numero de muestras hematicas tomadas,2009-10-01,99,99
FILADELFIA,malaria,numero de muestras hematicas tomadas,2009-10-01,7,7
GRAL. J.J. PEREZ (CHARAZANI),malaria,numero de muestras hematicas tomadas,2009-10-01,4,4
GUANAY,malaria,numero de muestras hematicas tomadas,2009-10-01,40,40
GUAYARAMERIN,malaria,numero de muestras hematicas tomadas,2009-10-01,1258,1258
HUACARETA,malaria,numero de muestras hematicas tomadas,2009-10-01,6,6
INCAHUASI,malaria,numero de muestras hematicas tomadas,2009-10-01,4,4
INGAVI (HUMAITA),malaria,numero de muestras hematicas tomadas,2009-10-01,24,24
IXIAMAS,malaria,numero de muestras hematicas tomadas,2009-10-01,2,2
LA ASUNTA,malaria,numero de muestras hematicas tomadas,2009-10-01,8,8
LA GUARDIA,malaria,numero de muestras hematicas tomadas,2009-10-01,12,12
LA PAZ,malaria,numero de muestras hematicas tomadas,2009-10-01,94,94
LAGUNILLAS,malaria,numero de muestras hematicas tomadas,2009-10-01,19,19
MACHARETI,malaria,numero de muestras hematicas tomadas,2009-10-01,1,1
MAGDALENA,malaria,numero de muestras hematicas tomadas,2009-10-01,88,88
MAPIRI,malaria,numero de muestras hematicas tomadas,2009-10-01,8,8
MIZQUE,malaria,numero de muestras hematicas tomadas,2009-10-01,1,1
MONTEAGUDO,malaria,numero de muestras hematicas tomadas,2009-10-01,56,56
NACEBE (SANTA ROSA DEL ABUNA),malaria,numero de muestras hematicas tomadas,2009-10-01,61,61
NUEVO MANOA (NUEVA ESPERANZA),malaria,numero de muestras hematicas tomadas,2009-10-01,323,323
PADCAYA,malaria,numero de muestras hematicas tomadas,2009-10-01,41,41
PADILLA,malaria,numero de muestras hematicas tomadas,2009-10-01,4,4
PAILON,malaria,numero de muestras hematicas tomadas,2009-10-01,2,2
PALOS BLANCOS,malaria,numero de muestras hematicas tomadas,2009-10-01,30,30
POROMA,malaria,numero de muestras hematicas tomadas,2009-10-01,10,10
PORONGO,malaria,numero de muestras hematicas tomadas,2009-10-01,11,11
PORVENIR,malaria,numero de muestras hematicas tomadas,2009-10-01,196,196
PRESTO,malaria,numero de muestras hematicas tomadas,2009-10-01,1,1
PUERTO GONZALO MORENO,malaria,numero de muestras hematicas tomadas,2009-10-01,41,41
PUERTO RICO,malaria,numero de muestras hematicas tomadas,2009-10-01,197,197
PUNA,malaria,numero de muestras hematicas tomadas,2009-10-01,1,1
REYES,malaria,numero de muestras hematicas tomadas,2009-10-01,10,10
RIBERALTA,malaria,numero de muestras hematicas tomadas,2009-10-01,1228,1228
ROBORE,malaria,numero de muestras hematicas tomadas,2009-10-01,15,15
RURRENABAQUE,malaria,numero de muestras hematicas tomadas,2009-10-01,2,2
SAIPINA,malaria,numero de muestras hematicas tomadas,2009-10-01,263,263
SAN BORJA,malaria,numero de muestras hematicas tomadas,2009-10-01,1,1
SAN CARLOS,malaria,numero de muestras hematicas tomadas,2009-10-01,10,10
SAN IGNACIO DE VELASCO,malaria,numero de muestras hematicas tomadas,2009-10-01,86,86
SAN JOSE DE CHIQUITOS,malaria,numero de muestras hematicas tomadas,2009-10-01,36,36
SAN LORENZO(PND),malaria,numero de muestras hematicas tomadas,2009-10-01,176,176
SAN LUCAS,malaria,numero de muestras hematicas tomadas,2009-10-01,2,2
SAN MATIAS,malaria,numero de muestras hematicas tomadas,2009-10-01,186,186
SAN PEDRO(PND),malaria,numero de muestras hematicas tomadas,2009-10-01,21,21
SANTA CRUZ DE LA SIERRA,malaria,numero de muestras hematicas tomadas,2009-10-01,0,0
SANTA ROSA,malaria,numero de muestras hematicas tomadas,2009-10-01,21,21
SENA,malaria,numero de muestras hematicas tomadas,2009-10-01,203,203
SOPACHUY,malaria,numero de muestras hematicas tomadas,2009-10-01,7,7
TARABUCO,malaria,numero de muestras hematicas tomadas,2009-10-01,1,1
TARVITA,malaria,numero de muestras hematicas tomadas,2009-10-01,70,70
TEOPONTE,malaria,numero de muestras hematicas tomadas,2009-10-01,20,20
TORO TORO,malaria,numero de muestras hematicas tomadas,2009-10-01,4,4
VALLEGRANDE,malaria,numero de muestras hematicas tomadas,2009-10-01,2,2
VILA VILA,malaria,numero de muestras hematicas tomadas,2009-10-01,214,214
VILLA NUEVA (LOMA ALTA),malaria,numero de muestras hematicas tomadas,2009-10-01,39,39
VILLA SERRANO,malaria,numero de muestras hematicas tomadas,2009-10-01,12,12
VILLA TUNARI,malaria,numero de muestras hematicas tomadas,2009-10-01,12,12
VILLA VACA GUZMAN (MUYUPAMPA),malaria,numero de muestras hematicas tomadas,2009-10-01,3,3
YACUIBA,malaria,numero de muestras hematicas tomadas,2009-10-01,339,339
YAPACANI,malaria,numero de muestras hematicas tomadas,2009-10-01,9,9
ZUDAÑEZ,malaria,numero de muestras hematicas tomadas,2009-10-01,13,13
ACACIO,malaria,numero de muestras hematicas tomadas,2009-11-01,52,52
AIQUILE,malaria,numero de muestras hematicas tomadas,2009-11-01,2,2
APOLO,malaria,numero de muestras hematicas tomadas,2009-11-01,2,2
AZURDUY,malaria,numero de muestras hematicas tomadas,2009-11-01,27,27
BAURES,malaria,numero de muestras hematicas tomadas,2009-11-01,116,116
BELLA FLOR,malaria,numero de muestras hematicas tomadas,2009-11-01,8,8
BERMEJO,malaria,numero de muestras hematicas tomadas,2009-11-01,39,39
BOLPEBRA,malaria,numero de muestras hematicas tomadas,2009-11-01,2,2
BUENA VISTA,malaria,numero de muestras hematicas tomadas,2009-11-01,2,2
CAMIRI,malaria,numero de muestras hematicas tomadas,2009-11-01,22,22
CARANAVI,malaria,numero de muestras hematicas tomadas,2009-11-01,53,53
CARAPARI,malaria,numero de muestras hematicas tomadas,2009-11-01,17,17
COBIJA,malaria,numero de muestras hematicas tomadas,2009-11-01,105,105
COLOMI,malaria,numero de muestras hematicas tomadas,2009-11-01,1,1
CONCEPCION,malaria,numero de muestras hematicas tomadas,2009-11-01,30,30
CULPINA,malaria,numero de muestras hematicas tomadas,2009-11-01,16,16
EL TORNO,malaria,numero de muestras hematicas tomadas,2009-11-01,209,209
ENTRE RIOS,malaria,numero de muestras hematicas tomadas,2009-11-01,203,203
EUREKA (SANTOS MERCADO),malaria,numero de muestras hematicas tomadas,2009-11-01,72,72
GRAL. J.J. PEREZ (CHARAZANI),malaria,numero de muestras hematicas tomadas,2009-11-01,2,2
GUANAY,malaria,numero de muestras hematicas tomadas,2009-11-01,36,36
GUAYARAMERIN,malaria,numero de muestras hematicas tomadas,2009-11-01,1272,1272
HUACARETA,malaria,numero de muestras hematicas tomadas,2009-11-01,2,2
INCAHUASI,malaria,numero de muestras hematicas tomadas,2009-11-01,33,33
INGAVI (HUMAITA),malaria,numero de muestras hematicas tomadas,2009-11-01,17,17
IXIAMAS,malaria,numero de muestras hematicas tomadas,2009-11-01,4,4
LA ASUNTA,malaria,numero de muestras hematicas tomadas,2009-11-01,14,14
LA GUARDIA,malaria,numero de muestras hematicas tomadas,2009-11-01,6,6
LA PAZ,malaria,numero de muestras hematicas tomadas,2009-11-01,21,21
LAGUNILLAS,malaria,numero de muestras hematicas tomadas,2009-11-01,18,18
MACHARETI,malaria,numero de muestras hematicas tomadas,2009-11-01,2,2
MAGDALENA,malaria,numero de muestras hematicas tomadas,2009-11-01,59,59
MAPIRI,malaria,numero de muestras hematicas tomadas,2009-11-01,10,10
MONTEAGUDO,malaria,numero de muestras hematicas tomadas,2009-11-01,18,18
MONTERO,malaria,numero de muestras hematicas tomadas,2009-11-01,1,1
NACEBE (SANTA ROSA DEL ABUNA),malaria,numero de muestras hematicas tomadas,2009-11-01,62,62
NUEVO MANOA (NUEVA ESPERANZA),malaria,numero de muestras hematicas tomadas,2009-11-01,388,388
PADCAYA,malaria,numero de muestras hematicas tomadas,2009-11-01,196,196
PADILLA,malaria,numero de muestras hematicas tomadas,2009-11-01,9,9
PAILON,malaria,numero de muestras hematicas tomadas,2009-11-01,1,1
PALOS BLANCOS,malaria,numero de muestras hematicas tomadas,2009-11-01,70,70
POROMA,malaria,numero de muestras hematicas tomadas,2009-11-01,4,4
PORONGO,malaria,numero de muestras hematicas tomadas,2009-11-01,4,4
PORVENIR,malaria,numero de muestras hematicas tomadas,2009-11-01,206,206
PUERTO GONZALO MORENO,malaria,numero de muestras hematicas tomadas,2009-11-01,96,96
PUERTO RICO,malaria,numero de muestras hematicas tomadas,2009-11-01,202,202
PUERTO VILLARROEL,malaria,numero de muestras hematicas tomadas,2009-11-01,7,7
RIBERALTA,malaria,numero de muestras hematicas tomadas,2009-11-01,1202,1202
ROBORE,malaria,numero de muestras hematicas tomadas,2009-11-01,12,12
RURRENABAQUE,malaria,numero de muestras hematicas tomadas,2009-11-01,2,2
SACABA,malaria,numero de muestras hematicas tomadas,2009-11-01,4,4
SAIPINA,malaria,numero de muestras hematicas tomadas,2009-11-01,5,5
SAN BORJA,malaria,numero de muestras hematicas tomadas,2009-11-01,4,4
SAN CARLOS,malaria,numero de muestras hematicas tomadas,2009-11-01,12,12
SAN IGNACIO DE VELASCO,malaria,numero de muestras hematicas tomadas,2009-11-01,131,131
SAN JOSE DE CHIQUITOS,malaria,numero de muestras hematicas tomadas,2009-11-01,44,44
SAN LORENZO(PND),malaria,numero de muestras hematicas tomadas,2009-11-01,162,162
SAN LORENZO(TJA),malaria,numero de muestras hematicas tomadas,2009-11-01,2,2
SAN LUCAS,malaria,numero de muestras hematicas tomadas,2009-11-01,2,2
SAN MATIAS,malaria,numero de muestras hematicas tomadas,2009-11-01,95,95
SAN PEDRO(PND),malaria,numero de muestras hematicas tomadas,2009-11-01,18,18
SANTA CRUZ DE LA SIERRA,malaria,numero de muestras hematicas tomadas,2009-11-01,2,2
SANTA ROSA,malaria,numero de muestras hematicas tomadas,2009-11-01,31,31
SENA,malaria,numero de muestras hematicas tomadas,2009-11-01,77,77
SOPACHUY,malaria,numero de muestras hematicas tomadas,2009-11-01,10,10
TARABUCO,malaria,numero de muestras hematicas tomadas,2009-11-01,1,1
TARVITA,malaria,numero de muestras hematicas tomadas,2009-11-01,3,3
TEOPONTE,malaria,numero de muestras hematicas tomadas,2009-11-01,31,31
TOCO,malaria,numero de muestras hematicas tomadas,2009-11-01,120,120
TORO TORO,malaria,numero de muestras hematicas tomadas,2009-11-01,63,63
VILLA MONTES,malaria,numero de muestras hematicas tomadas,2009-11-01,280,280
VILLA NUEVA (LOMA ALTA),malaria,numero de muestras hematicas tomadas,2009-11-01,63,63
VILLA SERRANO,malaria,numero de muestras hematicas tomadas,2009-11-01,7,7
VILLA TUNARI,malaria,numero de muestras hematicas tomadas,2009-11-01,21,21
VILLA VACA GUZMAN (MUYUPAMPA),malaria,numero de muestras hematicas tomadas,2009-11-01,1,1
YACUIBA,malaria,numero de muestras hematicas tomadas,2009-11-01,405,405
YAPACANI,malaria,numero de muestras hematicas tomadas,2009-11-01,16,16
ZUDAÑEZ,malaria,numero de muestras hematicas tomadas,2009-11-01,1,1
ACACIO,malaria,numero de muestras hematicas tomadas,2009-12-01,10,10
ALCALA,malaria,numero de muestras hematicas tomadas,2009-12-01,5,5
APOLO,malaria,numero de muestras hematicas tomadas,2009-12-01,21,21
AZURDUY,malaria,numero de muestras hematicas tomadas,2009-12-01,77,77
BAURES,malaria,numero de muestras hematicas tomadas,2009-12-01,84,84
BELLA FLOR,malaria,numero de muestras hematicas tomadas,2009-12-01,35,35
BERMEJO,malaria,numero de muestras hematicas tomadas,2009-12-01,84,84
BUENA VISTA,malaria,numero de muestras hematicas tomadas,2009-12-01,14,14
CAMIRI,malaria,numero de muestras hematicas tomadas,2009-12-01,17,17
CARANAVI,malaria,numero de muestras hematicas tomadas,2009-12-01,64,64
CARAPARI,malaria,numero de muestras hematicas tomadas,2009-12-01,33,33
COBIJA,malaria,numero de muestras hematicas tomadas,2009-12-01,155,155
CONCEPCION,malaria,numero de muestras hematicas tomadas,2009-12-01,162,162
COROICO,malaria,numero de muestras hematicas tomadas,2009-12-01,4,4
CUEVO,malaria,numero de muestras hematicas tomadas,2009-12-01,2,2
CULPINA,malaria,numero de muestras hematicas tomadas,2009-12-01,4,4
EL TORNO,malaria,numero de muestras hematicas tomadas,2009-12-01,243,243
ENTRE RIOS,malaria,numero de muestras hematicas tomadas,2009-12-01,149,149
EUREKA (SANTOS MERCADO),malaria,numero de muestras hematicas tomadas,2009-12-01,54,54
FILADELFIA,malaria,numero de muestras hematicas tomadas,2009-12-01,10,10
GUANAY,malaria,numero de muestras hematicas tomadas,2009-12-01,40,40
GUAYARAMERIN,malaria,numero de muestras hematicas tomadas,2009-12-01,2216,2216
HUACARETA,malaria,numero de muestras hematicas tomadas,2009-12-01,5,5
INGAVI (HUMAITA),malaria,numero de muestras hematicas tomadas,2009-12-01,7,7
LA ASUNTA,malaria,numero de muestras hematicas tomadas,2009-12-01,19,19
LA GUARDIA,malaria,numero de muestras hematicas tomadas,2009-12-01,15,15
LAGUNILLAS,malaria,numero de muestras hematicas tomadas,2009-12-01,26,26
MAGDALENA,malaria,numero de muestras hematicas tomadas,2009-12-01,57,57
MAPIRI,malaria,numero de muestras hematicas tomadas,2009-12-01,9,9
MIZQUE,malaria,numero de muestras hematicas tomadas,2009-12-01,1,1
MONTEAGUDO,malaria,numero de muestras hematicas tomadas,2009-12-01,26,26
NACEBE (SANTA ROSA DEL ABUNA),malaria,numero de muestras hematicas tomadas,2009-12-01,78,78
NUEVO MANOA (NUEVA ESPERANZA),malaria,numero de muestras hematicas tomadas,2009-12-01,272,272
OMEREQUE,malaria,numero de muestras hematicas tomadas,2009-12-01,1,1
PADCAYA,malaria,numero de muestras hematicas tomadas,2009-12-01,20,20
PADILLA,malaria,numero de muestras hematicas tomadas,2009-12-01,5,5
PAILON,malaria,numero de muestras hematicas tomadas,2009-12-01,2,2
PALOS BLANCOS,malaria,numero de muestras hematicas tomadas,2009-12-01,127,127
PORONGO,malaria,numero de muestras hematicas tomadas,2009-12-01,22,22
PORVENIR,malaria,numero de muestras hematicas tomadas,2009-12-01,37,37
PUERTO GONZALO MORENO,malaria,numero de muestras hematicas tomadas,2009-12-01,79,79
PUERTO RICO,malaria,numero de muestras hematicas tomadas,2009-12-01,168,168
REYES,malaria,numero de muestras hematicas tomadas,2009-12-01,18,18
RIBERALTA,malaria,numero de muestras hematicas tomadas,2009-12-01,1513,1513
ROBORE,malaria,numero de muestras hematicas tomadas,2009-12-01,15,15
RURRENABAQUE,malaria,numero de muestras hematicas tomadas,2009-12-01,2,2
SAIPINA,malaria,numero de muestras hematicas tomadas,2009-12-01,24,24
SAN BORJA,malaria,numero de muestras hematicas tomadas,2009-12-01,2,2
SAN CARLOS,malaria,numero de muestras hematicas tomadas,2009-12-01,12,12
SAN IGNACIO DE VELASCO,malaria,numero de muestras hematicas tomadas,2009-12-01,126,126
SAN JOSE DE CHIQUITOS,malaria,numero de muestras hematicas tomadas,2009-12-01,36,36
SAN LORENZO(PND),malaria,numero de muestras hematicas tomadas,2009-12-01,95,95
SAN LORENZO(TJA),malaria,numero de muestras hematicas tomadas,2009-12-01,2,2
SAN LUCAS,malaria,numero de muestras hematicas tomadas,2009-12-01,5,5
SAN PEDRO DE BUENA VISTA,malaria,numero de muestras hematicas tomadas,2009-12-01,90,90
SAN PEDRO(PND),malaria,numero de muestras hematicas tomadas,2009-12-01,24,24
SANTA ANA,malaria,numero de muestras hematicas tomadas,2009-12-01,1,1
SANTA ROSA,malaria,numero de muestras hematicas tomadas,2009-12-01,18,18
SENA,malaria,numero de muestras hematicas tomadas,2009-12-01,164,164
SOPACHUY,malaria,numero de muestras hematicas tomadas,2009-12-01,9,9
TARVITA,malaria,numero de muestras hematicas tomadas,2009-12-01,1,1
TEOPONTE,malaria,numero de muestras hematicas tomadas,2009-12-01,54,54
TIRAQUE (CBBA),malaria,numero de muestras hematicas tomadas,2009-12-01,3,3
TOMINA,malaria,numero de muestras hematicas tomadas,2009-12-01,177,177
TORO TORO,malaria,numero de muestras hematicas tomadas,2009-12-01,53,53
URIONDO (A. CONCEPCION),malaria,numero de muestras hematicas tomadas,2009-12-01,2,2
VILLA MONTES,malaria,numero de muestras hematicas tomadas,2009-12-01,266,266
VILLA NUEVA (LOMA ALTA),malaria,numero de muestras hematicas tomadas,2009-12-01,24,24
VILLA SERRANO,malaria,numero de muestras hematicas tomadas,2009-12-01,1,1
VILLA TUNARI,malaria,numero de muestras hematicas tomadas,2009-12-01,15,15
VILLA VACA GUZMAN (MUYUPAMPA),malaria,numero de muestras hematicas tomadas,2009-12-01,3,3
WARNES,malaria,numero de muestras hematicas tomadas,2009-12-01,2,2
YACUIBA,malaria,numero de muestras hematicas tomadas,2009-12-01,453,453
YAPACANI,malaria,numero de muestras hematicas tomadas,2009-12-01,14,14
ZUDAÑEZ,malaria,numero de muestras hematicas tomadas,2009-12-01,6,6
