municipality,group,variable,month,Nuevas en personas de 60 años o más -Hombre,Nuevas en personas de 60 años o más -Mujer,TOTAL-H,TOTAL-M,TOTAL
TARIJA,consulta externa,nuevas en personas de 60 anos o mas,2005-06-01,1916,2168,1916,2168,4084
TARVITA,consulta externa,nuevas en personas de 60 anos o mas,2005-06-01,54,59,54,59,113
TEOPONTE,consulta externa,nuevas en personas de 60 anos o mas,2005-06-01,39,17,39,17,56
TIAWANACU,consulta externa,nuevas en personas de 60 anos o mas,2005-06-01,27,23,27,23,50
TINGUIPAYA,consulta externa,nuevas en personas de 60 anos o mas,2005-06-01,41,40,41,40,81
TIPUANI,consulta externa,nuevas en personas de 60 anos o mas,2005-06-01,10,11,10,11,21
TIQUIPAYA,consulta externa,nuevas en personas de 60 anos o mas,2005-06-01,10,10,10,10,20
TIRAQUE (CBBA),consulta externa,nuevas en personas de 60 anos o mas,2005-06-01,48,46,48,46,94
TITO YUPANQUI (PARQUIPUJIO),consulta externa,nuevas en personas de 60 anos o mas,2005-06-01,18,11,18,11,29
TOCO,consulta externa,nuevas en personas de 60 anos o mas,2005-06-01,10,8,10,8,18
TODOS SANTOS,consulta externa,nuevas en personas de 60 anos o mas,2005-06-01,1,1,1,1,2
TOLATA,consulta externa,nuevas en personas de 60 anos o mas,2005-06-01,5,10,5,10,15
TOLEDO,consulta externa,nuevas en personas de 60 anos o mas,2005-06-01,35,23,35,23,58
TOMAVE,consulta externa,nuevas en personas de 60 anos o mas,2005-06-01,41,62,41,62,103
TOMINA,consulta externa,nuevas en personas de 60 anos o mas,2005-06-01,28,24,28,24,52
TORO TORO,consulta externa,nuevas en personas de 60 anos o mas,2005-06-01,23,47,23,47,70
TOTORA(CBBA),consulta externa,nuevas en personas de 60 anos o mas,2005-06-01,21,30,21,30,51
TOTORA(ORR),consulta externa,nuevas en personas de 60 anos o mas,2005-06-01,7,10,7,10,17
TRIGAL,consulta externa,nuevas en personas de 60 anos o mas,2005-06-01,23,24,23,24,47
TRINIDAD,consulta externa,nuevas en personas de 60 anos o mas,2005-06-01,396,328,396,328,724
TUPIZA,consulta externa,nuevas en personas de 60 anos o mas,2005-06-01,348,544,348,544,892
TURCO,consulta externa,nuevas en personas de 60 anos o mas,2005-06-01,17,18,17,18,35
UMALA,consulta externa,nuevas en personas de 60 anos o mas,2005-06-01,6,8,6,8,14
UNCIA,consulta externa,nuevas en personas de 60 anos o mas,2005-06-01,94,126,94,126,220
URIONDO (A. CONCEPCION),consulta externa,nuevas en personas de 60 anos o mas,2005-06-01,14,25,14,25,39
URUBICHA,consulta externa,nuevas en personas de 60 anos o mas,2005-06-01,8,5,8,5,13
UYUNI,consulta externa,nuevas en personas de 60 anos o mas,2005-06-01,156,184,156,184,340
VACAS,consulta externa,nuevas en personas de 60 anos o mas,2005-06-01,29,39,29,39,68
VALLEGRANDE,consulta externa,nuevas en personas de 60 anos o mas,2005-06-01,169,263,169,263,432
VIACHA,consulta externa,nuevas en personas de 60 anos o mas,2005-06-01,207,174,207,174,381
VILA VILA,consulta externa,nuevas en personas de 60 anos o mas,2005-06-01,10,7,10,7,17
VILLA MONTES,consulta externa,nuevas en personas de 60 anos o mas,2005-06-01,141,137,141,137,278
VILLA NUEVA (LOMA ALTA),consulta externa,nuevas en personas de 60 anos o mas,2005-06-01,0,1,0,1,1
VILLA RIVERO,consulta externa,nuevas en personas de 60 anos o mas,2005-06-01,11,17,11,17,28
VILLA SERRANO,consulta externa,nuevas en personas de 60 anos o mas,2005-06-01,36,42,36,42,78
VILLA TUNARI,consulta externa,nuevas en personas de 60 anos o mas,2005-06-01,61,51,61,51,112
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,nuevas en personas de 60 anos o mas,2005-06-01,64,59,64,59,123
VILLAZON,consulta externa,nuevas en personas de 60 anos o mas,2005-06-01,223,315,223,315,538
VINTO,consulta externa,nuevas en personas de 60 anos o mas,2005-06-01,26,36,26,36,62
VITICHI,consulta externa,nuevas en personas de 60 anos o mas,2005-06-01,50,78,50,78,128
WALDO BALLIVIAN,consulta externa,nuevas en personas de 60 anos o mas,2005-06-01,5,6,5,6,11
WARNES,consulta externa,nuevas en personas de 60 anos o mas,2005-06-01,56,54,56,54,110
YACO,consulta externa,nuevas en personas de 60 anos o mas,2005-06-01,19,12,19,12,31
YACUIBA,consulta externa,nuevas en personas de 60 anos o mas,2005-06-01,385,520,385,520,905
YAMPARAEZ,consulta externa,nuevas en personas de 60 anos o mas,2005-06-01,23,26,23,26,49
YANACACHI,consulta externa,nuevas en personas de 60 anos o mas,2005-06-01,26,22,26,22,48
YAPACANI,consulta externa,nuevas en personas de 60 anos o mas,2005-06-01,126,90,126,90,216
YOCALLA,consulta externa,nuevas en personas de 60 anos o mas,2005-06-01,33,43,33,43,76
YOTALA,consulta externa,nuevas en personas de 60 anos o mas,2005-06-01,31,42,31,42,73
YUNCHARA,consulta externa,nuevas en personas de 60 anos o mas,2005-06-01,26,39,26,39,65
ZUDAÑEZ,consulta externa,nuevas en personas de 60 anos o mas,2005-06-01,23,31,23,31,54
ACACIO,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,24,39,24,39,63
ACHACACHI,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,162,140,162,140,302
ACHOCALLA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,16,11,16,11,27
AIQUILE,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,85,129,85,129,214
ALALAY,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,5,11,5,11,16
ALCALA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,20,27,20,27,47
ANCORAIMES,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,31,16,31,16,47
ANDAMARCA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,15,8,15,8,23
ANTEQUERA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,1,5,1,5,6
ANZALDO,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,12,24,12,24,36
APOLO,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,30,34,30,34,64
ARAMPAMPA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,19,14,19,14,33
ARANI,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,13,20,13,20,33
ARBIETO,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,15,32,15,32,47
ARQUE,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,18,19,18,19,37
ASCENCION DE GUARAYOS,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,13,12,13,12,25
ATOCHA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,77,126,77,126,203
AUCAPATA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,21,24,21,24,45
AYATA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,24,39,24,39,63
AYO AYO,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,7,13,7,13,20
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,39,85,39,85,124
AZURDUY,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,59,48,59,48,107
BATALLAS,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,35,32,35,32,67
BAURES,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,22,26,22,26,48
BELEN DE ANDAMARCA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,11,2,11,2,13
BELEN DE URMIRI,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,15,9,15,9,24
BELLA FLOR,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,16,3,16,3,19
BERMEJO,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,324,225,324,225,549
BETANZOS,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,163,257,163,257,420
BOLIVAR,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,19,16,19,16,35
BOLPEBRA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,3,5,3,5,8
BOYUIBE,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,11,22,11,22,33
BUENA VISTA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,77,59,77,59,136
CABEZAS,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,21,18,21,18,39
CAIROMA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,26,18,26,18,44
"CAIZA ""D""",consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,75,114,75,114,189
CAJUATA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,42,28,42,28,70
CALACOTO,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,41,26,41,26,67
CALAMARCA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,18,12,18,12,30
CAMARGO,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,246,269,246,269,515
CAMATAQUI (C. VILLA ABECIA),consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,23,21,23,21,44
CAMIRI,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,602,754,602,754,1356
CAPINOTA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,54,73,54,73,127
CAQUIAVIRI,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,37,55,37,55,92
CARACOLLO,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,47,41,47,41,88
CARANAVI,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,109,62,109,62,171
CARANGAS,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,1,0,1,0,1
CARAPARI,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,26,48,26,48,74
CARIPUYO,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,12,21,12,21,33
CARMEN RIVERO TORREZ,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,19,38,19,38,57
CATACORA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,6,4,6,4,10
CHALLAPATA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,97,90,97,90,187
CHAQUI,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,29,53,29,53,82
CHARAGUA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,52,70,52,70,122
CHARAÑA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,6,9,6,9,15
CHAYANTA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,28,52,28,52,80
CHIMORE,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,28,19,28,19,47
CHIPAYA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,7,2,7,2,9
CHOQUE COTA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,4,6,4,6,10
CHULUMANI (V. DE LA LIBERTAD),consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,65,52,65,52,117
CHUMA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,58,48,58,48,106
CLIZA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,28,26,28,26,54
COBIJA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,98,146,98,146,244
COCHABAMBA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,4414,4784,4414,4784,9198
COIPASA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,2,0,2,0,2
COLCAPIRHUA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,151,251,151,251,402
"COLCHA ""K""",consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,64,85,64,85,149
COLLANA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,15,18,15,18,33
COLOMI,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,14,20,14,20,34
COLPA BELGICA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,29,25,29,25,54
COLQUECHACA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,80,116,80,116,196
COLQUENCHA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,27,33,27,33,60
COLQUIRI,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,27,33,27,33,60
COMANCHE,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,13,10,13,10,23
COMARAPA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,122,130,122,130,252
COMBAYA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,1,2,1,2,3
CONCEPCION,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,69,56,69,56,125
COPACABANA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,22,21,22,21,43
CORIPATA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,26,23,26,23,49
CORO CORO,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,19,29,19,29,48
COROICO,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,40,36,40,36,76
CORQUE,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,36,39,36,39,75
COTAGAITA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,179,375,179,375,554
COTOCA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,82,150,82,150,232
CUATRO CAÑADAS,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,15,21,15,21,36
CUCHUMUELA (V. G. VILLARROEL),consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,6,11,6,11,17
CUEVO,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,14,30,14,30,44
CULPINA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,34,44,34,44,78
CURAHUARA DE CARANGAS,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,41,25,41,25,66
CURVA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,9,11,9,11,20
DESAGUADERO,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,15,21,15,21,36
EL ALTO,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,1470,1535,1470,1535,3005
EL CHORO,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,17,17,17,17,34
EL PUENTE(STC),consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,12,17,12,17,29
EL PUENTE(TJA),consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,36,54,36,54,90
EL TORNO,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,162,166,162,166,328
EL VILLAR,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,20,38,20,38,58
ENTRE RIOS,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,68,89,68,89,157
ENTRE RIOS,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,10,4,10,4,14
EUCALIPTUS,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,27,16,27,16,43
EUREKA (SANTOS MERCADO),consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,2,2,2,2,4
EXALTACION,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,12,8,12,8,20
FERNANDEZ ALONSO,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,24,16,24,16,40
FILADELFIA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,6,5,6,5,11
GENERAL SAAVEDRA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,20,17,20,17,37
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,27,26,27,26,53
GUANAY,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,70,63,70,63,133
GUAQUI,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,17,22,17,22,39
GUAYARAMERIN,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,141,457,141,457,598
GUTIERREZ,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,39,45,39,45,84
HUACARETA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,55,64,55,64,119
HUACAYA (VILLA DE HUACAYA),consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,13,18,13,18,31
HUACHACALLA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,7,6,7,6,13
HUANUNI,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,99,113,99,113,212
HUARACAJE,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,3,3,3,3,6
HUAYLLAMARCA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,17,37,17,37,54
ICHOCA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,11,12,11,12,23
ICLA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,18,29,18,29,47
INCAHUASI,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,38,77,38,77,115
INQUISIVI,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,26,23,26,23,49
IRUPANA (VILLA DE LANZA),consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,61,59,61,59,120
IXIAMAS,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,8,5,8,5,13
JESUS DE MACHACA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,43,65,43,65,108
LA ASUNTA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,19,15,19,15,34
LA GUARDIA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,22,22,22,22,44
LA PAZ,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,6278,7353,6278,7353,13631
LA RIVERA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,0,2,0,2,2
LAGUNILLAS,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,21,30,21,30,51
LAJA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,22,26,22,26,48
LAS CARRERAS,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,21,29,21,29,50
LICOMA PAMPA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,4,3,4,3,7
LLALLAGUA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,178,237,178,237,415
LLICA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,39,35,39,35,74
LORETO,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,6,6,6,6,12
LURIBAY,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,36,34,36,34,70
MACHACAMARCA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,71,72,71,72,143
MACHARETI,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,53,61,53,61,114
MAGDALENA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,24,21,24,21,45
MAIRANA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,38,63,38,63,101
MALLA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,3,4,3,4,7
MAPIRI,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,31,29,31,29,60
MECAPACA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,33,23,33,23,56
MINEROS,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,96,94,96,94,190
MIZQUE,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,28,12,28,12,40
MOCOMOCO,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,49,83,49,83,132
MOJINETE,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,13,13,13,13,26
MOJOCOYA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,38,42,38,42,80
MONTEAGUDO,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,180,231,180,231,411
MONTERO,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,379,426,379,426,805
MORO MORO,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,29,50,29,50,79
MOROCHATA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,13,19,13,19,32
NAZACARA DE PACAJES,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,1,0,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,4,2,4,2,6
OCURI,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,38,44,38,44,82
OKINAWA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,40,56,40,56,96
OMEREQUE,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,12,15,12,15,27
ORURO,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,2181,2093,2181,2093,4274
PADCAYA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,67,72,67,72,139
PADILLA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,129,208,129,208,337
PAILON,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,17,14,17,14,31
PALCA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,21,19,21,19,40
PALOS BLANCOS,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,25,27,25,27,52
PAMPA AULLAGAS,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,3,7,3,7,10
PAMPA GRANDE,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,33,29,33,29,62
PAPEL PAMPA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,24,18,24,18,42
PASORAPA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,6,7,6,7,13
PATACAMAYA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,21,21,21,21,42
PAZÑA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,38,51,38,51,89
PELECHUCO,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,22,26,22,26,48
POCOATA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,75,86,75,86,161
POCONA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,30,43,30,43,73
POJO (CBBA),consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,18,12,18,12,30
POOPO,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,59,73,59,73,132
PORCO,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,8,22,8,22,30
POROMA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,56,70,56,70,126
PORONGO,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,18,19,18,19,37
PORTACHUELO,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,103,146,103,146,249
PORVENIR,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,9,7,9,7,16
POSTRER VALLE,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,29,32,29,32,61
POTOSI,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,1467,1805,1467,1805,3272
PRESTO,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,15,33,15,33,48
PUCARA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,23,42,23,42,65
PUCARANI,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,38,48,38,48,86
PUERTO ACOSTA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,165,113,165,113,278
PUERTO CARABUCO,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,63,76,63,76,139
PUERTO GONZALO MORENO,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,12,11,12,11,23
PUERTO PEREZ,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,26,23,26,23,49
PUERTO QUIJARRO,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,107,36,107,36,143
PUERTO RICO,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,12,12,12,12,24
PUERTO SILES,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,7,5,7,5,12
PUERTO SUAREZ,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,95,102,95,102,197
PUERTO VILLARROEL,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,22,20,22,20,42
PUNA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,151,232,151,232,383
PUNATA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,109,132,109,132,241
QUIABAYA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,2,8,2,8,10
QUILLACOLLO,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,327,365,327,365,692
QUIME,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,22,28,22,28,50
QUIRUSILLAS,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,3,4,3,4,7
RAVELO,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,56,84,56,84,140
REYES,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,76,95,76,95,171
RIBERALTA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,60,55,60,55,115
ROBORE,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,40,48,40,48,88
RURRENABAQUE,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,171,172,171,172,343
SABAYA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,16,24,16,24,40
SACABA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,127,157,127,157,284
SACABAMBA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,5,6,5,6,11
SACACA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,18,38,18,38,56
SAIPINA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,53,53,53,53,106
SALINAS DE GARCI MENDOZA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,75,48,75,48,123
SAMAIPATA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,55,59,55,59,114
SAN AGUSTIN,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,9,9,9,9,18
SAN ANDRES,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,7,12,7,12,19
SAN ANDRES DE MACHACA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,33,54,33,54,87
SAN ANTONIO DE ESMORUCO,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,7,11,7,11,18
SAN ANTONIO DE LOMERIO,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,6,7,6,7,13
SAN BENITO,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,21,38,21,38,59
SAN BORJA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,86,94,86,94,180
SAN BUENA VENTURA,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,12,13,12,13,25
SAN CARLOS,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,83,78,83,78,161
SAN IGNACIO,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,81,95,81,95,176
SAN IGNACIO DE VELASCO,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,198,228,198,228,426
SAN JAVIER(BNI),consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,3,7,3,7,10
SAN JAVIER(STC),consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,8,7,8,7,15
SAN JOAQUIN,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,26,38,26,38,64
SAN JOSE DE CHIQUITOS,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,83,75,83,75,158
SAN JUAN DE YAPACANI,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,26,33,26,33,59
SAN JULIAN,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,49,55,49,55,104
SAN LORENZO(PND),consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,3,4,3,4,7
SAN LORENZO(TJA),consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,47,75,47,75,122
SAN LUCAS,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,110,182,110,182,292
SAN MATIAS,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,16,13,16,13,29
SAN MIGUEL DE VELASCO,consulta externa,nuevas en personas de 60 anos o mas,2005-07-01,46,76,46,76,122
