municipality,group,variable,month,Repetidas en personas de 60 años o más -Hombre,Repetidas en personas de 60 años o más -Mujer,TOTAL-H,TOTAL-M,TOTAL
YUNCHARA,consulta externa,repetidas en personas de 60 anos o mas,2005-06-01,0,1,0,1,1
ACACIO,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,2,1,2,1,3
ACHACACHI,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,18,19,18,19,37
ACHOCALLA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,3,4,3,4,7
AIQUILE,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,31,62,31,62,93
ALALAY,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,1,1,1,1,2
ALCALA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,1,1,1,1,2
ANCORAIMES,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,2,8,2,8,10
ANZALDO,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,2,1,2,1,3
APOLO,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,1,1,1,1,2
ARAMPAMPA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,3,1,3,1,4
ARANI,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,6,7,6,7,13
ARBIETO,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,1,4,1,4,5
ATOCHA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,26,31,26,31,57
AUCAPATA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,3,4,3,4,7
AYATA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,4,3,4,3,7
AYO AYO,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,1,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,3,6,3,6,9
AZURDUY,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,1,0,1,0,1
BATALLAS,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,2,8,2,8,10
BAURES,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,10,8,10,8,18
BELEN DE URMIRI,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,3,1,3,1,4
BELLA FLOR,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,3,0,3,0,3
BERMEJO,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,57,39,57,39,96
BETANZOS,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,25,46,25,46,71
BOLIVAR,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,2,3,2,3,5
BOLPEBRA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,0,4,0,4,4
BOYUIBE,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,3,5,3,5,8
BUENA VISTA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,44,22,44,22,66
CABEZAS,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,0,2,0,2,2
"CAIZA ""D""",consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,5,2,5,2,7
CAJUATA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,3,1,3,1,4
CALACOTO,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,0,2,0,2,2
CALAMARCA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,2,2,2,2,4
CAMARGO,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,15,25,15,25,40
CAMATAQUI (C. VILLA ABECIA),consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,3,0,3,0,3
CAMIRI,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,25,86,25,86,111
CAPINOTA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,17,26,17,26,43
CAQUIAVIRI,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,2,2,2,2,4
CARACOLLO,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,10,13,10,13,23
CARANAVI,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,21,8,21,8,29
CARAPARI,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,5,0,5,0,5
CARMEN RIVERO TORREZ,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,0,2,0,2,2
CHALLAPATA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,7,6,7,6,13
CHAQUI,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,2,2,2,2,4
CHARAGUA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,7,2,7,2,9
CHARAÑA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,0,1,0,1,1
CHAYANTA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,4,20,4,20,24
CHIMORE,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,3,2,3,2,5
CHOQUE COTA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,2,2,2,2,4
CHULUMANI (V. DE LA LIBERTAD),consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,47,23,47,23,70
CHUMA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,3,5,3,5,8
CLIZA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,4,4,4,4,8
COBIJA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,46,150,46,150,196
COCHABAMBA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,4159,5273,4159,5273,9432
COLCAPIRHUA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,39,64,39,64,103
"COLCHA ""K""",consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,13,8,13,8,21
COLLANA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,2,3,2,3,5
COLOMI,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,0,1,0,1,1
COLPA BELGICA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,7,6,7,6,13
COLQUECHACA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,7,5,7,5,12
COLQUENCHA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,5,1,5,1,6
COLQUIRI,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,6,1,6,1,7
COMANCHE,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,2,1,2,1,3
COMARAPA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,22,17,22,17,39
CONCEPCION,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,2,1,2,1,3
COPACABANA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,5,0,5,0,5
CORIPATA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,1,0,1,0,1
CORO CORO,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,0,2,0,2,2
COROICO,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,13,10,13,10,23
CORQUE,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,15,5,15,5,20
COTAGAITA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,16,36,16,36,52
COTOCA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,0,1,0,1,1
CUATRO CAÑADAS,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,3,5,3,5,8
CUEVO,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,1,6,1,6,7
CULPINA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,2,1,2,1,3
DESAGUADERO,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,1,3,1,3,4
EL ALTO,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,716,811,716,811,1527
EL CHORO,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,0,1,0,1,1
EL PUENTE(STC),consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,2,5,2,5,7
EL PUENTE(TJA),consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,2,2,2,2,4
EL TORNO,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,220,283,220,283,503
EL VILLAR,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,1,3,1,3,4
ENTRE RIOS,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,11,9,11,9,20
ENTRE RIOS,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,2,1,2,1,3
EUCALIPTUS,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,1,2,1,2,3
EUREKA (SANTOS MERCADO),consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,1,0,1,0,1
EXALTACION,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,1,2,1,2,3
FERNANDEZ ALONSO,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,2,1,2,1,3
GENERAL SAAVEDRA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,0,2,0,2,2
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,1,0,1,0,1
GUANAY,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,1,0,1,0,1
GUAQUI,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,0,1,0,1,1
GUAYARAMERIN,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,86,219,86,219,305
GUTIERREZ,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,4,3,4,3,7
HUACARETA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,3,7,3,7,10
HUACHACALLA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,1,1,1,1,2
HUANUNI,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,77,59,77,59,136
HUARACAJE,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,0,3,0,3,3
HUAYLLAMARCA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,3,8,3,8,11
ICLA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,1,4,1,4,5
INCAHUASI,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,0,4,0,4,4
INQUISIVI,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,2,1,2,1,3
IRUPANA (VILLA DE LANZA),consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,14,10,14,10,24
IXIAMAS,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,1,1,1,1,2
JESUS DE MACHACA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,7,19,7,19,26
LA ASUNTA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,1,0,1,0,1
LA GUARDIA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,3,12,3,12,15
LA PAZ,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,8266,11445,8266,11445,19711
LAGUNILLAS,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,3,4,3,4,7
LAJA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,4,4,4,4,8
LLALLAGUA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,54,46,54,46,100
LLICA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,9,6,9,6,15
LORETO,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,2,1,2,1,3
LURIBAY,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,1,3,1,3,4
MACHACAMARCA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,48,47,48,47,95
MACHARETI,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,4,2,4,2,6
MAGDALENA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,56,95,56,95,151
MAIRANA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,0,1,0,1,1
MAPIRI,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,1,0,1,0,1
MECAPACA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,11,8,11,8,19
MINEROS,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,12,32,12,32,44
MIZQUE,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,4,3,4,3,7
MOCOMOCO,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,2,4,2,4,6
MOJINETE,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,5,7,5,7,12
MOJOCOYA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,1,6,1,6,7
MONTEAGUDO,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,53,65,53,65,118
MONTERO,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,423,512,423,512,935
MORO MORO,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,4,5,4,5,9
MOROCHATA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,0,4,0,4,4
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,0,1,0,1,1
OKINAWA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,8,6,8,6,14
OMEREQUE,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,3,8,3,8,11
ORURO,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,1217,1459,1217,1459,2676
PADCAYA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,1,6,1,6,7
PADILLA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,8,15,8,15,23
PAILON,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,1,2,1,2,3
PALCA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,3,0,3,0,3
PALOS BLANCOS,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,9,6,9,6,15
PAMPA GRANDE,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,6,6,6,6,12
PAPEL PAMPA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,2,3,2,3,5
PASORAPA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,0,1,0,1,1
PATACAMAYA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,0,1,0,1,1
PAZÑA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,23,10,23,10,33
PELECHUCO,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,1,1,1,1,2
POCOATA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,0,2,0,2,2
POCONA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,2,4,2,4,6
POOPO,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,7,6,7,6,13
PORCO,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,0,2,0,2,2
POROMA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,0,1,0,1,1
PORONGO,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,1,5,1,5,6
PORTACHUELO,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,17,27,17,27,44
PORVENIR,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,6,4,6,4,10
POSTRER VALLE,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,3,2,3,2,5
POTOSI,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,931,1139,931,1139,2070
PRESTO,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,1,3,1,3,4
PUCARA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,3,4,3,4,7
PUCARANI,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,4,5,4,5,9
PUERTO ACOSTA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,17,8,17,8,25
PUERTO CARABUCO,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,6,2,6,2,8
PUERTO GONZALO MORENO,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,1,0,1,0,1
PUERTO PEREZ,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,6,8,6,8,14
PUERTO QUIJARRO,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,1,0,1,0,1
PUERTO SILES,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,1,1,1,1,2
PUERTO SUAREZ,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,9,24,9,24,33
PUERTO VILLARROEL,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,7,3,7,3,10
PUNA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,13,9,13,9,22
PUNATA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,99,141,99,141,240
QUILLACOLLO,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,321,391,321,391,712
QUIME,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,5,2,5,2,7
REYES,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,34,36,34,36,70
RIBERALTA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,17,8,17,8,25
ROBORE,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,11,2,11,2,13
RURRENABAQUE,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,35,35,35,35,70
SABAYA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,3,1,3,1,4
SACABA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,98,92,98,92,190
SACABAMBA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,1,2,1,2,3
SACACA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,1,0,1,0,1
SAIPINA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,14,15,14,15,29
SALINAS DE GARCI MENDOZA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,15,7,15,7,22
SAMAIPATA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,2,2,2,2,4
SAN AGUSTIN,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,1,2,1,2,3
SAN ANDRES,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,4,6,4,6,10
SAN ANDRES DE MACHACA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,3,2,3,2,5
SAN ANTONIO DE LOMERIO,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,2,2,2,2,4
SAN BENITO,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,6,13,6,13,19
SAN BORJA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,52,78,52,78,130
SAN BUENA VENTURA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,3,3,3,3,6
SAN CARLOS,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,13,16,13,16,29
SAN IGNACIO,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,39,48,39,48,87
SAN IGNACIO DE VELASCO,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,16,40,16,40,56
SAN JAVIER(BNI),consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,0,1,0,1,1
SAN JAVIER(STC),consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,0,3,0,3,3
SAN JOAQUIN,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,10,20,10,20,30
SAN JOSE DE CHIQUITOS,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,8,15,8,15,23
SAN JUAN DE YAPACANI,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,4,2,4,2,6
SAN JULIAN,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,4,6,4,6,10
SAN LORENZO(PND),consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,1,0,1,0,1
SAN LORENZO(TJA),consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,4,8,4,8,12
SAN LUCAS,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,8,10,8,10,18
SAN MATIAS,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,2,1,2,1,3
SAN MIGUEL DE VELASCO,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,29,71,29,71,100
SAN PABLO DE LIPEZ,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,0,2,0,2,2
SAN PEDRO,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,2,3,2,3,5
SAN PEDRO DE CURAHUARA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,0,5,0,5,5
SAN PEDRO DE TIQUINA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,5,5,5,5,10
SAN PEDRO(PND),consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,1,0,1,0,1
SAN RAMON,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,2,9,2,9,11
SAN RAMON,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,11,18,11,18,29
SANTA ANA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,95,90,95,90,185
SANTA CRUZ DE LA SIERRA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,2024,3060,2024,3060,5084
SANTA ROSA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,39,31,39,31,70
SANTA ROSA DEL SARA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,1,4,1,4,5
SANTIAGO DE HUARI,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,7,10,7,10,17
SANTIVAÑES,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,1,5,1,5,6
SAPAHAQUI,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,0,4,0,4,4
SICA SICA (VILLA AROMA),consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,2,0,2,0,2
SICAYA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,0,3,0,3,3
SIPE SIPE,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,9,19,9,19,28
SOPACHUY,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,1,1,1,1,2
SORACACHI,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,1,0,1,0,1
SORATA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,10,6,10,6,16
SUCRE,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,1253,2024,1253,2024,3277
TACACHI,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,4,8,4,8,12
TAHUA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,2,0,2,0,2
TAPACARI,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,1,4,1,4,5
TARABUCO,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,12,20,12,20,32
TARACO,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,1,3,1,3,4
TARATA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,4,2,4,2,6
TARIJA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,1322,1778,1322,1778,3100
TARVITA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,2,6,2,6,8
TEOPONTE,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,5,5,5,5,10
TIAWANACU,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,1,0,1,0,1
TINGUIPAYA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,1,0,1,0,1
TIPUANI,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,6,7,6,7,13
TIQUIPAYA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,9,5,9,5,14
TIRAQUE (CBBA),consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,25,42,25,42,67
TITO YUPANQUI (PARQUIPUJIO),consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,3,2,3,2,5
TOCO,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,4,0,4,0,4
TOLATA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,3,3,3,3,6
TOLEDO,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,4,4,4,4,8
TOMAVE,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,7,4,7,4,11
TOMINA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,5,2,5,2,7
TORO TORO,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,0,3,0,3,3
TOTORA(CBBA),consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,0,4,0,4,4
TOTORA(ORR),consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,1,0,1,0,1
TRIGAL,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,3,4,3,4,7
TRINIDAD,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,156,188,156,188,344
TUPIZA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,51,43,51,43,94
TURCO,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,1,0,1,0,1
UNCIA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,42,60,42,60,102
URUBICHA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,2,0,2,0,2
UYUNI,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,89,69,89,69,158
VACAS,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,8,8,8,8,16
VALLEGRANDE,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,115,171,115,171,286
VIACHA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,110,133,110,133,243
VILA VILA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,3,1,3,1,4
VILLA MONTES,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,75,69,75,69,144
VILLA RIVERO,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,6,3,6,3,9
VILLA SERRANO,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,4,1,4,1,5
VILLA TUNARI,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,27,25,27,25,52
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,1,5,1,5,6
VILLAZON,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,49,44,49,44,93
VINTO,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,7,11,7,11,18
VITICHI,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,8,11,8,11,19
WALDO BALLIVIAN,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,1,1,1,1,2
WARNES,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,7,5,7,5,12
YACO,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,1,1,1,1,2
YACUIBA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,168,275,168,275,443
YAMPARAEZ,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,5,11,5,11,16
YANACACHI,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,3,1,3,1,4
YAPACANI,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,5,2,5,2,7
YOCALLA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,5,7,5,7,12
YOTALA,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,10,14,10,14,24
ZUDAÑEZ,consulta externa,repetidas en personas de 60 anos o mas,2005-07-01,1,4,1,4,5
ACACIO,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,0,1,0,1,1
ACHACACHI,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,32,20,32,20,52
ACHOCALLA,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,2,1,2,1,3
AIQUILE,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,36,53,36,53,89
ANCORAIMES,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,8,8,8,8,16
ANZALDO,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,1,1,1,1,2
APOLO,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,9,1,9,1,10
ARANI,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,5,10,5,10,15
ARBIETO,consulta externa,repetidas en personas de 60 anos o mas,2005-08-01,24,17,24,17,41
