municipality,group,variable,month,Repetidas en menores de 5 años -Hombre,Repetidas en menores de 5 años -Mujer,TOTAL-H,TOTAL-M,TOTAL
CARANAVI,consulta externa,repetidas en menores de 5 anos,2005-07-01,18,15,18,15,33
CARAPARI,consulta externa,repetidas en menores de 5 anos,2005-07-01,8,2,8,2,10
CARMEN RIVERO TORREZ,consulta externa,repetidas en menores de 5 anos,2005-07-01,0,2,0,2,2
CHACARILLA,consulta externa,repetidas en menores de 5 anos,2005-07-01,7,8,7,8,15
CHALLAPATA,consulta externa,repetidas en menores de 5 anos,2005-07-01,7,8,7,8,15
CHAQUI,consulta externa,repetidas en menores de 5 anos,2005-07-01,1,1,1,1,2
CHARAGUA,consulta externa,repetidas en menores de 5 anos,2005-07-01,73,50,73,50,123
CHARAÑA,consulta externa,repetidas en menores de 5 anos,2005-07-01,7,10,7,10,17
CHAYANTA,consulta externa,repetidas en menores de 5 anos,2005-07-01,9,1,9,1,10
CHIMORE,consulta externa,repetidas en menores de 5 anos,2005-07-01,35,31,35,31,66
CHIPAYA,consulta externa,repetidas en menores de 5 anos,2005-07-01,3,1,3,1,4
CHOQUE COTA,consulta externa,repetidas en menores de 5 anos,2005-07-01,16,18,16,18,34
CHULUMANI (V. DE LA LIBERTAD),consulta externa,repetidas en menores de 5 anos,2005-07-01,14,8,14,8,22
CHUMA,consulta externa,repetidas en menores de 5 anos,2005-07-01,0,7,0,7,7
CLIZA,consulta externa,repetidas en menores de 5 anos,2005-07-01,9,9,9,9,18
COBIJA,consulta externa,repetidas en menores de 5 anos,2005-07-01,90,95,90,95,185
COCHABAMBA,consulta externa,repetidas en menores de 5 anos,2005-07-01,2533,2334,2533,2334,4867
COLCAPIRHUA,consulta externa,repetidas en menores de 5 anos,2005-07-01,125,138,125,138,263
"COLCHA ""K""",consulta externa,repetidas en menores de 5 anos,2005-07-01,3,4,3,4,7
COLOMI,consulta externa,repetidas en menores de 5 anos,2005-07-01,16,11,16,11,27
COLPA BELGICA,consulta externa,repetidas en menores de 5 anos,2005-07-01,54,29,54,29,83
COLQUECHACA,consulta externa,repetidas en menores de 5 anos,2005-07-01,28,24,28,24,52
COLQUENCHA,consulta externa,repetidas en menores de 5 anos,2005-07-01,4,6,4,6,10
COLQUIRI,consulta externa,repetidas en menores de 5 anos,2005-07-01,15,22,15,22,37
COMARAPA,consulta externa,repetidas en menores de 5 anos,2005-07-01,71,56,71,56,127
CONCEPCION,consulta externa,repetidas en menores de 5 anos,2005-07-01,5,1,5,1,6
COPACABANA,consulta externa,repetidas en menores de 5 anos,2005-07-01,3,0,3,0,3
CORIPATA,consulta externa,repetidas en menores de 5 anos,2005-07-01,6,3,6,3,9
CORO CORO,consulta externa,repetidas en menores de 5 anos,2005-07-01,1,0,1,0,1
COROICO,consulta externa,repetidas en menores de 5 anos,2005-07-01,20,21,20,21,41
CORQUE,consulta externa,repetidas en menores de 5 anos,2005-07-01,34,18,34,18,52
COTAGAITA,consulta externa,repetidas en menores de 5 anos,2005-07-01,34,27,34,27,61
COTOCA,consulta externa,repetidas en menores de 5 anos,2005-07-01,10,7,10,7,17
CUATRO CAÑADAS,consulta externa,repetidas en menores de 5 anos,2005-07-01,30,27,30,27,57
CUCHUMUELA (V. G. VILLARROEL),consulta externa,repetidas en menores de 5 anos,2005-07-01,1,2,1,2,3
CUEVO,consulta externa,repetidas en menores de 5 anos,2005-07-01,9,11,9,11,20
CULPINA,consulta externa,repetidas en menores de 5 anos,2005-07-01,44,29,44,29,73
CURAHUARA DE CARANGAS,consulta externa,repetidas en menores de 5 anos,2005-07-01,4,1,4,1,5
CURVA,consulta externa,repetidas en menores de 5 anos,2005-07-01,1,0,1,0,1
DESAGUADERO,consulta externa,repetidas en menores de 5 anos,2005-07-01,3,1,3,1,4
EL ALTO,consulta externa,repetidas en menores de 5 anos,2005-07-01,2268,2296,2268,2296,4564
EL CHORO,consulta externa,repetidas en menores de 5 anos,2005-07-01,3,1,3,1,4
EL PUENTE(STC),consulta externa,repetidas en menores de 5 anos,2005-07-01,32,23,32,23,55
EL PUENTE(TJA),consulta externa,repetidas en menores de 5 anos,2005-07-01,27,30,27,30,57
EL TORNO,consulta externa,repetidas en menores de 5 anos,2005-07-01,157,148,157,148,305
EL VILLAR,consulta externa,repetidas en menores de 5 anos,2005-07-01,3,6,3,6,9
ENTRE RIOS,consulta externa,repetidas en menores de 5 anos,2005-07-01,12,6,12,6,18
ENTRE RIOS,consulta externa,repetidas en menores de 5 anos,2005-07-01,52,44,52,44,96
EUCALIPTUS,consulta externa,repetidas en menores de 5 anos,2005-07-01,12,9,12,9,21
EUREKA (SANTOS MERCADO),consulta externa,repetidas en menores de 5 anos,2005-07-01,0,1,0,1,1
EXALTACION,consulta externa,repetidas en menores de 5 anos,2005-07-01,4,12,4,12,16
FERNANDEZ ALONSO,consulta externa,repetidas en menores de 5 anos,2005-07-01,24,26,24,26,50
FILADELFIA,consulta externa,repetidas en menores de 5 anos,2005-07-01,3,2,3,2,5
GENERAL SAAVEDRA,consulta externa,repetidas en menores de 5 anos,2005-07-01,35,32,35,32,67
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,repetidas en menores de 5 anos,2005-07-01,14,9,14,9,23
GUAQUI,consulta externa,repetidas en menores de 5 anos,2005-07-01,1,1,1,1,2
GUAYARAMERIN,consulta externa,repetidas en menores de 5 anos,2005-07-01,107,96,107,96,203
GUTIERREZ,consulta externa,repetidas en menores de 5 anos,2005-07-01,65,60,65,60,125
HUACARETA,consulta externa,repetidas en menores de 5 anos,2005-07-01,40,29,40,29,69
HUACAYA (VILLA DE HUACAYA),consulta externa,repetidas en menores de 5 anos,2005-07-01,1,1,1,1,2
HUACHACALLA,consulta externa,repetidas en menores de 5 anos,2005-07-01,2,0,2,0,2
HUANUNI,consulta externa,repetidas en menores de 5 anos,2005-07-01,98,102,98,102,200
HUARACAJE,consulta externa,repetidas en menores de 5 anos,2005-07-01,6,6,6,6,12
HUAYLLAMARCA,consulta externa,repetidas en menores de 5 anos,2005-07-01,9,18,9,18,27
ICHOCA,consulta externa,repetidas en menores de 5 anos,2005-07-01,1,0,1,0,1
ICLA,consulta externa,repetidas en menores de 5 anos,2005-07-01,16,17,16,17,33
INCAHUASI,consulta externa,repetidas en menores de 5 anos,2005-07-01,13,10,13,10,23
INGAVI (HUMAITA),consulta externa,repetidas en menores de 5 anos,2005-07-01,8,1,8,1,9
INQUISIVI,consulta externa,repetidas en menores de 5 anos,2005-07-01,2,2,2,2,4
IRUPANA (VILLA DE LANZA),consulta externa,repetidas en menores de 5 anos,2005-07-01,20,14,20,14,34
IXIAMAS,consulta externa,repetidas en menores de 5 anos,2005-07-01,27,19,27,19,46
JESUS DE MACHACA,consulta externa,repetidas en menores de 5 anos,2005-07-01,4,1,4,1,5
LA ASUNTA,consulta externa,repetidas en menores de 5 anos,2005-07-01,3,5,3,5,8
LA GUARDIA,consulta externa,repetidas en menores de 5 anos,2005-07-01,182,141,182,141,323
LA PAZ,consulta externa,repetidas en menores de 5 anos,2005-07-01,3902,3954,3902,3954,7856
LAGUNILLAS,consulta externa,repetidas en menores de 5 anos,2005-07-01,27,13,27,13,40
LAJA,consulta externa,repetidas en menores de 5 anos,2005-07-01,8,10,8,10,18
LAS CARRERAS,consulta externa,repetidas en menores de 5 anos,2005-07-01,11,7,11,7,18
LICOMA PAMPA,consulta externa,repetidas en menores de 5 anos,2005-07-01,0,1,0,1,1
LLALLAGUA,consulta externa,repetidas en menores de 5 anos,2005-07-01,49,59,49,59,108
LLICA,consulta externa,repetidas en menores de 5 anos,2005-07-01,1,1,1,1,2
LORETO,consulta externa,repetidas en menores de 5 anos,2005-07-01,10,11,10,11,21
LURIBAY,consulta externa,repetidas en menores de 5 anos,2005-07-01,6,1,6,1,7
MACHACAMARCA,consulta externa,repetidas en menores de 5 anos,2005-07-01,2,7,2,7,9
MACHARETI,consulta externa,repetidas en menores de 5 anos,2005-07-01,10,7,10,7,17
MAGDALENA,consulta externa,repetidas en menores de 5 anos,2005-07-01,8,5,8,5,13
MAIRANA,consulta externa,repetidas en menores de 5 anos,2005-07-01,9,10,9,10,19
MALLA,consulta externa,repetidas en menores de 5 anos,2005-07-01,2,2,2,2,4
MAPIRI,consulta externa,repetidas en menores de 5 anos,2005-07-01,7,10,7,10,17
MECAPACA,consulta externa,repetidas en menores de 5 anos,2005-07-01,13,19,13,19,32
MINEROS,consulta externa,repetidas en menores de 5 anos,2005-07-01,38,30,38,30,68
MIZQUE,consulta externa,repetidas en menores de 5 anos,2005-07-01,48,36,48,36,84
MOCOMOCO,consulta externa,repetidas en menores de 5 anos,2005-07-01,2,3,2,3,5
MOJINETE,consulta externa,repetidas en menores de 5 anos,2005-07-01,11,3,11,3,14
MOJOCOYA,consulta externa,repetidas en menores de 5 anos,2005-07-01,13,12,13,12,25
MONTEAGUDO,consulta externa,repetidas en menores de 5 anos,2005-07-01,68,65,68,65,133
MONTERO,consulta externa,repetidas en menores de 5 anos,2005-07-01,605,620,605,620,1225
MOROCHATA,consulta externa,repetidas en menores de 5 anos,2005-07-01,32,17,32,17,49
OCURI,consulta externa,repetidas en menores de 5 anos,2005-07-01,2,0,2,0,2
OKINAWA,consulta externa,repetidas en menores de 5 anos,2005-07-01,12,18,12,18,30
OMEREQUE,consulta externa,repetidas en menores de 5 anos,2005-07-01,26,30,26,30,56
ORURO,consulta externa,repetidas en menores de 5 anos,2005-07-01,532,471,532,471,1003
PADCAYA,consulta externa,repetidas en menores de 5 anos,2005-07-01,25,13,25,13,38
PADILLA,consulta externa,repetidas en menores de 5 anos,2005-07-01,9,8,9,8,17
PAILON,consulta externa,repetidas en menores de 5 anos,2005-07-01,14,20,14,20,34
PALCA,consulta externa,repetidas en menores de 5 anos,2005-07-01,3,2,3,2,5
PALOS BLANCOS,consulta externa,repetidas en menores de 5 anos,2005-07-01,12,12,12,12,24
PAMPA AULLAGAS,consulta externa,repetidas en menores de 5 anos,2005-07-01,2,0,2,0,2
PAMPA GRANDE,consulta externa,repetidas en menores de 5 anos,2005-07-01,17,10,17,10,27
PAPEL PAMPA,consulta externa,repetidas en menores de 5 anos,2005-07-01,11,3,11,3,14
PATACAMAYA,consulta externa,repetidas en menores de 5 anos,2005-07-01,2,6,2,6,8
PAZÑA,consulta externa,repetidas en menores de 5 anos,2005-07-01,6,3,6,3,9
PELECHUCO,consulta externa,repetidas en menores de 5 anos,2005-07-01,3,1,3,1,4
POCOATA,consulta externa,repetidas en menores de 5 anos,2005-07-01,8,1,8,1,9
POCONA,consulta externa,repetidas en menores de 5 anos,2005-07-01,27,22,27,22,49
POJO (CBBA),consulta externa,repetidas en menores de 5 anos,2005-07-01,28,21,28,21,49
POOPO,consulta externa,repetidas en menores de 5 anos,2005-07-01,2,4,2,4,6
PORCO,consulta externa,repetidas en menores de 5 anos,2005-07-01,9,16,9,16,25
POROMA,consulta externa,repetidas en menores de 5 anos,2005-07-01,7,3,7,3,10
PORONGO,consulta externa,repetidas en menores de 5 anos,2005-07-01,29,25,29,25,54
PORTACHUELO,consulta externa,repetidas en menores de 5 anos,2005-07-01,104,70,104,70,174
PORVENIR,consulta externa,repetidas en menores de 5 anos,2005-07-01,6,7,6,7,13
POSTRER VALLE,consulta externa,repetidas en menores de 5 anos,2005-07-01,3,3,3,3,6
POTOSI,consulta externa,repetidas en menores de 5 anos,2005-07-01,427,436,427,436,863
PRESTO,consulta externa,repetidas en menores de 5 anos,2005-07-01,32,27,32,27,59
PUCARA,consulta externa,repetidas en menores de 5 anos,2005-07-01,5,0,5,0,5
PUCARANI,consulta externa,repetidas en menores de 5 anos,2005-07-01,7,7,7,7,14
PUERTO ACOSTA,consulta externa,repetidas en menores de 5 anos,2005-07-01,42,40,42,40,82
PUERTO CARABUCO,consulta externa,repetidas en menores de 5 anos,2005-07-01,1,0,1,0,1
PUERTO GONZALO MORENO,consulta externa,repetidas en menores de 5 anos,2005-07-01,9,9,9,9,18
PUERTO PEREZ,consulta externa,repetidas en menores de 5 anos,2005-07-01,3,1,3,1,4
PUERTO QUIJARRO,consulta externa,repetidas en menores de 5 anos,2005-07-01,23,25,23,25,48
PUERTO RICO,consulta externa,repetidas en menores de 5 anos,2005-07-01,4,1,4,1,5
PUERTO SUAREZ,consulta externa,repetidas en menores de 5 anos,2005-07-01,7,12,7,12,19
PUERTO VILLARROEL,consulta externa,repetidas en menores de 5 anos,2005-07-01,79,75,79,75,154
PUNA,consulta externa,repetidas en menores de 5 anos,2005-07-01,30,18,30,18,48
PUNATA,consulta externa,repetidas en menores de 5 anos,2005-07-01,76,58,76,58,134
QUILLACOLLO,consulta externa,repetidas en menores de 5 anos,2005-07-01,135,137,135,137,272
QUIME,consulta externa,repetidas en menores de 5 anos,2005-07-01,8,2,8,2,10
QUIRUSILLAS,consulta externa,repetidas en menores de 5 anos,2005-07-01,5,1,5,1,6
RAVELO,consulta externa,repetidas en menores de 5 anos,2005-07-01,2,1,2,1,3
REYES,consulta externa,repetidas en menores de 5 anos,2005-07-01,9,15,9,15,24
RIBERALTA,consulta externa,repetidas en menores de 5 anos,2005-07-01,352,342,352,342,694
ROBORE,consulta externa,repetidas en menores de 5 anos,2005-07-01,9,24,9,24,33
RURRENABAQUE,consulta externa,repetidas en menores de 5 anos,2005-07-01,122,100,122,100,222
SABAYA,consulta externa,repetidas en menores de 5 anos,2005-07-01,1,1,1,1,2
SACABA,consulta externa,repetidas en menores de 5 anos,2005-07-01,145,139,145,139,284
SACABAMBA,consulta externa,repetidas en menores de 5 anos,2005-07-01,30,35,30,35,65
SACACA,consulta externa,repetidas en menores de 5 anos,2005-07-01,0,1,0,1,1
SAIPINA,consulta externa,repetidas en menores de 5 anos,2005-07-01,19,17,19,17,36
SALINAS DE GARCI MENDOZA,consulta externa,repetidas en menores de 5 anos,2005-07-01,5,3,5,3,8
SAMAIPATA,consulta externa,repetidas en menores de 5 anos,2005-07-01,9,2,9,2,11
SAN ANDRES,consulta externa,repetidas en menores de 5 anos,2005-07-01,28,31,28,31,59
SAN ANDRES DE MACHACA,consulta externa,repetidas en menores de 5 anos,2005-07-01,3,0,3,0,3
SAN ANTONIO DE ESMORUCO,consulta externa,repetidas en menores de 5 anos,2005-07-01,6,5,6,5,11
SAN ANTONIO DE LOMERIO,consulta externa,repetidas en menores de 5 anos,2005-07-01,5,0,5,0,5
SAN BENITO,consulta externa,repetidas en menores de 5 anos,2005-07-01,17,23,17,23,40
SAN BORJA,consulta externa,repetidas en menores de 5 anos,2005-07-01,149,107,149,107,256
SAN BUENA VENTURA,consulta externa,repetidas en menores de 5 anos,2005-07-01,28,32,28,32,60
SAN CARLOS,consulta externa,repetidas en menores de 5 anos,2005-07-01,24,32,24,32,56
SAN IGNACIO,consulta externa,repetidas en menores de 5 anos,2005-07-01,130,89,130,89,219
SAN IGNACIO DE VELASCO,consulta externa,repetidas en menores de 5 anos,2005-07-01,29,20,29,20,49
SAN JAVIER(BNI),consulta externa,repetidas en menores de 5 anos,2005-07-01,7,6,7,6,13
SAN JAVIER(STC),consulta externa,repetidas en menores de 5 anos,2005-07-01,29,27,29,27,56
SAN JOAQUIN,consulta externa,repetidas en menores de 5 anos,2005-07-01,3,3,3,3,6
SAN JOSE DE CHIQUITOS,consulta externa,repetidas en menores de 5 anos,2005-07-01,4,10,4,10,14
SAN JUAN DE YAPACANI,consulta externa,repetidas en menores de 5 anos,2005-07-01,13,13,13,13,26
SAN JULIAN,consulta externa,repetidas en menores de 5 anos,2005-07-01,64,52,64,52,116
SAN LORENZO(PND),consulta externa,repetidas en menores de 5 anos,2005-07-01,15,14,15,14,29
SAN LORENZO(TJA),consulta externa,repetidas en menores de 5 anos,2005-07-01,90,64,90,64,154
SAN LUCAS,consulta externa,repetidas en menores de 5 anos,2005-07-01,26,24,26,24,50
SAN MATIAS,consulta externa,repetidas en menores de 5 anos,2005-07-01,9,8,9,8,17
SAN MIGUEL DE VELASCO,consulta externa,repetidas en menores de 5 anos,2005-07-01,38,42,38,42,80
SAN PABLO DE LIPEZ,consulta externa,repetidas en menores de 5 anos,2005-07-01,12,20,12,20,32
SAN PEDRO,consulta externa,repetidas en menores de 5 anos,2005-07-01,64,72,64,72,136
SAN PEDRO DE BUENA VISTA,consulta externa,repetidas en menores de 5 anos,2005-07-01,1,2,1,2,3
SAN PEDRO DE CURAHUARA,consulta externa,repetidas en menores de 5 anos,2005-07-01,1,1,1,1,2
SAN PEDRO DE TIQUINA,consulta externa,repetidas en menores de 5 anos,2005-07-01,0,2,0,2,2
SAN PEDRO(PND),consulta externa,repetidas en menores de 5 anos,2005-07-01,1,0,1,0,1
SAN RAFAEL,consulta externa,repetidas en menores de 5 anos,2005-07-01,6,9,6,9,15
SAN RAMON,consulta externa,repetidas en menores de 5 anos,2005-07-01,8,9,8,9,17
SAN RAMON,consulta externa,repetidas en menores de 5 anos,2005-07-01,4,2,4,2,6
SANTA ANA,consulta externa,repetidas en menores de 5 anos,2005-07-01,29,17,29,17,46
SANTA CRUZ DE LA SIERRA,consulta externa,repetidas en menores de 5 anos,2005-07-01,4134,4280,4134,4280,8414
SANTA ROSA,consulta externa,repetidas en menores de 5 anos,2005-07-01,73,63,73,63,136
SANTA ROSA DEL SARA,consulta externa,repetidas en menores de 5 anos,2005-07-01,23,63,23,63,86
SANTIAGO DE HUARI,consulta externa,repetidas en menores de 5 anos,2005-07-01,9,8,9,8,17
SANTIAGO DE MACHACA,consulta externa,repetidas en menores de 5 anos,2005-07-01,1,0,1,0,1
SANTIVAÑES,consulta externa,repetidas en menores de 5 anos,2005-07-01,10,11,10,11,21
SAPAHAQUI,consulta externa,repetidas en menores de 5 anos,2005-07-01,8,0,8,0,8
SENA,consulta externa,repetidas en menores de 5 anos,2005-07-01,3,2,3,2,5
SICA SICA (VILLA AROMA),consulta externa,repetidas en menores de 5 anos,2005-07-01,50,43,50,43,93
SICAYA,consulta externa,repetidas en menores de 5 anos,2005-07-01,5,8,5,8,13
SIPE SIPE,consulta externa,repetidas en menores de 5 anos,2005-07-01,136,96,136,96,232
SOPACHUY,consulta externa,repetidas en menores de 5 anos,2005-07-01,9,6,9,6,15
SORACACHI,consulta externa,repetidas en menores de 5 anos,2005-07-01,3,5,3,5,8
SORATA,consulta externa,repetidas en menores de 5 anos,2005-07-01,5,5,5,5,10
SUCRE,consulta externa,repetidas en menores de 5 anos,2005-07-01,814,839,814,839,1653
TACACHI,consulta externa,repetidas en menores de 5 anos,2005-07-01,13,12,13,12,25
TACACOMA,consulta externa,repetidas en menores de 5 anos,2005-07-01,3,2,3,2,5
TACOBAMBA,consulta externa,repetidas en menores de 5 anos,2005-07-01,3,0,3,0,3
TACOPAYA,consulta externa,repetidas en menores de 5 anos,2005-07-01,5,7,5,7,12
TAHUA,consulta externa,repetidas en menores de 5 anos,2005-07-01,0,1,0,1,1
TAPACARI,consulta externa,repetidas en menores de 5 anos,2005-07-01,32,33,32,33,65
TARABUCO,consulta externa,repetidas en menores de 5 anos,2005-07-01,208,246,208,246,454
TARACO,consulta externa,repetidas en menores de 5 anos,2005-07-01,3,0,3,0,3
TARATA,consulta externa,repetidas en menores de 5 anos,2005-07-01,14,20,14,20,34
TARIJA,consulta externa,repetidas en menores de 5 anos,2005-07-01,560,561,560,561,1121
TARVITA,consulta externa,repetidas en menores de 5 anos,2005-07-01,15,7,15,7,22
TEOPONTE,consulta externa,repetidas en menores de 5 anos,2005-07-01,9,13,9,13,22
TINGUIPAYA,consulta externa,repetidas en menores de 5 anos,2005-07-01,1,0,1,0,1
TIPUANI,consulta externa,repetidas en menores de 5 anos,2005-07-01,13,17,13,17,30
TIQUIPAYA,consulta externa,repetidas en menores de 5 anos,2005-07-01,155,151,155,151,306
TIRAQUE (CBBA),consulta externa,repetidas en menores de 5 anos,2005-07-01,164,187,164,187,351
TITO YUPANQUI (PARQUIPUJIO),consulta externa,repetidas en menores de 5 anos,2005-07-01,1,0,1,0,1
TOCO,consulta externa,repetidas en menores de 5 anos,2005-07-01,3,1,3,1,4
TODOS SANTOS,consulta externa,repetidas en menores de 5 anos,2005-07-01,1,0,1,0,1
TOLATA,consulta externa,repetidas en menores de 5 anos,2005-07-01,7,5,7,5,12
TOLEDO,consulta externa,repetidas en menores de 5 anos,2005-07-01,5,5,5,5,10
TOMAVE,consulta externa,repetidas en menores de 5 anos,2005-07-01,8,10,8,10,18
TOMINA,consulta externa,repetidas en menores de 5 anos,2005-07-01,9,7,9,7,16
TORO TORO,consulta externa,repetidas en menores de 5 anos,2005-07-01,3,4,3,4,7
TOTORA(CBBA),consulta externa,repetidas en menores de 5 anos,2005-07-01,6,4,6,4,10
TOTORA(ORR),consulta externa,repetidas en menores de 5 anos,2005-07-01,14,18,14,18,32
TRIGAL,consulta externa,repetidas en menores de 5 anos,2005-07-01,7,7,7,7,14
TRINIDAD,consulta externa,repetidas en menores de 5 anos,2005-07-01,380,380,380,380,760
TUPIZA,consulta externa,repetidas en menores de 5 anos,2005-07-01,84,91,84,91,175
TURCO,consulta externa,repetidas en menores de 5 anos,2005-07-01,0,1,0,1,1
UMALA,consulta externa,repetidas en menores de 5 anos,2005-07-01,9,4,9,4,13
UNCIA,consulta externa,repetidas en menores de 5 anos,2005-07-01,25,17,25,17,42
URIONDO (A. CONCEPCION),consulta externa,repetidas en menores de 5 anos,2005-07-01,47,48,47,48,95
URUBICHA,consulta externa,repetidas en menores de 5 anos,2005-07-01,8,8,8,8,16
UYUNI,consulta externa,repetidas en menores de 5 anos,2005-07-01,13,19,13,19,32
VACAS,consulta externa,repetidas en menores de 5 anos,2005-07-01,37,29,37,29,66
VALLEGRANDE,consulta externa,repetidas en menores de 5 anos,2005-07-01,11,9,11,9,20
VIACHA,consulta externa,repetidas en menores de 5 anos,2005-07-01,93,66,93,66,159
VILA VILA,consulta externa,repetidas en menores de 5 anos,2005-07-01,1,0,1,0,1
VILLA MONTES,consulta externa,repetidas en menores de 5 anos,2005-07-01,43,24,43,24,67
VILLA RIVERO,consulta externa,repetidas en menores de 5 anos,2005-07-01,10,4,10,4,14
VILLA SERRANO,consulta externa,repetidas en menores de 5 anos,2005-07-01,4,2,4,2,6
VILLA TUNARI,consulta externa,repetidas en menores de 5 anos,2005-07-01,107,99,107,99,206
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,repetidas en menores de 5 anos,2005-07-01,21,19,21,19,40
VILLAZON,consulta externa,repetidas en menores de 5 anos,2005-07-01,58,58,58,58,116
VINTO,consulta externa,repetidas en menores de 5 anos,2005-07-01,13,9,13,9,22
VITICHI,consulta externa,repetidas en menores de 5 anos,2005-07-01,6,7,6,7,13
WARNES,consulta externa,repetidas en menores de 5 anos,2005-07-01,93,93,93,93,186
YACO,consulta externa,repetidas en menores de 5 anos,2005-07-01,0,1,0,1,1
YACUIBA,consulta externa,repetidas en menores de 5 anos,2005-07-01,209,182,209,182,391
YAMPARAEZ,consulta externa,repetidas en menores de 5 anos,2005-07-01,22,27,22,27,49
YANACACHI,consulta externa,repetidas en menores de 5 anos,2005-07-01,10,3,10,3,13
YAPACANI,consulta externa,repetidas en menores de 5 anos,2005-07-01,62,67,62,67,129
YOCALLA,consulta externa,repetidas en menores de 5 anos,2005-07-01,6,3,6,3,9
YOTALA,consulta externa,repetidas en menores de 5 anos,2005-07-01,66,76,66,76,142
YUNCHARA,consulta externa,repetidas en menores de 5 anos,2005-07-01,4,8,4,8,12
ZUDAÑEZ,consulta externa,repetidas en menores de 5 anos,2005-07-01,4,7,4,7,11
ACACIO,consulta externa,repetidas en menores de 5 anos,2005-08-01,3,2,3,2,5
ACHACACHI,consulta externa,repetidas en menores de 5 anos,2005-08-01,12,4,12,4,16
ACHOCALLA,consulta externa,repetidas en menores de 5 anos,2005-08-01,4,8,4,8,12
AIQUILE,consulta externa,repetidas en menores de 5 anos,2005-08-01,46,58,46,58,104
ALCALA,consulta externa,repetidas en menores de 5 anos,2005-08-01,1,0,1,0,1
ANCORAIMES,consulta externa,repetidas en menores de 5 anos,2005-08-01,8,6,8,6,14
ANDAMARCA,consulta externa,repetidas en menores de 5 anos,2005-08-01,7,3,7,3,10
ANTEQUERA,consulta externa,repetidas en menores de 5 anos,2005-08-01,9,2,9,2,11
ANZALDO,consulta externa,repetidas en menores de 5 anos,2005-08-01,10,16,10,16,26
APOLO,consulta externa,repetidas en menores de 5 anos,2005-08-01,21,17,21,17,38
ARAMPAMPA,consulta externa,repetidas en menores de 5 anos,2005-08-01,1,0,1,0,1
ARANI,consulta externa,repetidas en menores de 5 anos,2005-08-01,48,28,48,28,76
ARBIETO,consulta externa,repetidas en menores de 5 anos,2005-08-01,14,31,14,31,45
ARQUE,consulta externa,repetidas en menores de 5 anos,2005-08-01,10,6,10,6,16
ASCENCION DE GUARAYOS,consulta externa,repetidas en menores de 5 anos,2005-08-01,87,70,87,70,157
ATOCHA,consulta externa,repetidas en menores de 5 anos,2005-08-01,64,44,64,44,108
AUCAPATA,consulta externa,repetidas en menores de 5 anos,2005-08-01,3,1,3,1,4
AYATA,consulta externa,repetidas en menores de 5 anos,2005-08-01,30,23,30,23,53
AYO AYO,consulta externa,repetidas en menores de 5 anos,2005-08-01,3,7,3,7,10
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,repetidas en menores de 5 anos,2005-08-01,6,13,6,13,19
AZURDUY,consulta externa,repetidas en menores de 5 anos,2005-08-01,4,3,4,3,7
BATALLAS,consulta externa,repetidas en menores de 5 anos,2005-08-01,1,3,1,3,4
BAURES,consulta externa,repetidas en menores de 5 anos,2005-08-01,11,18,11,18,29
BELEN DE ANDAMARCA,consulta externa,repetidas en menores de 5 anos,2005-08-01,4,5,4,5,9
BELEN DE URMIRI,consulta externa,repetidas en menores de 5 anos,2005-08-01,6,0,6,0,6
BELLA FLOR,consulta externa,repetidas en menores de 5 anos,2005-08-01,0,2,0,2,2
BERMEJO,consulta externa,repetidas en menores de 5 anos,2005-08-01,84,79,84,79,163
BETANZOS,consulta externa,repetidas en menores de 5 anos,2005-08-01,38,34,38,34,72
BOLIVAR,consulta externa,repetidas en menores de 5 anos,2005-08-01,9,13,9,13,22
BOLPEBRA,consulta externa,repetidas en menores de 5 anos,2005-08-01,0,1,0,1,1
BOYUIBE,consulta externa,repetidas en menores de 5 anos,2005-08-01,9,11,9,11,20
BUENA VISTA,consulta externa,repetidas en menores de 5 anos,2005-08-01,91,104,91,104,195
CABEZAS,consulta externa,repetidas en menores de 5 anos,2005-08-01,17,11,17,11,28
CAIROMA,consulta externa,repetidas en menores de 5 anos,2005-08-01,1,4,1,4,5
"CAIZA ""D""",consulta externa,repetidas en menores de 5 anos,2005-08-01,5,4,5,4,9
CAJUATA,consulta externa,repetidas en menores de 5 anos,2005-08-01,3,3,3,3,6
CALAMARCA,consulta externa,repetidas en menores de 5 anos,2005-08-01,14,9,14,9,23
CAMARGO,consulta externa,repetidas en menores de 5 anos,2005-08-01,23,18,23,18,41
CAMATAQUI (C. VILLA ABECIA),consulta externa,repetidas en menores de 5 anos,2005-08-01,8,8,8,8,16
CAMIRI,consulta externa,repetidas en menores de 5 anos,2005-08-01,104,204,104,204,308
CAPINOTA,consulta externa,repetidas en menores de 5 anos,2005-08-01,40,37,40,37,77
CAQUIAVIRI,consulta externa,repetidas en menores de 5 anos,2005-08-01,3,0,3,0,3
CARACOLLO,consulta externa,repetidas en menores de 5 anos,2005-08-01,4,8,4,8,12
CARANAVI,consulta externa,repetidas en menores de 5 anos,2005-08-01,20,30,20,30,50
CARAPARI,consulta externa,repetidas en menores de 5 anos,2005-08-01,0,1,0,1,1
CARIPUYO,consulta externa,repetidas en menores de 5 anos,2005-08-01,29,40,29,40,69
